"pli0082","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","2018","inadequately","East Germany","36","0.238040402323681","0.180301801201746","0.295779003445617"
"Min 1x per month","2018","general elemantary","West Germany","172","0.265709780638781","0.231621438834957","0.299798122442605"
"Min 1x per month","2018","general elemantary","East Germany","25","","",""
"Min 1x per month","2018","middle vocational","West Germany","148","0.276205690345291","0.239370427902974","0.313040952787609"
"Min 1x per month","2018","middle vocational","East Germany","15","","",""
"Min 1x per month","2018","vocational + Abi","West Germany","17","","",""
"Min 1x per month","2018","vocational + Abi","East Germany","2","","",""
"Min 1x per month","2018","higher vocational","West Germany","","","",""
"Min 1x per month","2018","higher vocational","East Germany","","","",""
"Min 1x per month","2018","higher education","West Germany","151","0.232870573887321","0.198050354493101","0.26769079328154"
"Min 1x per month","2018","higher education","East Germany","26","","",""
"Rarely","2018","in school","West Germany","1","","",""
"Rarely","2018","in school","East Germany","1","","",""
"Rarely","2018","inadequately","West Germany","429","0.313861250424985","0.287969266133655","0.339753234716316"
"Rarely","2018","inadequately","East Germany","80","0.344228831832059","0.279815653548264","0.408642010115854"
"Rarely","2018","general elemantary","West Germany","234","0.325692962377953","0.289526896665365","0.36185902809054"
"Rarely","2018","general elemantary","East Germany","36","0.365185377636452","0.27309089930006","0.457279855972843"
"Rarely","2018","middle vocational","West Germany","212","0.35426818130466","0.314864931424314","0.393671431185005"
"Rarely","2018","middle vocational","East Germany","42","0.479268544788355","0.37827804217195","0.58025904740476"
"Rarely","2018","vocational + Abi","West Germany","29","","",""
"Rarely","2018","vocational + Abi","East Germany","5","","",""
"Rarely","2018","higher vocational","West Germany","","","",""
"Rarely","2018","higher vocational","East Germany","","","",""
"Rarely","2018","higher education","West Germany","189","0.326661829869203","0.288024626140685","0.365299033597722"
"Rarely","2018","higher education","East Germany","27","","",""
"Never","2018","in school","West Germany","1","","",""
"Never","2018","in school","East Germany","","","",""
"Never","2018","inadequately","West Germany","301","0.294951003569311","0.269507606261709","0.320394400876914"
"Never","2018","inadequately","East Germany","58","0.292671383786241","0.230986934358503","0.354355833213979"
"Never","2018","general elemantary","West Germany","122","0.204392760548507","0.173271989288829","0.235513531808185"
"Never","2018","general elemantary","East Germany","21","","",""
"Never","2018","middle vocational","West Germany","101","0.156303898843596","0.12638691533019","0.186220882357002"
"Never","2018","middle vocational","East Germany","16","","",""
"Never","2018","vocational + Abi","West Germany","10","","",""
"Never","2018","vocational + Abi","East Germany","3","","",""
"Never","2018","higher vocational","West Germany","","","",""
"Never","2018","higher vocational","East Germany","","","",""
"Never","2018","higher education","West Germany","92","0.194055224186764","0.161474916072385","0.226635532301143"
"Never","2018","higher education","East Germany","23","","",""
"Daily","2019","in school","West Germany","","","",""
"Daily","2019","in school","East Germany","1","","",""
"Daily","2019","inadequately","West Germany","33","0.00257067498346506","3.00797665679703e-05","0.00511127020036216"
"Daily","2019","inadequately","East Germany","","","",""
"Daily","2019","general elemantary","West Germany","26","","",""
"Daily","2019","general elemantary","East Germany","3","","",""
"Daily","2019","middle vocational","West Germany","45","0.00157950105697243","0.000757879617239021","0.00240112249670585"
"Daily","2019","middle vocational","East Germany","5","","",""
"Daily","2019","vocational + Abi","West Germany","5","","",""
"Daily","2019","vocational + Abi","East Germany","","","",""
"Daily","2019","higher vocational","West Germany","1","","",""
"Daily","2019","higher vocational","East Germany","","","",""
"Daily","2019","higher education","West Germany","18","","",""
"Daily","2019","higher education","East Germany","9","","",""
"Min 1x per week","2019","in school","West Germany","13","","",""
"Min 1x per week","2019","in school","East Germany","1","","",""
"Min 1x per week","2019","inadequately","West Germany","168","0.0421589871573594","0.0320766173453025","0.0522413569694163"
"Min 1x per week","2019","inadequately","East Germany","19","","",""
"Min 1x per week","2019","general elemantary","West Germany","169","0.035850504157507","0.0287719431895142","0.0429290651254999"
"Min 1x per week","2019","general elemantary","East Germany","31","0.049093476747226","0.0294340926055545","0.0687528608888974"
"Min 1x per week","2019","middle vocational","West Germany","504","0.0445893770692038","0.0403190042333845","0.0488597499050231"
"Min 1x per week","2019","middle vocational","East Germany","128","0.0417689743529069","0.0342087624080198","0.0493291862977939"
"Min 1x per week","2019","vocational + Abi","West Germany","106","0.0476297962583874","0.0381056365321803","0.0571539559845945"
"Min 1x per week","2019","vocational + Abi","East Germany","18","","",""
"Min 1x per week","2019","higher vocational","West Germany","57","0.034521415336628","0.0243063434159276","0.0447364872573284"
"Min 1x per week","2019","higher vocational","East Germany","17","","",""
"Min 1x per week","2019","higher education","West Germany","465","0.0598947893455966","0.0538414579530479","0.0659481207381453"
"Min 1x per week","2019","higher education","East Germany","130","0.0721640537121073","0.0597684860100183","0.0845596214141962"
"Min 1x per month","2019","in school","West Germany","99","0.330061915278131","0.274785390090804","0.385338440465457"
"Min 1x per month","2019","in school","East Germany","14","","",""
"Min 1x per month","2019","inadequately","West Germany","427","0.157324858598238","0.139056497368677","0.1755932198278"
"Min 1x per month","2019","inadequately","East Germany","43","0.136524784699672","0.0915618375142971","0.181487731885047"
"Min 1x per month","2019","general elemantary","West Germany","621","0.211474539520291","0.195926986075093","0.227022092965488"
"Min 1x per month","2019","general elemantary","East Germany","96","0.211129381737114","0.173995843790714","0.248262919683513"
"Min 1x per month","2019","middle vocational","West Germany","2808","0.293783248540668","0.284359198571327","0.30320729851001"
"Min 1x per month","2019","middle vocational","East Germany","712","0.235544527452658","0.219508951718539","0.251580103186778"
"Min 1x per month","2019","vocational + Abi","West Germany","675","0.323228115787802","0.30231300699719","0.344143224578415"
"Min 1x per month","2019","vocational + Abi","East Germany","128","0.342170224145577","0.290904391803584","0.39343605648757"
"Min 1x per month","2019","higher vocational","West Germany","463","0.334364860252138","0.307967880165756","0.36076184033852"
"Min 1x per month","2019","higher vocational","East Germany","182","0.376786813578694","0.331508742447484","0.422064884709904"
"Min 1x per month","2019","higher education","West Germany","2713","0.45239829831929","0.439701197288988","0.465095399349592"
"Min 1x per month","2019","higher education","East Germany","741","0.414952851710205","0.391349962145716","0.438555741274694"
"Rarely","2019","in school","West Germany","146","0.558020258554378","0.499641902929307","0.616398614179449"
"Rarely","2019","in school","East Germany","32","0.545471265276378","0.411418194487893","0.679524336064863"
"Rarely","2019","inadequately","West Germany","540","0.489961426363553","0.464879939375901","0.515042913351205"
"Rarely","2019","inadequately","East Germany","111","0.434950188624257","0.370028888161716","0.499871489086797"
"Rarely","2019","general elemantary","West Germany","1305","0.514643788304042","0.495615101512428","0.533672475095656"
"Rarely","2019","general elemantary","East Germany","207","0.368536196632006","0.324642373833983","0.41243001943003"
"Rarely","2019","middle vocational","West Germany","4646","0.535721886824189","0.525403451206796","0.546040322441583"
"Rarely","2019","middle vocational","East Germany","1479","0.568914584352107","0.550200130836359","0.587629037867854"
"Rarely","2019","vocational + Abi","West Germany","993","0.546770213178467","0.524509142198195","0.569031284158739"
"Rarely","2019","vocational + Abi","East Germany","165","0.543269226095117","0.489443755960853","0.59709469622938"
"Rarely","2019","higher vocational","West Germany","638","0.55894005177704","0.531158452922039","0.586721650632041"
"Rarely","2019","higher vocational","East Germany","216","0.528030317346846","0.481384980543761","0.574675654149932"
"Rarely","2019","higher education","West Germany","2457","0.440927075315354","0.428261371923134","0.453592778707573"
"Rarely","2019","higher education","East Germany","723","0.464265104592103","0.440374433300857","0.488155775883348"
"Never","2019","in school","West Germany","20","","",""
"Never","2019","in school","East Germany","5","","",""
"Never","2019","inadequately","West Germany","358","0.307984052897384","0.284821149794172","0.331146956000596"
"Never","2019","inadequately","East Germany","51","0.396797944015626","0.33273008738857","0.460865800642683"
"Never","2019","general elemantary","West Germany","529","0.235619292301172","0.219461372942363","0.251777211659981"
"Never","2019","general elemantary","East Germany","127","0.36778801263001","0.323912798510943","0.411663226749076"
"Never","2019","middle vocational","West Germany","971","0.124325986508966","0.117499342654982","0.13115263036295"
"Never","2019","middle vocational","East Germany","366","0.152698156291545","0.139105387699162","0.166290924883928"
"Never","2019","vocational + Abi","West Germany","142","0.079282776870765","0.0672008286922704","0.0913647250492595"
"Never","2019","vocational + Abi","East Germany","18","","",""
"Never","2019","higher vocational","West Germany","68","0.0711160597709198","0.0567350169334021","0.0854971026084375"
"Never","2019","higher vocational","East Germany","25","","",""
"Never","2019","higher education","West Germany","250","0.0456320591654074","0.0403084685119017","0.050955649818913"
"Never","2019","higher education","East Germany","71","0.0464262070794345","0.0363469361366753","0.0565054780221938"
