"pli0082","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Never","1996","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","1996","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","1996","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","1996","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","1996","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","1996","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","1996","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Daily","1997","lower secondary degree","(0) in school","","","",""
"Daily","1997","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1997","lower secondary degree","(1b) general elementary school","","","",""
"Daily","1997","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","1997","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1997","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1997","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1997","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1997","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1997","secondary school degree","(0) in school","","","",""
"Daily","1997","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1997","secondary school degree","(1b) general elementary school","","","",""
"Daily","1997","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1997","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","1997","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1997","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1997","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","1997","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1997","college entrance qualification","(0) in school","","","",""
"Daily","1997","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1997","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1997","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1997","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1997","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1997","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1997","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1997","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","1997","Other degree","(0) in school","","","",""
"Daily","1997","Other degree","(1a) inadequately completed","","","",""
"Daily","1997","Other degree","(1b) general elementary school","","","",""
"Daily","1997","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1997","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1997","Other degree","(2a) intermediate vocational","","","",""
"Daily","1997","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","1997","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","Other degree","(3a) lower tertiary education","","","",""
"Daily","1997","Other degree","(3b) higher tertiary education","","","",""
"Daily","1997","no degree/no degree yet","(0) in school","","","",""
"Daily","1997","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1997","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","1997","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","1997","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","1997","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","1997","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","1997","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","1997","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","1997","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","1997","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1997","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1997","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per week","1997","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1997","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1997","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1997","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1997","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1997","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1997","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1997","secondary school degree","(0) in school","","","",""
"Min 1x per week","1997","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1997","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1997","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1997","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1997","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1997","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1997","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1997","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1997","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1997","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1997","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1997","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1997","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1997","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1997","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1997","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1997","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1997","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per week","1997","college entrance qualification","(3b) higher tertiary education","","","",""
"Min 1x per week","1997","Other degree","(0) in school","","","",""
"Min 1x per week","1997","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1997","Other degree","(1b) general elementary school","","","",""
"Min 1x per week","1997","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1997","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1997","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1997","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1997","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1997","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1997","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1997","no degree/no degree yet","(0) in school","","","",""
"Min 1x per week","1997","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per week","1997","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1997","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1997","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1997","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1997","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1997","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1997","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1997","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1997","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1997","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1997","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per month","1997","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1997","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1997","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1997","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1997","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1997","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1997","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1997","secondary school degree","(0) in school","","","",""
"Min 1x per month","1997","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1997","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1997","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1997","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1997","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1997","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1997","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1997","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1997","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1997","college entrance qualification","(0) in school","","","",""
"Min 1x per month","1997","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per month","1997","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per month","1997","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per month","1997","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per month","1997","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per month","1997","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1997","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1997","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per month","1997","college entrance qualification","(3b) higher tertiary education","","","",""
"Min 1x per month","1997","Other degree","(0) in school","","","",""
"Min 1x per month","1997","Other degree","(1a) inadequately completed","","","",""
"Min 1x per month","1997","Other degree","(1b) general elementary school","","","",""
"Min 1x per month","1997","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1997","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1997","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1997","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1997","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1997","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1997","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1997","no degree/no degree yet","(0) in school","","","",""
"Min 1x per month","1997","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per month","1997","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per month","1997","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per month","1997","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per month","1997","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per month","1997","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1997","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1997","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per month","1997","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","1997","lower secondary degree","(0) in school","","","",""
"Rarely","1997","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","1997","lower secondary degree","(1b) general elementary school","","","",""
"Rarely","1997","lower secondary degree","(1c) basic vocational qualification","","","",""
"Rarely","1997","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","1997","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","1997","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","lower secondary degree","(3a) lower tertiary education","","","",""
"Rarely","1997","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely","1997","secondary school degree","(0) in school","","","",""
"Rarely","1997","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","1997","secondary school degree","(1b) general elementary school","","","",""
"Rarely","1997","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","1997","secondary school degree","(2b) intermediate general qualification","","","",""
"Rarely","1997","secondary school degree","(2a) intermediate vocational","","","",""
"Rarely","1997","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","secondary school degree","(3a) lower tertiary education","","","",""
"Rarely","1997","secondary school degree","(3b) higher tertiary education","","","",""
"Rarely","1997","college entrance qualification","(0) in school","","","",""
"Rarely","1997","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","1997","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","1997","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","1997","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","1997","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","1997","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","college entrance qualification","(3a) lower tertiary education","","","",""
"Rarely","1997","college entrance qualification","(3b) higher tertiary education","","","",""
"Rarely","1997","Other degree","(0) in school","","","",""
"Rarely","1997","Other degree","(1a) inadequately completed","","","",""
"Rarely","1997","Other degree","(1b) general elementary school","","","",""
"Rarely","1997","Other degree","(1c) basic vocational qualification","","","",""
"Rarely","1997","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","1997","Other degree","(2a) intermediate vocational","","","",""
"Rarely","1997","Other degree","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","Other degree","(3a) lower tertiary education","","","",""
"Rarely","1997","Other degree","(3b) higher tertiary education","","","",""
"Rarely","1997","no degree/no degree yet","(0) in school","","","",""
"Rarely","1997","no degree/no degree yet","(1a) inadequately completed","","","",""
"Rarely","1997","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","1997","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","1997","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","1997","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","1997","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","1997","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1997","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","1997","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","1997","lower secondary degree","(0) in school","","","",""
"Never","1997","lower secondary degree","(1a) inadequately completed","","","",""
"Never","1997","lower secondary degree","(1b) general elementary school","","","",""
"Never","1997","lower secondary degree","(1c) basic vocational qualification","","","",""
"Never","1997","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","1997","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","1997","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Never","1997","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","lower secondary degree","(3a) lower tertiary education","","","",""
"Never","1997","lower secondary degree","(3b) higher tertiary education","","","",""
"Never","1997","secondary school degree","(0) in school","","","",""
"Never","1997","secondary school degree","(1a) inadequately completed","","","",""
"Never","1997","secondary school degree","(1b) general elementary school","","","",""
"Never","1997","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","1997","secondary school degree","(2b) intermediate general qualification","","","",""
"Never","1997","secondary school degree","(2a) intermediate vocational","","","",""
"Never","1997","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Never","1997","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","secondary school degree","(3a) lower tertiary education","","","",""
"Never","1997","secondary school degree","(3b) higher tertiary education","","","",""
"Never","1997","college entrance qualification","(0) in school","","","",""
"Never","1997","college entrance qualification","(1a) inadequately completed","","","",""
"Never","1997","college entrance qualification","(1b) general elementary school","","","",""
"Never","1997","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","1997","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","1997","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","1997","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Never","1997","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","college entrance qualification","(3a) lower tertiary education","","","",""
"Never","1997","college entrance qualification","(3b) higher tertiary education","","","",""
"Never","1997","Other degree","(0) in school","","","",""
"Never","1997","Other degree","(1a) inadequately completed","","","",""
"Never","1997","Other degree","(1b) general elementary school","","","",""
"Never","1997","Other degree","(1c) basic vocational qualification","","","",""
"Never","1997","Other degree","(2b) intermediate general qualification","","","",""
"Never","1997","Other degree","(2a) intermediate vocational","","","",""
"Never","1997","Other degree","(2c_gen) general maturity certificate","","","",""
"Never","1997","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","Other degree","(3a) lower tertiary education","","","",""
"Never","1997","Other degree","(3b) higher tertiary education","","","",""
"Never","1997","no degree/no degree yet","(0) in school","","","",""
"Never","1997","no degree/no degree yet","(1a) inadequately completed","","","",""
"Never","1997","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","1997","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","1997","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","1997","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","1997","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","1997","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","1997","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","1997","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Daily","1998","lower secondary degree","(0) in school","","","",""
"Daily","1998","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1998","lower secondary degree","(1b) general elementary school","2","","",""
"Daily","1998","lower secondary degree","(1c) basic vocational qualification","2","","",""
"Daily","1998","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1998","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1998","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1998","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1998","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1998","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1998","secondary school degree","(0) in school","","","",""
"Daily","1998","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1998","secondary school degree","(1b) general elementary school","","","",""
"Daily","1998","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1998","secondary school degree","(2b) intermediate general qualification","2","","",""
"Daily","1998","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1998","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1998","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1998","secondary school degree","(3a) lower tertiary education","1","","",""
"Daily","1998","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1998","college entrance qualification","(0) in school","","","",""
"Daily","1998","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1998","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1998","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1998","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1998","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1998","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1998","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1998","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1998","college entrance qualification","(3b) higher tertiary education","1","","",""
"Daily","1998","Other degree","(0) in school","","","",""
"Daily","1998","Other degree","(1a) inadequately completed","","","",""
"Daily","1998","Other degree","(1b) general elementary school","1","","",""
"Daily","1998","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1998","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1998","Other degree","(2a) intermediate vocational","","","",""
"Daily","1998","Other degree","(2c_gen) general maturity certificate","1","","",""
"Daily","1998","Other degree","(2c_voc) vocational maturity certificate","1","","",""
"Daily","1998","Other degree","(3a) lower tertiary education","","","",""
"Daily","1998","Other degree","(3b) higher tertiary education","1","","",""
"Daily","1998","no degree/no degree yet","(0) in school","","","",""
"Daily","1998","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1998","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","1998","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","1998","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","1998","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","1998","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","1998","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","1998","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","1998","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","1998","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1998","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1998","lower secondary degree","(1b) general elementary school","64","0.0353384012418927","0.0263196564631686","0.0443571460206169"
"Min 1x per week","1998","lower secondary degree","(1c) basic vocational qualification","180","0.0470779497340177","0.0403665506106972","0.0537893488573381"
"Min 1x per week","1998","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1998","lower secondary degree","(2a) intermediate vocational","1","","",""
"Min 1x per week","1998","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1998","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per week","1998","lower secondary degree","(3a) lower tertiary education","3","","",""
"Min 1x per week","1998","lower secondary degree","(3b) higher tertiary education","2","","",""
"Min 1x per week","1998","secondary school degree","(0) in school","","","",""
"Min 1x per week","1998","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1998","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1998","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1998","secondary school degree","(2b) intermediate general qualification","36","0.069603198558337","0.0480194851516313","0.0911869119650427"
"Min 1x per week","1998","secondary school degree","(2a) intermediate vocational","150","0.0598490818836753","0.0510895237135017","0.0686086400538489"
"Min 1x per week","1998","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1998","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1998","secondary school degree","(3a) lower tertiary education","20","","",""
"Min 1x per week","1998","secondary school degree","(3b) higher tertiary education","3","","",""
"Min 1x per week","1998","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1998","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1998","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1998","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1998","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1998","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1998","college entrance qualification","(2c_gen) general maturity certificate","18","","",""
"Min 1x per week","1998","college entrance qualification","(2c_voc) vocational maturity certificate","32","0.0738035487644187","0.0521878085596666","0.0954192889691708"
"Min 1x per week","1998","college entrance qualification","(3a) lower tertiary education","23","","",""
"Min 1x per week","1998","college entrance qualification","(3b) higher tertiary education","48","0.0618621287894973","0.0454433405840486","0.078280916994946"
"Min 1x per week","1998","Other degree","(0) in school","","","",""
"Min 1x per week","1998","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1998","Other degree","(1b) general elementary school","14","","",""
"Min 1x per week","1998","Other degree","(1c) basic vocational qualification","13","","",""
"Min 1x per week","1998","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1998","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1998","Other degree","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1998","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1998","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1998","Other degree","(3b) higher tertiary education","5","","",""
"Min 1x per week","1998","no degree/no degree yet","(0) in school","10","","",""
"Min 1x per week","1998","no degree/no degree yet","(1a) inadequately completed","12","","",""
"Min 1x per week","1998","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1998","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1998","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1998","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1998","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1998","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1998","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1998","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1998","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1998","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1998","lower secondary degree","(1b) general elementary school","309","0.194948842574382","0.175597672811045","0.214300012337719"
"Min 1x per month","1998","lower secondary degree","(1c) basic vocational qualification","867","0.223114284153741","0.209922064795086","0.236306503512397"
"Min 1x per month","1998","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1998","lower secondary degree","(2a) intermediate vocational","9","","",""
"Min 1x per month","1998","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"Min 1x per month","1998","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"Min 1x per month","1998","lower secondary degree","(3a) lower tertiary education","37","0.406808846643568","0.310527840924528","0.503089852362608"
"Min 1x per month","1998","lower secondary degree","(3b) higher tertiary education","5","","",""
"Min 1x per month","1998","secondary school degree","(0) in school","","","",""
"Min 1x per month","1998","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1998","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1998","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1998","secondary school degree","(2b) intermediate general qualification","125","0.238277880702372","0.202143750060986","0.274412011343758"
"Min 1x per month","1998","secondary school degree","(2a) intermediate vocational","735","0.267646040444659","0.251296874727432","0.283995206161886"
"Min 1x per month","1998","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1998","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Min 1x per month","1998","secondary school degree","(3a) lower tertiary education","119","0.282754227646706","0.240723457448923","0.324784997844488"
"Min 1x per month","1998","secondary school degree","(3b) higher tertiary education","16","","",""
"Min 1x per month","1998","college entrance qualification","(0) in school","","","",""
"Min 1x per month","1998","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per month","1998","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per month","1998","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per month","1998","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per month","1998","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per month","1998","college entrance qualification","(2c_gen) general maturity certificate","118","0.296394092906924","0.252457785608873","0.340330400204975"
"Min 1x per month","1998","college entrance qualification","(2c_voc) vocational maturity certificate","161","0.313435789426059","0.2750831898807","0.351788388971418"
"Min 1x per month","1998","college entrance qualification","(3a) lower tertiary education","150","0.365710370306037","0.318629172016887","0.412791568595186"
"Min 1x per month","1998","college entrance qualification","(3b) higher tertiary education","331","0.422823643930688","0.389154720142907","0.456492567718468"
"Min 1x per month","1998","Other degree","(0) in school","","","",""
"Min 1x per month","1998","Other degree","(1a) inadequately completed","","","",""
"Min 1x per month","1998","Other degree","(1b) general elementary school","55","0.128086639782631","0.0965000714227548","0.159673208142506"
