"year","hgtyp1hh","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","(Married) couple without C.","general elemantary","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","higher education","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","higher vocational","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","in school","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","inadequately","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","middle vocational","","","","","","","","","","","","","",""
"1990","(Married) couple without C.","vocational + Abi","","","","","","","","","","","","","",""
"1990","1-pers.-HH","general elemantary","","","","","","","","","","","","","",""
"1990","1-pers.-HH","higher education","","","","","","","","","","","","","",""
"1990","1-pers.-HH","higher vocational","","","","","","","","","","","","","",""
"1990","1-pers.-HH","in school","","","","","","","","","","","","","",""
"1990","1-pers.-HH","inadequately","","","","","","","","","","","","","",""
"1990","1-pers.-HH","middle vocational","","","","","","","","","","","","","",""
"1990","1-pers.-HH","vocational + Abi","","","","","","","","","","","","","",""
"1990","Couple + C. GT 16 ","general elemantary","","","","","","","","","","","","","",""
"1990","Couple + C. GT 16 ","higher education","","","","","","","","","","","","","",""
"1990","Couple + C. GT 16 ","higher vocational","","","","","","","","","","","","","",""
"1990","Couple + C. GT 16 ","in school","","","","","","","","","","","","","",""
"1990","Couple + C. GT 16 ","inadequately","","","","","","","","","","","","","",""
"1990","Couple + C. GT 16 ","middle vocational","","","","","","","","","","","","","",""
"1990","Couple + C. GT 16 ","vocational + Abi","","","","","","","","","","","","","",""
"1990","Couple + C. LE 16","general elemantary","","","","","","","","","","","","","",""
"1990","Couple + C. LE 16","higher education","7.58","8","368","4","6","10","10","10","7.35","7.81","0","10","8","8"
"1990","Couple + C. LE 16","higher vocational","8.03","9.21","64","4","7","10","10","10","7.36","8.7","0","10","8","10"
"1990","Couple + C. LE 16","in school","","","","","","","","","","","","","",""
"1990","Couple + C. LE 16","inadequately","","","","","","","","","","","","","",""
"1990","Couple + C. LE 16","middle vocational","7.6","8","697","3","6","10","10","10","7.4","7.8","0","10","8","9"
"1990","Couple + C. LE 16","vocational + Abi","7.56","8","30","2","7","10","10","10","6.53","8.59","0","10","7","9"
"1990","Couple + C. LE and GT 16","general elemantary","","","","","","","","","","","","","",""
