"year","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1999","vocational + Abi","6.69","7","176","3","5","9","10","6.33","7.05","6","8"
"2000","general elemantary","6.24","7","681","0","5","8","10","6.03","6.45","7","7"
"2000","higher education","6.48","7","1009","2","5","8","10","6.32","6.64","7","7"
"2000","higher vocational","6.68","7","587","3","5","9","10","6.47","6.89","7","8"
"2000","in school","","","","","","","","","","",""
"2000","inadequately","7.08","8","95","4","5","9","10","6.55","7.61","7","8"
"2000","middle vocational","6.57","7","3164","3","5","8","10","6.48","6.66","7","7"
"2000","vocational + Abi","6.46","7","365","2","5","8","10","6.19","6.73","7","8"
"2001","general elemantary","6.38","7","541","0","5","9","10","6.14","6.62","7","8"
"2001","higher education","6.33","7","745","2","5","8","9","6.14","6.52","7","7"
"2001","higher vocational","6.77","7","427","3","5","9","10","6.53","7.01","7","8"
"2001","in school","","","","","","","","","","",""
"2001","inadequately","6.79","8","58","3","5","8","9","6.22","7.36","7","8"
"2001","middle vocational","6.4","7","2310","2","5","8","10","6.29","6.51","7","7"
"2001","vocational + Abi","6.51","7","281","3","5","9","10","6.2","6.82","7","8"
"2002","general elemantary","6.27","7","422","2","5","8","10","6","6.54","7","7"
"2002","higher education","6.53","7","835","3","5","8","9","6.36","6.7","7","7"
"2002","higher vocational","6.65","7","434","3","5","8","10","6.43","6.87","7","7"
"2002","in school","","","","","","","","","","",""
"2002","inadequately","6.51","6.07","45","4","5","8","9","5.8","7.22","6","8"
"2002","middle vocational","6.3","7","2041","2","5","8","9","6.19","6.41","7","7"
"2002","vocational + Abi","6.69","7","301","3","5","8","10","6.41","6.97","7","7"
"2003","general elemantary","6.25","7","922","3","5","8","10","6.09","6.41","6","7"
"2003","higher education","6.14","6","1969","3","5","8","9","6.03","6.25","6","7"
"2003","higher vocational","6.51","7","820","3","5","8","9","6.35","6.67","7","7"
"2003","in school","6.32","7","193","4","5","8","9","6.02","6.62","6","7"
"2003","inadequately","5.92","5","92","1","5","8","10","5.32","6.52","5","7"
"2003","middle vocational","6.25","7","4609","3","5","8","10","6.18","6.32","7","7"
"2003","vocational + Abi","6.21","6","573","3","5","8","10","6.01","6.41","6","7"
"2004","general elemantary","6.4","7","403","2","5","8","10","6.14","6.66","6","7"
"2004","higher education","6.34","7","778","2","5","8","9","6.17","6.51","7","7"
"2004","higher vocational","6.29","7","396","3","5","8","9","6.06","6.52","7","7"
"2004","in school","","","","","","","","","","",""
"2004","inadequately","6.99","7.97","52","3","6","9","10","6.23","7.75","6","8"
"2004","middle vocational","6.18","7","1943","2","5","8","9","6.06","6.3","7","7"
"2004","vocational + Abi","6.66","7","280","3","5","8","10","6.37","6.95","7","7"
"2005","general elemantary","6.26","7","354","2","5","8","10","5.98","6.54","6","7"
"2005","higher education","6.14","7","746","0","4","8","9","5.94","6.34","7","7"
"2005","higher vocational","6.29","7","379","3","5","8","9","6.04","6.54","7","7"
"2005","in school","","","","","","","","","","",""
"2005","inadequately","6.94","7","45","4","5","9","10","6.21","7.67","5","7"
"2005","middle vocational","6.09","7","1869","1","5","8","10","5.96","6.22","7","7"
"2005","vocational + Abi","6.04","7","283","1","4","8","10","5.72","6.36","6","7"
"2006","general elemantary","6.16","7","325","0","5","8","10","5.85","6.47","6","7"
"2006","higher education","6.32","7","777","2","5","8","10","6.13","6.51","7","7"
"2006","higher vocational","6.34","7","347","3","5","8","9","6.07","6.61","7","7"
"2006","in school","","","","","","","","","","",""
"2006","inadequately","5.65","5","38","2","4","7","10","4.87","6.43","5","8"
"2006","middle vocational","5.95","7","1789","1","4","8","9","5.82","6.08","7","7"
"2006","vocational + Abi","6.48","7","289","2","5","9","9","6.17","6.79","7","8"
"2007","general elemantary","6.08","7","293","0","5","8","10","5.74","6.42","6","7"
"2007","higher education","6.4","7","794","2","5","8","9","6.22","6.58","7","8"
"2007","higher vocational","5.88","7","325","1","4","8","9","5.59","6.17","7","7"
"2007","in school","","","","","","","","","","",""
"2007","inadequately","","","","","","","","","","",""
"2007","middle vocational","6.18","7","1667","1","5","8","9","6.05","6.31","7","7"
"2007","vocational + Abi","6.41","7","285","3","5","8","9","6.13","6.69","7","8"
"2008","general elemantary","6.1","7","248","1","5","8","10","5.75","6.45","6","7"
"2008","higher education","6.87","7","637","3","5","9","10","6.69","7.05","7","8"
"2008","higher vocational","6.95","8","263","4","6","8","9","6.68","7.22","7","8"
"2008","in school","","","","","","","","","","",""
"2008","inadequately","6.27","6.57","33","4","5","8","9","5.39","7.15","6","8"
"2008","middle vocational","6.5","7","1394","2","5","8","10","6.36","6.64","7","8"
"2008","vocational + Abi","6.93","8","265","4","6","9","9","6.64","7.22","7","8"
"2009","general elemantary","5.52","6","223","0","3","8","10","5.11","5.93","6","7"
"2009","higher education","6.76","8","642","2","5","9","10","6.57","6.95","8","8"
"2009","higher vocational","6.63","7","224","1","5","9","10","6.29","6.97","7","8"
"2009","in school","","","","","","","","","","",""
"2009","inadequately","","","","","","","","","","",""
"2009","middle vocational","6.69","7","1297","3","5","9","10","6.55","6.83","7","8"
"2009","vocational + Abi","7","8","235","4","5","9","10","6.67","7.33","7","8"
"2010","general elemantary","6.52","7","679","0","5","9","10","6.3","6.74","8","8"
"2010","higher education","6.92","8","1657","2","6","9","10","6.79","7.05","8","8"
"2010","higher vocational","6.95","8","402","5","6","8","9","6.72","7.18","8","8"
"2010","in school","","","","","","","","","","",""
"2010","inadequately","6.92","8","157","3","5","9","10","6.53","7.31","8","8"
"2010","middle vocational","6.68","7","3218","2","5","9","10","6.59","6.77","8","8"
"2010","vocational + Abi","6.92","7","694","4","5","9","10","6.72","7.12","8","8"
"2011","general elemantary","7.03","8","626","3","6","9","10","6.83","7.23","8","8"
"2011","higher education","6.94","8","1789","3","6","9","10","6.83","7.05","8","8"
"2011","higher vocational","6.97","8","436","4","5","9","10","6.76","7.18","8","8"
"2011","in school","","","","","","","","","","",""
"2011","inadequately","7.41","8","146","4","7","9","10","7.04","7.78","8","9"
"2011","middle vocational","6.86","8","3349","3","5","9","10","6.78","6.94","8","8"
"2011","vocational + Abi","7.21","8","743","3","6","9","10","7.04","7.38","8","8"
"2012","general elemantary","7.21","8","606","4","6","9","10","7.01","7.41","8","8"
"2012","higher education","7.4","8","1661","4","6","9","10","7.3","7.5","8","8"
"2012","higher vocational","7.24","8","427","4","6","9","10","7.04","7.44","8","8"
"2012","in school","","","","","","","","","","",""
"2012","inadequately","7.1","8","154","3","6","9","10","6.67","7.53","7","8"
"2012","middle vocational","6.99","8","3115","4","5","9","10","6.91","7.07","8","8"
"2012","vocational + Abi","7.45","8","702","5","6","9","10","7.29","7.61","8","8"
"2013","general elemantary","7.02","8","523","4","5","9","10","6.82","7.22","8","8"
"2013","higher education","7.35","8","1540","4","6","9","10","7.24","7.46","8","8"
"2013","higher vocational","6.99","8","373","4","6","9","10","6.77","7.21","8","8"
"2013","in school","","","","","","","","","","",""
"2013","inadequately","6.99","7","132","1","6","9","10","6.53","7.45","8","9"
"2013","middle vocational","6.95","8","2836","3","5","9","10","6.87","7.03","8","8"
"2013","vocational + Abi","7.64","8","630","4","7","9","10","7.48","7.8","8","8"
"2014","general elemantary","7.09","8","693","3","5","9","10","6.9","7.28","8","8"
"2014","higher education","7.39","8","1612","4","6","9","10","7.29","7.49","8","8"
"2014","higher vocational","6.86","7","360","3","6","9","9","6.63","7.09","8","8"
"2014","in school","","","","","","","","","","",""
"2014","inadequately","6.53","7","171","0","6","9","10","6.14","6.92","7","8"
"2014","middle vocational","6.94","8","2742","3","5","9","10","6.86","7.02","8","8"
"2014","vocational + Abi","7.43","8","669","4","6","9","10","7.26","7.6","8","8"
"2015","general elemantary","7.32","8","553","4","5","9","10","7.11","7.53","8","8"
"2015","higher education","7.48","8","1355","5","7","9","10","7.38","7.58","8","8"
"2015","higher vocational","7.26","8","311","4","6","9","10","7.03","7.49","8","8"
"2015","in school","","","","","","","","","","",""
"2015","inadequately","6.65","7","156","4","5","8","9","6.25","7.05","7","8"
"2015","middle vocational","7.12","8","2247","3","6","9","10","7.03","7.21","8","8"
"2015","vocational + Abi","7.72","8","566","5","7","9","10","7.55","7.89","8","8"
"2016","general elemantary","7.31","8","493","4","6","9","10","7.1","7.52","8","8"
"2016","higher education","7.61","8","1307","5","7","9","10","7.5","7.72","8","8"
"2016","higher vocational","7.38","8","262","5","7","9","10","7.13","7.63","8","8"
"2016","in school","","","","","","","","","","",""
"2016","inadequately","6.63","7","140","3","6","8","10","6.21","7.05","7","8"
"2016","middle vocational","7.13","8","1989","4","6","9","10","7.03","7.23","8","8"
"2016","vocational + Abi","7.73","8","562","5","7","9","10","7.56","7.9","8","8"
"2017","general elemantary","7.22","8","469","3","6","9","10","7","7.44","8","8"
"2017","higher education","7.58","8","1288","5","7","9","10","7.47","7.69","8","8"
"2017","higher vocational","6.99","7","236","4","6","8","9","6.7","7.28","7","8"
"2017","in school","","","","","","","","","","",""
"2017","inadequately","7.6","8","132","5","6","10","10","7.19","8.01","8","9"
"2017","middle vocational","7.03","8","1746","4","6","9","10","6.92","7.14","8","8"
"2017","vocational + Abi","7.77","8","522","5","7","9","10","7.59","7.95","8","8"
"2018","general elemantary","6.8","7","460","2","5","9","10","6.57","7.03","8","8"
"2018","higher education","7.37","8","1207","4","6","9","10","7.25","7.49","8","8"
"2018","higher vocational","6.89","8","213","3","6","8","9","6.57","7.21","8","8"
"2018","in school","","","","","","","","","","",""
"2018","inadequately","6.86","7","148","2","5","9","10","6.43","7.29","7","8"
"2018","middle vocational","6.97","8","1623","4","6","9","10","6.86","7.08","8","8"
"2018","vocational + Abi","7.36","8","465","5","6","9","10","7.17","7.55","8","8"
"2019","general elemantary","6.48","7","356","1","5","9","10","6.21","6.75","8","8"
"2019","higher education","7.35","8","1291","4","6","9","10","7.24","7.46","8","8"
"2019","higher vocational","7.74","8","238","5","7","9","10","7.47","8.01","8","8"
"2019","in school","","","","","","","","","","",""
"2019","inadequately","7.18","8","115","1","7","9","10","6.69","7.67","8","8"
"2019","middle vocational","7.25","8","1471","5","6","9","10","7.13","7.37","8","8"
"2019","vocational + Abi","7.5","8","461","5","6","9","10","7.32","7.68","8","8"
