"year","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","7.53","8","1483","3","6","10","10","10","7.4","7.66","0","10","8","8"
"1991","","","","","","","","","","","","","",""
"1992","","","","","","","","","","","","","",""
"1993","","","","","","","","","","","","","",""
"1994","","","","","","","","","","","","","",""
"1995","","","","","","","","","","","","","",""
"1996","","","","","","","","","","","","","",""
"1997","6.39","7","3460","3","5","8","9","10","6.31","6.47","0","10","7","7"
"1998","6.56","7","3676","3","5","8","10","10","6.48","6.64","0","10","7","7"
"1999","6.55","7","3616","3","5","8","10","10","6.47","6.63","0","10","7","7"
"2000","6.52","7","5944","3","5","8","10","10","6.45","6.59","0","10","7","7"
"2001","6.44","7","4399","2","5","8","10","10","6.36","6.52","0","10","7","7"
"2002","6.41","7","4109","3","5","8","10","10","6.33","6.49","0","10","7","7"
"2003","6.25","7","9265","3","5","8","10","10","6.2","6.3","0","10","7","7"
"2004","6.27","7","3914","2","5","8","9","10","6.19","6.35","0","10","7","7"
"2005","6.12","7","3732","1","5","8","10","10","6.03","6.21","0","10","7","7"
"2006","6.11","7","3602","1","5","8","9","10","6.02","6.2","0","10","7","7"
"2007","6.18","7","3433","1","5","8","9","10","6.09","6.27","0","10","7","7"
"2008","6.61","7","2870","3","5","8","10","10","6.52","6.7","0","10","7","8"
"2009","6.62","7","2685","2","5","9","10","10","6.52","6.72","0","10","7","8"
"2010","6.71","7","6881","2","5","9","10","10","6.65","6.77","0","10","8","8"
"2011","6.95","8","7261","3","5","9","10","10","6.89","7.01","0","10","8","8"
"2012","7.14","8","6725","4","6","9","10","10","7.09","7.19","0","10","8","8"
"2013","7.12","8","6113","4","6","9","10","10","7.06","7.18","0","10","8","8"
"2014","7.1","8","6362","4","6","9","10","10","7.04","7.16","0","10","8","8"
"2015","7.29","8","5278","4","6","9","10","10","7.23","7.35","0","10","8","8"
"2016","7.33","8","4845","4","6","9","10","10","7.27","7.39","0","10","8","8"
"2017","7.28","8","4470","4","6","9","10","10","7.21","7.35","0","10","8","8"
"2018","7.11","8","4239","4","6","9","10","10","7.04","7.18","0","10","8","8"
"2019","7.28","8","4040","4","6","9","10","10","7.21","7.35","0","10","8","8"
