"plh0186","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Often","2007","66 and older","college entrance qualification","315","0.427527343345902","0.390930901951989","0.464123784739815"
"Often","2007","66 and older","Other degree","63","0.27482834048065","0.213567327111423","0.336089353849877"
"Often","2007","66 and older","no degree/no degree yet","18","","",""
"Very often","2007","16-34 y.","lower secondary degree","101","0.134913440655701","0.110923081293585","0.158903800017817"
"Very often","2007","16-34 y.","secondary school degree","221","0.154604080431007","0.135773790193902","0.173434370668113"
"Very often","2007","16-34 y.","college entrance qualification","249","0.167652163003845","0.149209357232002","0.186094968775688"
"Very often","2007","16-34 y.","Other degree","26","","",""
"Very often","2007","16-34 y.","no degree/no degree yet","61","0.142233141555037","0.106927898879109","0.177538384230966"
"Very often","2007","35-65 y.","lower secondary degree","219","0.0713988910025386","0.0628055543523668","0.0799922276527105"
"Very often","2007","35-65 y.","secondary school degree","257","0.0686212801519946","0.0607463283670428","0.0764962319369465"
"Very often","2007","35-65 y.","college entrance qualification","209","0.0582183825492058","0.0500568384688099","0.0663799266296018"
"Very often","2007","35-65 y.","Other degree","34","0.0530488201554584","0.0366661266926137","0.0694315136183032"
"Very often","2007","35-65 y.","no degree/no degree yet","6","","",""
"Very often","2007","66 and older","lower secondary degree","136","0.0475650831319106","0.0395500490608772","0.055580117202944"
"Very often","2007","66 and older","secondary school degree","41","0.056159660599938","0.0388807081925199","0.0734386130073561"
"Very often","2007","66 and older","college entrance qualification","47","0.0652632195026476","0.046992382299385","0.0835340567059101"
"Very often","2007","66 and older","Other degree","7","","",""
"Very often","2007","66 and older","no degree/no degree yet","2","","",""
"Very rare","2008","16-34 y.","lower secondary degree","10","","",""
"Very rare","2008","16-34 y.","secondary school degree","7","","",""
"Very rare","2008","16-34 y.","college entrance qualification","15","","",""
"Very rare","2008","16-34 y.","Other degree","2","","",""
"Very rare","2008","16-34 y.","no degree/no degree yet","3","","",""
"Very rare","2008","35-65 y.","lower secondary degree","96","0.0348046133116324","0.028423256971548","0.0411859696517168"
"Very rare","2008","35-65 y.","secondary school degree","85","0.0361142447428876","0.0301514690306742","0.042077020455101"
"Very rare","2008","35-65 y.","college entrance qualification","54","0.0214861708602156","0.0162705503005591","0.0267017914198721"
"Very rare","2008","35-65 y.","Other degree","26","","",""
"Very rare","2008","35-65 y.","no degree/no degree yet","6","","",""
"Very rare","2008","66 and older","lower secondary degree","120","0.0462067614306557","0.0381835155518052","0.0542300073095062"
"Very rare","2008","66 and older","secondary school degree","21","","",""
"Very rare","2008","66 and older","college entrance qualification","19","","",""
"Very rare","2008","66 and older","Other degree","11","","",""
"Very rare","2008","66 and older","no degree/no degree yet","3","","",""
"Rarely","2008","16-34 y.","lower secondary degree","49","0.0783436372774568","0.0579967926910885","0.098690481863825"
"Rarely","2008","16-34 y.","secondary school degree","81","0.079863336479271","0.0650933245619936","0.0946333483965485"
"Rarely","2008","16-34 y.","college entrance qualification","67","0.0450236617715719","0.0343138076067154","0.0557335159364285"
"Rarely","2008","16-34 y.","Other degree","4","","",""
"Rarely","2008","16-34 y.","no degree/no degree yet","16","","",""
"Rarely","2008","35-65 y.","lower secondary degree","370","0.135933169269901","0.124000891361986","0.147865447177816"
"Rarely","2008","35-65 y.","secondary school degree","324","0.0902790314367755","0.0811201176209123","0.0994379452526387"
"Rarely","2008","35-65 y.","college entrance qualification","222","0.0862983694386139","0.0761977853811632","0.0963989534960647"
"Rarely","2008","35-65 y.","Other degree","83","0.156958587731344","0.128417350737805","0.185499824724883"
"Rarely","2008","35-65 y.","no degree/no degree yet","16","","",""
"Rarely","2008","66 and older","lower secondary degree","331","0.140677746705542","0.1273897060629","0.153965787348184"
"Rarely","2008","66 and older","secondary school degree","72","0.101856880619879","0.0793702882008756","0.124343473038882"
"Rarely","2008","66 and older","college entrance qualification","54","0.104946515749584","0.082713664262657","0.127179367236511"
"Rarely","2008","66 and older","Other degree","40","0.199446452722248","0.144747436955994","0.254145468488502"
"Rarely","2008","66 and older","no degree/no degree yet","8","","",""
"Sometimes","2008","16-34 y.","lower secondary degree","204","0.282987959554765","0.248879830868487","0.317096088241043"
"Sometimes","2008","16-34 y.","secondary school degree","342","0.264921216004992","0.240877241052449","0.288965190957536"
"Sometimes","2008","16-34 y.","college entrance qualification","386","0.297259102487504","0.273652578622527","0.320865626352481"
"Sometimes","2008","16-34 y.","Other degree","32","0.260167229617979","0.181008253960429","0.339326205275529"
"Sometimes","2008","16-34 y.","no degree/no degree yet","99","0.269184554040016","0.22516509365184","0.313204014428191"
"Sometimes","2008","35-65 y.","lower secondary degree","1167","0.372695213696017","0.355860599044739","0.389529828347295"
"Sometimes","2008","35-65 y.","secondary school degree","1346","0.37179064235093","0.356345288857944","0.387235995843916"
"Sometimes","2008","35-65 y.","college entrance qualification","1025","0.370152292093778","0.35278424490789","0.387520339279666"
"Sometimes","2008","35-65 y.","Other degree","240","0.382706567374443","0.344570616285842","0.420842518463045"
"Sometimes","2008","35-65 y.","no degree/no degree yet","44","0.534997299504948","0.437239453566169","0.632755145443727"
"Sometimes","2008","66 and older","lower secondary degree","1082","0.408518638056321","0.389732103029779","0.427305173082863"
"Sometimes","2008","66 and older","secondary school degree","258","0.362240805644437","0.326506714692199","0.397974896596675"
"Sometimes","2008","66 and older","college entrance qualification","257","0.329060305726732","0.294975081711172","0.363145529742293"
"Sometimes","2008","66 and older","Other degree","72","0.379786752923968","0.313349512401064","0.446223993446872"
"Sometimes","2008","66 and older","no degree/no degree yet","27","","",""
"Often","2008","16-34 y.","lower secondary degree","320","0.496677053921351","0.458817882673039","0.534536225169662"
"Often","2008","16-34 y.","secondary school degree","684","0.508633179274002","0.481394489713763","0.535871868834241"
"Often","2008","16-34 y.","college entrance qualification","766","0.500886532189111","0.475061779769893","0.526711284608328"
"Often","2008","16-34 y.","Other degree","59","0.471115592960224","0.381051597745269","0.56117958817518"
"Often","2008","16-34 y.","no degree/no degree yet","206","0.507420251570827","0.45780239927441","0.557038103867243"
"Often","2008","35-65 y.","lower secondary degree","1328","0.391049843630524","0.374059823131104","0.408039864129944"
"Often","2008","35-65 y.","secondary school degree","1745","0.436376722606633","0.420526999741831","0.452226445471434"
"Often","2008","35-65 y.","college entrance qualification","1477","0.467205049150819","0.449258671343858","0.48515142695778"
"Often","2008","35-65 y.","Other degree","241","0.352096408575369","0.314621395982925","0.389571421167812"
"Often","2008","35-65 y.","no degree/no degree yet","27","","",""
"Often","2008","66 and older","lower secondary degree","970","0.362032132339277","0.343664922886543","0.380399341792012"
"Often","2008","66 and older","secondary school degree","292","0.41700572000287","0.380348557761878","0.453662882243862"
"Often","2008","66 and older","college entrance qualification","355","0.456195786869666","0.420064487512231","0.492327086227102"
"Often","2008","66 and older","Other degree","70","0.311714169985946","0.248307660310817","0.375120679661075"
"Often","2008","66 and older","no degree/no degree yet","16","","",""
"Very often","2008","16-34 y.","lower secondary degree","87","0.127801020550755","0.10252052180307","0.153081519298439"
"Very often","2008","16-34 y.","secondary school degree","180","0.133834836410947","0.115283897492022","0.152385775329873"
"Very often","2008","16-34 y.","college entrance qualification","206","0.137374068351451","0.119594120626335","0.155154016076567"
"Very often","2008","16-34 y.","Other degree","21","","",""
"Very often","2008","16-34 y.","no degree/no degree yet","66","0.176659729745137","0.138809000848746","0.214510458641528"
"Very often","2008","35-65 y.","lower secondary degree","208","0.0655171600919258","0.0569022615141728","0.0741320586696789"
"Very often","2008","35-65 y.","secondary school degree","261","0.0654393588627744","0.0575358547143169","0.0733428630112318"
"Very often","2008","35-65 y.","college entrance qualification","191","0.0548581184565732","0.0466675894951135","0.0630486474180328"
"Very often","2008","35-65 y.","Other degree","34","0.0647738771539038","0.045462463911122","0.0840852903966857"
"Very often","2008","35-65 y.","no degree/no degree yet","7","","",""
"Very often","2008","66 and older","lower secondary degree","127","0.0425647214682045","0.0348494745878935","0.0502799683485154"
"Very often","2008","66 and older","secondary school degree","52","0.0743641388582313","0.0548586180283826","0.09386965968808"
"Very often","2008","66 and older","college entrance qualification","45","0.0837850060295903","0.0636862808926431","0.103883731166538"
"Very often","2008","66 and older","Other degree","12","","",""
"Very often","2008","66 and older","no degree/no degree yet","3","","",""
"Very rare","2009","16-34 y.","lower secondary degree","8","","",""
"Very rare","2009","16-34 y.","secondary school degree","9","","",""
"Very rare","2009","16-34 y.","college entrance qualification","10","","",""
"Very rare","2009","16-34 y.","Other degree","","","",""
"Very rare","2009","16-34 y.","no degree/no degree yet","3","","",""
"Very rare","2009","35-65 y.","lower secondary degree","96","0.0440150884413518","0.0364880607545314","0.0515421161281721"
"Very rare","2009","35-65 y.","secondary school degree","89","0.0318160775179007","0.0260434304489461","0.0375887245868553"
"Very rare","2009","35-65 y.","college entrance qualification","46","0.0195337472455526","0.0144004136179047","0.0246670808732005"
"Very rare","2009","35-65 y.","Other degree","26","","",""
"Very rare","2009","35-65 y.","no degree/no degree yet","3","","",""
"Very rare","2009","66 and older","lower secondary degree","133","0.0582922138793621","0.0490969706420556","0.0674874571166686"
"Very rare","2009","66 and older","secondary school degree","33","0.0570524124447191","0.0399675201369829","0.0741373047524552"
"Very rare","2009","66 and older","college entrance qualification","27","","",""
"Very rare","2009","66 and older","Other degree","10","","",""
"Very rare","2009","66 and older","no degree/no degree yet","2","","",""
"Rarely","2009","16-34 y.","lower secondary degree","49","0.092078784903722","0.0684868231026937","0.11567074670475"
"Rarely","2009","16-34 y.","secondary school degree","56","0.0726026949510969","0.0576055545797648","0.087599835322429"
"Rarely","2009","16-34 y.","college entrance qualification","70","0.0539839657858641","0.0420608382516846","0.0659070933200437"
"Rarely","2009","16-34 y.","Other degree","8","","",""
"Rarely","2009","16-34 y.","no degree/no degree yet","12","","",""
"Rarely","2009","35-65 y.","lower secondary degree","366","0.12573719417108","0.113571130393891","0.137903257948268"
"Rarely","2009","35-65 y.","secondary school degree","335","0.108464885978668","0.098236983854816","0.11869278810252"
"Rarely","2009","35-65 y.","college entrance qualification","230","0.0943470620823018","0.0835044111911135","0.10518971297349"
"Rarely","2009","35-65 y.","Other degree","82","0.163453811840223","0.132090641894883","0.194816981785564"
"Rarely","2009","35-65 y.","no degree/no degree yet","17","","",""
"Rarely","2009","66 and older","lower secondary degree","377","0.166781547837168","0.152151245329662","0.181411850344675"
"Rarely","2009","66 and older","secondary school degree","77","0.148355496462434","0.1221729154048","0.174538077520067"
"Rarely","2009","66 and older","college entrance qualification","74","0.104247623906331","0.0819423518037666","0.126552896008896"
"Rarely","2009","66 and older","Other degree","31","0.187072297529302","0.129943869066904","0.2442007259917"
"Rarely","2009","66 and older","no degree/no degree yet","11","","",""
"Sometimes","2009","16-34 y.","lower secondary degree","193","0.340200000398631","0.301542524409595","0.378857476387667"
"Sometimes","2009","16-34 y.","secondary school degree","320","0.275334314367322","0.249517765281178","0.301150863453467"
"Sometimes","2009","16-34 y.","college entrance qualification","325","0.235827006936792","0.213429423667513","0.258224590206072"
"Sometimes","2009","16-34 y.","Other degree","27","","",""
"Sometimes","2009","16-34 y.","no degree/no degree yet","71","0.210281297484191","0.166837650446839","0.253724944521543"
"Sometimes","2009","35-65 y.","lower secondary degree","1103","0.382005342118623","0.364176453008534","0.399834231228713"
"Sometimes","2009","35-65 y.","secondary school degree","1265","0.364432147204769","0.348602834594536","0.380261459815002"
"Sometimes","2009","35-65 y.","college entrance qualification","899","0.34046199735218","0.322885002816411","0.358038991887949"
"Sometimes","2009","35-65 y.","Other degree","202","0.386483149616048","0.345182584705583","0.427783714526514"
"Sometimes","2009","35-65 y.","no degree/no degree yet","43","0.468264756894768","0.366850251694693","0.569679262094844"
"Sometimes","2009","66 and older","lower secondary degree","1057","0.411405443568274","0.39209274313736","0.430718143999187"
"Sometimes","2009","66 and older","secondary school degree","276","0.371731517131145","0.336134075123035","0.407328959139255"
"Sometimes","2009","66 and older","college entrance qualification","244","0.344592208249411","0.309903431501242","0.379280984997581"
"Sometimes","2009","66 and older","Other degree","70","0.397339667809769","0.325652926157541","0.469026409461997"
"Sometimes","2009","66 and older","no degree/no degree yet","25","","",""
"Often","2009","16-34 y.","lower secondary degree","264","0.430692186799726","0.390288848197375","0.471095525402077"
"Often","2009","16-34 y.","secondary school degree","614","0.531207967080596","0.502366219477963","0.560049714683228"
"Often","2009","16-34 y.","college entrance qualification","764","0.534769434719305","0.508453066398579","0.56108580304003"
"Often","2009","16-34 y.","Other degree","39","0.400043109789408","0.301528711657991","0.498557507920826"
"Often","2009","16-34 y.","no degree/no degree yet","184","0.551433521345375","0.498412299662775","0.604454743027975"
"Often","2009","35-65 y.","lower secondary degree","1133","0.3907559576218","0.372852139606218","0.408659775637382"
"Often","2009","35-65 y.","secondary school degree","1648","0.439306212143704","0.422982486030878","0.45562993825653"
"Often","2009","35-65 y.","college entrance qualification","1419","0.47648005452015","0.457954152486461","0.495005956553838"
"Often","2009","35-65 y.","Other degree","202","0.365421849584777","0.324578883335254","0.406264815834301"
"Often","2009","35-65 y.","no degree/no degree yet","22","","",""
"Often","2009","66 and older","lower secondary degree","830","0.326664613151062","0.308258307417435","0.34507091888469"
"Often","2009","66 and older","secondary school degree","298","0.394419131094482","0.35841962672529","0.430418635463674"
"Often","2009","66 and older","college entrance qualification","330","0.453244017325074","0.416907502450163","0.489580532199985"
"Often","2009","66 and older","Other degree","55","0.336011493915813","0.266815823234674","0.405207164596952"
"Often","2009","66 and older","no degree/no degree yet","19","","",""
"Very often","2009","16-34 y.","lower secondary degree","63","0.128654871643596","0.101335644687961","0.155974098599231"
"Very often","2009","16-34 y.","secondary school degree","151","0.113455903692737","0.0951258856868767","0.131785921698598"
"Very often","2009","16-34 y.","college entrance qualification","211","0.168316114047844","0.148575959917711","0.188056268177978"
"Very often","2009","16-34 y.","Other degree","21","","",""
"Very often","2009","16-34 y.","no degree/no degree yet","68","0.1746960086168","0.134216222898863","0.215175794334738"
"Very often","2009","35-65 y.","lower secondary degree","155","0.0574864176471456","0.0489451243193697","0.0660277109749216"
"Very often","2009","35-65 y.","secondary school degree","214","0.0559806771549582","0.0484196243600115","0.0635417299499049"
"Very often","2009","35-65 y.","college entrance qualification","198","0.0691771387998164","0.0597646341813129","0.0785896434183198"
"Very often","2009","35-65 y.","Other degree","22","","",""
"Very often","2009","35-65 y.","no degree/no degree yet","8","","",""
"Very often","2009","66 and older","lower secondary degree","97","0.0368561815641339","0.0294618212932086","0.0442505418350592"
"Very often","2009","66 and older","secondary school degree","24","","",""
"Very often","2009","66 and older","college entrance qualification","46","0.0480061902098985","0.0324018237234025","0.0636105566963946"
"Very often","2009","66 and older","Other degree","13","","",""
"Very often","2009","66 and older","no degree/no degree yet","","","",""
"Very rare","2010","16-34 y.","lower secondary degree","5","","",""
"Very rare","2010","16-34 y.","secondary school degree","11","","",""
"Very rare","2010","16-34 y.","college entrance qualification","11","","",""
"Very rare","2010","16-34 y.","Other degree","1","","",""
"Very rare","2010","16-34 y.","no degree/no degree yet","5","","",""
"Very rare","2010","35-65 y.","lower secondary degree","80","0.0344262033110488","0.0273691015315418","0.0414833050905558"
"Very rare","2010","35-65 y.","secondary school degree","63","0.0209248432579516","0.0160257409959396","0.0258239455199637"
"Very rare","2010","35-65 y.","college entrance qualification","46","0.020049587726158","0.0146966156353672","0.0254025598169488"
"Very rare","2010","35-65 y.","Other degree","14","","",""
"Very rare","2010","35-65 y.","no degree/no degree yet","4","","",""
"Very rare","2010","66 and older","lower secondary degree","101","0.0458177128615556","0.0373113696985334","0.0543240560245777"
"Very rare","2010","66 and older","secondary school degree","29","","",""
"Very rare","2010","66 and older","college entrance qualification","20","","",""
"Very rare","2010","66 and older","Other degree","13","","",""
"Very rare","2010","66 and older","no degree/no degree yet","4","","",""
"Rarely","2010","16-34 y.","lower secondary degree","37","0.0973689438133047","0.0707923384117047","0.123945549214905"
"Rarely","2010","16-34 y.","secondary school degree","49","0.0523791157339646","0.0387467633550358","0.0660114681128935"
"Rarely","2010","16-34 y.","college entrance qualification","77","0.0594535549653429","0.0465543184171435","0.0723527915135423"
"Rarely","2010","16-34 y.","Other degree","6","","",""
"Rarely","2010","16-34 y.","no degree/no degree yet","14","","",""
"Rarely","2010","35-65 y.","lower secondary degree","286","0.118660743596337","0.106143342437397","0.131178144755277"
"Rarely","2010","35-65 y.","secondary school degree","285","0.101688602669776","0.0913436864593367","0.112033518880216"
"Rarely","2010","35-65 y.","college entrance qualification","193","0.0869053758750979","0.0761476265609502","0.0976631251892456"
"Rarely","2010","35-65 y.","Other degree","66","0.15560879788239","0.123079265132602","0.188138330632179"
"Rarely","2010","35-65 y.","no degree/no degree yet","10","","",""
"Rarely","2010","66 and older","lower secondary degree","315","0.145483296756178","0.131139062605348","0.159827530907009"
"Rarely","2010","66 and older","secondary school degree","78","0.130913911737863","0.106627503775288","0.155200319700437"
"Rarely","2010","66 and older","college entrance qualification","54","0.0908751082878666","0.0701797365318688","0.111570480043864"
"Rarely","2010","66 and older","Other degree","23","","",""
"Rarely","2010","66 and older","no degree/no degree yet","9","","",""
"Sometimes","2010","16-34 y.","lower secondary degree","152","0.361002828312324","0.317946309562039","0.40405934706261"
"Sometimes","2010","16-34 y.","secondary school degree","274","0.310782649663817","0.282463455308093","0.33910184401954"
"Sometimes","2010","16-34 y.","college entrance qualification","311","0.293693225661849","0.268848819514456","0.318537631809241"
"Sometimes","2010","16-34 y.","Other degree","16","","",""
"Sometimes","2010","16-34 y.","no degree/no degree yet","63","0.212210825102205","0.164907037710687","0.259514612493723"
"Sometimes","2010","35-65 y.","lower secondary degree","974","0.383488301701233","0.364667600423035","0.40230900297943"
"Sometimes","2010","35-65 y.","secondary school degree","1138","0.356024150661257","0.339635171520087","0.372413129802428"
"Sometimes","2010","35-65 y.","college entrance qualification","898","0.379874852932049","0.361339530308682","0.398410175555415"
"Sometimes","2010","35-65 y.","Other degree","184","0.365156459447925","0.321948699863753","0.408364219032097"
"Sometimes","2010","35-65 y.","no degree/no degree yet","30","0.48737710144664","0.37573338378018","0.5990208191131"
"Sometimes","2010","66 and older","lower secondary degree","962","0.410220347346704","0.390209567570209","0.430231127123199"
"Sometimes","2010","66 and older","secondary school degree","283","0.354783387509631","0.320334643251076","0.389232131768185"
"Sometimes","2010","66 and older","college entrance qualification","242","0.325005667749722","0.291282022088634","0.35872931341081"
"Sometimes","2010","66 and older","Other degree","67","0.417010979222702","0.342673356004476","0.491348602440927"
"Sometimes","2010","66 and older","no degree/no degree yet","29","","",""
"Often","2010","16-34 y.","lower secondary degree","213","0.418231791908711","0.37401190206558","0.462451681751843"
"Often","2010","16-34 y.","secondary school degree","564","0.506453057948492","0.47586103177164","0.537045084125344"
"Often","2010","16-34 y.","college entrance qualification","692","0.503329988960854","0.476056208372283","0.530603769549426"
"Often","2010","16-34 y.","Other degree","36","0.52885164564834","0.415881619665498","0.641821671631183"
"Often","2010","16-34 y.","no degree/no degree yet","161","0.550411938469268","0.492860199535468","0.607963677403068"
"Often","2010","35-65 y.","lower secondary degree","1057","0.398140187618363","0.379192563454188","0.417087811782538"
"Often","2010","35-65 y.","secondary school degree","1586","0.456673590198906","0.439624125860683","0.473723054537129"
"Often","2010","35-65 y.","college entrance qualification","1322","0.443856155352074","0.42488233009111","0.462829980613037"
"Often","2010","35-65 y.","Other degree","189","0.368560091831359","0.325267950403038","0.411852233259679"
"Often","2010","35-65 y.","no degree/no degree yet","22","","",""
"Often","2010","66 and older","lower secondary degree","838","0.353681753637599","0.33423083770636","0.373132669568838"
"Often","2010","66 and older","secondary school degree","312","0.401001622932162","0.365713799230633","0.436289446633691"
"Often","2010","66 and older","college entrance qualification","380","0.491614681982301","0.455619206960508","0.527610157004093"
"Often","2010","66 and older","Other degree","59","0.309305900537505","0.23962051387487","0.37899128720014"
"Often","2010","66 and older","no degree/no degree yet","10","","",""
"Very often","2010","16-34 y.","lower secondary degree","71","0.116600129891257","0.0878286417519638","0.14537161803055"
"Very often","2010","16-34 y.","secondary school degree","128","0.113396897993301","0.0939952053156007","0.132798590671002"
"Very often","2010","16-34 y.","college entrance qualification","200","0.132167192852178","0.113693027142148","0.150641358562208"
"Very often","2010","16-34 y.","Other degree","16","","",""
"Very often","2010","16-34 y.","no degree/no degree yet","44","0.178873987150416","0.134535012905148","0.223212961395684"
"Very often","2010","35-65 y.","lower secondary degree","167","0.0652845637730188","0.0557228873797352","0.0748462401663024"
"Very often","2010","35-65 y.","secondary school degree","207","0.0646888132121088","0.0562696284793331","0.0731079979448845"
"Very often","2010","35-65 y.","college entrance qualification","175","0.0693140281146218","0.0596144608588686","0.079013595370375"
"Very often","2010","35-65 y.","Other degree","24","","",""
"Very often","2010","35-65 y.","no degree/no degree yet","11","","",""
"Very often","2010","66 and older","lower secondary degree","105","0.0447968893979629","0.0363813430903249","0.0532124357056009"
"Very often","2010","66 and older","secondary school degree","39","0.0711401660694188","0.0526316535924176","0.08964867854642"
"Very often","2010","66 and older","college entrance qualification","45","0.0627412094078956","0.0452811711412529","0.0802012476745384"
"Very often","2010","66 and older","Other degree","7","","",""
"Very often","2010","66 and older","no degree/no degree yet","1","","",""
"Very rare","2011","16-34 y.","lower secondary degree","7","","",""
"Very rare","2011","16-34 y.","secondary school degree","10","","",""
"Very rare","2011","16-34 y.","college entrance qualification","13","","",""
"Very rare","2011","16-34 y.","Other degree","3","","",""
"Very rare","2011","16-34 y.","no degree/no degree yet","3","","",""
"Very rare","2011","35-65 y.","lower secondary degree","85","0.0266788301020798","0.021090370568568","0.0322672896355915"
"Very rare","2011","35-65 y.","secondary school degree","91","0.0294707154429887","0.0242550367877758","0.0346863940982017"
"Very rare","2011","35-65 y.","college entrance qualification","45","0.0195745090961259","0.0147049407374352","0.0244440774548166"
"Very rare","2011","35-65 y.","Other degree","27","","",""
"Very rare","2011","35-65 y.","no degree/no degree yet","10","","",""
"Very rare","2011","66 and older","lower secondary degree","134","0.0517779157958907","0.0436994947453495","0.059856336846432"
"Very rare","2011","66 and older","secondary school degree","36","0.0505721367738768","0.0366382291574881","0.0645060443902655"
"Very rare","2011","66 and older","college entrance qualification","19","","",""
"Very rare","2011","66 and older","Other degree","13","","",""
"Very rare","2011","66 and older","no degree/no degree yet","3","","",""
"Rarely","2011","16-34 y.","lower secondary degree","46","0.0880410477846052","0.0651963931231437","0.110885702446067"
"Rarely","2011","16-34 y.","secondary school degree","71","0.0637408265046695","0.0497549021994582","0.0777267508098808"
"Rarely","2011","16-34 y.","college entrance qualification","67","0.0383982969861522","0.0290469050485985","0.0477496889237058"
"Rarely","2011","16-34 y.","Other degree","5","","",""
"Rarely","2011","16-34 y.","no degree/no degree yet","12","","",""
