"plh0186","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","in school","Female","104","0.524757905998524","0.451803960557602","0.597711851439446","4"
"Often","2007","higher education","Male","1192","0.4474668018243","0.427623266993648","0.467310336654952","4"
"Often","2007","vocational + Abi","Female","357","0.504349993707998","0.467416930496166","0.541283056919831","4"
"Often","2007","higher vocational","Male","414","0.468526785180419","0.435907371680475","0.501146198680363","4"
"Often","2007","in school","Male","94","0.566181948824707","0.489628110256635","0.642735787392779","4"
"Often","2007","higher vocational","Female","318","0.478503434187533","0.439741449327254","0.517265419047812","4"
"Often","2007","middle vocational","Male","2110","0.417666164519128","0.40386316351078","0.431469165527477","4"
"Often","2007","middle vocational","Female","2499","0.41915159475225","0.40603607860057","0.432267110903931","4"
"Often","2007","vocational + Abi","Male","228","0.49302406548792","0.44772879098206","0.538319339993781","4"
"Often","2007","higher education","Female","991","0.485137013207033","0.463134397837053","0.507139628577013","4"
"Often","2007","inadequately","Male","25","","","","4"
"Often","2007","inadequately","Female","39","0.252772826916688","0.180262465649717","0.32528318818366","4"
"Often","2007","general elemantary","Male","273","0.392600907596574","0.356164440187129","0.429037375006018","4"
"Often","2007","general elemantary","Female","501","0.326901225183092","0.303365992390911","0.350436457975274","4"
"Rarely","2007","vocational + Abi","Female","68","0.0975122374703304","0.075598725612517","0.119425749328144","2"
"Rarely","2007","general elemantary","Male","61","0.103349995910249","0.0806361719810087","0.12606381983949","2"
"Rarely","2007","inadequately","Male","13","","","","2"
"Rarely","2007","vocational + Abi","Male","28","","","","2"
"Rarely","2007","middle vocational","Male","498","0.112019062562981","0.103191909677289","0.120846215448672","2"
"Rarely","2007","in school","Male","8","","","","2"
"Rarely","2007","middle vocational","Female","526","0.108933764922908","0.100652347511414","0.117215182334402","2"
"Rarely","2007","higher vocational","Male","70","0.075544786893039","0.058269970772654","0.0928196030134239","2"
"Rarely","2007","in school","Female","4","","","","2"
"Rarely","2007","inadequately","Female","25","","","","2"
"Rarely","2007","general elemantary","Female","251","0.171326662729538","0.152421736601956","0.190231588857121","2"
"Rarely","2007","higher vocational","Female","46","0.0911201422903631","0.0687896557473695","0.113450628833357","2"
"Rarely","2007","higher education","Male","175","0.0894201377987477","0.0780324349156476","0.100807840681848","2"
"Rarely","2007","higher education","Female","138","0.0789335256314979","0.0670629301933864","0.0908041210696094","2"
"Sometimes","2007","middle vocational","Male","1815","0.369518508744151","0.356009386569165","0.383027630919137","3"
"Sometimes","2007","middle vocational","Female","1790","0.344329015617883","0.331699164892481","0.356958866343285","3"
"Sometimes","2007","in school","Male","38","0.277805886263029","0.208617556455963","0.346994216070094","3"
"Sometimes","2007","in school","Female","39","0.265422190309973","0.200916302739509","0.329928077880438","3"
"Sometimes","2007","inadequately","Male","31","0.368241611147282","0.261882062636081","0.474601159658482","3"
"Sometimes","2007","inadequately","Female","57","0.406604109536359","0.32465076218811","0.488557456884609","3"
"Sometimes","2007","general elemantary","Male","273","0.397525790764283","0.361010443859934","0.434041137668632","3"
"Sometimes","2007","general elemantary","Female","598","0.385253623786539","0.36083663076205","0.409670616811029","3"
"Sometimes","2007","vocational + Abi","Male","165","0.340699633553595","0.297760561350586","0.383638705756603","3"
"Sometimes","2007","vocational + Abi","Female","183","0.250331291112669","0.21833099308829","0.282331589137047","3"
"Sometimes","2007","higher vocational","Male","330","0.357483137400663","0.326154731964576","0.388811542836751","3"
"Sometimes","2007","higher vocational","Female","209","0.330809842607047","0.294300691479497","0.367318993734597","3"
"Sometimes","2007","higher education","Male","841","0.358897449204286","0.339754520690286","0.378040377718287","3"
"Sometimes","2007","higher education","Female","631","0.319300108761368","0.298775558960697","0.339824658562039","3"
"Very often","2007","middle vocational","Male","350","0.0721384422886617","0.0648974542299525","0.0793794303473709","5"
"Very often","2007","in school","Male","21","","","","5"
"Very often","2007","higher vocational","Male","57","0.0621314181660751","0.0463518587808575","0.0779109775512927","5"
"Very often","2007","middle vocational","Female","478","0.0983324529807797","0.0904176505140255","0.106247255447534","5"
"Very often","2007","higher vocational","Female","51","0.0678134992765307","0.0483039500956876","0.0873230484573739","5"
"Very often","2007","vocational + Abi","Female","80","0.116213388008523","0.0925398290770066","0.139886946940039","5"
"Very often","2007","vocational + Abi","Male","35","0.0618489676655583","0.0400252983454615","0.0836726369856551","5"
"Very often","2007","higher education","Male","166","0.0770763621297615","0.0664324096202858","0.0877203146392372","5"
"Very often","2007","higher education","Female","186","0.0925354858675036","0.0797779955803142","0.105292976154693","5"
"Very often","2007","in school","Female","33","0.161196134198156","0.107478192773372","0.214914075622941","5"
"Very often","2007","inadequately","Male","6","","","","5"
"Very often","2007","inadequately","Female","10","","","","5"
"Very often","2007","general elemantary","Male","57","0.06520172358389","0.0467807730946018","0.0836226740731783","5"
"Very often","2007","general elemantary","Female","114","0.0764322288750776","0.0631018199802622","0.089762637769893","5"
"Very rare","2007","in school","Male","","","","","1"
"Very rare","2007","in school","Female","","","","","1"
"Very rare","2007","inadequately","Male","4","","","","1"
"Very rare","2007","inadequately","Female","7","","","","1"
"Very rare","2007","general elemantary","Male","26","","","","1"
"Very rare","2007","general elemantary","Female","62","0.0400862594257521","0.0302442291926453","0.0499282896588588","1"
"Very rare","2007","middle vocational","Male","131","0.0286578218850781","0.0239882122815868","0.0333274314885694","1"
"Very rare","2007","middle vocational","Female","144","0.0292531717261787","0.0247738949864762","0.0337324484658812","1"
"Very rare","2007","vocational + Abi","Male","12","","","","1"
"Very rare","2007","vocational + Abi","Female","16","","","","1"
"Very rare","2007","higher vocational","Male","28","","","","1"
"Very rare","2007","higher vocational","Female","14","","","","1"
"Very rare","2007","higher education","Male","38","0.0271392490429044","0.0206546415505247","0.033623856535284","1"
"Very rare","2007","higher education","Female","36","0.0240938665325979","0.0173430929873338","0.0308446400778619","1"
"Often","2008","in school","Male","93","0.504164739176072","0.429006158793579","0.579323319558564","4"
"Often","2008","in school","Female","97","0.538448913841758","0.466022907504374","0.610874920179142","4"
"Often","2008","middle vocational","Male","2010","0.422144172986069","0.407880667543619","0.436407678428519","4"
"Often","2008","middle vocational","Female","2311","0.4168538743515","0.40336995327303","0.43033779542997","4"
"Often","2008","vocational + Abi","Male","222","0.508562419094007","0.461850461588937","0.555274376599078","4"
"Often","2008","vocational + Abi","Female","336","0.516789294940561","0.478607163162362","0.55497142671876","4"
"Often","2008","higher vocational","Male","376","0.43472783611626","0.401003254589811","0.468452417642708","4"
