"plh0186","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Couple + C. LE 16 ","vocational + Abi","189","0.54694194672237","0.495159632253723","0.598724261191017","4"
"Often","2007","Couple + C. GT 16 ","vocational + Abi","73","0.559297603815339","0.477925741128126","0.640669466502551","4"
"Often","2007","Couple + C. LE 16 ","middle vocational","932","0.523809735084464","0.500172696293871","0.547446773875057","4"
"Often","2007","Couple + C. GT 16 ","inadequately","15","","","","4"
"Often","2007","Couple + C. GT 16 ","middle vocational","820","0.420284528317313","0.397328023979585","0.443241032655041","4"
"Often","2007","Couple + C. LE 16 ","higher vocational","207","0.596773858806404","0.546171154685704","0.647376562927105","4"
"Often","2007","Couple + C. GT 16 ","general elemantary","158","0.41678326085342","0.368527848736867","0.465038672969972","4"
"Often","2007","Couple + C. LE 16 ","higher education","473","0.541978095074633","0.508908883557684","0.575047306591582","4"
"Often","2007","Couple + C. GT 16 ","in school","97","0.617470391179809","0.541928104712343","0.693012677647276","4"
"Often","2007","Single parent ","in school","25","","","","4"
"Often","2007","Single parent ","inadequately","2","","","","4"
"Often","2007","Single parent ","general elemantary","63","0.295518878517929","0.230979501137581","0.360058255898276","4"
"Often","2007","Single parent ","middle vocational","229","0.438278338445932","0.396697808798214","0.47985886809365","4"
"Often","2007","Single parent ","vocational + Abi","17","","","","4"
"Often","2007","Single parent ","higher vocational","15","","","","4"
"Often","2007","Single parent ","higher education","62","0.314065457475943","0.24052034795497","0.387610566996917","4"
"Often","2007","Couple + C. LE 16 ","in school","","","","","4"
"Often","2007","Couple + C. LE 16 ","inadequately","9","","","","4"
"Often","2007","Couple + C. LE 16 ","general elemantary","95","0.386504626623358","0.325279745768751","0.447729507477965","4"
"Often","2007","Couple + C. GT 16 ","higher vocational","110","0.502113982513426","0.434001134335386","0.570226830691467","4"
"Often","2007","Couple + C. GT 16 ","higher education","307","0.440785597856973","0.403050964005293","0.478520231708653","4"
"Often","2007","Couple + C. LE and GT 16","in school","70","0.526152858126555","0.436061696435743","0.616244019817367","4"
"Often","2007","Couple + C. LE and GT 16","inadequately","11","","","","4"
"Often","2007","Couple + C. LE and GT 16","general elemantary","85","0.50725040786648","0.435012772931835","0.579488042801125","4"
"Often","2007","Couple + C. LE and GT 16","middle vocational","267","0.486138088470124","0.444367577799929","0.52790859914032","4"
"Often","2007","Couple + C. LE and GT 16","vocational + Abi","39","0.50691844926355","0.390627118038981","0.623209780488119","4"
"Often","2007","Couple + C. LE and GT 16","higher vocational","43","0.418661850249267","0.325185379198718","0.512138321299816","4"
"Often","2007","Couple + C. LE and GT 16","higher education","108","0.400804000829649","0.336339283858117","0.465268717801182","4"
"Often","2007","1-pers.-HH","in school","","","","","4"
"Often","2007","1-pers.-HH","inadequately","6","","","","4"
"Often","2007","1-pers.-HH","general elemantary","93","0.240198007067449","0.199630510740727","0.280765503394171","4"
"Often","2007","1-pers.-HH","middle vocational","519","0.306810772730586","0.284558861253578","0.329062684207593","4"
"Often","2007","1-pers.-HH","vocational + Abi","73","0.357033201602469","0.287232887101804","0.426833516103133","4"
"Often","2007","1-pers.-HH","higher vocational","87","0.408233134171999","0.341597828258488","0.474868440085509","4"
"Often","2007","1-pers.-HH","higher education","261","0.390272397584278","0.352089738767706","0.428455056400849","4"
"Often","2007","(Married) couple without C. ","in school","1","","","","4"
"Often","2007","(Married) couple without C. ","inadequately","15","","","","4"
"Often","2007","(Married) couple without C. ","general elemantary","259","0.372214497756428","0.335801533050707","0.40862746246215","4"
"Often","2007","(Married) couple without C. ","middle vocational","1754","0.439789867235094","0.42414748306643","0.455432251403757","4"
"Often","2007","(Married) couple without C. ","vocational + Abi","184","0.53942628893683","0.487503012811775","0.591349565061884","4"
"Often","2007","(Married) couple without C. ","higher vocational","258","0.460304866006454","0.419671649149074","0.500938082863835","4"
"Often","2007","(Married) couple without C. ","higher education","942","0.489211218457155","0.466092497461772","0.512329939452538","4"
"Rarely","2007","1-pers.-HH","middle vocational","293","0.177253147390536","0.158826929116544","0.195679365664528","2"
"Rarely","2007","Single parent ","vocational + Abi","9","","","","2"
"Rarely","2007","Single parent ","higher vocational","5","","","","2"
"Rarely","2007","Single parent ","higher education","18","","","","2"
"Rarely","2007","(Married) couple without C. ","general elemantary","85","0.131097703919172","0.105674120028033","0.15652128781031","2"
"Rarely","2007","(Married) couple without C. ","middle vocational","339","0.0917687186610118","0.0826706246493614","0.100866812672662","2"
"Rarely","2007","(Married) couple without C. ","vocational + Abi","26","","","","2"
"Rarely","2007","1-pers.-HH","in school","","","","","2"
"Rarely","2007","1-pers.-HH","inadequately","4","","","","2"
"Rarely","2007","1-pers.-HH","general elemantary","111","0.233964072680966","0.193762555156132","0.2741655902058","2"
"Rarely","2007","Single parent ","general elemantary","33","0.208994078177513","0.151482625918838","0.266505530436188","2"
"Rarely","2007","Single parent ","middle vocational","86","0.148996691652814","0.119156035750818","0.17883734755481","2"
"Rarely","2007","Couple + C. LE 16 ","middle vocational","84","0.0433754535916791","0.0337347483735583","0.0530161588097999","2"
"Rarely","2007","Couple + C. LE 16 ","vocational + Abi","16","","","","2"
"Rarely","2007","Couple + C. LE 16 ","higher vocational","22","","","","2"
"Rarely","2007","Couple + C. LE 16 ","higher education","33","0.0449535248538054","0.0312009512800504","0.0587060984275604","2"
"Rarely","2007","1-pers.-HH","vocational + Abi","26","","","","2"
"Rarely","2007","1-pers.-HH","higher vocational","28","","","","2"
"Rarely","2007","1-pers.-HH","higher education","77","0.131141517214912","0.104719927443876","0.157563106985948","2"
"Rarely","2007","(Married) couple without C. ","in school","","","","","2"
"Rarely","2007","(Married) couple without C. ","inadequately","14","","","","2"
"Rarely","2007","(Married) couple without C. ","higher vocational","35","0.0644384088157276","0.0444216955695807","0.0844551220618746","2"
"Rarely","2007","(Married) couple without C. ","higher education","111","0.0711942016607678","0.0593015226825709","0.0830868806389647","2"
"Rarely","2007","Single parent ","in school","3","","","","2"
"Rarely","2007","Single parent ","inadequately","9","","","","2"
"Rarely","2007","Couple + C. LE 16 ","in school","","","","","2"
"Rarely","2007","Couple + C. LE 16 ","inadequately","1","","","","2"
"Rarely","2007","Couple + C. LE 16 ","general elemantary","20","","","","2"
"Rarely","2007","Couple + C. GT 16 ","in school","4","","","","2"
"Rarely","2007","Couple + C. GT 16 ","inadequately","6","","","","2"
"Rarely","2007","Couple + C. GT 16 ","general elemantary","28","","","","2"
"Rarely","2007","Couple + C. GT 16 ","middle vocational","157","0.106390338482848","0.0920502565263941","0.120730420439301","2"
"Rarely","2007","Couple + C. GT 16 ","vocational + Abi","12","","","","2"
"Rarely","2007","Couple + C. GT 16 ","higher vocational","11","","","","2"
