"plh0186","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Often","2007","Full Time","Rural Area","1286","0.456620184431326","0.437754519869333","0.47548584899332"
"Often","2007","Full Time","Urban Area","2505","0.46975455550119","0.456172548804726","0.483336562197654"
"Often","2007","Not Working","Rural Area","1082","0.370828249477408","0.352765253956951","0.388891244997864"
"Often","2007","Not Working","Urban Area","2084","0.368455034937799","0.355376539818477","0.381533530057122"
"Often","2007","Part Time","Rural Area","766","0.479597597689441","0.45458108007648","0.504614115302402"
"Often","2007","Part Time","Urban Area","1566","0.450864878406277","0.433581669674628","0.468148087137925"
"Rarely","2007","Full Time","Rural Area","208","0.0774467760641905","0.0673230545027381","0.0875704976256429"
"Rarely","2007","Full Time","Urban Area","377","0.0843747672139792","0.0768107042191357","0.0919388302088227"
"Rarely","2007","Not Working","Rural Area","358","0.141038847357201","0.128022926543816","0.154054768170585"
"Rarely","2007","Not Working","Urban Area","637","0.139801760704353","0.130399788054456","0.14920373335425"
"Rarely","2007","Part Time","Rural Area","118","0.0923213395988767","0.07782575216696","0.106816927030793"
"Rarely","2007","Part Time","Urban Area","235","0.0896362711766622","0.0797140038102991","0.0995585385430253"
"Sometimes","2007","Full Time","Rural Area","927","0.353429680091602","0.335324527228445","0.371534832954759"
"Sometimes","2007","Full Time","Urban Area","1745","0.335298581988914","0.32245106714815","0.348146096829678"
"Sometimes","2007","Not Working","Rural Area","1031","0.394802475409333","0.376523271972442","0.413081678846225"
"Sometimes","2007","Not Working","Urban Area","1905","0.374768398579237","0.361644425521771","0.387892371636703"
"Sometimes","2007","Part Time","Rural Area","488","0.326938624773164","0.303448833463836","0.350428416082492"
"Sometimes","2007","Part Time","Urban Area","1021","0.31771528293638","0.301543293976747","0.333887271896012"
"Very often","2007","Full Time","Rural Area","214","0.0899073241920632","0.0790734659029902","0.100741182481136"
"Very often","2007","Full Time","Urban Area","472","0.0878354200025509","0.0801323931765081","0.0955384468285936"
"Very often","2007","Not Working","Rural Area","190","0.0604277078059019","0.0515172109335158","0.069338204678288"
"Very often","2007","Not Working","Urban Area","369","0.0665507625888363","0.0597932749629999","0.0733082502146728"
"Very often","2007","Part Time","Rural Area","136","0.0903750864329525","0.0760177378580417","0.104732435007863"
"Very often","2007","Part Time","Urban Area","305","0.120556406751825","0.109246456262462","0.131866357241187"
"Very rare","2007","Full Time","Rural Area","43","0.0225960352208185","0.0169674924010956","0.0282245780405413"
"Very rare","2007","Full Time","Urban Area","88","0.0227366752933658","0.0186801027472495","0.0267932478394821"
"Very rare","2007","Not Working","Rural Area","86","0.0329027199501564","0.0262320455537962","0.0395733943465166"
"Very rare","2007","Not Working","Urban Area","231","0.0504240431897743","0.0444914157482866","0.056356670631262"
"Very rare","2007","Part Time","Rural Area","24","","",""
"Very rare","2007","Part Time","Urban Area","57","0.0212271607288569","0.0162204964561434","0.0262338250015703"
"Often","2008","Full Time","Rural Area","1273","0.476033621326196","0.456626547346965","0.495440695305428"
"Often","2008","Full Time","Urban Area","2384","0.452788296891777","0.438914663053011","0.466661930730543"
"Often","2008","Not Working","Rural Area","1014","0.379523351463826","0.360772967306848","0.398273735620804"
"Often","2008","Not Working","Urban Area","2005","0.385650121627619","0.371992115393537","0.399308127861702"
"Often","2008","Part Time","Rural Area","668","0.444191181778848","0.418447185924042","0.469935177633654"
"Often","2008","Part Time","Urban Area","1465","0.460983101914113","0.443091963952457","0.478874239875768"
"Rarely","2008","Full Time","Rural Area","189","0.0766465605212816","0.0663089573101669","0.0869841637323964"
"Rarely","2008","Full Time","Urban Area","355","0.0854897255315931","0.0776965187640651","0.0932829322991211"
"Rarely","2008","Not Working","Rural Area","310","0.131665348025302","0.118600405310346","0.144730290740258"
"Rarely","2008","Not Working","Urban Area","533","0.128000803395645","0.118626325872519","0.13737528091877"
"Rarely","2008","Part Time","Rural Area","126","0.10093910708502","0.085330916583632","0.116547297586409"
"Rarely","2008","Part Time","Urban Area","258","0.0980621461980165","0.0873879968327107","0.108736295563322"
"Sometimes","2008","Full Time","Rural Area","849","0.342030922269587","0.323596693825439","0.360465150713735"
"Sometimes","2008","Full Time","Urban Area","1699","0.362687036792504","0.349286958499813","0.376087115085194"
"Sometimes","2008","Not Working","Rural Area","982","0.380257189168646","0.361499788145664","0.399014590191629"
"Sometimes","2008","Not Working","Urban Area","1786","0.366444721700448","0.35292464442299","0.379964798977906"
"Sometimes","2008","Part Time","Rural Area","483","0.35880708312621","0.333955552863527","0.383658613388893"
"Sometimes","2008","Part Time","Urban Area","928","0.318804447116041","0.302078436852856","0.335530457379227"
"Very often","2008","Full Time","Rural Area","195","0.0858418448018451","0.0749563110759243","0.0967273785277658"
"Very often","2008","Full Time","Urban Area","430","0.0777788649943485","0.0703141491692273","0.0852435808194697"
"Very often","2008","Not Working","Rural Area","180","0.0730816825010552","0.063025035670339","0.0831383293317715"
"Very often","2008","Not Working","Urban Area","353","0.0695169122764123","0.0623804633692639","0.0766533611835606"
"Very often","2008","Part Time","Rural Area","123","0.0693246124389429","0.0561641510999688","0.082485073777917"
"Very often","2008","Part Time","Urban Area","276","0.0963024700815798","0.0857142116594119","0.106890728503748"
"Very rare","2008","Full Time","Rural Area","38","0.0194470510810905","0.0140810353679492","0.0248130667942317"
"Very rare","2008","Full Time","Urban Area","77","0.0212560757897778","0.0172359371778612","0.0252762144016944"
"Very rare","2008","Not Working","Rural Area","87","0.0354724288411702","0.0283253103172435","0.042619547365097"
"Very rare","2008","Not Working","Urban Area","202","0.0503874409998756","0.0442495798712957","0.0565253021284555"
"Very rare","2008","Part Time","Rural Area","31","0.0267380155709786","0.0183799121600512","0.0350961189819061"
