"plh0186","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","16-34 y.","in school","","","",""
"Very rare","2007","16-34 y.","inadequately","1","","",""
"Very rare","2007","16-34 y.","general elemantary","7","","",""
"Very rare","2007","16-34 y.","middle vocational","20","","",""
"Very rare","2007","16-34 y.","vocational + Abi","8","","",""
"Very rare","2007","16-34 y.","higher vocational","3","","",""
"Very rare","2007","16-34 y.","higher education","5","","",""
"Very rare","2007","35-65 y.","in school","","","",""
"Very rare","2007","35-65 y.","inadequately","8","","",""
"Very rare","2007","35-65 y.","general elemantary","39","0.0524805638208262","0.0364893621684897","0.0684717654731626"
"Very rare","2007","35-65 y.","middle vocational","151","0.0303758108985386","0.025982511056212","0.0347691107408652"
"Very rare","2007","35-65 y.","vocational + Abi","13","","",""
"Very rare","2007","35-65 y.","higher vocational","28","","",""
"Very rare","2007","35-65 y.","higher education","44","0.0246503502759088","0.0191165416493967","0.0301841589024209"
"Very rare","2007","66 and older","in school","","","",""
"Very rare","2007","66 and older","inadequately","2","","",""
"Very rare","2007","66 and older","general elemantary","42","0.0538776753864968","0.0379923798092995","0.0697629709636942"
"Very rare","2007","66 and older","middle vocational","104","0.0433535124023079","0.0350125102186788","0.0516945145859371"
"Very rare","2007","66 and older","vocational + Abi","7","","",""
"Very rare","2007","66 and older","higher vocational","11","","",""
"Very rare","2007","66 and older","higher education","25","","",""
"Rarely","2007","16-34 y.","in school","12","","",""
"Rarely","2007","16-34 y.","inadequately","4","","",""
"Rarely","2007","16-34 y.","general elemantary","45","0.0767545553347926","0.0569350805976091","0.096574030071976"
"Rarely","2007","16-34 y.","middle vocational","131","0.0679211424988794","0.057380816822641","0.0784614681751179"
"Rarely","2007","16-34 y.","vocational + Abi","24","","",""
"Rarely","2007","16-34 y.","higher vocational","6","","",""
"Rarely","2007","16-34 y.","higher education","18","","",""
"Rarely","2007","35-65 y.","in school","","","",""
"Rarely","2007","35-65 y.","inadequately","23","","",""
"Rarely","2007","35-65 y.","general elemantary","102","0.14150961435457","0.116514882514272","0.166504346194868"
"Rarely","2007","35-65 y.","middle vocational","587","0.109594151670861","0.101597413519245","0.117590889822478"
