"plh0186","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","2007","1-pers.-HH","(1a) inadequately completed","8","","",""
"Rarely","2007","1-pers.-HH","(1b) general elementary school","105","0.250424530308895","0.206977256962288","0.293871803655502"
"Rarely","2007","1-pers.-HH","(1c) basic vocational qualification","195","0.207213638182948","0.181108268309177","0.233319008056718"
"Rarely","2007","1-pers.-HH","(2b) intermediate general qualification","6","","",""
"Rarely","2007","1-pers.-HH","(2a) intermediate vocational","110","0.154194213425028","0.127306687776299","0.181081739073757"
"Rarely","2007","1-pers.-HH","(2c_gen) general maturity certificate","5","","",""
"Rarely","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","33","0.138851777225706","0.0953747710987081","0.182328783352703"
"Rarely","2007","1-pers.-HH","(3a) lower tertiary education","36","0.136221362150565","0.0939533650041219","0.178489359297008"
"Rarely","2007","1-pers.-HH","(3b) higher tertiary education","41","0.127759139959393","0.0939272317872794","0.161591048131506"
"Rarely","2007","(Married) couple without C. ","(0) in school","","","",""
"Rarely","2007","(Married) couple without C. ","(1a) inadequately completed","17","","",""
"Rarely","2007","(Married) couple without C. ","(1b) general elementary school","78","0.143695285612857","0.115318417097388","0.172072154128326"
"Rarely","2007","(Married) couple without C. ","(1c) basic vocational qualification","242","0.0959708746877734","0.0846072985406965","0.10733445083485"
"Rarely","2007","(Married) couple without C. ","(2b) intermediate general qualification","7","","",""
"Rarely","2007","(Married) couple without C. ","(2a) intermediate vocational","111","0.0706394452150065","0.0578674395087665","0.0834114509212464"
"Rarely","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"Rarely","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","35","0.0610782882959343","0.0397437361845175","0.0824128404073512"
"Rarely","2007","(Married) couple without C. ","(3a) lower tertiary education","48","0.0874829081256613","0.0673023714041224","0.1076634448472"
"Rarely","2007","(Married) couple without C. ","(3b) higher tertiary education","63","0.0595024697344684","0.0451458478427937","0.0738590916261432"
"Rarely","2007","Single parent ","(0) in school","3","","",""
"Rarely","2007","Single parent ","(1a) inadequately completed","6","","",""
"Rarely","2007","Single parent ","(1b) general elementary school","33","0.287462780577187","0.210834288360207","0.364091272794168"
"Rarely","2007","Single parent ","(1c) basic vocational qualification","43","0.171202886378174","0.120968526611226","0.221437246145123"
"Rarely","2007","Single parent ","(2b) intermediate general qualification","3","","",""
"Rarely","2007","Single parent ","(2a) intermediate vocational","43","0.149633600709805","0.107777034378034","0.191490167041577"
"Rarely","2007","Single parent ","(2c_gen) general maturity certificate","4","","",""
"Rarely","2007","Single parent ","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","2007","Single parent ","(3a) lower tertiary education","9","","",""
"Rarely","2007","Single parent ","(3b) higher tertiary education","9","","",""
"Rarely","2007","Couple + C. LE 16 ","(0) in school","","","",""
"Rarely","2007","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Rarely","2007","Couple + C. LE 16 ","(1b) general elementary school","15","","",""
"Rarely","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","45","0.0490325802996172","0.0333467470244228","0.0647184135748116"
"Rarely","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"Rarely","2007","Couple + C. LE 16 ","(2a) intermediate vocational","50","0.0457253379115288","0.0335995261111238","0.0578511497119338"
"Rarely","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","4","","",""
"Rarely","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","23","","",""
"Rarely","2007","Couple + C. LE 16 ","(3a) lower tertiary education","8","","",""
"Rarely","2007","Couple + C. LE 16 ","(3b) higher tertiary education","25","","",""
"Rarely","2007","Couple + C. GT 16 ","(0) in school","4","","",""
"Rarely","2007","Couple + C. GT 16 ","(1a) inadequately completed","4","","",""
"Rarely","2007","Couple + C. GT 16 ","(1b) general elementary school","25","","",""
"Rarely","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","88","0.145053586294776","0.120589711804471","0.16951746078508"
"Rarely","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","5","","",""
"Rarely","2007","Couple + C. GT 16 ","(2a) intermediate vocational","59","0.0663874804648545","0.0493371591827654","0.0834378017469435"
"Rarely","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","14","","",""
"Rarely","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","14","","",""
"Rarely","2007","Couple + C. GT 16 ","(3a) lower tertiary education","25","","",""
"Rarely","2007","Couple + C. GT 16 ","(3b) higher tertiary education","32","0.111851383797452","0.0819913902887929","0.141711377306111"
"Rarely","2007","Couple + C. LE and GT 16","(0) in school","4","","",""
"Rarely","2007","Couple + C. LE and GT 16","(1a) inadequately completed","3","","",""
"Rarely","2007","Couple + C. LE and GT 16","(1b) general elementary school","9","","",""
"Rarely","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","19","","",""
"Rarely","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","4","","",""
"Rarely","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","21","","",""
"Rarely","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Rarely","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"Rarely","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","9","","",""
"Rarely","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","6","","",""
"Sometimes","2007","1-pers.-HH","(0) in school","","","",""
"Sometimes","2007","1-pers.-HH","(1a) inadequately completed","13","","",""
"Sometimes","2007","1-pers.-HH","(1b) general elementary school","149","0.396397538546293","0.347345463373338","0.445449613719247"
"Sometimes","2007","1-pers.-HH","(1c) basic vocational qualification","386","0.409009440582434","0.377342979171823","0.440675901993045"
"Sometimes","2007","1-pers.-HH","(2b) intermediate general qualification","21","","",""
"Sometimes","2007","1-pers.-HH","(2a) intermediate vocational","251","0.367960524864941","0.332055586096507","0.403865463633375"
"Sometimes","2007","1-pers.-HH","(2c_gen) general maturity certificate","51","0.353791889891242","0.27777914147007","0.429804638312414"
"Sometimes","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","73","0.34023727128564","0.280666971396512","0.399807571174768"
"Sometimes","2007","1-pers.-HH","(3a) lower tertiary education","95","0.383548561191847","0.323631922071126","0.443465200312568"
"Sometimes","2007","1-pers.-HH","(3b) higher tertiary education","131","0.367078464252497","0.318228226747187","0.415928701757808"
"Sometimes","2007","(Married) couple without C. ","(0) in school","","","",""
"Sometimes","2007","(Married) couple without C. ","(1a) inadequately completed","37","0.481466731160806","0.372654670225281","0.590278792096332"
"Sometimes","2007","(Married) couple without C. ","(1b) general elementary school","233","0.384986797090499","0.345623254380883","0.424350339800115"
"Sometimes","2007","(Married) couple without C. ","(1c) basic vocational qualification","1002","0.388932207086406","0.370124504869973","0.407739909302838"
"Sometimes","2007","(Married) couple without C. ","(2b) intermediate general qualification","30","0.399681566152022","0.299588941801667","0.499774190502377"
"Sometimes","2007","(Married) couple without C. ","(2a) intermediate vocational","499","0.324522613832002","0.301184205397356","0.347861022266649"
"Sometimes","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","30","0.246862969454992","0.174127510762848","0.319598428147136"
"Sometimes","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","139","0.270710876677999","0.231126106203647","0.310295647152352"
"Sometimes","2007","(Married) couple without C. ","(3a) lower tertiary education","230","0.291001090909309","0.258558114187844","0.323444067630774"
"Sometimes","2007","(Married) couple without C. ","(3b) higher tertiary education","336","0.363839439574285","0.334642038589155","0.393036840559415"
"Sometimes","2007","Single parent ","(0) in school","14","","",""
"Sometimes","2007","Single parent ","(1a) inadequately completed","5","","",""
"Sometimes","2007","Single parent ","(1b) general elementary school","55","0.409287076669333","0.326034450138393","0.492539703200273"
"Sometimes","2007","Single parent ","(1c) basic vocational qualification","67","0.289495790158294","0.229013856216101","0.349977724100487"
"Sometimes","2007","Single parent ","(2b) intermediate general qualification","19","","",""
"Sometimes","2007","Single parent ","(2a) intermediate vocational","94","0.336996910483086","0.281532203222161","0.392461617744011"
"Sometimes","2007","Single parent ","(2c_gen) general maturity certificate","22","","",""
"Sometimes","2007","Single parent ","(2c_voc) vocational maturity certificate","22","","",""
"Sometimes","2007","Single parent ","(3a) lower tertiary education","22","","",""
"Sometimes","2007","Single parent ","(3b) higher tertiary education","38","0.508313353681622","0.405028461011456","0.611598246351788"
"Sometimes","2007","Couple + C. LE 16 ","(0) in school","","","",""
"Sometimes","2007","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"Sometimes","2007","Couple + C. LE 16 ","(1b) general elementary school","68","0.415608440866715","0.34381199424972","0.48740488748371"
"Sometimes","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","222","0.319418335567498","0.285549330049847","0.353287341085149"
"Sometimes","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","23","","",""
"Sometimes","2007","Couple + C. LE 16 ","(2a) intermediate vocational","302","0.263739313510702","0.238159409715889","0.289319217305514"
"Sometimes","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","15","","",""
"Sometimes","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","146","0.30210930174106","0.260329646275626","0.343888957206493"
"Sometimes","2007","Couple + C. LE 16 ","(3a) lower tertiary education","72","0.19756140187139","0.15181483035133","0.243307973391451"
"Sometimes","2007","Couple + C. LE 16 ","(3b) higher tertiary education","181","0.308147911364334","0.270603416357168","0.3456924063715"
"Sometimes","2007","Couple + C. GT 16 ","(0) in school","33","0.262238226043571","0.193869796726395","0.330606655360747"
"Sometimes","2007","Couple + C. GT 16 ","(1a) inadequately completed","13","","",""
"Sometimes","2007","Couple + C. GT 16 ","(1b) general elementary school","121","0.413247557746496","0.353045112672917","0.473450002820075"
"Sometimes","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","320","0.401564381281687","0.367509617945892","0.435619144617481"
"Sometimes","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","47","0.296871694355949","0.226733274868865","0.367010113843033"
"Sometimes","2007","Couple + C. GT 16 ","(2a) intermediate vocational","291","0.371898756948546","0.338798350245121","0.40499916365197"
"Sometimes","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","73","0.303969085142508","0.249506057227469","0.358432113057547"
"Sometimes","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","62","0.307981206349879","0.24233761352677","0.373624799172989"
"Sometimes","2007","Couple + C. GT 16 ","(3a) lower tertiary education","95","0.367577430322774","0.306193878128688","0.428960982516859"
"Sometimes","2007","Couple + C. GT 16 ","(3b) higher tertiary education","163","0.372926813076877","0.327112927480221","0.418740698673534"
"Sometimes","2007","Couple + C. LE and GT 16","(0) in school","29","","",""
"Sometimes","2007","Couple + C. LE and GT 16","(1a) inadequately completed","8","","",""
"Sometimes","2007","Couple + C. LE and GT 16","(1b) general elementary school","44","0.392486837061468","0.300817258175025","0.484156415947911"
"Sometimes","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","99","0.376074449163297","0.315542614516078","0.436606283810516"
"Sometimes","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","27","","",""
"Sometimes","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","119","0.369823455158257","0.316427100346943","0.423219809969571"
"Sometimes","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","22","","",""
"Sometimes","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","31","0.31550822470981","0.221059504777641","0.409956944641979"
"Sometimes","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","31","0.282988314190172","0.188334998326957","0.377641630053388"
"Sometimes","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","54","0.520568315427774","0.436296288765039","0.60484034209051"
"Often","2007","1-pers.-HH","(0) in school","","","",""
"Often","2007","1-pers.-HH","(1a) inadequately completed","8","","",""
"Often","2007","1-pers.-HH","(1b) general elementary school","81","0.240892296926061","0.198009849372218","0.283774744479904"
"Often","2007","1-pers.-HH","(1c) basic vocational qualification","242","0.260349473666857","0.232085433930138","0.288613513403576"
"Often","2007","1-pers.-HH","(2b) intermediate general qualification","14","","",""
"Often","2007","1-pers.-HH","(2a) intermediate vocational","252","0.359193632983399","0.323473818245714","0.394913447721084"
"Often","2007","1-pers.-HH","(2c_gen) general maturity certificate","76","0.478488787706227","0.399075348473649","0.557902226938805"
"Often","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","100","0.359994586065385","0.299643545457331","0.420345626673438"
"Often","2007","1-pers.-HH","(3a) lower tertiary education","96","0.37100138115585","0.311476239233235","0.430526523078465"
"Often","2007","1-pers.-HH","(3b) higher tertiary education","165","0.403103861631689","0.353390840821331","0.452816882442046"
"Often","2007","(Married) couple without C. ","(0) in school","1","","",""
"Often","2007","(Married) couple without C. ","(1a) inadequately completed","20","","",""
"Often","2007","(Married) couple without C. ","(1b) general elementary school","223","0.378823895681391","0.339581537837422","0.418066253525361"
"Often","2007","(Married) couple without C. ","(1c) basic vocational qualification","1082","0.4156076727652","0.396594783459093","0.434620562071308"
"Often","2007","(Married) couple without C. ","(2b) intermediate general qualification","38","0.347651722584448","0.250339782711789","0.444963662457108"
"Often","2007","(Married) couple without C. ","(2a) intermediate vocational","766","0.489984219003939","0.465065472055536","0.514902965952343"
"Often","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","79","0.469987055491078","0.385795721018218","0.554178389963939"
"Often","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","245","0.526675103122649","0.482193904745066","0.571156301500233"
"Often","2007","(Married) couple without C. ","(3a) lower tertiary education","405","0.526010091313185","0.490345915775813","0.561674266850556"
"Often","2007","(Married) couple without C. ","(3b) higher tertiary education","537","0.462797668826927","0.432537561611253","0.493057776042602"
"Often","2007","Single parent ","(0) in school","25","","",""
"Often","2007","Single parent ","(1a) inadequately completed","","","",""
"Often","2007","Single parent ","(1b) general elementary school","33","0.194402043893944","0.127397341432174","0.261406746355714"
"Often","2007","Single parent ","(1c) basic vocational qualification","72","0.388135751354028","0.323146643036513","0.453124859671543"
"Often","2007","Single parent ","(2b) intermediate general qualification","32","0.486675609016762","0.365166970837077","0.608184247196447"
"Often","2007","Single parent ","(2a) intermediate vocational","119","0.404312959209991","0.346727359199815","0.461898559220167"
"Often","2007","Single parent ","(2c_gen) general maturity certificate","46","0.622909207270191","0.515352839100779","0.730465575439603"
"Often","2007","Single parent ","(2c_voc) vocational maturity certificate","20","","",""
"Often","2007","Single parent ","(3a) lower tertiary education","25","","",""
"Often","2007","Single parent ","(3b) higher tertiary education","37","0.349067334394475","0.250587009162494","0.447547659626455"
"Often","2007","Couple + C. LE 16 ","(0) in school","","","",""
"Often","2007","Couple + C. LE 16 ","(1a) inadequately completed","10","","",""
"Often","2007","Couple + C. LE 16 ","(1b) general elementary school","71","0.362559272097978","0.292523774943505","0.432594769252451"
"Often","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","375","0.50235154066387","0.466031393247215","0.538671688080526"
"Often","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","24","","",""
"Often","2007","Couple + C. LE 16 ","(2a) intermediate vocational","660","0.566243937126282","0.537475237820071","0.595012636432494"
"Often","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","41","0.541631110736417","0.433122313619321","0.650139907853514"
"Often","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","245","0.548095986363936","0.502812431677887","0.593379541049985"
"Often","2007","Couple + C. LE 16 ","(3a) lower tertiary education","174","0.606474208837084","0.550344296338637","0.662604121335532"
"Often","2007","Couple + C. LE 16 ","(3b) higher tertiary education","299","0.510960320631262","0.470313586042947","0.551607055219576"
"Often","2007","Couple + C. GT 16 ","(0) in school","97","0.617470391179809","0.541928104712343","0.693012677647276"
"Often","2007","Couple + C. GT 16 ","(1a) inadequately completed","7","","",""
"Often","2007","Couple + C. GT 16 ","(1b) general elementary school","82","0.361004603317235","0.302284506358537","0.419724700275933"
"Often","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","330","0.373929956828656","0.340317663205363","0.407542250451949"
"Often","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","85","0.530980471084303","0.454369842427007","0.607591099741599"
"Often","2007","Couple + C. GT 16 ","(2a) intermediate vocational","404","0.480702793940144","0.446484964571766","0.514920623308522"
"Often","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","146","0.447198534852518","0.388326697737305","0.506070371967731"
"Often","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","102","0.558455182349333","0.487847354829923","0.629063009868742"
"Often","2007","Couple + C. GT 16 ","(3a) lower tertiary education","103","0.442814760487172","0.379575793957486","0.506053727016857"
"Often","2007","Couple + C. GT 16 ","(3b) higher tertiary education","204","0.439401592544239","0.392381557370479","0.486421627717999"
"Often","2007","Couple + C. LE and GT 16","(0) in school","70","0.526152858126555","0.436061696435743","0.616244019817367"
"Often","2007","Couple + C. LE and GT 16","(1a) inadequately completed","10","","",""
"Often","2007","Couple + C. LE and GT 16","(1b) general elementary school","47","0.466258822758446","0.372607540498464","0.559910105018428"
"Often","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","109","0.464158099004524","0.401837468380379","0.526478729628669"
"Often","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","39","0.5808056121089","0.471303140561224","0.690308083656576"
"Often","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","150","0.477011106924859","0.421766009276369","0.532256204573349"
"Often","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","37","0.509102592931051","0.388495139730335","0.629710046131767"
"Often","2007","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","47","0.477823028305355","0.376303635259095","0.579342421351615"
"Often","2007","Couple + C. LE and GT 16","(3a) lower tertiary education","41","0.444428283254214","0.340014129342667","0.548842437165761"
"Often","2007","Couple + C. LE and GT 16","(3b) higher tertiary education","67","0.365215031227346","0.2839939351894","0.446436127265293"
"Very often","2007","1-pers.-HH","(0) in school","1","","",""
"Very often","2007","1-pers.-HH","(1a) inadequately completed","2","","",""
"Very often","2007","1-pers.-HH","(1b) general elementary school","17","","",""
"Very often","2007","1-pers.-HH","(1c) basic vocational qualification","39","0.0516047242746087","0.0373558019294591","0.0658536466197582"
"Very often","2007","1-pers.-HH","(2b) intermediate general qualification","7","","",""
"Very often","2007","1-pers.-HH","(2a) intermediate vocational","39","0.0564496615840637","0.0392668320179069","0.0736324911502205"
"Very often","2007","1-pers.-HH","(2c_gen) general maturity certificate","17","","",""
"Very often","2007","1-pers.-HH","(2c_voc) vocational maturity certificate","20","","",""
"Very often","2007","1-pers.-HH","(3a) lower tertiary education","13","","",""
"Very often","2007","1-pers.-HH","(3b) higher tertiary education","19","","",""
"Very often","2007","(Married) couple without C. ","(0) in school","","","",""
"Very often","2007","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Very often","2007","(Married) couple without C. ","(1b) general elementary school","24","","",""
"Very often","2007","(Married) couple without C. ","(1c) basic vocational qualification","188","0.0775332862703874","0.067215808619774","0.0878507639210008"
"Very often","2007","(Married) couple without C. ","(2b) intermediate general qualification","16","","",""
"Very often","2007","(Married) couple without C. ","(2a) intermediate vocational","141","0.0978943214500059","0.083081056020408","0.112707586879604"
"Very often","2007","(Married) couple without C. ","(2c_gen) general maturity certificate","19","","",""
"Very often","2007","(Married) couple without C. ","(2c_voc) vocational maturity certificate","57","0.122386825954106","0.0931894169902055","0.151584234918006"
"Very often","2007","(Married) couple without C. ","(3a) lower tertiary education","64","0.0879872772132908","0.0677542441769313","0.10822031024965"
"Very often","2007","(Married) couple without C. ","(3b) higher tertiary education","92","0.092722802333503","0.0751205108178061","0.1103250938492"
"Very often","2007","Single parent ","(0) in school","10","","",""
"Very often","2007","Single parent ","(1a) inadequately completed","","","",""
"Very often","2007","Single parent ","(1b) general elementary school","9","","",""
"Very often","2007","Single parent ","(1c) basic vocational qualification","11","","",""
"Very often","2007","Single parent ","(2b) intermediate general qualification","9","","",""
"Very often","2007","Single parent ","(2a) intermediate vocational","16","","",""
"Very often","2007","Single parent ","(2c_gen) general maturity certificate","5","","",""
"Very often","2007","Single parent ","(2c_voc) vocational maturity certificate","2","","",""
"Very often","2007","Single parent ","(3a) lower tertiary education","5","","",""
"Very often","2007","Single parent ","(3b) higher tertiary education","2","","",""
"Very often","2007","Couple + C. LE 16 ","(0) in school","","","",""
"Very often","2007","Couple + C. LE 16 ","(1a) inadequately completed","7","","",""
"Very often","2007","Couple + C. LE 16 ","(1b) general elementary school","20","","",""
"Very often","2007","Couple + C. LE 16 ","(1c) basic vocational qualification","74","0.111624529545882","0.0887495612224146","0.13449949786935"
"Very often","2007","Couple + C. LE 16 ","(2b) intermediate general qualification","11","","",""
"Very often","2007","Couple + C. LE 16 ","(2a) intermediate vocational","121","0.114820259494857","0.0963139142400957","0.133326604749619"
"Very often","2007","Couple + C. LE 16 ","(2c_gen) general maturity certificate","20","","",""
"Very often","2007","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","45","0.0902123465678392","0.064145283063122","0.116279410072556"
"Very often","2007","Couple + C. LE 16 ","(3a) lower tertiary education","34","0.113528405596627","0.0770793501976042","0.14997746099565"
"Very often","2007","Couple + C. LE 16 ","(3b) higher tertiary education","70","0.129001412601107","0.101745170187313","0.156257655014902"
"Very often","2007","Couple + C. GT 16 ","(0) in school","25","","",""
"Very often","2007","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Very often","2007","Couple + C. GT 16 ","(1b) general elementary school","21","","",""
"Very often","2007","Couple + C. GT 16 ","(1c) basic vocational qualification","40","0.0609963641680525","0.0443707702578276","0.0776219580782773"
"Very often","2007","Couple + C. GT 16 ","(2b) intermediate general qualification","25","","",""
"Very often","2007","Couple + C. GT 16 ","(2a) intermediate vocational","52","0.0710022267459198","0.0534128900929696","0.0885915633988701"
"Very often","2007","Couple + C. GT 16 ","(2c_gen) general maturity certificate","39","0.170378921157749","0.125862460220716","0.214895382094782"
"Very often","2007","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Very often","2007","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"Very often","2007","Couple + C. GT 16 ","(3b) higher tertiary education","27","","",""
"Very often","2007","Couple + C. LE and GT 16","(0) in school","15","","",""
"Very often","2007","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Very often","2007","Couple + C. LE and GT 16","(1b) general elementary school","6","","",""
"Very often","2007","Couple + C. LE and GT 16","(1c) basic vocational qualification","13","","",""
"Very often","2007","Couple + C. LE and GT 16","(2b) intermediate general qualification","8","","",""
"Very often","2007","Couple + C. LE and GT 16","(2a) intermediate vocational","20","","",""
"Very often","2007","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
