"plh0186","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"Very rare","2008","Not Employed","Urban Area","202","0.0503874409998756","0.0442495798712957","0.0565253021284555"
"Often","2009","Employed","Rural Area","1886","0.470019524345816","0.454241802835126","0.485797245856505"
"Often","2009","Employed","Urban Area","3521","0.459884517956406","0.44850223380809","0.471266802104723"
"Often","2009","Not Employed","Rural Area","920","0.383600281455921","0.364072725682149","0.403127837229692"
"Often","2009","Not Employed","Urban Area","1739","0.362469841786066","0.34832686761975","0.376612815952383"
"Rarely","2009","Employed","Rural Area","319","0.0963344931926015","0.0870072959111369","0.105661690474066"
"Rarely","2009","Employed","Urban Area","614","0.0935960117647624","0.0869440263089061","0.100247997220619"
"Rarely","2009","Not Employed","Rural Area","310","0.137582786845308","0.123749736053198","0.151415837637417"
"Rarely","2009","Not Employed","Urban Area","589","0.15027090051964","0.139757768160725","0.160784032878555"
"Sometimes","2009","Employed","Rural Area","1269","0.339051307151602","0.32408643582181","0.354016178481394"
"Sometimes","2009","Employed","Urban Area","2465","0.33637547641111","0.325585137348331","0.347165815473888"
"Sometimes","2009","Not Employed","Rural Area","923","0.381900060708732","0.362388975452983","0.401411145964481"
"Sometimes","2009","Not Employed","Urban Area","1610","0.369214117790537","0.35501587579929","0.383412359781785"
"Very often","2009","Employed","Rural Area","302","0.0735519487609791","0.0652998573619335","0.0818040401600248"
"Very often","2009","Employed","Urban Area","618","0.0868543394889478","0.0804226139101473","0.0932860650677484"
"Very often","2009","Not Employed","Rural Area","146","0.0626487055243667","0.0529171009223138","0.0723803101264196"
"Very often","2009","Not Employed","Urban Area","296","0.0609307887114909","0.0538932362892544","0.0679683411337274"
"Very rare","2009","Employed","Rural Area","68","0.0210427265490018","0.0165055124178439","0.0255799406801597"
"Very rare","2009","Employed","Urban Area","147","0.0232896543787737","0.0198451548379444","0.026734153919603"
"Very rare","2009","Not Employed","Rural Area","83","0.034268165465673","0.026962649167664","0.041573681763682"
"Very rare","2009","Not Employed","Urban Area","204","0.0571143511922654","0.0502869318416731","0.0639417705428578"
"Often","2010","Employed","Rural Area","1727","0.478145265940949","0.461598741713488","0.49469179016841"
"Often","2010","Employed","Urban Area","3363","0.454765560784908","0.442975261267098","0.466555860302718"
"Often","2010","Not Employed","Rural Area","885","0.38103220603873","0.360556656034743","0.401507756042717"
"Often","2010","Not Employed","Urban Area","1691","0.371942188215944","0.357281397882379","0.38660297854951"
"Rarely","2010","Employed","Rural Area","235","0.0666058751147936","0.0583466208458444","0.0748651293837428"
"Rarely","2010","Employed","Urban Area","559","0.0925870501805638","0.0857240023732009","0.0994500979879266"
"Rarely","2010","Not Employed","Rural Area","240","0.127590919377774","0.113524269442646","0.141657569312903"
"Rarely","2010","Not Employed","Urban Area","502","0.14622311214729","0.135505450074578","0.156940774220001"
"Sometimes","2010","Employed","Rural Area","1168","0.349908348936358","0.334109826094197","0.365706871778518"
"Sometimes","2010","Employed","Urban Area","2240","0.345500436051904","0.334240954477279","0.356759917626528"
"Sometimes","2010","Not Employed","Rural Area","823","0.406434635662142","0.38572605478492","0.427143216539365"
"Sometimes","2010","Not Employed","Urban Area","1521","0.369620673761754","0.354978722424485","0.384262625099022"
"Very often","2010","Employed","Rural Area","313","0.0889487181186463","0.0795191176040471","0.0983783186332455"
"Very often","2010","Employed","Urban Area","580","0.0888806871172974","0.0821426912267035","0.0956186830078913"
"Very often","2010","Not Employed","Rural Area","139","0.0475569121844808","0.0385837183543155","0.0565301060146462"
"Very often","2010","Not Employed","Urban Area","281","0.0643110691270604","0.0568701178335065","0.0717520204206144"
"Very rare","2010","Employed","Rural Area","58","0.0163917918892535","0.0121857235613435","0.0205978602171636"
"Very rare","2010","Employed","Urban Area","110","0.0182662658653271","0.0150955220185511","0.0214370097121031"
"Very rare","2010","Not Employed","Rural Area","74","0.0373853267368724","0.02938702955511","0.0453836239186348"
"Very rare","2010","Not Employed","Urban Area","180","0.0479029567479518","0.0414249466658878","0.0543809668300159"
"Often","2011","Employed","Rural Area","2256","0.494992295009494","0.480257712233906","0.509726877785081"
"Often","2011","Employed","Urban Area","4090","0.480112677193114","0.469330661356426","0.490894693029803"
"Often","2011","Not Employed","Rural Area","1099","0.363525461386751","0.345721484533397","0.381329438240104"
"Often","2011","Not Employed","Urban Area","2170","0.379248492391803","0.366149967012042","0.392347017771563"
"Rarely","2011","Employed","Rural Area","333","0.0834436175329747","0.0752934642598753","0.091593770806074"
"Rarely","2011","Employed","Urban Area","631","0.0809064463866028","0.0750214637197354","0.0867914290534701"
"Rarely","2011","Not Employed","Rural Area","345","0.142132155971079","0.129207605319865","0.155056706622292"
"Rarely","2011","Not Employed","Urban Area","602","0.130699072332432","0.121599459656936","0.139798685007927"
"Sometimes","2011","Employed","Rural Area","1336","0.317992161871283","0.304267788897817","0.331716534844749"
"Sometimes","2011","Employed","Urban Area","2567","0.320824799625299","0.31075087631212","0.330898722938478"
"Sometimes","2011","Not Employed","Rural Area","1018","0.381105257843355","0.36312938641373","0.39908112927298"
"Sometimes","2011","Not Employed","Urban Area","1844","0.362795413008648","0.349815495770135","0.375775330247161"
"Very often","2011","Employed","Rural Area","433","0.0883570431525585","0.0799928780131083","0.0967212082920087"
"Very often","2011","Employed","Urban Area","821","0.0971522029062192","0.0907606356598845","0.103543770152554"
"Very often","2011","Not Employed","Rural Area","233","0.0700393652301193","0.0605930492276219","0.0794856812326167"
"Very often","2011","Not Employed","Urban Area","457","0.0812050005954782","0.0738310150616678","0.0885789861292885"
"Very rare","2011","Employed","Rural Area","65","0.0152148824336903","0.0116074794499395","0.018822285417441"
"Very rare","2011","Employed","Urban Area","139","0.021003873888765","0.0179092066841919","0.0240985410933381"
"Very rare","2011","Not Employed","Rural Area","109","0.043197759568696","0.0356728585853639","0.0507226605520281"
"Very rare","2011","Not Employed","Urban Area","198","0.0460520216716393","0.0403936915845513","0.0517103517587273"
"Often","2012","Employed","Rural Area","2279","0.51433184072466","0.499528758897001","0.529134922552319"
"Often","2012","Employed","Urban Area","4218","0.500287038069922","0.489400366924754","0.51117370921509"
"Often","2012","Not Employed","Rural Area","1279","0.416371764808217","0.398445747745766","0.434297781870668"
"Often","2012","Not Employed","Urban Area","2242","0.407777971115958","0.39433695733666","0.421218984895256"
"Rarely","2012","Employed","Rural Area","280","0.0693582745182122","0.0618333695652524","0.076883179471172"
"Rarely","2012","Employed","Urban Area","553","0.075797683521858","0.0700348421606765","0.0815605248830396"
"Rarely","2012","Not Employed","Rural Area","294","0.118311139161322","0.106566342082135","0.130055936240509"
"Rarely","2012","Not Employed","Urban Area","495","0.10828460668565","0.0997854788673911","0.116783734503909"
"Sometimes","2012","Employed","Rural Area","1322","0.310128576719215","0.296428733751392","0.323828419687038"
"Sometimes","2012","Employed","Urban Area","2481","0.311295169546645","0.301213605187586","0.321376733905704"
"Sometimes","2012","Not Employed","Rural Area","1011","0.363760880605697","0.346266716219728","0.381255044991665"
"Sometimes","2012","Not Employed","Urban Area","1735","0.35456118674615","0.341476871409619","0.367645502082682"
"Very often","2012","Employed","Rural Area","445","0.0933441367772641","0.0847277461915889","0.101960527362939"
"Very often","2012","Employed","Urban Area","750","0.0987659274484401","0.0922699045671682","0.105261950329712"
"Very often","2012","Not Employed","Rural Area","231","0.065325948822973","0.0563403302652114","0.0743115673807346"
"Very often","2012","Not Employed","Urban Area","486","0.0899127371326772","0.0820887163654611","0.0977367578998933"
"Very rare","2012","Employed","Rural Area","53","0.0128371712606484","0.00950298634083274","0.0161713561804641"
"Very rare","2012","Employed","Urban Area","101","0.0138541814131346","0.0113091908549809","0.0163991719712883"
"Very rare","2012","Not Employed","Rural Area","90","0.0362302666017915","0.0294351419295018","0.0430253912740813"
"Very rare","2012","Not Employed","Urban Area","177","0.039463498319564","0.0341383391372378","0.0447886575018901"
"Often","2013","Employed","Rural Area","3214","0.506863042604336","0.49425050238232","0.519475582826353"
"Often","2013","Employed","Urban Area","5804","0.509972875758576","0.500560110415804","0.519385641101348"
"Often","2013","Not Employed","Rural Area","1438","0.425786029292547","0.408594926954076","0.442977131631018"
"Often","2013","Not Employed","Urban Area","2557","0.413985525668599","0.401159417921284","0.426811633415914"
"Rarely","2013","Employed","Rural Area","394","0.0715564828565039","0.0650540524538876","0.0780589132591203"
"Rarely","2013","Employed","Urban Area","740","0.0716667642526136","0.0668100284305859","0.0765235000746413"
"Rarely","2013","Not Employed","Rural Area","305","0.105478261744343","0.0947988316771117","0.116157691811575"
"Rarely","2013","Not Employed","Urban Area","569","0.119004283637712","0.110572560659284","0.127436006616139"
"Sometimes","2013","Employed","Rural Area","1745","0.318941949878922","0.307184277265649","0.330699622492195"
"Sometimes","2013","Employed","Urban Area","3113","0.307577386519288","0.298887853140009","0.316266919898566"
"Sometimes","2013","Not Employed","Rural Area","1080","0.362413276598316","0.345700722475492","0.37912583072114"
"Sometimes","2013","Not Employed","Urban Area","1838","0.349739567188873","0.337321208995188","0.362157925382559"
"Very often","2013","Employed","Rural Area","598","0.0842374844262849","0.0772307186278679","0.0912442502247019"
"Very often","2013","Employed","Urban Area","1030","0.0939503796282564","0.0884567561023493","0.0994440031541635"
"Very often","2013","Not Employed","Rural Area","267","0.0740873640017687","0.064981351932459","0.0831933760710784"
"Very often","2013","Not Employed","Urban Area","503","0.0770245309678132","0.0700813618394549","0.0839677000961715"
"Very rare","2013","Employed","Rural Area","85","0.018401040233953","0.0150105561681796","0.0217915242997264"
"Very rare","2013","Employed","Urban Area","148","0.0168325938412666","0.0144103219385824","0.0192548657439508"
"Very rare","2013","Not Employed","Rural Area","88","0.0322350683630249","0.0260943329853399","0.03837580374071"
"Very rare","2013","Not Employed","Urban Area","198","0.0402460925370027","0.0351282144174628","0.0453639706565425"
"Often","2014","Employed","Rural Area","3216","0.512927779109462","0.500298374529616","0.525557183689309"
"Often","2014","Employed","Urban Area","6238","0.518567383664862","0.509537973195912","0.527596794133811"
"Often","2014","Not Employed","Rural Area","1494","0.433604257613301","0.416629033664622","0.450579481561981"
"Often","2014","Not Employed","Urban Area","2835","0.436113889564657","0.423649923807006","0.448577855322307"
"Rarely","2014","Employed","Rural Area","356","0.0667885769872678","0.0604804677766929","0.0730966861978427"
"Rarely","2014","Employed","Urban Area","742","0.070643781324524","0.066013396181981","0.075274166467067"
"Rarely","2014","Not Employed","Rural Area","305","0.10065421144971","0.0903482602533567","0.110960162646063"
"Rarely","2014","Not Employed","Urban Area","585","0.106579269580051","0.0988234986811591","0.114335040478943"
"Sometimes","2014","Employed","Rural Area","1691","0.302202348732338","0.290599309662164","0.313805387802513"
"Sometimes","2014","Employed","Urban Area","3346","0.285158299137221","0.276999298067364","0.293317300207078"
"Sometimes","2014","Not Employed","Rural Area","1069","0.360781325933293","0.34433171972879","0.377230932137796"
"Sometimes","2014","Not Employed","Urban Area","1870","0.337918210841604","0.326029843687342","0.349806577995866"
"Very often","2014","Employed","Rural Area","668","0.101655793610381","0.0940201519554617","0.109291435265301"
"Very often","2014","Employed","Urban Area","1285","0.112554931715878","0.106843538687647","0.118266324744109"
"Very often","2014","Not Employed","Rural Area","322","0.0787488878128947","0.0695227490858766","0.0879750265399127"
"Very often","2014","Not Employed","Urban Area","631","0.0859942241545539","0.0789477850888873","0.0930406632202205"
"Very rare","2014","Employed","Rural Area","86","0.0164255015605503","0.013213904622227","0.0196370984988736"
"Very rare","2014","Employed","Urban Area","152","0.0130756041575145","0.0110227321774269","0.0151284761376021"
"Very rare","2014","Not Employed","Rural Area","84","0.0262113171908008","0.0207388201178528","0.0316838142637488"
"Very rare","2014","Not Employed","Urban Area","160","0.0333944058591346","0.0288787368437794","0.0379100748744898"
"Often","2015","Employed","Rural Area","3052","0.49970702978453","0.486759747714008","0.512654311855051"
"Often","2015","Employed","Urban Area","5867","0.524605382012551","0.515234527032061","0.533976236993041"
"Often","2015","Not Employed","Rural Area","1355","0.407274770877094","0.389649070470805","0.424900471283384"
"Often","2015","Not Employed","Urban Area","2482","0.422581048860106","0.409509690704602","0.435652407015609"
"Rarely","2015","Employed","Rural Area","340","0.0643806922891167","0.0580253918106792","0.0707359927675542"
"Rarely","2015","Employed","Urban Area","667","0.0635135754458363","0.0589372200961785","0.068089930795494"
"Rarely","2015","Not Employed","Rural Area","304","0.121879843519819","0.110143877582605","0.133615809457032"
"Rarely","2015","Not Employed","Urban Area","546","0.115771312531866","0.107304830942636","0.124237794121096"
"Sometimes","2015","Employed","Rural Area","1647","0.323700413115061","0.311584675267125","0.335816150962998"
"Sometimes","2015","Employed","Urban Area","3064","0.288318349371914","0.279818431265641","0.296818267478188"
"Sometimes","2015","Not Employed","Rural Area","1008","0.376785685040707","0.359402000562344","0.394169369519071"
"Sometimes","2015","Not Employed","Urban Area","1743","0.332305930280245","0.319841340367231","0.344770520193258"
"Very often","2015","Employed","Rural Area","614","0.0995495241355948","0.0917967311069997","0.10730231716419"
"Very often","2015","Employed","Urban Area","1167","0.107212200961742","0.101406803685195","0.11301759823829"
"Very often","2015","Not Employed","Rural Area","237","0.0684303746210885","0.0593728808959783","0.0774878683461986"
"Very often","2015","Not Employed","Urban Area","552","0.0883142374105222","0.0808056517916233","0.095822823029421"
"Very rare","2015","Employed","Rural Area","76","0.0126623406756973","0.00976700762445281","0.0155576737269418"
"Very rare","2015","Employed","Urban Area","145","0.0163504922079566","0.0139707970840765","0.0187301873318367"
"Very rare","2015","Not Employed","Rural Area","81","0.0256293259412912","0.0199603238446342","0.0312983280379481"
"Very rare","2015","Not Employed","Urban Area","163","0.0410274709172613","0.0357786634117595","0.046276278422763"
"Often","2016","Employed","Rural Area","2965","0.522384843373514","0.509237692411495","0.535531994335533"
"Often","2016","Employed","Urban Area","5710","0.533012146348173","0.523515832582287","0.542508460114059"
"Often","2016","Not Employed","Rural Area","1282","0.439396101705227","0.421065027212708","0.457727176197745"
"Often","2016","Not Employed","Urban Area","2467","0.433180953731416","0.419820426990134","0.446541480472697"
"Rarely","2016","Employed","Rural Area","357","0.0736325860129748","0.0667583573014031","0.0805068147245465"
"Rarely","2016","Employed","Urban Area","649","0.0653569343084371","0.0606525538128637","0.0700613148040105"
"Rarely","2016","Not Employed","Rural Area","293","0.117853700001028","0.105944744154549","0.129762655847507"
"Rarely","2016","Not Employed","Urban Area","504","0.109075337392212","0.100670090791453","0.117480583992971"
"Sometimes","2016","Employed","Rural Area","1552","0.301044136517038","0.288970522758356","0.31311775027572"
"Sometimes","2016","Employed","Urban Area","2973","0.281930171556982","0.273365951307772","0.290494391806191"
"Sometimes","2016","Not Employed","Rural Area","935","0.3419639313054","0.324443420411831","0.359484442198969"
"Sometimes","2016","Not Employed","Urban Area","1653","0.334042750004932","0.321325567984859","0.346759932025005"
"Very often","2016","Employed","Rural Area","602","0.093073945613775","0.0854268359618298","0.10072105526572"
"Very often","2016","Employed","Urban Area","1102","0.104350512914689","0.0985314902984267","0.110169535530952"
"Very often","2016","Not Employed","Rural Area","230","0.0689459346205366","0.0595881391715076","0.0783037300695655"
"Very often","2016","Not Employed","Urban Area","485","0.0852978207650464","0.0777664242806061","0.0928292172494867"
"Very rare","2016","Employed","Rural Area","69","0.00986448848269794","0.00726323952459517","0.0124657374408007"
"Very rare","2016","Employed","Urban Area","169","0.0153502348717194","0.0130101472808812","0.0176903224625576"
"Very rare","2016","Not Employed","Rural Area","76","0.0318403323678086","0.0253555701617587","0.0383250945738584"
"Very rare","2016","Not Employed","Urban Area","175","0.0384031381063939","0.0332217447693738","0.043584531443414"
"Often","2017","Employed","Rural Area","3548","0.550294087344783","0.538053732730709","0.562534441958857"
"Often","2017","Employed","Urban Area","6512","0.549127059738666","0.540119425546201","0.558134693931131"
"Often","2017","Not Employed","Rural Area","1466","0.453110276276592","0.435472687402333","0.470747865150852"
"Often","2017","Not Employed","Urban Area","2578","0.436516308432942","0.423318885572244","0.44971373129364"
"Rarely","2017","Employed","Rural Area","339","0.0595478007627455","0.0537249788954574","0.0653706226300337"
"Rarely","2017","Employed","Urban Area","650","0.0532248814899659","0.0491611219497072","0.0572886410302245"
"Rarely","2017","Not Employed","Rural Area","286","0.0935718518801799","0.0832531115905079","0.103890592169852"
"Rarely","2017","Not Employed","Urban Area","497","0.108629153097978","0.10034876619842","0.116909539997536"
"Sometimes","2017","Employed","Rural Area","1691","0.281505979107244","0.270440055473825","0.292571902740664"
"Sometimes","2017","Employed","Urban Area","3032","0.268118860491844","0.260099657762808","0.276138063220881"
"Sometimes","2017","Not Employed","Rural Area","1016","0.359535109494524","0.342532887014903","0.376537331974146"
"Sometimes","2017","Not Employed","Urban Area","1731","0.341913427746953","0.329290857016655","0.354535998477252"
"Very often","2017","Employed","Rural Area","705","0.0980895755118642","0.0907710193709097","0.105408131652819"
"Very often","2017","Employed","Urban Area","1370","0.115425815371453","0.109641315197851","0.121210315545056"
"Very often","2017","Not Employed","Rural Area","224","0.0624477312998557","0.0538745214364387","0.0710209411632726"
"Very often","2017","Not Employed","Urban Area","482","0.080256263622203","0.0730265497832465","0.0874859774611594"
"Very rare","2017","Employed","Rural Area","62","0.0105625572733629","0.00804713450987644","0.0130779800368493"
"Very rare","2017","Employed","Urban Area","158","0.0141033829080704","0.0119687432712783","0.0162380225448624"
"Very rare","2017","Not Employed","Rural Area","68","0.031335031048848","0.0251621310775477","0.0375079310201483"
"Very rare","2017","Not Employed","Urban Area","137","0.0326848470999239","0.0279532751980421","0.0374164190018058"
"Often","2018","Employed","Rural Area","3426","0.541498384518243","0.529022891127416","0.55397387790907"
"Often","2018","Employed","Urban Area","6151","0.54119430426682","0.532024586029375","0.550364022504265"
"Often","2018","Not Employed","Rural Area","1294","0.425935865642267","0.407929496211675","0.443942235072858"
"Often","2018","Not Employed","Urban Area","2517","0.456573911934708","0.443177585288308","0.469970238581109"
"Rarely","2018","Employed","Rural Area","293","0.0514363138085814","0.0459059095459252","0.0569667180712376"
"Rarely","2018","Employed","Urban Area","675","0.0658586151749403","0.0612942794000135","0.0704229509498671"
"Rarely","2018","Not Employed","Rural Area","288","0.110460739307404","0.0990461477319399","0.121875330882868"
"Rarely","2018","Not Employed","Urban Area","515","0.10867043462089","0.100300254603535","0.117040614638244"
"Sometimes","2018","Employed","Rural Area","1706","0.302752712666333","0.291249314535506","0.314256110797159"
"Sometimes","2018","Employed","Urban Area","3061","0.271023226525355","0.262843758043187","0.279202695007522"
"Sometimes","2018","Not Employed","Rural Area","1001","0.369984288439214","0.352403385573039","0.38756519130539"
"Sometimes","2018","Not Employed","Urban Area","1629","0.330637091467998","0.317984876919374","0.343289306016622"
"Very often","2018","Employed","Rural Area","635","0.0944714785072199","0.0871484599317022","0.101794497082738"
"Very often","2018","Employed","Urban Area","1314","0.109786966880958","0.10403405993039","0.115539873831527"
"Very often","2018","Not Employed","Rural Area","244","0.0660315529929282","0.0569884869750007","0.0750746190108558"
"Very often","2018","Not Employed","Urban Area","497","0.0771676925101328","0.0699907561950754","0.0843446288251901"
"Very rare","2018","Employed","Rural Area","68","0.00984111049962339","0.0073695957178188","0.012312625281428"
"Very rare","2018","Employed","Urban Area","143","0.0121368871519269","0.010121924394088","0.0141518499097657"
"Very rare","2018","Not Employed","Rural Area","70","0.0275875536181866","0.0216233056261388","0.0335518016102344"
"Very rare","2018","Not Employed","Urban Area","153","0.0269508694662711","0.0225956131921098","0.0313061257404325"
"Often","2019","Employed","Rural Area","3340","0.529446900626942","0.516827858815684","0.542065942438199"
"Often","2019","Employed","Urban Area","5912","0.54272017204729","0.533270367798159","0.552169976296422"
"Often","2019","Not Employed","Rural Area","1322","0.419393604426732","0.40128014962406","0.437507059229404"
"Often","2019","Not Employed","Urban Area","2275","0.443810397238718","0.429721381977457","0.457899412499979"
"Rarely","2019","Employed","Rural Area","297","0.0553714402050119","0.0495893574818363","0.0611535229281875"
"Rarely","2019","Employed","Urban Area","563","0.0630192809897401","0.0584098654941725","0.0676286964853078"
"Rarely","2019","Not Employed","Rural Area","281","0.110364690971796","0.098862765111564","0.121866616832028"
"Rarely","2019","Not Employed","Urban Area","435","0.0965912794641558","0.0882144134507654","0.104968145477546"
"Sometimes","2019","Employed","Rural Area","1615","0.294767689284471","0.283240673329122","0.30629470523982"
"Sometimes","2019","Employed","Urban Area","2809","0.267753161819505","0.259353924255797","0.276152399383212"
"Sometimes","2019","Not Employed","Rural Area","921","0.343806535044667","0.326371513171508","0.361241556917826"
"Sometimes","2019","Not Employed","Urban Area","1468","0.351378005914379","0.337840034497031","0.364915977331727"
"Very often","2019","Employed","Rural Area","695","0.108893950610895","0.101018463446568","0.116769437775222"
"Very often","2019","Employed","Urban Area","1255","0.112696627943633","0.106698229157406","0.11869502672986"
"Very often","2019","Not Employed","Rural Area","245","0.0861068097351955","0.075809685502777","0.0964039339676139"
"Very often","2019","Not Employed","Urban Area","472","0.0761713615206839","0.0686488642269672","0.0836938588144006"
"Very rare","2019","Employed","Rural Area","63","0.0115200192726803","0.00882214692411062","0.01421789162125"
"Very rare","2019","Employed","Urban Area","137","0.0138107571998319","0.0115969862502781","0.0160245281493857"
"Very rare","2019","Not Employed","Rural Area","82","0.0403283598216093","0.0331070481008622","0.0475496715423564"
"Very rare","2019","Not Employed","Urban Area","127","0.0320489558620628","0.0270543168020169","0.0370435949221088"
