"plh0186","year","migback","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","direct migration background","818","0.362921844983886","0.342482387101777","0.383361302865996","4"
"Often","2007","indirect migration background","351","0.444414676202802","0.409654430195688","0.479174922209917","4"
"Often","2007","no migration background","8120","0.433954090978363","0.426640854861252","0.441267327095473","4"
"Rarely","2007","indirect migration background","54","0.0783898293834775","0.0595872794077381","0.0971923793592169","2"
"Rarely","2007","direct migration background","250","0.139161223820788","0.124448723296575","0.153873724345001","2"
"Rarely","2007","no migration background","1629","0.103988283098792","0.0994841530417844","0.108492413155801","2"
"Sometimes","2007","direct migration background","820","0.377407748410376","0.356802696036202","0.39801280078455","3"
"Sometimes","2007","indirect migration background","257","0.315174869026736","0.282675203024184","0.347674535029287","3"
"Sometimes","2007","no migration background","6040","0.35090286501426","0.343860635467361","0.35794509456116","3"
"Very often","2007","no migration background","1430","0.0815757650164825","0.077536855542825","0.0856146744901399","5"
"Very often","2007","direct migration background","150","0.0794179168045866","0.0679242933363889","0.0909115402727842","5"
"Very often","2007","indirect migration background","106","0.142676612503239","0.118210667616982","0.167142557389497","5"
"Very rare","2007","direct migration background","88","0.0410912659803636","0.0326534537059601","0.049529078254767","1"
"Very rare","2007","indirect migration background","17","","","","1"
"Very rare","2007","no migration background","424","0.0295789958921022","0.0270790323140905","0.0320789594701139","1"
"Often","2008","indirect migration background","374","0.436926216625612","0.401914967344084","0.471937465907139","4"
"Often","2008","no migration background","7663","0.437406512475007","0.429878106002697","0.444934918947317","4"
"Often","2008","direct migration background","772","0.372750485187443","0.351031281675505","0.394469688699382","4"
"Rarely","2008","direct migration background","233","0.147716902827373","0.131779349412268","0.163654456242478","2"
"Rarely","2008","indirect migration background","57","0.0969172088987504","0.0760345817440537","0.117799836053447","2"
"Rarely","2008","no migration background","1481","0.0983362851006954","0.0938172857178445","0.102855284483546","2"
"Sometimes","2008","indirect migration background","220","0.275557933467637","0.244020293430253","0.307095573505021","3"
"Sometimes","2008","no migration background","5824","0.358719240673746","0.351440361214666","0.365998120132826","3"
"Sometimes","2008","direct migration background","683","0.370796653323213","0.349100735171073","0.392492571475353","3"
"Very often","2008","direct migration background","144","0.0715287945623616","0.059953307021422","0.0831042821033013","5"
"Very often","2008","indirect migration background","107","0.160885105743145","0.134949909585518","0.186820301900772","5"
"Very often","2008","no migration background","1306","0.0745775075372129","0.0705905919154969","0.0785644231589289","5"
"Very rare","2008","indirect migration background","13","","","","1"
"Very rare","2008","no migration background","405","0.0309604542133388","0.0283317755578261","0.0335891328688515","1"
"Very rare","2008","direct migration background","72","0.037207164099609","0.0287056881828962","0.0457086400163218","1"
"Often","2009","direct migration background","646","0.370904278069702","0.347674098762744","0.394134457376659","4"
"Often","2009","indirect migration background","321","0.466134370885177","0.429569283603273","0.502699458167082","4"
"Often","2009","no migration background","7099","0.43341378629671","0.425650713465241","0.441176859128178","4"
"Rarely","2009","direct migration background","225","0.14894059696025","0.131818783660077","0.166062410260422","2"
"Rarely","2009","indirect migration background","55","0.0940966710928217","0.0726962101534013","0.115497132032242","2"
"Rarely","2009","no migration background","1552","0.110214343978254","0.105308530200844","0.115120157755664","2"
"Sometimes","2009","no migration background","5405","0.349154509055139","0.341686633433801","0.356622384676476","3"
"Sometimes","2009","direct migration background","629","0.386247799825315","0.362832872450893","0.409662727199736","3"
"Sometimes","2009","indirect migration background","233","0.294120896852043","0.260722688205587","0.327519105498499","3"
"Very often","2009","direct migration background","100","0.0596622439918114","0.0482714236080096","0.0710530643756132","5"
"Very often","2009","indirect migration background","99","0.137103453489497","0.111891956554443","0.16231495042455","5"
"Very often","2009","no migration background","1163","0.0729783414857608","0.0689036828221101","0.0770530001494115","5"
"Very rare","2009","no migration background","434","0.034239019184137","0.0313903318575103","0.0370877065107637","1"
"Very rare","2009","indirect migration background","7","","","","1"
"Very rare","2009","direct migration background","61","0.0342450811529226","0.0254993557147195","0.0429908065911257","1"
"Often","2010","direct migration background","578","0.377148756931941","0.352389209958996","0.401908303904885","4"
"Often","2010","indirect migration background","321","0.420994542594984","0.383242107650087","0.45874697753988","4"
"Often","2010","no migration background","6767","0.435778752291638","0.427724501516395","0.443833003066882","4"
"Rarely","2010","direct migration background","182","0.14837617424988","0.130216829566463","0.166535518933298","2"
"Rarely","2010","indirect migration background","42","0.0682418645366945","0.0489602922410074","0.0875234368323816","2"
"Rarely","2010","no migration background","1312","0.10191608028416","0.0970019437374407","0.10683021683088","2"
"Sometimes","2010","indirect migration background","189","0.35370414429156","0.317144566976712","0.390263721606408","3"
"Sometimes","2010","no migration background","5012","0.361100842783717","0.353298988904197","0.368902696663238","3"
"Sometimes","2010","direct migration background","551","0.355944112343558","0.331484652035098","0.380403572652018","3"
"Very often","2010","direct migration background","112","0.0867429585692204","0.072364649456782","0.101121267681659","5"
"Very often","2010","indirect migration background","91","0.132997723677921","0.107032167530679","0.158963279825163","5"
"Very often","2010","no migration background","1110","0.0733173989205483","0.0690835395115567","0.07755125832954","5"
"Very rare","2010","direct migration background","49","0.0317879979054008","0.0228258727431531","0.0407501230676485","1"
"Very rare","2010","no migration background","359","0.0278869257199358","0.0252125272473606","0.030561324192511","1"
"Very rare","2010","indirect migration background","14","","","","1"
"Often","2011","indirect migration background","403","0.469940277322088","0.435246765464215","0.50463378917996","4"
"Often","2011","no migration background","8365","0.444934380087774","0.437662124687458","0.452206635488091","4"
"Often","2011","direct migration background","847","0.414074548165541","0.392551957155403","0.435597139175679","4"
"Rarely","2011","indirect migration background","61","0.0816151925526775","0.0625841589167606","0.100646226188594","2"
"Rarely","2011","direct migration background","222","0.116033986785439","0.102039902227541","0.130028071343337","2"
"Rarely","2011","no migration background","1628","0.100946110387423","0.0965376531442824","0.105354567630564","2"
"Sometimes","2011","indirect migration background","214","0.304828963042616","0.272829810560073","0.336828115525159","3"
"Sometimes","2011","direct migration background","701","0.35422421698283","0.333325765627171","0.375122668338488","3"
"Sometimes","2011","no migration background","5850","0.338013745889698","0.331091601678505","0.344935890100891","3"
"Very often","2011","direct migration background","177","0.0829847689822373","0.0709310358500812","0.0950385021143935","5"
"Very often","2011","indirect migration background","103","0.124852138061789","0.101874613621755","0.147829662501823","5"
"Very often","2011","no migration background","1664","0.086921082809265","0.0827985350312453","0.0910436305872846","5"
"Very rare","2011","indirect migration background","14","","","","1"
"Very rare","2011","no migration background","432","0.0291846808258393","0.0267215087044807","0.0316478529471979","1"
