"plh0186","year","e11103","n","percent","lower_confidence","upper_confidence"
"Often","2007","Full Time","3791","0.465464303178531","0.454440529861607","0.476488076495456"
"Often","2007","Not Working","3166","0.369212788349763","0.358619836051867","0.379805740647659"
"Often","2007","Part Time","2332","0.459438747245129","0.445215542607034","0.473661951883224"
"Rarely","2007","Full Time","585","0.0821117863705388","0.0760444737265415","0.0881790990145362"
"Rarely","2007","Not Working","995","0.140196755179756","0.132575864533099","0.147817645826412"
"Rarely","2007","Part Time","353","0.0904374979679218","0.0822518750198633","0.0986231209159802"
"Sometimes","2007","Full Time","2672","0.341220980962846","0.330742786100726","0.351699175824966"
"Sometimes","2007","Not Working","2936","0.381165161206544","0.370504572552762","0.391825749860327"
"Sometimes","2007","Part Time","1509","0.320467536295526","0.30714894419481","0.333786128396241"
"Very often","2007","Full Time","686","0.0885121933108501","0.0822348524655219","0.0947895341561782"
"Very often","2007","Not Working","559","0.0645957072931718","0.059200120074234","0.0699912945121096"
"Very often","2007","Part Time","441","0.1115502740831","0.102565380400345","0.120535167765854"
"Very rare","2007","Full Time","131","0.0226907361772334","0.0193996517129102","0.0259818206415565"
"Very rare","2007","Not Working","317","0.0448295879707654","0.0402874532315075","0.0493717227100233"
"Very rare","2007","Part Time","81","0.0181059444083233","0.0143005112371791","0.0219113775794675"
"Often","2008","Full Time","3657","0.460162438828215","0.448874274885625","0.471450602770806"
"Often","2008","Not Working","3019","0.383706066124406","0.372665154160411","0.394746978088401"
"Often","2008","Part Time","2133","0.455753367709379","0.441059235409743","0.470447500009015"
"Rarely","2008","Full Time","544","0.0826843977704186","0.0764469438586295","0.0889218516822077"
"Rarely","2008","Not Working","843","0.129163582145883","0.121548931207299","0.136778233084467"
"Rarely","2008","Part Time","384","0.0989581569362315","0.0901480859832253","0.107768227889238"
"Sometimes","2008","Full Time","2548","0.356134272997916","0.34528899434358","0.366979551652251"
"Sometimes","2008","Not Working","2768","0.37082748826042","0.359860623251032","0.381794353269807"
"Sometimes","2008","Part Time","1411","0.331263007669968","0.317376428597719","0.345149586742217"
"Very often","2008","Full Time","625","0.0803366936750736","0.0741805665121112","0.086492820838036"
"Very often","2008","Not Working","533","0.0706480320977273","0.0648303255128212","0.0764657386826333"
"Very often","2008","Part Time","399","0.0879003919542643","0.0795463304623695","0.0962544534461592"
"Very rare","2008","Full Time","115","0.0206821967283769","0.0174589293489903","0.0239054641077634"
"Very rare","2008","Not Working","289","0.0456548313715636","0.0409156014474786","0.0503940612956485"
"Very rare","2008","Part Time","86","0.0261250757301574","0.0214189719717607","0.0308311794885541"
"Often","2009","Full Time","3430","0.479145482273528","0.467436794006811","0.490854170540245"
"Often","2009","Not Working","2659","0.3692023979661","0.357749030964508","0.380655764967693"
"Often","2009","Part Time","1977","0.436771757826279","0.421800190209799","0.451743325442758"
"Rarely","2009","Full Time","531","0.0835122921479896","0.0770281153018118","0.0899964689941673"
"Rarely","2009","Not Working","899","0.146228228456693","0.137842468843155","0.154613988070231"
"Rarely","2009","Part Time","402","0.11246024323311","0.102923695053665","0.121996791412556"
"Sometimes","2009","Full Time","2372","0.339335375224212","0.328237970585335","0.35043277986309"
"Sometimes","2009","Not Working","2533","0.373256098209681","0.361777088635067","0.384735107784295"
"Sometimes","2009","Part Time","1362","0.333763992122401","0.319529840711331","0.347998143533471"
"Very often","2009","Full Time","544","0.0783622341796408","0.0720635495666428","0.0846609187926387"
"Very often","2009","Not Working","442","0.0614781493739296","0.0557773141192059","0.0671789846286532"
"Very often","2009","Part Time","376","0.0896169535694506","0.0809950143115636","0.0982388928273376"
"Very rare","2009","Full Time","116","0.0196446161746289","0.0163920220745403","0.0228972102747174"
"Very rare","2009","Not Working","287","0.0498351259935955","0.0446706867854337","0.0549995652017573"
"Very rare","2009","Part Time","99","0.0273870532487593","0.0224605307990912","0.0323135756984274"
"Often","2010","Full Time","3209","0.468895724829802","0.45671526702016","0.481076182639445"
"Often","2010","Not Working","2576","0.374734252375162","0.362815397779118","0.386653106971206"
"Often","2010","Part Time","1881","0.450141980015565","0.434537919989354","0.465746040041776"
"Rarely","2010","Full Time","471","0.0797430802164465","0.0731310226497443","0.0863551377831486"
"Rarely","2010","Not Working","742","0.140500100525795","0.13194349049604","0.14905671055555"
"Rarely","2010","Part Time","323","0.0926607627651476","0.0835664402142649","0.10175508531603"
"Sometimes","2010","Full Time","2130","0.348377989702429","0.336748549667327","0.36000742973753"
"Sometimes","2010","Not Working","2344","0.380928346154125","0.368971060298766","0.392885632009484"
"Sometimes","2010","Part Time","1278","0.344250448146028","0.329348473152384","0.359152423139672"
"Very often","2010","Full Time","544","0.0867940713872691","0.079922359090462","0.0936657836840761"
"Very often","2010","Not Working","420","0.0591649096772929","0.053355535323947","0.0649742840306389"
"Very often","2010","Part Time","349","0.09263693341704","0.0835436609185621","0.101730205915518"
"Very rare","2010","Full Time","94","0.0161891338640533","0.0131087616929624","0.0192695060351442"
"Very rare","2010","Not Working","254","0.0446723912676251","0.0395856895510772","0.0497590929841729"
"Very rare","2010","Part Time","74","0.0203098756562195","0.0158856673245839","0.024734083987855"
"Often","2011","Full Time","3884","0.486405448746551","0.475301332612757","0.497509564880346"
