"plh0186","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","Employed","Female","2980","0.463826761052783","0.451267913975405","0.476385608130161"
"Often","2007","Employed","Male","3143","0.462734819717624","0.450635761884961","0.474833877550288"
"Often","2007","Not Employed","Female","1884","0.368464891248099","0.354689994730507","0.38223978776569"
"Often","2007","Not Employed","Male","1282","0.370348792653959","0.353777301112865","0.386920284195053"
"Rarely","2007","Employed","Female","470","0.0895841568765726","0.0823920718532256","0.0967762418999196"
"Rarely","2007","Employed","Male","468","0.081531620035669","0.0748913421319382","0.0881718979393998"
"Rarely","2007","Not Employed","Female","601","0.139978382601084","0.13007059453163","0.149886170670538"
"Rarely","2007","Not Employed","Male","394","0.140528448120854","0.128602195865856","0.152454700375852"
"Sometimes","2007","Employed","Female","1881","0.309274706696691","0.297634942405955","0.320914470987427"
"Sometimes","2007","Employed","Male","2300","0.353793059590855","0.342190559555349","0.365395559626361"
"Sometimes","2007","Not Employed","Female","1688","0.376693809530004","0.362856982863105","0.390530636196903"
"Sometimes","2007","Not Employed","Male","1248","0.387956837145416","0.371234813119469","0.404678861171362"
"Very often","2007","Employed","Female","622","0.117069579321827","0.10897294410328","0.125166214540374"
"Very often","2007","Employed","Male","505","0.0803243092735351","0.0737290485573696","0.0869195699897007"
"Very often","2007","Not Employed","Female","356","0.0714448774423912","0.0640899069993916","0.0787998478853907"
"Very often","2007","Not Employed","Male","203","0.0541922884908107","0.0464230888105045","0.0619614881711169"
"Very rare","2007","Employed","Female","104","0.0202447960521265","0.0166980115947606","0.0237915805094925"
"Very rare","2007","Employed","Male","108","0.0216161913823165","0.0180873240475273","0.0251450587171057"
"Very rare","2007","Not Employed","Female","182","0.0434180391784227","0.0375985115366958","0.0492375668201496"
"Very rare","2007","Not Employed","Male","135","0.0469736335889609","0.0397128139552279","0.0542344532226939"
"Often","2008","Employed","Female","2831","0.467440630054343","0.45453433581461","0.480346924294076"
"Often","2008","Employed","Male","2959","0.451065390355952","0.438640214443467","0.463490566268437"
"Often","2008","Not Employed","Female","1755","0.37713239784225","0.362806737483181","0.39145805820132"
"Often","2008","Not Employed","Male","1264","0.393712286878501","0.376387362349117","0.411037211407885"
"Rarely","2008","Employed","Female","464","0.0909972055685111","0.0835575821190247","0.0984368290179976"
"Rarely","2008","Employed","Male","464","0.0866487856838697","0.0796241689767566","0.0936734023909828"
"Rarely","2008","Not Employed","Female","516","0.129236726881301","0.119321266468869","0.139152187293733"
"Rarely","2008","Not Employed","Male","327","0.129052243645343","0.117163900946061","0.140940586344625"
"Sometimes","2008","Employed","Female","1782","0.323021629661993","0.310925191321398","0.335118068002588"
