"plh0186","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2009","Urban Area","Male","577","0.113675826510441","0.105360088563077","0.121991564457804"
"Sometimes","2009","Rural Area","Female","1079","0.337469041295293","0.321124314727265","0.353813767863321"
"Sometimes","2009","Rural Area","Male","1113","0.374416982387882","0.357130248044387","0.391703716731376"
"Sometimes","2009","Urban Area","Female","2129","0.348692364737326","0.336835864645242","0.360548864829411"
"Sometimes","2009","Urban Area","Male","1946","0.349036542380777","0.336548792506748","0.361524292254806"
"Very often","2009","Rural Area","Female","263","0.0802516672805901","0.0708605094613174","0.0896428250998628"
"Very often","2009","Rural Area","Male","185","0.057846836478276","0.0495082339073886","0.0661854390491634"
"Very often","2009","Urban Area","Female","523","0.0851388395794425","0.0781952560568939","0.0920824231019911"
"Very often","2009","Urban Area","Male","391","0.0685175793570489","0.0618990915234812","0.0751360671906167"
"Very rare","2009","Rural Area","Female","76","0.0260912068591247","0.0205810516787808","0.0316013620394686"
"Very rare","2009","Rural Area","Male","75","0.0260620902547114","0.0203714259009503","0.0317527546084726"
"Very rare","2009","Urban Area","Female","197","0.0393693304294329","0.0345309563402927","0.0442077045185731"
"Very rare","2009","Urban Area","Male","154","0.0327963876189251","0.0281304127230514","0.0374623625147987"
"Often","2010","Rural Area","Female","1306","0.420337880098309","0.402458630798597","0.438217129398021"
"Often","2010","Rural Area","Male","1306","0.46174163837688","0.443054459262675","0.480428817491084"
"Often","2010","Urban Area","Female","2634","0.422630208879448","0.409932719035923","0.435327698722973"
"Often","2010","Urban Area","Male","2420","0.421764344343301","0.408358579605141","0.435170109081462"
"Rarely","2010","Rural Area","Female","279","0.105298615095699","0.0941809665909924","0.116416263600405"
"Rarely","2010","Rural Area","Male","196","0.0744616742104151","0.0646212813346156","0.0843020670862145"
"Rarely","2010","Urban Area","Female","576","0.113091330991787","0.104950575986028","0.121232085997546"
"Rarely","2010","Urban Area","Male","485","0.114273269936776","0.105636995557259","0.122909544316293"
"Sometimes","2010","Rural Area","Female","1011","0.372970613387656","0.355454255506635","0.390486971268676"
"Sometimes","2010","Rural Area","Male","980","0.370283066281016","0.352182654810377","0.388383477751655"
"Sometimes","2010","Urban Area","Female","1939","0.344064304310572","0.331853029101006","0.356275579520137"
"Sometimes","2010","Urban Area","Male","1822","0.366199665517408","0.353121722756537","0.37927760827828"
"Very often","2010","Rural Area","Female","265","0.0818121830033345","0.0718847421466748","0.0917396238599942"
"Very often","2010","Rural Area","Male","187","0.0640559916016994","0.0548778733391433","0.0732341098642555"
"Very often","2010","Urban Area","Female","493","0.087528365277885","0.0802640502054642","0.0947926803503058"
"Very often","2010","Urban Area","Male","368","0.0706876187982698","0.0637300619059201","0.0776451756906195"
"Very rare","2010","Rural Area","Female","67","0.0195807084150023","0.0145621072968237","0.0245993095331808"
"Very rare","2010","Rural Area","Male","65","0.0294576295299902","0.0231195894113281","0.0357956696486523"
"Very rare","2010","Urban Area","Female","172","0.0326857905403082","0.0281151837798496","0.0372563973007668"
"Very rare","2010","Urban Area","Male","118","0.0270751014042448","0.022669259254881","0.0314809435536087"
"Often","2011","Rural Area","Female","1772","0.436441914662718","0.420602449909425","0.452281379416012"
"Often","2011","Rural Area","Male","1583","0.45367793364973","0.437091787393816","0.470264079905644"
"Often","2011","Urban Area","Female","3326","0.438290650345502","0.426820984148284","0.449760316542719"
"Often","2011","Urban Area","Male","2934","0.443475327142731","0.431236968417102","0.455713685868361"
"Rarely","2011","Rural Area","Female","367","0.113490744392176","0.103360269778361","0.123621219005991"
"Rarely","2011","Rural Area","Male","311","0.0978502402615953","0.0879517819475403","0.10774869857565"
"Rarely","2011","Urban Area","Female","655","0.0999205071246632","0.0929881393066609","0.106852874942665"
"Rarely","2011","Urban Area","Male","578","0.100702355844373","0.0932889499470597","0.108115761741687"
"Sometimes","2011","Rural Area","Female","1151","0.327483592667481","0.312495231539322","0.34247195379564"
"Sometimes","2011","Rural Area","Male","1203","0.357048359462874","0.341085894142146","0.373010824783602"
"Sometimes","2011","Urban Area","Female","2273","0.329110051038966","0.318248044375294","0.339972057702638"
"Sometimes","2011","Urban Area","Male","2138","0.345621448004866","0.333905940491249","0.357336955518483"
"Very often","2011","Rural Area","Female","383","0.0977725366719676","0.0882867272298448","0.10725834611409"
"Very often","2011","Rural Area","Male","283","0.0644553276897743","0.0562742792017432","0.0726363761778054"
"Very often","2011","Urban Area","Female","738","0.0999081726062599","0.0929761851818558","0.106840160030664"
"Very often","2011","Urban Area","Male","540","0.0815452538175067","0.0748034755959753","0.0882870320390381"
"Very rare","2011","Rural Area","Female","93","0.0248112116056572","0.0198432724372986","0.0297791507740158"
"Very rare","2011","Rural Area","Male","81","0.0269681389360261","0.0215713391032486","0.0323649387688036"
"Very rare","2011","Urban Area","Female","197","0.0327706188846094","0.028655134946534","0.0368861028226848"
"Very rare","2011","Urban Area","Male","140","0.0286556151905227","0.0245456539973175","0.0327655763837279"
"Often","2012","Rural Area","Female","1832","0.467936105039624","0.452104713840736","0.483767496238512"
"Often","2012","Rural Area","Male","1726","0.484372995707936","0.46774015857282","0.501005832843052"
"Often","2012","Urban Area","Female","3396","0.456074484482989","0.444439940508848","0.46770902845713"
"Often","2012","Urban Area","Male","3064","0.473349401087513","0.460919304244453","0.485779497930574"
"Rarely","2012","Rural Area","Female","340","0.0985584178635244","0.0891012834124661","0.108015552314583"
"Rarely","2012","Rural Area","Male","234","0.0781241981792443","0.0691924279795911","0.0870559683788975"
"Rarely","2012","Urban Area","Female","562","0.0887379530063411","0.0820953529326026","0.0953805530800796"
"Rarely","2012","Urban Area","Male","486","0.087958920961186","0.0809076167534981","0.0950102251688738"
"Sometimes","2012","Rural Area","Female","1185","0.320407064059052","0.305601690243732","0.335212437874372"
"Sometimes","2012","Rural Area","Male","1148","0.342131360335317","0.326341634804701","0.357921085865933"
"Sometimes","2012","Urban Area","Female","2192","0.322227302154102","0.311310763313566","0.333143840994637"
"Sometimes","2012","Urban Area","Male","2024","0.334074127774279","0.322331733170557","0.345816522378001"
"Very often","2012","Rural Area","Female","376","0.0892572148952262","0.0802110720058197","0.0983033577846327"
"Very often","2012","Rural Area","Male","300","0.0753022671978132","0.0665198822502522","0.0840846521453743"
"Very often","2012","Urban Area","Female","734","0.108594819593036","0.101327004117457","0.115862635068614"
"Very often","2012","Urban Area","Male","502","0.0815010496429687","0.074689542157208","0.0883125571287294"
"Very rare","2012","Rural Area","Female","83","0.0238411981425731","0.0190009437932995","0.0286814524918467"
"Very rare","2012","Rural Area","Male","60","0.0200691785796895","0.0154018212212158","0.0247365359381633"
"Very rare","2012","Urban Area","Female","156","0.0243654407635327","0.0207638655791358","0.0279670159479296"
"Very rare","2012","Urban Area","Male","122","0.0231165005340532","0.0193753538469994","0.026857647221107"
"Often","2013","Rural Area","Female","2501","0.476715148853356","0.462858670625183","0.490571627081528"
"Often","2013","Rural Area","Male","2151","0.475565179864532","0.4605029824901","0.490627377238964"
"Often","2013","Urban Area","Female","4595","0.466358468277502","0.456110434119538","0.476606502435467"
"Often","2013","Urban Area","Male","3766","0.480026713414233","0.468641439040033","0.491411987788432"
"Rarely","2013","Rural Area","Female","431","0.0919188432324458","0.0839035592665845","0.0999341271983071"
"Rarely","2013","Rural Area","Male","268","0.0766548476629317","0.0686308757562151","0.0846788195696484"
"Rarely","2013","Urban Area","Female","746","0.0920443997393137","0.0861057623201893","0.0979830371584382"
"Rarely","2013","Urban Area","Male","563","0.0876695956322581","0.0812246262637594","0.0941145650007568"
"Sometimes","2013","Rural Area","Female","1476","0.321148943835209","0.308195214923653","0.334102672746764"
"Sometimes","2013","Rural Area","Male","1349","0.350126408668179","0.335739601275452","0.364513216060905"
"Sometimes","2013","Urban Area","Female","2642","0.312225623839047","0.302706146892135","0.321745100785959"
"Sometimes","2013","Urban Area","Male","2309","0.336561689647962","0.325793247121216","0.347330132174708"
"Very often","2013","Rural Area","Female","485","0.0823320294721776","0.0747062980852165","0.0899577608591387"
"Very often","2013","Rural Area","Male","380","0.0783907778230053","0.0702840901150241","0.0864974655309866"
"Very often","2013","Urban Area","Female","899","0.097082503251675","0.0910004483365753","0.103164558166775"
"Very often","2013","Urban Area","Male","634","0.0768614522747414","0.070791182144362","0.0829317224051207"
"Very rare","2013","Rural Area","Female","98","0.0278850346068122","0.023317322594109","0.0324527466195153"
"Very rare","2013","Rural Area","Male","75","0.0192627859813524","0.0151173193136762","0.0234082526490286"
"Very rare","2013","Urban Area","Female","221","0.0322890048924619","0.0286577562463123","0.0359202535386114"
"Very rare","2013","Urban Area","Male","125","0.018880549030806","0.0157789294188555","0.0219821686427564"
"Often","2014","Rural Area","Female","2489","0.471912326188617","0.458052979774593","0.48577167260264"
"Often","2014","Rural Area","Male","2221","0.493823847680407","0.478892551003657","0.508755144357156"
"Often","2014","Urban Area","Female","4866","0.478600901194625","0.468659808622287","0.488541993766962"
"Often","2014","Urban Area","Male","4207","0.497616045816251","0.486756934716962","0.508475156915541"
"Rarely","2014","Rural Area","Female","404","0.0967030357484319","0.0884977368964559","0.104908334600408"
"Rarely","2014","Rural Area","Male","257","0.0623690901819274","0.0551470264361239","0.069591153927731"
"Rarely","2014","Urban Area","Female","763","0.0881808526827372","0.082537934872653","0.0938237704928215"
"Rarely","2014","Urban Area","Male","564","0.0796482369118199","0.0737680082286429","0.085528465594997"
"Sometimes","2014","Rural Area","Female","1422","0.310776311553502","0.297927495077419","0.323625128029585"
"Sometimes","2014","Rural Area","Male","1338","0.338326279980958","0.324196009835036","0.35245655012688"
"Sometimes","2014","Urban Area","Female","2741","0.298782643979003","0.28967373766408","0.307891550293925"
"Sometimes","2014","Urban Area","Male","2475","0.311332502633792","0.301276017103694","0.32138898816389"
"Very often","2014","Rural Area","Female","579","0.102313163036304","0.0938994584715931","0.110726867601014"
"Very often","2014","Rural Area","Male","411","0.0834640672978369","0.0752039697632464","0.0917241648324273"
"Very often","2014","Urban Area","Female","1143","0.112515058938447","0.106226544734341","0.118803573142552"
"Very often","2014","Urban Area","Male","773","0.0920919402129811","0.0858119212415969","0.0983719591843653"
"Very rare","2014","Rural Area","Female","90","0.0182951634731455","0.0145745231654164","0.0220158037808746"
"Very rare","2014","Rural Area","Male","80","0.0220167148588711","0.0176344095575771","0.0263990201601651"
"Very rare","2014","Urban Area","Female","187","0.0219205432051887","0.0190066411582746","0.0248344452521027"
"Very rare","2014","Urban Area","Male","125","0.0193112744251557","0.0163224509371762","0.0223000979131353"
"Often","2015","Rural Area","Female","2343","0.46746112150361","0.453183239695837","0.481739003311382"
"Often","2015","Rural Area","Male","2064","0.464484508549869","0.449073015630966","0.479896001468772"
"Often","2015","Urban Area","Female","4477","0.486887176292574","0.476518676434536","0.497255676150612"
"Often","2015","Urban Area","Male","3872","0.486679597589996","0.475344306051263","0.498014889128729"
"Rarely","2015","Rural Area","Female","378","0.0969518535678638","0.0884844767837349","0.105419230351993"
"Rarely","2015","Rural Area","Male","266","0.0733636443631282","0.06530674032793","0.0814205483983264"
"Rarely","2015","Urban Area","Female","723","0.0880296245136828","0.0821520233369699","0.0939072256903957"
"Rarely","2015","Urban Area","Male","490","0.0774422458318936","0.0713804317456572","0.08350405991813"
"Sometimes","2015","Rural Area","Female","1382","0.326721474629799","0.313299957929006","0.340142991330591"
"Sometimes","2015","Rural Area","Male","1273","0.359942597808238","0.345110616811419","0.374774578805056"
"Sometimes","2015","Urban Area","Female","2523","0.2888740626016","0.27947200607591","0.298276119127289"
"Sometimes","2015","Urban Area","Male","2284","0.321285500581226","0.310695256050844","0.331875745111608"
"Very often","2015","Rural Area","Female","494","0.0901542666074297","0.0819584468584748","0.0983500863563847"
"Very often","2015","Rural Area","Male","357","0.0861816440650144","0.0775098211461045","0.0948534669839244"
"Very often","2015","Urban Area","Female","1024","0.10644756153262","0.10004987135766","0.112845251707579"
"Very often","2015","Urban Area","Male","695","0.0936051724830644","0.0869993713603528","0.100210973605776"
"Very rare","2015","Rural Area","Female","94","0.018711283691298","0.0148336608162667","0.0225889065663292"
"Very rare","2015","Rural Area","Male","63","0.0160276052137503","0.0121470054736885","0.0199082049538122"
"Very rare","2015","Urban Area","Female","180","0.0297615750595235","0.0262365475183738","0.0332866026006732"
"Very rare","2015","Urban Area","Male","128","0.0209874835138203","0.017736676654908","0.0242382903727325"
"Often","2016","Rural Area","Female","2250","0.48911077918915","0.47448602235665","0.50373553602165"
"Often","2016","Rural Area","Male","1997","0.496868831711474","0.481122266688764","0.512615396734184"
"Often","2016","Urban Area","Female","4418","0.489522128640502","0.4789979474292","0.500046309851805"
"Often","2016","Urban Area","Male","3759","0.504709319496795","0.493176639743851","0.516241999249739"
"Rarely","2016","Rural Area","Female","374","0.0953436142360676","0.086751316869193","0.103935911602942"
"Rarely","2016","Rural Area","Male","276","0.0831096898525157","0.0744159054707844","0.0918034742342469"
"Rarely","2016","Urban Area","Female","656","0.0827627533534466","0.0769621656324852","0.0885633410744079"
"Rarely","2016","Urban Area","Male","497","0.079479480468623","0.0732403547180844","0.0857186062191617"
"Sometimes","2016","Rural Area","Female","1279","0.300736502827915","0.287320128454881","0.31415287720095"
"Sometimes","2016","Rural Area","Male","1208","0.330921554672414","0.316102333149434","0.345740776195394"
"Sometimes","2016","Urban Area","Female","2420","0.288878005173446","0.279335926637506","0.298420083709386"
"Sometimes","2016","Urban Area","Male","2206","0.31331016269369","0.302611067703877","0.324009257683502"
"Very often","2016","Rural Area","Female","496","0.0950650095979474","0.0864839542020131","0.103646064993882"
"Very often","2016","Rural Area","Male","336","0.0735843182131461","0.0653615144370745","0.0818071219892177"
"Very often","2016","Urban Area","Female","973","0.113939056336752","0.107249739004421","0.120628373669083"
"Very often","2016","Urban Area","Male","614","0.0800935592531774","0.073832466770283","0.0863546517360717"
"Very rare","2016","Rural Area","Female","89","0.0197440941489195","0.0156739479686699","0.023814240329169"
"Very rare","2016","Rural Area","Male","56","0.01551560555045","0.0116232444312853","0.0194079666696148"
"Very rare","2016","Urban Area","Female","200","0.0248980564958527","0.021617697098417","0.0281784158932885"
"Very rare","2016","Urban Area","Male","144","0.022407478087715","0.0189935456836504","0.0258214104917797"
"Often","2017","Rural Area","Female","2666","0.515260582022084","0.501428732653436","0.529092431390731"
"Often","2017","Rural Area","Male","2348","0.516326276961711","0.50154356238503","0.531108991538392"
"Often","2017","Urban Area","Female","4850","0.499603691610186","0.489425324944248","0.509782058276123"
"Often","2017","Urban Area","Male","4240","0.519180317765618","0.508146700964354","0.530213934566882"
"Rarely","2017","Rural Area","Female","367","0.0778308880475369","0.0704161826379953","0.0852455934570785"
"Rarely","2017","Rural Area","Male","258","0.0653074992641451","0.0579989406028552","0.0726160579254349"
"Rarely","2017","Urban Area","Female","663","0.0803286601824872","0.0747956711176116","0.0858616492473629"
"Rarely","2017","Urban Area","Male","484","0.0650802938934864","0.0596330154161962","0.0705275723707765"
"Sometimes","2017","Rural Area","Female","1385","0.301888291302985","0.289182602384862","0.314593980221107"
"Sometimes","2017","Rural Area","Male","1322","0.316672479272598","0.302911940192507","0.330433018352688"
"Sometimes","2017","Urban Area","Female","2469","0.280317887817521","0.271174566457215","0.289461209177828"
"Sometimes","2017","Urban Area","Male","2294","0.309032231362267","0.298827573419531","0.319236889305002"
"Very often","2017","Rural Area","Female","521","0.0853901662296118","0.0776556263130021","0.0931247061462214"
"Very often","2017","Rural Area","Male","408","0.0854801413164055","0.0772093889679852","0.0937508936648258"
"Very often","2017","Urban Area","Female","1119","0.117246497611073","0.110697453919946","0.1237955413022"
"Very often","2017","Urban Area","Male","733","0.0879022622592315","0.0816492629070131","0.0941552616114499"
"Very rare","2017","Rural Area","Female","76","0.0196300723977829","0.0157906264005677","0.0234695183949981"
"Very rare","2017","Rural Area","Male","54","0.0162136031851405","0.0124776105849775","0.0199495957853034"
"Very rare","2017","Urban Area","Female","169","0.0225032627787324","0.0194840854061752","0.0255224401512896"
"Very rare","2017","Urban Area","Male","126","0.0188048947193969","0.0158051741025812","0.0218046153362126"
"Often","2018","Rural Area","Female","2499","0.500691852563452","0.486591040828004","0.5147926642989"
"Often","2018","Rural Area","Male","2221","0.502971887773584","0.48784169570512","0.518102079842048"
"Often","2018","Urban Area","Female","4686","0.503004741112595","0.492694467039659","0.513315015185531"
"Often","2018","Urban Area","Male","3982","0.521184154397428","0.509968568419418","0.532399740375437"
"Rarely","2018","Rural Area","Female","329","0.0738051666782393","0.0664317447645569","0.0811785885919216"
"Rarely","2018","Rural Area","Male","252","0.0695338261776323","0.0618366670167933","0.0772309853384713"
"Rarely","2018","Urban Area","Female","687","0.088485659862591","0.0826293203334805","0.0943419993917016"
"Rarely","2018","Urban Area","Male","503","0.0725006650405923","0.0666786957701521","0.0783226343110325"
"Sometimes","2018","Rural Area","Female","1405","0.317265347831016","0.304139969852552","0.33039072580948"
"Sometimes","2018","Rural Area","Male","1302","0.334718022171308","0.320438142886352","0.348997901456264"
"Sometimes","2018","Urban Area","Female","2441","0.283038896229785","0.273749683546822","0.292328108912748"
"Sometimes","2018","Urban Area","Male","2249","0.30080000464319","0.290503691605866","0.311096317680513"
"Very often","2018","Rural Area","Female","522","0.0907104066471568","0.0826109815598347","0.0988098317344788"
"Very often","2018","Rural Area","Male","357","0.0784882556530227","0.0703499333674318","0.0866265779386137"
"Very often","2018","Urban Area","Female","1048","0.107354338177359","0.100970859725458","0.113737816629261"
"Very often","2018","Urban Area","Male","763","0.0891315493841128","0.0827344121406385","0.0955286866275871"
"Very rare","2018","Rural Area","Female","75","0.017527226280136","0.0138264623339749","0.0212279902262971"
"Very rare","2018","Rural Area","Male","63","0.0142880082244531","0.0106967802598456","0.0178792361890605"
"Very rare","2018","Urban Area","Female","172","0.0181163646176694","0.0153661056762209","0.0208666235591179"
"Very rare","2018","Urban Area","Male","124","0.016383626534677","0.0135335271474527","0.0192337259219012"
"Often","2019","Rural Area","Female","2391","0.487956224711841","0.473530175198185","0.502382274225496"
"Often","2019","Rural Area","Male","2271","0.49216267071671","0.477130511353547","0.507194830079874"
"Often","2019","Urban Area","Female","4261","0.503350074641098","0.492497079069536","0.51420307021266"
"Often","2019","Urban Area","Male","3926","0.513723333155402","0.502257832528762","0.525188833782041"
"Rarely","2019","Rural Area","Female","342","0.0841981878129661","0.0761840729415122","0.0922123026844201"
"Rarely","2019","Rural Area","Male","236","0.0657462831581911","0.0582942848855208","0.0731982814308614"
"Rarely","2019","Urban Area","Female","563","0.0758801955288979","0.0701321826929746","0.0816282083648213"
"Rarely","2019","Urban Area","Male","435","0.0733976803456572","0.0674152931281046","0.0793800675632098"
"Sometimes","2019","Rural Area","Female","1277","0.29234501556325","0.279218118686116","0.305471912440384"
"Sometimes","2019","Rural Area","Male","1259","0.332710224916701","0.318542665766494","0.346877784066907"
"Sometimes","2019","Urban Area","Female","2219","0.294643362073322","0.284747763268856","0.304538960877788"
"Sometimes","2019","Urban Area","Male","2058","0.299100254522329","0.288597021435979","0.309603487608678"
"Very often","2019","Rural Area","Female","524","0.112351199555823","0.10323711855979","0.121465280551855"
"Very often","2019","Rural Area","Male","416","0.0888848468084538","0.0803281681138346","0.0974415255030729"
"Very often","2019","Urban Area","Female","976","0.107746911454036","0.1010165898864","0.114477233021672"
"Very often","2019","Urban Area","Male","751","0.0917471685698084","0.0851252112649214","0.0983691258746954"
"Very rare","2019","Rural Area","Female","78","0.0231493723561202","0.0188093983141512","0.0274893463980892"
"Very rare","2019","Rural Area","Male","67","0.0204959743999442","0.0162356553601012","0.0247562934397873"
"Very rare","2019","Urban Area","Female","134","0.0183794563026463","0.0154638591373436","0.021295053467949"
"Very rare","2019","Urban Area","Male","130","0.0220315634068043","0.0186643414977882","0.0253987853158205"
