"plh0186","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","in school","198","0.545063417245944","0.492210392177339","0.597916442314548","4"
"Often","2007","higher vocational","732","0.472529592200222","0.447570734045138","0.497488450355306","4"
"Often","2007","vocational + Abi","585","0.499484693599905","0.470859129159818","0.528110258039992","4"
"Often","2007","higher education","2183","0.463887985879336","0.449142727158761","0.478633244599911","4"
"Often","2007","middle vocational","4609","0.418423466959848","0.408915705529251","0.427931228390445","4"
"Often","2007","inadequately","64","0.292293988520571","0.231780163076021","0.35280781396512","4"
"Often","2007","general elemantary","774","0.347468337445422","0.327642952624907","0.367293722265936","4"
"Rarely","2007","higher education","313","0.0848488178567757","0.0766095734617155","0.0930880622518358","2"
"Rarely","2007","higher vocational","116","0.0817938933691596","0.0680932271455817","0.0954945595927376","2"
"Rarely","2007","middle vocational","1024","0.110446115290821","0.104404846280025","0.116487384301617","2"
"Rarely","2007","vocational + Abi","96","0.0889175744679634","0.0726224784636844","0.105212670472242","2"
"Rarely","2007","in school","12","","","","2"
"Rarely","2007","inadequately","38","0.174001413527663","0.123560346582396","0.22444248047293","2"
"Rarely","2007","general elemantary","312","0.150046746505706","0.135178011384319","0.164915481627093","2"
"Sometimes","2007","vocational + Abi","348","0.289150988509888","0.263195135397402","0.315106841622374","3"
"Sometimes","2007","general elemantary","871","0.389095393284675","0.368796238389405","0.409394548179945","3"
"Sometimes","2007","middle vocational","3605","0.356676394587827","0.347443906636415","0.36590888253924","3"
"Sometimes","2007","inadequately","88","0.389238273194974","0.324365584216192","0.454110962173756","3"
"Sometimes","2007","higher vocational","539","0.346781342482847","0.32298729579466","0.370575389171034","3"
"Sometimes","2007","higher education","1472","0.34163619179066","0.327613448774096","0.355658934807223","3"
"Sometimes","2007","in school","77","0.271492512284932","0.224289812438753","0.31869521213111","3"
"Very often","2007","middle vocational","828","0.0854926798604115","0.0801034726722135","0.0908818870486096","5"
"Very often","2007","higher vocational","108","0.0644111690262893","0.0521386345085225","0.076683703544056","5"
"Very often","2007","vocational + Abi","115","0.0928599625734074","0.0762436097586466","0.109476315388168","5"
"Very often","2007","inadequately","16","","","","5"
"Very often","2007","higher education","352","0.0838152974027237","0.0756217640106084","0.092008830794839","5"
"Very often","2007","in school","54","0.128143211157103","0.0926666692843543","0.163619753029852","5"
"Very often","2007","general elemantary","171","0.0729165488199919","0.0620913550248808","0.0837417426151031","5"
"Very rare","2007","in school","","","","","1"
"Very rare","2007","inadequately","11","","","","1"
"Very rare","2007","general elemantary","88","0.0404729739442055","0.0322680534423452","0.0486778944460657","1"
"Very rare","2007","middle vocational","275","0.0289613433010922","0.0257291715334289","0.0321935150687556","1"
"Very rare","2007","vocational + Abi","28","","","","1"
"Very rare","2007","higher vocational","42","0.034484002921482","0.0253617999590215","0.0436062058839425","1"
"Very rare","2007","higher education","74","0.0258117070705051","0.0211230563454718","0.0305003577955384","1"
"Often","2008","higher vocational","651","0.437772692435787","0.411941558727357","0.463603826144218","4"
"Often","2008","vocational + Abi","558","0.513163070919676","0.483598854294848","0.542727287544505","4"
"Often","2008","in school","190","0.521364045373811","0.469178532287366","0.573549558460257","4"
"Often","2008","higher education","2097","0.464715495939963","0.449629948795119","0.479801043084808","4"
"Often","2008","inadequately","56","0.296753186732704","0.231101906262872","0.362404467202536","4"
"Often","2008","middle vocational","4321","0.419432209801432","0.409633218176922","0.429231201425942","4"
"Often","2008","general elemantary","766","0.366618203260896","0.34563517470398","0.387601231817812","4"
"Rarely","2008","higher education","296","0.0802085735538662","0.0719931448950825","0.08842400221265","2"
"Rarely","2008","higher vocational","114","0.0897679313455323","0.0748846106203128","0.104651252070752","2"
"Rarely","2008","middle vocational","933","0.107767167901995","0.101609640354798","0.113924695449191","2"
"Rarely","2008","in school","13","","","","2"
"Rarely","2008","vocational + Abi","80","0.0817164397791219","0.065513640792175","0.0979192387660689","2"
"Rarely","2008","inadequately","30","0.155150956130478","0.103120407472658","0.207181504788298","2"
"Rarely","2008","general elemantary","279","0.153950574210502","0.13823548341366","0.169665665007344","2"
"Sometimes","2008","vocational + Abi","335","0.309167617050119","0.281831913009344","0.336503321090894","3"
"Sometimes","2008","middle vocational","3442","0.359310392681433","0.349782809315571","0.368837976047295","3"
"Sometimes","2008","higher education","1436","0.363117497244624","0.348572005750992","0.377662988738256","3"
"Sometimes","2008","in school","88","0.27594492923998","0.229249564945091","0.322640293534868","3"
"Sometimes","2008","inadequately","77","0.435752223288985","0.364492135509318","0.507012311068651","3"
"Sometimes","2008","general elemantary","745","0.360533845574719","0.339625957211271","0.381441733938167","3"
"Sometimes","2008","higher vocational","513","0.368078419905123","0.342967366179491","0.393189473630754","3"
"Very often","2008","middle vocational","781","0.0787543744110907","0.0734056639296409","0.0841030848925405","5"
"Very often","2008","vocational + Abi","101","0.0760420172248135","0.0603636855905782","0.0917203488590487","5"
"Very often","2008","higher education","300","0.0693115032039588","0.0616294026829946","0.076993603724923","5"
"Very often","2008","higher vocational","102","0.0698554946453577","0.0565834246188036","0.0831275646719119","5"
"Very often","2008","in school","58","0.167471674831098","0.128464279636401","0.206479070025795","5"
"Very often","2008","inadequately","13","","","","5"
"Very often","2008","general elemantary","163","0.0832521071847686","0.0712225137956515","0.0952817005738857","5"
"Very rare","2008","in school","3","","","","1"
"Very rare","2008","inadequately","10","","","","1"
"Very rare","2008","general elemantary","73","0.0356452697691141","0.0275720322291253","0.0437185073091029","1"
"Very rare","2008","middle vocational","265","0.0347358552040498","0.0310997527357644","0.0383719576723351","1"
"Very rare","2008","vocational + Abi","24","","","","1"
"Very rare","2008","higher vocational","37","0.0345254616681999","0.0250193409372263","0.0440315823991734","1"
"Very rare","2008","higher education","70","0.0226469300575878","0.0181470020696795","0.0271468580454961","1"
"Often","2009","middle vocational","3975","0.420191109504018","0.410026333853692","0.430355885154345","4"
"Often","2009","vocational + Abi","485","0.474617344400166","0.443652064137926","0.505582624662406","4"
"Often","2009","higher education","2004","0.467659785402471","0.452266470179006","0.483053100625935","4"
"Often","2009","inadequately","46","0.237717390581683","0.173347624142743","0.302087157020623","4"
"Often","2009","higher vocational","613","0.456813323075183","0.430022072335093","0.483604573815272","4"
"Often","2009","in school","172","0.574224133567986","0.519358293239304","0.629089973896669","4"
"Often","2009","general elemantary","605","0.345122878468099","0.323154434665111","0.367091322271088","4"
"Rarely","2009","higher education","333","0.0921897465529088","0.0832646820281087","0.101114811077709","2"
"Rarely","2009","middle vocational","935","0.11971542653851","0.113030162925301","0.126400690151719","2"
"Rarely","2009","vocational + Abi","76","0.0739445124002926","0.0577175650723178","0.0901714597282674","2"
"Rarely","2009","higher vocational","127","0.0947431283526311","0.0789921030576658","0.110494153647596","2"
"Rarely","2009","in school","11","","","","2"
"Rarely","2009","general elemantary","295","0.168844401596143","0.151533606761155","0.186155196431131","2"
"Rarely","2009","inadequately","27","","","","2"
"Sometimes","2009","vocational + Abi","333","0.358326757018604","0.328592168596703","0.388061345440505","3"
"Sometimes","2009","middle vocational","3238","0.355251748172189","0.345395874430338","0.365107621914041","3"
"Sometimes","2009","inadequately","78","0.493956112547568","0.418354384244902","0.569557840850234","3"
"Sometimes","2009","general elemantary","700","0.378870216384873","0.356453658853657","0.40128677391609","3"
"Sometimes","2009","higher education","1306","0.329139426077628","0.314642410662821","0.343636441492434","3"
"Sometimes","2009","in school","63","0.204674872800924","0.159906077249098","0.24944366835275","3"
"Sometimes","2009","higher vocational","463","0.348384206918709","0.322758604491163","0.374009809346254","3"
"Very often","2009","higher vocational","74","0.0588099398394398","0.0461563693995069","0.0714635102793728","5"
"Very often","2009","vocational + Abi","83","0.0734467203800738","0.0572701388954029","0.0896233018647447","5"
"Very often","2009","middle vocational","640","0.0706245094523197","0.0653485036737095","0.07590051523093","5"
"Very often","2009","inadequately","10","","","","5"
"Very often","2009","general elemantary","122","0.0635884226100097","0.052312426365883","0.0748644188541363","5"
"Very often","2009","in school","65","0.178077269076062","0.135626014156662","0.220528523995462","5"
"Very often","2009","higher education","324","0.0870589578149184","0.0783613341970127","0.0957565814328241","5"
"Very rare","2009","in school","1","","","","1"
"Very rare","2009","inadequately","7","","","","1"
"Very rare","2009","general elemantary","77","0.0435740809408748","0.034140593062892","0.0530075688188577","1"
"Very rare","2009","middle vocational","270","0.0342172063329622","0.0304735675391154","0.037960845126809","1"
"Very rare","2009","vocational + Abi","22","","","","1"
"Very rare","2009","higher education","69","0.0239520841520746","0.0192349336161721","0.028669234687977","1"
"Very rare","2009","higher vocational","51","0.041249401814038","0.0305536650722809","0.0519451385557951","1"
"Often","2010","middle vocational","3730","0.422538075813477","0.411921475866603","0.433154675760352","4"
"Often","2010","higher education","1925","0.461571098216027","0.445795266049921","0.477346930382132","4"
"Often","2010","vocational + Abi","471","0.446040459409179","0.414347825266456","0.477733093551901","4"
"Often","2010","higher vocational","585","0.463583194796265","0.435993858194947","0.491172531397583","4"
"Often","2010","in school","154","0.564424966272384","0.505172484094056","0.623677448450712","4"
"Often","2010","inadequately","36","0.217379333759792","0.149056030409386","0.285702637110198","4"
"Often","2010","general elemantary","622","0.359483550706689","0.336203031120695","0.382764070292684","4"
"Rarely","2010","higher education","284","0.0875448717158555","0.0786009105410502","0.0964888328906608","2"
"Rarely","2010","middle vocational","813","0.109399296478374","0.102690577003956","0.116108015952793","2"
"Rarely","2010","vocational + Abi","75","0.0772763474637806","0.0602511833629566","0.0943015115646047","2"
"Rarely","2010","higher vocational","109","0.0893882319231858","0.0736036519099856","0.105172811936386","2"
"Rarely","2010","in school","12","","","","2"
"Rarely","2010","inadequately","22","","","","2"
"Rarely","2010","general elemantary","199","0.152838089383371","0.135380389454121","0.170295789312622","2"
"Sometimes","2010","middle vocational","2929","0.364178828515584","0.353836562827389","0.37452109420378","3"
"Sometimes","2010","vocational + Abi","291","0.362887755901388","0.332230991237882","0.393544520564894","3"
"Sometimes","2010","inadequately","56","0.413762205573736","0.332179822129302","0.495344589018171","3"
"Sometimes","2010","in school","58","0.223065684147224","0.173317127475427","0.272814240819021","3"
"Sometimes","2010","general elemantary","632","0.380228791035856","0.356676876760132","0.403780705311581","3"
"Sometimes","2010","higher vocational","451","0.359245076439726","0.33270100017545","0.385789152704003","3"
