"plh0186","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","16-34 y.","Full Time","21","","",""
"Very rare","2007","16-34 y.","Part Time","15","","",""
"Very rare","2007","16-34 y.","Not Working","16","","",""
"Very rare","2007","35-65 y.","Full Time","110","0.0272583757216387","0.023085302384059","0.0314314490592185"
"Very rare","2007","35-65 y.","Part Time","63","0.0233124913136818","0.0179765671855894","0.0286484154417742"
"Very rare","2007","35-65 y.","Not Working","112","0.0511337450565935","0.0425557301234343","0.0597117599897527"
"Very rare","2007","66 and older","Full Time","","","",""
"Very rare","2007","66 and older","Part Time","3","","",""
"Very rare","2007","66 and older","Not Working","189","0.0485908042884331","0.0420174370451239","0.0551641715317423"
"Rarely","2007","16-34 y.","Full Time","108","0.0630468866204868","0.0522924084744314","0.0738013647665421"
"Rarely","2007","16-34 y.","Part Time","68","0.0584868208382807","0.0463115588881942","0.0706620827883671"
"Rarely","2007","16-34 y.","Not Working","80","0.0674373588211206","0.0539597901389167","0.0809149275033246"
"Rarely","2007","35-65 y.","Full Time","472","0.0897892380357992","0.0824628417427049","0.0971156343288936"
"Rarely","2007","35-65 y.","Part Time","266","0.105122905810202","0.0942769492720146","0.115968862348389"
"Rarely","2007","35-65 y.","Not Working","349","0.155814901491989","0.141691027583489","0.169938775400488"
"Rarely","2007","66 and older","Full Time","5","","",""
"Rarely","2007","66 and older","Part Time","19","","",""
"Rarely","2007","66 and older","Not Working","566","0.15130851861122","0.140352978550562","0.162264058671878"
"Sometimes","2007","16-34 y.","Full Time","513","0.26520369229596","0.245670561629174","0.284736822962747"
"Sometimes","2007","16-34 y.","Part Time","349","0.248561909213913","0.226138585045454","0.270985233382372"
"Sometimes","2007","16-34 y.","Not Working","361","0.301553481999563","0.276889055444727","0.326217908554399"
"Sometimes","2007","35-65 y.","Full Time","2142","0.370079061720352","0.357705419349332","0.382452704091371"
"Sometimes","2007","35-65 y.","Part Time","1076","0.348025164635203","0.331180660695133","0.364869668575273"
"Sometimes","2007","35-65 y.","Not Working","935","0.386141549881319","0.367181569522862","0.405101530239776"
"Sometimes","2007","66 and older","Full Time","17","","",""
"Sometimes","2007","66 and older","Part Time","84","0.431908039175012","0.366002306914023","0.497813771436"
"Sometimes","2007","66 and older","Not Working","1640","0.400123760638399","0.385145713910023","0.415101807366775"
"Often","2007","16-34 y.","Full Time","1017","0.510178077799203","0.488058410258738","0.532297745339669"
"Often","2007","16-34 y.","Part Time","767","0.498917597522268","0.472975499787973","0.524859695256563"
"Often","2007","16-34 y.","Not Working","681","0.473938060129499","0.447103065982999","0.500773054275999"
"Often","2007","35-65 y.","Full Time","2745","0.447828672048473","0.435084836631896","0.460572507465049"
"Often","2007","35-65 y.","Part Time","1473","0.44762834974822","0.430044580827482","0.465212118668958"
"Often","2007","35-65 y.","Not Working","982","0.351716529665135","0.333120965451294","0.370312093878977"
"Often","2007","66 and older","Full Time","29","","",""
"Often","2007","66 and older","Part Time","92","0.357424538983546","0.293660990889926","0.421188087077166"
"Often","2007","66 and older","Not Working","1503","0.350421339770604","0.335835268626348","0.365007410914859"
"Very often","2007","16-34 y.","Full Time","303","0.15004216273384","0.134240458137769","0.165843867329912"
"Very often","2007","16-34 y.","Part Time","228","0.184672331683643","0.164539581204821","0.204805082162465"
"Very often","2007","16-34 y.","Not Working","192","0.138960687867309","0.120370672947878","0.157550702786741"
"Very often","2007","35-65 y.","Full Time","380","0.0650446524737378","0.0587247771010462","0.0713645278464294"
"Very often","2007","35-65 y.","Part Time","194","0.0759110884926936","0.0665452433176979","0.0852769336676893"
"Very often","2007","35-65 y.","Not Working","155","0.0551932739049633","0.0463003400460598","0.0640862077638668"
"Very often","2007","66 and older","Full Time","3","","",""
"Very often","2007","66 and older","Part Time","19","","",""
"Very often","2007","66 and older","Not Working","212","0.049555576691344","0.0429206395808179","0.0561905138018701"
"Very rare","2008","16-34 y.","Full Time","15","","",""
"Very rare","2008","16-34 y.","Part Time","14","","",""
"Very rare","2008","16-34 y.","Not Working","15","","",""
"Very rare","2008","35-65 y.","Full Time","99","0.022864811923146","0.018941193198611","0.0267884306476809"
"Very rare","2008","35-65 y.","Part Time","68","0.0314745548655699","0.0250868850565876","0.0378622246745521"
"Very rare","2008","35-65 y.","Not Working","103","0.0606618189201148","0.0507253072645468","0.0705983305756827"
"Very rare","2008","66 and older","Full Time","1","","",""
"Very rare","2008","66 and older","Part Time","4","","",""
"Very rare","2008","66 and older","Not Working","171","0.0453885077591221","0.0389714460162988","0.0518055695019454"
"Rarely","2008","16-34 y.","Full Time","90","0.0554479643255977","0.0450364271907784","0.065859501460417"
"Rarely","2008","16-34 y.","Part Time","85","0.0782140807558031","0.0636905156609158","0.0927376458506903"
"Rarely","2008","16-34 y.","Not Working","69","0.0580749306656076","0.0448031132886358","0.0713467480425794"
"Rarely","2008","35-65 y.","Full Time","453","0.0938491860941547","0.0861942573420928","0.101504114846217"
"Rarely","2008","35-65 y.","Part Time","285","0.112314851278639","0.10076290360929","0.123866798947988"
"Rarely","2008","35-65 y.","Not Working","282","0.150518545692611","0.135633944527222","0.165403146857999"
"Rarely","2008","66 and older","Full Time","1","","",""
"Rarely","2008","66 and older","Part Time","14","","",""
"Rarely","2008","66 and older","Not Working","492","0.137480222370919","0.12686437708557","0.148096067656268"
"Sometimes","2008","16-34 y.","Full Time","482","0.267671777901215","0.247529282071513","0.287814273730918"
"Sometimes","2008","16-34 y.","Part Time","348","0.276394655707669","0.25220490283537","0.300584408579968"
"Sometimes","2008","16-34 y.","Not Working","364","0.319690368545254","0.293226949425287","0.346153787665221"
"Sometimes","2008","35-65 y.","Full Time","2041","0.389175062145973","0.376376636885575","0.401973487406372"
"Sometimes","2008","35-65 y.","Part Time","982","0.354640439601285","0.337137856633563","0.372143022569008"
"Sometimes","2008","35-65 y.","Not Working","810","0.362485619407041","0.342475225943062","0.38249601287102"
"Sometimes","2008","66 and older","Full Time","25","","",""
"Sometimes","2008","66 and older","Part Time","81","0.376395810266158","0.313783305828378","0.439008314703938"
"Sometimes","2008","66 and older","Not Working","1594","0.388968686255478","0.373939378067793","0.403997994443163"
"Often","2008","16-34 y.","Full Time","1023","0.529489782643429","0.506782120364752","0.552197444922106"
"Often","2008","16-34 y.","Part Time","658","0.48442430265281","0.457392506218519","0.511456099087101"
"Often","2008","16-34 y.","Not Working","584","0.465283078597752","0.436979036449197","0.493587120746307"
"Often","2008","35-65 y.","Full Time","2606","0.433574408617576","0.420565858072955","0.446582959162196"
"Often","2008","35-65 y.","Part Time","1359","0.439894633886483","0.421734613091656","0.45805465468131"
"Often","2008","35-65 y.","Not Working","871","0.358621338767434","0.33865766052792","0.378585017006948"
"Often","2008","66 and older","Full Time","28","","",""
"Often","2008","66 and older","Part Time","116","0.471673530364343","0.407159212394202","0.536187848334484"
"Often","2008","66 and older","Not Working","1564","0.374459430082574","0.359539043931952","0.389379816233195"
"Very often","2008","16-34 y.","Full Time","246","0.132837400955357","0.117396609437616","0.148278192473098"
"Very often","2008","16-34 y.","Part Time","208","0.142160185468312","0.123271235415728","0.161049135520895"
"Very often","2008","16-34 y.","Not Working","161","0.138711325195209","0.119097685277158","0.158324965113261"
"Very often","2008","35-65 y.","Full Time","376","0.0605365312191504","0.0542765306928251","0.0667965317454758"
"Very often","2008","35-65 y.","Part Time","176","0.061675520368023","0.0528743571076019","0.0704766836284441"
"Very often","2008","35-65 y.","Not Working","151","0.0677126772127996","0.0572540393281684","0.0781713150974308"
"Very often","2008","66 and older","Full Time","3","","",""
"Very often","2008","66 and older","Part Time","15","","",""
"Very often","2008","66 and older","Not Working","221","0.053703153531908","0.0467534940236569","0.0606528130401591"
"Very rare","2009","16-34 y.","Full Time","12","","",""
"Very rare","2009","16-34 y.","Part Time","12","","",""
"Very rare","2009","16-34 y.","Not Working","11","","",""
"Very rare","2009","35-65 y.","Full Time","104","0.0245153376836012","0.0203105634489068","0.0287201119182957"
"Very rare","2009","35-65 y.","Part Time","74","0.0331615842221606","0.0264582919252264","0.0398648765190947"
"Very rare","2009","35-65 y.","Not Working","83","0.0563867067580834","0.0460904357118411","0.0666829778043258"
"Very rare","2009","66 and older","Full Time","","","",""
"Very rare","2009","66 and older","Part Time","13","","",""
"Very rare","2009","66 and older","Not Working","193","0.0552181609404139","0.0480117762958119","0.0624245455850159"
"Rarely","2009","16-34 y.","Full Time","77","0.0564364958808392","0.0455656047920519","0.0673073869696264"
"Rarely","2009","16-34 y.","Part Time","84","0.0831974747855131","0.0677631189674652","0.0986318306035609"
"Rarely","2009","16-34 y.","Not Working","66","0.0671028536982715","0.0518452859334454","0.0823604214630977"
"Rarely","2009","35-65 y.","Full Time","449","0.0935492186937261","0.0856313970253866","0.101467040362065"
"Rarely","2009","35-65 y.","Part Time","296","0.125753470208876","0.113340648398811","0.138166292018941"
"Rarely","2009","35-65 y.","Not Working","288","0.166888784426254","0.150244710254927","0.183532858597581"
"Rarely","2009","66 and older","Full Time","5","","",""
"Rarely","2009","66 and older","Part Time","22","","",""
"Rarely","2009","66 and older","Not Working","545","0.157190845393235","0.145706957381699","0.168674733404772"
"Sometimes","2009","16-34 y.","Full Time","488","0.276539237520493","0.255468223868023","0.297610251172962"
"Sometimes","2009","16-34 y.","Part Time","307","0.272295776610766","0.247419038411794","0.297172514809738"
"Sometimes","2009","16-34 y.","Not Working","267","0.258822103068078","0.232112966981182","0.285531239154973"
"Sometimes","2009","35-65 y.","Full Time","1859","0.364686703253212","0.351598878933365","0.37777452757306"
"Sometimes","2009","35-65 y.","Part Time","969","0.364760197222255","0.34673972591611","0.382780668528399"
