"plh0186","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Full Time","in school","","","",""
"Very rare","2007","Full Time","inadequately","2","","",""
"Very rare","2007","Full Time","general elemantary","16","","",""
"Very rare","2007","Full Time","middle vocational","55","0.0185405713874042","0.014218480131163","0.0228626626436453"
"Very rare","2007","Full Time","vocational + Abi","11","","",""
"Very rare","2007","Full Time","higher vocational","19","","",""
"Very rare","2007","Full Time","higher education","28","","",""
"Very rare","2007","Part Time","in school","","","",""
"Very rare","2007","Part Time","inadequately","1","","",""
"Very rare","2007","Part Time","general elemantary","9","","",""
"Very rare","2007","Part Time","middle vocational","46","0.0216622597898882","0.0159141636570153","0.0274103559227611"
"Very rare","2007","Part Time","vocational + Abi","3","","",""
"Very rare","2007","Part Time","higher vocational","5","","",""
"Very rare","2007","Part Time","higher education","14","","",""
"Very rare","2007","Not Working","in school","","","",""
"Very rare","2007","Not Working","inadequately","8","","",""
"Very rare","2007","Not Working","general elemantary","63","0.0503328943887135","0.0385206670561826","0.0621451217212443"
"Very rare","2007","Not Working","middle vocational","174","0.0426389956500398","0.0364808255022426","0.0487971657978369"
"Very rare","2007","Not Working","vocational + Abi","14","","",""
"Very rare","2007","Not Working","higher vocational","18","","",""
"Very rare","2007","Not Working","higher education","32","0.0375699880267255","0.026603635418446","0.048536340635005"
"Rarely","2007","Full Time","in school","","","",""
"Rarely","2007","Full Time","inadequately","3","","",""
"Rarely","2007","Full Time","general elemantary","29","","",""
"Rarely","2007","Full Time","middle vocational","311","0.0897206702642861","0.080564164046763","0.0988771764818092"
"Rarely","2007","Full Time","vocational + Abi","34","0.0649540025641339","0.0444508309752593","0.0854571741530086"
"Rarely","2007","Full Time","higher vocational","52","0.0635133157328812","0.0457238588791396","0.0813027725866228"
"Rarely","2007","Full Time","higher education","151","0.0787875376513969","0.0677606048043445","0.0898144704984494"
"Rarely","2007","Part Time","in school","2","","",""
"Rarely","2007","Part Time","inadequately","8","","",""
"Rarely","2007","Part Time","general elemantary","42","0.108406654057862","0.0799960443114545","0.136817263804269"
"Rarely","2007","Part Time","middle vocational","191","0.0875740715468043","0.0764127834287779","0.0987353596648306"
"Rarely","2007","Part Time","vocational + Abi","24","","",""
"Rarely","2007","Part Time","higher vocational","19","","",""
"Rarely","2007","Part Time","higher education","59","0.0830084789997435","0.0654273641544287","0.100589593845058"
"Rarely","2007","Not Working","in school","10","","",""
"Rarely","2007","Not Working","inadequately","27","","",""
"Rarely","2007","Not Working","general elemantary","241","0.188111240283124","0.166996984216384","0.209225496349863"
"Rarely","2007","Not Working","middle vocational","522","0.142342653654172","0.13169301753097","0.152992289777374"
"Rarely","2007","Not Working","vocational + Abi","38","0.127992506500707","0.0898692963119228","0.166115716689492"
"Rarely","2007","Not Working","higher vocational","45","0.105872300954742","0.0787681103976103","0.132976491511873"
"Rarely","2007","Not Working","higher education","103","0.09703949581452","0.0799682293262943","0.114110762302746"
"Sometimes","2007","Full Time","in school","","","",""
"Sometimes","2007","Full Time","inadequately","16","","",""
"Sometimes","2007","Full Time","general elemantary","159","0.357117266576104","0.312346651804442","0.401887881347767"
"Sometimes","2007","Full Time","middle vocational","1285","0.346449591092858","0.331203596151411","0.361695586034304"
"Sometimes","2007","Full Time","vocational + Abi","180","0.330285647607523","0.291157322920514","0.369413972294532"
"Sometimes","2007","Full Time","higher vocational","243","0.311913011080318","0.278120698735429","0.345705323425206"
"Sometimes","2007","Full Time","higher education","761","0.336073895018382","0.316739823271965","0.355407966764798"
"Sometimes","2007","Part Time","in school","12","","",""
"Sometimes","2007","Part Time","inadequately","15","","",""
"Sometimes","2007","Part Time","general elemantary","175","0.360936802584152","0.317047703862853","0.40482590130545"
"Sometimes","2007","Part Time","middle vocational","756","0.311444877203868","0.293160183399213","0.329729571008523"
"Sometimes","2007","Part Time","vocational + Abi","93","0.241428249788724","0.194685685848875","0.288170813728574"
"Sometimes","2007","Part Time","higher vocational","114","0.409481927900548","0.355604473484043","0.463359382317054"
"Sometimes","2007","Part Time","higher education","303","0.313705256587853","0.284137473940399","0.343273039235308"
"Sometimes","2007","Not Working","in school","65","0.280239178926064","0.228549049516375","0.331929308335752"
"Sometimes","2007","Not Working","inadequately","57","0.37508697380761","0.294310604728708","0.455863342886511"
"Sometimes","2007","Not Working","general elemantary","537","0.409783453376104","0.383212750329109","0.436354156423098"
"Sometimes","2007","Not Working","middle vocational","1564","0.391484713648216","0.376608120540362","0.40636130675607"
"Sometimes","2007","Not Working","vocational + Abi","75","0.265354051617151","0.21497047562169","0.315737627612611"
"Sometimes","2007","Not Working","higher vocational","182","0.360198268393106","0.317908139630103","0.402488397156109"
"Sometimes","2007","Not Working","higher education","408","0.372065019654378","0.344189443154317","0.39994059615444"
"Often","2007","Full Time","in school","","","",""
"Often","2007","Full Time","inadequately","11","","",""
"Often","2007","Full Time","general elemantary","192","0.445886946477171","0.399442550132885","0.492331342821457"
"Often","2007","Full Time","middle vocational","1760","0.453177390109987","0.437227652307288","0.469127127912686"
"Often","2007","Full Time","vocational + Abi","274","0.48836704964901","0.446780390801874","0.529953708496146"
"Often","2007","Full Time","higher vocational","356","0.518337676349824","0.481891059667865","0.554784293031784"
"Often","2007","Full Time","higher education","1166","0.47760750153532","0.457162831801392","0.498052171269248"
"Often","2007","Part Time","in school","32","0.605294286245224","0.471146658581013","0.739441913909436"
"Often","2007","Part Time","inadequately","15","","",""
"Often","2007","Part Time","general elemantary","186","0.39762442354769","0.352900553294508","0.442348293800871"
"Often","2007","Part Time","middle vocational","1251","0.466016870951793","0.446320222802019","0.485713519101568"
"Often","2007","Part Time","vocational + Abi","161","0.519775447007416","0.465205916672702","0.574344977342131"
"Often","2007","Part Time","higher vocational","161","0.449529855234585","0.3950269996659","0.504032710803271"
"Often","2007","Part Time","higher education","481","0.47988744829051","0.448051273125699","0.511723623455321"
"Often","2007","Not Working","in school","166","0.532650351349936","0.475226652784761","0.590074049915112"
"Often","2007","Not Working","inadequately","38","0.277019367466199","0.202352669413504","0.351686065518895"
"Often","2007","Not Working","general elemantary","396","0.296191334586786","0.271523352436577","0.320859316736996"
"Often","2007","Not Working","middle vocational","1598","0.359746433575225","0.345118445898058","0.374374421252392"
"Often","2007","Not Working","vocational + Abi","150","0.498417661805688","0.441361190019251","0.555474133592125"
"Often","2007","Not Working","higher vocational","215","0.42439805712158","0.380857567278836","0.467938546964323"
"Often","2007","Not Working","higher education","536","0.427617688219445","0.399085963069513","0.456149413369377"
"Very often","2007","Full Time","in school","","","",""
"Very often","2007","Full Time","inadequately","6","","",""
"Very often","2007","Full Time","general elemantary","44","0.0749978966414861","0.0503875543172854","0.0996082389656867"
"Very often","2007","Full Time","middle vocational","331","0.0921117771454653","0.0828462534434318","0.101377300847499"
"Very often","2007","Full Time","vocational + Abi","56","0.0965417783037514","0.0719713184994104","0.121112238108093"
"Very often","2007","Full Time","higher vocational","52","0.0712386152069707","0.0524761758395387","0.0900010545744026"
"Very often","2007","Full Time","higher education","187","0.0842315758188416","0.0728637775275046","0.0955993741101785"
"Very often","2007","Part Time","in school","5","","",""
"Very often","2007","Part Time","inadequately","2","","",""
"Very often","2007","Part Time","general elemantary","48","0.121844353270621","0.0919521705774116","0.15173653596383"
"Very often","2007","Part Time","middle vocational","220","0.113301920507646","0.100786822387988","0.125817018627304"
"Very often","2007","Part Time","vocational + Abi","41","0.135695317057192","0.098289769347881","0.173100864766503"
"Very often","2007","Part Time","higher vocational","21","","",""
"Very often","2007","Part Time","higher education","89","0.107495072191828","0.0877571191232136","0.127233025260443"
"Very often","2007","Not Working","in school","49","0.130743496235034","0.0919433722288641","0.169543620241204"
"Very often","2007","Not Working","inadequately","8","","",""
"Very often","2007","Not Working","general elemantary","79","0.0555810773652725","0.0432026359145042","0.0679595188160407"
"Very often","2007","Not Working","middle vocational","277","0.0637872034723472","0.0563387792842822","0.0712356276604122"
"Very often","2007","Not Working","vocational + Abi","18","","",""
"Very often","2007","Not Working","higher vocational","35","0.0652183787137149","0.0434670609364421","0.0869696964909877"
"Very often","2007","Not Working","higher education","76","0.0657078082849311","0.0514186400585368","0.0799969765113254"
"Very rare","2008","Full Time","in school","","","",""
"Very rare","2008","Full Time","inadequately","3","","",""
"Very rare","2008","Full Time","general elemantary","7","","",""
"Very rare","2008","Full Time","middle vocational","56","0.0239769882123002","0.0189853606963465","0.0289686157282539"
"Very rare","2008","Full Time","vocational + Abi","9","","",""
"Very rare","2008","Full Time","higher vocational","12","","",""
"Very rare","2008","Full Time","higher education","26","","",""
"Very rare","2008","Part Time","in school","1","","",""
"Very rare","2008","Part Time","inadequately","","","",""
"Very rare","2008","Part Time","general elemantary","9","","",""
"Very rare","2008","Part Time","middle vocational","48","0.0278076927601624","0.0210793214151051","0.0345360641052197"
"Very rare","2008","Part Time","vocational + Abi","6","","",""
"Very rare","2008","Part Time","higher vocational","7","","",""
"Very rare","2008","Part Time","higher education","12","","",""
"Very rare","2008","Not Working","in school","2","","",""
"Very rare","2008","Not Working","inadequately","7","","",""
"Very rare","2008","Not Working","general elemantary","57","0.0518385685677601","0.0392686697599696","0.0644084673755507"
"Very rare","2008","Not Working","middle vocational","161","0.0493000429902621","0.0424526088321058","0.0561474771484184"
"Very rare","2008","Not Working","vocational + Abi","9","","",""
"Very rare","2008","Not Working","higher vocational","18","","",""
"Very rare","2008","Not Working","higher education","32","0.0255858730716249","0.0164916475935626","0.0346800985496872"
"Rarely","2008","Full Time","in school","","","",""
"Rarely","2008","Full Time","inadequately","3","","",""
"Rarely","2008","Full Time","general elemantary","32","0.122025738812508","0.090796709842178","0.153254767782839"
"Rarely","2008","Full Time","middle vocational","295","0.0915613469294637","0.0821507165643823","0.100971977294545"
"Rarely","2008","Full Time","vocational + Abi","27","","",""
"Rarely","2008","Full Time","higher vocational","50","0.0814704342526004","0.0607102234234388","0.102230645081762"
"Rarely","2008","Full Time","higher education","133","0.0711568023243139","0.0602797142199373","0.0820338904286905"
"Rarely","2008","Part Time","in school","5","","",""
"Rarely","2008","Part Time","inadequately","4","","",""
"Rarely","2008","Part Time","general elemantary","50","0.113986682936054","0.0831878954167909","0.144785470455317"
"Rarely","2008","Part Time","middle vocational","203","0.103876993911142","0.0913918117165576","0.116362176105727"
"Rarely","2008","Part Time","vocational + Abi","28","","",""
"Rarely","2008","Part Time","higher vocational","23","","",""
"Rarely","2008","Part Time","higher education","65","0.0738715872171988","0.0567355304312019","0.0910076440031956"
"Rarely","2008","Not Working","in school","8","","",""
"Rarely","2008","Not Working","inadequately","23","","",""
"Rarely","2008","Not Working","general elemantary","197","0.178645449418171","0.156927168253409","0.200363730582933"
"Rarely","2008","Not Working","middle vocational","435","0.125877508987505","0.115385885512211","0.136369132462798"
"Rarely","2008","Not Working","vocational + Abi","25","","",""
"Rarely","2008","Not Working","higher vocational","41","0.10532384377827","0.0771798145772588","0.133467872979282"
"Rarely","2008","Not Working","higher education","98","0.101423961542047","0.0840362865857695","0.118811636498325"
"Sometimes","2008","Full Time","in school","1","","",""
"Sometimes","2008","Full Time","inadequately","9","","",""
"Sometimes","2008","Full Time","general elemantary","142","0.343466498708847","0.298159791163944","0.38877320625375"
"Sometimes","2008","Full Time","middle vocational","1230","0.349269555775282","0.333713633832005","0.36482547771856"
"Sometimes","2008","Full Time","vocational + Abi","162","0.363914737680615","0.32224021837755","0.405589256983681"
"Sometimes","2008","Full Time","higher vocational","242","0.387026892019258","0.350063105260331","0.423990678778185"
"Sometimes","2008","Full Time","higher education","736","0.370719288478768","0.350284128888812","0.391154448068724"
"Sometimes","2008","Part Time","in school","14","","",""
"Sometimes","2008","Part Time","inadequately","15","","",""
"Sometimes","2008","Part Time","general elemantary","140","0.340133252440437","0.294219889412415","0.386046615468459"
"Sometimes","2008","Part Time","middle vocational","733","0.340547001952828","0.321154589549789","0.359939414355866"
"Sometimes","2008","Part Time","vocational + Abi","100","0.259797374963895","0.21241216254779","0.307182587379999"
"Sometimes","2008","Part Time","higher vocational","100","0.332544460561798","0.278599570710389","0.386489350413208"
"Sometimes","2008","Part Time","higher education","281","0.332670286555728","0.301801908481999","0.363538664629456"
"Sometimes","2008","Not Working","in school","73","0.268816423563239","0.21752458626503","0.320108260861447"
"Sometimes","2008","Not Working","inadequately","53","0.530565665504671","0.4397467957404","0.621384535268941"
"Sometimes","2008","Not Working","general elemantary","463","0.37342580337429","0.3460004297165","0.400851177032079"
"Sometimes","2008","Not Working","middle vocational","1479","0.380093297851382","0.364740386205342","0.395446209497421"
"Sometimes","2008","Not Working","vocational + Abi","73","0.267074297033571","0.212982980432043","0.321165613635098"
"Sometimes","2008","Not Working","higher vocational","171","0.362732748368957","0.318652485591684","0.40681301114623"
"Sometimes","2008","Not Working","higher education","419","0.371613077411763","0.343780535296793","0.399445619526733"
"Often","2008","Full Time","in school","","","",""
"Often","2008","Full Time","inadequately","18","","",""
"Often","2008","Full Time","general elemantary","204","0.413142562731646","0.36616308964563","0.460122035817662"
"Often","2008","Full Time","middle vocational","1700","0.449443823358548","0.433212521504241","0.465675125212856"
"Often","2008","Full Time","vocational + Abi","263","0.503365864418324","0.46005735122879","0.546674377607858"
"Often","2008","Full Time","higher vocational","325","0.463327513333052","0.425484659113262","0.501170367552842"
"Often","2008","Full Time","higher education","1097","0.474124380409187","0.452998204354893","0.495250556463482"
"Often","2008","Part Time","in school","34","0.528052214140738","0.405747410563858","0.650357017717618"
"Often","2008","Part Time","inadequately","10","","",""
"Often","2008","Part Time","general elemantary","153","0.3817334463456","0.334651498687697","0.428815394003503"
"Often","2008","Part Time","middle vocational","1112","0.443341289553366","0.423012338091966","0.463670241014765"
"Often","2008","Part Time","vocational + Abi","167","0.555079492726664","0.501380153061322","0.608778832392005"
"Often","2008","Part Time","higher vocational","138","0.449413579165397","0.392456183377532","0.506370974953261"
