"plh0186","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","Schleswig-Holstein","Not Employed","5","","",""
"Very rare","2007","Schleswig-Holstein","Employed","14","","",""
"Very rare","2007","Hamburg","Not Employed","4","","",""
"Very rare","2007","Hamburg","Employed","","","",""
"Very rare","2007","Lower Saxony","Not Employed","16","","",""
"Very rare","2007","Lower Saxony","Employed","18","","",""
"Very rare","2007","Bremen","Not Employed","2","","",""
"Very rare","2007","Bremen","Employed","","","",""
"Very rare","2007","North Rhine-Westphalia","Not Employed","74","0.0569579942882928","0.0457480261708867","0.068167962405699"
"Very rare","2007","North Rhine-Westphalia","Employed","35","0.0214019957675175","0.0157992219856634","0.0270047695493715"
"Very rare","2007","Hesse","Not Employed","24","","",""
"Very rare","2007","Hesse","Employed","16","","",""
"Very rare","2007","Rhineland-Palatinate,Saarland","Not Employed","36","0.0791126626192629","0.0545533983656081","0.103671926872918"
"Very rare","2007","Rhineland-Palatinate,Saarland","Employed","12","","",""
"Very rare","2007","Baden-Württemberg","Not Employed","34","0.0329917821456304","0.0215490920246894","0.0444344722665714"
"Very rare","2007","Baden-Württemberg","Employed","24","","",""
"Very rare","2007","Bavaria","Not Employed","33","0.0394164741688891","0.0276525237090203","0.0511804246287579"
"Very rare","2007","Bavaria","Employed","39","0.0267494998814005","0.0195096584053506","0.0339893413574503"
"Very rare","2007","Berlin","Not Employed","17","","",""
"Very rare","2007","Berlin","Employed","14","","",""
"Very rare","2007","Brandenburg","Not Employed","12","","",""
"Very rare","2007","Brandenburg","Employed","6","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","Not Employed","6","","",""
"Very rare","2007","Mecklenburg-Western Pomerania","Employed","3","","",""
"Very rare","2007","Saxony","Not Employed","19","","",""
"Very rare","2007","Saxony","Employed","16","","",""
"Very rare","2007","Saxony-Anhalt","Not Employed","18","","",""
"Very rare","2007","Saxony-Anhalt","Employed","7","","",""
"Very rare","2007","Thuringia","Not Employed","17","","",""
"Very rare","2007","Thuringia","Employed","8","","",""
"Rarely","2007","Schleswig-Holstein","Not Employed","30","0.0996775512553451","0.0630524150040624","0.136302687506628"
"Rarely","2007","Schleswig-Holstein","Employed","19","","",""
"Rarely","2007","Hamburg","Not Employed","16","","",""
"Rarely","2007","Hamburg","Employed","8","","",""
"Rarely","2007","Lower Saxony","Not Employed","65","0.129359172106324","0.104621631938257","0.15409671227439"
"Rarely","2007","Lower Saxony","Employed","86","0.0769103145947747","0.0613473209982537","0.0924733081912957"
"Rarely","2007","Bremen","Not Employed","3","","",""
"Rarely","2007","Bremen","Employed","6","","",""
"Rarely","2007","North Rhine-Westphalia","Not Employed","225","0.152130923552499","0.134759529837933","0.169502317267066"
"Rarely","2007","North Rhine-Westphalia","Employed","197","0.086456072928482","0.0755758884825629","0.097336257374401"
"Rarely","2007","Hesse","Not Employed","53","0.144440670975801","0.112827278693234","0.176054063258368"
"Rarely","2007","Hesse","Employed","65","0.0933862914363959","0.0745841687303959","0.112188414142396"
"Rarely","2007","Rhineland-Palatinate,Saarland","Not Employed","62","0.158137604564774","0.124938433963252","0.191336775166297"
"Rarely","2007","Rhineland-Palatinate,Saarland","Employed","63","0.0975230093571716","0.0757165625299439","0.119329456184399"
"Rarely","2007","Baden-Württemberg","Not Employed","107","0.113827277798507","0.0934806457957191","0.134173909801295"
"Rarely","2007","Baden-Württemberg","Employed","97","0.0769486612865279","0.0637150666672136","0.0901822559058421"
"Rarely","2007","Bavaria","Not Employed","128","0.133812925534855","0.113230260077612","0.154395590992098"
"Rarely","2007","Bavaria","Employed","139","0.0897120010184279","0.0768894750805434","0.102534526956312"
"Rarely","2007","Berlin","Not Employed","46","0.187442464315746","0.141316782595337","0.233568146036154"
"Rarely","2007","Berlin","Employed","48","0.107426183016636","0.0797534089821971","0.135098957051076"
"Rarely","2007","Brandenburg","Not Employed","57","0.171447919758873","0.133799760906462","0.209096078611284"
"Rarely","2007","Brandenburg","Employed","38","0.0755357386472704","0.0518956676877911","0.0991758096067496"
"Rarely","2007","Mecklenburg-Western Pomerania","Not Employed","20","","",""
"Rarely","2007","Mecklenburg-Western Pomerania","Employed","21","","",""
"Rarely","2007","Saxony","Not Employed","85","0.146240446363814","0.11822296923149","0.174257923496139"
"Rarely","2007","Saxony","Employed","64","0.0916552936259959","0.0728357825176769","0.110474804734315"
"Rarely","2007","Saxony-Anhalt","Not Employed","47","0.145091280465165","0.109397477662187","0.180785083268144"
"Rarely","2007","Saxony-Anhalt","Employed","41","0.101036084405267","0.0745932989418035","0.12747886986873"
"Rarely","2007","Thuringia","Not Employed","51","0.15083646480586","0.115763947664702","0.185908981947018"
"Rarely","2007","Thuringia","Employed","46","0.0910057578067788","0.066165306733902","0.115846208879656"
"Sometimes","2007","Schleswig-Holstein","Not Employed","107","0.475609460325872","0.414552638306913","0.536666282344832"
"Sometimes","2007","Schleswig-Holstein","Employed","109","0.3003284692448","0.252910143088442","0.347746795401159"
"Sometimes","2007","Hamburg","Not Employed","60","0.528156911570858","0.440991717565557","0.615322105576159"
"Sometimes","2007","Hamburg","Employed","56","0.290516773376358","0.222068671236267","0.358964875516448"
"Sometimes","2007","Lower Saxony","Not Employed","233","0.349537568954632","0.314389908374373","0.384685229534891"
"Sometimes","2007","Lower Saxony","Employed","337","0.296386198008691","0.269713001865439","0.323059394151943"
"Sometimes","2007","Bremen","Not Employed","24","","",""
"Sometimes","2007","Bremen","Employed","20","","",""
"Sometimes","2007","North Rhine-Westphalia","Not Employed","614","0.364007170895009","0.340734694753538","0.38727964703648"
"Sometimes","2007","North Rhine-Westphalia","Employed","900","0.353107224189914","0.334604177703285","0.371610270676544"
"Sometimes","2007","Hesse","Not Employed","158","0.341584568815277","0.298936398079466","0.384232739551088"
"Sometimes","2007","Hesse","Employed","293","0.32377185306277","0.293536130992439","0.354007575133101"
"Sometimes","2007","Rhineland-Palatinate,Saarland","Not Employed","179","0.43943395320573","0.394274434955023","0.484593471456437"
"Sometimes","2007","Rhineland-Palatinate,Saarland","Employed","263","0.392811780163386","0.356914031628657","0.428709528698115"
"Sometimes","2007","Baden-Württemberg","Not Employed","326","0.366257894821387","0.335393345123795","0.397122444518979"
"Sometimes","2007","Baden-Württemberg","Employed","534","0.338182427499498","0.314691020455239","0.361673834543756"
"Sometimes","2007","Bavaria","Not Employed","399","0.377265696533272","0.347962041922271","0.406569351144274"
"Sometimes","2007","Bavaria","Employed","577","0.30984554121651","0.289096182430006","0.330594900003014"
"Sometimes","2007","Berlin","Not Employed","91","0.338076162683643","0.2821657072567","0.393986618110586"
"Sometimes","2007","Berlin","Employed","152","0.310668100281076","0.269312143580469","0.352024056981684"
"Sometimes","2007","Brandenburg","Not Employed","151","0.420409735961703","0.371102046795119","0.469717425128288"
"Sometimes","2007","Brandenburg","Employed","188","0.406735754161568","0.362790929548009","0.450680578775126"
"Sometimes","2007","Mecklenburg-Western Pomerania","Not Employed","78","0.356284410889492","0.290727786342199","0.421841035436785"
"Sometimes","2007","Mecklenburg-Western Pomerania","Employed","92","0.330140759812369","0.27745069566947","0.382830823955269"
"Sometimes","2007","Saxony","Not Employed","216","0.393802365658482","0.355061103562883","0.43254362775408"
"Sometimes","2007","Saxony","Employed","285","0.321715758433347","0.291247597095841","0.352183919770852"
"Sometimes","2007","Saxony-Anhalt","Not Employed","136","0.35903725855413","0.310419107113971","0.40765540999429"
"Sometimes","2007","Saxony-Anhalt","Employed","186","0.3534297542813","0.311486972573538","0.395372535989061"
"Sometimes","2007","Thuringia","Not Employed","164","0.416392149152518","0.368082940393695","0.464701357911341"
"Sometimes","2007","Thuringia","Employed","189","0.386677257355861","0.344617832867453","0.428736681844269"
"Often","2007","Schleswig-Holstein","Not Employed","98","0.362366844302787","0.303598804919853","0.421134883685722"
"Often","2007","Schleswig-Holstein","Employed","178","0.503360855447332","0.451640552527354","0.555081158367309"
"Often","2007","Hamburg","Not Employed","41","0.224355044195792","0.151516337856168","0.297193750535415"
"Often","2007","Hamburg","Employed","87","0.536959302497733","0.461782299897161","0.612136305098306"
"Often","2007","Lower Saxony","Not Employed","332","0.418586339723994","0.382222182616031","0.454950496831956"
"Often","2007","Lower Saxony","Employed","571","0.496702943734587","0.467499137529214","0.525906749939961"
"Often","2007","Bremen","Not Employed","28","","",""
"Often","2007","Bremen","Employed","42","0.567469915092224","0.460886746769499","0.67405308341495"
"Often","2007","North Rhine-Westphalia","Not Employed","613","0.361748587583987","0.338507265517206","0.384989909650768"
"Often","2007","North Rhine-Westphalia","Employed","1210","0.435614741108711","0.416418645568247","0.454810836649174"
"Often","2007","Hesse","Not Employed","202","0.396354921543941","0.352366918555229","0.440342924532653"
