"plh0186","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Often","2007","Employed","(Married) couple without C. ","1822","0.477604947291212","0.46127696278005","0.493932931802375","4"
"Often","2007","Employed","1-pers.-HH","639","0.391766786540469","0.367589860319511","0.415943712761427","4"
"Often","2007","Employed","Couple + C. GT 16 ","1190","0.449724862194362","0.430336680962566","0.469113043426157","4"
"Often","2007","Employed","Couple + C. LE 16 ","1595","0.529252348891177","0.511221977763241","0.547282720019113","4"
"Often","2007","Employed","Couple + C. LE and GT 16","471","0.487322459046316","0.456107674937746","0.518537243154885","4"
"Often","2007","Employed","Single parent ","299","0.410666522640862","0.374581731862528","0.446751313419196","4"
"Often","2007","Not Employed","(Married) couple without C. ","1604","0.417486223388347","0.401759118852061","0.433213327924633","4"
"Often","2007","Not Employed","1-pers.-HH","411","0.2493276090902","0.228056185785272","0.270599032395128","4"
"Often","2007","Not Employed","Couple + C. GT 16 ","461","0.412407406198367","0.381988017296842","0.442826795099893","4"
"Often","2007","Not Employed","Couple + C. LE 16 ","317","0.506365065632878","0.467600718557355","0.545129412708401","4"
"Often","2007","Not Employed","Couple + C. LE and GT 16","179","0.441780145882823","0.390121900478","0.493438391287646","4"
"Often","2007","Not Employed","Single parent ","127","0.324088777347996","0.277030815031046","0.371146739664945","4"
"Rarely","2007","Employed","1-pers.-HH","180","0.118373934594838","0.102373843155839","0.134374026033837","2"
"Rarely","2007","Employed","Couple + C. LE 16 ","138","0.0484971719298835","0.0407375164976117","0.0562568273621554","2"
"Rarely","2007","Employed","Couple + C. LE and GT 16","65","0.0680362858727217","0.0523109555770304","0.083761616168413","2"
"Rarely","2007","Employed","Couple + C. GT 16 ","181","0.086301602721571","0.0753573896804195","0.0972458157627225","2"
"Rarely","2007","Employed","(Married) couple without C. ","252","0.0763110664461356","0.0676323544732904","0.0849897784189808","2"
"Rarely","2007","Employed","Single parent ","101","0.153885456331015","0.127417990959445","0.180352921702585","2"
"Rarely","2007","Not Employed","(Married) couple without C. ","362","0.10267386474864","0.0929937676875101","0.11235396180977","2"
"Rarely","2007","Not Employed","Couple + C. GT 16 ","101","0.115981353667248","0.0961946294794146","0.135768077855082","2"
"Rarely","2007","Not Employed","1-pers.-HH","364","0.226835232412691","0.20624423303353","0.247426231791852","2"
"Rarely","2007","Not Employed","Couple + C. LE 16 ","38","0.0526283473936235","0.0353155310861195","0.0699411637011275","2"
"Rarely","2007","Not Employed","Couple + C. LE and GT 16","24","","","","2"
"Rarely","2007","Not Employed","Single parent ","64","0.164186580399129","0.126940567319632","0.201432593478627","2"
"Sometimes","2007","Not Employed","Couple + C. LE 16 ","183","0.318756149094996","0.282625293557386","0.354887004632606","3"
"Sometimes","2007","Employed","Couple + C. LE 16 ","864","0.286380110104511","0.270050188977658","0.302710031231364","3"
"Sometimes","2007","Employed","(Married) couple without C. ","1101","0.321163846080584","0.305900686291759","0.336427005869409","3"
"Sometimes","2007","Not Employed","Couple + C. LE and GT 16","114","0.356486103868119","0.306662609676921","0.406309598059317","3"
"Sometimes","2007","Employed","Couple + C. GT 16 ","942","0.368851873984831","0.350047221064282","0.38765652690538","3"
"Sometimes","2007","Employed","Couple + C. LE and GT 16","375","0.36931547645224","0.339176061592662","0.399454891311817","3"
"Sometimes","2007","Employed","Single parent ","245","0.330600776333874","0.296094863425336","0.365106689242412","3"
"Sometimes","2007","Not Employed","(Married) couple without C. ","1449","0.384069447044516","0.368558248657061","0.399580645431971","3"
"Sometimes","2007","Not Employed","1-pers.-HH","627","0.407122360969719","0.382966019725856","0.431278702213583","3"
"Sometimes","2007","Not Employed","Couple + C. GT 16 ","334","0.356099208249923","0.326509268269588","0.385689148230258","3"
"Sometimes","2007","Employed","1-pers.-HH","561","0.362387749260055","0.338580057427888","0.386195441092221","3"
"Sometimes","2007","Not Employed","Single parent ","136","0.365010864975166","0.31660562964504","0.413416100305293","3"
"Very often","2007","Employed","Couple + C. LE and GT 16","60","0.0621353554700249","0.0470599343904628","0.0772107765495869","5"
"Very often","2007","Employed","Couple + C. GT 16 ","182","0.0831425889681853","0.0723819924288122","0.0939031855075584","5"
"Very often","2007","Employed","(Married) couple without C. ","378","0.113716982549801","0.103339368353004","0.124094596746598","5"
"Very often","2007","Employed","1-pers.-HH","125","0.0802283192624701","0.0667741751249106","0.0936824634000295","5"
"Very often","2007","Employed","Couple + C. LE 16 ","316","0.120240901149562","0.108492272333647","0.131989529965477","5"
"Very often","2007","Employed","Single parent ","42","0.0712036115486172","0.0523406336776076","0.0900665894196269","5"
"Very often","2007","Not Employed","(Married) couple without C. ","241","0.064173000031614","0.056357647811396","0.071988352251832","5"
"Very often","2007","Not Employed","Couple + C. GT 16 ","92","0.0875701947506914","0.0701028460504865","0.105037543450896","5"
"Very often","2007","Not Employed","1-pers.-HH","60","0.0378557760432822","0.0284721150877282","0.0472394369988361","5"
"Very often","2007","Not Employed","Couple + C. LE 16 ","90","0.111364369148568","0.0869731979791052","0.13575554031803","5"
"Very often","2007","Not Employed","Couple + C. LE and GT 16","33","0.107775246163008","0.0755177569818867","0.14003273534413","5"
"Very often","2007","Not Employed","Single parent ","30","0.0858973704763945","0.0577236821124453","0.114071058840344","5"
"Very rare","2007","Employed","Single parent ","27","","","","1"
"Very rare","2007","Employed","Couple + C. GT 16 ","34","0.011979072131051","0.00773904790301373","0.0162190963590883","1"
"Very rare","2007","Not Employed","(Married) couple without C. ","121","0.0315974647868831","0.0260188204162942","0.037176109157472","1"
"Very rare","2007","Employed","(Married) couple without C. ","42","0.0112031576322675","0.00776265097571891","0.0146436642888161","1"
"Very rare","2007","Employed","1-pers.-HH","61","0.0472432103421681","0.0367353827311103","0.057751037953226","1"
"Very rare","2007","Employed","Couple + C. LE 16 ","31","0.0156294679248659","0.0111489255699549","0.020110010279777","1"
"Very rare","2007","Employed","Couple + C. LE and GT 16","14","","","","1"
"Very rare","2007","Not Employed","1-pers.-HH","127","0.0788590214841071","0.0656072210839058","0.0921108218843084","1"
"Very rare","2007","Not Employed","Couple + C. GT 16 ","18","","","","1"
"Very rare","2007","Not Employed","Couple + C. LE 16 ","11","","","","1"
"Very rare","2007","Not Employed","Couple + C. LE and GT 16","5","","","","1"
"Very rare","2007","Not Employed","Single parent ","23","","","","1"
"Often","2008","Employed","Single parent ","263","0.350527123151571","0.315381375546752","0.38567287075639","4"
"Often","2008","Not Employed","(Married) couple without C. ","1627","0.445116583610419","0.428967253806339","0.4612659134145","4"
"Often","2008","Not Employed","1-pers.-HH","393","0.25656589457088","0.234689225439213","0.278442563702548","4"
"Often","2008","Employed","(Married) couple without C. ","1789","0.501497663885675","0.484737950137776","0.518257377633574","4"
"Often","2008","Employed","1-pers.-HH","565","0.369122968631138","0.344742742239658","0.393503195022617","4"
"Often","2008","Employed","Couple + C. GT 16 ","1176","0.452100926869018","0.432328690863596","0.471873162874441","4"
"Often","2008","Employed","Couple + C. LE 16 ","1458","0.5238640706918","0.50506059081912","0.54266755056448","4"
"Often","2008","Employed","Couple + C. LE and GT 16","443","0.484912265714366","0.452458799297333","0.517365732131399","4"
"Often","2008","Not Employed","Couple + C. GT 16 ","410","0.434751300327302","0.402874078485503","0.466628522169101","4"
"Often","2008","Not Employed","Couple + C. LE 16 ","263","0.497994163811435","0.45403631749733","0.541952010125539","4"
"Often","2008","Not Employed","Couple + C. LE and GT 16","148","0.468784351722922","0.412595680761502","0.524973022684341","4"
"Often","2008","Not Employed","Single parent ","122","0.33778548905891","0.290043857498246","0.385527120619574","4"
"Rarely","2008","Employed","Couple + C. LE 16 ","144","0.056304194177791","0.0476255909881693","0.0649827973674126","2"
"Rarely","2008","Employed","1-pers.-HH","213","0.140636043897656","0.12307231484621","0.158199772949102","2"
"Rarely","2008","Employed","(Married) couple without C. ","220","0.0707592411927217","0.0621640755729146","0.0793544068125287","2"
"Rarely","2008","Employed","Couple + C. GT 16 ","184","0.0821051275498341","0.0711990290431447","0.0930112260565234","2"
"Rarely","2008","Employed","Couple + C. LE and GT 16","54","0.056061429742894","0.0411234160454505","0.0709994434403376","2"
"Rarely","2008","Employed","Single parent ","95","0.150311099733746","0.123986791897039","0.176635407570452","2"
"Rarely","2008","Not Employed","(Married) couple without C. ","326","0.100678378788462","0.0909005513651863","0.110456206211737","2"
"Rarely","2008","Not Employed","1-pers.-HH","303","0.207022678166101","0.186727174170584","0.227318182161617","2"
"Rarely","2008","Not Employed","Couple + C. GT 16 ","90","0.0936047715856293","0.0748743292715644","0.112335213899694","2"
"Rarely","2008","Not Employed","Couple + C. LE 16 ","24","","","","2"
"Rarely","2008","Not Employed","Couple + C. LE and GT 16","15","","","","2"
"Rarely","2008","Not Employed","Single parent ","56","0.136147562600025","0.101529549911851","0.170765575288199","2"
"Sometimes","2008","Employed","(Married) couple without C. ","1045","0.323325347677367","0.307646708285035","0.339003987069698","3"
