"plh0186","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","16-34 y.","(0) in school","","","",""
"Very rare","2007","16-34 y.","(1a) inadequately completed","","","",""
"Very rare","2007","16-34 y.","(1b) general elementary school","5","","",""
"Very rare","2007","16-34 y.","(1c) basic vocational qualification","8","","",""
"Very rare","2007","16-34 y.","(2b) intermediate general qualification","3","","",""
"Very rare","2007","16-34 y.","(2a) intermediate vocational","8","","",""
"Very rare","2007","16-34 y.","(2c_gen) general maturity certificate","5","","",""
"Very rare","2007","16-34 y.","(2c_voc) vocational maturity certificate","9","","",""
"Very rare","2007","16-34 y.","(3a) lower tertiary education","","","",""
"Very rare","2007","16-34 y.","(3b) higher tertiary education","5","","",""
"Very rare","2007","35-65 y.","(0) in school","","","",""
"Very rare","2007","35-65 y.","(1a) inadequately completed","6","","",""
"Very rare","2007","35-65 y.","(1b) general elementary school","39","0.0583445316033554","0.0404487167110346","0.0762403464956762"
"Very rare","2007","35-65 y.","(1c) basic vocational qualification","96","0.0353883042139186","0.028913586234411","0.0418630221934263"
"Very rare","2007","35-65 y.","(2b) intermediate general qualification","2","","",""
"Very rare","2007","35-65 y.","(2a) intermediate vocational","73","0.0258361609349811","0.0204727159824985","0.0311996058874638"
"Very rare","2007","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"Very rare","2007","35-65 y.","(2c_voc) vocational maturity certificate","20","","",""
"Very rare","2007","35-65 y.","(3a) lower tertiary education","18","","",""
"Very rare","2007","35-65 y.","(3b) higher tertiary education","26","","",""
"Very rare","2007","66 and older","(0) in school","","","",""
"Very rare","2007","66 and older","(1a) inadequately completed","3","","",""
"Very rare","2007","66 and older","(1b) general elementary school","41","0.0559832632118411","0.039419798646107","0.0725467277775751"
"Very rare","2007","66 and older","(1c) basic vocational qualification","92","0.0414500849192227","0.0326901520442356","0.0502100177942099"
"Very rare","2007","66 and older","(2b) intermediate general qualification","1","","",""
"Very rare","2007","66 and older","(2a) intermediate vocational","20","","",""
"Very rare","2007","66 and older","(2c_gen) general maturity certificate","","","",""
"Very rare","2007","66 and older","(2c_voc) vocational maturity certificate","9","","",""
"Very rare","2007","66 and older","(3a) lower tertiary education","8","","",""
"Very rare","2007","66 and older","(3b) higher tertiary education","17","","",""
"Rarely","2007","16-34 y.","(0) in school","12","","",""
"Rarely","2007","16-34 y.","(1a) inadequately completed","2","","",""
"Rarely","2007","16-34 y.","(1b) general elementary school","30","0.108434309091287","0.0751387954021247","0.14172982278045"
"Rarely","2007","16-34 y.","(1c) basic vocational qualification","45","0.0732892243901021","0.0507153928460978","0.0958630559341064"
"Rarely","2007","16-34 y.","(2b) intermediate general qualification","18","","",""
"Rarely","2007","16-34 y.","(2a) intermediate vocational","58","0.0672989227139135","0.0517938816824971","0.0828039637453299"
"Rarely","2007","16-34 y.","(2c_gen) general maturity certificate","26","","",""
"Rarely","2007","16-34 y.","(2c_voc) vocational maturity certificate","26","","",""
"Rarely","2007","16-34 y.","(3a) lower tertiary education","9","","",""
"Rarely","2007","16-34 y.","(3b) higher tertiary education","9","","",""
"Rarely","2007","35-65 y.","(0) in school","","","",""
"Rarely","2007","35-65 y.","(1a) inadequately completed","23","","",""
"Rarely","2007","35-65 y.","(1b) general elementary school","95","0.151049258852386","0.123708791819064","0.178389725885708"
"Rarely","2007","35-65 y.","(1c) basic vocational qualification","336","0.116726885113916","0.105474420060892","0.127979350166939"
"Rarely","2007","35-65 y.","(2b) intermediate general qualification","11","","",""
"Rarely","2007","35-65 y.","(2a) intermediate vocational","295","0.0947524679653043","0.0848511553027075","0.104653780627901"
"Rarely","2007","35-65 y.","(2c_gen) general maturity certificate","12","","",""
"Rarely","2007","35-65 y.","(2c_voc) vocational maturity certificate","81","0.106060272890828","0.0860323617509417","0.126088184030714"
"Rarely","2007","35-65 y.","(3a) lower tertiary education","93","0.0949110507019385","0.0779196572057651","0.111902444198112"
"Rarely","2007","35-65 y.","(3b) higher tertiary education","135","0.0957939978595208","0.08246547428887","0.109122521430172"
"Rarely","2007","66 and older","(0) in school","","","",""
"Rarely","2007","66 and older","(1a) inadequately completed","13","","",""
"Rarely","2007","66 and older","(1b) general elementary school","161","0.225347626667536","0.195244462065987","0.255450791269086"
"Rarely","2007","66 and older","(1c) basic vocational qualification","267","0.150103623215526","0.134406890033604","0.165800356397449"
"Rarely","2007","66 and older","(2b) intermediate general qualification","4","","",""
"Rarely","2007","66 and older","(2a) intermediate vocational","55","0.116461382587266","0.0887838749594429","0.144138890215089"
"Rarely","2007","66 and older","(2c_gen) general maturity certificate","2","","",""
"Rarely","2007","66 and older","(2c_voc) vocational maturity certificate","18","","",""
"Rarely","2007","66 and older","(3a) lower tertiary education","33","0.118596750177265","0.0851987426211291","0.151994757733401"
"Rarely","2007","66 and older","(3b) higher tertiary education","34","0.0484281052729529","0.0288321170206272","0.0680240935252786"
"Sometimes","2007","16-34 y.","(0) in school","77","0.271492512284932","0.224289812438753","0.31869521213111"
"Sometimes","2007","16-34 y.","(1a) inadequately completed","17","","",""
"Sometimes","2007","16-34 y.","(1b) general elementary school","119","0.332249859709453","0.281811020343371","0.382688699075536"
"Sometimes","2007","16-34 y.","(1c) basic vocational qualification","145","0.301668742312695","0.261912163233956","0.341425321391434"
"Sometimes","2007","16-34 y.","(2b) intermediate general qualification","109","0.261472251607695","0.21757736429993","0.30536713891546"
"Sometimes","2007","16-34 y.","(2a) intermediate vocational","245","0.259372083487771","0.232247737290659","0.286496429684883"
"Sometimes","2007","16-34 y.","(2c_gen) general maturity certificate","166","0.266262550584618","0.232794063839792","0.299731037329443"
"Sometimes","2007","16-34 y.","(2c_voc) vocational maturity certificate","106","0.212225868680711","0.175416451775731","0.249035285585691"
"Sometimes","2007","16-34 y.","(3a) lower tertiary education","37","0.159590766449405","0.109700915528427","0.209480617370384"
"Sometimes","2007","16-34 y.","(3b) higher tertiary education","77","0.256580114021191","0.210824682796279","0.302335545246102"
"Sometimes","2007","35-65 y.","(0) in school","","","",""
"Sometimes","2007","35-65 y.","(1a) inadequately completed","45","0.382384027737909","0.293564532250806","0.471203523225013"
"Sometimes","2007","35-65 y.","(1b) general elementary school","289","0.427222924916177","0.389454795817697","0.464991054014658"
"Sometimes","2007","35-65 y.","(1c) basic vocational qualification","1191","0.379248987874773","0.362245592548668","0.396252383200878"
"Sometimes","2007","35-65 y.","(2b) intermediate general qualification","46","0.538876295311458","0.441659641600906","0.63609294902201"
