"plh0186","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Often","2007","Full Time","Female","1258","0.461849899991615","0.442807363299543","0.480892436683687"
"Often","2007","Full Time","Male","2533","0.467159041619495","0.453640015623855","0.480678067615134"
"Often","2007","Not Working","Female","1884","0.368464891248099","0.354689994730507","0.38223978776569"
"Often","2007","Not Working","Male","1282","0.370348792653959","0.353777301112865","0.386920284195053"
"Often","2007","Part Time","Female","1722","0.46538954189537","0.448682165839441","0.4820969179513"
"Often","2007","Part Time","Male","610","0.446435518783439","0.419328590145658","0.47354244742122"
"Rarely","2007","Full Time","Female","213","0.0871465879370336","0.076373297281283","0.0979198785927843"
"Rarely","2007","Full Time","Male","372","0.0797510448273025","0.0724103853095559","0.0870917043450491"
"Rarely","2007","Not Working","Female","601","0.139978382601084","0.13007059453163","0.149886170670538"
"Rarely","2007","Not Working","Male","394","0.140528448120854","0.128602195865856","0.152454700375852"
"Rarely","2007","Part Time","Female","257","0.0915111441171159","0.0818533485590339","0.101168939675198"
"Rarely","2007","Part Time","Male","96","0.0880914472325934","0.0726367909314742","0.103546103533713"
"Sometimes","2007","Full Time","Female","833","0.317642175754668","0.29985947049081","0.335424881018526"
"Sometimes","2007","Full Time","Male","1839","0.352276722536705","0.339333245745777","0.365220199327633"
"Sometimes","2007","Not Working","Female","1688","0.376693809530004","0.362856982863105","0.390530636196903"
"Sometimes","2007","Not Working","Male","1248","0.387956837145416","0.371234813119469","0.404678861171362"
"Sometimes","2007","Part Time","Female","1048","0.302659916916258","0.287271959285308","0.318047874547208"
"Sometimes","2007","Part Time","Male","461","0.359379405509174","0.333216023929439","0.385542787088909"
"Very often","2007","Full Time","Female","283","0.1105106982886","0.0985351560322882","0.122486240544911"
"Very often","2007","Full Time","Male","403","0.0781974303744787","0.0709224902777627","0.0854723704711946"
"Very often","2007","Not Working","Female","356","0.0714448774423912","0.0640899069993916","0.0787998478853907"
"Very often","2007","Not Working","Male","203","0.0541922884908107","0.0464230888105045","0.0619614881711169"
"Very often","2007","Part Time","Female","339","0.122254614238486","0.111282302945641","0.133226925531331"
"Very often","2007","Part Time","Male","102","0.088159955856189","0.0726998719530269","0.103620039759351"
"Very rare","2007","Full Time","Female","46","0.0228506380280841","0.0171430541407139","0.0285582219154543"
"Very rare","2007","Full Time","Male","85","0.0226157606420195","0.0185871760376457","0.0266443452463933"
"Very rare","2007","Not Working","Female","182","0.0434180391784227","0.0375985115366958","0.0492375668201496"
"Very rare","2007","Not Working","Male","135","0.0469736335889609","0.0397128139552279","0.0542344532226939"
"Very rare","2007","Part Time","Female","58","0.0181847828327702","0.0137091943047684","0.022660371360772"
"Very rare","2007","Part Time","Male","23","","",""
"Often","2008","Full Time","Female","1250","0.467700611505583","0.448273566859685","0.487127656151481"
"Often","2008","Full Time","Male","2407","0.456525891938992","0.442656788167049","0.470394995710935"
"Often","2008","Not Working","Female","1755","0.37713239784225","0.362806737483181","0.39145805820132"
"Often","2008","Not Working","Male","1264","0.393712286878501","0.376387362349117","0.411037211407885"
"Often","2008","Part Time","Female","1581","0.467226543874768","0.449958877284691","0.484494210464846"
"Often","2008","Part Time","Male","552","0.430763621399865","0.40281629479299","0.45871094800674"
"Rarely","2008","Full Time","Female","188","0.0844296408448297","0.073604386258253","0.0952548954314063"
"Rarely","2008","Full Time","Male","356","0.0818424618603747","0.0742098319300579","0.0894750917906914"
"Rarely","2008","Not Working","Female","516","0.129236726881301","0.119321266468869","0.139152187293733"
"Rarely","2008","Not Working","Male","327","0.129052243645343","0.117163900946061","0.140940586344625"
"Rarely","2008","Part Time","Female","276","0.0964053792443379","0.0861904335254498","0.106620324963226"
"Rarely","2008","Part Time","Male","108","0.104518366767006","0.0872520745851179","0.121784658948894"
"Sometimes","2008","Full Time","Female","792","0.324232593061039","0.306007416630101","0.342457769491978"
"Sometimes","2008","Full Time","Male","1756","0.371524203674849","0.358069811081269","0.384978596268429"
"Sometimes","2008","Not Working","Female","1608","0.3715596416763","0.357276749433006","0.385842533919594"
"Sometimes","2008","Not Working","Male","1160","0.369713028511204","0.352595383079402","0.386830673943005"
"Sometimes","2008","Part Time","Female","990","0.322024441106926","0.305852950697938","0.338195931515915"
"Sometimes","2008","Part Time","Male","421","0.35138554665533","0.324441693985171","0.378329399325488"
"Very often","2008","Full Time","Female","258","0.104906475560421","0.0929753850115566","0.116837566109286"
"Very often","2008","Full Time","Male","367","0.0684837993851468","0.0614512078918149","0.0755163908784788"
"Very often","2008","Not Working","Female","333","0.074766585785647","0.0669925007450591","0.0825406708262349"
"Very often","2008","Not Working","Male","200","0.0643789056952307","0.0556759999249901","0.0730818114654714"
"Very often","2008","Part Time","Female","302","0.0908889289785798","0.0809403150610521","0.100837542896107"
"Very often","2008","Part Time","Male","97","0.0813910539124127","0.0659588444830944","0.0968232633417309"
"Very rare","2008","Full Time","Female","46","0.0187306790281266","0.0134521166615696","0.0240092413946836"
"Very rare","2008","Full Time","Male","69","0.0216236431406375","0.0175737490233471","0.025673537257928"
"Very rare","2008","Not Working","Female","185","0.0473046478145022","0.0410298637030268","0.0535794319259776"
"Very rare","2008","Not Working","Male","104","0.0431435352697216","0.0359387051359195","0.0503483654035238"
"Very rare","2008","Part Time","Female","58","0.0234547067953879","0.0182167753414044","0.0286926382493714"
"Very rare","2008","Part Time","Male","28","","",""
"Often","2009","Full Time","Female","1196","0.499630562726635","0.479693117291095","0.519568008162175"
"Often","2009","Full Time","Male","2234","0.469365017604113","0.454906927312521","0.483823107895705"
"Often","2009","Not Working","Female","1538","0.360269730518036","0.345321038550909","0.375218422485162"
"Often","2009","Not Working","Male","1121","0.381989718956335","0.364176571380388","0.399802866532282"
"Often","2009","Part Time","Female","1447","0.438878602414308","0.42124675845961","0.456510446369006"
"Often","2009","Part Time","Male","530","0.431912098355155","0.403565265704548","0.460258931005763"
"Rarely","2009","Full Time","Female","183","0.0772682365207051","0.0666209764654826","0.0879154965759276"
"Rarely","2009","Full Time","Male","348","0.0864934747504361","0.078350086630912","0.0946368628699602"
"Rarely","2009","Not Working","Female","516","0.145325052339109","0.134351137478573","0.156298967199644"
"Rarely","2009","Not Working","Male","383","0.147521146053079","0.134519871633527","0.160522420472631"
"Rarely","2009","Part Time","Female","274","0.108326374749474","0.0972838805469427","0.119368868952005"
"Rarely","2009","Part Time","Male","128","0.121995447321266","0.103266245014834","0.140724649627698"
"Sometimes","2009","Full Time","Female","775","0.314740478576465","0.296222078359346","0.333258878793584"
"Sometimes","2009","Full Time","Male","1597","0.351078044151575","0.337250160899441","0.364905927403708"
"Sometimes","2009","Not Working","Female","1453","0.375748774544716","0.360668149444863","0.390829399644569"
"Sometimes","2009","Not Working","Male","1080","0.369687774122148","0.351990255072774","0.387385293171523"
"Sometimes","2009","Part Time","Female","980","0.326222952126691","0.309565350254132","0.34288055399925"
"Sometimes","2009","Part Time","Male","382","0.351158197013213","0.323842021064002","0.378474372962424"
"Very often","2009","Full Time","Female","223","0.0942165886067036","0.0825679413277453","0.105865235885662"
"Very often","2009","Full Time","Male","321","0.0707926786836184","0.0633623483959846","0.0782230089712521"
"Very often","2009","Not Working","Female","276","0.0626372932463817","0.0550922595788008","0.0701823269139626"
"Very often","2009","Not Working","Male","166","0.0598188079893893","0.0511243675724425","0.0685132484063362"
"Very often","2009","Part Time","Female","287","0.104128846737081","0.093276955799578","0.114980737674584"
"Very often","2009","Part Time","Male","89","0.0561437398940245","0.0429701941237651","0.0693172856642838"
"Very rare","2009","Full Time","Female","39","0.0141441335694907","0.00943550413597011","0.0188527630030113"
"Very rare","2009","Full Time","Male","77","0.0222707848102579","0.0179957988595891","0.0265457707609268"
"Very rare","2009","Not Working","Female","179","0.0560191493517579","0.0488586929871812","0.0631796057163345"
"Very rare","2009","Not Working","Male","108","0.040982552879048","0.0337143048889319","0.0482508008691642"
"Very rare","2009","Part Time","Female","55","0.0224432239724463","0.0171804983064756","0.027705949638417"
"Very rare","2009","Part Time","Male","44","0.0387905174163414","0.027740298179163","0.0498407366535197"
"Often","2010","Full Time","Female","1118","0.478784473413247","0.458202618360136","0.499366328466359"
"Often","2010","Full Time","Male","2091","0.463569001188161","0.448460739915161","0.47867726246116"
"Often","2010","Not Working","Female","1434","0.352056701519686","0.336570723854526","0.367542679184845"
"Often","2010","Not Working","Male","1142","0.404739693842455","0.386163357517646","0.423316030167265"
"Often","2010","Part Time","Female","1388","0.474618719762942","0.456204700465943","0.493032739059941"
"Often","2010","Part Time","Male","493","0.400196159068064","0.370976355462779","0.429415962673348"
"Rarely","2010","Full Time","Female","184","0.0791334185578357","0.0680113867152619","0.0902554504004095"
"Rarely","2010","Full Time","Male","287","0.0800714836684021","0.0718487478292017","0.0882942195076024"
"Rarely","2010","Not Working","Female","449","0.148500903724479","0.136971138514058","0.160030668934901"
"Rarely","2010","Not Working","Male","293","0.129913964765394","0.117189845771504","0.142638083759284"
"Rarely","2010","Part Time","Female","222","0.0827947897237308","0.0726329199452483","0.0929566595022133"
"Rarely","2010","Part Time","Male","101","0.112792697331812","0.093926287753586","0.131659106910038"
"Sometimes","2010","Full Time","Female","682","0.318687135967263","0.29948889779647","0.337885374138056"
"Sometimes","2010","Full Time","Male","1448","0.364371416089707","0.349790855579513","0.3789519765999"
"Sometimes","2010","Not Working","Female","1361","0.390796045174252","0.374975543298996","0.406616547049507"
"Sometimes","2010","Not Working","Male","983","0.367872056819698","0.349621774004466","0.386122339634931"
"Sometimes","2010","Part Time","Female","907","0.327995161329263","0.310682701309556","0.345307621348971"
"Sometimes","2010","Part Time","Male","371","0.377420047250313","0.348510169067539","0.406329925433088"
"Very often","2010","Full Time","Female","241","0.109263775204526","0.0964103619078364","0.122117188501215"
"Very often","2010","Full Time","Male","303","0.0746904263674697","0.0667255991877893","0.0826552535471502"
"Very often","2010","Not Working","Female","257","0.0630965562514454","0.0552131471319303","0.0709799653709606"
