"plh0186","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Very often","2013","Rural Area","East Germany","281","0.0698680647822791","0.0616406333828191","0.0780954961817391"
"Very often","2013","Urban Area","West Germany","1345","0.0872617392212265","0.0826576916653829","0.0918657867770702"
"Very often","2013","Urban Area","East Germany","188","0.0887414108921333","0.0764792527038302","0.101003569080437"
"Very rare","2013","Rural Area","West Germany","85","0.0212961136302661","0.0174896780443877","0.0251025492161446"
"Very rare","2013","Rural Area","East Germany","88","0.0276324618134745","0.02234219410039","0.0329227295265591"
"Very rare","2013","Urban Area","West Germany","294","0.0259989943358226","0.0234029463374217","0.0285950423342235"
"Very rare","2013","Urban Area","East Germany","52","0.0247973217626499","0.0180917971062521","0.0315028464190477"
"Often","2014","Rural Area","West Germany","2972","0.493323000701531","0.480364424327217","0.506281577075845"
"Often","2014","Rural Area","East Germany","1738","0.463615133931947","0.447263971116269","0.479966296747625"
"Often","2014","Urban Area","West Germany","8069","0.488338089724969","0.480546357839137","0.496129821610802"
"Often","2014","Urban Area","East Germany","1004","0.48270971358799","0.460993565351332","0.504425861824649"
"Rarely","2014","Rural Area","West Germany","405","0.0786204430687347","0.0716443374846951","0.0855965486527743"
"Rarely","2014","Rural Area","East Germany","256","0.0815367301766559","0.0725637000663139","0.0905097602869978"
"Rarely","2014","Urban Area","West Germany","1169","0.0830456204061472","0.0787441752736768","0.0873470655386176"
"Rarely","2014","Urban Area","East Germany","158","0.0934871784809495","0.0808358649560219","0.106138492005877"
"Sometimes","2014","Rural Area","West Germany","1581","0.303984069277225","0.292061742594559","0.315906395959892"
"Sometimes","2014","Rural Area","East Germany","1179","0.361740706137526","0.345985327394481","0.377496084880571"
"Sometimes","2014","Urban Area","West Germany","4605","0.30499893181221","0.297822244057133","0.312175619567287"
"Sometimes","2014","Urban Area","East Germany","611","0.303456655299287","0.283476676475808","0.323436634122765"
"Very often","2014","Rural Area","West Germany","654","0.101359790461743","0.0935371784391317","0.109182402484354"
"Very often","2014","Rural Area","East Germany","336","0.0776439316292212","0.0688691837511497","0.0864186795072927"
"Very often","2014","Urban Area","West Germany","1698","0.103925901800152","0.0991690894564675","0.108682714143837"
"Very often","2014","Urban Area","East Germany","218","0.0906535198981477","0.0781759604544618","0.103131079341834"
"Very rare","2014","Rural Area","West Germany","106","0.0227126964907662","0.0188510590855169","0.0265743338960156"
"Very rare","2014","Rural Area","East Germany","64","0.0154634981246498","0.0114177264722939","0.0195092697770058"
"Very rare","2014","Urban Area","West Germany","269","0.0196914562565218","0.0175257354574839","0.0218571770555596"
"Very rare","2014","Urban Area","East Germany","43","0.029692932733626","0.0223163747382184","0.0370694907290336"
"Often","2015","Rural Area","West Germany","2801","0.48150270218164","0.468136302276979","0.4948691020863"
"Often","2015","Rural Area","East Germany","1606","0.437870475404822","0.421060148767979","0.454680802041666"
"Often","2015","Urban Area","West Germany","7376","0.486542393723908","0.47839691667932","0.494687870768497"
"Often","2015","Urban Area","East Germany","973","0.489029812887437","0.466739817489959","0.511319808284915"
"Rarely","2015","Rural Area","West Germany","369","0.0804903066552967","0.0732126462841102","0.0877679670264832"
"Rarely","2015","Rural Area","East Germany","275","0.0941668571763497","0.0842708895906857","0.104062824762014"
"Rarely","2015","Urban Area","West Germany","1051","0.0805613835962318","0.0761260252587033","0.0849967419337603"
"Rarely","2015","Urban Area","East Germany","162","0.104255885929391","0.0906293080367443","0.117882463822038"
"Sometimes","2015","Rural Area","West Germany","1511","0.320078137582453","0.307598575495263","0.332557699669644"
"Sometimes","2015","Rural Area","East Germany","1144","0.384749946295327","0.368264517920609","0.401235374670045"
"Sometimes","2015","Urban Area","West Germany","4239","0.305417444944483","0.297911372701514","0.312923517187451"
"Sometimes","2015","Urban Area","East Germany","568","0.297325547167055","0.276943972913879","0.31770712142023"
"Very often","2015","Rural Area","West Germany","591","0.100976576732542","0.0929165280929953","0.109036625372088"
"Very often","2015","Rural Area","East Germany","260","0.0650248252784862","0.0566702426328384","0.073379407924134"
"Very often","2015","Urban Area","West Germany","1530","0.102122568270433","0.0971877259964991","0.107057410544368"
"Very often","2015","Urban Area","East Germany","189","0.0825873499391927","0.0703134195053439","0.0948612803730415"
"Very rare","2015","Rural Area","West Germany","96","0.0169522768480683","0.0134989064943376","0.020405647201799"
"Very rare","2015","Rural Area","East Germany","61","0.0181878958450151","0.0136600613589982","0.0227157303310321"
"Very rare","2015","Urban Area","West Germany","268","0.0253562094649435","0.0227942691375211","0.027918149792366"
"Very rare","2015","Urban Area","East Germany","40","0.0268014040769238","0.0195998862501941","0.0340029219036536"
"Often","2016","Rural Area","West Germany","2705","0.511024886462434","0.497376465060421","0.524673307864448"
"Often","2016","Rural Area","East Germany","1542","0.459913013484407","0.442666527616034","0.47715949935278"
"Often","2016","Urban Area","West Germany","7256","0.497544949685304","0.489273612791558","0.50581628657905"
"Often","2016","Urban Area","East Germany","921","0.4910473021859","0.468266836286683","0.513827768085117"
"Rarely","2016","Rural Area","West Germany","359","0.0785697855177021","0.0712233439591211","0.085916227076283"
"Rarely","2016","Rural Area","East Germany","291","0.108956358411033","0.0981741756552971","0.119738541166768"
"Rarely","2016","Urban Area","West Germany","995","0.0792850004937524","0.0748153962895025","0.0837546046980024"
"Rarely","2016","Urban Area","East Germany","158","0.0986976178508261","0.0851066363404798","0.112288599361172"
"Sometimes","2016","Rural Area","West Germany","1455","0.305217065970892","0.292643831991763","0.31779029995002"
"Sometimes","2016","Rural Area","East Germany","1032","0.334452403465792","0.318126108764678","0.350778698166905"
"Sometimes","2016","Urban Area","West Germany","4084","0.302872753729493","0.295271292713009","0.310474214745977"
"Sometimes","2016","Urban Area","East Germany","542","0.281179461249872","0.260693126594402","0.301665795905343"
"Very often","2016","Rural Area","West Germany","554","0.0920458724430541","0.0841526901552534","0.0999390547308549"
"Very often","2016","Rural Area","East Germany","278","0.0707627583854118","0.0618892249197206","0.0796362918511029"
"Very often","2016","Urban Area","West Germany","1398","0.0965422552630794","0.0916565914037381","0.101427919122421"
"Very often","2016","Urban Area","East Germany","189","0.106038564008235","0.0920086975276548","0.120068430488816"
"Very rare","2016","Rural Area","West Germany","80","0.0131423896059175","0.010032947780855","0.0162518314309799"
"Very rare","2016","Rural Area","East Germany","65","0.0259154662533566","0.0204174154502379","0.0314135170564753"
"Very rare","2016","Urban Area","West Germany","304","0.0237550408283711","0.0212358084242233","0.0262742732325189"
"Very rare","2016","Urban Area","East Germany","40","0.0230370547051664","0.0162008548686204","0.0298732545417123"
"Often","2017","Rural Area","West Germany","3166","0.536107636892523","0.523200913927523","0.549014359857522"
"Often","2017","Rural Area","East Germany","1848","0.478292011705382","0.462130746170139","0.494453277240626"
"Often","2017","Urban Area","West Germany","8066","0.509174780149987","0.501225322640923","0.51712423765905"
"Often","2017","Urban Area","East Germany","1024","0.50888565273542","0.486725327788049","0.531045977682791"
"Rarely","2017","Rural Area","West Germany","326","0.0644170325534255","0.0580633883585789","0.0707706767482721"
"Rarely","2017","Rural Area","East Germany","299","0.0849355469572543","0.0759159808650795","0.0939551130494291"
"Rarely","2017","Urban Area","West Germany","987","0.0716024418353201","0.0675025582383297","0.0757023254323104"
"Rarely","2017","Urban Area","East Germany","160","0.0856105299425973","0.0732081820054212","0.0980128778797735"
"Sometimes","2017","Rural Area","West Germany","1547","0.288772508899924","0.277043439107979","0.300501578691868"
"Sometimes","2017","Rural Area","East Germany","1160","0.346926558548284","0.331526766930273","0.362326350166295"
"Sometimes","2017","Urban Area","West Germany","4239","0.296545137217359","0.289282336352293","0.303807938082424"
"Sometimes","2017","Urban Area","East Germany","524","0.272390913107161","0.252656688129461","0.29212513808486"
"Very often","2017","Rural Area","West Germany","621","0.094768770669112","0.0871883419641718","0.102349199374052"
"Very often","2017","Rural Area","East Germany","308","0.068210019710229","0.0600536263120241","0.076366413108434"
"Very often","2017","Urban Area","West Germany","1636","0.102307009204729","0.0974880058713576","0.107126012538101"
"Very often","2017","Urban Area","East Germany","216","0.10916954299541","0.0953458848679393","0.122993201122881"
"Very rare","2017","Rural Area","West Germany","75","0.0159340509850162","0.0126932185004023","0.0191748834696302"
"Very rare","2017","Rural Area","East Germany","55","0.0216358630788501","0.0169287738232492","0.026342952334451"
"Very rare","2017","Urban Area","West Germany","264","0.0203706315926053","0.0181243005404237","0.0226169626447869"
"Very rare","2017","Urban Area","East Germany","31","0.0239433612194116","0.0171668715784187","0.0307198508604046"
"Often","2018","Rural Area","West Germany","2935","0.50649749231485","0.493224062078905","0.519770922550796"
"Often","2018","Rural Area","East Germany","1785","0.492947421132609","0.476559009438296","0.509335832826922"
"Often","2018","Urban Area","West Germany","7687","0.512837041785808","0.504762167661138","0.520911915910477"
"Often","2018","Urban Area","East Germany","981","0.502315011003466","0.480042931725605","0.524587090281327"
"Rarely","2018","Rural Area","West Germany","293","0.0592420227825897","0.0529743872484313","0.0655096583167482"
"Rarely","2018","Rural Area","East Germany","288","0.095289417465326","0.085664716632095","0.104914118298557"
"Rarely","2018","Urban Area","West Germany","1045","0.0805010845751904","0.0761058160323875","0.0848963531179932"
"Rarely","2018","Urban Area","East Germany","145","0.0826426257990611","0.070377648562525","0.0949076030355971"
"Sometimes","2018","Rural Area","West Germany","1558","0.319536122948574","0.307156359159585","0.331915886737563"
"Sometimes","2018","Rural Area","East Germany","1149","0.337770731095461","0.322267391483262","0.353274070707659"
"Sometimes","2018","Urban Area","West Germany","4100","0.291603968244657","0.284261472337882","0.298946464151431"
"Sometimes","2018","Urban Area","East Germany","590","0.29252404374746","0.272259723457953","0.312788364036968"
"Very often","2018","Rural Area","West Germany","589","0.0992123869446565","0.0912756133485811","0.107149160540732"
"Very often","2018","Rural Area","East Germany","290","0.0572554639082508","0.0496396635845632","0.0648712642319385"
"Very often","2018","Urban Area","West Germany","1624","0.0977485212272737","0.0929508792291702","0.102546163225377"
"Very often","2018","Urban Area","East Germany","187","0.105606519201406","0.0919164674056516","0.11929657099716"
"Very rare","2018","Rural Area","West Germany","75","0.0155119750093295","0.0122311081472974","0.0187928418713616"
"Very rare","2018","Rural Area","East Germany","63","0.0167369663983536","0.0125317989299259","0.0209421338667813"
"Very rare","2018","Urban Area","West Germany","263","0.0173093841670716","0.0152024151411836","0.0194163531929597"
"Very rare","2018","Urban Area","East Germany","33","0.0169118002486068","0.0111681686472305","0.022655431849983"
"Often","2019","Rural Area","West Germany","2844","0.500195465620756","0.486699959500017","0.513690971741494"
"Often","2019","Rural Area","East Germany","1818","0.471228942107465","0.454895726687602","0.487562157527329"
"Often","2019","Urban Area","West Germany","7373","0.509254724784357","0.500950917213452","0.517558532355262"
"Often","2019","Urban Area","East Germany","814","0.49666889161198","0.471615718365628","0.521722064858333"
"Rarely","2019","Rural Area","West Germany","302","0.06791353398353","0.0611226631269007","0.0747044048401592"
"Rarely","2019","Rural Area","East Germany","276","0.0883050166773273","0.0790209266141683","0.0975891067404862"
"Rarely","2019","Urban Area","West Germany","892","0.0738264520539904","0.0694830116713566","0.0781698924366241"
"Rarely","2019","Urban Area","East Germany","106","0.0859109851882361","0.0718692438011559","0.0999527265753163"
"Sometimes","2019","Rural Area","West Germany","1419","0.293970367891394","0.281673841458323","0.306266894324465"
"Sometimes","2019","Rural Area","East Germany","1117","0.346323997167746","0.330755580821699","0.361892413513793"
"Sometimes","2019","Urban Area","West Germany","3841","0.297052860344591","0.289462543890641","0.304643176798542"
"Sometimes","2019","Urban Area","East Germany","436","0.293450161719035","0.270634085820677","0.316266237617392"
"Very often","2019","Rural Area","West Germany","615","0.116417242239076","0.107760560018989","0.125073924459163"
"Very often","2019","Rural Area","East Germany","325","0.0716906046529989","0.0632494983717964","0.0801317109342015"
"Very often","2019","Urban Area","West Germany","1576","0.0997641664621969","0.0947862555887609","0.104742077335633"
"Very often","2019","Urban Area","East Germany","151","0.103250614800146","0.0880036203375414","0.118497609262752"
"Very rare","2019","Rural Area","West Germany","93","0.0215033902652451","0.0175882048292424","0.0254185757012477"
"Very rare","2019","Rural Area","East Germany","52","0.022451439394463","0.0176039916189084","0.0272988871700177"
"Very rare","2019","Urban Area","West Germany","241","0.0201017963548642","0.0177705423528657","0.0224330503568626"
"Very rare","2019","Urban Area","East Germany","23","","",""
