"plh0186","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Often","2007","Rural Area","West Germany","1730","0.4413068802585","0.425244388807468","0.457369371709533"
"Often","2007","Rural Area","East Germany","1404","0.403128961437228","0.386357281552645","0.419900641321811"
"Often","2007","Urban Area","West Germany","5323","0.423044581484421","0.414152810815773","0.431936352153068"
"Often","2007","Urban Area","East Germany","832","0.439870679031988","0.41653449369077","0.463206864373205"
"Rarely","2007","Rural Area","West Germany","331","0.0961948374153611","0.0866565766782255","0.105733098152497"
"Rarely","2007","Rural Area","East Germany","353","0.12249877545103","0.111288815765673","0.133708735136387"
"Rarely","2007","Urban Area","West Germany","1088","0.106621106435738","0.101066369541969","0.112175843329507"
"Rarely","2007","Urban Area","East Germany","161","0.119602399521945","0.104346684183876","0.134858114860013"
"Sometimes","2007","Rural Area","West Germany","1238","0.35771895849797","0.342213328049531","0.373224588946409"
"Sometimes","2007","Rural Area","East Germany","1208","0.37585829752735","0.359298005794462","0.392418589260238"
"Sometimes","2007","Urban Area","West Germany","4095","0.348091791617233","0.339518172771519","0.356665410462948"
"Sometimes","2007","Urban Area","East Germany","576","0.33888499979151","0.316632034863174","0.361137964719845"
"Very often","2007","Rural Area","West Germany","296","0.0825160237197978","0.0736153211468767","0.091416726292719"
"Very often","2007","Rural Area","East Germany","244","0.0709160192934372","0.0621396685316579","0.0796923700552166"
"Very often","2007","Urban Area","West Germany","1027","0.0892591077427052","0.0841275674241754","0.094390648061235"
"Very often","2007","Urban Area","East Germany","119","0.0629316983628287","0.0515149204024588","0.0743484763231986"
"Very rare","2007","Rural Area","West Germany","76","0.0222633001083708","0.0174906276809769","0.0270359725357648"
"Very rare","2007","Rural Area","East Germany","77","0.027597946290955","0.0219968166115401","0.0331990759703699"
"Very rare","2007","Urban Area","West Germany","326","0.0329834127199032","0.0297690949231956","0.0361977305166109"
"Very rare","2007","Urban Area","East Germany","50","0.0387102232917295","0.0296411438742822","0.0477793027091768"
"Often","2008","Rural Area","West Germany","1588","0.435872469164684","0.41930190722073","0.452443031108638"
"Often","2008","Rural Area","East Germany","1367","0.422965388291835","0.405596943485528","0.440333833098143"
"Often","2008","Urban Area","West Germany","5064","0.42697815319402","0.417788715741908","0.436167590646131"
"Often","2008","Urban Area","East Germany","790","0.440695441768877","0.416926790295366","0.464464093242388"
"Rarely","2008","Rural Area","West Germany","297","0.096324097470364","0.0864648743578207","0.106183320582907"
"Rarely","2008","Rural Area","East Germany","328","0.115786155456197","0.104537138842028","0.127035172070365"
"Rarely","2008","Urban Area","West Germany","1005","0.105713168502283","0.100000967623373","0.111425369381192"
"Rarely","2008","Urban Area","East Germany","141","0.0979612488753021","0.083729743605066","0.112192754145538"
"Sometimes","2008","Rural Area","West Germany","1183","0.354530941595799","0.33854516806583","0.370516715125768"
"Sometimes","2008","Rural Area","East Germany","1131","0.371102394389573","0.354118220219021","0.388086568560125"
"Sometimes","2008","Urban Area","West Germany","3831","0.353468126414567","0.344586947730823","0.362349305098311"
"Sometimes","2008","Urban Area","East Germany","582","0.36252132094611","0.339506336125446","0.385536305766773"
"Very often","2008","Rural Area","West Germany","295","0.0886708089500146","0.0791713942844248","0.0981702236156045"
"Very often","2008","Rural Area","East Germany","203","0.0582200200564601","0.0499877712392855","0.0664522688736346"
"Very often","2008","Urban Area","West Germany","932","0.0800399416278915","0.0749986899851655","0.0850811932706175"
"Very often","2008","Urban Area","East Germany","127","0.0660688461388838","0.0541765182096412","0.0779611740681264"
"Very rare","2008","Rural Area","West Germany","77","0.0246016828191383","0.0194251105889707","0.0297782550493059"
"Very rare","2008","Rural Area","East Germany","79","0.0319260418059347","0.0257453883506976","0.0381066952611717"
"Very rare","2008","Urban Area","West Germany","298","0.0338006102612392","0.0304432638121838","0.0371579567102946"
"Very rare","2008","Urban Area","East Germany","36","0.0327531422708279","0.0242318348508886","0.0412744496907673"
"Often","2009","Rural Area","West Germany","1496","0.445021342979919","0.427990490788073","0.462052195171766"
"Often","2009","Rural Area","East Germany","1310","0.423898054578017","0.406080432993911","0.441715676162123"
"Often","2009","Urban Area","West Germany","4535","0.421209283986539","0.411634755523707","0.430783812449371"
"Often","2009","Urban Area","East Germany","725","0.437651546165333","0.413243859809162","0.462059232521503"
"Rarely","2009","Rural Area","West Germany","316","0.103968792445887","0.0935090525066599","0.114428532385114"
"Rarely","2009","Rural Area","East Germany","313","0.125544503831989","0.113598103707772","0.137490903956207"
"Rarely","2009","Urban Area","West Germany","1064","0.115947181976761","0.109738822518257","0.122155541435266"
"Rarely","2009","Urban Area","East Germany","139","0.107884295474181","0.0926209640370057","0.123147626911357"
"Sometimes","2009","Rural Area","West Germany","1115","0.351862905081128","0.335497453253825","0.368228356908432"
"Sometimes","2009","Rural Area","East Germany","1077","0.361221364038765","0.343902027394875","0.378540700682656"
"Sometimes","2009","Urban Area","West Germany","3499","0.349899233306397","0.34065077200995","0.359147694602844"
"Sometimes","2009","Urban Area","East Germany","576","0.339473964163304","0.316176543902976","0.362771384423632"
"Very often","2009","Rural Area","West Germany","268","0.0744860470112069","0.0654882380602528","0.083483855962161"
"Very often","2009","Rural Area","East Germany","180","0.0608875698576281","0.0522658786680201","0.0695092610472361"
"Very often","2009","Urban Area","West Germany","807","0.0771235200620769","0.0719501581718503","0.0822968819523035"
"Very often","2009","Urban Area","East Germany","107","0.0758636118725586","0.0628366116371522","0.0888906121079649"
"Very rare","2009","Rural Area","West Germany","76","0.0246609124818584","0.0193460723633774","0.0299757526003394"
"Very rare","2009","Rural Area","East Germany","75","0.0284485076936007","0.0224542969891243","0.0344427183980772"
"Very rare","2009","Urban Area","West Germany","311","0.0358207806682252","0.0322170356447843","0.0394245256916661"
"Very rare","2009","Urban Area","East Germany","40","0.0391265823246237","0.0295870150683384","0.048666149580909"
"Often","2010","Rural Area","West Germany","1384","0.445041374736111","0.427204253320367","0.462878496151855"
"Often","2010","Rural Area","East Germany","1228","0.433787689869546","0.415024401237733","0.452550978501358"
"Often","2010","Urban Area","West Germany","4349","0.417975004590141","0.408096254566825","0.427853754613457"
"Often","2010","Urban Area","East Germany","705","0.460640534755372","0.434993650433963","0.486287419076782"
"Rarely","2010","Rural Area","West Germany","247","0.0833170217512447","0.0733979570386715","0.0932360864638179"
"Rarely","2010","Rural Area","East Germany","228","0.101219519132799","0.0898002148638409","0.112638823401757"
"Rarely","2010","Urban Area","West Germany","922","0.113538909588471","0.107184748499876","0.119893070677066"
"Rarely","2010","Urban Area","East Germany","139","0.114905828065872","0.0984969021685143","0.13131475396323"
"Sometimes","2010","Rural Area","West Germany","1018","0.369615425100066","0.352290470550669","0.386940379649462"
"Sometimes","2010","Rural Area","East Germany","973","0.375000810408965","0.35667190523991","0.39332971557802"
"Sometimes","2010","Urban Area","West Germany","3288","0.356848535337096","0.347253322487138","0.366443748187054"
"Sometimes","2010","Urban Area","East Germany","473","0.33802790937472","0.313688473718636","0.362367345030804"
"Very often","2010","Rural Area","West Germany","266","0.0797298924157842","0.0700077379202322","0.0894520469113362"
"Very often","2010","Rural Area","East Germany","186","0.0619364200395488","0.0528106424283796","0.0710621976507179"
"Very often","2010","Urban Area","West Germany","759","0.0807154778219755","0.0752596656878799","0.0861712899560712"
"Very often","2010","Urban Area","East Germany","102","0.0656347596499855","0.0528926989014033","0.0783768203985677"
"Very rare","2010","Rural Area","West Germany","67","0.0222962859967943","0.0169970389412759","0.0275955330523127"
"Very rare","2010","Rural Area","East Germany","65","0.0280555605491413","0.0218036768721748","0.0343074442261078"
"Very rare","2010","Urban Area","West Germany","258","0.0309220726623165","0.0274549462902963","0.0343891990343366"
"Very rare","2010","Urban Area","East Germany","32","0.0207909681540499","0.0134493896568131","0.0281325466512867"
"Often","2011","Rural Area","West Germany","1961","0.463178524801238","0.447851652039604","0.478505397562871"
"Often","2011","Rural Area","East Germany","1394","0.413395634485491","0.396228752107961","0.430562516863021"
"Often","2011","Urban Area","West Germany","5466","0.444209256746504","0.43523270959505","0.453185803897959"
"Often","2011","Urban Area","East Germany","794","0.409751313870731","0.386703439490766","0.432799188250697"
"Rarely","2011","Rural Area","West Germany","358","0.0950320767099901","0.0860181067430801","0.1040460466769"
"Rarely","2011","Rural Area","East Germany","320","0.124382797667733","0.112878154681849","0.135887440653618"
"Rarely","2011","Urban Area","West Germany","1069","0.0998516325243176","0.0944354350095192","0.105267830039116"
"Rarely","2011","Urban Area","East Germany","164","0.104437550812784","0.0901048028749432","0.118770298750626"
"Sometimes","2011","Rural Area","West Germany","1262","0.327726269955086","0.313298702885928","0.342153837024244"
"Sometimes","2011","Rural Area","East Germany","1092","0.366728633868815","0.349928869934942","0.383528397802687"
"Sometimes","2011","Urban Area","West Germany","3836","0.335745587394576","0.327213952920679","0.344277221868474"
"Sometimes","2011","Urban Area","East Germany","575","0.350277117169967","0.327919621724126","0.372634612615808"
"Very often","2011","Rural Area","West Germany","404","0.0919924975870986","0.0831089726182285","0.100876022555969"
"Very often","2011","Rural Area","East Germany","262","0.0630554138078106","0.0545820864303913","0.07152874118523"
"Very often","2011","Urban Area","West Germany","1114","0.0897947330964187","0.0846299157934901","0.0949595503993473"
"Very often","2011","Urban Area","East Germany","164","0.101450120496447","0.0873003119066519","0.115599929086243"
"Very rare","2011","Rural Area","West Germany","81","0.0220706309465877","0.0175549263627004","0.026586335530475"
"Very rare","2011","Rural Area","East Germany","93","0.0324375201701508","0.0262616355299185","0.038613404810383"
"Very rare","2011","Urban Area","West Germany","285","0.0303987902381831","0.0272971988350247","0.0335003816413414"
"Very rare","2011","Urban Area","East Germany","52","0.0340838976500701","0.0255804015756335","0.0425873937245066"
"Often","2012","Rural Area","West Germany","2055","0.485024249593802","0.469778339215628","0.500270159971976"
"Often","2012","Rural Area","East Germany","1503","0.459985028904351","0.442596840295887","0.477373217512815"
"Often","2012","Urban Area","West Germany","5649","0.464743286670807","0.455640310661066","0.473846262680549"
"Often","2012","Urban Area","East Germany","811","0.462460817031977","0.438801559472921","0.486120074591034"
"Rarely","2012","Rural Area","West Germany","312","0.0869275014666414","0.0783332219123026","0.0955217810209802"
"Rarely","2012","Rural Area","East Germany","262","0.0913041694985423","0.0812549075552964","0.101353431441788"
"Rarely","2012","Urban Area","West Germany","919","0.0881906870778463","0.0830151056109741","0.0933662685447185"
"Rarely","2012","Urban Area","East Germany","129","0.0899178588962042","0.0763434210862174","0.103492296706191"
"Sometimes","2012","Rural Area","West Germany","1229","0.313979044719189","0.299821195931155","0.328136893507223"
"Sometimes","2012","Rural Area","East Germany","1104","0.361625868675189","0.344863052647621","0.378388684702757"
"Sometimes","2012","Urban Area","West Germany","3647","0.327638461037621","0.319072134125777","0.336204787949465"
"Sometimes","2012","Urban Area","East Germany","569","0.331618515314414","0.309278155260784","0.353958875368044"
"Very often","2012","Rural Area","West Germany","461","0.0961651788381736","0.0871716174586996","0.105158740217648"
"Very often","2012","Rural Area","East Germany","215","0.0578252775190691","0.0496819072734495","0.0659686477646887"
"Very often","2012","Urban Area","West Germany","1086","0.0962518279559051","0.09086883287237","0.10163482303944"
"Very often","2012","Urban Area","East Germany","150","0.0868131625130559","0.0734524017437945","0.100173923282317"
"Very rare","2012","Rural Area","West Germany","71","0.0179040253821938","0.0138589133459689","0.0219491374184188"
"Very rare","2012","Rural Area","East Germany","72","0.0292596554028486","0.0233798123068792","0.035139498498818"
"Very rare","2012","Urban Area","West Germany","231","0.0231757372578202","0.0204296092812094","0.025921865234431"
"Very rare","2012","Urban Area","East Germany","47","0.0291896462443484","0.0212016069384342","0.0371776855502626"
"Often","2013","Rural Area","West Germany","2936","0.497183377526625","0.484000635175724","0.510366119877527"
"Often","2013","Rural Area","East Germany","1716","0.440361550756558","0.424339758239724","0.456383343273392"
"Often","2013","Urban Area","West Germany","7357","0.475071509300977","0.466924760863779","0.483218257738175"
"Often","2013","Urban Area","East Germany","1004","0.453678079397694","0.432210595612589","0.475145563182799"
"Rarely","2013","Rural Area","West Germany","373","0.0763448614533219","0.0693434196749265","0.0833463032317173"
"Rarely","2013","Rural Area","East Germany","326","0.0981235147730795","0.0885225977837542","0.107724431762405"
"Rarely","2013","Urban Area","West Germany","1107","0.0878070662527877","0.0831900348767038","0.0924240976288715"
"Rarely","2013","Urban Area","East Germany","202","0.108892392177984","0.0954602036889878","0.12232458066698"
"Sometimes","2013","Rural Area","West Germany","1548","0.318597598659293","0.306312865438196","0.330882331880389"
"Sometimes","2013","Rural Area","East Germany","1277","0.364014407874609","0.348485691416448","0.379543124332771"
"Sometimes","2013","Urban Area","West Germany","4331","0.323860690889186","0.31622669446298","0.331494687315393"
"Sometimes","2013","Urban Area","East Germany","620","0.323890795769539","0.30371221303435","0.344069378504728"
"Very often","2013","Rural Area","West Germany","584","0.0865780487304941","0.0791635418985939","0.0939925555623943"
