"plh0186","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Often","2013","West Germany","Female","5605","0.473436656417448","0.464089079109636","0.48278423372526","4"
"Rarely","2013","East Germany","Male","220","0.0987720224720207","0.087347665855749","0.110196379088292","2"
"Rarely","2013","East Germany","Female","308","0.105052205573851","0.0943172553897071","0.115787155757994","2"
"Rarely","2013","West Germany","Male","611","0.080381816655594","0.0747647507462818","0.0859988825649061","2"
"Rarely","2013","West Germany","Female","869","0.0889921265791816","0.083661482678762","0.0943227704796012","2"
"Sometimes","2013","East Germany","Male","896","0.356717308453819","0.338374726434531","0.375059890473107","3"
"Sometimes","2013","East Germany","Female","1001","0.342914562752174","0.326295654871647","0.359533470632701","3"
"Sometimes","2013","West Germany","Male","2762","0.337391931898789","0.32762355196886","0.347160311828719","3"
"Sometimes","2013","West Germany","Female","3117","0.308715928692037","0.300067233170389","0.317364624213686","3"
"Very often","2013","East Germany","Male","216","0.0845272310261581","0.0738755419248794","0.0951789201274367","5"
"Very often","2013","East Germany","Female","253","0.0689461621052417","0.0600758063026925","0.077816517907791","5"
"Very often","2013","West Germany","Male","798","0.0756565166256221","0.0701930700708885","0.0811199631803558","5"
"Very often","2013","West Germany","Female","1131","0.0976699438276244","0.0921121044072187","0.10322778324803","5"
"Very rare","2013","East Germany","Male","59","0.0237125248665428","0.0178864614996669","0.0295385882334187","1"
"Very rare","2013","East Germany","Female","81","0.0294306661140874","0.0235135250432186","0.0353478071849563","1"
"Very rare","2013","West Germany","Male","141","0.0178773158880056","0.0151397734251017","0.0206148583509096","1"
"Very rare","2013","West Germany","Female","238","0.0311853444837085","0.0279311879730012","0.0344395009944157","1"
"Often","2014","East Germany","Male","1282","0.477970933909188","0.458594637490597","0.497347230327779","4"
"Often","2014","East Germany","Female","1460","0.463727795024368","0.446041462645741","0.481414127402995","4"
"Often","2014","West Germany","Male","5146","0.500393430157518","0.490543248583441","0.510243611731595","4"
"Often","2014","West Germany","Female","5895","0.479294240509769","0.470214874381825","0.488373606637713","4"
"Rarely","2014","East Germany","Female","247","0.100807477029469","0.090129566172179","0.11148538788676","2"
"Rarely","2014","East Germany","Male","167","0.0703349397007826","0.0604158573039761","0.0802540220975892","2"
"Rarely","2014","West Germany","Male","654","0.0748664498929797","0.0696817908459259","0.0800511089400336","2"
"Rarely","2014","West Germany","Female","920","0.0886732046170985","0.0835067632435227","0.0938396459906743","2"
"Sometimes","2014","East Germany","Female","955","0.325744779125011","0.309123499128809","0.342366059121213","3"
"Sometimes","2014","East Germany","Male","835","0.355404535786885","0.336838132089247","0.373970939484523","3"
"Sometimes","2014","West Germany","Male","2978","0.312383904299973","0.303253464284448","0.321514344315497","3"
"Sometimes","2014","West Germany","Female","3208","0.29747578334291","0.289167435097461","0.305784131588359","3"
"Very often","2014","East Germany","Female","330","0.0861922849128331","0.0762387995587817","0.0961457702668846","5"
"Very often","2014","East Germany","Male","224","0.078518143748944","0.068084137564556","0.0889521499333321","5"
"Very often","2014","West Germany","Male","960","0.0916444144489711","0.0859603981820685","0.0973284307158738","5"
"Very often","2014","West Germany","Female","1392","0.114363883997803","0.108579856604161","0.120147911391444","5"
"Very rare","2014","East Germany","Female","62","0.0235276639083189","0.018151989576228","0.0289033382404097","1"
"Very rare","2014","East Germany","Male","45","0.0177714468542009","0.0126464883352829","0.0228964053731189","1"
"Very rare","2014","West Germany","Male","160","0.020711801200559","0.0179061184557234","0.0235174839453945","1"
"Very rare","2014","West Germany","Female","215","0.0201928875324199","0.0176364938199983","0.0227492812448415","1"
"Often","2015","East Germany","Female","1374","0.459644063196551","0.44140153459747","0.477886591795631","4"
"Often","2015","East Germany","Male","1205","0.45426883069348","0.434394370810228","0.474143290576731","4"
"Often","2015","West Germany","Male","4731","0.485179974124106","0.474900748405237","0.495459199842976","4"
"Often","2015","West Germany","Female","5446","0.485398782083447","0.475951466867797","0.494846097299097","4"
"Rarely","2015","East Germany","Female","268","0.109515855977882","0.0980848134384759","0.120946898517288","2"
"Rarely","2015","East Germany","Male","169","0.0858942698383674","0.0747094292777154","0.0970791103990194","2"
"Rarely","2015","West Germany","Male","587","0.0740011209374504","0.0686171137273924","0.0793851281475084","2"
"Rarely","2015","West Germany","Female","833","0.0867626560107402","0.0814417950516215","0.092083516969859","2"
"Sometimes","2015","East Germany","Female","900","0.33575872564965","0.318472076105693","0.353045375193608","3"
"Sometimes","2015","East Germany","Male","812","0.368991597367293","0.349730754184525","0.388252440550061","3"
"Sometimes","2015","West Germany","Male","2745","0.325818445148037","0.316178878291915","0.335458012004158","3"
"Sometimes","2015","West Germany","Female","3005","0.293119928183856","0.284515555714273","0.301724300653439","3"
"Very often","2015","East Germany","Female","273","0.0715874636658204","0.0621506967032582","0.0810242306283825","5"
"Very often","2015","East Germany","Male","176","0.0716034998566164","0.0613118889551509","0.081895110758082","5"
"Very often","2015","West Germany","Male","876","0.0955558532378675","0.0895093989092807","0.101602307566454","5"
"Very often","2015","West Germany","Female","1245","0.107809841202345","0.101947358456753","0.113672323947938","5"
"Very rare","2015","East Germany","Female","52","0.0234938915100965","0.0179495597931426","0.0290382232270503","1"
"Very rare","2015","East Germany","Male","49","0.0192418022442433","0.0137583592521567","0.0247252452363298","1"
"Very rare","2015","West Germany","Male","142","0.0194446065525391","0.0166046159723425","0.0222845971327358","1"
"Very rare","2015","West Germany","Female","222","0.0269087925196113","0.0238500174675515","0.0299675675716711","1"
"Often","2016","East Germany","Female","1304","0.46623215096161","0.447624472085417","0.484839829837802","4"
"Often","2016","East Germany","Male","1159","0.477256587655996","0.456830375256585","0.497682800055406","4"
"Often","2016","West Germany","Male","4597","0.507600918126868","0.49715310737371","0.518048728880025","4"
"Often","2016","West Germany","Female","5364","0.494407916377118","0.484796230358617","0.504019602395619","4"
"Rarely","2016","West Germany","Male","595","0.0759019852135319","0.0703673236850037","0.0814366467420602","2"
"Rarely","2016","East Germany","Female","271","0.107457988325466","0.0959062172329787","0.119009759417953","2"
"Rarely","2016","East Germany","Male","178","0.102625339648323","0.090215053418706","0.115035625877939","2"
"Rarely","2016","West Germany","Female","759","0.0821747423343887","0.0768950828569513","0.0874544018118262","2"
"Sometimes","2016","West Germany","Male","2671","0.316852912871476","0.307130110838553","0.326575714904398","3"
"Sometimes","2016","East Germany","Female","831","0.301466455089406","0.284349440608559","0.318583469570253","3"
"Sometimes","2016","East Germany","Male","743","0.328185405994153","0.308983163817222","0.347387648171084","3"
"Sometimes","2016","West Germany","Female","2868","0.29063746009109","0.281908416650734","0.299366503531445","3"
"Very often","2016","East Germany","Male","175","0.0690967310299349","0.0587250626630356","0.0794683993968343","5"
"Very often","2016","West Germany","Male","775","0.0799638382295167","0.0742955131993956","0.0856321632596378","5"
"Very often","2016","East Germany","Female","292","0.0981139747258377","0.087018237796007","0.109209711655668","5"
"Very often","2016","West Germany","Female","1177","0.110227238675543","0.104206625121008","0.116247852230079","5"
"Very rare","2016","West Germany","Male","158","0.0196803455586082","0.0167776218809493","0.0225830692362671","1"
"Very rare","2016","East Germany","Female","63","0.0267294308976808","0.0207131716917699","0.0327456901035918","1"
"Very rare","2016","East Germany","Male","42","0.0228359356715938","0.0167270676509471","0.0289448036922406","1"
"Very rare","2016","West Germany","Female","226","0.02255264252186","0.0196983259354041","0.0254069591083158","1"
"Often","2017","West Germany","Male","5261","0.525409402496719","0.515459733194533","0.535359071798906","4"
"Often","2017","East Germany","Female","1545","0.494122765690448","0.476332587325415","0.511912944055481","4"
"Often","2017","East Germany","Male","1327","0.48462979247348","0.46538651272059","0.503873072226371","4"
"Often","2017","West Germany","Female","5971","0.506626483506522","0.497388346693625","0.515864620319419","4"
"Rarely","2017","West Germany","Male","539","0.0607172546755847","0.0559589264419284","0.065475582909241","2"
"Rarely","2017","East Germany","Female","256","0.0843199101785141","0.0744326205531947","0.0942071998038336","2"
"Rarely","2017","East Germany","Male","203","0.0860650029302357","0.0752659583889657","0.0968640474715057","2"
"Rarely","2017","West Germany","Female","774","0.0785590141896794","0.0735875501302321","0.0835304782491267","2"
"Sometimes","2017","West Germany","Male","2807","0.30770269396723","0.298506415122085","0.316898972812374","3"
"Sometimes","2017","East Germany","Female","875","0.310619148587887","0.294153303572445","0.327084993603329","3"
"Sometimes","2017","East Germany","Male","809","0.329166581745974","0.311072789561216","0.347260373930732","3"
"Sometimes","2017","West Germany","Female","2979","0.282107981583881","0.273792454585595","0.290423508582168","3"
"Very often","2017","West Germany","Male","925","0.0885968152084574","0.0829348853176714","0.0942587450992434","5"
"Very often","2017","East Germany","Female","308","0.0859564340754349","0.0759825814683966","0.0959302866824731","5"
"Very often","2017","East Germany","Male","216","0.0802317203642899","0.0697718416020976","0.0906915991264823","5"
"Very often","2017","West Germany","Female","1332","0.111798787007714","0.105976055625452","0.117621518389976","5"
"Very rare","2017","West Germany","Male","144","0.0175738336520089","0.0149557508530565","0.0201919164509613","1"
"Very rare","2017","East Germany","Female","50","0.0249817414677158","0.0194283532841209","0.0305351296513107","1"
"Very rare","2017","East Germany","Male","36","0.0199069024860196","0.0145285421634888","0.0252852628085505","1"
"Very rare","2017","West Germany","Female","195","0.0209077337122031","0.0182639993319404","0.0235514680924659","1"
"Often","2018","West Germany","Male","4906","0.51832036095283","0.508154307661638","0.528486414244022","4"
"Often","2018","East Germany","Female","1469","0.491528219103466","0.473563837916018","0.509492600290914","4"
"Often","2018","East Germany","Male","1297","0.501559608647347","0.482099674870728","0.521019542423966","4"
"Often","2018","West Germany","Female","5716","0.504526406536068","0.495135526346864","0.513917286725273","4"
"Rarely","2018","West Germany","Female","759","0.0814083767885623","0.0762720827236287","0.086544670853496","2"
"Rarely","2018","West Germany","Male","579","0.0687704873944457","0.0636217170657374","0.073919257723154","2"
"Rarely","2018","East Germany","Female","257","0.0959064884678207","0.0853252798447274","0.106487697090914","2"
"Rarely","2018","East Germany","Male","176","0.0850282167801114","0.0741724912957505","0.0958839422644723","2"
"Sometimes","2018","West Germany","Female","2935","0.289856589664884","0.281335037401253","0.298378141928515","3"
"Sometimes","2018","West Germany","Male","2723","0.307597922668756","0.298208368254997","0.316987477082515","3"
"Sometimes","2018","East Germany","Female","911","0.312175371165137","0.295524276663874","0.3288264656664","3"
"Sometimes","2018","East Germany","Male","828","0.330292328063223","0.311987512955992","0.348597143170454","3"
"Very often","2018","East Germany","Female","289","0.0828889724524401","0.0729814756307663","0.092796469274114","5"
"Very often","2018","East Germany","Male","188","0.0670532779939453","0.0573188173220441","0.0767877386658464","5"
"Very often","2018","West Germany","Female","1281","0.106185868224416","0.100399433454182","0.111972302994649","5"
"Very often","2018","West Germany","Male","932","0.0896600024537097","0.083847337528736","0.0954726673786835","5"
"Very rare","2018","West Germany","Female","198","0.0180227587860694","0.0155240511819409","0.0205214663901979","1"
"Very rare","2018","West Germany","Male","140","0.0156512265302583","0.0131258694577247","0.0181765836027919","1"
"Very rare","2018","East Germany","Female","49","0.017500948811136","0.0127889901345578","0.0222129074877142","1"
"Very rare","2018","East Germany","Male","47","0.0160665685153737","0.0111730876989449","0.0209600493318024","1"
"Often","2019","West Germany","Female","5521","0.502960351373057","0.493414132532077","0.512506570214036","4"
"Often","2019","West Germany","Male","5228","0.514038269235853","0.504062111923452","0.524014426548254","4"
"Often","2019","East Germany","Female","1491","0.480028285389377","0.461901169078828","0.498155401699927","4"
"Often","2019","East Germany","Male","1379","0.485234884956858","0.466220679007273","0.504249090906443","4"
"Rarely","2019","East Germany","Male","170","0.0757392196798266","0.0656732571983179","0.0858051821613353","2"
"Rarely","2019","West Germany","Female","714","0.0760433774365188","0.070982503912067","0.0811042509609705","2"
"Rarely","2019","West Germany","Male","553","0.070012927865881","0.0649197117683045","0.0751061439634574","2"
"Rarely","2019","East Germany","Female","242","0.0960231354547392","0.0853332747390676","0.106712996170411","2"
"Sometimes","2019","West Germany","Female","2823","0.288056399970823","0.279410094928315","0.296702705013332","3"
"Sometimes","2019","West Germany","Male","2677","0.299630253010511","0.29048657241467","0.308773933606353","3"
"Sometimes","2019","East Germany","Female","834","0.30958300726791","0.292808501222745","0.326357513313075","3"
"Sometimes","2019","East Germany","Male","839","0.344442230855559","0.326363775846331","0.362520685864788","3"
"Very often","2019","West Germany","Female","1296","0.112825342888571","0.106784787254144","0.118865898522997","5"
"Very often","2019","West Germany","Male","1020","0.0956751198968411","0.0898039280074014","0.101546311786281","5"
"Very often","2019","East Germany","Female","312","0.0963515017348245","0.0856453238046382","0.107057679665011","5"
"Very often","2019","East Germany","Male","224","0.0702087525865021","0.0604883111736637","0.0799291939993405","5"
"Very rare","2019","West Germany","Female","184","0.0201145283310308","0.0174340544496459","0.0227950022124157","1"
"Very rare","2019","West Germany","Male","164","0.0206434299909137","0.0178053418602909","0.0234815181215366","1"
"Very rare","2019","East Germany","Female","39","0.0180140701531486","0.0131883292056216","0.0228398111006755","1"
"Very rare","2019","East Germany","Male","42","0.0243749119212539","0.0185079855345174","0.0302418383079904","1"
