"pgoeffd","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Yes","2007","Saxony-Anhalt","119","0.225108203317599","0.186562496607513","0.263653910027684"
"Yes","2007","Thuringia","109","0.216927751878584","0.179666483326853","0.254189020430316"
"No","2007","Schleswig-Holstein","239","0.823692064022097","0.781608628601307","0.865775499442886"
"No","2007","Hamburg","133","0.846543830178141","0.791212489874634","0.901875170481648"
"No","2007","Lower Saxony","767","0.732923118775642","0.705994996457061","0.759851241094224"
"No","2007","Bremen","57","0.727073285032136","0.628842715256319","0.825303854807952"
"No","2007","North Rhine-Westphalia","1700","0.745897565169211","0.728299465037919","0.763495665300503"
"No","2007","Hesse","633","0.804337571290883","0.777267212343028","0.831407930238739"
"No","2007","Rhineland-Palatinate,Saarland","475","0.76090092748357","0.728310643360097","0.793491211607042"
"No","2007","Baden-Württemberg","1116","0.78259975124198","0.761265827313492","0.803933675170469"
"No","2007","Bavaria","1380","0.802923743632232","0.784376297491414","0.82147118977305"
"No","2007","Berlin","297","0.680475880675909","0.636807284861145","0.724144476490674"
"No","2007","Brandenburg","306","0.683346450127504","0.639276875520154","0.727416024734853"
"No","2007","Mecklenburg-Western Pomerania","187","0.749845827784952","0.69789621373874","0.801795441831163"
"No","2007","Saxony","637","0.776128622260771","0.747667591739051","0.804589652782491"
"No","2007","Saxony-Anhalt","332","0.774891796682401","0.736346089972316","0.813437503392487"
"No","2007","Thuringia","361","0.783072248121416","0.745810979569684","0.820333516673147"
"Yes","2008","Schleswig-Holstein","66","0.17582432646634","0.130914339704328","0.220734313228353"
"Yes","2008","Hamburg","30","0.174785987553049","0.113599737591081","0.235972237515017"
"Yes","2008","Lower Saxony","263","0.284606278775512","0.255882688516336","0.313329869034688"
"Yes","2008","Bremen","","","",""
"Yes","2008","North Rhine-Westphalia","570","0.237672060279194","0.219591151948277","0.255752968610111"
"Yes","2008","Hesse","178","0.203433417421116","0.174757168594254","0.232109666247977"
"Yes","2008","Rhineland-Palatinate,Saarland","171","0.248369518643543","0.213297145467782","0.283441891819304"
"Yes","2008","Baden-Württemberg","278","0.196186234539569","0.174763588559256","0.217608880519882"
"Yes","2008","Bavaria","364","0.201332311840387","0.181528553897284","0.22113606978349"
"Yes","2008","Berlin","126","0.321770453191058","0.276104082419885","0.367436823962232"
"Yes","2008","Brandenburg","116","0.343550938094339","0.295421767751296","0.391680108437383"
"Yes","2008","Mecklenburg-Western Pomerania","74","0.266599480996295","0.211343309136903","0.321855652855687"
"Yes","2008","Saxony","166","0.177527717944385","0.15050299802895","0.204552437859821"
"Yes","2008","Saxony-Anhalt","105","0.23516768729872","0.194799699610624","0.275535674986815"
"Yes","2008","Thuringia","101","0.237744125767585","0.197224031204335","0.278264220330836"
"No","2008","Schleswig-Holstein","210","0.82417567353366","0.779265686771647","0.869085660295672"
"No","2008","Hamburg","118","0.825214012446951","0.764027762484983","0.886400262408919"
"No","2008","Lower Saxony","685","0.715393721224488","0.686670130965312","0.744117311483664"
"No","2008","Bremen","52","0.710978573980674","0.607696367507079","0.81426078045427"
"No","2008","North Rhine-Westphalia","1559","0.762327939720806","0.744247031389889","0.780408848051723"
"No","2008","Hesse","579","0.796566582578885","0.767890333752023","0.825242831405746"
"No","2008","Rhineland-Palatinate,Saarland","412","0.751630481356457","0.716558108180696","0.786702854532218"
"No","2008","Baden-Württemberg","1042","0.803813765460431","0.782391119480117","0.825236411440744"
"No","2008","Bavaria","1211","0.798667688159613","0.77886393021651","0.818471446102716"
"No","2008","Berlin","276","0.678229546808942","0.632563176037768","0.723895917580116"
"No","2008","Brandenburg","258","0.656449061905661","0.608319891562617","0.704578232248704"
"No","2008","Mecklenburg-Western Pomerania","172","0.733400519003705","0.678144347144313","0.788656690863097"
"No","2008","Saxony","602","0.822472282055615","0.795447562140179","0.84949700197105"
"No","2008","Saxony-Anhalt","319","0.76483231270128","0.724464325013185","0.805200300389376"
"No","2008","Thuringia","323","0.762255874232415","0.721735779669164","0.802775968795665"
"Yes","2009","Schleswig-Holstein","72","0.199680363371676","0.151819546183625","0.247541180559727"
"Yes","2009","Hamburg","34","0.188490315241195","0.126518566759321","0.250462063723069"
"Yes","2009","Lower Saxony","252","0.279430448460166","0.250560306454677","0.308300590465654"
"Yes","2009","Bremen","","","",""
"Yes","2009","North Rhine-Westphalia","527","0.216772265074761","0.199008961438326","0.234535568711195"
"Yes","2009","Hesse","189","0.222003753426158","0.192319952361305","0.251687554491011"
"Yes","2009","Rhineland-Palatinate,Saarland","155","0.208846063715027","0.175446899314547","0.242245228115508"
"Yes","2009","Baden-Württemberg","260","0.198535609439743","0.176395682339059","0.220675536540427"
"Yes","2009","Bavaria","376","0.213436498013231","0.193045267666232","0.233827728360229"
"Yes","2009","Berlin","119","0.296586493346828","0.251486028689066","0.341686958004591"
"Yes","2009","Brandenburg","110","0.29645970352404","0.251478836564402","0.341440570483677"
"Yes","2009","Mecklenburg-Western Pomerania","66","0.240996964395045","0.187874775718732","0.294119153071359"
"Yes","2009","Saxony","174","0.200288184732997","0.171853384328505","0.228722985137489"
"Yes","2009","Saxony-Anhalt","94","0.211711644294098","0.172120198157113","0.251303090431084"
"Yes","2009","Thuringia","108","0.288247411902252","0.245083068089307","0.331411755715197"
"No","2009","Schleswig-Holstein","196","0.800319636628324","0.752458819440273","0.848180453816375"
"No","2009","Hamburg","119","0.811509684758805","0.749537936276931","0.873481433240679"
"No","2009","Lower Saxony","676","0.720569551539834","0.691699409534346","0.749439693545323"
"No","2009","Bremen","40","0.66436927897048","0.542843134916694","0.785895423024265"
"No","2009","North Rhine-Westphalia","1540","0.783227734925239","0.765464431288805","0.800991038561674"
"No","2009","Hesse","564","0.777996246573842","0.748312445508989","0.807680047638695"
"No","2009","Rhineland-Palatinate,Saarland","414","0.791153936284973","0.757754771884493","0.824553100685453"
"No","2009","Baden-Württemberg","987","0.801464390560257","0.779324463459573","0.823604317660941"
"No","2009","Bavaria","1175","0.786563501986769","0.766172271639771","0.806954732333768"
"No","2009","Berlin","275","0.703413506653172","0.658313041995409","0.748513971310934"
"No","2009","Brandenburg","286","0.70354029647596","0.658559429516323","0.748521163435598"
"No","2009","Mecklenburg-Western Pomerania","183","0.759003035604955","0.705880846928641","0.812125224281268"
"No","2009","Saxony","587","0.799711815267003","0.771277014862511","0.828146615671495"
"No","2009","Saxony-Anhalt","315","0.788288355705902","0.748696909568916","0.827879801842887"
"No","2009","Thuringia","315","0.711752588097748","0.668588244284803","0.754916931910694"
"Yes","2010","Schleswig-Holstein","99","0.214356259906208","0.173627920785035","0.255084599027381"
"Yes","2010","Hamburg","40","0.205953329337242","0.15177212835541","0.260134530319075"
"Yes","2010","Lower Saxony","338","0.264680665306157","0.240214496185597","0.289146834426717"
"Yes","2010","Bremen","","","",""
"Yes","2010","North Rhine-Westphalia","671","0.242241623351172","0.226193615571547","0.258289631130797"
"Yes","2010","Hesse","241","0.232940141982521","0.206569159486867","0.259311124478175"
"Yes","2010","Rhineland-Palatinate,Saarland","199","0.221593271409708","0.192066030319112","0.251120512500305"
"Yes","2010","Baden-Württemberg","370","0.201868571585589","0.18294305323459","0.220794089936589"
"Yes","2010","Bavaria","462","0.212110135187866","0.194765532704915","0.229454737670818"
"Yes","2010","Berlin","142","0.310679630634986","0.269578804013149","0.351780457256823"
"Yes","2010","Brandenburg","125","0.318630044211204","0.27694672212009","0.360313366302318"
"Yes","2010","Mecklenburg-Western Pomerania","76","0.219994335266364","0.175027334842642","0.264961335690086"
"Yes","2010","Saxony","199","0.229430590949997","0.202156879209394","0.2567043026906"
"Yes","2010","Saxony-Anhalt","91","0.188267799851389","0.153440498728204","0.223095100974574"
"Yes","2010","Thuringia","125","0.288742503661634","0.249903683020852","0.327581324302415"
"No","2010","Schleswig-Holstein","291","0.785643740093792","0.744915400972619","0.826372079214965"
"No","2010","Hamburg","174","0.794046670662758","0.739865469680925","0.84822787164459"
"No","2010","Lower Saxony","911","0.735319334693843","0.710853165573283","0.759785503814403"
"No","2010","Bremen","60","0.666795577681037","0.565995658989658","0.767595496372415"
"No","2010","North Rhine-Westphalia","2067","0.757758376648828","0.741710368869203","0.773806384428453"
"No","2010","Hesse","746","0.767059858017479","0.740688875521825","0.793430840513133"
"No","2010","Rhineland-Palatinate,Saarland","561","0.778406728590292","0.748879487499695","0.807933969680888"
"No","2010","Baden-Württemberg","1358","0.79813142841441","0.779205910063411","0.81705694676541"
"No","2010","Bavaria","1672","0.787889864812134","0.770545262329182","0.805234467295085"
"No","2010","Berlin","345","0.689320369365014","0.648219542743177","0.730421195986851"
"No","2010","Brandenburg","355","0.681369955788796","0.639686633697682","0.72305327787991"
"No","2010","Mecklenburg-Western Pomerania","250","0.780005664733636","0.735038664309914","0.824972665157358"
"No","2010","Saxony","714","0.770569409050003","0.7432956973094","0.797843120790606"
"No","2010","Saxony-Anhalt","393","0.811732200148611","0.776904899025425","0.846559501271796"
"No","2010","Thuringia","398","0.711257496338366","0.672418675697585","0.750096316979148"
"Yes","2011","Schleswig-Holstein","132","0.227714401644252","0.192377076248922","0.263051727039581"
"Yes","2011","Hamburg","48","0.204914286596968","0.153953905882393","0.255874667311544"
"Yes","2011","Lower Saxony","402","0.262149012065307","0.23989230520912","0.284405718921493"
"Yes","2011","Bremen","","","",""
"Yes","2011","North Rhine-Westphalia","825","0.252854712522424","0.237823348947308","0.267886076097541"
"Yes","2011","Hesse","299","0.238898769022215","0.214423527621642","0.263374010422789"
"Yes","2011","Rhineland-Palatinate,Saarland","243","0.239697230284563","0.211884181625772","0.267510278943354"
"Yes","2011","Baden-Württemberg","474","0.214020434116269","0.196499579382038","0.231541288850499"
"Yes","2011","Bavaria","595","0.215050933891123","0.199425738362819","0.230676129419427"
"Yes","2011","Berlin","163","0.325729766960304","0.286384222643421","0.365075311277187"
"Yes","2011","Brandenburg","144","0.26162828879783","0.226252949061571","0.297003628534088"
"Yes","2011","Mecklenburg-Western Pomerania","75","0.198406795375931","0.156140875763343","0.240672714988518"
"Yes","2011","Saxony","237","0.220953387619501","0.195479627610213","0.24642714762879"
"Yes","2011","Saxony-Anhalt","144","0.221764066153944","0.188070816853576","0.255457315454313"
"Yes","2011","Thuringia","144","0.269944813288364","0.235057442762396","0.304832183814332"
"No","2011","Schleswig-Holstein","409","0.772285598355748","0.736948272960419","0.807622923751078"
"No","2011","Hamburg","193","0.795085713403032","0.744125332688456","0.846046094117607"
"No","2011","Lower Saxony","1098","0.737850987934694","0.715594281078507","0.76010769479088"
"No","2011","Bremen","78","0.770739053891998","0.687935454290612","0.853542653493384"
"No","2011","North Rhine-Westphalia","2387","0.747145287477576","0.732113923902459","0.762176651052692"
"No","2011","Hesse","867","0.761101230977785","0.736625989577211","0.785576472378358"
"No","2011","Rhineland-Palatinate,Saarland","662","0.760302769715437","0.732489721056646","0.788115818374228"
"No","2011","Baden-Württemberg","1631","0.785979565883731","0.768458711149501","0.803500420617962"
"No","2011","Bavaria","2061","0.784949066108877","0.769323870580573","0.800574261637181"
"No","2011","Berlin","382","0.674270233039696","0.634924688722813","0.713615777356579"
"No","2011","Brandenburg","449","0.73837171120217","0.702996371465912","0.773747050938429"
"No","2011","Mecklenburg-Western Pomerania","267","0.801593204624069","0.759327285011482","0.843859124236657"
"No","2011","Saxony","782","0.779046612380499","0.75357285237121","0.804520372389787"
"No","2011","Saxony-Anhalt","440","0.778235933846055","0.744542684545687","0.811929183146424"
"No","2011","Thuringia","478","0.730055186711636","0.695167816185668","0.764942557237604"
"Yes","2012","Schleswig-Holstein","122","0.243101379877885","0.20708812218633","0.27911463756944"
"Yes","2012","Hamburg","43","0.175226671365346","0.127428380913919","0.223024961816773"
"Yes","2012","Lower Saxony","389","0.267098330752385","0.244403335016165","0.289793326488604"
"Yes","2012","Bremen","","","",""
"Yes","2012","North Rhine-Westphalia","838","0.2625932364828","0.247236017649295","0.277950455316305"
"Yes","2012","Hesse","266","0.209083533635847","0.185182266727053","0.232984800544641"
"Yes","2012","Rhineland-Palatinate,Saarland","242","0.244898824425366","0.216405705686876","0.273391943163856"
"Yes","2012","Baden-Württemberg","463","0.220341614483615","0.202248919241376","0.238434309725853"
"Yes","2012","Bavaria","582","0.214742495595783","0.198985402636488","0.230499588555078"
"Yes","2012","Berlin","160","0.311360161829388","0.273144962181621","0.349575361477154"
"Yes","2012","Brandenburg","142","0.27868827870954","0.241487516530788","0.315889040888292"
"Yes","2012","Mecklenburg-Western Pomerania","78","0.231240666517536","0.186878713181699","0.275602619853372"
"Yes","2012","Saxony","240","0.228390167377401","0.202728249448558","0.254052085306244"
"Yes","2012","Saxony-Anhalt","131","0.207846492482493","0.174088421331087","0.2416045636339"
"Yes","2012","Thuringia","135","0.269354174037699","0.233738573642175","0.304969774433223"
"No","2012","Schleswig-Holstein","423","0.756898620122115","0.72088536243056","0.79291187781367"
"No","2012","Hamburg","200","0.824773328634654","0.776975038183227","0.872571619086081"
"No","2012","Lower Saxony","1071","0.732901669247615","0.710206673511396","0.755596664983835"
"No","2012","Bremen","78","0.703005006608858","0.616426522951561","0.789583490266155"
"No","2012","North Rhine-Westphalia","2316","0.7374067635172","0.722049544683695","0.752763982350705"
"No","2012","Hesse","846","0.790916466364153","0.767015199455359","0.814817733272947"
"No","2012","Rhineland-Palatinate,Saarland","633","0.755101175574634","0.726608056836144","0.783594294313124"
"No","2012","Baden-Württemberg","1553","0.779658385516385","0.761565690274147","0.797751080758624"
"No","2012","Bavaria","2027","0.785257504404217","0.769500411444922","0.801014597363512"
"No","2012","Berlin","404","0.688639838170612","0.650424638522846","0.726855037818379"
"No","2012","Brandenburg","416","0.72131172129046","0.684110959111708","0.758512483469212"
"No","2012","Mecklenburg-Western Pomerania","269","0.768759333482464","0.724397380146628","0.813121286818301"
"No","2012","Saxony","788","0.771609832622599","0.745947914693756","0.797271750551442"
"No","2012","Saxony-Anhalt","424","0.792153507517507","0.7583954363661","0.825911578668913"
"No","2012","Thuringia","461","0.730645825962301","0.695030225566777","0.766261426357825"
"Yes","2013","Schleswig-Holstein","139","0.242341835908032","0.20794046009636","0.276743211719705"
"Yes","2013","Hamburg","56","0.24439721295558","0.197165963874785","0.291628462036375"
"Yes","2013","Lower Saxony","411","0.266999793321511","0.245660400135172","0.288339186507849"
"Yes","2013","Bremen","","","",""
"Yes","2013","North Rhine-Westphalia","866","0.268392885654779","0.253891588148543","0.282894183161014"
"Yes","2013","Hesse","305","0.226799254690842","0.203849409396267","0.249749099985416"
"Yes","2013","Rhineland-Palatinate,Saarland","249","0.220698337006697","0.195172414562738","0.246224259450657"
"Yes","2013","Baden-Württemberg","494","0.219221841562424","0.202321278646098","0.236122404478751"
"Yes","2013","Bavaria","651","0.23260160143733","0.217295889890048","0.247907312984611"
"Yes","2013","Berlin","163","0.299625155347805","0.262344074066547","0.336906236629064"
"Yes","2013","Brandenburg","154","0.293413110775253","0.255565955624632","0.331260265925874"
"Yes","2013","Mecklenburg-Western Pomerania","81","0.245790206934125","0.198468227524102","0.293112186344149"
"Yes","2013","Saxony","249","0.246311911426753","0.219404711303854","0.273219111549652"
"Yes","2013","Saxony-Anhalt","126","0.231047516303156","0.196322674202402","0.26577235840391"
"Yes","2013","Thuringia","138","0.277771348205144","0.241001507933554","0.314541188476734"
"No","2013","Schleswig-Holstein","457","0.757658164091968","0.723256788280295","0.79205953990364"
"No","2013","Hamburg","262","0.75560278704442","0.708371537963625","0.802834036125215"
"No","2013","Lower Saxony","1240","0.73300020667849","0.711660813492151","0.754339599864828"
"No","2013","Bremen","97","0.669523382005265","0.586395105116858","0.752651658893671"
"No","2013","North Rhine-Westphalia","2721","0.731607114345221","0.717105816838986","0.746108411851457"
"No","2013","Hesse","974","0.773200745309158","0.750250900014584","0.796150590603733"
"No","2013","Rhineland-Palatinate,Saarland","765","0.779301662993303","0.753775740549343","0.804827585437262"
"No","2013","Baden-Württemberg","1808","0.780778158437576","0.763877595521249","0.797678721353902"
"No","2013","Bavaria","2276","0.76739839856267","0.752092687015389","0.782704110109952"
"No","2013","Berlin","417","0.700374844652195","0.663093763370937","0.737655925933453"
"No","2013","Brandenburg","402","0.706586889224747","0.668739734074126","0.744434044375368"
"No","2013","Mecklenburg-Western Pomerania","237","0.754209793065875","0.706887813655851","0.801531772475898"
"No","2013","Saxony","736","0.753688088573247","0.726780888450348","0.780595288696146"
"No","2013","Saxony-Anhalt","440","0.768952483696844","0.73422764159609","0.803677325797598"
"No","2013","Thuringia","432","0.722228651794856","0.685458811523266","0.758998492066446"
"Yes","2014","Schleswig-Holstein","144","0.270140515967613","0.232121844394471","0.308159187540756"
"Yes","2014","Hamburg","48","0.181599266155084","0.13332617623869","0.229872356071478"
"Yes","2014","Lower Saxony","371","0.280285658314389","0.257302296672527","0.30326901995625"
"Yes","2014","Bremen","","","",""
"Yes","2014","North Rhine-Westphalia","810","0.275230006025976","0.259726249948951","0.290733762103001"
"Yes","2014","Hesse","273","0.243288891833392","0.218205218855152","0.268372564811631"
"Yes","2014","Rhineland-Palatinate,Saarland","206","0.220400724284949","0.193483447226991","0.247318001342906"
"Yes","2014","Baden-Württemberg","453","0.243205113901621","0.224197477142993","0.262212750660249"
"Yes","2014","Bavaria","636","0.242248502982962","0.226012461572557","0.258484544393366"
"Yes","2014","Berlin","140","0.295846667304203","0.255800147664015","0.335893186944392"
"Yes","2014","Brandenburg","131","0.269844691907433","0.2310152815527","0.308674102262166"
"Yes","2014","Mecklenburg-Western Pomerania","66","0.210394406878414","0.163074066031154","0.257714747725674"
"Yes","2014","Saxony","213","0.244115276800941","0.21584620529122","0.272384348310662"
"Yes","2014","Saxony-Anhalt","111","0.221155598766783","0.184704742061738","0.257606455471827"
"Yes","2014","Thuringia","125","0.266104923381624","0.228831897308271","0.303377949454977"
"No","2014","Schleswig-Holstein","380","0.729859484032387","0.691840812459244","0.767878155605529"
"No","2014","Hamburg","197","0.818400733844916","0.770127643928522","0.86667382376131"
"No","2014","Lower Saxony","1096","0.719714341685612","0.69673098004375","0.742697703327473"
"No","2014","Bremen","80","0.567452908292602","0.47358053164057","0.661325284944635"
"No","2014","North Rhine-Westphalia","2378","0.724769993974024","0.709266237896999","0.740273750051049"
"No","2014","Hesse","851","0.756711108166608","0.731627435188368","0.781794781144848"
"No","2014","Rhineland-Palatinate,Saarland","705","0.779599275715051","0.752681998657094","0.806516552773009"
"No","2014","Baden-Württemberg","1504","0.756794886098379","0.737787249339751","0.775802522857007"
"No","2014","Bavaria","2039","0.757751497017038","0.741515455606634","0.773987538427443"
"No","2014","Berlin","359","0.704153332695797","0.664106813055608","0.744199852335985"
"No","2014","Brandenburg","371","0.730155308092567","0.691325897737834","0.7689847184473"
"No","2014","Mecklenburg-Western Pomerania","219","0.789605593121586","0.742285252274326","0.836925933968846"
"No","2014","Saxony","674","0.755884723199059","0.727615651689338","0.78415379470878"
"No","2014","Saxony-Anhalt","387","0.778844401233217","0.742393544528173","0.815295257938262"
"No","2014","Thuringia","415","0.733895076618376","0.696622050545023","0.771168102691729"
"Yes","2015","Schleswig-Holstein","145","0.281667623703125","0.242667244792333","0.320668002613916"
"Yes","2015","Hamburg","53","0.204824282089134","0.155095238597391","0.254553325580877"
"Yes","2015","Lower Saxony","358","0.277145208627458","0.254303357310915","0.299987059944"
"Yes","2015","Bremen","","","",""
"Yes","2015","North Rhine-Westphalia","796","0.287325434560064","0.271341786348936","0.303309082771192"
"Yes","2015","Hesse","264","0.221526271581952","0.197345634689118","0.245706908474786"
"Yes","2015","Rhineland-Palatinate,Saarland","214","0.25958925638406","0.231073501044297","0.288105011723824"
"Yes","2015","Baden-Württemberg","438","0.222962826853326","0.204734586550564","0.241191067156088"
"Yes","2015","Bavaria","603","0.221706555267917","0.206095775660913","0.237317334874922"
"Yes","2015","Berlin","126","0.245594958327403","0.208090331613812","0.283099585040994"
"Yes","2015","Brandenburg","145","0.275438251395287","0.236280935331019","0.314595567459555"
"Yes","2015","Mecklenburg-Western Pomerania","64","0.211969233290246","0.163752081664005","0.260186384916486"
"Yes","2015","Saxony","199","0.218865718279282","0.190904237436424","0.24682719912214"
"Yes","2015","Saxony-Anhalt","102","0.191456198519239","0.155383678529971","0.227528718508507"
"Yes","2015","Thuringia","123","0.287573067957517","0.249110653387077","0.326035482527957"
"No","2015","Schleswig-Holstein","366","0.718332376296875","0.679331997386084","0.757332755207667"
"No","2015","Hamburg","200","0.795175717910866","0.745446674419123","0.844904761402609"
"No","2015","Lower Saxony","1117","0.722854791372542","0.700012940056","0.745696642689085"
"No","2015","Bremen","76","0.671358274641119","0.578360281408693","0.764356267873545"
"No","2015","North Rhine-Westphalia","2283","0.712674565439936","0.696690917228808","0.728658213651064"
"No","2015","Hesse","869","0.778473728418048","0.754293091525214","0.802654365310882"
"No","2015","Rhineland-Palatinate,Saarland","694","0.74041074361594","0.711894988276176","0.768926498955703"
"No","2015","Baden-Württemberg","1565","0.777037173146674","0.758808932843912","0.795265413449436"
"No","2015","Bavaria","2117","0.778293444732083","0.762682665125078","0.793904224339087"
"No","2015","Berlin","380","0.754405041672597","0.716900414959006","0.791909668386188"
"No","2015","Brandenburg","355","0.724561748604713","0.685404432540445","0.763719064668981"
"No","2015","Mecklenburg-Western Pomerania","212","0.788030766709754","0.739813615083514","0.836247918335995"
"No","2015","Saxony","641","0.781134281720718","0.75317280087786","0.809095762563576"
"No","2015","Saxony-Anhalt","355","0.808543801480761","0.772471281491493","0.844616321470029"
"No","2015","Thuringia","409","0.712426932042483","0.673964517472043","0.750889346612923"
"Yes","2016","Schleswig-Holstein","130","0.274231697346212","0.234321369384322","0.314142025308101"
"Yes","2016","Hamburg","47","0.206894228827271","0.155752039807452","0.25803641784709"
"Yes","2016","Lower Saxony","349","0.269199863246351","0.24610582432911","0.292293902163592"
"Yes","2016","Bremen","","","",""
"Yes","2016","North Rhine-Westphalia","758","0.272463420634792","0.256453901617724","0.288472939651859"
"Yes","2016","Hesse","257","0.249444899937939","0.222532522102854","0.276357277773024"
"Yes","2016","Rhineland-Palatinate,Saarland","203","0.231941314328697","0.204102290769057","0.259780337888336"
"Yes","2016","Baden-Württemberg","439","0.247243422887822","0.227653563592284","0.266833282183361"
"Yes","2016","Bavaria","553","0.220226946113854","0.203844585115735","0.236609307111973"
"Yes","2016","Berlin","135","0.275983479586527","0.23599423011601","0.315972729057044"
"Yes","2016","Brandenburg","134","0.287229329395371","0.247125765951863","0.327332892838879"
"Yes","2016","Mecklenburg-Western Pomerania","71","0.272679449387614","0.220140342784098","0.325218555991129"
"Yes","2016","Saxony","187","0.224943833471474","0.196153543128586","0.253734123814361"
"Yes","2016","Saxony-Anhalt","96","0.227823007211488","0.188677131295936","0.26696888312704"
"Yes","2016","Thuringia","118","0.269445905896664","0.230750056335411","0.308141755457918"
"No","2016","Schleswig-Holstein","350","0.725768302653788","0.685857974691899","0.765678630615678"
"No","2016","Hamburg","194","0.793105771172729","0.74196358215291","0.844247960192548"
"No","2016","Lower Saxony","1068","0.730800136753649","0.707706097836408","0.75389417567089"
"No","2016","Bremen","76","0.741594561174041","0.65536332998595","0.827825792362132"
"No","2016","North Rhine-Westphalia","2213","0.727536579365208","0.711527060348141","0.743546098382276"
"No","2016","Hesse","736","0.750555100062061","0.723642722226976","0.777467477897146"
"No","2016","Rhineland-Palatinate,Saarland","680","0.768058685671303","0.740219662111664","0.795897709230943"
"No","2016","Baden-Württemberg","1424","0.752756577112178","0.733166717816639","0.772346436407716"
"No","2016","Bavaria","1905","0.779773053886146","0.763390692888028","0.796155414884265"
"No","2016","Berlin","345","0.724016520413473","0.684027270942956","0.76400576988399"
"No","2016","Brandenburg","355","0.712770670604629","0.672667107161121","0.752874234048137"
"No","2016","Mecklenburg-Western Pomerania","205","0.727320550612386","0.674781444008871","0.779859657215902"
"No","2016","Saxony","621","0.775056166528526","0.746265876185639","0.803846456871414"
"No","2016","Saxony-Anhalt","345","0.772176992788512","0.73303111687296","0.811322868704064"
"No","2016","Thuringia","387","0.730554094103336","0.691858244542082","0.769249943664589"
"Yes","2017","Schleswig-Holstein","156","0.256360269540548","0.22151080680338","0.291209732277716"
"Yes","2017","Hamburg","61","0.263734428327477","0.212574924826718","0.314893931828236"
"Yes","2017","Lower Saxony","451","0.282314932867236","0.260848140956552","0.30378172477792"
"Yes","2017","Bremen","36","0.381729126521943","0.298853243553958","0.464605009489927"
"Yes","2017","North Rhine-Westphalia","874","0.269192501807613","0.254219747732576","0.284165255882649"
"Yes","2017","Hesse","307","0.24947040871235","0.224802474473248","0.274138342951451"
"Yes","2017","Rhineland-Palatinate,Saarland","206","0.224750036188962","0.198331451361124","0.2511686210168"
"Yes","2017","Baden-Württemberg","497","0.253609788589171","0.234794371714707","0.272425205463636"
"Yes","2017","Bavaria","607","0.20729400981168","0.19223074973881","0.22235726988455"
"Yes","2017","Berlin","158","0.292762248279034","0.255242136686627","0.330282359871441"
"Yes","2017","Brandenburg","127","0.222450810351291","0.187819083991063","0.257082536711518"
"Yes","2017","Mecklenburg-Western Pomerania","80","0.269394473606609","0.219767850876088","0.31902109633713"
"Yes","2017","Saxony","219","0.211568234392455","0.185500725385134","0.237635743399776"
"Yes","2017","Saxony-Anhalt","123","0.234894483211202","0.198245358512454","0.271543607909951"
"Yes","2017","Thuringia","123","0.270896840772056","0.234759475545749","0.307034205998363"
"No","2017","Schleswig-Holstein","447","0.743639730459452","0.708790267722284","0.77848919319662"
"No","2017","Hamburg","224","0.736265571672523","0.685106068171764","0.787425075173282"
"No","2017","Lower Saxony","1238","0.717685067132764","0.69621827522208","0.739151859043448"
"No","2017","Bremen","96","0.618270873478057","0.535394990510073","0.701146756446042"
"No","2017","North Rhine-Westphalia","2497","0.730807498192387","0.715834744117351","0.745780252267424"
"No","2017","Hesse","875","0.750529591287651","0.725861657048549","0.775197525526752"
"No","2017","Rhineland-Palatinate,Saarland","753","0.775249963811038","0.7488313789832","0.801668548638876"
"No","2017","Baden-Württemberg","1557","0.746390211410829","0.727574794536364","0.765205628285293"
"No","2017","Bavaria","2175","0.79270599018832","0.77764273011545","0.80776925026119"
"No","2017","Berlin","407","0.707237751720966","0.669717640128559","0.744757863313373"
"No","2017","Brandenburg","427","0.777549189648709","0.742917463288482","0.812180916008937"
"No","2017","Mecklenburg-Western Pomerania","227","0.730605526393391","0.68097890366287","0.780232149123911"
"No","2017","Saxony","724","0.788431765607545","0.762364256600224","0.814499274614866"
"No","2017","Saxony-Anhalt","391","0.765105516788797","0.728456392090049","0.801754641487546"
"No","2017","Thuringia","458","0.729103159227944","0.692965794001637","0.765240524454251"
"Yes","2018","Schleswig-Holstein","162","0.252933232167655","0.218151186444015","0.287715277891295"
"Yes","2018","Hamburg","55","0.257029463067131","0.20647210246822","0.307586823666042"
"Yes","2018","Lower Saxony","417","0.282403957020067","0.260448765284977","0.304359148755157"
"Yes","2018","Bremen","38","0.411086710211293","0.32808756824108","0.494085852181506"
"Yes","2018","North Rhine-Westphalia","832","0.267745178814851","0.252491707456738","0.282998650172964"
"Yes","2018","Hesse","308","0.266116464737694","0.240417929497864","0.291814999977524"
"Yes","2018","Rhineland-Palatinate,Saarland","207","0.244612674536215","0.217392577984888","0.271832771087542"
"Yes","2018","Baden-Württemberg","455","0.252322730855501","0.232615411779234","0.272030049931767"
"Yes","2018","Bavaria","582","0.230602640541755","0.21427305545653","0.246932225626981"
"Yes","2018","Berlin","169","0.287140890308843","0.250031876736075","0.324249903881612"
"Yes","2018","Brandenburg","128","0.239255868295983","0.203730072637254","0.274781663954712"
"Yes","2018","Mecklenburg-Western Pomerania","73","0.29770638558719","0.246136275989509","0.349276495184871"
"Yes","2018","Saxony","215","0.235522425744944","0.208192332997223","0.262852518492665"
"Yes","2018","Saxony-Anhalt","125","0.258652498542839","0.220384711226526","0.296920285859151"
