"pgoeffd","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2011","Part Time","(3a) lower tertiary education","281","0.727741339769826","0.684915743626125","0.770566935913528"
"No","2011","Part Time","(3b) higher tertiary education","456","0.595570311550804","0.561238138148218","0.629902484953389"
"No","2011","Not Working","(0) in school","8","","",""
"No","2011","Not Working","(1a) inadequately completed","10","","",""
"No","2011","Not Working","(1b) general elementary school","33","0.873276776681763","0.764608969956058","0.981944583407469"
"No","2011","Not Working","(1c) basic vocational qualification","45","0.731280027751899","0.61079356669901","0.851766488804787"
"No","2011","Not Working","(2b) intermediate general qualification","20","","",""
"No","2011","Not Working","(2a) intermediate vocational","73","0.771630450373051","0.681860243811692","0.86140065693441"
"No","2011","Not Working","(2c_gen) general maturity certificate","15","","",""
"No","2011","Not Working","(2c_voc) vocational maturity certificate","27","","",""
"No","2011","Not Working","(3a) lower tertiary education","17","","",""
"No","2011","Not Working","(3b) higher tertiary education","44","0.687624566580009","0.570354656054412","0.804894477105607"
"Yes","2012","Full Time","(0) in school","","","",""
"Yes","2012","Full Time","(1a) inadequately completed","8","","",""
"Yes","2012","Full Time","(1b) general elementary school","47","0.158381801884635","0.122691907478186","0.194071696291084"
"Yes","2012","Full Time","(1c) basic vocational qualification","295","0.160814443109778","0.14409708445435","0.177531801765206"
"Yes","2012","Full Time","(2b) intermediate general qualification","33","0.143712536751153","0.096379541910034","0.191045531592272"
"Yes","2012","Full Time","(2a) intermediate vocational","665","0.238384697011519","0.222855250977657","0.25391414304538"
"Yes","2012","Full Time","(2c_gen) general maturity certificate","56","0.273531823558821","0.214221478363233","0.332842168754408"
"Yes","2012","Full Time","(2c_voc) vocational maturity certificate","251","0.254169499667453","0.227528151547797","0.280810847787109"
"Yes","2012","Full Time","(3a) lower tertiary education","360","0.355274084795926","0.325917566387959","0.384630603203892"
"Yes","2012","Full Time","(3b) higher tertiary education","690","0.369804935927939","0.347409844941987","0.39220002691389"
"Yes","2012","Part Time","(0) in school","1","","",""
"Yes","2012","Part Time","(1a) inadequately completed","7","","",""
"Yes","2012","Part Time","(1b) general elementary school","46","0.165533210491613","0.125614815431859","0.205451605551368"
"Yes","2012","Part Time","(1c) basic vocational qualification","156","0.154095976525283","0.131673962658933","0.176517990391634"
"Yes","2012","Part Time","(2b) intermediate general qualification","22","","",""
"Yes","2012","Part Time","(2a) intermediate vocational","390","0.226857496447176","0.207280547972452","0.2464344449219"
"Yes","2012","Part Time","(2c_gen) general maturity certificate","50","0.209535911108465","0.160535981207351","0.25853584100958"
"Yes","2012","Part Time","(2c_voc) vocational maturity certificate","166","0.23507476125033","0.20345769534261","0.266691827158049"
"Yes","2012","Part Time","(3a) lower tertiary education","143","0.321764119672673","0.27604108025371","0.367487159091635"
"Yes","2012","Part Time","(3b) higher tertiary education","342","0.391880618210055","0.358629654454258","0.425131581965852"
"Yes","2012","Not Working","(0) in school","","","",""
"Yes","2012","Not Working","(1a) inadequately completed","1","","",""
"Yes","2012","Not Working","(1b) general elementary school","8","","",""
"Yes","2012","Not Working","(1c) basic vocational qualification","12","","",""
"Yes","2012","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","2012","Not Working","(2a) intermediate vocational","14","","",""
"Yes","2012","Not Working","(2c_gen) general maturity certificate","6","","",""
"Yes","2012","Not Working","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2012","Not Working","(3a) lower tertiary education","6","","",""
"Yes","2012","Not Working","(3b) higher tertiary education","20","","",""
"No","2012","Full Time","(0) in school","","","",""
"No","2012","Full Time","(1a) inadequately completed","79","0.88965771029032","0.823820573712114","0.955494846868526"
"No","2012","Full Time","(1b) general elementary school","355","0.841618198115365","0.805928303708916","0.877308092521814"
"No","2012","Full Time","(1c) basic vocational qualification","1560","0.839185556890222","0.822468198234794","0.855902915545651"
"No","2012","Full Time","(2b) intermediate general qualification","178","0.856287463248847","0.808954468407728","0.903620458089966"
"No","2012","Full Time","(2a) intermediate vocational","2227","0.761615302988481","0.74608585695462","0.777144749022343"
"No","2012","Full Time","(2c_gen) general maturity certificate","161","0.726468176441179","0.667157831245592","0.785778521636767"
"No","2012","Full Time","(2c_voc) vocational maturity certificate","775","0.745830500332547","0.719189152212891","0.772471848452203"
"No","2012","Full Time","(3a) lower tertiary education","661","0.644725915204074","0.615369396796108","0.674082433612041"
"No","2012","Full Time","(3b) higher tertiary education","1095","0.630195064072061","0.60779997308611","0.652590155058013"
"No","2012","Part Time","(0) in school","51","0.982898055711111","0.94765906989374","1.01813704152848"
"No","2012","Part Time","(1a) inadequately completed","60","0.935588047321598","0.876807144159853","0.994368950483342"
"No","2012","Part Time","(1b) general elementary school","287","0.834466789508387","0.794548394448632","0.874385184568141"
"No","2012","Part Time","(1c) basic vocational qualification","840","0.845904023474717","0.823482009608366","0.868326037341067"
"No","2012","Part Time","(2b) intermediate general qualification","132","0.891053792811459","0.841844655675092","0.940262929947827"
"No","2012","Part Time","(2a) intermediate vocational","1368","0.773142503552824","0.7535655550781","0.792719452027548"
"No","2012","Part Time","(2c_gen) general maturity certificate","215","0.790464088891535","0.74146415899042","0.839464018792649"
"No","2012","Part Time","(2c_voc) vocational maturity certificate","525","0.764925238749671","0.733308172841951","0.79654230465739"
"No","2012","Part Time","(3a) lower tertiary education","258","0.678235880327327","0.632512840908365","0.72395891974629"
"No","2012","Part Time","(3b) higher tertiary education","486","0.608119381789945","0.574868418034148","0.641370345545742"
"No","2012","Not Working","(0) in school","9","","",""
"No","2012","Not Working","(1a) inadequately completed","13","","",""
"No","2012","Not Working","(1b) general elementary school","29","","",""
"No","2012","Not Working","(1c) basic vocational qualification","60","0.885906200762122","0.812470586055409","0.959341815468835"
"No","2012","Not Working","(2b) intermediate general qualification","15","","",""
"No","2012","Not Working","(2a) intermediate vocational","104","0.887919909461619","0.831000783704109","0.944839035219129"
"No","2012","Not Working","(2c_gen) general maturity certificate","25","","",""
"No","2012","Not Working","(2c_voc) vocational maturity certificate","38","0.841368328754311","0.73462767362083","0.948108983887792"
"No","2012","Not Working","(3a) lower tertiary education","22","","",""
"No","2012","Not Working","(3b) higher tertiary education","24","","",""
"Yes","2013","Full Time","(0) in school","","","",""
"Yes","2013","Full Time","(1a) inadequately completed","6","","",""
"Yes","2013","Full Time","(1b) general elementary school","34","0.135093732006391","0.0990241868850082","0.171163277127773"
"Yes","2013","Full Time","(1c) basic vocational qualification","258","0.166353879482291","0.148118106855263","0.184589652109319"
"Yes","2013","Full Time","(2b) intermediate general qualification","43","0.208940814372422","0.155096213251746","0.262785415493098"
"Yes","2013","Full Time","(2a) intermediate vocational","600","0.241167953939889","0.224606196530902","0.257729711348875"
"Yes","2013","Full Time","(2c_gen) general maturity certificate","46","0.188665382302516","0.134977148062418","0.242353616542614"
"Yes","2013","Full Time","(2c_voc) vocational maturity certificate","249","0.285397955714848","0.256604768378881","0.314191143050815"
"Yes","2013","Full Time","(3a) lower tertiary education","315","0.362336085507882","0.330949981467619","0.393722189548146"
"Yes","2013","Full Time","(3b) higher tertiary education","664","0.421226886655987","0.396693612573509","0.445760160738466"
"Yes","2013","Part Time","(0) in school","3","","",""
"Yes","2013","Part Time","(1a) inadequately completed","5","","",""
"Yes","2013","Part Time","(1b) general elementary school","48","0.198979251244679","0.154891434470184","0.243067068019175"
"Yes","2013","Part Time","(1c) basic vocational qualification","149","0.163646866688815","0.140046932863379","0.187246800514252"
"Yes","2013","Part Time","(2b) intermediate general qualification","28","","",""
"Yes","2013","Part Time","(2a) intermediate vocational","388","0.227055066516926","0.207052394475823","0.247057738558029"
"Yes","2013","Part Time","(2c_gen) general maturity certificate","61","0.266942877919","0.214754760853182","0.319130994984818"
"Yes","2013","Part Time","(2c_voc) vocational maturity certificate","152","0.276643966662838","0.241144663415117","0.31214326991056"
"Yes","2013","Part Time","(3a) lower tertiary education","155","0.390280021319024","0.341489455821894","0.439070586816153"
"Yes","2013","Part Time","(3b) higher tertiary education","330","0.458255264635531","0.421936587316652","0.49457394195441"
"Yes","2013","Not Working","(0) in school","4","","",""
"Yes","2013","Not Working","(1a) inadequately completed","11","","",""
"Yes","2013","Not Working","(1b) general elementary school","50","0.109869077372004","0.0833448864394391","0.136393268304568"
"Yes","2013","Not Working","(1c) basic vocational qualification","64","0.0876519150155402","0.064657571676721","0.110646258354359"
"Yes","2013","Not Working","(2b) intermediate general qualification","21","","",""
"Yes","2013","Not Working","(2a) intermediate vocational","50","0.120706547294404","0.0859236724556728","0.155489422133135"
"Yes","2013","Not Working","(2c_gen) general maturity certificate","44","0.196126488478386","0.153733393304428","0.238519583652345"
"Yes","2013","Not Working","(2c_voc) vocational maturity certificate","73","0.145841243223785","0.113622610507387","0.178059875940183"
"Yes","2013","Not Working","(3a) lower tertiary education","20","","",""
"Yes","2013","Not Working","(3b) higher tertiary education","153","0.264455776767215","0.23028624499898","0.298625308535451"
"No","2013","Full Time","(0) in school","3","","",""
"No","2013","Full Time","(1a) inadequately completed","60","0.852870352752386","0.767409400228222","0.93833130527655"
"No","2013","Full Time","(1b) general elementary school","311","0.864906267993609","0.828836722872227","0.900975813114992"
"No","2013","Full Time","(1c) basic vocational qualification","1344","0.833646120517709","0.815410347890681","0.851881893144737"
"No","2013","Full Time","(2b) intermediate general qualification","176","0.791059185627578","0.737214584506902","0.844903786748254"
"No","2013","Full Time","(2a) intermediate vocational","1963","0.758832046060111","0.742270288651125","0.775393803469098"
"No","2013","Full Time","(2c_gen) general maturity certificate","158","0.811334617697484","0.757646383457386","0.865022851937582"
"No","2013","Full Time","(2c_voc) vocational maturity certificate","696","0.714602044285152","0.685808856949185","0.743395231621119"
"No","2013","Full Time","(3a) lower tertiary education","586","0.637663914492118","0.606277810451855","0.669050018532381"
"No","2013","Full Time","(3b) higher tertiary education","892","0.578773113344013","0.554239839261534","0.603306387426491"
"No","2013","Part Time","(0) in school","55","0.893557492191437","0.81418812941151","0.972926854971364"
"No","2013","Part Time","(1a) inadequately completed","66","0.949999137699079","0.899303654217689","1.00069462118047"
"No","2013","Part Time","(1b) general elementary school","267","0.801020748755321","0.756932931980825","0.845108565529816"
"No","2013","Part Time","(1c) basic vocational qualification","795","0.836353133311185","0.812753199485748","0.859953067136621"
"No","2013","Part Time","(2b) intermediate general qualification","148","0.857888799616146","0.806304040133773","0.909473559098519"
"No","2013","Part Time","(2a) intermediate vocational","1297","0.772944933483074","0.752942261441971","0.792947605524177"
"No","2013","Part Time","(2c_gen) general maturity certificate","215","0.733057122081","0.680869005015182","0.785245239146818"
"No","2013","Part Time","(2c_voc) vocational maturity certificate","458","0.723356033337161","0.68785673008944","0.758855336584883"
"No","2013","Part Time","(3a) lower tertiary education","229","0.609719978680976","0.560929413183847","0.658510544178106"
"No","2013","Part Time","(3b) higher tertiary education","393","0.541744735364469","0.50542605804559","0.578063412683349"
"No","2013","Not Working","(0) in school","31","0.887669216158783","0.783055400418637","0.99228303189893"
"No","2013","Not Working","(1a) inadequately completed","120","0.908740113985331","0.859425884273728","0.958054343696934"
"No","2013","Not Working","(1b) general elementary school","484","0.890130922627996","0.863606731695432","0.916655113560561"
"No","2013","Not Working","(1c) basic vocational qualification","517","0.91234808498446","0.88935374164564","0.935342428323279"
"No","2013","Not Working","(2b) intermediate general qualification","138","0.849395942234693","0.793802577960165","0.904989306509222"
"No","2013","Not Working","(2a) intermediate vocational","287","0.879293452705596","0.844510577866865","0.914076327544327"
"No","2013","Not Working","(2c_gen) general maturity certificate","293","0.803873511521614","0.761480416347655","0.846266606695572"
"No","2013","Not Working","(2c_voc) vocational maturity certificate","388","0.854158756776215","0.821940124059817","0.886377389492613"
"No","2013","Not Working","(3a) lower tertiary education","72","0.881620945391538","0.815607475587541","0.947634415195536"
"No","2013","Not Working","(3b) higher tertiary education","487","0.735544223232785","0.701374691464549","0.76971375500102"
"Yes","2014","Full Time","(0) in school","1","","",""
"Yes","2014","Full Time","(1a) inadequately completed","11","","",""
"Yes","2014","Full Time","(1b) general elementary school","43","0.12391959219281","0.0940360810992318","0.153803103286387"
"Yes","2014","Full Time","(1c) basic vocational qualification","256","0.159399977879735","0.141989204007915","0.176810751751554"
"Yes","2014","Full Time","(2b) intermediate general qualification","39","0.122098159329171","0.0819925012797458","0.162203817378597"
"Yes","2014","Full Time","(2a) intermediate vocational","550","0.235156400338651","0.218252587988539","0.252060212688764"
"Yes","2014","Full Time","(2c_gen) general maturity certificate","51","0.189253095327794","0.144927802950954","0.233578387704635"
"Yes","2014","Full Time","(2c_voc) vocational maturity certificate","244","0.253140174496859","0.226714169768621","0.279566179225097"
"Yes","2014","Full Time","(3a) lower tertiary education","303","0.385623503128672","0.353073536058316","0.418173470199027"
"Yes","2014","Full Time","(3b) higher tertiary education","671","0.398764399524483","0.375577112227712","0.421951686821255"
"Yes","2014","Part Time","(0) in school","5","","",""
"Yes","2014","Part Time","(1a) inadequately completed","7","","",""
"Yes","2014","Part Time","(1b) general elementary school","59","0.163496265467995","0.128941367621559","0.19805116331443"
"Yes","2014","Part Time","(1c) basic vocational qualification","175","0.196561060629583","0.171409556101102","0.221712565158063"
"Yes","2014","Part Time","(2b) intermediate general qualification","28","","",""
"Yes","2014","Part Time","(2a) intermediate vocational","359","0.229444803819188","0.208375830861549","0.250513776776827"
"Yes","2014","Part Time","(2c_gen) general maturity certificate","88","0.266831377722882","0.223594388078451","0.310068367367314"
"Yes","2014","Part Time","(2c_voc) vocational maturity certificate","181","0.258688860215827","0.226084881529475","0.291292838902179"
"Yes","2014","Part Time","(3a) lower tertiary education","151","0.393495469833143","0.345257738638339","0.441733201027947"
"Yes","2014","Part Time","(3b) higher tertiary education","340","0.460085189315381","0.426096077626249","0.494074301004513"
"Yes","2014","Not Working","(0) in school","","","",""
"Yes","2014","Not Working","(1a) inadequately completed","","","",""
"Yes","2014","Not Working","(1b) general elementary school","10","","",""
"Yes","2014","Not Working","(1c) basic vocational qualification","9","","",""
"Yes","2014","Not Working","(2b) intermediate general qualification","1","","",""
"Yes","2014","Not Working","(2a) intermediate vocational","25","","",""
"Yes","2014","Not Working","(2c_gen) general maturity certificate","14","","",""
"Yes","2014","Not Working","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2014","Not Working","(3a) lower tertiary education","4","","",""
"Yes","2014","Not Working","(3b) higher tertiary education","29","","",""
"No","2014","Full Time","(0) in school","2","","",""
"No","2014","Full Time","(1a) inadequately completed","78","0.873143612636615","0.803999995052217","0.942287230221013"
"No","2014","Full Time","(1b) general elementary school","424","0.876080407807191","0.846196896713613","0.905963918900768"
"No","2014","Full Time","(1c) basic vocational qualification","1442","0.840600022120265","0.823189248248446","0.858010795992085"
"No","2014","Full Time","(2b) intermediate general qualification","217","0.877901840670829","0.837796182621403","0.918007498720254"
"No","2014","Full Time","(2a) intermediate vocational","1868","0.764843599661349","0.747939787311236","0.781747412011461"
"No","2014","Full Time","(2c_gen) general maturity certificate","249","0.810746904672206","0.766421612295365","0.855072197049046"
"No","2014","Full Time","(2c_voc) vocational maturity certificate","796","0.746859825503141","0.720433820774903","0.773285830231379"
"No","2014","Full Time","(3a) lower tertiary education","556","0.614376496871328","0.581826529800973","0.646926463941684"
"No","2014","Full Time","(3b) higher tertiary education","1042","0.601235600475517","0.578048313178745","0.624422887772288"
"No","2014","Part Time","(0) in school","41","0.901974765410203","0.81604664462356","0.987902886196845"
"No","2014","Part Time","(1a) inadequately completed","84","0.945399826207565","0.898719684425921","0.992079967989208"
"No","2014","Part Time","(1b) general elementary school","381","0.836503734532005","0.80194883668557","0.871058632378441"
"No","2014","Part Time","(1c) basic vocational qualification","784","0.803438939370417","0.778287434841937","0.828590443898897"
"No","2014","Part Time","(2b) intermediate general qualification","155","0.894194661665323","0.849629819503179","0.938759503827468"
"No","2014","Part Time","(2a) intermediate vocational","1171","0.770555196180812","0.749486223223173","0.791624169138451"
"No","2014","Part Time","(2c_gen) general maturity certificate","314","0.733168622277118","0.689931632632686","0.776405611921549"
"No","2014","Part Time","(2c_voc) vocational maturity certificate","512","0.741311139784173","0.708707161097821","0.773915118470525"
"No","2014","Part Time","(3a) lower tertiary education","243","0.606504530166857","0.558266798972053","0.654742261361661"
"No","2014","Part Time","(3b) higher tertiary education","486","0.539914810684619","0.505925698995486","0.573903922373751"
"No","2014","Not Working","(0) in school","16","","",""
"No","2014","Not Working","(1a) inadequately completed","12","","",""
"No","2014","Not Working","(1b) general elementary school","65","0.842492506104611","0.760050017414715","0.924934994794507"
"No","2014","Not Working","(1c) basic vocational qualification","75","0.934950588670252","0.882212490652689","0.987688686687814"
"No","2014","Not Working","(2b) intermediate general qualification","28","","",""
"No","2014","Not Working","(2a) intermediate vocational","88","0.828358682212417","0.758835602254097","0.897881762170738"
"No","2014","Not Working","(2c_gen) general maturity certificate","44","0.59249832808395","0.46604147900991","0.718955177157991"
"No","2014","Not Working","(2c_voc) vocational maturity certificate","58","0.86168179985289","0.779626476879583","0.943737122826196"
"No","2014","Not Working","(3a) lower tertiary education","15","","",""
"No","2014","Not Working","(3b) higher tertiary education","39","0.502322170581291","0.383483179765106","0.621161161397476"
"Yes","2015","Full Time","(0) in school","1","","",""
"Yes","2015","Full Time","(1a) inadequately completed","14","","",""
"Yes","2015","Full Time","(1b) general elementary school","32","0.102622605236559","0.0726959194565887","0.13254929101653"
"Yes","2015","Full Time","(1c) basic vocational qualification","257","0.184953252616272","0.165611988353834","0.20429451687871"
"Yes","2015","Full Time","(2b) intermediate general qualification","39","0.128947038593183","0.0860978969073782","0.171796180278989"
"Yes","2015","Full Time","(2a) intermediate vocational","495","0.21357519025522","0.196786021337663","0.230364359172778"
"Yes","2015","Full Time","(2c_gen) general maturity certificate","53","0.258705852336892","0.204744075344315","0.312667629329469"
"Yes","2015","Full Time","(2c_voc) vocational maturity certificate","254","0.253628074974112","0.22675547631989","0.280500673628334"
"Yes","2015","Full Time","(3a) lower tertiary education","273","0.352606373203198","0.319601395814945","0.38561135059145"
"Yes","2015","Full Time","(3b) higher tertiary education","642","0.430481793803029","0.406235350816414","0.454728236789644"
"Yes","2015","Part Time","(0) in school","4","","",""
"Yes","2015","Part Time","(1a) inadequately completed","6","","",""
"Yes","2015","Part Time","(1b) general elementary school","50","0.163318705184058","0.125239155868042","0.201398254500074"
"Yes","2015","Part Time","(1c) basic vocational qualification","145","0.155753487226278","0.131808552139155","0.179698422313402"
"Yes","2015","Part Time","(2b) intermediate general qualification","26","","",""
"Yes","2015","Part Time","(2a) intermediate vocational","357","0.239806892232883","0.218149259661337","0.261464524804428"
"Yes","2015","Part Time","(2c_gen) general maturity certificate","68","0.212377432053067","0.169712211329127","0.255042652777008"
"Yes","2015","Part Time","(2c_voc) vocational maturity certificate","179","0.280574221366554","0.246554749229375","0.314593693503732"
"Yes","2015","Part Time","(3a) lower tertiary education","133","0.373358264846154","0.323253489353097","0.423463040339212"
"Yes","2015","Part Time","(3b) higher tertiary education","355","0.409249888707831","0.37526262058082","0.443237156834842"
"Yes","2015","Not Working","(0) in school","4","","",""
"Yes","2015","Not Working","(1a) inadequately completed","4","","",""
"Yes","2015","Not Working","(1b) general elementary school","6","","",""
"Yes","2015","Not Working","(1c) basic vocational qualification","20","","",""
"Yes","2015","Not Working","(2b) intermediate general qualification","3","","",""
"Yes","2015","Not Working","(2a) intermediate vocational","16","","",""
"Yes","2015","Not Working","(2c_gen) general maturity certificate","19","","",""
"Yes","2015","Not Working","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2015","Not Working","(3a) lower tertiary education","9","","",""
"Yes","2015","Not Working","(3b) higher tertiary education","84","0.223121946250196","0.183304718693559","0.262939173806833"
"No","2015","Full Time","(0) in school","3","","",""
"No","2015","Full Time","(1a) inadequately completed","70","0.757413671705094","0.665747693224413","0.849079650185776"
"No","2015","Full Time","(1b) general elementary school","363","0.897377394763441","0.86745070898347","0.927304080543411"
"No","2015","Full Time","(1c) basic vocational qualification","1291","0.815046747383728","0.795705483121291","0.834388011646166"
"No","2015","Full Time","(2b) intermediate general qualification","196","0.871052961406817","0.828203819721011","0.913902103092622"
"No","2015","Full Time","(2a) intermediate vocational","1794","0.78642480974478","0.769635640827223","0.803213978662337"
"No","2015","Full Time","(2c_gen) general maturity certificate","200","0.741294147663108","0.68733237067053","0.795255924655685"
"No","2015","Full Time","(2c_voc) vocational maturity certificate","753","0.746371925025888","0.719499326371666","0.77324452368011"
"No","2015","Full Time","(3a) lower tertiary education","532","0.647393626796803","0.614388649408551","0.680398604185055"
"No","2015","Full Time","(3b) higher tertiary education","960","0.569518206196971","0.545271763210356","0.593764649183586"
"No","2015","Part Time","(0) in school","25","","",""
"No","2015","Part Time","(1a) inadequately completed","64","0.928825251845424","0.868593007275593","0.989057496415256"
"No","2015","Part Time","(1b) general elementary school","312","0.836681294815942","0.798601745499926","0.874760844131958"
"No","2015","Part Time","(1c) basic vocational qualification","736","0.844246512773722","0.820301577686598","0.868191447860845"
"No","2015","Part Time","(2b) intermediate general qualification","137","0.859942282661321","0.806664951374411","0.913219613948231"
"No","2015","Part Time","(2a) intermediate vocational","1136","0.760193107767117","0.738535475195572","0.781850740338663"
"No","2015","Part Time","(2c_gen) general maturity certificate","285","0.787622567946933","0.744957347222992","0.830287788670873"
"No","2015","Part Time","(2c_voc) vocational maturity certificate","491","0.719425778633446","0.685406306496268","0.753445250770625"
"No","2015","Part Time","(3a) lower tertiary education","225","0.626641735153846","0.576536959660788","0.676746510646903"
"No","2015","Part Time","(3b) higher tertiary education","449","0.590750111292169","0.556762843165158","0.62473737941918"
"No","2015","Not Working","(0) in school","19","","",""
"No","2015","Not Working","(1a) inadequately completed","66","0.769798311032121","0.671183578576735","0.868413043487507"
"No","2015","Not Working","(1b) general elementary school","172","0.858268370763178","0.807031448585408","0.909505292940948"
"No","2015","Not Working","(1c) basic vocational qualification","147","0.796871074441902","0.735851415983619","0.857890732900186"
"No","2015","Not Working","(2b) intermediate general qualification","43","0.974735352482542","0.929386202013906","1.02008450295118"
"No","2015","Not Working","(2a) intermediate vocational","59","0.758715336872658","0.661882701949079","0.855547971796237"
"No","2015","Not Working","(2c_gen) general maturity certificate","190","0.916312877667612","0.878770120856576","0.953855634478647"
"No","2015","Not Working","(2c_voc) vocational maturity certificate","148","0.806255514766496","0.746843448851296","0.865667580681696"
"No","2015","Not Working","(3a) lower tertiary education","18","","",""
"No","2015","Not Working","(3b) higher tertiary education","336","0.776878053749804","0.737060826193167","0.816695281306441"
"Yes","2016","Full Time","(0) in school","","","",""
"Yes","2016","Full Time","(1a) inadequately completed","9","","",""
"Yes","2016","Full Time","(1b) general elementary school","42","0.155559113945862","0.119070207934026","0.192048019957698"
"Yes","2016","Full Time","(1c) basic vocational qualification","229","0.174343032912038","0.15485493168122","0.193831134142855"
"Yes","2016","Full Time","(2b) intermediate general qualification","46","0.181884086110043","0.129958078580323","0.233810093639764"
"Yes","2016","Full Time","(2a) intermediate vocational","481","0.231761639539134","0.21381679887183","0.249706480206437"
"Yes","2016","Full Time","(2c_gen) general maturity certificate","52","0.197039127870473","0.149855623072378","0.244222632668568"
"Yes","2016","Full Time","(2c_voc) vocational maturity certificate","260","0.251318482598928","0.225143727219871","0.277493237977984"
"Yes","2016","Full Time","(3a) lower tertiary education","260","0.356917593256534","0.322305610714937","0.39152957579813"
"Yes","2016","Full Time","(3b) higher tertiary education","651","0.410963897880601","0.387324074756233","0.434603721004969"
"Yes","2016","Part Time","(0) in school","5","","",""
"Yes","2016","Part Time","(1a) inadequately completed","5","","",""
"Yes","2016","Part Time","(1b) general elementary school","46","0.117789429137698","0.0853354634112917","0.150243394864104"
"Yes","2016","Part Time","(1c) basic vocational qualification","139","0.167737559085628","0.14278059105725","0.192694527114006"
"Yes","2016","Part Time","(2b) intermediate general qualification","25","","",""
"Yes","2016","Part Time","(2a) intermediate vocational","321","0.2507061031092","0.227645709384495","0.273766496833906"
"Yes","2016","Part Time","(2c_gen) general maturity certificate","70","0.211939179729879","0.169545659972207","0.254332699487551"
"Yes","2016","Part Time","(2c_voc) vocational maturity certificate","182","0.276722728429814","0.243022830833105","0.310422626026523"
"Yes","2016","Part Time","(3a) lower tertiary education","118","0.333149320420943","0.283910173034915","0.382388467806971"
"Yes","2016","Part Time","(3b) higher tertiary education","362","0.414106987901745","0.381051846894843","0.447162128908647"
"Yes","2016","Not Working","(0) in school","2","","",""
"Yes","2016","Not Working","(1a) inadequately completed","11","","",""
"Yes","2016","Not Working","(1b) general elementary school","9","","",""
"Yes","2016","Not Working","(1c) basic vocational qualification","10","","",""
"Yes","2016","Not Working","(2b) intermediate general qualification","2","","",""
"Yes","2016","Not Working","(2a) intermediate vocational","12","","",""
"Yes","2016","Not Working","(2c_gen) general maturity certificate","23","","",""
"Yes","2016","Not Working","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2016","Not Working","(3a) lower tertiary education","13","","",""
"Yes","2016","Not Working","(3b) higher tertiary education","28","","",""
"No","2016","Full Time","(0) in school","","","",""
"No","2016","Full Time","(1a) inadequately completed","76","0.846623893492745","0.770017901083099","0.923229885902392"
"No","2016","Full Time","(1b) general elementary school","337","0.844440886054138","0.807951980042302","0.880929792065974"
"No","2016","Full Time","(1c) basic vocational qualification","1227","0.825656967087963","0.806168865857145","0.84514506831878"
"No","2016","Full Time","(2b) intermediate general qualification","166","0.818115913889957","0.766189906360236","0.870041921419677"
"No","2016","Full Time","(2a) intermediate vocational","1643","0.768238360460866","0.750293519793563","0.78618320112817"
"No","2016","Full Time","(2c_gen) general maturity certificate","221","0.802960872129527","0.755777367331432","0.850144376927622"
"No","2016","Full Time","(2c_voc) vocational maturity certificate","795","0.748681517401072","0.722506762022016","0.774856272780129"
"No","2016","Full Time","(3a) lower tertiary education","476","0.643082406743467","0.60847042420187","0.677694389285063"
"No","2016","Full Time","(3b) higher tertiary education","1013","0.589036102119399","0.565396278995031","0.612675925243767"
"No","2016","Part Time","(0) in school","36","0.96524476262097","0.909180641406467","1.02130888383547"
"No","2016","Part Time","(1a) inadequately completed","96","0.954536596635345","0.913909604706476","0.995163588564213"
"No","2016","Part Time","(1b) general elementary school","333","0.882210570862302","0.849756605135896","0.914664536588708"
"No","2016","Part Time","(1c) basic vocational qualification","722","0.832262440914372","0.807305472885994","0.85721940894275"
"No","2016","Part Time","(2b) intermediate general qualification","131","0.908030619374339","0.86268266829813","0.953378570450548"
"No","2016","Part Time","(2a) intermediate vocational","1036","0.7492938968908","0.726233503166094","0.772354290615505"
"No","2016","Part Time","(2c_gen) general maturity certificate","287","0.788060820270121","0.745667300512449","0.830454340027793"
"No","2016","Part Time","(2c_voc) vocational maturity certificate","495","0.723277271570186","0.689577373973477","0.756977169166895"
"No","2016","Part Time","(3a) lower tertiary education","234","0.666850679579057","0.617611532193029","0.716089826965085"
"No","2016","Part Time","(3b) higher tertiary education","491","0.585893012098255","0.552837871091353","0.618948153105157"
"No","2016","Not Working","(0) in school","12","","",""
"No","2016","Not Working","(1a) inadequately completed","128","0.645835711341514","0.566328942757759","0.725342479925268"
"No","2016","Not Working","(1b) general elementary school","127","0.970713016332551","0.9423755259388","0.999050506726303"
"No","2016","Not Working","(1c) basic vocational qualification","65","0.762903581300686","0.666650468545888","0.859156694055483"
"No","2016","Not Working","(2b) intermediate general qualification","22","","",""
"No","2016","Not Working","(2a) intermediate vocational","52","0.863621516821812","0.779541505984732","0.947701527658893"
"No","2016","Not Working","(2c_gen) general maturity certificate","111","0.905097160285249","0.855474173940513","0.954720146629985"
"No","2016","Not Working","(2c_voc) vocational maturity certificate","48","0.863529859003418","0.772805429494154","0.954254288512681"
"No","2016","Not Working","(3a) lower tertiary education","10","","",""
"No","2016","Not Working","(3b) higher tertiary education","114","0.647397102089951","0.568813445532502","0.7259807586474"
"Yes","2017","Full Time","(0) in school","","","",""
