"pgoeffd","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","1992","Full Time","Urban Area","997","0.269144531508043","0.255601745581694","0.282687317434393","1"
"Yes","1992","Not Working","Rural Area","17","","","","1"
"Yes","1992","Not Working","Urban Area","15","","","","1"
"Yes","1992","Part Time","Rural Area","211","0.331170784856702","0.293000509426179","0.369341060287225","1"
"Yes","1992","Part Time","Urban Area","317","0.297264592467925","0.270340455567541","0.32418872936831","1"
"No","1993","Full Time","Rural Area","1418","0.725216568837105","0.705543863938196","0.744889273736014","2"
"No","1993","Full Time","Urban Area","3054","0.73600151712512","0.722375305335621","0.749627728914619","2"
"No","1993","Not Working","Rural Area","40","0.625321261722306","0.503852586261694","0.746789937182917","2"
"No","1993","Not Working","Urban Area","88","0.740637501095184","0.660182674089821","0.821092328100547","2"
"No","1993","Part Time","Rural Area","373","0.683319469906219","0.644371897708215","0.722267042104223","2"
"No","1993","Part Time","Urban Area","837","0.725342744471464","0.699579496653608","0.751105992289321","2"
"Yes","1993","Full Time","Rural Area","560","0.274783431162895","0.255110726263986","0.294456136061804","1"
"Yes","1993","Full Time","Urban Area","966","0.26399848287488","0.250372271085381","0.277624694664379","1"
"Yes","1993","Not Working","Rural Area","21","","","","1"
"Yes","1993","Not Working","Urban Area","26","","","","1"
"Yes","1993","Part Time","Rural Area","175","0.316680530093781","0.277732957895777","0.355628102291785","1"
"Yes","1993","Part Time","Urban Area","316","0.274657255528536","0.248894007710679","0.300420503346392","1"
"No","1994","Full Time","Rural Area","1343","0.706741477323647","0.686227818122219","0.727255136525076","2"
"No","1994","Full Time","Urban Area","2819","0.72921665305923","0.714990497119808","0.743442808998651","2"
"No","1994","Not Working","Rural Area","32","0.691009230539022","0.547812608688897","0.834205852389147","2"
"No","1994","Not Working","Urban Area","74","0.832979870007907","0.75676216998858","0.909197570027234","2"
"No","1994","Part Time","Rural Area","365","0.707298886052219","0.66841506877567","0.746182703328768","2"
"No","1994","Part Time","Urban Area","806","0.72633215136228","0.699937110577037","0.752727192147523","2"
"Yes","1994","Full Time","Rural Area","549","0.293258522676353","0.272744863474924","0.313772181877781","1"
"Yes","1994","Full Time","Urban Area","929","0.27078334694077","0.256557191001349","0.285009502880192","1"
"Yes","1994","Not Working","Rural Area","8","","","","1"
"Yes","1994","Not Working","Urban Area","18","","","","1"
"Yes","1994","Part Time","Rural Area","161","0.292701113947781","0.253817296671232","0.33158493122433","1"
"Yes","1994","Part Time","Urban Area","290","0.27366784863772","0.247272807852477","0.300062889422963","1"
"No","1995","Full Time","Rural Area","1430","0.706714095920254","0.686676103592888","0.72675208824762","2"
"No","1995","Full Time","Urban Area","2830","0.733294536583333","0.719077568408598","0.747511504758068","2"
"No","1995","Not Working","Rural Area","56","0.819822903801992","0.72978841847111","0.909857389132875","2"
"No","1995","Not Working","Urban Area","98","0.807965379342391","0.736591171354959","0.879339587329823","2"
"No","1995","Part Time","Rural Area","420","0.71260710187039","0.676605913678819","0.748608290061962","2"
"No","1995","Part Time","Urban Area","1012","0.728970414544478","0.705373052005878","0.752567777083079","2"
"Yes","1995","Full Time","Rural Area","553","0.293285904079746","0.27324791175238","0.313323896407112","1"
"Yes","1995","Full Time","Urban Area","887","0.266705463416667","0.252488495241932","0.280922431591402","1"
"Yes","1995","Not Working","Rural Area","14","","","","1"
"Yes","1995","Not Working","Urban Area","19","","","","1"
"Yes","1995","Part Time","Rural Area","187","0.28739289812961","0.251391709938038","0.323394086321181","1"
"Yes","1995","Part Time","Urban Area","351","0.271029585455522","0.247432222916921","0.294626947994123","1"
"No","1996","Full Time","Rural Area","1374","0.722610909598276","0.702463863932604","0.742757955263948","2"
"No","1996","Full Time","Urban Area","2663","0.727915978946652","0.713226747214465","0.74260521067884","2"
"No","1996","Not Working","Rural Area","33","0.6709110202122","0.530467083110373","0.811354957314027","2"
"No","1996","Not Working","Urban Area","67","0.823947174515732","0.741512040375535","0.906382308655929","2"
"No","1996","Part Time","Rural Area","419","0.746461048785758","0.710871861965028","0.782050235606489","2"
"No","1996","Part Time","Urban Area","995","0.715189911557747","0.691061050043063","0.739318773072431","2"
"Yes","1996","Full Time","Rural Area","523","0.277389090401724","0.257242044736052","0.297536136067396","1"
"Yes","1996","Full Time","Urban Area","863","0.272084021053348","0.25739478932116","0.286773252785535","1"
"Yes","1996","Not Working","Rural Area","10","","","","1"
"Yes","1996","Not Working","Urban Area","15","","","","1"
"Yes","1996","Part Time","Rural Area","155","0.253538951214242","0.217949764393512","0.289128138034972","1"
"Yes","1996","Part Time","Urban Area","349","0.284810088442253","0.260681226927569","0.308938949956937","1"
"No","1997","Full Time","Rural Area","1353","0.724443058179352","0.704170895761966","0.744715220596737","2"
"No","1997","Full Time","Urban Area","2644","0.729108907709607","0.714368668286005","0.743849147133209","2"
"No","1997","Not Working","Rural Area","29","","","","2"
"No","1997","Not Working","Urban Area","67","0.912836714020355","0.849419867623783","0.976253560416926","2"
"No","1997","Part Time","Rural Area","435","0.753218735362171","0.718605546593269","0.787831924131073","2"
"No","1997","Part Time","Urban Area","965","0.727428476093768","0.703324863676505","0.75153208851103","2"
"Yes","1997","Full Time","Rural Area","513","0.275556941820648","0.255284779403263","0.295829104238033","1"
"Yes","1997","Full Time","Urban Area","848","0.270891092290393","0.256150852866791","0.285631331713995","1"
"Yes","1997","Not Working","Rural Area","14","","","","1"
"Yes","1997","Not Working","Urban Area","9","","","","1"
"Yes","1997","Part Time","Rural Area","161","0.246781264637829","0.212168075868927","0.281394453406731","1"
"Yes","1997","Part Time","Urban Area","346","0.272571523906232","0.24846791148897","0.296675136323495","1"
"No","1998","Full Time","Rural Area","1467","0.722402606074729","0.702786473012812","0.742018739136647","2"
"No","1998","Full Time","Urban Area","2826","0.728499166399614","0.71427256806285","0.742725764736378","2"
"No","1998","Not Working","Rural Area","36","0.746868344931846","0.622561679127981","0.871175010735711","2"
"No","1998","Not Working","Urban Area","59","0.554060062298506","0.449005365642542","0.65911475895447","2"
"No","1998","Part Time","Rural Area","489","0.712604829423548","0.679175637773645","0.746034021073451","2"
"No","1998","Part Time","Urban Area","1167","0.771291764308527","0.750191348499669","0.792392180117386","2"
"Yes","1998","Full Time","Rural Area","535","0.277597393925271","0.257981260863353","0.297213526987188","1"
"Yes","1998","Full Time","Urban Area","928","0.271500833600386","0.257274235263622","0.28572743193715","1"
"Yes","1998","Not Working","Rural Area","11","","","","1"
"Yes","1998","Not Working","Urban Area","27","","","","1"
"Yes","1998","Part Time","Rural Area","215","0.287395170576452","0.253965978926549","0.320824362226355","1"
"Yes","1998","Part Time","Urban Area","355","0.228708235691473","0.207607819882614","0.249808651500331","1"
"No","1999","Full Time","Rural Area","1347","0.721704482165912","0.701315670596399","0.742093293735425","2"
"No","1999","Not Working","Rural Area","30","0.845717538927544","0.729326866665969","0.962108211189119","2"
"No","1999","Full Time","Urban Area","2666","0.735588820766451","0.721009311943407","0.750168329589496","2"
"No","1999","Not Working","Urban Area","52","0.665912644787855","0.55211984755627","0.77970544201944","2"
"No","1999","Part Time","Rural Area","481","0.730419536589096","0.696616984207414","0.764222088970779","2"
"No","1999","Part Time","Urban Area","1031","0.766545232070547","0.743962659616128","0.789127804524965","2"
"Yes","1999","Full Time","Rural Area","509","0.278295517834088","0.257906706264575","0.298684329403601","1"
"Yes","1999","Full Time","Urban Area","849","0.264411179233548","0.249831670410503","0.278990688056593","1"
"Yes","1999","Part Time","Rural Area","181","0.269580463410904","0.235777911029221","0.303383015792586","1"
"Yes","1999","Not Working","Rural Area","7","","","","1"
"Yes","1999","Not Working","Urban Area","14","","","","1"
"Yes","1999","Part Time","Urban Area","317","0.233454767929453","0.210872195475035","0.256037340383872","1"
"No","2000","Full Time","Rural Area","2558","0.76057300434879","0.746222825001706","0.774923183695874","2"
"No","2000","Not Working","Rural Area","68","0.78980554115179","0.704676552367071","0.874934529936509","2"
"No","2000","Full Time","Urban Area","4839","0.762001170699442","0.75151361473913","0.772488726659755","2"
"No","2000","Not Working","Urban Area","141","0.828178409460738","0.772447956006431","0.883908862915044","2"
"No","2000","Part Time","Rural Area","886","0.748144977694817","0.723757269374945","0.77253268601469","2"
"No","2000","Part Time","Urban Area","1988","0.772863415640794","0.756746175853266","0.788980655428321","2"
"Yes","2000","Full Time","Rural Area","839","0.23942699565121","0.225076816304126","0.253777174998294","1"
"Yes","2000","Full Time","Urban Area","1495","0.237998829300557","0.227511273340245","0.24848638526087","1"
"Yes","2000","Part Time","Rural Area","331","0.251855022305183","0.22746731398531","0.276242730625055","1"
"Yes","2000","Not Working","Rural Area","20","","","","1"
"Yes","2000","Not Working","Urban Area","35","0.171821590539262","0.116091137084956","0.227552043993569","1"
"Yes","2000","Part Time","Urban Area","608","0.227136584359206","0.211019344571679","0.243253824146734","1"
"No","2001","Full Time","Rural Area","2205","0.763962800131855","0.748565863651357","0.779359736612352","2"
"No","2001","Not Working","Rural Area","49","0.810022900049457","0.709066613047727","0.910979187051187","2"
"No","2001","Full Time","Urban Area","4195","0.764549119906413","0.753322902038454","0.775775337774372","2"
"No","2001","Not Working","Urban Area","105","0.855155738579024","0.794887888785591","0.915423588372456","2"
"No","2001","Part Time","Rural Area","724","0.741021611792003","0.714071394640431","0.767971828943575","2"
"No","2001","Part Time","Urban Area","1695","0.755448153645346","0.737680186493174","0.773216120797519","2"
"Yes","2001","Full Time","Rural Area","717","0.236037199868145","0.220640263387648","0.251434136348643","1"
"Yes","2001","Full Time","Urban Area","1292","0.235450880093587","0.224224662225628","0.246677097961546","1"
"Yes","2001","Part Time","Rural Area","291","0.258978388207997","0.232028171056425","0.285928605359569","1"
"Yes","2001","Not Working","Rural Area","9","","","","1"
"Yes","2001","Not Working","Urban Area","26","","","","1"
"Yes","2001","Part Time","Urban Area","553","0.244551846354654","0.226783879202481","0.262319813506826","1"
"No","2002","Full Time","Rural Area","2276","0.778026410825834","0.763309304934641","0.792743516717027","2"
"No","2002","Not Working","Rural Area","60","0.827738240979149","0.742279122632544","0.913197359325754","2"
"No","2002","Not Working","Urban Area","110","0.875571966146439","0.81947655779297","0.931667374499908","2"
"No","2002","Part Time","Rural Area","805","0.708672521401881","0.682592236125398","0.734752806678364","2"
"No","2002","Full Time","Urban Area","4639","0.759155236551245","0.748494486685292","0.769815986417198","2"
"No","2002","Part Time","Urban Area","2056","0.779499927027067","0.76399072958622","0.795009124467914","2"
"Yes","2002","Full Time","Rural Area","787","0.221973589174166","0.207256483282974","0.236690695065359","1"
"Yes","2002","Part Time","Rural Area","361","0.291327478598119","0.265247193321636","0.317407763874602","1"
"Yes","2002","Full Time","Urban Area","1541","0.240844763448755","0.230184013582802","0.251505513314708","1"
"Yes","2002","Not Working","Rural Area","15","","","","1"
"Yes","2002","Not Working","Urban Area","23","","","","1"
"Yes","2002","Part Time","Urban Area","689","0.220500072972933","0.204990875532086","0.23600927041378","1"
"No","2003","Full Time","Rural Area","1997","0.760728650791389","0.744721775588697","0.776735525994081","2"
"No","2003","Not Working","Rural Area","46","0.718869806217435","0.60317524011581","0.834564372319061","2"
"No","2003","Not Working","Urban Area","75","0.855352823145348","0.782275822303601","0.928429823987096","2"
"No","2003","Full Time","Urban Area","4098","0.745744271333028","0.734241572060014","0.757246970606043","2"
"No","2003","Part Time","Rural Area","690","0.713187735853896","0.685029071190641","0.741346400517151","2"
"No","2003","Part Time","Urban Area","1811","0.766575720352272","0.749842755982121","0.783308684722424","2"
"Yes","2003","Full Time","Rural Area","732","0.239271349208611","0.223264474005919","0.255278224411303","1"
"Yes","2003","Full Time","Urban Area","1407","0.254255728666972","0.242753029393957","0.265758427939986","1"
"Yes","2003","Not Working","Rural Area","12","","","","1"
"Yes","2003","Part Time","Rural Area","301","0.286812264146104","0.258653599482849","0.314970928809359","1"
"Yes","2003","Not Working","Urban Area","14","","","","1"
"Yes","2003","Part Time","Urban Area","644","0.233424279647728","0.216691315277576","0.250157244017879","1"
"No","2004","Full Time","Rural Area","2003","0.766602550239974","0.750626732496465","0.782578367983484","2"
"No","2004","Not Working","Rural Area","53","0.853605831957201","0.765613906519934","0.941597757394468","2"
"No","2004","Not Working","Urban Area","90","0.764573829616591","0.687366918116717","0.841780741116466","2"
"No","2004","Full Time","Urban Area","4070","0.745960843780702","0.734414084388363","0.757507603173042","2"
"No","2004","Part Time","Rural Area","866","0.769505840380831","0.745517060314993","0.793494620446669","2"
"No","2004","Part Time","Urban Area","1973","0.774700566365647","0.758809142373316","0.790591990357977","2"
"Yes","2004","Full Time","Rural Area","690","0.233397449760026","0.217421632016516","0.249373267503535","1"
"Yes","2004","Full Time","Urban Area","1390","0.254039156219298","0.242492396826958","0.265585915611637","1"
"Yes","2004","Not Working","Rural Area","9","","","","1"
"Yes","2004","Part Time","Rural Area","318","0.230494159619169","0.206505379553331","0.254482939685007","1"
"Yes","2004","Not Working","Urban Area","26","","","","1"
"Yes","2004","Part Time","Urban Area","682","0.225299433634353","0.209408009642023","0.241190857626684","1"
"No","2005","Full Time","Rural Area","1813","0.769011371535331","0.752226319087045","0.785796423983618","2"
"No","2005","Not Working","Rural Area","55","0.833304081928406","0.743387381750636","0.923220782106175","2"
"No","2005","Not Working","Urban Area","68","0.901285336563062","0.835923373862624","0.966647299263499","2"
"No","2005","Full Time","Urban Area","3686","0.745810180394381","0.733735557535024","0.757884803253737","2"
"No","2005","Part Time","Rural Area","726","0.733065197367297","0.705958027635666","0.760172367098928","2"
"No","2005","Part Time","Urban Area","1696","0.772711205199482","0.755524300882796","0.789898109516168","2"
"Yes","2005","Full Time","Rural Area","609","0.230988628464669","0.214203576016382","0.247773680912955","1"
"Yes","2005","Full Time","Urban Area","1309","0.254189819605619","0.242115196746263","0.266264442464976","1"
"Yes","2005","Not Working","Rural Area","11","","","","1"
"Yes","2005","Part Time","Rural Area","297","0.266934802632703","0.239827632901072","0.294041972364334","1"
"Yes","2005","Not Working","Urban Area","12","","","","1"
"Yes","2005","Part Time","Urban Area","588","0.227288794800518","0.210101890483832","0.244475699117204","1"
"No","2006","Full Time","Rural Area","1863","0.773507175794615","0.757116244759859","0.789898106829371","2"
"No","2006","Full Time","Urban Area","3700","0.745252028301488","0.733245354769636","0.757258701833339","2"
"No","2006","Not Working","Rural Area","55","0.756477442456759","0.659340361479403","0.853614523434115","2"
"No","2006","Not Working","Urban Area","101","0.79294388149872","0.723021132162097","0.862866630835342","2"
"No","2006","Part Time","Rural Area","797","0.730997839443378","0.7047926273407","0.757203051546056","2"
"No","2006","Part Time","Urban Area","1708","0.770957397322877","0.753787681521692","0.788127113124063","2"
"Yes","2006","Full Time","Rural Area","642","0.226492824205385","0.210101893170629","0.242883755240141","1"
"Yes","2006","Full Time","Urban Area","1359","0.254747971698512","0.242741298166661","0.266754645230364","1"
"Yes","2006","Not Working","Rural Area","20","","","","1"
"Yes","2006","Not Working","Urban Area","28","","","","1"
"Yes","2006","Part Time","Rural Area","303","0.269002160556622","0.242796948453943","0.2952073726593","1"
"Yes","2006","Part Time","Urban Area","593","0.229042602677123","0.211872886875937","0.246212318478308","1"
"No","2007","Full Time","Rural Area","1975","0.78165339470886","0.765736941886983","0.797569847530738","2"
"No","2007","Full Time","Urban Area","3696","0.752208061644258","0.740274693610589","0.764141429677928","2"
"No","2007","Not Working","Rural Area","57","0.761148124545762","0.66771475396296","0.854581495128564","2"
"No","2007","Not Working","Urban Area","111","0.863401928432862","0.804593275111998","0.922210581753726","2"
"No","2007","Part Time","Rural Area","901","0.789290256873509","0.766021790110508","0.812558723636511","2"
"No","2007","Part Time","Urban Area","1880","0.770022539089611","0.753533369129546","0.786511709049676","2"
"Yes","2007","Full Time","Rural Area","613","0.21834660529114","0.202430152469262","0.234263058113017","1"
"Yes","2007","Full Time","Urban Area","1332","0.247791938355742","0.235858570322072","0.259725306389411","1"
"Yes","2007","Not Working","Rural Area","23","","","","1"
"Yes","2007","Not Working","Urban Area","20","","","","1"
"Yes","2007","Part Time","Rural Area","279","0.210709743126491","0.187441276363489","0.233978209889492","1"
"Yes","2007","Part Time","Urban Area","622","0.229977460910389","0.213488290950324","0.246466630870454","1"
"No","2008","Full Time","Rural Area","1834","0.779245287726537","0.762589342030305","0.79590123342277","2"
"No","2008","Full Time","Urban Area","3416","0.762373050340044","0.750107786601197","0.77463831407889","2"
"No","2008","Not Working","Rural Area","54","0.801340614696672","0.706508211636856","0.896173017756489","2"
"No","2008","Not Working","Urban Area","88","0.888298904576816","0.828048256757947","0.948549552395684","2"
"No","2008","Part Time","Rural Area","737","0.769545117083343","0.743675845352689","0.795414388813997","2"
"No","2008","Part Time","Urban Area","1689","0.770304970262358","0.752920537995812","0.787689402528903","2"
"Yes","2008","Full Time","Rural Area","548","0.220754712273463","0.20409876657723","0.237410657969695","1"
"Yes","2008","Full Time","Urban Area","1210","0.237626949659956","0.22536168592111","0.249892213398803","1"
"Yes","2008","Not Working","Rural Area","14","","","","1"
"Yes","2008","Not Working","Urban Area","17","","","","1"
"Yes","2008","Part Time","Rural Area","281","0.230454882916657","0.204585611186004","0.256324154647311","1"
"Yes","2008","Part Time","Urban Area","560","0.229695029737642","0.212310597471097","0.247079462004188","1"
"No","2009","Full Time","Rural Area","1774","0.764911895102454","0.747704633693044","0.782119156511864","2"
"No","2009","Full Time","Urban Area","3269","0.767007038237126","0.754517583386752","0.7794964930875","2"
"No","2009","Not Working","Rural Area","42","0.80076033534149","0.691137209795023","0.910383460887956","2"
"No","2009","Not Working","Urban Area","70","0.755438088796477","0.666139018689099","0.844737158903855","2"
"No","2009","Part Time","Rural Area","806","0.778101956817764","0.753434190137514","0.802769723498014","2"
"No","2009","Part Time","Urban Area","1711","0.793540686527469","0.776860395272453","0.810220977782486","2"
"Yes","2009","Full Time","Rural Area","559","0.235088104897546","0.217880843488136","0.252295366306956","1"
"Yes","2009","Full Time","Urban Area","1132","0.232992961762874","0.2205035069125","0.245482416613248","1"
"Yes","2009","Not Working","Rural Area","9","","","","1"
"Yes","2009","Not Working","Urban Area","19","","","","1"
"Yes","2009","Part Time","Rural Area","284","0.221898043182236","0.197230276501986","0.246565809862486","1"
"Yes","2009","Part Time","Urban Area","551","0.206459313472531","0.189779022217514","0.223139604727547","1"
"No","2010","Full Time","Rural Area","2324","0.759509313601583","0.744154402357001","0.774864224846165","2"
"No","2010","Full Time","Urban Area","4213","0.759381009973871","0.748166329720027","0.770595690227715","2"
"No","2010","Not Working","Rural Area","101","0.753792585559131","0.680577805022317","0.827007366095945","2"
"No","2010","Not Working","Urban Area","152","0.8238270585761","0.769369672043955","0.878284445108244","2"
"No","2010","Part Time","Rural Area","1213","0.804397046515133","0.784725861914605","0.82406823111566","2"
"No","2010","Part Time","Urban Area","2292","0.76540340158144","0.750382139586294","0.780424663576586","2"
"Yes","2010","Full Time","Rural Area","652","0.240490686398417","0.225135775153835","0.255845597642999","1"
"Yes","2010","Full Time","Urban Area","1368","0.240618990026129","0.229404309772285","0.251833670279973","1"
"Yes","2010","Not Working","Rural Area","32","0.246207414440869","0.172992633904055","0.319422194977683","1"
"Yes","2010","Not Working","Urban Area","36","0.1761729414239","0.121715554891756","0.230630327956045","1"
"Yes","2010","Part Time","Rural Area","349","0.195602953484867","0.17593176888434","0.215274138085395","1"
"Yes","2010","Part Time","Urban Area","765","0.23459659841856","0.219575336423414","0.249617860413706","1"
"No","2011","Full Time","Rural Area","2691","0.767802164338899","0.75390479898412","0.781699529693677","2"
"No","2011","Full Time","Urban Area","4736","0.743766341710182","0.733073511047641","0.754459172372723","2"
"No","2011","Not Working","Rural Area","109","0.74641797403162","0.672755556160161","0.820080391903078","2"
"No","2011","Not Working","Urban Area","199","0.797087295968182","0.745885937842086","0.848288654094279","2"
"No","2011","Part Time","Rural Area","1603","0.802259988100155","0.784980477697947","0.819539498502364","2"
"No","2011","Part Time","Urban Area","2846","0.771963699382555","0.758568923389772","0.785358475375338","2"
"Yes","2011","Full Time","Rural Area","855","0.232197835661101","0.218300470306323","0.24609520101588","1"
"Yes","2011","Full Time","Urban Area","1667","0.256233658289818","0.245540827627277","0.266926488952358","1"
