"pgoeffd","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1998","Brandenburg","(0) in school","","","",""
"No","1998","Brandenburg","(1a) inadequately completed","","","",""
"No","1998","Brandenburg","(1b) general elementary school","","","",""
"No","1998","Brandenburg","(1c) basic vocational qualification","31","0.818791276090361","0.697900840644326","0.939681711536397"
"No","1998","Brandenburg","(2b) intermediate general qualification","","","",""
"No","1998","Brandenburg","(2a) intermediate vocational","110","0.725982528477497","0.653881470819323","0.798083586135671"
"No","1998","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No","1998","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No","1998","Brandenburg","(3a) lower tertiary education","39","0.612743452943462","0.499436218173234","0.72605068771369"
"No","1998","Brandenburg","(3b) higher tertiary education","","","",""
"No","1998","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","1998","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","1998","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No","1998","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"No","1998","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","1998","Mecklenburg-Western Pomerania","(2a) intermediate vocational","66","0.651700919324723","0.558785512017678","0.744616326631767"
"No","1998","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No","1998","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No","1998","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"No","1998","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No","1998","Saxony","(0) in school","","","",""
"No","1998","Saxony","(1a) inadequately completed","","","",""
"No","1998","Saxony","(1b) general elementary school","","","",""
"No","1998","Saxony","(1c) basic vocational qualification","78","0.719215768015629","0.633667520709214","0.804764015322045"
"No","1998","Saxony","(2b) intermediate general qualification","","","",""
"No","1998","Saxony","(2a) intermediate vocational","214","0.745790329024792","0.695590345155023","0.795990312894562"
"No","1998","Saxony","(2c_gen) general maturity certificate","","","",""
"No","1998","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","1998","Saxony","(3a) lower tertiary education","40","0.412638791451233","0.313116166771945","0.512161416130521"
"No","1998","Saxony","(3b) higher tertiary education","44","0.54614831862313","0.438389346618549","0.653907290627711"
"No","1998","Saxony-Anhalt","(0) in school","","","",""
"No","1998","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","1998","Saxony-Anhalt","(1b) general elementary school","","","",""
"No","1998","Saxony-Anhalt","(1c) basic vocational qualification","49","0.830280436143506","0.735296355888049","0.925264516398963"
"No","1998","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No","1998","Saxony-Anhalt","(2a) intermediate vocational","105","0.690619731559134","0.614858701734734","0.766380761383535"
"No","1998","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No","1998","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No","1998","Saxony-Anhalt","(3a) lower tertiary education","35","0.504927055416006","0.387802491053401","0.622051619778611"
"No","1998","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No","1998","Thuringia","(0) in school","","","",""
"No","1998","Thuringia","(1a) inadequately completed","","","",""
"No","1998","Thuringia","(1b) general elementary school","","","",""
"No","1998","Thuringia","(1c) basic vocational qualification","52","0.72988837563782","0.621946173591186","0.837830577684454"
"No","1998","Thuringia","(2b) intermediate general qualification","","","",""
"No","1998","Thuringia","(2a) intermediate vocational","151","0.852536364990795","0.80030151138632","0.904771218595271"
"No","1998","Thuringia","(2c_gen) general maturity certificate","","","",""
"No","1998","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No","1998","Thuringia","(3a) lower tertiary education","38","0.649911122144792","0.528197769149124","0.77162447514046"
"No","1998","Thuringia","(3b) higher tertiary education","","","",""
"Yes","1999","Schleswig-Holstein","(0) in school","","","",""
"Yes","1999","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","1999","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","1999","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","1999","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","1999","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"Yes","1999","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","1999","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","1999","Hamburg","(0) in school","","","",""
"Yes","1999","Hamburg","(1a) inadequately completed","","","",""
"Yes","1999","Hamburg","(1b) general elementary school","","","",""
"Yes","1999","Hamburg","(1c) basic vocational qualification","","","",""
"Yes","1999","Hamburg","(2b) intermediate general qualification","","","",""
"Yes","1999","Hamburg","(2a) intermediate vocational","","","",""
"Yes","1999","Hamburg","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Hamburg","(3a) lower tertiary education","","","",""
"Yes","1999","Hamburg","(3b) higher tertiary education","","","",""
"Yes","1999","Lower Saxony","(0) in school","","","",""
"Yes","1999","Lower Saxony","(1a) inadequately completed","","","",""
"Yes","1999","Lower Saxony","(1b) general elementary school","","","",""
"Yes","1999","Lower Saxony","(1c) basic vocational qualification","35","0.202918727139464","0.146179710575944","0.259657743702984"
"Yes","1999","Lower Saxony","(2b) intermediate general qualification","","","",""
"Yes","1999","Lower Saxony","(2a) intermediate vocational","39","0.294187232530863","0.223135247935171","0.365239217126556"
"Yes","1999","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Lower Saxony","(3a) lower tertiary education","","","",""
"Yes","1999","Lower Saxony","(3b) higher tertiary education","40","0.63653089828512","0.524648334299834","0.748413462270407"
"Yes","1999","Bremen","(0) in school","","","",""
"Yes","1999","Bremen","(1a) inadequately completed","","","",""
"Yes","1999","Bremen","(1b) general elementary school","","","",""
"Yes","1999","Bremen","(1c) basic vocational qualification","","","",""
"Yes","1999","Bremen","(2b) intermediate general qualification","","","",""
"Yes","1999","Bremen","(2a) intermediate vocational","","","",""
"Yes","1999","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Bremen","(3a) lower tertiary education","","","",""
"Yes","1999","Bremen","(3b) higher tertiary education","","","",""
"Yes","1999","North Rhine-Westphalia","(0) in school","","","",""
"Yes","1999","North Rhine-Westphalia","(1a) inadequately completed","","","",""
"Yes","1999","North Rhine-Westphalia","(1b) general elementary school","","","",""
"Yes","1999","North Rhine-Westphalia","(1c) basic vocational qualification","69","0.145879621142218","0.113374196388923","0.178385045895514"
"Yes","1999","North Rhine-Westphalia","(2b) intermediate general qualification","","","",""
"Yes","1999","North Rhine-Westphalia","(2a) intermediate vocational","86","0.253364468932778","0.204310765447572","0.302418172417984"
"Yes","1999","North Rhine-Westphalia","(2c_gen) general maturity certificate","","","",""
"Yes","1999","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","43","0.362802969930548","0.281696874369098","0.443909065491998"
"Yes","1999","North Rhine-Westphalia","(3a) lower tertiary education","32","0.39558581356612","0.289750928191911","0.501420698940328"
"Yes","1999","North Rhine-Westphalia","(3b) higher tertiary education","81","0.470470206631652","0.396093609852752","0.544846803410551"
"Yes","1999","Hesse","(0) in school","","","",""
"Yes","1999","Hesse","(1a) inadequately completed","","","",""
"Yes","1999","Hesse","(1b) general elementary school","","","",""
"Yes","1999","Hesse","(1c) basic vocational qualification","","","",""
"Yes","1999","Hesse","(2b) intermediate general qualification","","","",""
"Yes","1999","Hesse","(2a) intermediate vocational","30","0.421828878636986","0.321459099431237","0.522198657842735"
"Yes","1999","Hesse","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Hesse","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Hesse","(3a) lower tertiary education","","","",""
"Yes","1999","Hesse","(3b) higher tertiary education","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(1b) general elementary school","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","34","0.226562720708097","0.162101673008113","0.291023768408081"
"Yes","1999","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"Yes","1999","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"Yes","1999","Baden-Württemberg","(0) in school","","","",""
"Yes","1999","Baden-Württemberg","(1a) inadequately completed","","","",""
"Yes","1999","Baden-Württemberg","(1b) general elementary school","","","",""
"Yes","1999","Baden-Württemberg","(1c) basic vocational qualification","38","0.162955179204255","0.122986517197031","0.202923841211479"
"Yes","1999","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"Yes","1999","Baden-Württemberg","(2a) intermediate vocational","38","0.26365856456592","0.191187526792273","0.336129602339566"
"Yes","1999","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Yes","1999","Baden-Württemberg","(3b) higher tertiary education","31","0.491509576640921","0.376034243487157","0.606984909794686"
"Yes","1999","Bavaria","(0) in school","","","",""
"Yes","1999","Bavaria","(1a) inadequately completed","","","",""
"Yes","1999","Bavaria","(1b) general elementary school","","","",""
"Yes","1999","Bavaria","(1c) basic vocational qualification","69","0.217716820048829","0.1752038160889","0.260229824008757"
"Yes","1999","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","1999","Bavaria","(2a) intermediate vocational","52","0.243063926749016","0.182860579034727","0.303267274463304"
"Yes","1999","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Bavaria","(3a) lower tertiary education","","","",""
"Yes","1999","Bavaria","(3b) higher tertiary education","","","",""
"Yes","1999","Berlin","(0) in school","","","",""
"Yes","1999","Berlin","(1a) inadequately completed","","","",""
"Yes","1999","Berlin","(1b) general elementary school","","","",""
"Yes","1999","Berlin","(1c) basic vocational qualification","","","",""
"Yes","1999","Berlin","(2b) intermediate general qualification","","","",""
"Yes","1999","Berlin","(2a) intermediate vocational","30","0.343336712196934","0.242983713173795","0.443689711220073"
"Yes","1999","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Berlin","(3a) lower tertiary education","","","",""
"Yes","1999","Berlin","(3b) higher tertiary education","","","",""
"Yes","1999","Brandenburg","(0) in school","","","",""
"Yes","1999","Brandenburg","(1a) inadequately completed","","","",""
"Yes","1999","Brandenburg","(1b) general elementary school","","","",""
"Yes","1999","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","1999","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","1999","Brandenburg","(2a) intermediate vocational","35","0.28697812211996","0.211778351925181","0.362177892314739"
"Yes","1999","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Brandenburg","(3a) lower tertiary education","32","0.445953861691918","0.326033189596332","0.565874533787504"
"Yes","1999","Brandenburg","(3b) higher tertiary education","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","1999","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","1999","Saxony","(0) in school","","","",""
"Yes","1999","Saxony","(1a) inadequately completed","","","",""
"Yes","1999","Saxony","(1b) general elementary school","","","",""
"Yes","1999","Saxony","(1c) basic vocational qualification","","","",""
"Yes","1999","Saxony","(2b) intermediate general qualification","","","",""
"Yes","1999","Saxony","(2a) intermediate vocational","64","0.234916866272268","0.183085465888285","0.286748266656251"
"Yes","1999","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Saxony","(3a) lower tertiary education","46","0.561927153715934","0.456451602227849","0.667402705204019"
"Yes","1999","Saxony","(3b) higher tertiary education","37","0.443401596670093","0.335214569786368","0.551588623553817"
"Yes","1999","Saxony-Anhalt","(0) in school","","","",""
"Yes","1999","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","1999","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","1999","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","1999","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","1999","Saxony-Anhalt","(2a) intermediate vocational","39","0.316634470269575","0.239855167309342","0.393413773229808"
"Yes","1999","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Saxony-Anhalt","(3a) lower tertiary education","32","0.466306160771083","0.34685445356353","0.585757867978636"
"Yes","1999","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","1999","Thuringia","(0) in school","","","",""
"Yes","1999","Thuringia","(1a) inadequately completed","","","",""
"Yes","1999","Thuringia","(1b) general elementary school","","","",""
"Yes","1999","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","1999","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","1999","Thuringia","(2a) intermediate vocational","31","0.209202844266194","0.149450571142507","0.268955117389881"
"Yes","1999","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","1999","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","1999","Thuringia","(3a) lower tertiary education","","","",""
"Yes","1999","Thuringia","(3b) higher tertiary education","","","",""
"No","1999","Schleswig-Holstein","(0) in school","","","",""
"No","1999","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","1999","Schleswig-Holstein","(1b) general elementary school","","","",""
"No","1999","Schleswig-Holstein","(1c) basic vocational qualification","44","0.791536699709465","0.686083200425818","0.896990198993112"
"No","1999","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","1999","Schleswig-Holstein","(2a) intermediate vocational","36","0.600213516222826","0.471915182314667","0.728511850130985"
"No","1999","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","1999","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No","1999","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No","1999","Hamburg","(0) in school","","","",""
"No","1999","Hamburg","(1a) inadequately completed","","","",""
"No","1999","Hamburg","(1b) general elementary school","","","",""
"No","1999","Hamburg","(1c) basic vocational qualification","","","",""
"No","1999","Hamburg","(2b) intermediate general qualification","","","",""
"No","1999","Hamburg","(2a) intermediate vocational","","","",""
"No","1999","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","1999","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Hamburg","(3a) lower tertiary education","","","",""
"No","1999","Hamburg","(3b) higher tertiary education","","","",""
"No","1999","Lower Saxony","(0) in school","","","",""
"No","1999","Lower Saxony","(1a) inadequately completed","","","",""
"No","1999","Lower Saxony","(1b) general elementary school","49","0.807100845283442","0.704667884372931","0.909533806193952"
"No","1999","Lower Saxony","(1c) basic vocational qualification","158","0.797081272860536","0.740342256297016","0.853820289424056"
"No","1999","Lower Saxony","(2b) intermediate general qualification","","","",""
"No","1999","Lower Saxony","(2a) intermediate vocational","119","0.705812767469137","0.634760782873444","0.776864752064829"
"No","1999","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No","1999","Lower Saxony","(2c_voc) vocational maturity certificate","35","0.731574622869109","0.612271652085393","0.850877593652826"
"No","1999","Lower Saxony","(3a) lower tertiary education","","","",""
"No","1999","Lower Saxony","(3b) higher tertiary education","31","0.36346910171488","0.251586537729593","0.475351665700166"
"No","1999","Bremen","(0) in school","","","",""
"No","1999","Bremen","(1a) inadequately completed","","","",""
"No","1999","Bremen","(1b) general elementary school","","","",""
"No","1999","Bremen","(1c) basic vocational qualification","","","",""
"No","1999","Bremen","(2b) intermediate general qualification","","","",""
"No","1999","Bremen","(2a) intermediate vocational","","","",""
"No","1999","Bremen","(2c_gen) general maturity certificate","","","",""
"No","1999","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Bremen","(3a) lower tertiary education","","","",""
"No","1999","Bremen","(3b) higher tertiary education","","","",""
"No","1999","North Rhine-Westphalia","(0) in school","","","",""
"No","1999","North Rhine-Westphalia","(1a) inadequately completed","40","0.832910769099743","0.725104840732938","0.940716697466548"
"No","1999","North Rhine-Westphalia","(1b) general elementary school","116","0.896131338806404","0.843686287514549","0.948576390098259"
"No","1999","North Rhine-Westphalia","(1c) basic vocational qualification","384","0.854120378857782","0.821614954104486","0.886625803611077"
"No","1999","North Rhine-Westphalia","(2b) intermediate general qualification","37","0.708929791050272","0.57906253803307","0.838797044067474"
"No","1999","North Rhine-Westphalia","(2a) intermediate vocational","216","0.746635531067222","0.697581827582016","0.795689234552428"
"No","1999","North Rhine-Westphalia","(2c_gen) general maturity certificate","43","0.701183022432606","0.586314375903654","0.816051668961558"
"No","1999","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","92","0.637197030069452","0.556090934508002","0.718303125630902"
"No","1999","North Rhine-Westphalia","(3a) lower tertiary education","50","0.60441418643388","0.498579301059672","0.710249071808089"
"No","1999","North Rhine-Westphalia","(3b) higher tertiary education","92","0.529529793368348","0.455153196589449","0.603906390147248"
"No","1999","Hesse","(0) in school","","","",""
"No","1999","Hesse","(1a) inadequately completed","","","",""
"No","1999","Hesse","(1b) general elementary school","47","0.849005740349989","0.756861196158441","0.941150284541537"
"No","1999","Hesse","(1c) basic vocational qualification","116","0.820370289255728","0.756089403207751","0.884651175303704"
"No","1999","Hesse","(2b) intermediate general qualification","","","",""
"No","1999","Hesse","(2a) intermediate vocational","63","0.578171121363014","0.477801342157265","0.678540900568763"
"No","1999","Hesse","(2c_gen) general maturity certificate","","","",""
"No","1999","Hesse","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Hesse","(3a) lower tertiary education","30","0.759327612477123","0.623407407013742","0.895247817940504"
"No","1999","Hesse","(3b) higher tertiary education","32","0.580969010321643","0.448134869482247","0.713803151161039"
"No","1999","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","1999","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"No","1999","Rhineland-Palatinate,Saarland","(1b) general elementary school","51","0.843074182392403","0.751796780777957","0.934351584006848"
"No","1999","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","128","0.773437279291903","0.708976231591919","0.837898326991887"
"No","1999","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No","1999","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","47","0.614265324557868","0.503359444647374","0.725171204468362"
"No","1999","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","1999","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No","1999","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No","1999","Baden-Württemberg","(0) in school","","","",""
"No","1999","Baden-Württemberg","(1a) inadequately completed","50","0.861191320791711","0.772211356463267","0.950171285120154"
"No","1999","Baden-Württemberg","(1b) general elementary school","152","0.818924711354747","0.760520866760958","0.877328555948536"
"No","1999","Baden-Württemberg","(1c) basic vocational qualification","290","0.837044820795745","0.797076158788521","0.877013482802969"
"No","1999","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No","1999","Baden-Württemberg","(2a) intermediate vocational","104","0.73634143543408","0.663870397660434","0.808812473207727"
"No","1999","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No","1999","Baden-Württemberg","(2c_voc) vocational maturity certificate","44","0.679295871631271","0.558126619868404","0.800465123394138"
"No","1999","Baden-Württemberg","(3a) lower tertiary education","37","0.966911264336887","0.91281629958901","1.02100622908476"
"No","1999","Baden-Württemberg","(3b) higher tertiary education","41","0.508490423359079","0.393015090205314","0.623965756512843"
"No","1999","Bavaria","(0) in school","","","",""
"No","1999","Bavaria","(1a) inadequately completed","","","",""
"No","1999","Bavaria","(1b) general elementary school","109","0.883471783070597","0.826768601501771","0.940174964639422"
"No","1999","Bavaria","(1c) basic vocational qualification","293","0.782283179951171","0.739770175991243","0.824796183911099"
"No","1999","Bavaria","(2b) intermediate general qualification","35","0.879800359874639","0.781452005560687","0.978148714188591"
"No","1999","Bavaria","(2a) intermediate vocational","143","0.756936073250984","0.696732725536696","0.817139420965273"
"No","1999","Bavaria","(2c_gen) general maturity certificate","","","",""
"No","1999","Bavaria","(2c_voc) vocational maturity certificate","40","0.726619095901681","0.606628379162014","0.846609812641348"
"No","1999","Bavaria","(3a) lower tertiary education","41","0.644991745344986","0.527757522720288","0.762225967969684"
"No","1999","Bavaria","(3b) higher tertiary education","54","0.643146851451882","0.538817760809328","0.747475942094436"
"No","1999","Berlin","(0) in school","","","",""
"No","1999","Berlin","(1a) inadequately completed","","","",""
"No","1999","Berlin","(1b) general elementary school","","","",""
"No","1999","Berlin","(1c) basic vocational qualification","","","",""
"No","1999","Berlin","(2b) intermediate general qualification","","","",""
"No","1999","Berlin","(2a) intermediate vocational","56","0.656663287803066","0.556310288779927","0.757016286826205"
"No","1999","Berlin","(2c_gen) general maturity certificate","","","",""
"No","1999","Berlin","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Berlin","(3a) lower tertiary education","32","0.701959478437664","0.566809670937789","0.837109285937539"
"No","1999","Berlin","(3b) higher tertiary education","33","0.613256593427509","0.485704776370646","0.740808410484371"
"No","1999","Brandenburg","(0) in school","","","",""
"No","1999","Brandenburg","(1a) inadequately completed","","","",""
"No","1999","Brandenburg","(1b) general elementary school","","","",""
"No","1999","Brandenburg","(1c) basic vocational qualification","31","0.817956434316769","0.696849631021287","0.939063237612252"
"No","1999","Brandenburg","(2b) intermediate general qualification","","","",""
"No","1999","Brandenburg","(2a) intermediate vocational","104","0.71302187788004","0.637822107685261","0.788221648074819"
"No","1999","Brandenburg","(2c_gen) general maturity certificate","","","",""
"No","1999","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Brandenburg","(3a) lower tertiary education","34","0.554046138308082","0.434125466212496","0.673966810403668"
"No","1999","Brandenburg","(3b) higher tertiary education","","","",""
"No","1999","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No","1999","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"No","1999","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"No","1999","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"No","1999","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"No","1999","Mecklenburg-Western Pomerania","(2a) intermediate vocational","80","0.743336337239757","0.660574318080157","0.826098356399356"
"No","1999","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"No","1999","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"No","1999","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"No","1999","Saxony","(0) in school","","","",""
"No","1999","Saxony","(1a) inadequately completed","","","",""
"No","1999","Saxony","(1b) general elementary school","","","",""
"No","1999","Saxony","(1c) basic vocational qualification","65","0.693568634317512","0.600373015828963","0.786764252806062"
"No","1999","Saxony","(2b) intermediate general qualification","","","",""
"No","1999","Saxony","(2a) intermediate vocational","193","0.765083133727732","0.713251733343749","0.816914534111715"
"No","1999","Saxony","(2c_gen) general maturity certificate","","","",""
"No","1999","Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Saxony","(3a) lower tertiary education","39","0.438072846284066","0.332597294795981","0.543548397772151"
"No","1999","Saxony","(3b) higher tertiary education","44","0.556598403329907","0.448411376446183","0.664785430213632"
"No","1999","Saxony-Anhalt","(0) in school","","","",""
"No","1999","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No","1999","Saxony-Anhalt","(1b) general elementary school","","","",""
"No","1999","Saxony-Anhalt","(1c) basic vocational qualification","46","0.832296404089412","0.733560082668661","0.931032725510163"
"No","1999","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"No","1999","Saxony-Anhalt","(2a) intermediate vocational","102","0.683365529730425","0.606586226770192","0.760144832690658"
"No","1999","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"No","1999","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Saxony-Anhalt","(3a) lower tertiary education","35","0.533693839228917","0.414242132021364","0.65314554643647"
"No","1999","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"No","1999","Thuringia","(0) in school","","","",""
"No","1999","Thuringia","(1a) inadequately completed","","","",""
"No","1999","Thuringia","(1b) general elementary school","","","",""
"No","1999","Thuringia","(1c) basic vocational qualification","44","0.711796788810485","0.597192759843452","0.826400817777519"
"No","1999","Thuringia","(2b) intermediate general qualification","","","",""
"No","1999","Thuringia","(2a) intermediate vocational","147","0.790797155733806","0.73104488261012","0.850549428857493"
"No","1999","Thuringia","(2c_gen) general maturity certificate","","","",""
"No","1999","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"No","1999","Thuringia","(3a) lower tertiary education","37","0.651055323876873","0.531444520011677","0.770666127742069"
"No","1999","Thuringia","(3b) higher tertiary education","","","",""
"Yes","2000","Schleswig-Holstein","(0) in school","","","",""
"Yes","2000","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes","2000","Schleswig-Holstein","(1b) general elementary school","","","",""
"Yes","2000","Schleswig-Holstein","(1c) basic vocational qualification","","","",""
"Yes","2000","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Yes","2000","Schleswig-Holstein","(2a) intermediate vocational","32","0.247617386245762","0.170390698005345","0.324844074486179"
"Yes","2000","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Yes","2000","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes","2000","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes","2000","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Yes","2000","Hamburg","(0) in school","","","",""
"Yes","2000","Hamburg","(1a) inadequately completed","","","",""
"Yes","2000","Hamburg","(1b) general elementary school","","","",""
