"pgoeffd","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1989","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No","1989","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No","1989","secondary school degree","(3a) lower tertiary education","","","",""
"No","1989","secondary school degree","(3b) higher tertiary education","","","",""
"No","1989","college entrance qualification","(0) in school","","","",""
"No","1989","college entrance qualification","(1a) inadequately completed","","","",""
"No","1989","college entrance qualification","(1b) general elementary school","","","",""
"No","1989","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","1989","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","1989","college entrance qualification","(2a) intermediate vocational","","","",""
"No","1989","college entrance qualification","(2c_gen) general maturity certificate","80","0.665150779681502","0.581061602262129","0.749239957100874"
"No","1989","college entrance qualification","(2c_voc) vocational maturity certificate","155","0.722627279919722","0.661930731235082","0.783323828604363"
"No","1989","college entrance qualification","(3a) lower tertiary education","94","0.694881281974197","0.616031195253681","0.773731368694713"
"No","1989","college entrance qualification","(3b) higher tertiary education","161","0.465587241072793","0.412644082715312","0.518530399430273"
"No","1989","Other degree","(0) in school","","","",""
"No","1989","Other degree","(1a) inadequately completed","","","",""
"No","1989","Other degree","(1b) general elementary school","347","0.931607623241885","0.906195037841359","0.957020208642411"
"No","1989","Other degree","(1c) basic vocational qualification","237","0.893197003271597","0.855362027841536","0.931031978701658"
"No","1989","Other degree","(2b) intermediate general qualification","","","",""
"No","1989","Other degree","(2a) intermediate vocational","","","",""
"No","1989","Other degree","(2c_gen) general maturity certificate","","","",""
"No","1989","Other degree","(2c_voc) vocational maturity certificate","47","0.956494038360248","0.900508156547032","1.01247992017346"
"No","1989","Other degree","(3a) lower tertiary education","","","",""
"No","1989","Other degree","(3b) higher tertiary education","","","",""
"No","1989","no degree/no degree yet","(0) in school","","","",""
"No","1989","no degree/no degree yet","(1a) inadequately completed","340","0.88871600579434","0.857220647197446","0.920211364391234"
"No","1989","no degree/no degree yet","(1b) general elementary school","","","",""
"No","1989","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","1989","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","1989","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","1989","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","1989","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","1989","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No","1989","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","1990","lower secondary degree","(0) in school","","","",""
"Yes","1990","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","1990","lower secondary degree","(1b) general elementary school","141","0.196126945898021","0.168543156674793","0.223710735121248"
"Yes","1990","lower secondary degree","(1c) basic vocational qualification","590","0.218359971875531","0.202907863863125","0.233812079887938"
"Yes","1990","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","1990","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","1990","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","1990","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","1990","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","1990","secondary school degree","(0) in school","","","",""
"Yes","1990","secondary school degree","(1a) inadequately completed","","","",""
"Yes","1990","secondary school degree","(1b) general elementary school","","","",""
"Yes","1990","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","1990","secondary school degree","(2b) intermediate general qualification","88","0.276279812590021","0.228609317681016","0.323950307499026"
"Yes","1990","secondary school degree","(2a) intermediate vocational","618","0.30198269692826","0.28221403204337","0.321751361813151"
"Yes","1990","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","secondary school degree","(3a) lower tertiary education","202","0.469460969790022","0.420675164305473","0.518246775274572"
"Yes","1990","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","1990","college entrance qualification","(0) in school","","","",""
"Yes","1990","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","1990","college entrance qualification","(1b) general elementary school","","","",""
"Yes","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","1990","college entrance qualification","(2c_gen) general maturity certificate","48","0.36809080075212","0.282510659989004","0.453670941515235"
"Yes","1990","college entrance qualification","(2c_voc) vocational maturity certificate","77","0.27617254731142","0.223803237106477","0.328541857516363"
"Yes","1990","college entrance qualification","(3a) lower tertiary education","74","0.298973437607475","0.241293610819127","0.356653264395823"
"Yes","1990","college entrance qualification","(3b) higher tertiary education","306","0.528112047130421","0.487624249851112","0.568599844409731"
"Yes","1990","Other degree","(0) in school","","","",""
"Yes","1990","Other degree","(1a) inadequately completed","","","",""
"Yes","1990","Other degree","(1b) general elementary school","31","0.0692420877234621","0.0439165961418578","0.0945675793050665"
"Yes","1990","Other degree","(1c) basic vocational qualification","","","",""
"Yes","1990","Other degree","(2b) intermediate general qualification","","","",""
"Yes","1990","Other degree","(2a) intermediate vocational","","","",""
"Yes","1990","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Other degree","(3a) lower tertiary education","","","",""
"Yes","1990","Other degree","(3b) higher tertiary education","","","",""
"Yes","1990","no degree/no degree yet","(0) in school","","","",""
"Yes","1990","no degree/no degree yet","(1a) inadequately completed","39","0.107995705969142","0.0764555862489392","0.139535825689344"
"Yes","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","1990","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No","1990","lower secondary degree","(0) in school","","","",""
"No","1990","lower secondary degree","(1a) inadequately completed","","","",""
"No","1990","lower secondary degree","(1b) general elementary school","655","0.803873054101979","0.776289264878752","0.831456843325207"
"No","1990","lower secondary degree","(1c) basic vocational qualification","2156","0.781640028124469","0.766187920112062","0.797092136136875"
"No","1990","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","1990","lower secondary degree","(2a) intermediate vocational","","","",""
"No","1990","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No","1990","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No","1990","lower secondary degree","(3a) lower tertiary education","45","0.641536415160183","0.52670945494443","0.756363375375936"
"No","1990","lower secondary degree","(3b) higher tertiary education","","","",""
"No","1990","secondary school degree","(0) in school","","","",""
"No","1990","secondary school degree","(1a) inadequately completed","","","",""
"No","1990","secondary school degree","(1b) general elementary school","","","",""
"No","1990","secondary school degree","(1c) basic vocational qualification","","","",""
"No","1990","secondary school degree","(2b) intermediate general qualification","250","0.723720187409979","0.676049692500974","0.771390682318984"
"No","1990","secondary school degree","(2a) intermediate vocational","1454","0.69801730307174","0.678248638186849","0.71778596795663"
"No","1990","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No","1990","secondary school degree","(3a) lower tertiary education","200","0.530539030209978","0.481753224725428","0.579324835694527"
"No","1990","secondary school degree","(3b) higher tertiary education","","","",""
"No","1990","college entrance qualification","(0) in school","","","",""
"No","1990","college entrance qualification","(1a) inadequately completed","","","",""
"No","1990","college entrance qualification","(1b) general elementary school","","","",""
"No","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"No","1990","college entrance qualification","(2c_gen) general maturity certificate","74","0.63190919924788","0.546329058484765","0.717489340010996"
"No","1990","college entrance qualification","(2c_voc) vocational maturity certificate","203","0.72382745268858","0.671458142483637","0.776196762893523"
"No","1990","college entrance qualification","(3a) lower tertiary education","168","0.701026562392525","0.643346735604177","0.758706389180873"
"No","1990","college entrance qualification","(3b) higher tertiary education","278","0.471887952869579","0.43140015559027","0.512375750148888"
"No","1990","Other degree","(0) in school","","","",""
"No","1990","Other degree","(1a) inadequately completed","","","",""
"No","1990","Other degree","(1b) general elementary school","355","0.930757912276538","0.905432420694933","0.956083403858142"
"No","1990","Other degree","(1c) basic vocational qualification","230","0.885893591446433","0.846716370252723","0.925070812640143"
"No","1990","Other degree","(2b) intermediate general qualification","","","",""
"No","1990","Other degree","(2a) intermediate vocational","","","",""
"No","1990","Other degree","(2c_gen) general maturity certificate","","","",""
"No","1990","Other degree","(2c_voc) vocational maturity certificate","44","0.9514896437473","0.890711597231636","1.01226769026296"
"No","1990","Other degree","(3a) lower tertiary education","","","",""
"No","1990","Other degree","(3b) higher tertiary education","","","",""
"No","1990","no degree/no degree yet","(0) in school","","","",""
"No","1990","no degree/no degree yet","(1a) inadequately completed","333","0.892004294030859","0.860464174310656","0.923544413751061"
"No","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"No","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No","1990","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","1991","lower secondary degree","(0) in school","","","",""
"Yes","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","1991","lower secondary degree","(1b) general elementary school","142","0.208569756045107","0.18013025009915","0.237009261991065"
"Yes","1991","lower secondary degree","(1c) basic vocational qualification","517","0.212361818596982","0.196503605951518","0.228220031242446"
"Yes","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","1991","secondary school degree","(0) in school","","","",""
"Yes","1991","secondary school degree","(1a) inadequately completed","","","",""
"Yes","1991","secondary school degree","(1b) general elementary school","","","",""
"Yes","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","1991","secondary school degree","(2b) intermediate general qualification","92","0.301080297757581","0.250341744816283","0.351818850698878"
"Yes","1991","secondary school degree","(2a) intermediate vocational","564","0.284784369787369","0.264905482597428","0.30466325697731"
"Yes","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","secondary school degree","(3a) lower tertiary education","187","0.451028980000153","0.401324600167124","0.500733359833181"
"Yes","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","1991","college entrance qualification","(0) in school","","","",""
"Yes","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","1991","college entrance qualification","(1b) general elementary school","","","",""
"Yes","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","1991","college entrance qualification","(2c_gen) general maturity certificate","42","0.295050068433235","0.219232877927381","0.37086725893909"
"Yes","1991","college entrance qualification","(2c_voc) vocational maturity certificate","88","0.300255708837005","0.248473548876228","0.352037868797782"
"Yes","1991","college entrance qualification","(3a) lower tertiary education","66","0.275391819133065","0.218399120250913","0.332384518015218"
"Yes","1991","college entrance qualification","(3b) higher tertiary education","293","0.519707456715436","0.47876419167576","0.560650721755111"
"Yes","1991","Other degree","(0) in school","","","",""
"Yes","1991","Other degree","(1a) inadequately completed","","","",""
"Yes","1991","Other degree","(1b) general elementary school","36","0.0892771089526214","0.0605698536617075","0.117984364243535"
"Yes","1991","Other degree","(1c) basic vocational qualification","","","",""
"Yes","1991","Other degree","(2b) intermediate general qualification","","","",""
"Yes","1991","Other degree","(2a) intermediate vocational","","","",""
"Yes","1991","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","1991","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","Other degree","(3a) lower tertiary education","","","",""
"Yes","1991","Other degree","(3b) higher tertiary education","","","",""
"Yes","1991","no degree/no degree yet","(0) in school","","","",""
"Yes","1991","no degree/no degree yet","(1a) inadequately completed","46","0.138323276257267","0.103702546034115","0.17294400648042"
"Yes","1991","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","1991","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","1991","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","1991","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","1991","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","1991","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","1991","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","1991","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No","1991","lower secondary degree","(0) in school","","","",""
"No","1991","lower secondary degree","(1a) inadequately completed","","","",""
"No","1991","lower secondary degree","(1b) general elementary school","642","0.791430243954893","0.762990738008935","0.81986974990085"
"No","1991","lower secondary degree","(1c) basic vocational qualification","2038","0.787638181403018","0.771779968757554","0.803496394048482"
"No","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"No","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No","1991","lower secondary degree","(3a) lower tertiary education","32","0.624537321217073","0.490314712903444","0.758759929530701"
"No","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"No","1991","secondary school degree","(0) in school","","","",""
"No","1991","secondary school degree","(1a) inadequately completed","","","",""
"No","1991","secondary school degree","(1b) general elementary school","","","",""
"No","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"No","1991","secondary school degree","(2b) intermediate general qualification","222","0.698919702242419","0.648181149301122","0.749658255183717"
"No","1991","secondary school degree","(2a) intermediate vocational","1416","0.715215630212631","0.69533674302269","0.735094517402572"
"No","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No","1991","secondary school degree","(3a) lower tertiary education","198","0.548971019999847","0.499266640166819","0.598675399832876"
"No","1991","secondary school degree","(3b) higher tertiary education","","","",""
"No","1991","college entrance qualification","(0) in school","","","",""
"No","1991","college entrance qualification","(1a) inadequately completed","","","",""
"No","1991","college entrance qualification","(1b) general elementary school","","","",""
"No","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"No","1991","college entrance qualification","(2c_gen) general maturity certificate","97","0.704949931566765","0.62913274106091","0.780767122072619"
"No","1991","college entrance qualification","(2c_voc) vocational maturity certificate","213","0.699744291162995","0.647962131202218","0.751526451123772"
"No","1991","college entrance qualification","(3a) lower tertiary education","170","0.724608180866935","0.667615481984782","0.781600879749087"
"No","1991","college entrance qualification","(3b) higher tertiary education","279","0.480292543284564","0.439349278244889","0.52123580832424"
"No","1991","Other degree","(0) in school","","","",""
"No","1991","Other degree","(1a) inadequately completed","","","",""
"No","1991","Other degree","(1b) general elementary school","343","0.910722891047379","0.882015635756465","0.939430146338293"
"No","1991","Other degree","(1c) basic vocational qualification","232","0.859572189682627","0.816929387000125","0.902214992365129"
"No","1991","Other degree","(2b) intermediate general qualification","","","",""
"No","1991","Other degree","(2a) intermediate vocational","","","",""
"No","1991","Other degree","(2c_gen) general maturity certificate","","","",""
"No","1991","Other degree","(2c_voc) vocational maturity certificate","47","0.929377652166439","0.859744892463528","0.99901041186935"
"No","1991","Other degree","(3a) lower tertiary education","","","",""
"No","1991","Other degree","(3b) higher tertiary education","","","",""
"No","1991","no degree/no degree yet","(0) in school","","","",""
"No","1991","no degree/no degree yet","(1a) inadequately completed","336","0.861676723742733","0.82705599351958","0.896297453965885"
"No","1991","no degree/no degree yet","(1b) general elementary school","","","",""
"No","1991","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","1991","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","1991","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","1991","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","1991","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","1991","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No","1991","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","1992","lower secondary degree","(0) in school","","","",""
"Yes","1992","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","1992","lower secondary degree","(1b) general elementary school","125","0.195239243770846","0.165875189068106","0.224603298473587"
"Yes","1992","lower secondary degree","(1c) basic vocational qualification","495","0.216742261546973","0.199961836357902","0.233522686736043"
"Yes","1992","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","1992","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","1992","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","1992","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","1992","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","1992","secondary school degree","(0) in school","","","",""
"Yes","1992","secondary school degree","(1a) inadequately completed","","","",""
"Yes","1992","secondary school degree","(1b) general elementary school","","","",""
"Yes","1992","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","1992","secondary school degree","(2b) intermediate general qualification","87","0.266443130353197","0.217308572255877","0.315577688450518"
"Yes","1992","secondary school degree","(2a) intermediate vocational","577","0.316196098078385","0.29490346369615","0.33748873246062"
"Yes","1992","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","1992","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","secondary school degree","(3a) lower tertiary education","179","0.454274950929689","0.402913080675787","0.505636821183592"
"Yes","1992","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","1992","college entrance qualification","(0) in school","","","",""
"Yes","1992","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","1992","college entrance qualification","(1b) general elementary school","","","",""
"Yes","1992","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","1992","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","1992","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","1992","college entrance qualification","(2c_gen) general maturity certificate","44","0.34774563698088","0.267108512368241","0.42838276159352"
"Yes","1992","college entrance qualification","(2c_voc) vocational maturity certificate","98","0.367311564179389","0.312018721984524","0.422604406374254"
"Yes","1992","college entrance qualification","(3a) lower tertiary education","65","0.312655731554594","0.251675094250426","0.373636368858762"
"Yes","1992","college entrance qualification","(3b) higher tertiary education","287","0.52082801315973","0.479039704234791","0.562616322084669"
"Yes","1992","Other degree","(0) in school","","","",""
"Yes","1992","Other degree","(1a) inadequately completed","","","",""
"Yes","1992","Other degree","(1b) general elementary school","36","0.0800346707723972","0.0519265772882254","0.108142764256569"
"Yes","1992","Other degree","(1c) basic vocational qualification","","","",""
"Yes","1992","Other degree","(2b) intermediate general qualification","","","",""
"Yes","1992","Other degree","(2a) intermediate vocational","","","",""
"Yes","1992","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","1992","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","Other degree","(3a) lower tertiary education","","","",""
"Yes","1992","Other degree","(3b) higher tertiary education","","","",""
"Yes","1992","no degree/no degree yet","(0) in school","","","",""
"Yes","1992","no degree/no degree yet","(1a) inadequately completed","46","0.172384834329016","0.131937543703482","0.212832124954551"
"Yes","1992","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","1992","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","1992","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","1992","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","1992","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","1992","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","1992","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","1992","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No","1992","lower secondary degree","(0) in school","","","",""
"No","1992","lower secondary degree","(1a) inadequately completed","","","",""
"No","1992","lower secondary degree","(1b) general elementary school","575","0.804760756229154","0.775396701526413","0.834124810931894"
"No","1992","lower secondary degree","(1c) basic vocational qualification","1821","0.783257738453027","0.766477313263957","0.800038163642098"
"No","1992","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","1992","lower secondary degree","(2a) intermediate vocational","","","",""
"No","1992","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No","1992","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No","1992","lower secondary degree","(3a) lower tertiary education","","","",""
"No","1992","lower secondary degree","(3b) higher tertiary education","","","",""
"No","1992","secondary school degree","(0) in school","","","",""
"No","1992","secondary school degree","(1a) inadequately completed","","","",""
"No","1992","secondary school degree","(1b) general elementary school","","","",""
"No","1992","secondary school degree","(1c) basic vocational qualification","","","",""
"No","1992","secondary school degree","(2b) intermediate general qualification","224","0.733556869646803","0.684422311549482","0.782691427744123"
"No","1992","secondary school degree","(2a) intermediate vocational","1255","0.683803901921615","0.66251126753938","0.70509653630385"
"No","1992","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No","1992","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No","1992","secondary school degree","(3a) lower tertiary education","182","0.54572504907031","0.494363178816408","0.597086919324213"
"No","1992","secondary school degree","(3b) higher tertiary education","","","",""
"No","1992","college entrance qualification","(0) in school","","","",""
"No","1992","college entrance qualification","(1a) inadequately completed","","","",""
"No","1992","college entrance qualification","(1b) general elementary school","","","",""
"No","1992","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","1992","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","1992","college entrance qualification","(2a) intermediate vocational","","","",""
"No","1992","college entrance qualification","(2c_gen) general maturity certificate","90","0.65225436301912","0.57161723840648","0.732891487631759"
"No","1992","college entrance qualification","(2c_voc) vocational maturity certificate","194","0.632688435820611","0.577395593625746","0.687981278015476"
"No","1992","college entrance qualification","(3a) lower tertiary education","157","0.687344268445406","0.626363631141238","0.748324905749574"
"No","1992","college entrance qualification","(3b) higher tertiary education","262","0.47917198684027","0.437383677915331","0.520960295765209"
"No","1992","Other degree","(0) in school","","","",""
"No","1992","Other degree","(1a) inadequately completed","","","",""
"No","1992","Other degree","(1b) general elementary school","322","0.919965329227603","0.891857235743431","0.948073422711775"
"No","1992","Other degree","(1c) basic vocational qualification","209","0.867703364056516","0.823820962122589","0.911585765990443"
"No","1992","Other degree","(2b) intermediate general qualification","","","",""
"No","1992","Other degree","(2a) intermediate vocational","","","",""
"No","1992","Other degree","(2c_gen) general maturity certificate","","","",""
"No","1992","Other degree","(2c_voc) vocational maturity certificate","41","0.929520618181308","0.854737702964142","1.00430353339847"
"No","1992","Other degree","(3a) lower tertiary education","","","",""
"No","1992","Other degree","(3b) higher tertiary education","","","",""
"No","1992","no degree/no degree yet","(0) in school","","","",""
"No","1992","no degree/no degree yet","(1a) inadequately completed","289","0.827615165670984","0.787167875045449","0.868062456296518"
"No","1992","no degree/no degree yet","(1b) general elementary school","","","",""
"No","1992","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","1992","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","1992","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","1992","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","1992","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","1992","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No","1992","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","1993","lower secondary degree","(0) in school","","","",""
"Yes","1993","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","1993","lower secondary degree","(1b) general elementary school","110","0.186216872376313","0.15700093947755","0.215432805275075"
"Yes","1993","lower secondary degree","(1c) basic vocational qualification","447","0.205848071564078","0.188918260904892","0.222777882223263"
"Yes","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","1993","secondary school degree","(0) in school","","","",""
"Yes","1993","secondary school degree","(1a) inadequately completed","","","",""
"Yes","1993","secondary school degree","(1b) general elementary school","","","",""
"Yes","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","1993","secondary school degree","(2b) intermediate general qualification","96","0.310470215634132","0.25802583223426","0.362914599034004"
"Yes","1993","secondary school degree","(2a) intermediate vocational","544","0.289009689123648","0.268370224679843","0.309649153567453"
"Yes","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","secondary school degree","(3a) lower tertiary education","176","0.457331444033788","0.40587026871496","0.508792619352616"
"Yes","1993","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","1993","college entrance qualification","(0) in school","","","",""
"Yes","1993","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","1993","college entrance qualification","(1b) general elementary school","","","",""
"Yes","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","1993","college entrance qualification","(2c_gen) general maturity certificate","51","0.336462285362673","0.26109886182773","0.411825708897616"
"Yes","1993","college entrance qualification","(2c_voc) vocational maturity certificate","98","0.335730258674182","0.282380517011995","0.389080000336369"
"Yes","1993","college entrance qualification","(3a) lower tertiary education","70","0.312210149021254","0.251795082045414","0.372625215997095"
"Yes","1993","college entrance qualification","(3b) higher tertiary education","280","0.508074005531502","0.466024436384407","0.550123574678598"
"Yes","1993","Other degree","(0) in school","","","",""
"Yes","1993","Other degree","(1a) inadequately completed","","","",""
"Yes","1993","Other degree","(1b) general elementary school","32","0.0744976945489981","0.0465871184071051","0.102408270690891"
"Yes","1993","Other degree","(1c) basic vocational qualification","","","",""
"Yes","1993","Other degree","(2b) intermediate general qualification","","","",""
"Yes","1993","Other degree","(2a) intermediate vocational","","","",""
"Yes","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"Yes","1993","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","Other degree","(3a) lower tertiary education","","","",""
"Yes","1993","Other degree","(3b) higher tertiary education","","","",""
"Yes","1993","no degree/no degree yet","(0) in school","","","",""
