"pgoeffd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1999","Not Employed","middle vocational","9","","",""
"Yes","1999","Not Employed","vocational + Abi","","","",""
"Yes","1999","Not Employed","higher vocational","","","",""
"Yes","1999","Not Employed","higher education","10","","",""
"Yes","1999","Employed","in school","2","","",""
"Yes","1999","Employed","inadequately","24","","",""
"Yes","1999","Employed","general elemantary","132","0.161325927258606","0.137799066157699","0.184852788359513"
"Yes","1999","Employed","middle vocational","821","0.222256236214259","0.209085581237271","0.235426891191247"
"Yes","1999","Employed","vocational + Abi","64","0.231113892319039","0.185424198507703","0.276803586130375"
"Yes","1999","Employed","higher vocational","197","0.376672706721519","0.336360019621117","0.416985393821921"
"Yes","1999","Employed","higher education","592","0.409599007649761","0.383976427614676","0.435221587684846"
"No","1999","Not Employed","in school","2","","",""
"No","1999","Not Employed","inadequately","3","","",""
"No","1999","Not Employed","general elemantary","15","","",""
"No","1999","Not Employed","middle vocational","40","0.729870105843765","0.605544906783459","0.854195304904071"
"No","1999","Not Employed","vocational + Abi","6","","",""
"No","1999","Not Employed","higher vocational","3","","",""
"No","1999","Not Employed","higher education","7","","",""
"No","1999","Employed","in school","18","","",""
"No","1999","Employed","inadequately","135","0.828812213130898","0.770263953694976","0.887360472566821"
"No","1999","Employed","general elemantary","807","0.838674072741394","0.815147211640487","0.862200933842301"
"No","1999","Employed","middle vocational","3007","0.777743763785741","0.764573108808753","0.790914418762729"
"No","1999","Employed","vocational + Abi","263","0.768886107680961","0.723196413869625","0.814575801492297"
"No","1999","Employed","higher vocational","358","0.623327293278481","0.583014606178079","0.663639980378883"
"No","1999","Employed","higher education","823","0.590400992350239","0.564778412315154","0.616023572385324"
"Yes","2000","Not Employed","in school","2","","",""
"Yes","2000","Not Employed","inadequately","1","","",""
"Yes","2000","Not Employed","general elemantary","7","","",""
"Yes","2000","Not Employed","middle vocational","28","","",""
"Yes","2000","Not Employed","vocational + Abi","1","","",""
"Yes","2000","Not Employed","higher vocational","5","","",""
"Yes","2000","Not Employed","higher education","10","","",""
"Yes","2000","Employed","in school","3","","",""
"Yes","2000","Employed","inadequately","22","","",""
"Yes","2000","Employed","general elemantary","184","0.141843388438027","0.123422468825337","0.160264308050717"
"Yes","2000","Employed","middle vocational","1447","0.200918324403478","0.191668873789679","0.210167775017278"
"Yes","2000","Employed","vocational + Abi","141","0.206067868844873","0.177216166414981","0.234919571274764"
"Yes","2000","Employed","higher vocational","397","0.311735253678001","0.286138877015179","0.337331630340822"
"Yes","2000","Employed","higher education","1078","0.363088943245405","0.345148240269182","0.381029646221628"
"No","2000","Not Employed","in school","8","","",""
"No","2000","Not Employed","inadequately","7","","",""
"No","2000","Not Employed","general elemantary","55","0.910255614777532","0.839111730490262","0.981399499064801"
"No","2000","Not Employed","middle vocational","99","0.804959324018404","0.736047174783921","0.873871473252887"
"No","2000","Not Employed","vocational + Abi","10","","",""
"No","2000","Not Employed","higher vocational","4","","",""
"No","2000","Not Employed","higher education","26","","",""
"No","2000","Employed","in school","34","0.930016419652833","0.847812861610201","1.01221997769547"
"No","2000","Employed","inadequately","113","0.871833165636569","0.81544529059452","0.928221040678618"
"No","2000","Employed","general elemantary","1194","0.858156611561973","0.839735691949283","0.876577531174663"
"No","2000","Employed","middle vocational","5762","0.799081675596522","0.789832224982722","0.808331126210321"
"No","2000","Employed","vocational + Abi","614","0.793932131155127","0.765080428725236","0.822783833585019"
"No","2000","Employed","higher vocational","861","0.688264746321999","0.662668369659178","0.713861122984821"
"No","2000","Employed","higher education","1682","0.636911056754595","0.618970353778372","0.654851759730818"
"Yes","2001","Not Employed","in school","","","",""
"Yes","2001","Not Employed","inadequately","1","","",""
"Yes","2001","Not Employed","general elemantary","3","","",""
"Yes","2001","Not Employed","middle vocational","21","","",""
"Yes","2001","Not Employed","vocational + Abi","","","",""
"Yes","2001","Not Employed","higher vocational","2","","",""
"Yes","2001","Not Employed","higher education","6","","",""
"Yes","2001","Employed","in school","2","","",""
"Yes","2001","Employed","inadequately","16","","",""
"Yes","2001","Employed","general elemantary","166","0.168002060877868","0.146261169049228","0.189742952706508"
"Yes","2001","Employed","middle vocational","1253","0.199911846647907","0.189944801523262","0.209878891772552"
"Yes","2001","Employed","vocational + Abi","129","0.200956330822212","0.170338723561983","0.23157393808244"
"Yes","2001","Employed","higher vocational","334","0.31299940114246","0.285136419541544","0.340862382743375"
"Yes","2001","Employed","higher education","951","0.360854509510449","0.341892093408563","0.379816925612335"
"No","2001","Not Employed","in school","9","","",""
"No","2001","Not Employed","inadequately","2","","",""
"No","2001","Not Employed","general elemantary","28","","",""
"No","2001","Not Employed","middle vocational","75","0.813544223457338","0.735634622724043","0.891453824190634"
"No","2001","Not Employed","vocational + Abi","8","","",""
"No","2001","Not Employed","higher vocational","8","","",""
"No","2001","Not Employed","higher education","22","","",""
"No","2001","Employed","in school","42","0.978463405344261","0.935570786457446","1.02135602423108"
"No","2001","Employed","inadequately","80","0.878597351195306","0.813266021048358","0.943928681342253"
"No","2001","Employed","general elemantary","970","0.831997939122132","0.810257047293492","0.853738830950772"
"No","2001","Employed","middle vocational","4932","0.800088153352093","0.790121108227448","0.810055198476738"
"No","2001","Employed","vocational + Abi","529","0.799043669177788","0.76842606191756","0.829661276438017"
"No","2001","Employed","higher vocational","730","0.68700059885754","0.659137617256625","0.714863580458456"
"No","2001","Employed","higher education","1513","0.639145490489551","0.620183074387665","0.658107906591437"
"Yes","2002","Not Employed","in school","1","","",""
"Yes","2002","Not Employed","inadequately","","","",""
"Yes","2002","Not Employed","general elemantary","3","","",""
"Yes","2002","Not Employed","middle vocational","16","","",""
"Yes","2002","Not Employed","vocational + Abi","2","","",""
"Yes","2002","Not Employed","higher vocational","1","","",""
"Yes","2002","Not Employed","higher education","15","","",""
"Yes","2002","Employed","in school","6","","",""
"Yes","2002","Employed","inadequately","16","","",""
"Yes","2002","Employed","general elemantary","165","0.149493082883861","0.128848540702775","0.170137625064947"
"Yes","2002","Employed","middle vocational","1371","0.21050837160313","0.200539321576817","0.220477421629443"
"Yes","2002","Employed","vocational + Abi","144","0.190038054000324","0.162380680230655","0.217695427769994"
"Yes","2002","Employed","higher vocational","330","0.282308987678167","0.256766748029462","0.307851227326873"
"Yes","2002","Employed","higher education","1335","0.355101130572433","0.338953924523702","0.371248336621164"
"No","2002","Not Employed","in school","7","","",""
"No","2002","Not Employed","inadequately","3","","",""
"No","2002","Not Employed","general elemantary","37","0.94524963945501","0.874750332563829","1.01574894634619"
"No","2002","Not Employed","middle vocational","81","0.86037047512053","0.791395174295228","0.929345775945831"
"No","2002","Not Employed","vocational + Abi","8","","",""
"No","2002","Not Employed","higher vocational","8","","",""
"No","2002","Not Employed","higher education","21","","",""
"No","2002","Employed","in school","56","0.889692972519992","0.811714644834369","0.967671300205615"
"No","2002","Employed","inadequately","78","0.874373695207613","0.807373973493082","0.941373416922144"
"No","2002","Employed","general elemantary","981","0.850506917116139","0.829862374935053","0.871151459297225"
"No","2002","Employed","middle vocational","5053","0.78949162839687","0.779522578370557","0.799460678423183"
"No","2002","Employed","vocational + Abi","629","0.809961945999676","0.782304572230006","0.837619319769345"
"No","2002","Employed","higher vocational","863","0.717691012321833","0.692148772673127","0.743233251970538"
"No","2002","Employed","higher education","2039","0.644898869427567","0.628751663378836","0.661046075476298"
"Yes","2003","Not Employed","in school","","","",""
"Yes","2003","Not Employed","inadequately","","","",""
"Yes","2003","Not Employed","general elemantary","2","","",""
"Yes","2003","Not Employed","middle vocational","12","","",""
"Yes","2003","Not Employed","vocational + Abi","4","","",""
"Yes","2003","Not Employed","higher vocational","3","","",""
"Yes","2003","Not Employed","higher education","4","","",""
"Yes","2003","Employed","in school","3","","",""
"Yes","2003","Employed","inadequately","12","","",""
"Yes","2003","Employed","general elemantary","151","0.175773903301297","0.151796022805597","0.199751783796997"
"Yes","2003","Employed","middle vocational","1265","0.224121351168932","0.213308144703203","0.234934557634661"
"Yes","2003","Employed","vocational + Abi","141","0.212768924452692","0.182916149569","0.242621699336384"
"Yes","2003","Employed","higher vocational","308","0.29422232032002","0.266698692709015","0.321745947931025"
"Yes","2003","Employed","higher education","1193","0.34731688454454","0.33035010023788","0.3642836688512"
"No","2003","Not Employed","in school","7","","",""
"No","2003","Not Employed","inadequately","","","",""
"No","2003","Not Employed","general elemantary","22","","",""
"No","2003","Not Employed","middle vocational","53","0.845586411274848","0.757742195804054","0.933430626745642"
"No","2003","Not Employed","vocational + Abi","6","","",""
"No","2003","Not Employed","higher vocational","7","","",""
"No","2003","Not Employed","higher education","19","","",""
"No","2003","Employed","in school","28","","",""
"No","2003","Employed","inadequately","68","0.909613119766131","0.846780646700969","0.972445592831293"
"No","2003","Employed","general elemantary","817","0.824226096698703","0.800248216203003","0.848203977194403"
"No","2003","Employed","middle vocational","4448","0.775878648831068","0.765065442365339","0.786691855296797"
"No","2003","Employed","vocational + Abi","581","0.787231075547308","0.757378300663616","0.817083850431"
"No","2003","Employed","higher vocational","745","0.70577767967998","0.678254052068975","0.733301307290985"
"No","2003","Employed","higher education","1832","0.65268311545546","0.6357163311488","0.66964989976212"
"Yes","2004","Not Employed","in school","","","",""
"Yes","2004","Not Employed","inadequately","1","","",""
"Yes","2004","Not Employed","general elemantary","3","","",""
"Yes","2004","Not Employed","middle vocational","13","","",""
"Yes","2004","Not Employed","vocational + Abi","4","","",""
"Yes","2004","Not Employed","higher vocational","3","","",""
"Yes","2004","Not Employed","higher education","9","","",""
"Yes","2004","Employed","in school","3","","",""
"Yes","2004","Employed","inadequately","14","","",""
"Yes","2004","Employed","general elemantary","148","0.162914161130437","0.139758071341773","0.186070250919101"
"Yes","2004","Employed","middle vocational","1209","0.207706447617762","0.197294196822896","0.218118698412628"
"Yes","2004","Employed","vocational + Abi","153","0.20938909354981","0.180835602206605","0.237942584893014"
"Yes","2004","Employed","higher vocational","310","0.297602120651789","0.270384944972543","0.324819296331035"
"Yes","2004","Employed","higher education","1223","0.356933601550698","0.340049429974491","0.373817773126906"
"No","2004","Not Employed","in school","8","","",""
"No","2004","Not Employed","inadequately","3","","",""
"No","2004","Not Employed","general elemantary","26","","",""
"No","2004","Not Employed","middle vocational","63","0.807330406946139","0.718661053878379","0.895999760013899"
"No","2004","Not Employed","vocational + Abi","6","","",""
"No","2004","Not Employed","higher vocational","9","","",""
"No","2004","Not Employed","higher education","17","","",""
"No","2004","Employed","in school","36","0.900225859800752","0.80616682310238","0.994284896499125"
"No","2004","Employed","inadequately","58","0.813113652226969","0.723071419019549","0.903155885434389"
"No","2004","Employed","general elemantary","829","0.837085838869563","0.813929749080899","0.860241928658227"
"No","2004","Employed","middle vocational","4622","0.792293552382238","0.781881301587372","0.802705803177105"
"No","2004","Employed","vocational + Abi","627","0.79061090645019","0.762057415106986","0.819164397793395"
"No","2004","Employed","higher vocational","774","0.702397879348211","0.675180703668965","0.729615055027456"
"No","2004","Employed","higher education","1870","0.643066398449302","0.626182226873094","0.659950570025509"
"Yes","2005","Not Employed","in school","","","",""
"Yes","2005","Not Employed","inadequately","","","",""
"Yes","2005","Not Employed","general elemantary","4","","",""
"Yes","2005","Not Employed","middle vocational","9","","",""
"Yes","2005","Not Employed","vocational + Abi","1","","",""
"Yes","2005","Not Employed","higher vocational","","","",""
"Yes","2005","Not Employed","higher education","9","","",""
"Yes","2005","Employed","in school","","","",""
"Yes","2005","Employed","inadequately","13","","",""
"Yes","2005","Employed","general elemantary","130","0.179453006352137","0.152944988807807","0.205961023896468"
"Yes","2005","Employed","middle vocational","1084","0.20880228449231","0.197747530943397","0.219857038041223"
"Yes","2005","Employed","vocational + Abi","149","0.218288062721559","0.188363286200431","0.248212839242688"
"Yes","2005","Employed","higher vocational","280","0.295526105701987","0.26687119957349","0.324181011830483"
"Yes","2005","Employed","higher education","1129","0.355900245354908","0.338269709416248","0.373530781293568"
"No","2005","Not Employed","in school","5","","",""
"No","2005","Not Employed","inadequately","3","","",""
"No","2005","Not Employed","general elemantary","24","","",""
"No","2005","Not Employed","middle vocational","48","0.841341541321171","0.746493482920417","0.936189599721925"
"No","2005","Not Employed","vocational + Abi","6","","",""
"No","2005","Not Employed","higher vocational","10","","",""
"No","2005","Not Employed","higher education","18","","",""
"No","2005","Employed","in school","22","","",""
"No","2005","Employed","inadequately","48","0.830049455444592","0.735796182882474","0.924302728006709"
"No","2005","Employed","general elemantary","675","0.820546993647863","0.794038976103532","0.847055011192194"
"No","2005","Employed","middle vocational","4109","0.79119771550769","0.780142961958777","0.802252469056604"
"No","2005","Employed","vocational + Abi","583","0.781711937278441","0.751787160757312","0.811636713799569"
"No","2005","Employed","higher vocational","694","0.704473894298013","0.675818988169517","0.73312880042651"
"No","2005","Employed","higher education","1704","0.644099754645092","0.626469218706432","0.661730290583752"
"Yes","2006","Not Employed","in school","","","",""
"Yes","2006","Not Employed","inadequately","","","",""
"Yes","2006","Not Employed","general elemantary","3","","",""
"Yes","2006","Not Employed","middle vocational","23","","",""
"Yes","2006","Not Employed","vocational + Abi","1","","",""
"Yes","2006","Not Employed","higher vocational","3","","",""
"Yes","2006","Not Employed","higher education","16","","",""
"Yes","2006","Employed","in school","1","","",""
"Yes","2006","Employed","inadequately","10","","",""
"Yes","2006","Employed","general elemantary","133","0.179639245603887","0.152346681184344","0.206931810023431"
"Yes","2006","Employed","middle vocational","1126","0.209765273135801","0.19881550831041","0.220715037961193"
"Yes","2006","Employed","vocational + Abi","161","0.219803917294676","0.190381702656985","0.249226131932366"
"Yes","2006","Employed","higher vocational","289","0.281040801300736","0.253011877133853","0.309069725467619"
"Yes","2006","Employed","higher education","1165","0.355294643533767","0.338073408771163","0.37251587829637"
"No","2006","Not Employed","in school","4","","",""
"No","2006","Not Employed","inadequately","3","","",""
"No","2006","Not Employed","general elemantary","27","","",""
"No","2006","Not Employed","middle vocational","80","0.794508957860576","0.716476493073676","0.872541422647476"
"No","2006","Not Employed","vocational + Abi","7","","",""
"No","2006","Not Employed","higher vocational","5","","",""
"No","2006","Not Employed","higher education","27","","",""
"No","2006","Employed","in school","21","","",""
"No","2006","Employed","inadequately","49","0.831992573419443","0.736593084107187","0.927392062731699"
"No","2006","Employed","general elemantary","627","0.820360754396113","0.793068189976569","0.847653318815656"
"No","2006","Employed","middle vocational","4185","0.790234726864199","0.779284962038807","0.80118449168959"
"No","2006","Employed","vocational + Abi","600","0.780196082705324","0.750773868067634","0.809618297343015"
"No","2006","Employed","higher vocational","699","0.718959198699264","0.690930274532381","0.746988122866147"
"No","2006","Employed","higher education","1802","0.644705356466233","0.62748412170363","0.661926591228837"
"Yes","2007","Not Employed","in school","","","",""
"Yes","2007","Not Employed","inadequately","","","",""
"Yes","2007","Not Employed","general elemantary","9","","",""
"Yes","2007","Not Employed","middle vocational","17","","",""
"Yes","2007","Not Employed","vocational + Abi","1","","",""
"Yes","2007","Not Employed","higher vocational","3","","",""
"Yes","2007","Not Employed","higher education","12","","",""
"Yes","2007","Employed","in school","","","",""
"Yes","2007","Employed","inadequately","14","","",""
"Yes","2007","Employed","general elemantary","127","0.158020927091677","0.131967878208986","0.184073975974369"
"Yes","2007","Employed","middle vocational","1108","0.196561249638739","0.186089184266354","0.207033315011124"
"Yes","2007","Employed","vocational + Abi","151","0.184663146861112","0.157758124715714","0.21156816900651"
"Yes","2007","Employed","higher vocational","264","0.278169506146454","0.250042846664531","0.306296165628376"
"Yes","2007","Employed","higher education","1160","0.35871526267323","0.341566758933687","0.375863766412774"
"No","2007","Not Employed","in school","2","","",""
"No","2007","Not Employed","inadequately","1","","",""
"No","2007","Not Employed","general elemantary","21","","",""
"No","2007","Not Employed","middle vocational","88","0.844916031836578","0.775678166575366","0.91415389709779"
"No","2007","Not Employed","vocational + Abi","12","","",""
"No","2007","Not Employed","higher vocational","12","","",""
"No","2007","Not Employed","higher education","18","","",""
"No","2007","Employed","in school","27","","",""
"No","2007","Employed","inadequately","45","0.798219355879072","0.695813930815755","0.900624780942389"
"No","2007","Employed","general elemantary","626","0.841979072908323","0.815926024025631","0.868032121791014"
"No","2007","Employed","middle vocational","4424","0.803438750361261","0.792966684988876","0.813910815733646"
"No","2007","Employed","vocational + Abi","648","0.815336853138888","0.78843183099349","0.842241875284286"
"No","2007","Employed","higher vocational","711","0.721830493853547","0.693703834371624","0.749957153335469"
"No","2007","Employed","higher education","1845","0.641284737326769","0.624136233587226","0.658433241066313"
"Yes","2008","Not Employed","in school","1","","",""
"Yes","2008","Not Employed","inadequately","","","",""
"Yes","2008","Not Employed","general elemantary","3","","",""
"Yes","2008","Not Employed","middle vocational","12","","",""
"Yes","2008","Not Employed","vocational + Abi","4","","",""
"Yes","2008","Not Employed","higher vocational","2","","",""
"Yes","2008","Not Employed","higher education","7","","",""
"Yes","2008","Employed","in school","","","",""
"Yes","2008","Employed","inadequately","12","","",""
"Yes","2008","Employed","general elemantary","114","0.175174844737282","0.146020162002612","0.204329527471951"
"Yes","2008","Employed","middle vocational","1027","0.193099294553768","0.182215662950122","0.203982926157414"
"Yes","2008","Employed","vocational + Abi","138","0.184164240079195","0.156198653601895","0.212129826556496"
"Yes","2008","Employed","higher vocational","238","0.275566799667786","0.245945439707879","0.305188159627692"
"Yes","2008","Employed","higher education","1052","0.350607852271853","0.33279015298001","0.368425551563696"
"No","2008","Not Employed","in school","5","","",""
"No","2008","Not Employed","inadequately","3","","",""
"No","2008","Not Employed","general elemantary","19","","",""
"No","2008","Not Employed","middle vocational","63","0.901609197094614","0.834202371045868","0.969016023143361"
"No","2008","Not Employed","vocational + Abi","5","","",""
"No","2008","Not Employed","higher vocational","8","","",""
"No","2008","Not Employed","higher education","29","","",""
"No","2008","Employed","in school","19","","",""
"No","2008","Employed","inadequately","42","0.810897115178639","0.70645319458817","0.915341035769109"
"No","2008","Employed","general elemantary","539","0.824825155262718","0.795670472528049","0.853979837997388"
"No","2008","Employed","middle vocational","4026","0.806900705446232","0.796017073842586","0.817784337049878"
"No","2008","Employed","vocational + Abi","600","0.815835759920805","0.787870173443504","0.843801346398105"
"No","2008","Employed","higher vocational","636","0.724433200332215","0.694811840372308","0.754054560292121"
"No","2008","Employed","higher education","1703","0.649392147728147","0.631574448436304","0.66720984701999"
"Yes","2009","Not Employed","in school","","","",""
"Yes","2009","Not Employed","inadequately","","","",""
"Yes","2009","Not Employed","general elemantary","5","","",""
"Yes","2009","Not Employed","middle vocational","9","","",""
"Yes","2009","Not Employed","vocational + Abi","2","","",""
"Yes","2009","Not Employed","higher vocational","2","","",""
"Yes","2009","Not Employed","higher education","9","","",""
"Yes","2009","Employed","in school","1","","",""
"Yes","2009","Employed","inadequately","9","","",""
"Yes","2009","Employed","general elemantary","104","0.151822448957963","0.124150279081022","0.179494618834903"
"Yes","2009","Employed","middle vocational","980","0.189232197393274","0.178308382282089","0.200156012504459"
"Yes","2009","Employed","vocational + Abi","133","0.192317912655529","0.163037744590942","0.221598080720116"
"Yes","2009","Employed","higher vocational","232","0.273534000732543","0.243370592228183","0.303697409236903"
"Yes","2009","Employed","higher education","1044","0.340442880109931","0.322677413873385","0.358208346346476"
"No","2009","Not Employed","in school","6","","",""
"No","2009","Not Employed","inadequately","3","","",""
"No","2009","Not Employed","general elemantary","10","","",""
"No","2009","Not Employed","middle vocational","54","0.895355886404216","0.819771330684526","0.970940442123906"
"No","2009","Not Employed","vocational + Abi","9","","",""
"No","2009","Not Employed","higher vocational","8","","",""
"No","2009","Not Employed","higher education","16","","",""
"No","2009","Employed","in school","30","0.976876014965435","0.92396838502728","1.02978364490359"
"No","2009","Employed","inadequately","43","0.888168675612448","0.802509107700762","0.973828243524135"
"No","2009","Employed","general elemantary","542","0.848177551042038","0.820505381165097","0.875849720918978"
"No","2009","Employed","middle vocational","3959","0.810767802606726","0.799843987495541","0.821691617717911"
"No","2009","Employed","vocational + Abi","563","0.807682087344471","0.778401919279884","0.836962255409058"
"No","2009","Employed","higher vocational","607","0.726465999267457","0.696302590763097","0.756629407771818"
"No","2009","Employed","higher education","1689","0.659557119890069","0.641791653653524","0.677322586126615"
"Yes","2010","Not Employed","in school","1","","",""
"Yes","2010","Not Employed","inadequately","1","","",""
"Yes","2010","Not Employed","general elemantary","7","","",""
"Yes","2010","Not Employed","middle vocational","30","0.15652901590475","0.100402555555709","0.212655476253791"
"Yes","2010","Not Employed","vocational + Abi","7","","",""
"Yes","2010","Not Employed","higher vocational","4","","",""
"Yes","2010","Not Employed","higher education","18","","",""
"Yes","2010","Employed","in school","3","","",""
"Yes","2010","Employed","inadequately","12","","",""
"Yes","2010","Employed","general elemantary","111","0.134618368030258","0.11195131761148","0.157285418449035"
"Yes","2010","Employed","middle vocational","1197","0.198157152534611","0.188366850956386","0.207947454112836"
"Yes","2010","Employed","vocational + Abi","217","0.206904643289207","0.182834345375058","0.230974941203356"
"Yes","2010","Employed","higher vocational","253","0.274678552665699","0.247459339599342","0.301897765732056"
"Yes","2010","Employed","higher education","1320","0.350514819738251","0.334845903868234","0.366183735608269"
"No","2010","Not Employed","in school","7","","",""
"No","2010","Not Employed","inadequately","5","","",""
"No","2010","Not Employed","general elemantary","33","0.930419751472574","0.851569960965829","1.00926954197932"
"No","2010","Not Employed","middle vocational","131","0.84347098409525","0.787344523746209","0.899597444444291"
"No","2010","Not Employed","vocational + Abi","26","","",""
"No","2010","Not Employed","higher vocational","6","","",""
"No","2010","Not Employed","higher education","36","0.397776431385692","0.267234627782395","0.528318234988988"
"No","2010","Employed","in school","26","","",""
"No","2010","Employed","inadequately","86","0.916119052590605","0.861235441991645","0.971002663189566"
"No","2010","Employed","general elemantary","760","0.865381631969742","0.842714581550965","0.88804868238852"
"No","2010","Employed","middle vocational","5171","0.801842847465389","0.792052545887164","0.811633149043614"
"No","2010","Employed","vocational + Abi","871","0.793095356710793","0.769025058796644","0.817165654624942"
"No","2010","Employed","higher vocational","780","0.725321447334301","0.698102234267944","0.752540660400658"
"No","2010","Employed","higher education","2242","0.649485180261749","0.633816264391731","0.665154096131766"
"Yes","2011","Not Employed","in school","","","",""
"Yes","2011","Not Employed","inadequately","1","","",""
"Yes","2011","Not Employed","general elemantary","3","","",""
"Yes","2011","Not Employed","middle vocational","22","","",""
"Yes","2011","Not Employed","vocational + Abi","9","","",""
"Yes","2011","Not Employed","higher vocational","2","","",""
"Yes","2011","Not Employed","higher education","23","","",""
"Yes","2011","Employed","in school","5","","",""
"Yes","2011","Employed","inadequately","13","","",""
"Yes","2011","Employed","general elemantary","141","0.15395107218949","0.132476608788652","0.175425535590327"
"Yes","2011","Employed","middle vocational","1532","0.202292052893102","0.193256541012421","0.211327564773784"
"Yes","2011","Employed","vocational + Abi","286","0.221144450979179","0.198923523896674","0.243365378061684"
"Yes","2011","Employed","higher vocational","300","0.244787534710297","0.220541325512299","0.269033743908295"
"Yes","2011","Employed","higher education","1571","0.360020018339996","0.345416060775662","0.374623975904329"
"No","2011","Not Employed","in school","8","","",""
"No","2011","Not Employed","inadequately","8","","",""
"No","2011","Not Employed","general elemantary","50","0.920991753717215","0.848368744895877","0.993614762538552"
"No","2011","Not Employed","middle vocational","135","0.760320058443153","0.693545298732933","0.827094818153372"
"No","2011","Not Employed","vocational + Abi","26","","",""
"No","2011","Not Employed","higher vocational","5","","",""
"No","2011","Not Employed","higher education","61","0.709395620442369","0.612299075358295","0.806492165526442"
"No","2011","Employed","in school","36","0.941031634521696","0.868926229732992","1.0131370393104"
"No","2011","Employed","inadequately","118","0.873088831197819","0.816086635946096","0.930091026449542"
"No","2011","Employed","general elemantary","944","0.84604892781051","0.824574464409673","0.867523391211348"
"No","2011","Employed","middle vocational","6061","0.797707947106898","0.788672435226216","0.806743458987579"
"No","2011","Employed","vocational + Abi","1054","0.778855549020821","0.756634621938316","0.801076476103326"
"No","2011","Employed","higher vocational","908","0.755212465289703","0.730966256091705","0.779458674487701"
"No","2011","Employed","higher education","2579","0.639979981660004","0.625376024095671","0.654583939224338"
"Yes","2012","Not Employed","in school","","","",""
"Yes","2012","Not Employed","inadequately","1","","",""
"Yes","2012","Not Employed","general elemantary","10","","",""
"Yes","2012","Not Employed","middle vocational","30","0.137827498595738","0.0920676198574295","0.183587377334047"
"Yes","2012","Not Employed","vocational + Abi","4","","",""
"Yes","2012","Not Employed","higher vocational","5","","",""
"Yes","2012","Not Employed","higher education","26","","",""
"Yes","2012","Employed","in school","1","","",""
"Yes","2012","Employed","inadequately","15","","",""
"Yes","2012","Employed","general elemantary","145","0.153867777810545","0.132318476323163","0.175417079297926"
"Yes","2012","Employed","middle vocational","1482","0.204241144955135","0.195030892338449","0.213451397571822"
"Yes","2012","Employed","vocational + Abi","297","0.221631003898724","0.199661469973256","0.243600537824191"
"Yes","2012","Employed","higher vocational","282","0.253071836148998","0.227822640085185","0.278321032212812"
"Yes","2012","Employed","higher education","1535","0.365430743551037","0.350572469098664","0.38028901800341"
"No","2012","Not Employed","in school","9","","",""
"No","2012","Not Employed","inadequately","10","","",""
"No","2012","Not Employed","general elemantary","42","0.592198520336569","0.458629888705197","0.725767151967941"
"No","2012","Not Employed","middle vocational","188","0.862172501404262","0.816412622665953","0.907932380142571"
"No","2012","Not Employed","vocational + Abi","33","0.858889671913739","0.746714867752481","0.971064476074997"
"No","2012","Not Employed","higher vocational","13","","",""
"No","2012","Not Employed","higher education","46","0.65812873243338","0.548564558247342","0.767692906619418"
"No","2012","Employed","in school","48","0.981948837126988","0.944671311839517","1.01922636241446"
"No","2012","Employed","inadequately","120","0.906633673405339","0.857555062125129","0.955712284685549"
"No","2012","Employed","general elemantary","932","0.846132222189455","0.824582920702074","0.867681523676837"
"No","2012","Employed","middle vocational","5878","0.795758855044865","0.786548602428178","0.804969107661551"
"No","2012","Employed","vocational + Abi","1076","0.778368996101276","0.756399462175809","0.800338530026743"
"No","2012","Employed","higher vocational","857","0.746928163851002","0.721678967787188","0.772177359914815"
"No","2012","Employed","higher education","2500","0.634569256448963","0.61971098199659","0.649427530901336"
"Yes","2013","Not Employed","in school","4","","",""
"Yes","2013","Not Employed","inadequately","10","","",""
"Yes","2013","Not Employed","general elemantary","69","0.118828320420996","0.0945961089739797","0.143060531868012"
"Yes","2013","Not Employed","middle vocational","160","0.129464957890212","0.110891384158304","0.148038531622119"
"Yes","2013","Not Employed","vocational + Abi","68","0.12937400061821","0.0980506568776914","0.160697344358729"
"Yes","2013","Not Employed","higher vocational","7","","",""
"Yes","2013","Not Employed","higher education","173","0.241084583250366","0.210097980983092","0.27207118551764"
"Yes","2013","Employed","in school","3","","",""
"Yes","2013","Employed","inadequately","11","","",""
"Yes","2013","Employed","general elemantary","152","0.175002630993097","0.151865112224377","0.198140149761817"
"Yes","2013","Employed","middle vocational","1373","0.208104821606795","0.198424758442127","0.217784884771464"
"Yes","2013","Employed","vocational + Abi","282","0.246670502028057","0.222686961481283","0.270654042574831"
"Yes","2013","Employed","higher vocational","279","0.28407005842068","0.256091146983393","0.312048969857966"
"Yes","2013","Employed","higher education","1464","0.406704693919396","0.390577667704094","0.422831720134698"
"No","2013","Not Employed","in school","29","","",""
"No","2013","Not Employed","inadequately","115","0.914247162703634","0.865162123258911","0.963332202148358"
"No","2013","Not Employed","general elemantary","616","0.881171679579004","0.856939468131988","0.90540389102602"
"No","2013","Not Employed","middle vocational","1095","0.870535042109788","0.851961468377881","0.889108615841696"
"No","2013","Not Employed","vocational + Abi","373","0.87062599938179","0.839302655641271","0.901949343122309"
"No","2013","Not Employed","higher vocational","42","0.808758112492731","0.698641995958543","0.918874229026918"
"No","2013","Not Employed","higher education","559","0.758915416749634","0.727928814482359","0.789902019016908"
"No","2013","Employed","in school","57","0.895473024736531","0.818060200631788","0.972885848841275"
"No","2013","Employed","inadequately","109","0.895366356916859","0.840602563028438","0.95013015080528"
