"pgoeffd","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2002","Full Time","Couple + C. GT 16 ","439","0.228963590141926","0.209158754122738","0.248768426161114"
"Yes","2002","Full Time","Couple + C. LE and GT 16","190","0.203600223060205","0.176022346094401","0.231178100026009"
"Yes","2002","Part Time","1-pers.-HH","70","0.231229184423665","0.183359592338275","0.279098776509055"
"Yes","2002","Part Time","(Married) couple without C. ","240","0.257696526029276","0.22870057195664","0.286692480101911"
"Yes","2002","Part Time","Single parent ","67","0.222149190011191","0.171327155059151","0.272971224963232"
"Yes","2002","Part Time","Couple + C. LE 16 ","314","0.248822956261238","0.223803218206951","0.273842694315525"
"Yes","2002","Part Time","Couple + C. GT 16 ","196","0.223140979800914","0.193733114352082","0.252548845249746"
"Yes","2002","Part Time","Couple + C. LE and GT 16","134","0.24835088377072","0.208297910579636","0.288403856961805"
"Yes","2002","Not Working","1-pers.-HH","2","","",""
"Yes","2002","Not Working","(Married) couple without C. ","4","","",""
"Yes","2002","Not Working","Single parent ","8","","",""
"Yes","2002","Not Working","Couple + C. LE 16 ","11","","",""
"Yes","2002","Not Working","Couple + C. GT 16 ","9","","",""
"Yes","2002","Not Working","Couple + C. LE and GT 16","4","","",""
"No","2002","Full Time","1-pers.-HH","810","0.756674114414291","0.731270740021883","0.782077488806698"
"No","2002","Full Time","(Married) couple without C. ","1832","0.737800191792997","0.720808783084163","0.754791600501831"
"No","2002","Full Time","Single parent ","317","0.756549367882948","0.71530871658248","0.797790019183416"
"No","2002","Full Time","Couple + C. LE 16 ","1862","0.790386265844546","0.774002570110433","0.806769961578658"
"No","2002","Full Time","Couple + C. GT 16 ","1290","0.771036409858074","0.751231573838886","0.790841245877262"
"No","2002","Full Time","Couple + C. LE and GT 16","629","0.796399776939795","0.768821899973991","0.823977653905599"
"No","2002","Part Time","1-pers.-HH","228","0.768770815576335","0.720901223490945","0.816640407661725"
"No","2002","Part Time","(Married) couple without C. ","634","0.742303473970724","0.713307519898088","0.77129942804336"
"No","2002","Part Time","Single parent ","190","0.777850809988809","0.727028775036768","0.828672844940849"
"No","2002","Part Time","Couple + C. LE 16 ","833","0.751177043738762","0.726157305684475","0.776196781793049"
"No","2002","Part Time","Couple + C. GT 16 ","574","0.776859020199086","0.747451154750254","0.806266885647918"
"No","2002","Part Time","Couple + C. LE and GT 16","313","0.75164911622928","0.711596143038195","0.791702089420364"
"No","2002","Not Working","1-pers.-HH","19","","",""
"No","2002","Not Working","(Married) couple without C. ","23","","",""
"No","2002","Not Working","Single parent ","20","","",""
"No","2002","Not Working","Couple + C. LE 16 ","39","0.80620546275602","0.696644277336951","0.91576664817509"
"No","2002","Not Working","Couple + C. GT 16 ","38","0.84916121047467","0.74684351377671","0.95147890717263"
"No","2002","Not Working","Couple + C. LE and GT 16","22","","",""
"Yes","2003","Full Time","1-pers.-HH","278","0.266264057808269","0.239031777752068","0.293496337864471"
"Yes","2003","Full Time","(Married) couple without C. ","672","0.289902477196849","0.271217225606812","0.308587728786885"
"Yes","2003","Full Time","Single parent ","89","0.245064672941687","0.200998759417863","0.289130586465511"
"Yes","2003","Full Time","Couple + C. LE 16 ","467","0.220989766610728","0.203145960081977","0.238833573139479"
"Yes","2003","Full Time","Couple + C. GT 16 ","414","0.224000166265013","0.203704114211981","0.244296218318045"
"Yes","2003","Full Time","Couple + C. LE and GT 16","166","0.205485812791612","0.175869102325497","0.235102523257727"
"Yes","2003","Part Time","1-pers.-HH","73","0.227924317021161","0.17905006303004","0.276798571012282"
"Yes","2003","Part Time","(Married) couple without C. ","227","0.254482596009458","0.22443088110632","0.284534310912596"
"Yes","2003","Part Time","Single parent ","58","0.22089218424235","0.165822980169505","0.275961388315194"
"Yes","2003","Part Time","Couple + C. LE 16 ","272","0.276746443395637","0.248577372968238","0.304915513823037"
"Yes","2003","Part Time","Couple + C. GT 16 ","177","0.237207868424059","0.205022796894983","0.269392939953136"
"Yes","2003","Part Time","Couple + C. LE and GT 16","112","0.221149092725733","0.180169302948557","0.262128882502908"
"Yes","2003","Not Working","1-pers.-HH","3","","",""
"Yes","2003","Not Working","(Married) couple without C. ","2","","",""
"Yes","2003","Not Working","Single parent ","3","","",""
"Yes","2003","Not Working","Couple + C. LE 16 ","10","","",""
"Yes","2003","Not Working","Couple + C. GT 16 ","4","","",""
"Yes","2003","Not Working","Couple + C. LE and GT 16","4","","",""
"No","2003","Full Time","1-pers.-HH","734","0.733735942191731","0.706503662135529","0.760968222247932"
"No","2003","Full Time","(Married) couple without C. ","1593","0.710097522803152","0.691412271213116","0.728782774393188"
"No","2003","Full Time","Single parent ","277","0.754935327058313","0.710869413534489","0.799001240582137"
"No","2003","Full Time","Couple + C. LE 16 ","1610","0.779010233389272","0.761166426860521","0.796854039918023"
"No","2003","Full Time","Couple + C. GT 16 ","1207","0.775999833734987","0.755703781681955","0.796295885788019"
"No","2003","Full Time","Couple + C. LE and GT 16","549","0.794514187208388","0.764897476742273","0.824130897674503"
"No","2003","Part Time","1-pers.-HH","210","0.772075682978839","0.723201428987717","0.82094993696996"
"No","2003","Part Time","(Married) couple without C. ","580","0.745517403990542","0.715465689087404","0.77556911889368"
"No","2003","Part Time","Single parent ","160","0.77910781575765","0.724038611684806","0.834177019830495"
"No","2003","Part Time","Couple + C. LE 16 ","697","0.723253556604363","0.695084486176963","0.751422627031762"
"No","2003","Part Time","Couple + C. GT 16 ","494","0.762792131575941","0.730607060046864","0.794977203105017"
"No","2003","Part Time","Couple + C. LE and GT 16","282","0.778850907274267","0.737871117497092","0.819830697051443"
"No","2003","Not Working","1-pers.-HH","11","","",""
"No","2003","Not Working","(Married) couple without C. ","23","","",""
"No","2003","Not Working","Single parent ","17","","",""
"No","2003","Not Working","Couple + C. LE 16 ","26","","",""
"No","2003","Not Working","Couple + C. GT 16 ","28","","",""
"No","2003","Not Working","Couple + C. LE and GT 16","12","","",""
"Yes","2004","Full Time","1-pers.-HH","279","0.28272466007268","0.254616369864989","0.31083295028037"
"Yes","2004","Full Time","(Married) couple without C. ","674","0.27718310216031","0.259219169299778","0.295147035020843"
"Yes","2004","Full Time","Single parent ","85","0.225919647558876","0.182171007646332","0.26966828747142"
"Yes","2004","Full Time","Couple + C. LE 16 ","430","0.220721581335756","0.202294973331126","0.239148189340385"
"Yes","2004","Full Time","Couple + C. GT 16 ","416","0.229136813504402","0.208715183561679","0.249558443447125"
"Yes","2004","Full Time","Couple + C. LE and GT 16","157","0.190518145356486","0.160936284615374","0.220100006097597"
"Yes","2004","Part Time","1-pers.-HH","80","0.246381994286241","0.199462242912874","0.293301745659607"
"Yes","2004","Part Time","(Married) couple without C. ","240","0.230598074213868","0.203185556834835","0.258010591592902"
"Yes","2004","Part Time","Single parent ","57","0.216605773184682","0.166630746516226","0.266580799853138"
"Yes","2004","Part Time","Couple + C. LE 16 ","272","0.22994591179356","0.204469344465567","0.255422479121554"
"Yes","2004","Part Time","Couple + C. GT 16 ","216","0.231878466982911","0.202280099746101","0.261476834219721"
"Yes","2004","Part Time","Couple + C. LE and GT 16","110","0.202027871672868","0.163536848499712","0.240518894846023"
"Yes","2004","Not Working","1-pers.-HH","6","","",""
"Yes","2004","Not Working","(Married) couple without C. ","1","","",""
"Yes","2004","Not Working","Single parent ","2","","",""
"Yes","2004","Not Working","Couple + C. LE 16 ","10","","",""
"Yes","2004","Not Working","Couple + C. GT 16 ","13","","",""
"Yes","2004","Not Working","Couple + C. LE and GT 16","2","","",""
"No","2004","Full Time","1-pers.-HH","707","0.71727533992732","0.68916704971963","0.745383630135011"
"No","2004","Full Time","(Married) couple without C. ","1711","0.72281689783969","0.704852964979157","0.740780830700222"
"No","2004","Full Time","Single parent ","266","0.774080352441124","0.73033171252858","0.817828992353668"
"No","2004","Full Time","Couple + C. LE 16 ","1516","0.779278418664245","0.760851810659615","0.797705026668874"
"No","2004","Full Time","Couple + C. GT 16 ","1211","0.770863186495598","0.750441556552875","0.791284816438321"
"No","2004","Full Time","Couple + C. LE and GT 16","520","0.809481854643514","0.779899993902403","0.839063715384626"
"No","2004","Part Time","1-pers.-HH","244","0.753618005713759","0.706698254340393","0.800537757087126"
"No","2004","Part Time","(Married) couple without C. ","667","0.769401925786132","0.741989408407098","0.796814443165165"
"No","2004","Part Time","Single parent ","204","0.783394226815318","0.733419200146862","0.833369253483774"
"No","2004","Part Time","Couple + C. LE 16 ","776","0.77005408820644","0.744577520878446","0.795530655534433"
"No","2004","Part Time","Couple + C. GT 16 ","565","0.768121533017089","0.738523165780279","0.797719900253899"
"No","2004","Part Time","Couple + C. LE and GT 16","308","0.797972128327132","0.759481105153977","0.836463151500288"
"No","2004","Not Working","1-pers.-HH","14","","",""
"No","2004","Not Working","(Married) couple without C. ","19","","",""
"No","2004","Not Working","Single parent ","20","","",""
"No","2004","Not Working","Couple + C. LE 16 ","40","0.790000633523983","0.677102749856399","0.902898517191566"
"No","2004","Not Working","Couple + C. GT 16 ","31","0.659278124736919","0.519236837409705","0.799319412064133"
"No","2004","Not Working","Couple + C. LE and GT 16","14","","",""
"Yes","2005","Full Time","1-pers.-HH","277","0.275630573005507","0.247768503665154","0.303492642345859"
"Yes","2005","Full Time","(Married) couple without C. ","625","0.266904797130768","0.248353249207323","0.285456345054213"
"Yes","2005","Full Time","Single parent ","81","0.249088312825332","0.201252366011062","0.296924259639602"
"Yes","2005","Full Time","Couple + C. LE 16 ","380","0.219131604604271","0.199531223373397","0.238731985835145"
"Yes","2005","Full Time","Couple + C. GT 16 ","382","0.245931283088925","0.223872075759733","0.267990490418116"
"Yes","2005","Full Time","Couple + C. LE and GT 16","138","0.176192338547563","0.145682416146777","0.20670226094835"
"Yes","2005","Part Time","1-pers.-HH","70","0.241516276072594","0.19242514934209","0.290607402803097"
"Yes","2005","Part Time","(Married) couple without C. ","222","0.235111618662274","0.205817109303862","0.264406128020686"
"Yes","2005","Part Time","Single parent ","64","0.252033722837083","0.196284288314176","0.30778315735999"
"Yes","2005","Part Time","Couple + C. LE 16 ","233","0.232878503184435","0.205110166607912","0.260646839760958"
"Yes","2005","Part Time","Couple + C. GT 16 ","179","0.241569192229333","0.208739239539407","0.27439914491926"
"Yes","2005","Part Time","Couple + C. LE and GT 16","98","0.269213337695653","0.223073346544116","0.315353328847189"
"Yes","2005","Not Working","1-pers.-HH","2","","",""
"Yes","2005","Not Working","(Married) couple without C. ","3","","",""
"Yes","2005","Not Working","Single parent ","7","","",""
"Yes","2005","Not Working","Couple + C. LE 16 ","7","","",""
"Yes","2005","Not Working","Couple + C. GT 16 ","2","","",""
"Yes","2005","Not Working","Couple + C. LE and GT 16","1","","",""
"No","2005","Full Time","1-pers.-HH","711","0.724369426994493","0.696507357654141","0.752231496334846"
"No","2005","Full Time","(Married) couple without C. ","1559","0.733095202869232","0.714543654945787","0.751646750792677"
"No","2005","Full Time","Single parent ","233","0.750911687174668","0.703075740360398","0.798747633988938"
"No","2005","Full Time","Couple + C. LE 16 ","1331","0.780868395395729","0.761268014164855","0.800468776626604"
"No","2005","Full Time","Couple + C. GT 16 ","1082","0.754068716911075","0.732009509581884","0.776127924240267"
"No","2005","Full Time","Couple + C. LE and GT 16","461","0.823807661452437","0.79329773905165","0.854317583853223"
"No","2005","Part Time","1-pers.-HH","222","0.758483723927406","0.709392597196903","0.80757485065791"
"No","2005","Part Time","(Married) couple without C. ","583","0.764888381337726","0.735593871979314","0.794182890696138"
"No","2005","Part Time","Single parent ","169","0.747966277162917","0.69221684264001","0.803715711685824"
"No","2005","Part Time","Couple + C. LE 16 ","657","0.767121496815565","0.739353160239042","0.794889833392088"
"No","2005","Part Time","Couple + C. GT 16 ","474","0.758430807770667","0.72560085508074","0.791260760460593"
"No","2005","Part Time","Couple + C. LE and GT 16","257","0.730786662304347","0.684646671152811","0.776926653455884"
"No","2005","Not Working","1-pers.-HH","12","","",""
"No","2005","Not Working","(Married) couple without C. ","25","","",""
"No","2005","Not Working","Single parent ","12","","",""
"No","2005","Not Working","Couple + C. LE 16 ","22","","",""
"No","2005","Not Working","Couple + C. GT 16 ","25","","",""
"No","2005","Not Working","Couple + C. LE and GT 16","20","","",""
"Yes","2006","Full Time","1-pers.-HH","309","0.275845168046652","0.249177454863626","0.302512881229678"
"Yes","2006","Full Time","(Married) couple without C. ","647","0.256317067480665","0.238435193910471","0.274198941050859"
"Yes","2006","Full Time","Single parent ","85","0.25632468500515","0.208337924752798","0.304311445257501"
"Yes","2006","Full Time","Couple + C. LE 16 ","397","0.22878846864605","0.208838391010763","0.248738546281338"
"Yes","2006","Full Time","Couple + C. GT 16 ","388","0.223611982326389","0.202312140834755","0.244911823818024"
"Yes","2006","Full Time","Couple + C. LE and GT 16","137","0.192977029973732","0.159936000614531","0.226018059332933"
"Yes","2006","Part Time","1-pers.-HH","70","0.244440896682987","0.194979059055791","0.293902734310183"
"Yes","2006","Part Time","(Married) couple without C. ","233","0.235152622388864","0.206692557916834","0.263612686860894"
"Yes","2006","Part Time","Single parent ","71","0.258461835165434","0.205652452178712","0.311271218152155"
"Yes","2006","Part Time","Couple + C. LE 16 ","229","0.231123673724507","0.203809503944027","0.258437843504987"
"Yes","2006","Part Time","Couple + C. GT 16 ","186","0.251891976012251","0.218848886267337","0.284935065757166"
"Yes","2006","Part Time","Couple + C. LE and GT 16","86","0.237711892454216","0.19279356565937","0.282630219249061"
"Yes","2006","Not Working","1-pers.-HH","5","","",""
"Yes","2006","Not Working","(Married) couple without C. ","16","","",""
"Yes","2006","Not Working","Single parent ","3","","",""
"Yes","2006","Not Working","Couple + C. LE 16 ","10","","",""
"Yes","2006","Not Working","Couple + C. GT 16 ","10","","",""
"Yes","2006","Not Working","Couple + C. LE and GT 16","2","","",""
"No","2006","Full Time","1-pers.-HH","770","0.724154831953348","0.697487118770323","0.750822545136374"
"No","2006","Full Time","(Married) couple without C. ","1643","0.743682932519335","0.725801058949141","0.761564806089529"
"No","2006","Full Time","Single parent ","233","0.74367531499485","0.695688554742498","0.791662075247202"
"No","2006","Full Time","Couple + C. LE 16 ","1306","0.771211531353949","0.751261453718662","0.791161608989237"
"No","2006","Full Time","Couple + C. GT 16 ","1082","0.776388017673611","0.755088176181976","0.797687859165245"
"No","2006","Full Time","Couple + C. LE and GT 16","411","0.807022970026268","0.773981940667067","0.840063999385469"
"No","2006","Part Time","1-pers.-HH","220","0.755559103317013","0.706097265689817","0.805020940944209"
"No","2006","Part Time","(Married) couple without C. ","620","0.764847377611136","0.736387313139106","0.793307442083166"
"No","2006","Part Time","Single parent ","193","0.741538164834566","0.688728781847844","0.794347547821288"
"No","2006","Part Time","Couple + C. LE 16 ","686","0.768876326275493","0.741562156495013","0.796190496055973"
"No","2006","Part Time","Couple + C. GT 16 ","477","0.748108023987749","0.715064934242834","0.781151113732663"
"No","2006","Part Time","Couple + C. LE and GT 16","259","0.762288107545784","0.717369780750939","0.80720643434063"
"No","2006","Not Working","1-pers.-HH","21","","",""
"No","2006","Not Working","(Married) couple without C. ","35","0.800269562444104","0.690545146125582","0.909993978762626"
"No","2006","Not Working","Single parent ","13","","",""
"No","2006","Not Working","Couple + C. LE 16 ","38","0.726002003668301","0.599827944380468","0.852176062956134"
"No","2006","Not Working","Couple + C. GT 16 ","34","0.804914595221075","0.687827496860188","0.922001693581961"
"No","2006","Not Working","Couple + C. LE and GT 16","12","","",""
"Yes","2007","Full Time","1-pers.-HH","278","0.253193558295608","0.226891859782721","0.279495256808494"
"Yes","2007","Full Time","(Married) couple without C. ","637","0.256408085037771","0.23860942273134","0.274206747344203"
"Yes","2007","Full Time","Single parent ","95","0.261759381378552","0.213819503206118","0.309699259550987"
"Yes","2007","Full Time","Couple + C. LE 16 ","367","0.219471910378256","0.199820350169044","0.239123470587469"
"Yes","2007","Full Time","Couple + C. GT 16 ","402","0.218234390818282","0.197604942852725","0.23886383878384"
"Yes","2007","Full Time","Couple + C. LE and GT 16","127","0.199574745987008","0.166232739167522","0.232916752806494"
"Yes","2007","Part Time","1-pers.-HH","87","0.235435471595999","0.191113427666049","0.279757515525949"
"Yes","2007","Part Time","(Married) couple without C. ","208","0.217879677035725","0.190558875202396","0.245200478869055"
"Yes","2007","Part Time","Single parent ","75","0.270817994005709","0.218674188966153","0.322961799045266"
"Yes","2007","Part Time","Couple + C. LE 16 ","245","0.225660233495138","0.199841992285448","0.251478474704827"
"Yes","2007","Part Time","Couple + C. GT 16 ","183","0.212598241941296","0.183059474367575","0.242137009515016"
"Yes","2007","Part Time","Couple + C. LE and GT 16","88","0.223145044842822","0.180076077338303","0.26621401234734"
"Yes","2007","Not Working","1-pers.-HH","8","","",""
"Yes","2007","Not Working","(Married) couple without C. ","6","","",""
"Yes","2007","Not Working","Single parent ","3","","",""
"Yes","2007","Not Working","Couple + C. LE 16 ","14","","",""
"Yes","2007","Not Working","Couple + C. GT 16 ","9","","",""
"Yes","2007","Not Working","Couple + C. LE and GT 16","3","","",""
"No","2007","Full Time","1-pers.-HH","772","0.746806441704392","0.720504743191506","0.773108140217279"
"No","2007","Full Time","(Married) couple without C. ","1675","0.743591914962229","0.725793252655797","0.76139057726866"
"No","2007","Full Time","Single parent ","228","0.738240618621448","0.690300740449013","0.786180496793882"
"No","2007","Full Time","Couple + C. LE 16 ","1337","0.780528089621744","0.760876529412531","0.800179649830956"
"No","2007","Full Time","Couple + C. GT 16 ","1138","0.781765609181718","0.76113616121616","0.802395057147275"
"No","2007","Full Time","Couple + C. LE and GT 16","425","0.800425254012992","0.767083247193506","0.833767260832478"
"No","2007","Part Time","1-pers.-HH","265","0.764564528404001","0.720242484474051","0.808886572333951"
"No","2007","Part Time","(Married) couple without C. ","669","0.782120322964275","0.754799521130945","0.809441124797604"
"No","2007","Part Time","Single parent ","204","0.729182005994291","0.677038200954734","0.781325811033847"
"No","2007","Part Time","Couple + C. LE 16 ","762","0.774339766504862","0.748521525295173","0.800158007714552"
"No","2007","Part Time","Couple + C. GT 16 ","554","0.787401758058704","0.757862990484984","0.816940525632425"
"No","2007","Part Time","Couple + C. LE and GT 16","271","0.776854955157178","0.73378598765266","0.819923922661697"
"No","2007","Not Working","1-pers.-HH","20","","",""
"No","2007","Not Working","(Married) couple without C. ","31","0.794969320595879","0.664882937513192","0.925055703678565"
"No","2007","Not Working","Single parent ","24","","",""
"No","2007","Not Working","Couple + C. LE 16 ","52","0.846984712765816","0.760132413509814","0.933837012021817"
"No","2007","Not Working","Couple + C. GT 16 ","23","","",""
"No","2007","Not Working","Couple + C. LE and GT 16","15","","",""
"Yes","2008","Full Time","1-pers.-HH","260","0.245257382860032","0.218551250728203","0.271963514991862"
"Yes","2008","Full Time","(Married) couple without C. ","603","0.26817038796615","0.249535423085249","0.28680535284705"
"Yes","2008","Full Time","Single parent ","86","0.273595452086142","0.223969259298603","0.323221644873681"
"Yes","2008","Full Time","Couple + C. LE 16 ","298","0.191620690535667","0.171609750925336","0.211631630145998"
"Yes","2008","Full Time","Couple + C. GT 16 ","352","0.195434042868612","0.174874525706698","0.215993560030526"
"Yes","2008","Full Time","Couple + C. LE and GT 16","120","0.199153738896868","0.164043102208291","0.234264375585446"
"Yes","2008","Part Time","1-pers.-HH","85","0.245458095723215","0.197317743281097","0.293598448165333"
"Yes","2008","Part Time","(Married) couple without C. ","188","0.212025021189994","0.183247922180458","0.24080212019953"
"Yes","2008","Part Time","Single parent ","70","0.253728640594067","0.201138618855233","0.306318662332901"
"Yes","2008","Part Time","Couple + C. LE 16 ","224","0.237816754951307","0.209830284283309","0.265803225619305"
"Yes","2008","Part Time","Couple + C. GT 16 ","183","0.238872764287572","0.206489328407292","0.271256200167852"
"Yes","2008","Part Time","Couple + C. LE and GT 16","76","0.200220406663765","0.155088472235925","0.245352341091605"
"Yes","2008","Not Working","1-pers.-HH","6","","",""
"Yes","2008","Not Working","(Married) couple without C. ","4","","",""
"Yes","2008","Not Working","Single parent ","3","","",""
"Yes","2008","Not Working","Couple + C. LE 16 ","13","","",""
"Yes","2008","Not Working","Couple + C. GT 16 ","4","","",""
"Yes","2008","Not Working","Couple + C. LE and GT 16","1","","",""
"No","2008","Full Time","1-pers.-HH","737","0.754742617139968","0.728036485008138","0.781448749271797"
"No","2008","Full Time","(Married) couple without C. ","1568","0.73182961203385","0.71319464715295","0.750464576914751"
"No","2008","Full Time","Single parent ","224","0.726404547913858","0.676778355126319","0.776030740701397"
"No","2008","Full Time","Couple + C. LE 16 ","1188","0.808379309464333","0.788368369854002","0.828390249074664"
"No","2008","Full Time","Couple + C. GT 16 ","1077","0.804565957131388","0.784006439969474","0.825125474293302"
"No","2008","Full Time","Couple + C. LE and GT 16","377","0.800846261103132","0.765735624414554","0.835956897791709"
"No","2008","Part Time","1-pers.-HH","222","0.754541904276785","0.706401551834667","0.802682256718903"
"No","2008","Part Time","(Married) couple without C. ","587","0.787974978810006","0.75919787980047","0.816752077819542"
"No","2008","Part Time","Single parent ","193","0.746271359405933","0.693681337667099","0.798861381144767"
"No","2008","Part Time","Couple + C. LE 16 ","665","0.762183245048693","0.734196774380695","0.790169715716691"
"No","2008","Part Time","Couple + C. GT 16 ","483","0.761127235712428","0.728743799832148","0.793510671592708"
"No","2008","Part Time","Couple + C. LE and GT 16","226","0.799779593336235","0.754647658908395","0.844911527764075"
"No","2008","Not Working","1-pers.-HH","23","","",""
"No","2008","Not Working","(Married) couple without C. ","29","","",""
"No","2008","Not Working","Single parent ","26","","",""
"No","2008","Not Working","Couple + C. LE 16 ","24","","",""
"No","2008","Not Working","Couple + C. GT 16 ","27","","",""
"No","2008","Not Working","Couple + C. LE and GT 16","11","","",""
"Yes","2009","Full Time","1-pers.-HH","272","0.263284662797333","0.235410526234573","0.291158799360093"
"Yes","2009","Full Time","(Married) couple without C. ","571","0.255287143191598","0.236704743264475","0.273869543118722"
"Yes","2009","Full Time","Single parent ","82","0.242789609233372","0.197280929939734","0.28829828852701"
"Yes","2009","Full Time","Couple + C. LE 16 ","283","0.204202288805617","0.182690636891341","0.225713940719894"
"Yes","2009","Full Time","Couple + C. GT 16 ","353","0.210703925467785","0.189257582201277","0.232150268734292"
"Yes","2009","Full Time","Couple + C. LE and GT 16","100","0.159192137092196","0.126530814991479","0.191853459192912"
"Yes","2009","Part Time","1-pers.-HH","80","0.198779837792605","0.155916293903762","0.241643381681448"
"Yes","2009","Part Time","(Married) couple without C. ","207","0.211911485205264","0.184422481949166","0.239400488461362"
"Yes","2009","Part Time","Single parent ","59","0.228388956772893","0.176558553455198","0.280219360090589"
"Yes","2009","Part Time","Couple + C. LE 16 ","225","0.225413596860638","0.19713928136503","0.253687912356245"
"Yes","2009","Part Time","Couple + C. GT 16 ","175","0.217246460580947","0.186499800810894","0.247993120351"
"Yes","2009","Part Time","Couple + C. LE and GT 16","71","0.153896795822537","0.114904698053332","0.192888893591742"
"Yes","2009","Not Working","1-pers.-HH","3","","",""
"Yes","2009","Not Working","(Married) couple without C. ","2","","",""
"Yes","2009","Not Working","Single parent ","3","","",""
"Yes","2009","Not Working","Couple + C. LE 16 ","9","","",""
"Yes","2009","Not Working","Couple + C. GT 16 ","5","","",""
"Yes","2009","Not Working","Couple + C. LE and GT 16","6","","",""
"No","2009","Full Time","1-pers.-HH","687","0.736715337202667","0.708841200639907","0.764589473765427"
"No","2009","Full Time","(Married) couple without C. ","1544","0.744712856808402","0.726130456881278","0.763295256735525"
"No","2009","Full Time","Single parent ","259","0.757210390766628","0.71170171147299","0.802719070060266"
"No","2009","Full Time","Couple + C. LE 16 ","1066","0.795797711194383","0.774286059280106","0.817309363108659"
"No","2009","Full Time","Couple + C. GT 16 ","1036","0.789296074532215","0.767849731265708","0.810742417798723"
"No","2009","Full Time","Couple + C. LE and GT 16","382","0.840807862907805","0.808146540807088","0.873469185008521"
"No","2009","Part Time","1-pers.-HH","253","0.801220162207395","0.758356618318552","0.844083706096238"
"No","2009","Part Time","(Married) couple without C. ","642","0.788088514794736","0.760599511538638","0.815577518050834"
"No","2009","Part Time","Single parent ","193","0.771611043227107","0.719780639909411","0.823441446544802"
"No","2009","Part Time","Couple + C. LE 16 ","614","0.774586403139362","0.746312087643754","0.80286071863497"
"No","2009","Part Time","Couple + C. GT 16 ","516","0.782753539419053","0.752006879649","0.813500199189106"
"No","2009","Part Time","Couple + C. LE and GT 16","258","0.846103204177463","0.807111106408258","0.885095301946668"
"No","2009","Not Working","1-pers.-HH","13","","",""
"No","2009","Not Working","(Married) couple without C. ","14","","",""
"No","2009","Not Working","Single parent ","9","","",""
"No","2009","Not Working","Couple + C. LE 16 ","37","0.690266162663634","0.556646062192093","0.823886263135175"
"No","2009","Not Working","Couple + C. GT 16 ","24","","",""
"No","2009","Not Working","Couple + C. LE and GT 16","11","","",""
"Yes","2010","Full Time","1-pers.-HH","256","0.284800169520468","0.25487916306344","0.314721175977496"
"Yes","2010","Full Time","(Married) couple without C. ","543","0.258973211082557","0.239519700307104","0.27842672185801"
"Yes","2010","Full Time","Single parent ","174","0.267430328634542","0.231954929091474","0.302905728177611"
"Yes","2010","Full Time","Couple + C. LE 16 ","587","0.203248171752879","0.189274836995902","0.217221506509857"
"Yes","2010","Full Time","Couple + C. GT 16 ","326","0.218464031691408","0.19555759469527","0.241370468687546"
"Yes","2010","Full Time","Couple + C. LE and GT 16","104","0.1197840453376","0.0936934665042276","0.145874624170972"
"Yes","2010","Part Time","1-pers.-HH","76","0.248062001596542","0.196641704282721","0.299482298910364"
"Yes","2010","Part Time","(Married) couple without C. ","176","0.192356890231679","0.164297572422581","0.220416208040778"
"Yes","2010","Part Time","Single parent ","179","0.215738154877634","0.186201318439423","0.245274991315846"
"Yes","2010","Part Time","Couple + C. LE 16 ","426","0.243282185577274","0.22342768326946","0.263136687885088"
"Yes","2010","Part Time","Couple + C. GT 16 ","154","0.225079525674918","0.191351803867319","0.258807247482517"
"Yes","2010","Part Time","Couple + C. LE and GT 16","81","0.193335176636993","0.154340800252446","0.232329553021539"
"Yes","2010","Not Working","1-pers.-HH","2","","",""
"Yes","2010","Not Working","(Married) couple without C. ","3","","",""
"Yes","2010","Not Working","Single parent ","8","","",""
"Yes","2010","Not Working","Couple + C. LE 16 ","44","0.266883257334299","0.201719113804738","0.332047400863861"
"Yes","2010","Not Working","Couple + C. GT 16 ","4","","",""
"Yes","2010","Not Working","Couple + C. LE and GT 16","6","","",""
"No","2010","Full Time","1-pers.-HH","618","0.715199830479532","0.685278824022504","0.74512083693656"
"No","2010","Full Time","(Married) couple without C. ","1405","0.741026788917443","0.72157327814199","0.760480299692896"
"No","2010","Full Time","Single parent ","424","0.732569671365458","0.697094271822389","0.768045070908526"
"No","2010","Full Time","Couple + C. LE 16 ","2599","0.796751828247121","0.782778493490143","0.810725163004098"
"No","2010","Full Time","Couple + C. GT 16 ","924","0.781535968308592","0.758629531312454","0.80444240530473"
"No","2010","Full Time","Couple + C. LE and GT 16","491","0.8802159546624","0.854125375829028","0.906306533495773"
"No","2010","Part Time","1-pers.-HH","195","0.751937998403458","0.700517701089636","0.803358295717279"
"No","2010","Part Time","(Married) couple without C. ","582","0.807643109768321","0.779583791959222","0.835702427577419"
"No","2010","Part Time","Single parent ","566","0.784261845122366","0.754725008684154","0.813798681560578"
"No","2010","Part Time","Couple + C. LE 16 ","1368","0.756717814422726","0.736863312114912","0.77657231673054"
"No","2010","Part Time","Couple + C. GT 16 ","435","0.774920474325082","0.741192752517483","0.808648196132681"
"No","2010","Part Time","Couple + C. LE and GT 16","313","0.806664823363007","0.767670446978461","0.845659199747554"
"No","2010","Not Working","1-pers.-HH","9","","",""
"No","2010","Not Working","(Married) couple without C. ","15","","",""
"No","2010","Not Working","Single parent ","50","0.810700854986772","0.709882702189953","0.911519007783592"
