"pgoeffd","year","education","n","percent","lower_confidence","upper_confidence"
"Yes","1990","no degree/no degree yet","40","0.105526184754499","0.074513358214457","0.136539011294541"
"Yes","1990","Other degree","74","0.108920206624257","0.0865192683090873","0.131321144939427"
"Yes","1990","secondary school degree","929","0.318173166608534","0.301055202375649","0.335291130841418"
"No","1991","college entrance qualification","759","0.607389984239952","0.580297096422815","0.63448287205709"
"No","1991","lower secondary degree","2731","0.78579283060204","0.772038701577712","0.799546959626368"
"No","1991","no degree/no degree yet","344","0.864596028159904","0.830681792604848","0.89851026371496"
"No","1991","Other degree","665","0.872562715820538","0.848601535746706","0.896523895894371"
"No","1991","secondary school degree","1849","0.694248579742987","0.676899144988423","0.711598014497551"
"Yes","1991","college entrance qualification","489","0.392610015760048","0.36551712794291","0.419702903577185"
"Yes","1991","lower secondary degree","687","0.21420716939796","0.200453040373632","0.227961298422287"
"Yes","1991","no degree/no degree yet","47","0.135403971840096","0.10148973628504","0.169318207395152"
"Yes","1991","Other degree","79","0.127437284179462","0.103476104105629","0.151398464253294"
"Yes","1991","secondary school degree","860","0.305751420257013","0.288401985502448","0.323100855011577"
"No","1992","college entrance qualification","703","0.57634586642933","0.548352938161865","0.604338794696795"
"No","1992","lower secondary degree","2440","0.78469455880042","0.770197254046483","0.799191863554356"
"No","1992","no degree/no degree yet","296","0.829321230515641","0.789505730484827","0.869136730546454"
"No","1992","Other degree","613","0.882682252968514","0.858619031009344","0.906745474927685"
"No","1992","secondary school degree","1675","0.674184739739555","0.655936542959556","0.692432936519553"
"Yes","1992","college entrance qualification","494","0.42365413357067","0.395661205303205","0.451647061838135"
"Yes","1992","lower secondary degree","648","0.21530544119958","0.200808136445644","0.229802745953517"
"Yes","1992","no degree/no degree yet","47","0.170678769484359","0.130863269453546","0.210494269515173"
"Yes","1992","Other degree","74","0.117317747031486","0.0932545250723154","0.141380968990656"
"Yes","1992","secondary school degree","859","0.325815260260445","0.307567063480447","0.344063457040444"
"No","1993","college entrance qualification","722","0.593044735513746","0.565489297296231","0.620600173731261"
"No","1993","lower secondary degree","2357","0.796160058581532","0.781583235851089","0.810736881311975"
"No","1993","no degree/no degree yet","286","0.796851640477217","0.753702688387098","0.840000592567336"
"No","1993","Other degree","588","0.879590737472591","0.854667886939414","0.904513588005768"
"No","1993","secondary school degree","1710","0.688484465219097","0.670484907320473","0.70648402311772"
"Yes","1993","college entrance qualification","499","0.406955264486254","0.379399826268739","0.434510702703769"
"Yes","1993","lower secondary degree","577","0.203839941418468","0.189263118688025","0.218416764148911"
"Yes","1993","no degree/no degree yet","48","0.203148359522783","0.159999407432664","0.246297311612902"
"Yes","1993","Other degree","67","0.120409262527409","0.095486411994232","0.145332113060586"
"Yes","1993","secondary school degree","833","0.311515534780903","0.29351597688228","0.329515092679527"
"No","1994","college entrance qualification","744","0.593828825925668","0.566570445323001","0.621087206528336"
"No","1994","lower secondary degree","2131","0.797329005793355","0.782015109522357","0.812642902064352"
"No","1994","no degree/no degree yet","251","0.820249625604741","0.776283094368022","0.86421615684146"
"No","1994","Other degree","502","0.878277491103735","0.851269317436977","0.905285664770492"
"No","1994","secondary school degree","1640","0.682259228465853","0.66373567150638","0.700782785425326"
"Yes","1994","college entrance qualification","503","0.406171174074332","0.378912793471664","0.433429554676999"
"Yes","1994","lower secondary degree","516","0.202670994206645","0.187357097935648","0.217984890477643"
"Yes","1994","no degree/no degree yet","42","0.179750374395259","0.13578384315854","0.223716905631978"
"Yes","1994","Other degree","61","0.121722508896265","0.0947143352295076","0.148730682563023"
"Yes","1994","secondary school degree","787","0.317740771534147","0.299217214574674","0.336264328493619"
"No","1995","college entrance qualification","833","0.603549050543904","0.577436207304881","0.629661893782926"
"No","1995","lower secondary degree","2163","0.794358195452995","0.779042028516622","0.809674362389367"
"No","1995","no degree/no degree yet","228","0.833218203255213","0.788587431904276","0.877848974606151"
"No","1995","Other degree","634","0.846158041354617","0.820003172554857","0.872312910154377"
"No","1995","secondary school degree","1804","0.696950220105657","0.679274790328088","0.714625649883226"
"Yes","1995","college entrance qualification","515","0.396450949456096","0.370338106217074","0.422563792695119"
"Yes","1995","lower secondary degree","512","0.205641804547005","0.190325637610633","0.220957971483378"
"Yes","1995","no degree/no degree yet","40","0.166781796744787","0.122151025393849","0.211412568095724"
"Yes","1995","Other degree","97","0.153841958645383","0.127687089845623","0.179996827445143"
"Yes","1995","secondary school degree","793","0.303049779894343","0.285374350116774","0.320725209671912"
"No","1996","college entrance qualification","841","0.619296424450041","0.59324011277891","0.645352736121171"
"No","1996","lower secondary degree","2043","0.794502408935297","0.778766875398155","0.810237942472439"
"No","1996","no degree/no degree yet","200","0.79597848430923","0.744994811386248","0.846962157232212"
"No","1996","Other degree","554","0.842960576979061","0.81463939075374","0.871281763204381"
"No","1996","secondary school degree","1732","0.690563987075843","0.672421899552079","0.708706074599607"
"Yes","1996","college entrance qualification","493","0.380703575549959","0.354647263878829","0.40675988722109"
"Yes","1996","lower secondary degree","490","0.205497591064703","0.189762057527561","0.221233124601845"
"Yes","1996","no degree/no degree yet","40","0.20402151569077","0.153037842767788","0.255005188613752"
"Yes","1996","Other degree","80","0.157039423020939","0.128718236795619","0.18536060924626"
"Yes","1996","secondary school degree","762","0.309436012924157","0.291293925400393","0.327578100447921"
"No","1997","college entrance qualification","862","0.624466655359618","0.599018084086797","0.649915226632439"
"No","1997","lower secondary degree","2005","0.805828402893244","0.790168445641052","0.821488360145436"
"No","1997","no degree/no degree yet","182","0.823352389488298","0.772957846706012","0.873746932270585"
"No","1997","Other degree","498","0.821774778146868","0.790494172398908","0.853055383894828"
"No","1997","secondary school degree","1751","0.69778766882918","0.679801085900245","0.715774251758116"
"Yes","1997","college entrance qualification","529","0.375533344640382","0.350084773367561","0.400981915913203"
"Yes","1997","lower secondary degree","446","0.194171597106756","0.178511639854564","0.209831554358948"
"Yes","1997","no degree/no degree yet","38","0.176647610511702","0.126253067729416","0.227042153293988"
"Yes","1997","Other degree","77","0.178225221853132","0.146944616105172","0.209505827601092"
"Yes","1997","secondary school degree","753","0.30221233117082","0.284225748241884","0.320198914099755"
"No","1998","college entrance qualification","997","0.633923549967628","0.61003378292289","0.657813317012367"
"No","1998","lower secondary degree","2136","0.80336086382416","0.788086320688377","0.818635406959943"
"No","1998","no degree/no degree yet","180","0.858730994161222","0.811510887743877","0.905951100578566"
"No","1998","Other degree","482","0.802875315635648","0.770273286216796","0.835477345054499"
"No","1998","secondary school degree","1916","0.697768933177381","0.680574091697891","0.714963774656872"
"Yes","1998","college entrance qualification","565","0.366076450032372","0.342186682987633","0.38996621707711"
"Yes","1998","lower secondary degree","465","0.19663913617584","0.181364593040057","0.211913679311622"
"Yes","1998","no degree/no degree yet","29","","",""
"Yes","1998","Other degree","90","0.197124684364352","0.164522654945501","0.229726713783204"
"Yes","1998","secondary school degree","824","0.302231066822619","0.285036225343128","0.319425908302109"
"No","1999","college entrance qualification","983","0.63976873867089","0.615745164667892","0.663792312673888"
"No","1999","lower secondary degree","1987","0.809859907227187","0.794193068597338","0.825526745857036"
"No","1999","no degree/no degree yet","179","0.860734143130394","0.813223615836665","0.908244670424123"
"No","1999","Other degree","414","0.802229994742501","0.767069555500645","0.837390433984356"
"No","1999","secondary school degree","1849","0.706312187192643","0.688795441351191","0.723828933034095"
"Yes","1999","college entrance qualification","551","0.36023126132911","0.336207687326112","0.384254835332108"
"Yes","1999","lower secondary degree","423","0.190140092772813","0.174473254142964","0.205806931402662"
"Yes","1999","no degree/no degree yet","25","","",""
"Yes","1999","Other degree","79","0.197770005257499","0.162609566015644","0.232930444499355"
"Yes","1999","secondary school degree","748","0.293687812807357","0.276171066965905","0.311204558648809"
"No","2000","college entrance qualification","2178","0.671453083819613","0.655471624481803","0.687434543157423"
"No","2000","lower secondary degree","3736","0.827213088485033","0.816190311012226","0.83823586595784"
"No","2000","no degree/no degree yet","176","0.897062225918571","0.85494771472497","0.939176737112171"
"No","2000","Other degree","715","0.823544741709644","0.797917637801681","0.849171845617607"
"No","2000","secondary school degree","3661","0.750420696531719","0.738309549655653","0.762531843407784"
"Yes","2000","college entrance qualification","1140","0.328546916180387","0.312565456842577","0.344528375518197"
"Yes","2000","lower secondary degree","783","0.172786911514967","0.16176413404216","0.183809688987774"
"Yes","2000","no degree/no degree yet","24","","",""
"Yes","2000","Other degree","135","0.176455258290356","0.150828154382393","0.202082362198318"
"Yes","2000","secondary school degree","1244","0.249579303468281","0.237468156592216","0.261690450344347"
"No","2001","college entrance qualification","1952","0.676300677129072","0.659413715703517","0.693187638554627"
"No","2001","lower secondary degree","3080","0.82906178763563","0.816957945060034","0.841165630211226"
"No","2001","no degree/no degree yet","145","0.919490477306966","0.877593004514096","0.961387950099835"
"No","2001","Other degree","597","0.834196380727277","0.806782561920716","0.861610199533837"
"No","2001","secondary school degree","3169","0.742018060493652","0.728928648903411","0.755107472083893"
"Yes","2001","college entrance qualification","997","0.323699322870928","0.306812361445373","0.340586284296483"
"Yes","2001","lower secondary degree","636","0.17093821236437","0.158834369788774","0.183042054939966"
"Yes","2001","no degree/no degree yet","17","","",""
"Yes","2001","Other degree","110","0.165803619272723","0.138389800466163","0.193217438079284"
"Yes","2001","secondary school degree","1123","0.257981939506348","0.244892527916107","0.271071351096589"
"No","2002","college entrance qualification","2611","0.685834619430272","0.671490894780757","0.700178344079786"
"No","2002","lower secondary degree","3051","0.827513893306542","0.815294167487422","0.839733619125663"
"No","2002","no degree/no degree yet","156","0.906534700184965","0.863652320691054","0.949417079678875"
"No","2002","Other degree","602","0.843198178219049","0.816620072309275","0.869776284128824"
"No","2002","secondary school degree","3430","0.740303470674112","0.727714416622871","0.752892524725352"
"Yes","2002","college entrance qualification","1412","0.314165380569728","0.299821655920214","0.328509105219243"
"Yes","2002","lower secondary degree","621","0.172486106693457","0.160266380874337","0.184705832512578"
"Yes","2002","no degree/no degree yet","21","","",""
"Yes","2002","Other degree","117","0.156801821780951","0.130223715871176","0.183379927690725"
"Yes","2002","secondary school degree","1230","0.259696529325888","0.247107475274648","0.272285583377129"
"No","2003","college entrance qualification","2354","0.674696342073079","0.659470718385284","0.689921965760873"
"No","2003","lower secondary degree","2595","0.815853363913246","0.802306907146847","0.829399820679644"
"No","2003","no degree/no degree yet","112","0.932257224237168","0.888202503032113","0.976311945442223"
"No","2003","Other degree","513","0.845974203906653","0.817328568187126","0.874619839626179"
"No","2003","secondary school degree","3045","0.726787193776472","0.713305862970351","0.740268524582594"
"Yes","2003","college entrance qualification","1283","0.325303657926922","0.310078034239127","0.340529281614716"
"Yes","2003","lower secondary degree","550","0.184146636086754","0.170600179320356","0.197693092853153"
"Yes","2003","no degree/no degree yet","13","","",""
"Yes","2003","Other degree","97","0.154025796093347","0.125380160373821","0.182671431812874"
"Yes","2003","secondary school degree","1152","0.273212806223528","0.259731475417406","0.286694137029649"
"No","2004","college entrance qualification","2476","0.677394000424441","0.662524900320959","0.692263100527923"
"No","2004","lower secondary degree","2653","0.825947161493604","0.812771180972922","0.839123142014286"
"No","2004","no degree/no degree yet","117","0.905073951264462","0.854880486185119","0.955267416343806"
"No","2004","Other degree","500","0.80851765675108","0.777060463084797","0.839974850417364"
"No","2004","secondary school degree","3161","0.741875769489957","0.728770256224322","0.754981282755592"
"Yes","2004","college entrance qualification","1321","0.322605999575559","0.307736899472077","0.337475099679041"
"Yes","2004","lower secondary degree","528","0.174052838506396","0.160876857985714","0.187228819027078"
"Yes","2004","no degree/no degree yet","14","","",""
"Yes","2004","Other degree","101","0.19148234324892","0.160025149582636","0.222939536915203"
"Yes","2004","secondary school degree","1122","0.258124230510043","0.245018717244408","0.271229743775678"
"No","2005","college entrance qualification","2257","0.681112082014879","0.665567533006898","0.696656631022861"
"No","2005","lower secondary degree","2269","0.819552363277739","0.805147958336431","0.833956768219048"
"No","2005","no degree/no degree yet","83","0.874199016352233","0.807861432484718","0.940536600219748"
"No","2005","Other degree","445","0.845249590960763","0.81457450065386","0.875924681267666"
"No","2005","secondary school degree","2853","0.738938585189288","0.725123934380903","0.752753235997674"
"Yes","2005","college entrance qualification","1196","0.318887917985121","0.303343368977139","0.334432466993102"
"Yes","2005","lower secondary degree","469","0.180447636722261","0.166043231780952","0.194852041663569"
"Yes","2005","no degree/no degree yet","13","","",""
"Yes","2005","Other degree","89","0.154750409039237","0.124075318732334","0.18542549934614"
"Yes","2005","secondary school degree","1030","0.261061414810712","0.247246764002326","0.274876065619097"
"No","2006","college entrance qualification","2335","0.676037284794253","0.660713800538667","0.691360769049839"
"No","2006","lower secondary degree","2288","0.815173520456244","0.800747228262498","0.829599812649989"
"No","2006","no degree/no degree yet","81","0.915282488234611","0.858381691200334","0.972183285268888"
"No","2006","Other degree","445","0.837738679972117","0.806670826736652","0.868806533207582"
"No","2006","secondary school degree","2936","0.748535729351549","0.735092357044976","0.761979101658123"
"Yes","2006","college entrance qualification","1248","0.323962715205747","0.308639230950161","0.339286199461333"
"Yes","2006","lower secondary degree","493","0.184826479543756","0.17040018735001","0.199252771737502"
"Yes","2006","no degree/no degree yet","11","","",""
"Yes","2006","Other degree","96","0.162261320027883","0.131193466792418","0.193329173263348"
"Yes","2006","secondary school degree","1065","0.251464270648451","0.238020898341877","0.264907642955024"
"No","2007","college entrance qualification","2468","0.671914323673687","0.656880936959507","0.686947710387866"
"No","2007","lower secondary degree","2348","0.84136364041966","0.827846105654177","0.854881175185144"
"No","2007","no degree/no degree yet","80","0.833864564021516","0.75821864322188","0.909510484821151"
"No","2007","Other degree","423","0.845433628265115","0.814333535990904","0.876533720539327"
"No","2007","secondary school degree","3077","0.766152267559413","0.753157900495797","0.77914663462303"
"Yes","2007","college entrance qualification","1279","0.328085676326313","0.313052289612134","0.343119063040493"
"Yes","2007","lower secondary degree","458","0.15863635958034","0.145118824814856","0.172153894345823"
"Yes","2007","no degree/no degree yet","13","","",""
"Yes","2007","Other degree","96","0.154566371734885","0.123466279460673","0.185666464009096"
"Yes","2007","secondary school degree","999","0.233847732440586","0.22085336537697","0.246842099504203"
"No","2008","college entrance qualification","2281","0.685778738380585","0.67025054319258","0.701306933568589"
"No","2008","lower secondary degree","2078","0.844265790989905","0.830000559969276","0.858531022010533"
"No","2008","no degree/no degree yet","74","0.830175091650986","0.750818243719623","0.909531939582348"
"No","2008","Other degree","377","0.864671780850653","0.833377745091577","0.895965816609729"
"No","2008","secondary school degree","2797","0.758943678915492","0.7452227620725","0.772664595758484"
"Yes","2008","college entrance qualification","1152","0.314221261619415","0.298693066431411","0.32974945680742"
"Yes","2008","lower secondary degree","404","0.155734209010095","0.141468977989467","0.169999440030724"
"Yes","2008","no degree/no degree yet","12","","",""
"Yes","2008","Other degree","82","0.135328219149347","0.104034183390271","0.166622254908423"
"Yes","2008","secondary school degree","936","0.241056321084508","0.227335404241516","0.2547772379275"
"No","2009","college entrance qualification","2253","0.70039771051246","0.684959171051689","0.71583624997323"
"No","2009","lower secondary degree","1973","0.839636973451884","0.824848259191828","0.854425687711941"
"No","2009","no degree/no degree yet","82","0.87726085141487","0.810570570861666","0.943951131968075"
"No","2009","Other degree","339","0.850851900549891","0.816742276870549","0.884961524229233"
"No","2009","secondary school degree","2796","0.766940496408893","0.753288300118322","0.780592692699465"
"Yes","2009","college entrance qualification","1129","0.29960228948754","0.28416375002677","0.315040828948311"
"Yes","2009","lower secondary degree","392","0.160363026548116","0.145574312288059","0.175151740808172"
"Yes","2009","no degree/no degree yet","11","","",""
"Yes","2009","Other degree","80","0.149148099450109","0.115038475770767","0.183257723129451"
"Yes","2009","secondary school degree","888","0.233059503591107","0.219407307300535","0.246711699881678"
"No","2010","college entrance qualification","3054","0.675699762208295","0.66211299337634","0.68928653104025"
"No","2010","lower secondary degree","2451","0.834604250286446","0.821053854979724","0.848154645593169"
"No","2010","no degree/no degree yet","137","0.933295749891219","0.893630271712924","0.972961228069515"
"No","2010","Other degree","658","0.827858599295222","0.801484267024369","0.854232931566074"
"No","2010","secondary school degree","3788","0.775355739904452","0.763604075879717","0.787107403929187"
"Yes","2010","college entrance qualification","1506","0.324300237791705","0.31071346895975","0.33788700662366"
"Yes","2010","lower secondary degree","437","0.165395749713554","0.151845354406831","0.178946145020276"
"Yes","2010","no degree/no degree yet","15","","",""
"Yes","2010","Other degree","129","0.172141400704778","0.145767068433926","0.198515732975631"
"Yes","2010","secondary school degree","1057","0.224644260095548","0.212892596070813","0.236395924120283"
"No","2011","college entrance qualification","3607","0.67895448404917","0.666535335984815","0.691373632113525"
"No","2011","lower secondary degree","2869","0.83273272417541","0.820180445920677","0.845285002430144"
"No","2011","no degree/no degree yet","190","0.889592353465476","0.847405682330811","0.931779024600141"
"No","2011","Other degree","792","0.833725735669705","0.809873214610097","0.857578256729312"
"No","2011","secondary school degree","4405","0.766036205486559","0.755091887886657","0.776980523086461"
"Yes","2011","college entrance qualification","1822","0.32104551595083","0.308626367886475","0.333464664015185"
"Yes","2011","lower secondary degree","527","0.16726727582459","0.154714997569856","0.179819554079324"
"Yes","2011","no degree/no degree yet","22","","",""
"Yes","2011","Other degree","144","0.166274264330295","0.142421743270688","0.190126785389903"
"Yes","2011","secondary school degree","1343","0.233963794513441","0.223019476913539","0.244908112113343"
"No","2012","college entrance qualification","3536","0.665287468981092","0.652642672095812","0.677932265866373"
"No","2012","lower secondary degree","2735","0.832831482963156","0.820009302901921","0.845653663024391"
"No","2012","no degree/no degree yet","212","0.927372379266094","0.893832448645891","0.960912309886297"
"No","2012","Other degree","840","0.83478557091343","0.811698632060387","0.857872509766473"
"No","2012","secondary school degree","4299","0.770071449878633","0.759029853391674","0.781113046365592"
"Yes","2012","college entrance qualification","1814","0.334712531018908","0.322067734133627","0.347357327904189"
"Yes","2012","lower secondary degree","518","0.167168517036844","0.154346336975609","0.179990697098079"
"Yes","2012","no degree/no degree yet","18","","",""
"Yes","2012","Other degree","154","0.16521442908657","0.142127490233527","0.188301367939613"
"Yes","2012","secondary school degree","1280","0.229928550121367","0.218886953634408","0.240970146608326"
"No","2013","college entrance qualification","3402","0.643872876243785","0.630892631151958","0.656853121335611"
"No","2013","lower secondary degree","2788","0.83538556822166","0.822716006615294","0.848055129828025"
"No","2013","no degree/no degree yet","340","0.901384447868341","0.871005343591135","0.931763552145548"
"No","2013","Other degree","2115","0.841724323027336","0.827341627998376","0.856107018056296"
"No","2013","secondary school degree","4244","0.765964504489526","0.754799306116337","0.777129702862715"
"Yes","2013","college entrance qualification","1826","0.356127123756215","0.343146878664389","0.369107368848042"
"Yes","2013","lower secondary degree","503","0.16461443177834","0.151944870171975","0.177283993384706"
"Yes","2013","no degree/no degree yet","30","0.0986155521316589","0.0682364478544523","0.128994656408865"
"Yes","2013","Other degree","359","0.158275676972664","0.143892981943704","0.172658372001624"
"Yes","2013","secondary school degree","1280","0.234035495510474","0.222870297137285","0.245200693883663"
"No","2014","college entrance qualification","3140","0.636014347154832","0.622476073640161","0.649552620669503"
"No","2014","lower secondary degree","2442","0.8304421215325","0.816810715317957","0.844073527747042"
"No","2014","no degree/no degree yet","236","0.913770659693812","0.879650775112214","0.947890544275411"
"No","2014","Other degree","1671","0.818108373203156","0.801052318271022","0.83516442813529"
"No","2014","secondary school degree","3749","0.772886009281396","0.761139560518287","0.784632458044505"
"Yes","2014","college entrance qualification","1712","0.363985652845168","0.350447379330497","0.377523926359839"
"Yes","2014","lower secondary degree","469","0.1695578784675","0.155926472252958","0.183189284682043"
"Yes","2014","no degree/no degree yet","24","","",""
"Yes","2014","Other degree","294","0.181891626796844","0.16483557186471","0.198947681728978"
"Yes","2014","secondary school degree","1138","0.227113990718604","0.215367541955495","0.238860439481713"
"No","2015","college entrance qualification","2979","0.639313214540331","0.625505225151982","0.653121203928681"
"No","2015","lower secondary degree","2206","0.825184426972784","0.810723680078361","0.839645173867207"
"No","2015","no degree/no degree yet","251","0.81318836430941","0.767858286927422","0.858518441691398"
"No","2015","Other degree","2165","0.840312340152125","0.825961619351636","0.854663060952614"
"No","2015","secondary school degree","3576","0.77808999584521","0.766129948479843","0.790050043210576"
"Yes","2015","college entrance qualification","1667","0.360686785459669","0.346878796071319","0.374494774848018"
"Yes","2015","lower secondary degree","444","0.174815573027215","0.160354826132792","0.189276319921638"
"Yes","2015","no degree/no degree yet","33","0.18681163569059","0.141481558308602","0.232141713072578"
"Yes","2015","Other degree","338","0.159687659847875","0.145336939047386","0.174038380648364"
"Yes","2015","secondary school degree","1061","0.22191000415479","0.209949956789424","0.233870051520157"
"No","2016","college entrance qualification","2826","0.641473772335948","0.627377207935597","0.6555703367363"
"No","2016","lower secondary degree","2076","0.831589263872359","0.816860660248709","0.846317867496009"
"No","2016","no degree/no degree yet","353","0.887370923150689","0.855792125859707","0.918949720441671"
"No","2016","Other degree","1962","0.842344972378685","0.827458412868299","0.857231531889072"
"No","2016","secondary school degree","3250","0.768826298125041","0.756145650773602","0.781506945476481"
"Yes","2016","college entrance qualification","1620","0.358526227664052","0.3444296632637","0.372622792064403"
"Yes","2016","lower secondary degree","404","0.168410736127641","0.153682132503991","0.183139339751291"
"Yes","2016","no degree/no degree yet","32","0.112629076849311","0.0810502795583285","0.144207874140293"
"Yes","2016","Other degree","340","0.157655027621315","0.142768468110928","0.172541587131701"
"Yes","2016","secondary school degree","996","0.231173701874959","0.218493054523519","0.243854349226398"
"No","2017","college entrance qualification","3353","0.638733102960637","0.625765031960789","0.651701173960486"
"No","2017","lower secondary degree","2289","0.840065277453575","0.826313012815919","0.853817542091231"
"No","2017","no degree/no degree yet","459","0.885941184190308","0.858243739281429","0.913638629099187"
"No","2017","Other degree","2117","0.839830810791051","0.825251365453797","0.854410256128305"
"No","2017","secondary school degree","3770","0.769540890494759","0.757816366152146","0.781265414837372"
"Yes","2017","college entrance qualification","1918","0.361266897039362","0.348298826039514","0.374234968039211"
"Yes","2017","lower secondary degree","440","0.159934722546425","0.146182457908769","0.173686987184081"
"Yes","2017","no degree/no degree yet","47","0.114058815809692","0.0863613709008129","0.141756260718571"
"Yes","2017","Other degree","314","0.160169189208949","0.145589743871695","0.174748634546203"
