"pgoeffd","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1985","in school","Urban Area","","","",""
"Yes","1985","in school","Rural Area","","","",""
"Yes","1985","inadequately","Urban Area","42","0.106587615799158","0.0766811016731922","0.136494129925125"
"Yes","1985","inadequately","Rural Area","2","","",""
"Yes","1985","general elemantary","Urban Area","173","0.201275115674708","0.177406507239084","0.225143724110332"
"Yes","1985","general elemantary","Rural Area","35","0.133533265825365","0.0936200544949009","0.173446477155829"
"Yes","1985","middle vocational","Urban Area","521","0.238990594047114","0.222034322190708","0.25594686590352"
"Yes","1985","middle vocational","Rural Area","132","0.201742049472022","0.171690100283202","0.231793998660843"
"Yes","1985","vocational + Abi","Urban Area","25","","",""
"Yes","1985","vocational + Abi","Rural Area","2","","",""
"Yes","1985","higher vocational","Urban Area","121","0.372676959324491","0.320190028017235","0.425163890631747"
"Yes","1985","higher vocational","Rural Area","27","","",""
"Yes","1985","higher education","Urban Area","232","0.478224748183481","0.43395047675733","0.522499019609632"
"Yes","1985","higher education","Rural Area","51","0.642863707817166","0.538516212577689","0.747211203056644"
"No","1985","in school","Urban Area","2","","",""
"No","1985","in school","Rural Area","","","",""
"No","1985","inadequately","Urban Area","367","0.893412384200842","0.863505870074875","0.923318898326808"
"No","1985","inadequately","Rural Area","48","0.948338769683419","0.886986983103115","1.00969055626372"
"No","1985","general elemantary","Urban Area","911","0.798724884325292","0.774856275889668","0.822593492760916"
"No","1985","general elemantary","Rural Area","244","0.866466734174635","0.826553522844171","0.906379945505099"
"No","1985","middle vocational","Urban Area","1909","0.761009405952886","0.74405313409648","0.777965677809291"
"No","1985","middle vocational","Rural Area","553","0.798257950527978","0.768206001339157","0.828309899716798"
"No","1985","vocational + Abi","Urban Area","127","0.802380891658998","0.739076906112355","0.865684877205642"
"No","1985","vocational + Abi","Rural Area","18","","",""
"No","1985","higher vocational","Urban Area","205","0.627323040675509","0.574836109368253","0.679809971982764"
"No","1985","higher vocational","Rural Area","60","0.691643448112687","0.594602241334245","0.78868465489113"
"No","1985","higher education","Urban Area","257","0.521775251816519","0.477500980390367","0.56604952324267"
"No","1985","higher education","Rural Area","30","0.357136292182833","0.252788796943356","0.461483787422311"
"Yes","1986","in school","Urban Area","","","",""
"Yes","1986","in school","Rural Area","","","",""
"Yes","1986","inadequately","Urban Area","35","0.111834827864443","0.0784817100654982","0.145187945663387"
"Yes","1986","inadequately","Rural Area","4","","",""
"Yes","1986","general elemantary","Urban Area","161","0.212869239627854","0.187624708966137","0.238113770289571"
"Yes","1986","general elemantary","Rural Area","37","0.141192803937244","0.100036547651786","0.182349060222702"
"Yes","1986","middle vocational","Urban Area","489","0.238435587268645","0.221035728935979","0.255835445601311"
"Yes","1986","middle vocational","Rural Area","137","0.222128060642374","0.189873322778898","0.25438279850585"
"Yes","1986","vocational + Abi","Urban Area","27","","",""
"Yes","1986","vocational + Abi","Rural Area","1","","",""
"Yes","1986","higher vocational","Urban Area","110","0.37577755050097","0.320035338406294","0.431519762595645"
"Yes","1986","higher vocational","Rural Area","23","","",""
"Yes","1986","higher education","Urban Area","222","0.479870490732807","0.43460753260725","0.525133448858364"
"Yes","1986","higher education","Rural Area","51","0.600768113673468","0.496655182052986","0.704881045293951"
"No","1986","in school","Urban Area","2","","",""
"No","1986","in school","Rural Area","","","",""
"No","1986","inadequately","Urban Area","308","0.888165172135557","0.854812054336612","0.921518289934502"
"No","1986","inadequately","Rural Area","44","0.867735011417588","0.771895744723301","0.963574278111875"
"No","1986","general elemantary","Urban Area","849","0.787130760372146","0.761886229710429","0.812375291033863"
"No","1986","general elemantary","Rural Area","238","0.858807196062756","0.817650939777298","0.899963452348215"
"No","1986","middle vocational","Urban Area","1815","0.761564412731355","0.744164554398689","0.778964271064021"
"No","1986","middle vocational","Rural Area","501","0.777871939357626","0.74561720149415","0.810126677221102"
"No","1986","vocational + Abi","Urban Area","123","0.777385243695669","0.710812327389713","0.843958160001624"
"No","1986","vocational + Abi","Rural Area","21","","",""
"No","1986","higher vocational","Urban Area","180","0.62422244949903","0.568480237404355","0.679964661593706"
"No","1986","higher vocational","Rural Area","57","0.700996283623118","0.600673575177962","0.801318992068273"
"No","1986","higher education","Urban Area","246","0.520129509267193","0.474866551141636","0.56539246739275"
"No","1986","higher education","Rural Area","34","0.399231886326532","0.295118954706049","0.503344817947014"
"Yes","1987","in school","Urban Area","","","",""
"Yes","1987","in school","Rural Area","","","",""
"Yes","1987","inadequately","Urban Area","34","0.11256675282519","0.0784659944185813","0.146667511231799"
"Yes","1987","inadequately","Rural Area","3","","",""
"Yes","1987","general elemantary","Urban Area","167","0.21225268835466","0.187341297211204","0.237164079498116"
"Yes","1987","general elemantary","Rural Area","40","0.152725867341782","0.110440124245232","0.195011610438332"
"Yes","1987","middle vocational","Urban Area","484","0.23502067225723","0.217748360227417","0.252292984287044"
"Yes","1987","middle vocational","Rural Area","148","0.227699180365191","0.196295771994549","0.259102588735833"
"Yes","1987","vocational + Abi","Urban Area","31","0.253684075427661","0.185621837936896","0.321746312918425"
"Yes","1987","vocational + Abi","Rural Area","1","","",""
"Yes","1987","higher vocational","Urban Area","110","0.375791331147773","0.319363527057671","0.432219135237875"
"Yes","1987","higher vocational","Rural Area","25","","",""
"Yes","1987","higher education","Urban Area","222","0.473600080731121","0.428363584932321","0.518836576529921"
"Yes","1987","higher education","Rural Area","45","0.549526154309659","0.444371659914412","0.654680648704907"
"No","1987","in school","Urban Area","5","","",""
"No","1987","in school","Rural Area","","","",""
"No","1987","inadequately","Urban Area","296","0.88743324717481","0.853332488768201","0.921534005581419"
"No","1987","inadequately","Rural Area","48","0.900490455567756","0.818335279830805","0.982645631304707"
"No","1987","general elemantary","Urban Area","868","0.78774731164534","0.762835920501884","0.812658702788796"
"No","1987","general elemantary","Rural Area","238","0.847274132658218","0.804988389561668","0.889559875754768"
"No","1987","middle vocational","Urban Area","1831","0.76497932774277","0.747707015712956","0.782251639772583"
"No","1987","middle vocational","Rural Area","537","0.772300819634809","0.740897411264166","0.803704228005451"
"No","1987","vocational + Abi","Urban Area","126","0.746315924572339","0.678253687081575","0.814378162063104"
"No","1987","vocational + Abi","Rural Area","21","","",""
"No","1987","higher vocational","Urban Area","173","0.624208668852227","0.567780864762125","0.680636472942329"
"No","1987","higher vocational","Rural Area","53","0.677022039441558","0.573248020349954","0.780796058533162"
"No","1987","higher education","Urban Area","246","0.526399919268879","0.481163423470079","0.571636415067678"
"No","1987","higher education","Rural Area","41","0.450473845690341","0.345319351295093","0.555628340085588"
"Yes","1988","in school","Urban Area","","","",""
"Yes","1988","in school","Rural Area","","","",""
"Yes","1988","inadequately","Urban Area","33","0.0824881470262378","0.0515629186915567","0.113413375360919"
"Yes","1988","inadequately","Rural Area","2","","",""
"Yes","1988","general elemantary","Urban Area","164","0.204947332581487","0.180646886665621","0.229247778497353"
"Yes","1988","general elemantary","Rural Area","37","0.141468801640479","0.0998221270781723","0.183115476202786"
"Yes","1988","middle vocational","Urban Area","467","0.231866588886301","0.214482685721391","0.249250492051212"
"Yes","1988","middle vocational","Rural Area","136","0.233381269558674","0.20048217539397","0.266280363723378"
"Yes","1988","vocational + Abi","Urban Area","27","","",""
"Yes","1988","vocational + Abi","Rural Area","","","",""
"Yes","1988","higher vocational","Urban Area","107","0.372796888483578","0.316657729455501","0.428936047511655"
"Yes","1988","higher vocational","Rural Area","22","","",""
"Yes","1988","higher education","Urban Area","209","0.462269514355703","0.416458242539833","0.508080786171573"
"Yes","1988","higher education","Rural Area","38","0.490371479182503","0.382170640087985","0.598572318277022"
"No","1988","in school","Urban Area","6","","",""
"No","1988","in school","Rural Area","","","",""
"No","1988","inadequately","Urban Area","271","0.917511852973762","0.886586624639081","0.948437081308443"
"No","1988","inadequately","Rural Area","46","0.915923171576283","0.837418562413711","0.994427780738855"
"No","1988","general elemantary","Urban Area","896","0.795052667418513","0.770752221502647","0.819353113334379"
"No","1988","general elemantary","Rural Area","232","0.858531198359521","0.816884523797214","0.900177872921828"
"No","1988","middle vocational","Urban Area","1797","0.768133411113699","0.750749507948788","0.785517314278609"
"No","1988","middle vocational","Rural Area","499","0.766618730441326","0.733719636276622","0.79951782460603"
"No","1988","vocational + Abi","Urban Area","122","0.757818930243771","0.689031707034762","0.82660615345278"
"No","1988","vocational + Abi","Rural Area","17","","",""
"No","1988","higher vocational","Urban Area","178","0.627203111516422","0.571063952488345","0.683342270544499"
"No","1988","higher vocational","Rural Area","55","0.693574343484716","0.590604085512068","0.796544601457365"
"No","1988","higher education","Urban Area","246","0.537730485644297","0.491919213828427","0.583541757460167"
"No","1988","higher education","Rural Area","44","0.509628520817497","0.401427681722978","0.617829359912015"
"Yes","1989","in school","Urban Area","2","","",""
"Yes","1989","in school","Rural Area","","","",""
"Yes","1989","inadequately","Urban Area","35","0.105926833876632","0.0705076444460981","0.141346023307166"
"Yes","1989","inadequately","Rural Area","2","","",""
"Yes","1989","general elemantary","Urban Area","165","0.204871760924818","0.180856193022667","0.228887328826969"
"Yes","1989","general elemantary","Rural Area","37","0.149720166366428","0.106434019632397","0.19300631310046"
"Yes","1989","middle vocational","Urban Area","472","0.227985155000348","0.210891594868285","0.245078715132411"
"Yes","1989","middle vocational","Rural Area","149","0.245019047420538","0.211903761502617","0.278134333338459"
"Yes","1989","vocational + Abi","Urban Area","20","","",""
"Yes","1989","vocational + Abi","Rural Area","","","",""
"Yes","1989","higher vocational","Urban Area","100","0.351693423693972","0.295563037495402","0.407823809892542"
"Yes","1989","higher vocational","Rural Area","22","","",""
"Yes","1989","higher education","Urban Area","204","0.436789350925837","0.392138435222079","0.481440266629595"
"Yes","1989","higher education","Rural Area","39","0.533068920609677","0.422350760030692","0.643787081188662"
"No","1989","in school","Urban Area","9","","",""
"No","1989","in school","Rural Area","1","","",""
"No","1989","inadequately","Urban Area","255","0.894073166123368","0.858653976692834","0.929492355553902"
"No","1989","inadequately","Rural Area","49","0.904968619788176","0.824483928707304","0.985453310869047"
"No","1989","general elemantary","Urban Area","920","0.795128239075182","0.771112671173031","0.819143806977333"
"No","1989","general elemantary","Rural Area","224","0.850279833633572","0.80699368689954","0.893565980367603"
"No","1989","middle vocational","Urban Area","1842","0.772014844999652","0.754921284867589","0.789108405131715"
"No","1989","middle vocational","Rural Area","499","0.754980952579462","0.721865666661541","0.788096238497384"
"No","1989","vocational + Abi","Urban Area","152","0.838327599816565","0.783309106540049","0.893346093093082"
"No","1989","vocational + Abi","Rural Area","15","","",""
"No","1989","higher vocational","Urban Area","178","0.648306576306029","0.592176190107459","0.704436962504598"
"No","1989","higher vocational","Rural Area","55","0.726981518421241","0.62747295946185","0.826490077380632"
"No","1989","higher education","Urban Area","270","0.563210649074163","0.518559733370404","0.607861564777921"
"No","1989","higher education","Rural Area","39","0.466931079390323","0.356212918811338","0.577649239969308"
"Yes","1990","in school","Urban Area","1","","",""
"Yes","1990","in school","Rural Area","","","",""
"Yes","1990","inadequately","Urban Area","33","0.112055894381591","0.0757514947214319","0.148360294041751"
"Yes","1990","inadequately","Rural Area","1","","",""
"Yes","1990","general elemantary","Urban Area","180","0.206633956518758","0.182519831250448","0.230748081787069"
"Yes","1990","general elemantary","Rural Area","78","0.199863378496727","0.161618601571005","0.238108155422449"
