"pgoeffd","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","1996","Couple + C. GT 16 ","Urban Area","673","0.768333428514553","0.740201612403449","0.796465244625658","2"
"No","1996","Couple + C. LE 16 ","Rural Area","547","0.78471273786994","0.754648486949554","0.814776988790325","2"
"No","1996","Couple + C. LE 16 ","Urban Area","1050","0.742362328276311","0.719161985001492","0.76556267155113","2"
"No","1996","Couple + C. LE and GT 16","Rural Area","236","0.707023076036875","0.657617861127994","0.756428290945755","2"
"No","1996","Couple + C. LE and GT 16","Urban Area","400","0.794840262390786","0.759338011143046","0.830342513638525","2"
"No","1996","Single parent ","Rural Area","82","0.687644067044265","0.603305576045345","0.771982558043185","2"
"No","1996","1-pers.-HH","Rural Area","108","0.687364371554194","0.613910427644847","0.760818315463541","2"
"No","1996","1-pers.-HH","Urban Area","355","0.679178089656039","0.638425363463182","0.719930815848896","2"
"No","1996","Single parent ","Urban Area","169","0.650881716455516","0.592488090812474","0.709275342098558","2"
"Yes","1996","(Married) couple without C. ","Rural Area","157","0.304892200788775","0.264977132260842","0.344807269316709","1"
"Yes","1996","(Married) couple without C. ","Urban Area","331","0.281915900894248","0.256564448404655","0.307267353383841","1"
"Yes","1996","1-pers.-HH","Rural Area","45","0.312635628445806","0.239181684536459","0.386089572355153","1"
"Yes","1996","1-pers.-HH","Urban Area","149","0.320821910343961","0.280069184151104","0.361574636536818","1"
"Yes","1996","Couple + C. GT 16 ","Rural Area","155","0.288902361200569","0.250779249622421","0.327025472778717","1"
"Yes","1996","Couple + C. LE and GT 16","Rural Area","90","0.292976923963126","0.243571709054245","0.342382138872007","1"
"Yes","1996","Couple + C. GT 16 ","Urban Area","191","0.231666571485447","0.203534755374342","0.259798387596552","1"
"Yes","1996","Couple + C. LE 16 ","Rural Area","171","0.21528726213006","0.185223011209675","0.245351513050446","1"
"Yes","1996","Couple + C. LE 16 ","Urban Area","315","0.25763767172369","0.23443732844887","0.280838014998509","1"
"Yes","1996","Couple + C. LE and GT 16","Urban Area","97","0.205159737609214","0.169657486361475","0.240661988856954","1"
"Yes","1996","Single parent ","Rural Area","34","0.312355932955735","0.228017441956815","0.396694423954655","1"
"Yes","1996","Single parent ","Urban Area","87","0.349118283544484","0.290724657901442","0.407511909187526","1"
"No","1997","(Married) couple without C. ","Rural Area","350","0.681061926825958","0.640809602715968","0.721314250935948","2"
"No","1997","(Married) couple without C. ","Urban Area","896","0.723979821380819","0.699058417538097","0.748901225223541","2"
"No","1997","Couple + C. GT 16 ","Rural Area","433","0.731561470751931","0.695496803316893","0.767626138186969","2"
"No","1997","Couple + C. GT 16 ","Urban Area","676","0.75047178174841","0.721549944244134","0.779393619252686","2"
"No","1997","Couple + C. LE 16 ","Rural Area","508","0.789820920221665","0.758923734789809","0.820718105653521","2"
"No","1997","Couple + C. LE 16 ","Urban Area","1036","0.755041251994565","0.731902259432069","0.77818024455706","2"
"No","1997","Couple + C. LE and GT 16","Rural Area","229","0.719629509839047","0.670568013729968","0.768691005948127","2"
"No","1997","Couple + C. LE and GT 16","Urban Area","363","0.770120262193174","0.73200009594043","0.808240428445918","2"
"No","1997","Single parent ","Rural Area","85","0.665129600195854","0.582062554184473","0.748196646207235","2"
"No","1997","Single parent ","Urban Area","181","0.716572894325301","0.660484484215801","0.772661304434802","2"
"No","1997","1-pers.-HH","Rural Area","108","0.731572097493083","0.661583043086777","0.80156115189939","2"
"No","1997","1-pers.-HH","Urban Area","334","0.691020066924524","0.650065331138481","0.731974802710568","2"
"Yes","1997","(Married) couple without C. ","Rural Area","165","0.318938073174042","0.278685749064052","0.359190397284032","1"
"Yes","1997","(Married) couple without C. ","Urban Area","340","0.276020178619181","0.251098774776459","0.300941582461903","1"
"Yes","1997","1-pers.-HH","Urban Area","155","0.308979933075476","0.268025197289432","0.349934668861519","1"
"Yes","1997","Couple + C. LE and GT 16","Rural Area","93","0.280370490160953","0.231308994051873","0.329431986270032","1"
"Yes","1997","1-pers.-HH","Rural Area","46","0.268427902506917","0.19843884810061","0.338416956913223","1"
"Yes","1997","Couple + C. GT 16 ","Rural Area","147","0.268438529248069","0.232373861813031","0.304503196683107","1"
"Yes","1997","Couple + C. GT 16 ","Urban Area","184","0.24952821825159","0.220606380747314","0.278450055755866","1"
"Yes","1997","Couple + C. LE 16 ","Rural Area","160","0.210179079778335","0.179281894346479","0.241076265210191","1"
"Yes","1997","Couple + C. LE 16 ","Urban Area","291","0.244958748005435","0.221819755442939","0.268097740567931","1"
"Yes","1997","Couple + C. LE and GT 16","Urban Area","105","0.229879737806826","0.191759571554082","0.26799990405957","1"
"Yes","1997","Single parent ","Rural Area","39","0.334870399804146","0.251803353792765","0.417937445815527","1"
"Yes","1997","Single parent ","Urban Area","67","0.283427105674698","0.227338695565198","0.339515515784199","1"
"No","1998","(Married) couple without C. ","Rural Area","425","0.687961890207235","0.651011789068758","0.724911991345712","2"
"No","1998","(Married) couple without C. ","Urban Area","1041","0.742777112631039","0.719970087282922","0.765584137979156","2"
"No","1998","Couple + C. GT 16 ","Rural Area","455","0.721743758660354","0.686666285879358","0.75682123144135","2"
"No","1998","Couple + C. GT 16 ","Urban Area","736","0.758624599084506","0.73141348939883","0.785835708770182","2"
"No","1998","Couple + C. LE 16 ","Rural Area","566","0.76563254967925","0.735336433017524","0.795928666340976","2"
"No","1998","Couple + C. LE 16 ","Urban Area","1107","0.766504205156904","0.744445815064213","0.788562595249595","2"
"No","1998","Couple + C. LE and GT 16","Rural Area","240","0.697101860929269","0.648258554449294","0.745945167409244","2"
"No","1998","Couple + C. LE and GT 16","Urban Area","358","0.777068130296327","0.738950053553321","0.815186207039333","2"
"No","1998","1-pers.-HH","Rural Area","120","0.714999894158602","0.647142195041101","0.782857593276102","2"
"No","1998","Single parent ","Rural Area","87","0.667164785590404","0.585209414207384","0.749120156973423","2"
"No","1998","Single parent ","Urban Area","199","0.683742571953347","0.628981128835846","0.738504015070848","2"
"No","1998","1-pers.-HH","Urban Area","417","0.677320633961882","0.640068328596658","0.714572939327105","2"
"Yes","1998","(Married) couple without C. ","Rural Area","179","0.312038109792765","0.275088008654288","0.348988210931242","1"
"Yes","1998","1-pers.-HH","Urban Area","188","0.322679366038118","0.285427060672895","0.359931671403342","1"
"Yes","1998","(Married) couple without C. ","Urban Area","370","0.257222887368961","0.234415862020844","0.280029912717078","1"
"Yes","1998","1-pers.-HH","Rural Area","50","0.285000105841398","0.217142406723898","0.352857804958899","1"
"Yes","1998","Couple + C. GT 16 ","Rural Area","172","0.278256241339646","0.243178768558649","0.313333714120642","1"
"Yes","1998","Couple + C. GT 16 ","Urban Area","214","0.241375400915494","0.214164291229818","0.26858651060117","1"
"Yes","1998","Couple + C. LE and GT 16","Rural Area","100","0.302898139070731","0.254054832590757","0.351741445550706","1"
"Yes","1998","Couple + C. LE 16 ","Rural Area","185","0.23436745032075","0.204071333659024","0.264663566982476","1"
"Yes","1998","Couple + C. LE 16 ","Urban Area","306","0.233495794843096","0.211437404750405","0.255554184935787","1"
"Yes","1998","Couple + C. LE and GT 16","Urban Area","100","0.222931869703673","0.184813792960667","0.261049946446679","1"
"Yes","1998","Single parent ","Rural Area","40","0.332835214409596","0.250879843026577","0.414790585792616","1"
"Yes","1998","Single parent ","Urban Area","78","0.316257428046653","0.261495984929152","0.371018871164154","1"
"No","1999","(Married) couple without C. ","Rural Area","404","0.683887189332378","0.645982106134688","0.721792272530067","2"
"No","1999","(Married) couple without C. ","Urban Area","981","0.750158347690837","0.726918037987259","0.773398657394415","2"
"No","1999","Couple + C. GT 16 ","Rural Area","405","0.726991077158987","0.689960229262712","0.764021925055262","2"
"No","1999","Couple + C. GT 16 ","Urban Area","697","0.763240107331266","0.735359192436934","0.791121022225599","2"
"No","1999","Couple + C. LE 16 ","Rural Area","546","0.7711239807004","0.740395002508998","0.801852958891803","2"
"No","1999","Couple + C. LE 16 ","Urban Area","1066","0.763212159243261","0.740450808514599","0.785973509971923","2"
"No","1999","Couple + C. LE and GT 16","Rural Area","223","0.713893790921266","0.663906026916954","0.763881554925578","2"
"No","1999","Couple + C. LE and GT 16","Urban Area","315","0.775619366629239","0.734990230670459","0.81624850258802","2"
"No","1999","1-pers.-HH","Rural Area","129","0.751353197920861","0.687130732217878","0.815575663623843","2"
"No","1999","1-pers.-HH","Urban Area","399","0.683189412213658","0.644996649872919","0.721382174554397","2"
"No","1999","Single parent ","Rural Area","97","0.666743934465886","0.588661626591493","0.744826242340279","2"
"No","1999","Single parent ","Urban Area","183","0.71557872028671","0.659767568926583","0.771389871646836","2"
"Yes","1999","(Married) couple without C. ","Rural Area","174","0.316112810667623","0.278207727469933","0.354017893865312","1"
"Yes","1999","(Married) couple without C. ","Urban Area","352","0.249841652309163","0.226601342605585","0.273081962012741","1"
"Yes","1999","Couple + C. LE and GT 16","Rural Area","91","0.286106209078734","0.236118445074422","0.336093973083046","1"
"Yes","1999","1-pers.-HH","Urban Area","171","0.316810587786342","0.278617825445603","0.355003350127081","1"
"Yes","1999","1-pers.-HH","Rural Area","45","0.248646802079139","0.184424336376157","0.312869267782122","1"
"Yes","1999","Couple + C. GT 16 ","Rural Area","151","0.273008922841013","0.235978074944738","0.310039770737288","1"
"Yes","1999","Couple + C. GT 16 ","Urban Area","196","0.236759892668734","0.208878977774401","0.264640807563066","1"
"Yes","1999","Couple + C. LE 16 ","Rural Area","172","0.2288760192996","0.198147041108197","0.259604997491002","1"
"Yes","1999","Couple + C. LE 16 ","Urban Area","274","0.236787840756739","0.214026490028077","0.259549191485401","1"
"Yes","1999","Couple + C. LE and GT 16","Urban Area","90","0.224380633370761","0.18375149741198","0.265009769329541","1"
"Yes","1999","Single parent ","Rural Area","43","0.333256065534114","0.255173757659721","0.411338373408507","1"
"Yes","1999","Single parent ","Urban Area","68","0.284421279713291","0.228610128353164","0.340232431073417","1"
"No","2000","(Married) couple without C. ","Rural Area","758","0.738225358699409","0.711572229032179","0.76487848836664","2"
"No","2000","(Married) couple without C. ","Urban Area","1797","0.759036251482851","0.741929831690947","0.776142671274755","2"
"No","2000","Couple + C. GT 16 ","Rural Area","787","0.756059839452243","0.729996763218591","0.782122915685894","2"
"No","2000","Couple + C. GT 16 ","Urban Area","1138","0.763568328191475","0.742008740102973","0.785127916279978","2"
"No","2000","Couple + C. LE 16 ","Rural Area","991","0.790232271612941","0.76807456430269","0.812389978923191","2"
"No","2000","Couple + C. LE 16 ","Urban Area","1991","0.778405603858488","0.762154602598593","0.794656605118383","2"
"No","2000","Couple + C. LE and GT 16","Rural Area","402","0.748138760758773","0.711458813789428","0.784818707728118","2"
"No","2000","Couple + C. LE and GT 16","Urban Area","559","0.772465290443604","0.742320171677988","0.80261040920922","2"
"No","2000","1-pers.-HH","Rural Area","290","0.743865872351278","0.700928656641469","0.786803088061087","2"
"No","2000","1-pers.-HH","Urban Area","885","0.754661298716603","0.730193272282966","0.779129325150241","2"
"No","2000","Single parent ","Rural Area","163","0.763710887696175","0.707320355852819","0.82010141953953","2"
"No","2000","Single parent ","Urban Area","395","0.78397548856215","0.74822417872528","0.819726798399019","2"
"Yes","2000","(Married) couple without C. ","Rural Area","287","0.26177464130059","0.23512151163336","0.288427770967821","1"
"Yes","2000","Couple + C. LE and GT 16","Rural Area","136","0.251861239241227","0.215181292271882","0.288541186210572","1"
"Yes","2000","(Married) couple without C. ","Urban Area","604","0.240963748517149","0.223857328725245","0.258070168309053","1"
"Yes","2000","1-pers.-HH","Rural Area","107","0.256134127648722","0.213196911938912","0.299071343358531","1"
"Yes","2000","1-pers.-HH","Urban Area","303","0.245338701283397","0.220870674849759","0.269806727717034","1"
"Yes","2000","Couple + C. GT 16 ","Rural Area","256","0.243940160547757","0.217877084314106","0.270003236781409","1"
"Yes","2000","Couple + C. GT 16 ","Urban Area","354","0.236431671808525","0.214872083720022","0.257991259897027","1"
"Yes","2000","Couple + C. LE 16 ","Rural Area","306","0.209767728387059","0.187610021076809","0.23192543569731","1"
"Yes","2000","Couple + C. LE 16 ","Urban Area","518","0.221594396141512","0.205343394881617","0.237845397401407","1"
"Yes","2000","Couple + C. LE and GT 16","Urban Area","184","0.227534709556396","0.19738959079078","0.257679828322012","1"
"Yes","2000","Single parent ","Rural Area","55","0.236289112303825","0.17989858046047","0.292679644147181","1"
"Yes","2000","Single parent ","Urban Area","114","0.21602451143785","0.180273201600981","0.25177582127472","1"
"No","2001","(Married) couple without C. ","Rural Area","619","0.719357934119547","0.689688515236387","0.749027353002706","2"
"No","2001","(Married) couple without C. ","Urban Area","1494","0.762736137137545","0.744054867715971","0.781417406559119","2"
"No","2001","1-pers.-HH","Rural Area","251","0.759171091533312","0.713383286251536","0.804958896815089","2"
"No","2001","Couple + C. GT 16 ","Rural Area","673","0.751929290490035","0.723665649031459","0.780192931948612","2"
"No","2001","Couple + C. GT 16 ","Urban Area","956","0.747044536299131","0.723295056761401","0.770794015836862","2"
"No","2001","Couple + C. LE 16 ","Rural Area","852","0.798380495548074","0.774799239812261","0.821961751283887","2"
"No","2001","Couple + C. LE 16 ","Urban Area","1734","0.765554159736989","0.747895288256979","0.783213031216999","2"
"No","2001","Couple + C. LE and GT 16","Rural Area","330","0.765907702103094","0.726024876112628","0.805790528093559","2"
"No","2001","Couple + C. LE and GT 16","Urban Area","526","0.780576559614234","0.749606981015202","0.811546138213267","2"
"No","2001","Single parent ","Rural Area","162","0.764073314135368","0.7070550044078","0.821091623862937","2"
"No","2001","1-pers.-HH","Urban Area","783","0.759106267580985","0.733265568417854","0.784946966744116","2"
"No","2001","Single parent ","Urban Area","320","0.782278460436954","0.742233359378501","0.822323561495406","2"
"Yes","2001","Couple + C. LE and GT 16","Rural Area","103","0.234092297896906","0.194209471906441","0.273975123887372","1"
"Yes","2001","(Married) couple without C. ","Rural Area","262","0.280642065880453","0.250972646997294","0.310311484763613","1"
"Yes","2001","(Married) couple without C. ","Urban Area","498","0.237263862862455","0.218582593440881","0.255945132284029","1"
"Yes","2001","1-pers.-HH","Rural Area","84","0.240828908466688","0.195041103184911","0.286616713748464","1"
"Yes","2001","1-pers.-HH","Urban Area","269","0.240893732419015","0.215053033255884","0.266734431582146","1"
"Yes","2001","Couple + C. GT 16 ","Rural Area","224","0.248070709509965","0.219807068051388","0.276334350968541","1"
"Yes","2001","Couple + C. GT 16 ","Urban Area","331","0.252955463700869","0.229205984163138","0.276704943238599","1"
"Yes","2001","Couple + C. LE 16 ","Rural Area","260","0.201619504451926","0.178038248716113","0.225200760187739","1"
"Yes","2001","Couple + C. LE and GT 16","Urban Area","160","0.219423440385766","0.188453861786733","0.250393018984798","1"
"Yes","2001","Couple + C. LE 16 ","Urban Area","477","0.234445840263011","0.216786968783001","0.252104711743021","1"
"Yes","2001","Single parent ","Rural Area","51","0.235926685864632","0.178908376137063","0.2929449955922","1"
"Yes","2001","Single parent ","Urban Area","88","0.217721539563046","0.177676438504594","0.257766640621499","1"
"No","2002","(Married) couple without C. ","Rural Area","703","0.731984488539201","0.704842530296518","0.759126446781883","2"
"No","2002","(Married) couple without C. ","Urban Area","1786","0.744589500673627","0.727328511301026","0.761850490046228","2"
"No","2002","1-pers.-HH","Rural Area","246","0.784830244783946","0.740153153661191","0.8295073359067","2"
"No","2002","Couple + C. GT 16 ","Rural Area","734","0.750663025062287","0.723981954002445","0.777344096122129","2"
"No","2002","Couple + C. GT 16 ","Urban Area","1168","0.790713583913707","0.770369759278552","0.811057408548863","2"
"No","2002","Couple + C. LE 16 ","Rural Area","810","0.768040887446373","0.742937572889974","0.793144202002773","2"
"No","2002","Couple + C. LE 16 ","Urban Area","1924","0.782702262546553","0.766477696142891","0.798926828950214","2"
"No","2002","Couple + C. LE and GT 16","Rural Area","363","0.789217018192232","0.752691504962927","0.825742531421538","2"
"No","2002","Couple + C. LE and GT 16","Urban Area","601","0.779890880666321","0.751410961168974","0.808370800163669","2"
"No","2002","Single parent ","Rural Area","182","0.762307630806833","0.708787433289454","0.815827828324212","2"
"No","2002","Single parent ","Urban Area","345","0.765104369419541","0.726279217634256","0.803929521204826","2"
"No","2002","1-pers.-HH","Urban Area","811","0.755101857936944","0.729573060541537","0.78063065533235","2"
"Yes","2002","Couple + C. LE and GT 16","Rural Area","116","0.210782981807768","0.174257468578462","0.247308495037073","1"
"Yes","2002","(Married) couple without C. ","Rural Area","320","0.2680155114608","0.240873553218117","0.295157469703482","1"
"Yes","2002","(Married) couple without C. ","Urban Area","666","0.255410499326373","0.238149509953772","0.272671488698974","1"
"Yes","2002","1-pers.-HH","Rural Area","79","0.215169755216054","0.1704926640933","0.259846846338809","1"
"Yes","2002","1-pers.-HH","Urban Area","279","0.244898142063056","0.21936934466765","0.270426939458463","1"
"Yes","2002","Couple + C. GT 16 ","Rural Area","276","0.249336974937713","0.222655903877871","0.276018045997555","1"
"Yes","2002","Couple + C. GT 16 ","Urban Area","368","0.209286416086293","0.188942591451137","0.229630240721448","1"
"Yes","2002","Couple + C. LE 16 ","Rural Area","276","0.231959112553627","0.206855797997227","0.257062427110026","1"
"Yes","2002","Couple + C. LE 16 ","Urban Area","558","0.217297737453448","0.201073171049786","0.233522303857109","1"
"Yes","2002","Couple + C. LE and GT 16","Urban Area","212","0.220109119333679","0.191629199836331","0.248589038831026","1"
"Yes","2002","Single parent ","Rural Area","61","0.237692369193167","0.184172171675788","0.291212566710546","1"
"Yes","2002","Single parent ","Urban Area","113","0.234895630580459","0.196070478795174","0.273720782365744","1"
"No","2003","(Married) couple without C. ","Rural Area","636","0.722238810467926","0.69348361477026","0.750994006165592","2"
"No","2003","(Married) couple without C. ","Urban Area","1560","0.72160759207192","0.702727748951053","0.740487435192787","2"
"No","2003","Couple + C. GT 16 ","Rural Area","653","0.765028544268815","0.737282680917596","0.792774407620034","2"
"No","2003","1-pers.-HH","Rural Area","230","0.757268180447349","0.709618926352434","0.804917434542265","2"
"No","2003","Couple + C. GT 16 ","Urban Area","1076","0.778195366895178","0.75663948816531","0.799751245625046","2"
"No","2003","Couple + C. LE 16 ","Rural Area","701","0.736359129810452","0.708487415572781","0.764230844048122","2"
"No","2003","Couple + C. LE 16 ","Urban Area","1632","0.772209805458373","0.75436505126814","0.790054559648606","2"
"No","2003","Couple + C. LE and GT 16","Rural Area","290","0.766776492989865","0.7242580993215","0.80929488665823","2"
"No","2003","Couple + C. LE and GT 16","Urban Area","553","0.794955698797568","0.765964560352876","0.823946837242259","2"
"No","2003","Single parent ","Rural Area","152","0.780989061137681","0.72338264267684","0.838595479598523","2"
"No","2003","Single parent ","Urban Area","302","0.761086910647765","0.719608493712986","0.802565327582544","2"
"No","2003","1-pers.-HH","Urban Area","725","0.738120372090955","0.710843329992959","0.765397414188951","2"
"Yes","2003","(Married) couple without C. ","Rural Area","296","0.277761189532074","0.249005993834408","0.30651638522974","1"
"Yes","2003","Couple + C. LE and GT 16","Rural Area","90","0.233223507010135","0.19070511334177","0.2757419006785","1"
"Yes","2003","(Married) couple without C. ","Urban Area","605","0.27839240792808","0.259512564807213","0.297272251048947","1"
"Yes","2003","1-pers.-HH","Rural Area","81","0.242731819552651","0.195082565457735","0.290381073647566","1"
"Yes","2003","1-pers.-HH","Urban Area","273","0.261879627909045","0.234602585811049","0.289156670007041","1"
"Yes","2003","Couple + C. GT 16 ","Rural Area","244","0.234971455731185","0.207225592379966","0.262717319082404","1"
"Yes","2003","Couple + C. GT 16 ","Urban Area","351","0.221804633104823","0.200248754374955","0.243360511834691","1"
"Yes","2003","Couple + C. LE 16 ","Rural Area","259","0.263640870189548","0.235769155951878","0.291512584427219","1"
"Yes","2003","Couple + C. LE 16 ","Urban Area","490","0.227790194541627","0.209945440351394","0.24563494873186","1"
"Yes","2003","Couple + C. LE and GT 16","Urban Area","192","0.205044301202432","0.176053162757741","0.234035439647124","1"
"Yes","2003","Single parent ","Rural Area","46","0.219010938862319","0.161404520401478","0.27661735732316","1"
"Yes","2003","Single parent ","Urban Area","104","0.238913089352235","0.197434672417456","0.280391506287014","1"
"No","2004","(Married) couple without C. ","Rural Area","704","0.737270667656997","0.70986887203572","0.764672463278275","2"
"No","2004","(Married) couple without C. ","Urban Area","1693","0.73696243777112","0.719050520171016","0.754874355371223","2"
"No","2004","1-pers.-HH","Rural Area","266","0.758315865319733","0.713207282416893","0.803424448222573","2"
"No","2004","Couple + C. GT 16 ","Rural Area","706","0.768123904904183","0.741510333572385","0.794737476235981","2"
"No","2004","Couple + C. GT 16 ","Urban Area","1101","0.767266950570421","0.745781673326546","0.788752227814295","2"
"No","2004","Couple + C. LE 16 ","Rural Area","696","0.779354823225101","0.752717653161039","0.805991993289163","2"
"No","2004","Couple + C. LE 16 ","Urban Area","1636","0.775228756424252","0.757430246144968","0.793027266703537","2"
"No","2004","Couple + C. LE and GT 16","Rural Area","308","0.809051214326211","0.770290122601279","0.847812306051143","2"
"No","2004","Couple + C. LE and GT 16","Urban Area","534","0.805976724272753","0.77701130987509","0.834942138670416","2"
"No","2004","Single parent ","Rural Area","165","0.801482981016909","0.747404937256451","0.855561024777367","2"
"No","2004","1-pers.-HH","Urban Area","699","0.716454570562769","0.688293043800162","0.744616097325375","2"
"No","2004","Single parent ","Urban Area","325","0.775982990328662","0.736344215322529","0.815621765334795","2"
"Yes","2004","(Married) couple without C. ","Rural Area","287","0.262729332343003","0.235327536721725","0.29013112796428","1"
"Yes","2004","(Married) couple without C. ","Urban Area","628","0.26303756222888","0.245125644628777","0.280949479828984","1"
"Yes","2004","Couple + C. LE and GT 16","Rural Area","87","0.190948785673789","0.152187693948857","0.22970987739872","1"
"Yes","2004","Couple + C. LE and GT 16","Urban Area","182","0.194023275727247","0.165057861329584","0.22298869012491","1"
"Yes","2004","1-pers.-HH","Rural Area","80","0.241684134680267","0.196575551777427","0.286792717583107","1"
"Yes","2004","1-pers.-HH","Urban Area","285","0.283545429437231","0.255383902674625","0.311706956199838","1"
"Yes","2004","Couple + C. GT 16 ","Rural Area","260","0.231876095095817","0.205262523764019","0.258489666427615","1"
"Yes","2004","Couple + C. GT 16 ","Urban Area","385","0.232733049429579","0.211247772185705","0.254218326673454","1"
"Yes","2004","Couple + C. LE 16 ","Rural Area","235","0.220645176774899","0.194008006710837","0.247282346838961","1"
"Yes","2004","Couple + C. LE 16 ","Urban Area","477","0.224771243575748","0.206972733296463","0.242569753855032","1"
"Yes","2004","Single parent ","Rural Area","44","0.198517018983091","0.144438975222633","0.252595062743549","1"
"Yes","2004","Single parent ","Urban Area","100","0.224017009671338","0.184378234665205","0.263655784677471","1"
"No","2005","(Married) couple without C. ","Rural Area","656","0.740764073341924","0.712447432831498","0.76908071385235","2"
"No","2005","(Married) couple without C. ","Urban Area","1511","0.744831321709685","0.726172185994417","0.763490457424954","2"
"No","2005","1-pers.-HH","Rural Area","250","0.743327202301427","0.696342228992423","0.790312175610431","2"
"No","2005","Couple + C. GT 16 ","Rural Area","611","0.767406608300808","0.738612290778853","0.796200925822764","2"
"No","2005","Couple + C. GT 16 ","Urban Area","970","0.752502863472578","0.729195434399432","0.775810292545723","2"
"No","2005","Couple + C. LE 16 ","Rural Area","612","0.783141276965063","0.754830982014513","0.811451571915612","2"
"No","2005","Couple + C. LE 16 ","Urban Area","1398","0.774854571440628","0.755644373696575","0.79406476918468","2"
"No","2005","Couple + C. LE and GT 16","Urban Area","478","0.800942153495516","0.769958831682212","0.831925475308819","2"
"No","2005","Couple + C. LE and GT 16","Rural Area","260","0.775111656617252","0.730535897559695","0.819687415674809","2"
"No","2005","1-pers.-HH","Urban Area","695","0.729134299190811","0.701051439733672","0.757217158647949","2"
"No","2005","Single parent ","Rural Area","136","0.736543833125554","0.67407190781051","0.799015758440598","2"
"No","2005","Single parent ","Urban Area","278","0.752963418865903","0.709311832625498","0.796615005106307","2"
"Yes","2005","(Married) couple without C. ","Rural Area","264","0.259235926658076","0.23091928614765","0.287552567168502","1"
"Yes","2005","(Married) couple without C. ","Urban Area","586","0.255168678290315","0.236509542575046","0.273827814005584","1"
"Yes","2005","Couple + C. LE and GT 16","Rural Area","77","0.224888343382748","0.180312584325191","0.269464102440305","1"
"Yes","2005","Couple + C. LE and GT 16","Urban Area","160","0.199057846504484","0.168074524691181","0.230041168317788","1"
"Yes","2005","1-pers.-HH","Rural Area","82","0.256672797698573","0.209687824389569","0.303657771007577","1"
"Yes","2005","1-pers.-HH","Urban Area","267","0.270865700809189","0.242782841352051","0.298948560266328","1"
"Yes","2005","Couple + C. GT 16 ","Rural Area","216","0.232593391699192","0.203799074177236","0.261387709221147","1"
"Yes","2005","Couple + C. GT 16 ","Urban Area","347","0.247497136527422","0.224189707454277","0.270804565600568","1"
"Yes","2005","Couple + C. LE 16 ","Rural Area","202","0.216858723034937","0.188548428084388","0.245169017985487","1"
"Yes","2005","Couple + C. LE 16 ","Urban Area","418","0.225145428559372","0.20593523081532","0.244355626303425","1"
"Yes","2005","Single parent ","Rural Area","55","0.263456166874446","0.200984241559402","0.32592809218949","1"
"Yes","2005","Single parent ","Urban Area","97","0.247036581134097","0.203384994893693","0.290688167374502","1"
"No","2006","(Married) couple without C. ","Rural Area","689","0.745683086453252","0.718278264030655","0.773087908875848","2"
"No","2006","(Married) couple without C. ","Urban Area","1609","0.752831705659117","0.734903945624788","0.770759465693445","2"
"No","2006","1-pers.-HH","Rural Area","282","0.748528386803254","0.704963737273066","0.792093036333441","2"
"No","2006","Couple + C. GT 16 ","Rural Area","654","0.769191286012397","0.741336685651334","0.797045886373459","2"
"No","2006","Couple + C. GT 16 ","Urban Area","939","0.767738424845397","0.744766040858924","0.79071080883187","2"
"No","2006","1-pers.-HH","Urban Area","729","0.72849244492395","0.70111880192025","0.755866087927651","2"
"No","2006","Couple + C. LE 16 ","Rural Area","613","0.768030214401604","0.739157914791229","0.79690251401198","2"
"No","2006","Couple + C. LE 16 ","Urban Area","1417","0.770047583209968","0.750846413947655","0.78924875247228","2"
"No","2006","Couple + C. LE and GT 16","Urban Area","435","0.773581437643765","0.739667423862323","0.807495451425207","2"
"No","2006","Single parent ","Rural Area","160","0.757491569052303","0.700334027856974","0.814649110247633","2"
"No","2006","Couple + C. LE and GT 16","Rural Area","247","0.806976105282664","0.763868288335058","0.85008392223027","2"
"No","2006","Single parent ","Urban Area","279","0.736979163082902","0.692828310780839","0.781130015384965","2"
"Yes","2006","Couple + C. LE and GT 16","Rural Area","75","0.193023894717336","0.14991607776973","0.236131711664942","1"
"Yes","2006","(Married) couple without C. ","Rural Area","281","0.254316913546749","0.226912091124152","0.281721735969345","1"
"Yes","2006","(Married) couple without C. ","Urban Area","615","0.247168294340884","0.229240534306556","0.265096054375212","1"
"Yes","2006","Couple + C. LE and GT 16","Urban Area","150","0.226418562356235","0.192504548574793","0.260332576137677","1"
"Yes","2006","1-pers.-HH","Rural Area","99","0.251471613196746","0.207906963666559","0.295036262726934","1"
"Yes","2006","1-pers.-HH","Urban Area","285","0.27150755507605","0.244133912072349","0.29888119807975","1"
"Yes","2006","Couple + C. GT 16 ","Rural Area","225","0.230808713987603","0.202954113626541","0.258663314348666","1"
"Yes","2006","Couple + C. GT 16 ","Urban Area","359","0.232261575154603","0.20928919116813","0.255233959141076","1"
"Yes","2006","Couple + C. LE 16 ","Rural Area","208","0.231969785598396","0.20309748598802","0.260842085208771","1"
"Yes","2006","Couple + C. LE 16 ","Urban Area","428","0.229952416790032","0.21075124752772","0.249153586052345","1"
"Yes","2006","Single parent ","Rural Area","56","0.242508430947697","0.185350889752367","0.299665972143026","1"
"Yes","2006","Single parent ","Urban Area","103","0.263020836917098","0.218869984615035","0.307171689219161","1"
"No","2007","(Married) couple without C. ","Rural Area","773","0.799079326326976","0.774355836793221","0.82380281586073","2"
