"pgoeffd","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"No","1992","Couple + C. LE and GT 16","direct migration background","226","0.848689293416574","0.805214549880883","0.892164036952266"
"No","1992","Couple + C. LE and GT 16","indirect migration background","38","0.857608584879315","0.754354268485613","0.960862901273017"
"Yes","1993","1-pers.-HH","no migration background","165","0.325556544098134","0.285243053899074","0.365870034297194"
"Yes","1993","1-pers.-HH","direct migration background","17","","",""
"Yes","1993","1-pers.-HH","indirect migration background","6","","",""
"Yes","1993","(Married) couple without C. ","no migration background","426","0.302429765451696","0.278027774306849","0.326831756596542"
"Yes","1993","(Married) couple without C. ","direct migration background","40","0.219325159883002","0.169876870769035","0.268773448996969"
"Yes","1993","(Married) couple without C. ","indirect migration background","7","","",""
"Yes","1993","Single parent ","no migration background","93","0.298572778890439","0.245349045601532","0.351796512179346"
"Yes","1993","Single parent ","direct migration background","11","","",""
"Yes","1993","Single parent ","indirect migration background","3","","",""
"Yes","1993","Couple + C. LE 16 ","no migration background","571","0.28484955859477","0.264441993902707","0.305257123286833"
"Yes","1993","Couple + C. LE 16 ","direct migration background","37","0.118047267846124","0.0860649203797868","0.150029615312461"
"Yes","1993","Couple + C. LE 16 ","indirect migration background","2","","",""
"Yes","1993","Couple + C. GT 16 ","no migration background","315","0.243892261377452","0.219544726863802","0.268239795891103"
"Yes","1993","Couple + C. GT 16 ","direct migration background","49","0.177932223646042","0.135150328510527","0.220714118781558"
"Yes","1993","Couple + C. GT 16 ","indirect migration background","16","","",""
"Yes","1993","Couple + C. LE and GT 16","no migration background","174","0.312959629970161","0.272794571948697","0.353124687991625"
"Yes","1993","Couple + C. LE and GT 16","direct migration background","28","","",""
"Yes","1993","Couple + C. LE and GT 16","indirect migration background","6","","",""
"No","1993","1-pers.-HH","no migration background","354","0.674443455901866","0.634129965702807","0.714756946100926"
"No","1993","1-pers.-HH","direct migration background","82","0.776324139126439","0.694239555859646","0.858408722393232"
"No","1993","1-pers.-HH","indirect migration background","18","","",""
"No","1993","(Married) couple without C. ","no migration background","935","0.697570234548304","0.673168243403458","0.721972225693151"
"No","1993","(Married) couple without C. ","direct migration background","229","0.780674840116998","0.73122655100303","0.830123129230965"
"No","1993","(Married) couple without C. ","indirect migration background","25","","",""
"No","1993","Single parent ","no migration background","191","0.701427221109561","0.648203487820654","0.754650954398468"
"No","1993","Single parent ","direct migration background","49","0.746724890048114","0.636685281719001","0.856764498377228"
"No","1993","Single parent ","indirect migration background","16","","",""
"No","1993","Couple + C. LE 16 ","no migration background","1308","0.71515044140523","0.694742876713167","0.735558006097293"
"No","1993","Couple + C. LE 16 ","direct migration background","354","0.881952732153876","0.849970384687539","0.913935079620213"
"No","1993","Couple + C. LE 16 ","indirect migration background","27","","",""
"No","1993","Couple + C. GT 16 ","no migration background","880","0.756107738622548","0.731760204108897","0.780455273136198"
"No","1993","Couple + C. GT 16 ","direct migration background","258","0.822067776353958","0.779285881218442","0.864849671489473"
"No","1993","Couple + C. GT 16 ","indirect migration background","91","0.846050856648753","0.777668655641337","0.914433057656168"
"No","1993","Couple + C. LE and GT 16","no migration background","338","0.687040370029839","0.646875312008375","0.727205428051304"
"No","1993","Couple + C. LE and GT 16","direct migration background","217","0.876735178413193","0.835571057907634","0.917899298918752"
"No","1993","Couple + C. LE and GT 16","indirect migration background","52","0.896353431817454","0.817910972626521","0.974795891008386"
"Yes","1994","1-pers.-HH","no migration background","171","0.323214545916221","0.282623152525096","0.363805939307346"
"Yes","1994","1-pers.-HH","direct migration background","12","","",""
"Yes","1994","1-pers.-HH","indirect migration background","7","","",""
"Yes","1994","(Married) couple without C. ","no migration background","429","0.310404964769209","0.285679279241972","0.335130650296447"
"Yes","1994","(Married) couple without C. ","direct migration background","35","0.189294873751501","0.142393930177362","0.236195817325639"
"Yes","1994","(Married) couple without C. ","indirect migration background","11","","",""
"Yes","1994","Single parent ","no migration background","84","0.311346958562638","0.254625073290428","0.368068843834847"
"Yes","1994","Single parent ","direct migration background","10","","",""
"Yes","1994","Single parent ","indirect migration background","4","","",""
"Yes","1994","Couple + C. LE 16 ","no migration background","508","0.277992198853846","0.257008006076846","0.298976391630847"
"Yes","1994","Couple + C. LE 16 ","direct migration background","29","","",""
"Yes","1994","Couple + C. LE 16 ","indirect migration background","2","","",""
"Yes","1994","Couple + C. GT 16 ","no migration background","293","0.251455842872821","0.22586390737878","0.277047778366861"
"Yes","1994","Couple + C. GT 16 ","direct migration background","46","0.207874295215885","0.159382373075212","0.256366217356557"
"Yes","1994","Couple + C. GT 16 ","indirect migration background","16","","",""
"Yes","1994","Couple + C. LE and GT 16","no migration background","166","0.307632314673785","0.267098470719993","0.348166158627577"
"Yes","1994","Couple + C. LE and GT 16","direct migration background","27","","",""
"Yes","1994","Couple + C. LE and GT 16","indirect migration background","7","","",""
"No","1994","1-pers.-HH","no migration background","339","0.676785454083779","0.636194060692654","0.717376847474904"
"No","1994","1-pers.-HH","direct migration background","65","0.774436589585006","0.681083222565484","0.867789956604528"
"No","1994","1-pers.-HH","indirect migration background","18","","",""
"No","1994","(Married) couple without C. ","no migration background","916","0.689595035230791","0.664869349703553","0.714320720758028"
"No","1994","(Married) couple without C. ","direct migration background","233","0.810705126248499","0.763804182674361","0.857606069822638"
"No","1994","(Married) couple without C. ","indirect migration background","33","0.68830882468327","0.551449095944605","0.825168553421935"
"No","1994","Single parent ","no migration background","172","0.688653041437362","0.631931156165152","0.745374926709572"
"No","1994","Single parent ","direct migration background","42","0.786060910347967","0.674600768624526","0.897521052071407"
"No","1994","Single parent ","indirect migration background","14","","",""
"No","1994","Couple + C. LE 16 ","no migration background","1243","0.722007801146154","0.701023608369153","0.742991993923154"
"No","1994","Couple + C. LE 16 ","direct migration background","313","0.889535384005332","0.856313194923705","0.922757573086959"
"No","1994","Couple + C. LE 16 ","indirect migration background","25","","",""
"No","1994","Couple + C. GT 16 ","no migration background","811","0.748544157127179","0.722952221633139","0.77413609262122"
"No","1994","Couple + C. GT 16 ","direct migration background","223","0.792125704784115","0.743633782643443","0.840617626924788"
"No","1994","Couple + C. GT 16 ","indirect migration background","80","0.764984836215201","0.680167070064147","0.849802602366254"
"No","1994","Couple + C. LE and GT 16","no migration background","332","0.692367685326215","0.651833841372423","0.732901529280006"
"No","1994","Couple + C. LE and GT 16","direct migration background","173","0.863505651830052","0.815925807163685","0.911085496496419"
"No","1994","Couple + C. LE and GT 16","indirect migration background","56","0.849849995643902","0.761641253492614","0.938058737795189"
"Yes","1995","1-pers.-HH","no migration background","165","0.318720514661354","0.279271754250313","0.358169275072396"
"Yes","1995","1-pers.-HH","direct migration background","15","","",""
"Yes","1995","1-pers.-HH","indirect migration background","3","","",""
"Yes","1995","(Married) couple without C. ","no migration background","432","0.287994542926255","0.264838146090769","0.31115093976174"
"Yes","1995","(Married) couple without C. ","direct migration background","55","0.249731825693714","0.199031087380725","0.300432564006703"
"Yes","1995","(Married) couple without C. ","indirect migration background","12","","",""
"Yes","1995","Single parent ","no migration background","97","0.308206807610592","0.254409055579061","0.362004559642124"
"Yes","1995","Single parent ","direct migration background","10","","",""
"Yes","1995","Single parent ","indirect migration background","3","","",""
"Yes","1995","Couple + C. LE 16 ","no migration background","479","0.271504689387359","0.250667885009162","0.292341493765556"
"Yes","1995","Couple + C. LE 16 ","direct migration background","48","0.129226499822723","0.0984713120001188","0.159981687645328"
"Yes","1995","Couple + C. LE 16 ","indirect migration background","2","","",""
"Yes","1995","Couple + C. GT 16 ","no migration background","309","0.271429062774116","0.245209161798558","0.297648963749674"
"Yes","1995","Couple + C. GT 16 ","direct migration background","54","0.195036801737782","0.152025202848594","0.23804840062697"
"Yes","1995","Couple + C. GT 16 ","indirect migration background","11","","",""
"Yes","1995","Couple + C. LE and GT 16","no migration background","162","0.306844147141488","0.267243380045311","0.346444914237664"
"Yes","1995","Couple + C. LE and GT 16","direct migration background","32","0.142033181089937","0.096009419927839","0.188056942252034"
"Yes","1995","Couple + C. LE and GT 16","indirect migration background","10","","",""
"No","1995","1-pers.-HH","no migration background","371","0.681279485338646","0.641830724927604","0.720728245749687"
"No","1995","1-pers.-HH","direct migration background","81","0.793665546145528","0.712715497389757","0.874615594901299"
"No","1995","1-pers.-HH","indirect migration background","24","","",""
"No","1995","(Married) couple without C. ","no migration background","1037","0.712005457073745","0.68884906023826","0.735161853909231"
"No","1995","(Married) couple without C. ","direct migration background","225","0.750268174306286","0.699567435993297","0.800968912619275"
"No","1995","(Married) couple without C. ","indirect migration background","39","0.664953192033266","0.535410987694455","0.794495396372076"
"No","1995","Single parent ","no migration background","186","0.691793192389408","0.637995440357876","0.745590944420939"
"No","1995","Single parent ","direct migration background","49","0.801416741538312","0.699622641584891","0.903210841491732"
"No","1995","Single parent ","indirect migration background","13","","",""
"No","1995","Couple + C. LE 16 ","no migration background","1271","0.728495310612641","0.707658506234444","0.749332114990838"
"No","1995","Couple + C. LE 16 ","direct migration background","409","0.870773500177277","0.840018312354673","0.901528687999881"
"No","1995","Couple + C. LE 16 ","indirect migration background","29","","",""
"No","1995","Couple + C. GT 16 ","no migration background","796","0.728570937225884","0.702351036250326","0.754790838201442"
"No","1995","Couple + C. GT 16 ","direct migration background","272","0.804963198262218","0.76195159937303","0.847974797151406"
"No","1995","Couple + C. GT 16 ","indirect migration background","91","0.88495298402239","0.823030868754788","0.946875099289993"
"No","1995","Couple + C. LE and GT 16","no migration background","359","0.693155852858512","0.653555085762336","0.732756619954689"
"No","1995","Couple + C. LE and GT 16","direct migration background","189","0.857966818910063","0.811943057747966","0.903990580072161"
"No","1995","Couple + C. LE and GT 16","indirect migration background","57","0.811109093171401","0.717384006530542","0.90483417981226"
"Yes","1996","1-pers.-HH","no migration background","175","0.332500505986241","0.292948231268083","0.372052780704398"
"Yes","1996","1-pers.-HH","direct migration background","14","","",""
"Yes","1996","1-pers.-HH","indirect migration background","5","","",""
"Yes","1996","(Married) couple without C. ","no migration background","435","0.302858664378306","0.278925678597284","0.326791650159327"
"Yes","1996","(Married) couple without C. ","direct migration background","46","0.188803218898183","0.140675083187167","0.236931354609198"
"Yes","1996","(Married) couple without C. ","indirect migration background","7","","",""
"Yes","1996","Single parent ","no migration background","104","0.372128382289184","0.316009697487246","0.428247067091121"
"Yes","1996","Single parent ","direct migration background","13","","",""
"Yes","1996","Single parent ","indirect migration background","4","","",""
"Yes","1996","Couple + C. LE 16 ","no migration background","426","0.259199255120826","0.237933114061398","0.280465396180253"
"Yes","1996","Couple + C. LE 16 ","direct migration background","56","0.157041838682644","0.122078562459351","0.192005114905937"
"Yes","1996","Couple + C. LE 16 ","indirect migration background","4","","",""
"Yes","1996","Couple + C. GT 16 ","no migration background","288","0.267350535174233","0.240216693262228","0.294484377086238"
"Yes","1996","Couple + C. GT 16 ","direct migration background","49","0.203205765995705","0.156407471526555","0.250004060464855"
"Yes","1996","Couple + C. GT 16 ","indirect migration background","9","","",""
"Yes","1996","Couple + C. LE and GT 16","no migration background","159","0.266888696983103","0.230350766767205","0.303426627199"
"Yes","1996","Couple + C. LE and GT 16","direct migration background","24","","",""
"Yes","1996","Couple + C. LE and GT 16","indirect migration background","4","","",""
"No","1996","1-pers.-HH","no migration background","370","0.667499494013759","0.627947219295602","0.707051768731917"
"No","1996","1-pers.-HH","direct migration background","67","0.777423759624269","0.686835088804653","0.868012430443885"
"No","1996","1-pers.-HH","indirect migration background","26","","",""
"No","1996","(Married) couple without C. ","no migration background","981","0.697141335621694","0.673208349840673","0.721074321402716"
"No","1996","(Married) couple without C. ","direct migration background","208","0.811196781101817","0.763068645390802","0.859324916812833"
"No","1996","(Married) couple without C. ","indirect migration background","44","0.854454119775204","0.75766927998795","0.951238959562457"
"No","1996","Single parent ","no migration background","181","0.627871617710816","0.571752932908879","0.683990302512754"
"No","1996","Single parent ","direct migration background","57","0.801653252918578","0.708240775176195","0.895065730660961"
"No","1996","Single parent ","indirect migration background","13","","",""
"No","1996","Couple + C. LE 16 ","no migration background","1205","0.740800744879174","0.719534603819747","0.762066885938602"
"No","1996","Couple + C. LE 16 ","direct migration background","360","0.842958161317356","0.807994885094062","0.877921437540649"
"No","1996","Couple + C. LE 16 ","indirect migration background","32","0.749352871227818","0.607782817952676","0.89092292450296"
"No","1996","Couple + C. GT 16 ","no migration background","734","0.732649464825767","0.705515622913762","0.759783306737773"
"No","1996","Couple + C. GT 16 ","direct migration background","235","0.796794234004295","0.749995939535145","0.843592528473445"
"No","1996","Couple + C. GT 16 ","indirect migration background","92","0.916667153402237","0.862765591779826","0.970568715024648"
"No","1996","Couple + C. LE and GT 16","no migration background","404","0.733111303016897","0.696573372801","0.769649233232795"
"No","1996","Couple + C. LE and GT 16","direct migration background","174","0.855831115150259","0.806904485344846","0.904757744955672"
"No","1996","Couple + C. LE and GT 16","indirect migration background","58","0.967469289597637","0.923310453911475","1.0116281252838"
"Yes","1997","1-pers.-HH","no migration background","177","0.300173287199816","0.261335678794627","0.339010895605004"
"Yes","1997","1-pers.-HH","direct migration background","16","","",""
"Yes","1997","1-pers.-HH","indirect migration background","8","","",""
"Yes","1997","(Married) couple without C. ","no migration background","442","0.302516195583245","0.278666544060036","0.326365847106454"
"Yes","1997","(Married) couple without C. ","direct migration background","54","0.209520394933539","0.161156404602127","0.257884385264952"
"Yes","1997","(Married) couple without C. ","indirect migration background","9","","",""
"Yes","1997","Single parent ","no migration background","94","0.32865135716309","0.274117347132565","0.383185367193616"
"Yes","1997","Single parent ","direct migration background","9","","",""
"Yes","1997","Single parent ","indirect migration background","3","","",""
"Yes","1997","Couple + C. LE 16 ","no migration background","397","0.248826729530289","0.227352264016842","0.270301195043735"
"Yes","1997","Couple + C. LE 16 ","direct migration background","49","0.150513195082127","0.114979620663716","0.186046769500539"
"Yes","1997","Couple + C. LE 16 ","indirect migration background","5","","",""
"Yes","1997","Couple + C. GT 16 ","no migration background","285","0.267817582510413","0.241346417854364","0.294288747166462"
"Yes","1997","Couple + C. GT 16 ","direct migration background","35","0.228568988685941","0.177231014244637","0.279906963127244"
"Yes","1997","Couple + C. GT 16 ","indirect migration background","11","","",""
"Yes","1997","Couple + C. LE and GT 16","no migration background","158","0.273922721417337","0.236377566570022","0.311467876264652"
"Yes","1997","Couple + C. LE and GT 16","direct migration background","28","","",""
"Yes","1997","Couple + C. LE and GT 16","indirect migration background","12","","",""
"No","1997","1-pers.-HH","no migration background","358","0.699826712800185","0.660989104394996","0.738664321205373"
"No","1997","1-pers.-HH","direct migration background","53","0.741540232736062","0.638243311023043","0.844837154449081"
"No","1997","1-pers.-HH","indirect migration background","31","0.6027485419845","0.449174921907303","0.756322162061697"
"No","1997","(Married) couple without C. ","no migration background","983","0.697483804416755","0.673634152893547","0.721333455939964"
"No","1997","(Married) couple without C. ","direct migration background","218","0.790479605066461","0.742115614735048","0.838843595397873"
"No","1997","(Married) couple without C. ","indirect migration background","45","0.910809319928484","0.834789877174461","0.986828762682508"
"No","1997","Single parent ","no migration background","191","0.67134864283691","0.616814632806384","0.725882652867435"
"No","1997","Single parent ","direct migration background","57","0.829011221492776","0.738178958824307","0.919843484161245"
"No","1997","Single parent ","indirect migration background","18","","",""
"No","1997","Couple + C. LE 16 ","no migration background","1160","0.751173270469711","0.729698804956265","0.772647735983158"
"No","1997","Couple + C. LE 16 ","direct migration background","340","0.849486804917873","0.813953230499461","0.885020379336284"
"No","1997","Couple + C. LE 16 ","indirect migration background","44","0.765659385696558","0.647057487918251","0.884261283474866"
"No","1997","Couple + C. GT 16 ","no migration background","790","0.732182417489587","0.705711252833538","0.758653582145636"
"No","1997","Couple + C. GT 16 ","direct migration background","222","0.771431011314059","0.720093036872756","0.822768985755363"
"No","1997","Couple + C. GT 16 ","indirect migration background","97","0.858998561354097","0.793362244416525","0.924634878291669"
"No","1997","Couple + C. LE and GT 16","no migration background","384","0.726077278582662","0.688532123735348","0.763622433429977"
"No","1997","Couple + C. LE and GT 16","direct migration background","154","0.829269112609699","0.774603251865591","0.883934973353807"
"No","1997","Couple + C. LE and GT 16","indirect migration background","54","0.856009404839185","0.771309591202765","0.940709218475604"
"Yes","1998","1-pers.-HH","no migration background","208","0.318603596851853","0.282729097937354","0.354478095766353"
"Yes","1998","1-pers.-HH","direct migration background","21","","",""
"Yes","1998","1-pers.-HH","indirect migration background","9","","",""
"Yes","1998","(Married) couple without C. ","no migration background","493","0.28479714392735","0.263330622071042","0.306263665783659"
"Yes","1998","(Married) couple without C. ","direct migration background","45","0.18980376287245","0.141290693793738","0.238316831951163"
"Yes","1998","(Married) couple without C. ","indirect migration background","11","","",""
"Yes","1998","Single parent ","no migration background","101","0.332642626240998","0.281497121005466","0.383788131476531"
"Yes","1998","Single parent ","direct migration background","11","","",""
"Yes","1998","Single parent ","indirect migration background","6","","",""
"Yes","1998","Couple + C. LE 16 ","no migration background","439","0.248415810553568","0.228048718381675","0.268782902725461"
"Yes","1998","Couple + C. LE 16 ","direct migration background","46","0.147480488347242","0.112015328135778","0.182945648558706"
"Yes","1998","Couple + C. LE 16 ","indirect migration background","6","","",""
"Yes","1998","Couple + C. GT 16 ","no migration background","332","0.268894796658828","0.243984210978303","0.293805382339354"
"Yes","1998","Couple + C. GT 16 ","direct migration background","40","0.199337568346856","0.150207141605728","0.248467995087984"
"Yes","1998","Couple + C. GT 16 ","indirect migration background","14","","",""
"Yes","1998","Couple + C. LE and GT 16","no migration background","167","0.284209232001727","0.247311108367693","0.321107355635762"
"Yes","1998","Couple + C. LE and GT 16","direct migration background","22","","",""
"Yes","1998","Couple + C. LE and GT 16","indirect migration background","11","","",""
"No","1998","1-pers.-HH","no migration background","440","0.681396403148147","0.645521904233647","0.717270902062646"
"No","1998","1-pers.-HH","direct migration background","68","0.70575842994984","0.611083903944087","0.800432955955593"
"No","1998","1-pers.-HH","indirect migration background","29","","",""
"No","1998","(Married) couple without C. ","no migration background","1205","0.71520285607265","0.693736334216341","0.736669377928958"
"No","1998","(Married) couple without C. ","direct migration background","206","0.81019623712755","0.761683168048837","0.858709306206262"
"No","1998","(Married) couple without C. ","indirect migration background","55","0.815917983167507","0.722419393973678","0.909416572361336"
"No","1998","Single parent ","no migration background","225","0.667357373759002","0.616211868523469","0.718502878994534"
"No","1998","Single parent ","direct migration background","43","0.734525907413007","0.616747455181674","0.852304359644339"
"No","1998","Single parent ","indirect migration background","18","","",""
"No","1998","Couple + C. LE 16 ","no migration background","1290","0.751584189446432","0.731217097274539","0.771951281618325"
"No","1998","Couple + C. LE 16 ","direct migration background","338","0.852519511652758","0.817054351441294","0.887984671864222"
"No","1998","Couple + C. LE 16 ","indirect migration background","45","0.782198604134044","0.668918966614906","0.895478241653183"
"No","1998","Couple + C. GT 16 ","no migration background","885","0.731105203341172","0.706194617660646","0.756015789021697"
"No","1998","Couple + C. GT 16 ","direct migration background","214","0.800662431653144","0.751532004912016","0.849792858394272"
"No","1998","Couple + C. GT 16 ","indirect migration background","92","0.829047627708323","0.757380093109011","0.900715162307635"
"No","1998","Couple + C. LE and GT 16","no migration background","407","0.715790767998273","0.678892644364239","0.752688891632307"
"No","1998","Couple + C. LE and GT 16","direct migration background","144","0.849663395670615","0.795294580384021","0.904032210957209"
"No","1998","Couple + C. LE and GT 16","indirect migration background","47","0.782495467206817","0.676323670821174","0.88866726359246"
"Yes","1999","1-pers.-HH","no migration background","190","0.299317852772099","0.263471815071119","0.33516389047308"
"Yes","1999","1-pers.-HH","direct migration background","18","","",""
"Yes","1999","1-pers.-HH","indirect migration background","8","","",""
"Yes","1999","(Married) couple without C. ","no migration background","474","0.280802219135512","0.258912050674382","0.302692387596641"
"Yes","1999","(Married) couple without C. ","direct migration background","42","0.187924262857609","0.137656009677627","0.238192516037591"
"Yes","1999","(Married) couple without C. ","indirect migration background","10","","",""
"Yes","1999","Single parent ","no migration background","93","0.30721152495189","0.255856100464109","0.358566949439671"
"Yes","1999","Single parent ","direct migration background","11","","",""
"Yes","1999","Single parent ","indirect migration background","7","","",""
"Yes","1999","Couple + C. LE 16 ","no migration background","402","0.249258138450914","0.228404508902593","0.270111767999234"
"Yes","1999","Couple + C. LE 16 ","direct migration background","39","0.14903102401047","0.111561466880972","0.186500581139968"
"Yes","1999","Couple + C. LE 16 ","indirect migration background","5","","",""
"Yes","1999","Couple + C. GT 16 ","no migration background","305","0.268086717514673","0.242225224362587","0.293948210666759"
"Yes","1999","Couple + C. GT 16 ","direct migration background","34","0.174108860525689","0.124995212910866","0.223222508140512"
"Yes","1999","Couple + C. GT 16 ","indirect migration background","8","","",""
"Yes","1999","Couple + C. LE and GT 16","no migration background","156","0.2749739520669","0.237860335389456","0.312087568744344"
"Yes","1999","Couple + C. LE and GT 16","direct migration background","18","","",""
"Yes","1999","Couple + C. LE and GT 16","indirect migration background","7","","",""
"No","1999","1-pers.-HH","no migration background","437","0.700682147227901","0.66483610952692","0.736528184928881"
"No","1999","1-pers.-HH","direct migration background","53","0.66337641772558","0.553457814826814","0.773295020624346"
"No","1999","1-pers.-HH","indirect migration background","38","0.730333607772477","0.60208778426326","0.858579431281693"
"No","1999","(Married) couple without C. ","no migration background","1145","0.719197780864488","0.697307612403359","0.741087949325618"
"No","1999","(Married) couple without C. ","direct migration background","190","0.812075737142391","0.761807483962409","0.862343990322373"
"No","1999","(Married) couple without C. ","indirect migration background","50","0.870645219005151","0.785730237745898","0.955560200264405"
"No","1999","Single parent ","no migration background","217","0.69278847504811","0.641433050560329","0.744143899535891"
"No","1999","Single parent ","direct migration background","43","0.726483637479994","0.607590774324329","0.84537650063566"
"No","1999","Single parent ","indirect migration background","20","","",""
"No","1999","Couple + C. LE 16 ","no migration background","1251","0.750741861549086","0.729888232000766","0.771595491097407"
"No","1999","Couple + C. LE 16 ","direct migration background","308","0.85096897598953","0.813499418860032","0.888438533119029"
"No","1999","Couple + C. LE 16 ","indirect migration background","53","0.801010066577703","0.69826318856291","0.903756944592496"
"No","1999","Couple + C. GT 16 ","no migration background","822","0.731913282485327","0.706051789333241","0.757774775637413"
"No","1999","Couple + C. GT 16 ","direct migration background","195","0.825891139474311","0.776777491859488","0.875004787089134"
"No","1999","Couple + C. GT 16 ","indirect migration background","85","0.855883217130376","0.784504103389704","0.927262330871049"
"No","1999","Couple + C. LE and GT 16","no migration background","400","0.7250260479331","0.687912431255656","0.762139664610544"
"No","1999","Couple + C. LE and GT 16","direct migration background","103","0.855594921049836","0.792965162278353","0.91822467982132"
"No","1999","Couple + C. LE and GT 16","indirect migration background","35","0.844796921815866","0.735287932079627","0.954305911552105"
"Yes","2000","1-pers.-HH","no migration background","373","0.251602949390764","0.228823637460757","0.274382261320772"
"Yes","2000","1-pers.-HH","direct migration background","25","","",""
"Yes","2000","1-pers.-HH","indirect migration background","12","","",""
"Yes","2000","(Married) couple without C. ","no migration background","807","0.254905222080346","0.23928687712574","0.270523567034952"
"Yes","2000","(Married) couple without C. ","direct migration background","75","0.211800411947475","0.1700552948425","0.25354552905245"
"Yes","2000","(Married) couple without C. ","indirect migration background","9","","",""
"Yes","2000","Single parent ","no migration background","143","0.228822991018958","0.195182560459878","0.262463421578038"
"Yes","2000","Single parent ","direct migration background","17","","",""
"Yes","2000","Single parent ","indirect migration background","9","","",""
"Yes","2000","Couple + C. LE 16 ","no migration background","740","0.236693364942781","0.221795408126844","0.251591321758717"
"Yes","2000","Couple + C. LE 16 ","direct migration background","72","0.127992674937934","0.101148983844169","0.154836366031699"
"Yes","2000","Couple + C. LE 16 ","indirect migration background","12","","",""
"Yes","2000","Couple + C. GT 16 ","no migration background","543","0.256301787460562","0.23749856743773","0.275105007483395"
"Yes","2000","Couple + C. GT 16 ","direct migration background","47","0.171021763395328","0.129702744190019","0.212340782600637"
"Yes","2000","Couple + C. GT 16 ","indirect migration background","20","","",""
"Yes","2000","Couple + C. LE and GT 16","no migration background","274","0.263875925718539","0.236504727022745","0.291247124414332"
"Yes","2000","Couple + C. LE and GT 16","direct migration background","39","0.154464059599707","0.107031624835175","0.201896494364238"
"Yes","2000","Couple + C. LE and GT 16","indirect migration background","7","","",""
"No","2000","1-pers.-HH","no migration background","1021","0.748397050609236","0.725617738679228","0.771176362539243"
"No","2000","1-pers.-HH","direct migration background","102","0.758332705754761","0.683879215115961","0.83278619639356"
"No","2000","1-pers.-HH","indirect migration background","52","0.851692209807379","0.76461962771589","0.938764791898868"
"No","2000","(Married) couple without C. ","no migration background","2184","0.745094777919654","0.729476432965048","0.76071312287426"
"No","2000","(Married) couple without C. ","direct migration background","293","0.788199588052525","0.74645447094755","0.8299447051575"
"No","2000","(Married) couple without C. ","indirect migration background","78","0.922331676867512","0.866090552907177","0.978572800827847"
"No","2000","Single parent ","no migration background","456","0.771177008981042","0.737536578421962","0.804817439540123"
"No","2000","Single parent ","direct migration background","74","0.835053632628234","0.758800804215597","0.91130646104087"
"No","2000","Single parent ","indirect migration background","28","","",""
"No","2000","Couple + C. LE 16 ","no migration background","2387","0.76330663505722","0.748408678241283","0.778204591873156"
"No","2000","Couple + C. LE 16 ","direct migration background","523","0.872007325062066","0.845163633968301","0.898851016155831"
"No","2000","Couple + C. LE 16 ","indirect migration background","72","0.846884019350966","0.769876935603607","0.923891103098324"
"No","2000","Couple + C. GT 16 ","no migration background","1528","0.743698212539438","0.724894992516605","0.76250143256227"
"No","2000","Couple + C. GT 16 ","direct migration background","272","0.828978236604672","0.787659217399363","0.870297255809981"
"No","2000","Couple + C. GT 16 ","indirect migration background","125","0.880184920285744","0.827327399128364","0.933042441443125"
"No","2000","Couple + C. LE and GT 16","no migration background","722","0.736124074281461","0.708752875585668","0.763495272977255"
"No","2000","Couple + C. LE and GT 16","direct migration background","184","0.845535940400293","0.798103505635762","0.892968375164825"
"No","2000","Couple + C. LE and GT 16","indirect migration background","55","0.871488355049633","0.788186575009299","0.954790135089966"
"Yes","2001","1-pers.-HH","no migration background","314","0.236032151595841","0.212154969278946","0.259909333912736"
"Yes","2001","1-pers.-HH","direct migration background","24","","",""
"Yes","2001","1-pers.-HH","indirect migration background","15","","",""
"Yes","2001","(Married) couple without C. ","no migration background","692","0.257764034964099","0.240621564770585","0.274906505157614"
"Yes","2001","(Married) couple without C. ","direct migration background","60","0.204494825122466","0.159080857862731","0.249908792382201"
"Yes","2001","(Married) couple without C. ","indirect migration background","8","","",""
"Yes","2001","Single parent ","no migration background","123","0.237518818304523","0.200657005671472","0.274380630937574"
"Yes","2001","Single parent ","direct migration background","11","","",""
"Yes","2001","Single parent ","indirect migration background","5","","",""
"Yes","2001","Couple + C. LE 16 ","no migration background","659","0.246044726582499","0.229858580291181","0.262230872873817"
"Yes","2001","Couple + C. LE 16 ","direct migration background","61","0.11667739792092","0.0886775649199076","0.144677230921932"
"Yes","2001","Couple + C. LE 16 ","indirect migration background","17","","",""
"Yes","2001","Couple + C. GT 16 ","no migration background","500","0.270586803184704","0.250125703087558","0.29104790328185"
"Yes","2001","Couple + C. GT 16 ","direct migration background","42","0.156469892251754","0.113531336772282","0.199408447731226"
"Yes","2001","Couple + C. GT 16 ","indirect migration background","13","","",""
"Yes","2001","Couple + C. LE and GT 16","no migration background","227","0.250169326721977","0.221520986607895","0.278817666836059"
"Yes","2001","Couple + C. LE and GT 16","direct migration background","32","0.153735421874995","0.102175859807336","0.205294983942653"
"Yes","2001","Couple + C. LE and GT 16","indirect migration background","4","","",""
"No","2001","1-pers.-HH","no migration background","901","0.763967848404159","0.740090666087264","0.787845030721054"
"No","2001","1-pers.-HH","direct migration background","80","0.734457125197318","0.6495816982506","0.819332552144036"
"No","2001","1-pers.-HH","indirect migration background","53","0.668003427212988","0.556072582769936","0.77993427165604"
"No","2001","(Married) couple without C. ","no migration background","1809","0.742235965035901","0.725093494842386","0.759378435229415"
