"pgoeffd","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Hamburg","Urban Area","43","0.175226671365346","0.127428380913919","0.223024961816773"
"Yes","2012","Hamburg","Rural Area","","","",""
"Yes","2012","Lower Saxony","Urban Area","190","0.287535591764343","0.252164361926283","0.322906821602403"
"Yes","2012","Lower Saxony","Rural Area","199","0.249275826780293","0.219863602975159","0.278688050585427"
"Yes","2012","Bremen","Urban Area","29","","",""
"Yes","2012","Bremen","Rural Area","","","",""
"Yes","2012","North Rhine-Westphalia","Urban Area","812","0.260989503460863","0.24546950229698","0.276509504624747"
"Yes","2012","North Rhine-Westphalia","Rural Area","26","","",""
"Yes","2012","Hesse","Urban Area","206","0.211305218077819","0.184363617505047","0.238246818650591"
"Yes","2012","Hesse","Rural Area","60","0.199808355922756","0.148132461511974","0.251484250333538"
"Yes","2012","Rhineland-Palatinate,Saarland","Urban Area","167","0.221771901395433","0.189535655096082","0.254008147694784"
"Yes","2012","Rhineland-Palatinate,Saarland","Rural Area","75","0.309247364379155","0.250405259897154","0.368089468861156"
"Yes","2012","Baden-Württemberg","Urban Area","409","0.213757265420223","0.194781613234541","0.232732917605905"
"Yes","2012","Baden-Württemberg","Rural Area","54","0.269145873610229","0.210934898535552","0.327356848684907"
"Yes","2012","Bavaria","Urban Area","263","0.244437319814707","0.218936466005213","0.269938173624201"
"Yes","2012","Bavaria","Rural Area","319","0.190765151503444","0.171000051569562","0.210530251437325"
"Yes","2012","Berlin","Urban Area","160","0.311360161829388","0.273144962181621","0.349575361477154"
"Yes","2012","Berlin","Rural Area","","","",""
"Yes","2012","Brandenburg","Urban Area","18","","",""
"Yes","2012","Brandenburg","Rural Area","124","0.261715646409428","0.223301536520275","0.300129756298581"
"Yes","2012","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"Yes","2012","Mecklenburg-Western Pomerania","Rural Area","76","0.235752881761612","0.189026315269966","0.282479448253257"
"Yes","2012","Saxony","Urban Area","119","0.217941519534576","0.182423068794343","0.25345997027481"
"Yes","2012","Saxony","Rural Area","121","0.237992868543641","0.200997216205019","0.274988520882264"
"Yes","2012","Saxony-Anhalt","Urban Area","42","0.256067991390134","0.182714142404576","0.329421840375691"
"Yes","2012","Saxony-Anhalt","Rural Area","89","0.192461767990603","0.154713688460827","0.23020984752038"
"Yes","2012","Thuringia","Urban Area","55","0.334585301814421","0.267669138631605","0.401501464997238"
"Yes","2012","Thuringia","Rural Area","80","0.233364430634671","0.192170579724148","0.274558281545194"
"No","2012","Schleswig-Holstein","Urban Area","119","0.674205955433339","0.602477078707114","0.745934832159564"
"No","2012","Schleswig-Holstein","Rural Area","304","0.793985479272876","0.753374748988107","0.834596209557644"
"No","2012","Hamburg","Urban Area","200","0.824773328634654","0.776975038183227","0.872571619086081"
"No","2012","Hamburg","Rural Area","","","",""
"No","2012","Lower Saxony","Urban Area","439","0.712464408235657","0.677093178397597","0.747835638073717"
"No","2012","Lower Saxony","Rural Area","632","0.750724173219707","0.721311949414573","0.780136397024841"
"No","2012","Bremen","Urban Area","78","0.703005006608858","0.616426522951561","0.789583490266155"
"No","2012","Bremen","Rural Area","","","",""
"No","2012","North Rhine-Westphalia","Urban Area","2264","0.739010496539137","0.723490495375253","0.75453049770302"
"No","2012","North Rhine-Westphalia","Rural Area","52","0.672204977958847","0.568032539833399","0.776377416084295"
"No","2012","Hesse","Urban Area","676","0.788694781922181","0.761753181349409","0.815636382494953"
"No","2012","Hesse","Rural Area","170","0.800191644077244","0.748515749666462","0.851867538488026"
"No","2012","Rhineland-Palatinate,Saarland","Urban Area","471","0.778228098604567","0.745991852305216","0.810464344903918"
"No","2012","Rhineland-Palatinate,Saarland","Rural Area","162","0.690752635620845","0.631910531138844","0.749594740102846"
"No","2012","Baden-Württemberg","Urban Area","1384","0.786242734579777","0.767267082394095","0.805218386765458"
"No","2012","Baden-Württemberg","Rural Area","169","0.730854126389771","0.672643151315093","0.789065101464448"
"No","2012","Bavaria","Urban Area","828","0.755562680185293","0.730061826375799","0.781063533994787"
"No","2012","Bavaria","Rural Area","1199","0.809234848496556","0.789469748562674","0.828999948430438"
"No","2012","Berlin","Urban Area","404","0.688639838170612","0.650424638522846","0.726855037818379"
"No","2012","Berlin","Rural Area","","","",""
"No","2012","Brandenburg","Urban Area","37","0.559499138407499","0.42829732478065","0.690700952034348"
"No","2012","Brandenburg","Rural Area","379","0.738284353590572","0.699870243701419","0.776698463479725"
"No","2012","Mecklenburg-Western Pomerania","Urban Area","28","","",""
"No","2012","Mecklenburg-Western Pomerania","Rural Area","241","0.764247118238388","0.717520551746743","0.810973684730034"
"No","2012","Saxony","Urban Area","400","0.782058480465423","0.74654002972519","0.817576931205657"
"No","2012","Saxony","Rural Area","388","0.762007131456359","0.725011479117736","0.799002783794981"
"No","2012","Saxony-Anhalt","Urban Area","94","0.743932008609866","0.670578159624309","0.817285857595424"
"No","2012","Saxony-Anhalt","Rural Area","330","0.807538232009396","0.76979015247962","0.845286311539173"
"No","2012","Thuringia","Urban Area","136","0.665414698185579","0.598498535002762","0.732330861368395"
"No","2012","Thuringia","Rural Area","325","0.766635569365329","0.725441718454806","0.807829420275852"
"Yes","2013","Schleswig-Holstein","Urban Area","47","0.340970822499848","0.271135943047714","0.410805701951982"
"Yes","2013","Schleswig-Holstein","Rural Area","92","0.200037547671083","0.161734648966783","0.238340446375383"
"Yes","2013","Hamburg","Urban Area","56","0.24439721295558","0.197165963874785","0.291628462036375"
"Yes","2013","Hamburg","Rural Area","","","",""
"Yes","2013","Lower Saxony","Urban Area","196","0.274923683606892","0.24262402009189","0.307223347121894"
"Yes","2013","Lower Saxony","Rural Area","215","0.260102669547715","0.231708997740355","0.288496341355076"
"Yes","2013","Bremen","Urban Area","26","","",""
"Yes","2013","Bremen","Rural Area","","","",""
"Yes","2013","North Rhine-Westphalia","Urban Area","845","0.26822299380714","0.25358311249683","0.28286287511745"
"Yes","2013","North Rhine-Westphalia","Rural Area","21","","",""
"Yes","2013","Hesse","Urban Area","242","0.220203855441701","0.195079614659135","0.245328096224267"
"Yes","2013","Hesse","Rural Area","63","0.25662043182151","0.200658707440327","0.312582156202693"
"Yes","2013","Rhineland-Palatinate,Saarland","Urban Area","177","0.206384919374364","0.177706097311274","0.235063741437454"
"Yes","2013","Rhineland-Palatinate,Saarland","Rural Area","72","0.264639483623519","0.209846381157846","0.319432586089191"
"Yes","2013","Baden-Württemberg","Urban Area","439","0.218719199527216","0.200789737779882","0.236648661274549"
"Yes","2013","Baden-Württemberg","Rural Area","55","0.222932115493064","0.172340655132422","0.273523575853707"
"Yes","2013","Bavaria","Urban Area","296","0.24861144004539","0.224952410735579","0.272270469355201"
"Yes","2013","Bavaria","Rural Area","355","0.218179359360298","0.198220967881564","0.238137750839033"
"Yes","2013","Berlin","Urban Area","163","0.299625155347805","0.262344074066547","0.336906236629064"
"Yes","2013","Berlin","Rural Area","","","",""
"Yes","2013","Brandenburg","Urban Area","19","","",""
"Yes","2013","Brandenburg","Rural Area","135","0.279254200819155","0.240047976910708","0.318460424727601"
"Yes","2013","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Yes","2013","Mecklenburg-Western Pomerania","Rural Area","75","0.245567189547103","0.194695378615828","0.296439000478378"
"Yes","2013","Saxony","Urban Area","122","0.245119996225626","0.207490832747242","0.28274915970401"
"Yes","2013","Saxony","Rural Area","127","0.24734873511333","0.20886951418651","0.28582795604015"
"Yes","2013","Saxony-Anhalt","Urban Area","43","0.25530129143609","0.187738916733015","0.322863666139165"
"Yes","2013","Saxony-Anhalt","Rural Area","83","0.221919327820136","0.181499454126193","0.262339201514079"
"Yes","2013","Thuringia","Urban Area","48","0.298319749594285","0.232744807290083","0.363894691898487"
"Yes","2013","Thuringia","Rural Area","90","0.266626920410764","0.222341254003854","0.310912586817673"
"No","2013","Schleswig-Holstein","Urban Area","130","0.659029177500152","0.589194298048018","0.728864056952286"
"No","2013","Schleswig-Holstein","Rural Area","327","0.799962452328917","0.761659553624617","0.838265351033217"
"No","2013","Hamburg","Urban Area","262","0.75560278704442","0.708371537963625","0.802834036125215"
"No","2013","Hamburg","Rural Area","","","",""
"No","2013","Lower Saxony","Urban Area","538","0.725076316393108","0.692776652878106","0.75737597990811"
"No","2013","Lower Saxony","Rural Area","702","0.739897330452285","0.711503658644924","0.768291002259645"
"No","2013","Bremen","Urban Area","97","0.669523382005265","0.586395105116858","0.752651658893671"
"No","2013","Bremen","Rural Area","","","",""
"No","2013","North Rhine-Westphalia","Urban Area","2673","0.73177700619286","0.71713712488255","0.74641688750317"
"No","2013","North Rhine-Westphalia","Rural Area","48","0.724280987928959","0.618839762368348","0.829722213489571"
"No","2013","Hesse","Urban Area","803","0.779796144558299","0.754671903775733","0.804920385340865"
"No","2013","Hesse","Rural Area","171","0.743379568178489","0.687417843797306","0.799341292559673"
"No","2013","Rhineland-Palatinate,Saarland","Urban Area","588","0.793615080625636","0.764936258562546","0.822293902688726"
"No","2013","Rhineland-Palatinate,Saarland","Rural Area","177","0.735360516376481","0.680567413910809","0.790153618842154"
"No","2013","Baden-Württemberg","Urban Area","1603","0.781280800472784","0.763351338725451","0.799210262220118"
"No","2013","Baden-Württemberg","Rural Area","205","0.777067884506936","0.726476424146293","0.827659344867578"
"No","2013","Bavaria","Urban Area","986","0.75138855995461","0.727729530644799","0.775047589264421"
"No","2013","Bavaria","Rural Area","1290","0.781820640639702","0.761862249160967","0.801779032118436"
"No","2013","Berlin","Urban Area","417","0.700374844652195","0.663093763370937","0.737655925933453"
"No","2013","Berlin","Rural Area","","","",""
"No","2013","Brandenburg","Urban Area","34","0.569757186903064","0.43646279599088","0.703051577815248"
"No","2013","Brandenburg","Rural Area","368","0.720745799180845","0.681539575272399","0.759952023089292"
"No","2013","Mecklenburg-Western Pomerania","Urban Area","37","0.751966335659535","0.622883535728078","0.881049135590992"
"No","2013","Mecklenburg-Western Pomerania","Rural Area","200","0.754432810452897","0.703560999521621","0.805304621384172"
"No","2013","Saxony","Urban Area","380","0.754880003774374","0.71725084029599","0.792509167252759"
"No","2013","Saxony","Rural Area","356","0.75265126488667","0.714172043959849","0.79113048581349"
"No","2013","Saxony-Anhalt","Urban Area","117","0.74469870856391","0.677136333860835","0.812261083266985"
"No","2013","Saxony-Anhalt","Rural Area","323","0.778080672179864","0.737660798485921","0.818500545873807"
"No","2013","Thuringia","Urban Area","139","0.701680250405715","0.636105308101513","0.767255192709917"
"No","2013","Thuringia","Rural Area","293","0.733373079589236","0.689087413182327","0.777658745996146"
"Yes","2014","Schleswig-Holstein","Urban Area","47","0.34228390890181","0.267588361043295","0.416979456760326"
"Yes","2014","Schleswig-Holstein","Rural Area","97","0.243544424991631","0.199750313650762","0.287338536332501"
"Yes","2014","Hamburg","Urban Area","48","0.181599266155084","0.13332617623869","0.229872356071478"
"Yes","2014","Hamburg","Rural Area","","","",""
"Yes","2014","Lower Saxony","Urban Area","168","0.302380237625281","0.266657287451956","0.338103187798607"
"Yes","2014","Lower Saxony","Rural Area","203","0.261617410579211","0.231752551270234","0.291482269888188"
"Yes","2014","Bremen","Urban Area","27","","",""
"Yes","2014","Bremen","Rural Area","","","",""
"Yes","2014","North Rhine-Westphalia","Urban Area","791","0.273114307134328","0.257490104439168","0.288738509829487"
"Yes","2014","North Rhine-Westphalia","Rural Area","19","","",""
"Yes","2014","Hesse","Urban Area","219","0.240115543515086","0.212423250972792","0.26780783605738"
"Yes","2014","Hesse","Rural Area","54","0.256582643041444","0.197512444690028","0.315652841392861"
"Yes","2014","Rhineland-Palatinate,Saarland","Urban Area","145","0.20339460501407","0.173206971045223","0.233582238982916"
"Yes","2014","Rhineland-Palatinate,Saarland","Rural Area","61","0.281853321100291","0.223455206774379","0.340251435426203"
"Yes","2014","Baden-Württemberg","Urban Area","401","0.232241818879444","0.212372600182443","0.252111037576445"
"Yes","2014","Baden-Württemberg","Rural Area","52","0.312913314918311","0.251918995220276","0.373907634616346"
"Yes","2014","Bavaria","Urban Area","295","0.247102055269092","0.222491958465699","0.271712152072484"
"Yes","2014","Bavaria","Rural Area","341","0.237816197775105","0.216234874620317","0.259397520929892"
"Yes","2014","Berlin","Urban Area","140","0.295846667304203","0.255800147664015","0.335893186944392"
"Yes","2014","Berlin","Rural Area","","","",""
"Yes","2014","Brandenburg","Urban Area","16","","",""
"Yes","2014","Brandenburg","Rural Area","115","0.252695226956653","0.212809908205646","0.29258054570766"
"Yes","2014","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"Yes","2014","Mecklenburg-Western Pomerania","Rural Area","61","0.215937796427467","0.164932217804367","0.266943375050566"
"Yes","2014","Saxony","Urban Area","105","0.245278780597763","0.20539304564575","0.285164515549776"
"Yes","2014","Saxony","Rural Area","108","0.243077952008193","0.202998653191813","0.283157250824572"
"Yes","2014","Saxony-Anhalt","Urban Area","40","0.318521738350433","0.242160033766527","0.394883442934338"
"Yes","2014","Saxony-Anhalt","Rural Area","71","0.180760635047982","0.140730113373786","0.220791156722179"
"Yes","2014","Thuringia","Urban Area","45","0.313174755342619","0.244460702451114","0.381888808234124"
"Yes","2014","Thuringia","Rural Area","80","0.240129690856227","0.196307475642847","0.283951906069607"
"No","2014","Schleswig-Holstein","Urban Area","108","0.65771609109819","0.583020543239674","0.732411638956705"
"No","2014","Schleswig-Holstein","Rural Area","272","0.756455575008369","0.712661463667499","0.800249686349238"
"No","2014","Hamburg","Urban Area","197","0.818400733844916","0.770127643928522","0.86667382376131"
"No","2014","Hamburg","Rural Area","","","",""
"No","2014","Lower Saxony","Urban Area","467","0.697619762374719","0.661896812201393","0.733342712548044"
"No","2014","Lower Saxony","Rural Area","629","0.738382589420789","0.708517730111812","0.768247448729766"
"No","2014","Bremen","Urban Area","80","0.567452908292602","0.47358053164057","0.661325284944635"
"No","2014","Bremen","Rural Area","","","",""
"No","2014","North Rhine-Westphalia","Urban Area","2333","0.726885692865672","0.711261490170513","0.742509895560832"
"No","2014","North Rhine-Westphalia","Rural Area","45","0.646018455860127","0.528860745273436","0.763176166446818"
"No","2014","Hesse","Urban Area","695","0.759884456484914","0.73219216394262","0.787576749027208"
"No","2014","Hesse","Rural Area","156","0.743417356958556","0.684347158607139","0.802487555309972"
"No","2014","Rhineland-Palatinate,Saarland","Urban Area","538","0.79660539498593","0.766417761017083","0.826793028954777"
"No","2014","Rhineland-Palatinate,Saarland","Rural Area","167","0.718146678899709","0.659748564573797","0.776544793225621"
"No","2014","Baden-Württemberg","Urban Area","1334","0.767758181120556","0.747888962423555","0.787627399817557"
"No","2014","Baden-Württemberg","Rural Area","170","0.687086685081689","0.626092365383654","0.748081004779724"
"No","2014","Bavaria","Urban Area","885","0.752897944730908","0.728287847927516","0.777508041534301"
"No","2014","Bavaria","Rural Area","1154","0.762183802224895","0.740602479070108","0.783765125379683"
"No","2014","Berlin","Urban Area","359","0.704153332695797","0.664106813055608","0.744199852335985"
"No","2014","Berlin","Rural Area","","","",""
"No","2014","Brandenburg","Urban Area","30","0.58631894782553","0.44399795833625","0.72863993731481"
"No","2014","Brandenburg","Rural Area","341","0.747304773043347","0.70741945429234","0.787190091794354"
"No","2014","Mecklenburg-Western Pomerania","Urban Area","30","0.851494799694887","0.733686496791838","0.969303102597936"
"No","2014","Mecklenburg-Western Pomerania","Rural Area","189","0.784062203572533","0.733056624949434","0.835067782195633"
"No","2014","Saxony","Urban Area","342","0.754721219402237","0.714835484450224","0.79460695435425"
"No","2014","Saxony","Rural Area","332","0.756922047991808","0.716842749175428","0.797001346808187"
"No","2014","Saxony-Anhalt","Urban Area","103","0.681478261649567","0.605116557065662","0.757839966233473"
"No","2014","Saxony-Anhalt","Rural Area","284","0.819239364952018","0.779208843277821","0.859269886626214"
"No","2014","Thuringia","Urban Area","130","0.686825244657381","0.618111191765876","0.755539297548886"
"No","2014","Thuringia","Rural Area","285","0.759870309143773","0.716048093930393","0.803692524357153"
"Yes","2015","Schleswig-Holstein","Urban Area","45","0.378082710632131","0.297470577202189","0.458694844062073"
"Yes","2015","Schleswig-Holstein","Rural Area","100","0.244650012004281","0.200965915776329","0.288334108232232"
"Yes","2015","Hamburg","Urban Area","53","0.204824282089134","0.155095238597391","0.254553325580877"
"Yes","2015","Hamburg","Rural Area","","","",""
"Yes","2015","Lower Saxony","Urban Area","165","0.315793099703807","0.279351022378257","0.352235177029356"
"Yes","2015","Lower Saxony","Rural Area","193","0.244184036994728","0.215303498081991","0.273064575907465"
"Yes","2015","Bremen","Urban Area","22","","",""
"Yes","2015","Bremen","Rural Area","","","",""
"Yes","2015","North Rhine-Westphalia","Urban Area","777","0.287965849134344","0.27181343505135","0.304118263217337"
"Yes","2015","North Rhine-Westphalia","Rural Area","19","","",""
"Yes","2015","Hesse","Urban Area","208","0.232278703897734","0.204720474357492","0.259836933437976"
"Yes","2015","Hesse","Rural Area","56","0.180754362625167","0.131130157448845","0.230378567801489"
"Yes","2015","Rhineland-Palatinate,Saarland","Urban Area","148","0.226349934815684","0.194520676307485","0.258179193323884"
"Yes","2015","Rhineland-Palatinate,Saarland","Rural Area","66","0.372295412019929","0.311639285710136","0.432951538329721"
"Yes","2015","Baden-Württemberg","Urban Area","382","0.218703322054063","0.199516276871775","0.23789036723635"
"Yes","2015","Baden-Württemberg","Rural Area","56","0.253568312756675","0.196080038086748","0.311056587426601"
"Yes","2015","Bavaria","Urban Area","282","0.221350725369584","0.19814971213928","0.244551738599888"
"Yes","2015","Bavaria","Rural Area","321","0.22202197061889","0.200919339881917","0.243124601355862"
"Yes","2015","Berlin","Urban Area","126","0.245594958327403","0.208090331613812","0.283099585040994"
"Yes","2015","Berlin","Rural Area","","","",""
"Yes","2015","Brandenburg","Urban Area","17","","",""
"Yes","2015","Brandenburg","Rural Area","128","0.256982956181048","0.216920134009107","0.297045778352989"
"Yes","2015","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Yes","2015","Mecklenburg-Western Pomerania","Rural Area","58","0.195469855023297","0.145506514874104","0.245433195172491"
"Yes","2015","Saxony","Urban Area","107","0.236653736773305","0.197600245212566","0.275707228334043"
"Yes","2015","Saxony","Rural Area","92","0.200142818757822","0.160176517615898","0.240109119899745"
"Yes","2015","Saxony-Anhalt","Urban Area","35","0.210960591743345","0.141095142190404","0.280826041296286"
"Yes","2015","Saxony-Anhalt","Rural Area","67","0.182155768253748","0.140257501961489","0.224054034546006"
"Yes","2015","Thuringia","Urban Area","50","0.335940097200081","0.265354122182062","0.406526072218099"
"Yes","2015","Thuringia","Rural Area","73","0.262443047154964","0.21699532124149","0.307890773068438"
"No","2015","Schleswig-Holstein","Urban Area","94","0.621917289367869","0.541305155937927","0.702529422797811"
"No","2015","Schleswig-Holstein","Rural Area","272","0.755349987995719","0.711665891767768","0.799034084223671"
"No","2015","Hamburg","Urban Area","200","0.795175717910866","0.745446674419123","0.844904761402609"
"No","2015","Hamburg","Rural Area","","","",""
"No","2015","Lower Saxony","Urban Area","460","0.684206900296193","0.647764822970644","0.720648977621743"
"No","2015","Lower Saxony","Rural Area","657","0.755815963005272","0.726935424092535","0.784696501918009"
"No","2015","Bremen","Urban Area","76","0.671358274641119","0.578360281408693","0.764356267873545"
"No","2015","Bremen","Rural Area","","","",""
"No","2015","North Rhine-Westphalia","Urban Area","2242","0.712034150865656","0.695881736782663","0.72818656494865"
"No","2015","North Rhine-Westphalia","Rural Area","41","0.738237528155337","0.627006944336723","0.849468111973951"
"No","2015","Hesse","Urban Area","694","0.767721296102266","0.740163066562024","0.795279525642508"
"No","2015","Hesse","Rural Area","175","0.819245637374833","0.769621432198511","0.868869842551155"
"No","2015","Rhineland-Palatinate,Saarland","Urban Area","516","0.773650065184316","0.741820806676116","0.805479323692515"
"No","2015","Rhineland-Palatinate,Saarland","Rural Area","178","0.627704587980071","0.567048461670279","0.688360714289864"
"No","2015","Baden-Württemberg","Urban Area","1401","0.781296677945937","0.76210963276365","0.800483723128225"
"No","2015","Baden-Württemberg","Rural Area","164","0.746431687243325","0.688943412573399","0.803919961913252"
"No","2015","Bavaria","Urban Area","948","0.778649274630416","0.755448261400112","0.801850287860721"
"No","2015","Bavaria","Rural Area","1169","0.77797802938111","0.756875398644138","0.799080660118083"
"No","2015","Berlin","Urban Area","380","0.754405041672597","0.716900414959006","0.791909668386188"
"No","2015","Berlin","Rural Area","","","",""
"No","2015","Brandenburg","Urban Area","26","","",""
"No","2015","Brandenburg","Rural Area","329","0.743017043818952","0.702954221647011","0.783079865990893"
"No","2015","Mecklenburg-Western Pomerania","Urban Area","28","","",""
"No","2015","Mecklenburg-Western Pomerania","Rural Area","184","0.804530144976702","0.754566804827509","0.854493485125896"
"No","2015","Saxony","Urban Area","348","0.763346263226695","0.724292771665957","0.802399754787434"
"No","2015","Saxony","Rural Area","293","0.799857181242178","0.759890880100255","0.839823482384102"
"No","2015","Saxony-Anhalt","Urban Area","96","0.789039408256655","0.719173958703714","0.858904857809596"
"No","2015","Saxony-Anhalt","Rural Area","259","0.817844231746252","0.775945965453994","0.859742498038511"
"No","2015","Thuringia","Urban Area","122","0.664059902799919","0.593473927781901","0.734645877817938"
"No","2015","Thuringia","Rural Area","287","0.737556952845036","0.692109226931562","0.78300467875851"
"Yes","2016","Schleswig-Holstein","Urban Area","39","0.339021023856399","0.259753563147194","0.418288484565604"
"Yes","2016","Schleswig-Holstein","Rural Area","91","0.252414442291308","0.206442952035862","0.298385932546754"
"Yes","2016","Hamburg","Urban Area","47","0.206894228827271","0.155752039807452","0.25803641784709"
"Yes","2016","Hamburg","Rural Area","","","",""
"Yes","2016","Lower Saxony","Urban Area","163","0.289687486801629","0.253630792973629","0.325744180629629"
"Yes","2016","Lower Saxony","Rural Area","186","0.251943751550148","0.222028493487176","0.281859009613119"
"Yes","2016","Bremen","Urban Area","23","","",""
"Yes","2016","Bremen","Rural Area","","","",""
"Yes","2016","North Rhine-Westphalia","Urban Area","736","0.270771328878986","0.254620898652459","0.286921759105512"
"Yes","2016","North Rhine-Westphalia","Rural Area","22","","",""
"Yes","2016","Hesse","Urban Area","207","0.263827714729145","0.233212204848179","0.29444322461011"
"Yes","2016","Hesse","Rural Area","50","0.181237992670135","0.127445899906461","0.235030085433809"
"Yes","2016","Rhineland-Palatinate,Saarland","Urban Area","138","0.204277552116477","0.173090688254416","0.235464415978538"
"Yes","2016","Rhineland-Palatinate,Saarland","Rural Area","65","0.332143779794895","0.272681149076398","0.391606410513392"
"Yes","2016","Baden-Württemberg","Urban Area","382","0.244251370006277","0.223476586927531","0.265026153085023"
"Yes","2016","Baden-Württemberg","Rural Area","57","0.272990202572375","0.214122049185454","0.331858355959296"
"Yes","2016","Bavaria","Urban Area","253","0.218691642445845","0.194352485064559","0.24303079982713"
"Yes","2016","Bavaria","Rural Area","300","0.22166308668399","0.199506048358191","0.243820125009788"
"Yes","2016","Berlin","Urban Area","135","0.275983479586527","0.23599423011601","0.315972729057044"
"Yes","2016","Berlin","Rural Area","","","",""
"Yes","2016","Brandenburg","Urban Area","17","","",""
"Yes","2016","Brandenburg","Rural Area","117","0.256968622219572","0.21659613932527","0.297341105113874"
"Yes","2016","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Yes","2016","Mecklenburg-Western Pomerania","Rural Area","65","0.274075147795652","0.217406836180519","0.330743459410785"
"Yes","2016","Saxony","Urban Area","93","0.218173389139225","0.17895412826708","0.257392650011369"
"Yes","2016","Saxony","Rural Area","94","0.231172812191218","0.188896299690581","0.273449324691855"
"Yes","2016","Saxony-Anhalt","Urban Area","31","0.273162967034137","0.195970923153611","0.350355010914663"
"Yes","2016","Saxony-Anhalt","Rural Area","65","0.207968155427145","0.163006151024314","0.252930159829975"
"Yes","2016","Thuringia","Urban Area","45","0.364088333586544","0.290669429631354","0.437507237541733"
"Yes","2016","Thuringia","Rural Area","73","0.222142863786135","0.177957876348759","0.266327851223511"
"No","2016","Schleswig-Holstein","Urban Area","98","0.660978976143601","0.581711515434396","0.740246436852806"
"No","2016","Schleswig-Holstein","Rural Area","252","0.747585557708692","0.701614067453246","0.793557047964138"
"No","2016","Hamburg","Urban Area","194","0.793105771172729","0.74196358215291","0.844247960192548"
"No","2016","Hamburg","Rural Area","","","",""
"No","2016","Lower Saxony","Urban Area","445","0.710312513198371","0.674255819370371","0.746369207026371"
"No","2016","Lower Saxony","Rural Area","623","0.748056248449852","0.718140990386881","0.777971506512824"
"No","2016","Bremen","Urban Area","76","0.741594561174041","0.65536332998595","0.827825792362132"
"No","2016","Bremen","Rural Area","","","",""
"No","2016","North Rhine-Westphalia","Urban Area","2172","0.729228671121014","0.713078240894488","0.745379101347541"
"No","2016","North Rhine-Westphalia","Rural Area","41","0.665735323599295","0.549249289581007","0.782221357617584"
"No","2016","Hesse","Urban Area","589","0.736172285270855","0.70555677538989","0.76678779515182"
"No","2016","Hesse","Rural Area","147","0.818762007329865","0.764969914566191","0.872554100093539"
"No","2016","Rhineland-Palatinate,Saarland","Urban Area","504","0.795722447883523","0.764535584021462","0.826909311745584"
"No","2016","Rhineland-Palatinate,Saarland","Rural Area","176","0.667856220205105","0.608393589486608","0.727318850923602"
"No","2016","Baden-Württemberg","Urban Area","1261","0.755748629993723","0.734973846914977","0.776523413072469"
"No","2016","Baden-Württemberg","Rural Area","163","0.727009797427625","0.668141644040704","0.785877950814547"
"No","2016","Bavaria","Urban Area","855","0.781308357554155","0.75696920017287","0.805647514935441"
"No","2016","Bavaria","Rural Area","1050","0.77833691331601","0.756179874990212","0.800493951641809"
"No","2016","Berlin","Urban Area","345","0.724016520413473","0.684027270942956","0.76400576988399"
"No","2016","Berlin","Rural Area","","","",""
"No","2016","Brandenburg","Urban Area","22","","",""
"No","2016","Brandenburg","Rural Area","333","0.743031377780428","0.702658894886126","0.78340386067473"
"No","2016","Mecklenburg-Western Pomerania","Urban Area","32","0.741996870645689","0.602883197979368","0.88111054331201"
"No","2016","Mecklenburg-Western Pomerania","Rural Area","173","0.725924852204348","0.669256540589215","0.782593163819481"
"No","2016","Saxony","Urban Area","333","0.781826610860775","0.742607349988631","0.82104587173292"
"No","2016","Saxony","Rural Area","288","0.768827187808782","0.726550675308145","0.811103700309419"
"No","2016","Saxony-Anhalt","Urban Area","97","0.726837032965863","0.649644989085337","0.804029076846389"
"No","2016","Saxony-Anhalt","Rural Area","248","0.792031844572855","0.747069840170025","0.836993848975686"
"No","2016","Thuringia","Urban Area","120","0.635911666413456","0.562492762458267","0.709330570368646"
"No","2016","Thuringia","Rural Area","267","0.777857136213865","0.733672148776489","0.822042123651242"
"Yes","2017","Schleswig-Holstein","Urban Area","54","0.291527808929849","0.228543192126021","0.354512425733678"
"Yes","2017","Schleswig-Holstein","Rural Area","102","0.238733886817274","0.197112087448898","0.280355686185651"
"Yes","2017","Hamburg","Urban Area","61","0.263734428327477","0.212574924826718","0.314893931828236"
"Yes","2017","Hamburg","Rural Area","","","",""
"Yes","2017","Lower Saxony","Urban Area","211","0.313718892160542","0.279172489404253","0.348265294916832"
"Yes","2017","Lower Saxony","Rural Area","240","0.259361492508977","0.232142357841867","0.286580627176087"
"Yes","2017","Bremen","Urban Area","36","0.381729126521943","0.298853243553958","0.464605009489927"
"Yes","2017","Bremen","Rural Area","","","",""
"Yes","2017","North Rhine-Westphalia","Urban Area","852","0.269122623407635","0.253979420385402","0.284265826429867"
"Yes","2017","North Rhine-Westphalia","Rural Area","22","","",""
"Yes","2017","Hesse","Urban Area","235","0.256862868514231","0.228631019525376","0.285094717503086"
"Yes","2017","Hesse","Rural Area","72","0.218756490678258","0.168698763117224","0.268814218239292"
"Yes","2017","Rhineland-Palatinate,Saarland","Urban Area","148","0.205929063411235","0.176247156501577","0.235610970320893"
