"pgoeffd","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","1984","Full Time","4302","0.747646668030298","0.736110488786857","0.75918284727374","2"
"No","1984","Not Working","157","0.858892409298344","0.808314954845495","0.909469863751194","2"
"No","1984","Part Time","1168","0.760914280999118","0.739336716159423","0.782491845838812","2"
"Yes","1984","Full Time","1144","0.252353331969701","0.24081715272626","0.263889511213143","1"
"Yes","1984","Part Time","333","0.239085719000883","0.217508154161188","0.260663283840577","1"
"Yes","1984","Not Working","25","","","","1"
"No","1985","Full Time","3691","0.738126166567852","0.725607389192538","0.750644943943166","2"
"No","1985","Not Working","76","0.774033897164213","0.690374619139817","0.857693175188608","2"
"No","1985","Part Time","1010","0.75819977165084","0.735039912921461","0.781359630380218","2"
"Yes","1985","Part Time","303","0.24180022834916","0.218640369619782","0.264960087078539","1"
"Yes","1985","Full Time","1047","0.261873833432148","0.249355056056834","0.274392610807462","1"
"Yes","1985","Not Working","20","","","","1"
"No","1986","Full Time","3550","0.739020869895423","0.726262998926972","0.751778740863875","2"
"No","1986","Not Working","51","0.709879830395308","0.601214233615563","0.818545427175052","2"
"No","1986","Part Time","864","0.735220974912963","0.709731483932003","0.760710465893923","2"
"Yes","1986","Part Time","287","0.264779025087037","0.239289534106077","0.290268516067997","1"
"Yes","1986","Full Time","1002","0.260979130104577","0.248221259136125","0.273737001073028","1"
"Yes","1986","Not Working","16","","","","1"
"No","1987","Full Time","3547","0.741193817359323","0.728448085268137","0.753939549450509","2"
"No","1987","Not Working","62","0.678603589827213","0.579322344665688","0.777884834988738","2"
"No","1987","Part Time","927","0.733737285814016","0.709095945455989","0.758378626172043","2"
"Yes","1987","Part Time","309","0.266262714185984","0.241621373827956","0.290904054544011","1"
"Yes","1987","Full Time","989","0.258806182640677","0.246060450549491","0.271551914731863","1"
"Yes","1987","Not Working","23","","","","1"
"No","1988","Full Time","3419","0.742524932324861","0.729531419678212","0.75551844497151","2"
"No","1988","Not Working","75","0.74990465169181","0.664597326568124","0.835211976815496","2"
"No","1988","Part Time","981","0.745256530266553","0.721405425314332","0.769107635218774","2"
"Yes","1988","Part Time","301","0.254743469733447","0.230892364781226","0.278594574685668","1"
"Yes","1988","Full Time","931","0.257475067675139","0.24448155502849","0.270468580321788","1"
"Yes","1988","Not Working","24","","","","1"
"No","1989","Full Time","3506","0.751820037304091","0.739085673235949","0.764554401372234","2"
"No","1989","Not Working","96","0.752260338401132","0.67502086209937","0.829499814702894","2"
"No","1989","Part Time","981","0.741705585910569","0.717921704831316","0.765489466989822","2"
"Yes","1989","Part Time","320","0.258294414089431","0.234510533010178","0.282078295168684","1"
"Yes","1989","Full Time","914","0.248179962695909","0.235445598627766","0.260914326764051","1"
"Yes","1989","Not Working","24","","","","1"
"No","1990","Full Time","3396","0.749591993778936","0.736615381333405","0.762568606224468","2"
"No","1990","Not Working","63","0.809920723190981","0.724474234103156","0.895367212278805","2"
"No","1990","Part Time","949","0.740347455189922","0.716233951595087","0.764460958784757","2"
"Yes","1990","Part Time","321","0.259652544810078","0.235539041215243","0.283766048404913","1"
"Yes","1990","Full Time","886","0.250408006221063","0.237431393775532","0.263384618666595","1"
"Yes","1990","Not Working","18","","","","1"
"No","1991","Not Working","109","0.827400486740327","0.762933288695607","0.891867684785047","2"
"No","1991","Part Time","1040","0.734227518462652","0.710844547079406","0.757610489845898","2"
"No","1991","Full Time","3386","0.746939732422316","0.733984070821714","0.759895394022919","2"
"Yes","1991","Full Time","940","0.253060267577684","0.240104605977081","0.266015929178286","1"
"Yes","1991","Part Time","331","0.265772481537348","0.242389510154102","0.289155452920594","1"
"Yes","1991","Not Working","23","","","","1"
"No","1992","Not Working","89","0.673254457062225","0.590027765591209","0.756481148533241","2"
"No","1992","Part Time","1174","0.692465758709806","0.670567757872286","0.714363759547325","2"
"No","1992","Full Time","4606","0.726041845553752","0.71493692825881","0.737146762848694","2"
"Yes","1992","Full Time","1590","0.273958154446248","0.262853237151306","0.28506307174119","1"
"Yes","1992","Part Time","532","0.307534241290194","0.285636240452674","0.329432242127714","1"
"Yes","1992","Not Working","33","0.326745542937775","0.243518851466759","0.409972234408791","1"
"No","1993","Not Working","128","0.703281264429863","0.635600372184368","0.770962156675358","2"
"No","1993","Part Time","1210","0.712816170386005","0.691314871460203","0.734317469311806","2"
"No","1993","Full Time","4472","0.732880041978222","0.721682712001787","0.744077371954657","2"
"Yes","1993","Full Time","1526","0.267119958021778","0.255922628045343","0.278317287998213","1"
"Yes","1993","Part Time","491","0.287183829613995","0.265682530688194","0.308685128539797","1"
"Yes","1993","Not Working","47","0.296718735570137","0.229037843324642","0.364399627815632","1"
"No","1994","Not Working","106","0.793914432323011","0.724910830046075","0.862918034599947","2"
"No","1994","Part Time","1171","0.720468454499583","0.698628810038667","0.742308098960499","2"
"No","1994","Full Time","4162","0.72274814605246","0.71106555265699","0.734430739447929","2"
"Yes","1994","Full Time","1478","0.277251853947541","0.265569260552071","0.28893444734301","1"
"Yes","1994","Part Time","451","0.279531545500417","0.257691901039501","0.301371189961333","1"
"Yes","1994","Not Working","26","","","","1"
"No","1995","Not Working","154","0.812199639212862","0.756222990366795","0.86817628805893","2"
"No","1995","Part Time","1432","0.724167919060273","0.704432015849701","0.743903822270844","2"
"No","1995","Full Time","4260","0.725242560055188","0.71365406513033","0.736831054980045","2"
"Yes","1995","Full Time","1440","0.274757439944812","0.263168945019955","0.28634593486967","1"
"Yes","1995","Part Time","538","0.275832080939727","0.256096177729156","0.295567984150299","1"
"Yes","1995","Not Working","33","0.187800360787138","0.13182371194107","0.243777009633205","1"
"No","1996","Not Working","100","0.763655789709596","0.689180124183406","0.838131455235785","2"
"No","1996","Part Time","1414","0.724006613810438","0.704001344887356","0.74401188273352","2"
"No","1996","Full Time","4037","0.726357839514928","0.714492091856569","0.738223587173288","2"
"Yes","1996","Full Time","1386","0.273642160485072","0.261776412826712","0.285507908143431","1"
"Yes","1996","Part Time","504","0.275993386189562","0.25598811726648","0.295998655112644","1"
"Yes","1996","Not Working","25","","","","1"
"No","1997","Not Working","96","0.856404852435431","0.793398541495097","0.919411163375766","2"
"No","1997","Part Time","1400","0.734967670913868","0.715158956572372","0.754776385255363","2"
"No","1997","Full Time","3997","0.727766399375691","0.715848118934761","0.73968467981662","2"
"Yes","1997","Part Time","507","0.265032329086132","0.245223614744637","0.284841043427628","1"
"Yes","1997","Full Time","1361","0.27223360062431","0.26031532018338","0.284151881065239","1"
"Yes","1997","Not Working","23","","","","1"
"No","1998","Not Working","95","0.61772468668348","0.535138412081203","0.700310961285758","2"
"No","1998","Full Time","4293","0.726706603446568","0.715193780633104","0.738219426260032","2"
"No","1998","Part Time","1656","0.755130360722327","0.737266967939057","0.772993753505598","2"
"Yes","1998","Part Time","570","0.244869639277673","0.227006246494402","0.262733032060943","1"
"Yes","1998","Full Time","1463","0.273293396553432","0.261780573739968","0.284806219366896","1"
"Yes","1998","Not Working","38","0.38227531331652","0.299689038714242","0.464861587918797","1"
"No","1999","Not Working","82","0.72450225800632","0.638222608503774","0.810781907508865","2"
"No","1999","Full Time","4013","0.731602761391655","0.719751974061719","0.743453548721591","2"
"No","1999","Part Time","1512","0.756269638991807","0.737500549241909","0.775038728741704","2"
"Yes","1999","Part Time","498","0.243730361008193","0.224961271258296","0.262499450758091","1"
"Yes","1999","Full Time","1358","0.268397238608345","0.256546451278409","0.280248025938281","1"
"Yes","1999","Not Working","21","","","","1"
"No","2000","Not Working","209","0.817660047698064","0.77108284151068","0.864237253885447","2"
"No","2000","Full Time","7397","0.761558634452476","0.753091980140866","0.770025288764087","2"
"No","2000","Part Time","2874","0.76566731549006","0.752222613615316","0.779112017364805","2"
"Yes","2000","Part Time","939","0.23433268450994","0.220887982635195","0.247777386384685","1"
"Yes","2000","Full Time","2334","0.238441365547524","0.229974711235913","0.246908019859134","1"
"Yes","2000","Not Working","55","0.182339952301936","0.135762746114553","0.22891715848932","1"
"No","2001","Not Working","154","0.843150102950187","0.791304520647427","0.894995685252946","2"
"No","2001","Full Time","6400","0.764368842410458","0.755298080638381","0.773439604182535","2"
"No","2001","Part Time","2419","0.751369128730799","0.736539039854826","0.766199217606772","2"
"Yes","2001","Part Time","844","0.248630871269201","0.233800782393228","0.263460960145174","1"
"Yes","2001","Full Time","2009","0.235631157589542","0.226560395817465","0.244701919361619","1"
"Yes","2001","Not Working","35","0.156849897049813","0.105004314747054","0.208695479352573","1"
"No","2002","Not Working","170","0.860133152846903","0.812996725796542","0.907269579897265","2"
"No","2002","Part Time","2861","0.759039932791196","0.745636716278411","0.77244314930398","2"
"No","2002","Full Time","6915","0.765040885439094","0.756397575518441","0.773684195359747","2"
"Yes","2002","Full Time","2328","0.234959114560906","0.226315804640253","0.243602424481559","1"
"Yes","2002","Part Time","1050","0.240960067208804","0.22755685069602","0.254363283721589","1"
"Yes","2002","Not Working","38","0.139866847153097","0.0927304201027351","0.187003274203458","1"
"No","2003","Not Working","121","0.810806945381958","0.747492800114206","0.874121090649709","2"
"No","2003","Part Time","2501","0.75174543368079","0.737321806888473","0.766169060473107","2"
"No","2003","Full Time","6095","0.750358085852773","0.741009720114216","0.759706451591331","2"
"Yes","2003","Full Time","2139","0.249641914147227","0.240293548408669","0.258990279885784","1"
"Yes","2003","Part Time","945","0.24825456631921","0.233830939526893","0.262678193111527","1"
"Yes","2003","Not Working","26","","","","1"
"No","2004","Not Working","143","0.790633772090455","0.730864346123196","0.850403198057714","2"
"No","2004","Part Time","2839","0.773238247968989","0.759992374536795","0.786484121401183","2"
"No","2004","Full Time","6073","0.752355620421399","0.742986146804138","0.761725094038659","2"
"Yes","2004","Full Time","2080","0.247644379578601","0.238274905961341","0.257013853195862","1"
"Yes","2004","Part Time","1000","0.226761752031011","0.213515878598817","0.240007625463205","1"
"Yes","2004","Not Working","35","0.209366227909545","0.149596801942286","0.269135653876804","1"
"No","2005","Not Working","123","0.874599902302227","0.820881224732134","0.928318579872319","2"
"No","2005","Part Time","2422","0.761228859024129","0.746698393338855","0.775759324709402","2"
"No","2005","Full Time","5499","0.752852059943493","0.743035320353599","0.762668799533387","2"
"Yes","2005","Full Time","1918","0.247147940056507","0.237331200466613","0.256964679646401","1"
"Yes","2005","Part Time","885","0.238771140975871","0.224240675290598","0.253301606661144","1"
"Yes","2005","Not Working","23","","","","1"
"No","2006","Not Working","156","0.780383365627354","0.723574041170778","0.837192690083929","2"
"No","2006","Part Time","2505","0.759079064286147","0.744706788159678","0.773451340412616","2"
"No","2006","Full Time","5563","0.753959360326796","0.744253149432878","0.763665571220714","2"
"Yes","2006","Part Time","896","0.240920935713853","0.226548659587384","0.255293211840322","1"
"Yes","2006","Full Time","2001","0.246040639673204","0.236334428779287","0.255746850567122","1"
"Yes","2006","Not Working","48","0.219616634372646","0.162807309916071","0.276425958829222","1"
"No","2007","Not Working","168","0.827018664190511","0.775984131541564","0.878053196839458","2"
"No","2007","Full Time","5671","0.761827906126535","0.752261286661265","0.771394525591804","2"
"No","2007","Part Time","2781","0.775704511699823","0.762231501872223","0.789177521527424","2"
"Yes","2007","Part Time","901","0.224295488300177","0.210822478472576","0.237768498127777","1"
"Yes","2007","Full Time","1945","0.238172093873465","0.228605474408196","0.247738713338735","1"
"Yes","2007","Not Working","43","0.172981335809489","0.121946803160542","0.224015868458436","1"
"No","2008","Not Working","142","0.864203765593328","0.813155971453434","0.915251559733222","2"
"No","2008","Full Time","5250","0.767754148286339","0.757867795290478","0.7776405012822","2"
"No","2008","Part Time","2426","0.770076883648236","0.755648028092535","0.784505739203936","2"
"Yes","2008","Part Time","841","0.229923116351764","0.215494260796064","0.244351971907465","1"
"Yes","2008","Full Time","1758","0.232245851713661","0.2223594987178","0.242132204709522","1"
"Yes","2008","Not Working","31","0.135796234406672","0.0847484402667784","0.186844028546566","1"
"No","2009","Not Working","112","0.773827322232407","0.704528449043655","0.84312619542116","2"
"No","2009","Full Time","5043","0.766338010588084","0.756231162138113","0.776444859038055","2"
"No","2009","Part Time","2517","0.788798258784731","0.774980811866787","0.802615705702674","2"
"Yes","2009","Part Time","835","0.211201741215269","0.197384294297326","0.225019188133213","1"
"Yes","2009","Full Time","1691","0.233661989411916","0.223555140961945","0.243768837861887","1"
"Yes","2009","Not Working","28","","","","1"
"No","2010","Not Working","253","0.7964157686759","0.752366615042115","0.840464922309686","2"
"No","2010","Full Time","6537","0.759422050896843","0.750365625043355","0.768478476750332","2"
"No","2010","Part Time","3505","0.777372075672666","0.765374917173318","0.789369234172015","2"
"Yes","2010","Part Time","1114","0.222627924327334","0.210630765827985","0.234625082826682","1"
"Yes","2010","Full Time","2020","0.240577949103157","0.231521523249668","0.249634374956645","1"
"Yes","2010","Not Working","68","0.2035842313241","0.159535077690314","0.247633384957885","1"
"No","2011","Not Working","308","0.779643914502684","0.737467291153457","0.821820537851911","2"
"No","2011","Full Time","7427","0.751534791006849","0.743043656634533","0.760025925379164","2"
"No","2011","Part Time","4449","0.781682818670334","0.771060501476945","0.792305135863722","2"
"Yes","2011","Part Time","1361","0.218317181329666","0.207694864136278","0.228939498523055","1"
"Yes","2011","Full Time","2522","0.248465208993151","0.239974074620836","0.256956343365467","1"
"Yes","2011","Not Working","63","0.220356085497316","0.178179462148089","0.262532708846543","1"
"No","2012","Not Working","350","0.809721853480022","0.772447881198188","0.846995825761856","2"
"No","2012","Full Time","7245","0.752116811833716","0.743517040858915","0.760716582808518","2"
"No","2012","Part Time","4314","0.770383675634146","0.759425628601393","0.781341722666898","2"
"Yes","2012","Part Time","1345","0.229616324365854","0.218658277333102","0.240574371398607","1"
"Yes","2012","Full Time","2439","0.247883188166284","0.239283417191482","0.256482959141085","1"
"Yes","2012","Not Working","76","0.190278146519978","0.153004174238144","0.227552118801812","1"
"No","2013","Not Working","2865","0.845884339025655","0.833677795232113","0.858090882819197","2"
"No","2013","Part Time","4034","0.752674203138792","0.741146180538492","0.764202225739092","2"
"No","2013","Full Time","6365","0.73350582107147","0.724177825331313","0.742833816811627","2"
"Yes","2013","Full Time","2265","0.26649417892853","0.257166183188373","0.275822174668687","1"
"Yes","2013","Not Working","496","0.154115660974345","0.141909117180803","0.166322204767887","1"
"Yes","2013","Part Time","1347","0.247325796861208","0.235797774260908","0.258853819461508","1"
"No","2014","Not Working","468","0.780590493203066","0.746939384749186","0.814241601656946","2"
"No","2014","Part Time","4306","0.741245103790559","0.729906538797029","0.75258366878409","2"
"No","2014","Full Time","6881","0.744199108838174","0.735233194338501","0.753165023337847","2"
"Yes","2014","Full Time","2216","0.255800891161826","0.246834976662153","0.264766805661499","1"
"Yes","2014","Not Working","113","0.219409506796934","0.185758398343054","0.253060615250814","1"
"Yes","2014","Part Time","1425","0.258754896209441","0.24741633121591","0.270093461202971","1"
"No","2015","Not Working","1246","0.806453553759444","0.786033779870226","0.826873327648663","2"
"No","2015","Part Time","4024","0.755804471514006","0.744322637237321","0.767286305790691","2"
"No","2015","Full Time","6369","0.74414428243529","0.734854524974764","0.753434039895815","2"
"Yes","2015","Full Time","2106","0.25585571756471","0.246565960104185","0.265145475025236","1"
"Yes","2015","Not Working","192","0.193546446240555","0.173126672351337","0.213966220129774","1"
"Yes","2015","Part Time","1354","0.244195528485994","0.232713694209309","0.255677362762679","1"
"No","2016","Not Working","733","0.794192368608034","0.767156202805607","0.821228534410462","2"
"No","2016","Part Time","4016","0.75969352938849","0.748208907349935","0.771178151427045","2"
"No","2016","Full Time","6153","0.74058786519172","0.731115963581953","0.750059766801487","2"
"Yes","2016","Full Time","2073","0.25941213480828","0.249940233198513","0.268884036418047","1"
"Yes","2016","Not Working","126","0.205807631391966","0.178771465589538","0.232843797194393","1"
"Yes","2016","Part Time","1301","0.24030647061151","0.228821848572955","0.251791092650065","1"
"No","2017","Not Working","962","0.792028183446827","0.768237892697294","0.815818474196361","2"
"No","2017","Part Time","4479","0.749187522456529","0.738210911591869","0.760164133321188","2"
"No","2017","Full Time","7055","0.747811737664909","0.739038382616301","0.756585092713517","2"
"Yes","2017","Full Time","2357","0.252188262335091","0.243414907286483","0.260961617383699","1"
"Yes","2017","Not Working","156","0.207971816553173","0.184181525803639","0.231762107302706","1"
"Yes","2017","Part Time","1512","0.250812477543471","0.239835866678812","0.26178908840813","1"
"No","2018","Not Working","901","0.829099797412709","0.806266294879795","0.851933299945623","2"
"No","2018","Part Time","4457","0.737622070943824","0.72639379367155","0.748850348216098","2"
"No","2018","Full Time","6561","0.740639748943859","0.731508984526456","0.749770513361262","2"
"Yes","2018","Full Time","2290","0.259360251056141","0.250229486638738","0.268491015473544","1"
"Yes","2018","Not Working","143","0.170900202587291","0.148066700054377","0.193733705120205","1"
"Yes","2018","Part Time","1440","0.262377929056176","0.251149651783902","0.27360620632845","1"
"No","2019","Not Working","866","0.771143904622715","0.745400900205621","0.796886909039809","2"
"No","2019","Full Time","6394","0.735159682150808","0.725812211729716","0.7445071525719","2"
"No","2019","Part Time","4282","0.747644126788535","0.73636292420493","0.75892532937214","2"
"Yes","2019","Full Time","2166","0.264840317849192","0.2554928474281","0.274187788270284","1"
"Yes","2019","Not Working","157","0.228856095377285","0.203113090960191","0.254599099794379","1"
"Yes","2019","Part Time","1413","0.252355873211465","0.24107467062786","0.26363707579507","1"
