"pgoeffd","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"No","1989","Part Time","Male","287","0.799074169205176","0.757274564889987","0.840873773520365"
"Yes","1989","Full Time","Female","312","0.281247447016581","0.256946723222304","0.305548170810858"
"Yes","1989","Full Time","Male","602","0.234078148962523","0.219184882632927","0.248971415292119"
"Yes","1989","Not Working","Female","17","","",""
"Yes","1989","Not Working","Male","7","","",""
"Yes","1989","Part Time","Female","254","0.277779271003748","0.249267196716108","0.306291345291389"
"Yes","1989","Part Time","Male","66","0.200925830794824","0.159126226479635","0.242725435110013"
"No","1990","Full Time","Female","957","0.703996400008196","0.67886055445292","0.729132245563472"
"No","1990","Full Time","Male","2439","0.768818883723683","0.75377040384339","0.783867363603976"
"No","1990","Not Working","Female","34","0.829428138865487","0.718289562508406","0.940566715222568"
"No","1990","Not Working","Male","29","","",""
"No","1990","Part Time","Female","688","0.717544284979609","0.688901547478449","0.746187022480768"
"No","1990","Part Time","Male","261","0.809422436007304","0.766457014214637","0.852387857799971"
"Yes","1990","Full Time","Female","310","0.296003599991804","0.270867754436528","0.32113944554708"
"Yes","1990","Full Time","Male","576","0.231181116276317","0.216132636396024","0.24622959615661"
"Yes","1990","Not Working","Female","10","","",""
"Yes","1990","Not Working","Male","8","","",""
"Yes","1990","Part Time","Female","261","0.282455715020392","0.253812977519232","0.311098452521551"
"Yes","1990","Part Time","Male","60","0.190577563992696","0.147612142200029","0.233542985785363"
"No","1991","Full Time","Female","949","0.691332301408703","0.666240513070838","0.716424089746567"
"No","1991","Full Time","Male","2437","0.77120520563027","0.756233708089845","0.786176703170694"
"No","1991","Not Working","Female","56","0.793766246594249","0.699654224817334","0.887878268371164"
"No","1991","Not Working","Male","53","0.859376496049721","0.772138864370914","0.946614127728527"
"No","1991","Part Time","Female","752","0.726756343406271","0.699219220657179","0.754293466155362"
"No","1991","Part Time","Male","288","0.755473783652109","0.711380334548277","0.79956723275594"
"Yes","1991","Full Time","Female","353","0.308667698591297","0.283575910253433","0.333759486929162"
"Yes","1991","Full Time","Male","587","0.22879479436973","0.213823296829306","0.243766291910154"
"Yes","1991","Not Working","Female","15","","",""
"Yes","1991","Not Working","Male","8","","",""
"Yes","1991","Part Time","Female","254","0.273243656593729","0.245706533844638","0.300780779342821"
"Yes","1991","Part Time","Male","77","0.244526216347891","0.200432767244059","0.288619665451723"
"No","1992","Full Time","Female","1340","0.634875007032249","0.61411905067552","0.655630963388977"
"No","1992","Full Time","Male","3266","0.768115975804073","0.755243133089837","0.780988818518309"
"No","1992","Not Working","Female","53","0.748631721359756","0.647727748742996","0.849535693976516"
"No","1992","Not Working","Male","36","0.559271560281447","0.423014219584138","0.695528900978755"
"No","1992","Part Time","Female","811","0.672385880807344","0.646241499649665","0.698530261965022"
"No","1992","Part Time","Male","363","0.748054811639668","0.708722913191729","0.787386710087607"
"Yes","1992","Full Time","Female","727","0.365124992967751","0.344369036611023","0.38588094932448"
"Yes","1992","Full Time","Male","863","0.231884024195927","0.219011181481691","0.244756866910163"
"Yes","1992","Not Working","Female","18","","",""
"Yes","1992","Not Working","Male","15","","",""
"Yes","1992","Part Time","Female","427","0.327614119192656","0.301469738034978","0.353758500350335"
"Yes","1992","Part Time","Male","105","0.251945188360332","0.212613289912393","0.291277086808271"
"No","1993","Full Time","Female","1286","0.641102340264939","0.620090453640471","0.662114226889408"
"No","1993","Full Time","Male","3186","0.775073988337173","0.762128251524393","0.788019725149954"
"No","1993","Not Working","Female","80","0.662825269264069","0.57642278910111","0.749227749427029"
"No","1993","Not Working","Male","48","0.788635762189113","0.685329546371132","0.891941978007095"
"No","1993","Part Time","Female","872","0.708242653633081","0.682972116909501","0.733513190356662"
"No","1993","Part Time","Male","338","0.725263192393056","0.684382184507078","0.766144200279033"
"Yes","1993","Full Time","Female","716","0.358897659735061","0.337885773110592","0.37990954635953"
"Yes","1993","Full Time","Male","810","0.224926011662827","0.211980274850046","0.237871748475607"
"Yes","1993","Not Working","Female","35","0.33717473073593","0.250772250572971","0.42357721089889"
"Yes","1993","Not Working","Male","12","","",""
"Yes","1993","Part Time","Female","371","0.291757346366919","0.266486809643338","0.317027883090499"
"Yes","1993","Part Time","Male","120","0.274736807606944","0.233855799720967","0.315617815492922"
"No","1994","Full Time","Female","1197","0.627490420689728","0.605647507775568","0.649333333603888"
"No","1994","Full Time","Male","2965","0.766450217546932","0.752923219958741","0.779977215135124"
"No","1994","Not Working","Female","58","0.7493644646365","0.651930771342375","0.846798157930625"
"No","1994","Not Working","Male","48","0.834266141051125","0.736876669836672","0.931655612265579"
"No","1994","Part Time","Female","834","0.706392819806363","0.680593545509425","0.732192094103302"
"No","1994","Part Time","Male","337","0.759963569551239","0.719357720776577","0.800569418325901"
"Yes","1994","Full Time","Female","685","0.372509579310272","0.350666666396112","0.394352492224432"
"Yes","1994","Full Time","Male","793","0.233549782453068","0.220022784864876","0.247076780041259"
"Yes","1994","Not Working","Female","18","","",""
"Yes","1994","Not Working","Male","8","","",""
"Yes","1994","Part Time","Female","363","0.293607180193637","0.267807905896698","0.319406454490575"
"Yes","1994","Part Time","Male","88","0.240036430448761","0.199430581674099","0.280642279223423"
"No","1995","Full Time","Female","1208","0.627947598186346","0.606127526561672","0.649767669811019"
"No","1995","Full Time","Male","3052","0.76939789294536","0.756031693051383","0.782764092839337"
"No","1995","Not Working","Female","87","0.785123878026908","0.708713953061979","0.861533802991836"
"No","1995","Not Working","Male","67","0.84707356456131","0.766155936842233","0.927991192280388"
"No","1995","Part Time","Female","938","0.683582566474593","0.659027044337323","0.708138088611863"
"No","1995","Part Time","Male","494","0.810733373637717","0.779178729722299","0.842288017553136"
"Yes","1995","Full Time","Female","677","0.372052401813654","0.350232330188981","0.393872473438328"
"Yes","1995","Full Time","Male","763","0.23060210705464","0.217235907160663","0.243968306948617"
"Yes","1995","Not Working","Female","24","","",""
"Yes","1995","Not Working","Male","9","","",""
"Yes","1995","Part Time","Female","440","0.316417433525407","0.291861911388137","0.340972955662677"
"Yes","1995","Part Time","Male","98","0.189266626362283","0.157711982446864","0.220821270277701"
"No","1996","Full Time","Female","1144","0.624851918860961","0.60249764246896","0.647206195252963"
"No","1996","Full Time","Male","2893","0.772505347836796","0.758851024843688","0.786159670829904"
"No","1996","Not Working","Female","54","0.659164411203908","0.551892306174475","0.766436516233341"
"No","1996","Not Working","Male","46","0.923685335779138","0.850093588887473","0.997277082670802"
"No","1996","Part Time","Female","920","0.690827803034555","0.6660461665633","0.71560943950581"
"No","1996","Part Time","Male","494","0.797184237978304","0.76451667010666","0.829851805849947"
"Yes","1996","Full Time","Female","658","0.375148081139039","0.352793804747037","0.39750235753104"
"Yes","1996","Full Time","Male","728","0.227494652163204","0.213840329170096","0.241148975156312"
"Yes","1996","Not Working","Female","21","","",""
"Yes","1996","Not Working","Male","4","","",""
"Yes","1996","Part Time","Female","416","0.309172196965445","0.28439056049419","0.3339538334367"
"Yes","1996","Part Time","Male","88","0.202815762021696","0.170148194150053","0.23548332989334"
"No","1997","Full Time","Female","1167","0.652905385340054","0.63093188267284","0.674878888007268"
"No","1997","Full Time","Male","2830","0.762525653446578","0.748537387882248","0.776513919010909"
"No","1997","Not Working","Female","57","0.823660450966245","0.736828171756072","0.910492730176418"
"No","1997","Not Working","Male","39","0.911808288787515","0.828955432157647","0.994661145417383"
"No","1997","Part Time","Female","901","0.682820046131189","0.657666963837385","0.707973128424992"
"No","1997","Part Time","Male","499","0.843152546092266","0.813858520801291","0.872446571383242"
"Yes","1997","Full Time","Female","636","0.347094614659946","0.325121111992731","0.36906811732716"
"Yes","1997","Full Time","Male","725","0.237474346553422","0.223486080989091","0.251462612117752"
"Yes","1997","Not Working","Female","17","","",""
"Yes","1997","Not Working","Male","6","","",""
"Yes","1997","Part Time","Female","414","0.317179953868811","0.292026871575008","0.342333036162615"
"Yes","1997","Part Time","Male","93","0.156847453907734","0.127553428616758","0.186141479198709"
"No","1998","Full Time","Female","1227","0.60903027963373","0.587299551167506","0.630761008099955"
"No","1998","Full Time","Male","3066","0.779812213251627","0.76667010950597","0.792954316997285"
"No","1998","Not Working","Female","45","0.528448852189111","0.412334795241284","0.644562909136939"
"No","1998","Not Working","Male","50","0.708444278571669","0.595317380474314","0.821571176669025"
"No","1998","Part Time","Female","1036","0.714648013982834","0.691779985225914","0.737516042739754"
"No","1998","Part Time","Male","620","0.836246614565663","0.809365657244788","0.863127571886537"
"Yes","1998","Full Time","Female","710","0.39096972036627","0.369238991900045","0.412700448832494"
"Yes","1998","Full Time","Male","753","0.220187786748373","0.207045683002715","0.23332989049403"
"Yes","1998","Not Working","Female","26","","",""
"Yes","1998","Not Working","Male","12","","",""
"Yes","1998","Part Time","Female","462","0.285351986017166","0.262483957260247","0.308220014774086"
"Yes","1998","Part Time","Male","108","0.163753385434337","0.136872428113463","0.190634342755212"
"No","1999","Full Time","Female","1130","0.614623522441166","0.592108983664585","0.637138061217748"
"No","1999","Full Time","Male","2883","0.784532329140539","0.771056800330324","0.798007857950753"
"No","1999","Not Working","Female","50","0.687392589884379","0.574700490405934","0.800084689362824"
"No","1999","Not Working","Male","32","0.787829698403484","0.657838255737575","0.917821141069392"
"No","1999","Part Time","Female","1000","0.723444876080223","0.700006214367463","0.746883537792983"
"No","1999","Part Time","Male","512","0.827494364695842","0.797536445034496","0.857452284357187"
"Yes","1999","Full Time","Female","665","0.385376477558834","0.362861938782252","0.407891016335416"
"Yes","1999","Full Time","Male","693","0.215467670859461","0.201992142049247","0.228943199669676"
"Yes","1999","Not Working","Female","15","","",""
"Yes","1999","Not Working","Male","6","","",""
"Yes","1999","Part Time","Female","399","0.276555123919777","0.253116462207017","0.299993785632537"
"Yes","1999","Part Time","Male","99","0.172505635304158","0.142547715642813","0.202463554965504"
"No","2000","Full Time","Female","2149","0.684304091225322","0.668090849966894","0.700517332483749"
"No","2000","Full Time","Male","5248","0.796308721469382","0.786573178131446","0.806044264807318"
"No","2000","Not Working","Female","127","0.796905418064807","0.735706096799962","0.858104739329652"
"No","2000","Not Working","Male","82","0.853097279846886","0.783008378800791","0.923186180892982"
"No","2000","Part Time","Female","2007","0.731939169132039","0.715520661411438","0.748357676852639"
"No","2000","Part Time","Male","867","0.849844028663573","0.827889276848758","0.871798780478388"
"Yes","2000","Full Time","Female","1008","0.315695908774678","0.299482667516251","0.331909150033106"
"Yes","2000","Full Time","Male","1326","0.203691278530618","0.193955735192682","0.213426821868554"
"Yes","2000","Not Working","Female","39","0.203094581935193","0.141895260670348","0.264293903200038"
"Yes","2000","Not Working","Male","16","","",""
"Yes","2000","Part Time","Female","789","0.268060830867961","0.251642323147361","0.284479338588562"
"Yes","2000","Part Time","Male","150","0.150155971336427","0.128201219521612","0.172110723151242"
"No","2001","Full Time","Female","1868","0.687867979769284","0.670571751178773","0.705164208359795"
"No","2001","Full Time","Male","4532","0.799672877110318","0.789238342730067","0.810107411490569"
"No","2001","Not Working","Female","103","0.839845285967359","0.775808087185358","0.903882484749359"
"No","2001","Not Working","Male","51","0.849461503676918","0.76115891120801","0.937764096145825"
"No","2001","Part Time","Female","1743","0.731294723768242","0.713687822643337","0.748901624893148"
"No","2001","Part Time","Male","676","0.802266795615163","0.775137898795912","0.829395692434414"
"Yes","2001","Full Time","Female","889","0.312132020230716","0.294835791640205","0.329428248821227"
"Yes","2001","Full Time","Male","1120","0.200327122889682","0.189892588509431","0.210761657269934"
"Yes","2001","Not Working","Female","23","","",""
"Yes","2001","Not Working","Male","12","","",""
"Yes","2001","Part Time","Female","692","0.268705276231757","0.251098375106852","0.286312177356663"
"Yes","2001","Part Time","Male","152","0.197733204384837","0.170604307565586","0.224862101204088"
"No","2002","Full Time","Female","2022","0.690647295129757","0.674145485087202","0.707149105172312"
"No","2002","Full Time","Male","4893","0.798760209824032","0.788803770195984","0.80871664945208"
"No","2002","Not Working","Female","102","0.845736207981857","0.783405408221814","0.9080670077419"
"No","2002","Not Working","Male","68","0.880212667873631","0.808609242453733","0.95181609329353"
"No","2002","Part Time","Female","2077","0.738612181185206","0.72277784317504","0.754446519195373"
"No","2002","Part Time","Male","784","0.815966345358176","0.791363440377181","0.840569250339172"
"Yes","2002","Full Time","Female","992","0.309352704870243","0.292850894827688","0.325854514912798"
"Yes","2002","Full Time","Male","1336","0.201239790175968","0.19128335054792","0.211196229804016"
"Yes","2002","Not Working","Female","27","","",""
"Yes","2002","Not Working","Male","11","","",""
"Yes","2002","Part Time","Female","881","0.261387818814794","0.245553480804627","0.27722215682496"
"Yes","2002","Part Time","Male","169","0.184033654641824","0.159430749660828","0.208636559622819"
"No","2003","Full Time","Female","1787","0.67345960878175","0.655823310336524","0.691095907226976"
"No","2003","Full Time","Male","4308","0.785924394319222","0.775101804016974","0.796746984621469"
"No","2003","Not Working","Female","76","0.798169262735064","0.717031072408469","0.879307453061659"
"No","2003","Not Working","Male","45","0.831587067790728","0.730835517297279","0.932338618284177"
"No","2003","Part Time","Female","1833","0.724409361113787","0.707333033648693","0.741485688578881"
"No","2003","Part Time","Male","668","0.82710452980448","0.801158254682126","0.853050804926834"
"Yes","2003","Full Time","Female","929","0.32654039121825","0.308904092773024","0.344176689663476"
"Yes","2003","Full Time","Male","1210","0.214075605680778","0.203253015378531","0.224898195983026"
"Yes","2003","Not Working","Female","18","","",""
"Yes","2003","Not Working","Male","8","","",""
"Yes","2003","Part Time","Female","797","0.275590638886213","0.258514311421119","0.292666966351307"
"Yes","2003","Part Time","Male","148","0.17289547019552","0.146949195073166","0.198841745317874"
"No","2004","Full Time","Female","1802","0.677313240976631","0.659705277995251","0.694921203958012"
"No","2004","Full Time","Male","4271","0.787298877809793","0.776429520745895","0.79816823487369"
"No","2004","Not Working","Female","88","0.838272099180841","0.767507442845109","0.909036755516573"
"No","2004","Not Working","Male","55","0.733587197699862","0.63286257521814","0.834311820181584"
"No","2004","Part Time","Female","2014","0.747136701962885","0.731173462332541","0.763099941593229"
"No","2004","Part Time","Male","825","0.839416976308643","0.816558359182069","0.862275593435216"
"Yes","2004","Full Time","Female","906","0.322686759023369","0.305078796041988","0.340294722004749"
"Yes","2004","Full Time","Male","1174","0.212701122190207","0.20183176512631","0.223570479254105"
"Yes","2004","Not Working","Female","16","","",""
"Yes","2004","Not Working","Male","19","","",""
"Yes","2004","Part Time","Female","834","0.252863298037115","0.236900058406771","0.26882653766746"
"Yes","2004","Part Time","Male","166","0.160583023691357","0.137724406564784","0.183441640817931"
"No","2005","Full Time","Female","1638","0.6828542532437","0.664486966334283","0.701221540153118"
"No","2005","Full Time","Male","3861","0.785231779862123","0.773792845423708","0.796670714300538"
"No","2005","Not Working","Female","58","0.838086971072495","0.754718295432379","0.921455646712612"
"No","2005","Not Working","Male","65","0.912299435059847","0.846505052588171","0.978093817531524"
"No","2005","Part Time","Female","1776","0.727869195327515","0.710585000967012","0.745153389688018"
"No","2005","Part Time","Male","646","0.857433128865826","0.832576013165087","0.882290244566565"
"Yes","2005","Full Time","Female","828","0.3171457467563","0.298778459846882","0.335513033665717"
"Yes","2005","Full Time","Male","1090","0.214768220137877","0.203329285699462","0.226207154576292"
"Yes","2005","Not Working","Female","17","","",""
"Yes","2005","Not Working","Male","6","","",""
"Yes","2005","Part Time","Female","771","0.272130804672485","0.254846610311982","0.289414999032988"
"Yes","2005","Part Time","Male","114","0.142566871134174","0.117709755433435","0.167423986834913"
"No","2006","Full Time","Female","1629","0.680881536861832","0.662689250034301","0.699073823689364"
"No","2006","Full Time","Male","3934","0.787756058720829","0.776469535037207","0.799042582404451"
"No","2006","Not Working","Female","85","0.747700196569791","0.667618904292706","0.827781488846877"
"No","2006","Not Working","Male","71","0.811923390806254","0.731635081145134","0.892211700467374"
"No","2006","Part Time","Female","1865","0.727372444871619","0.710376069155768","0.744368820587471"
"No","2006","Part Time","Male","640","0.846130134649472","0.820544465487823","0.871715803811121"
"Yes","2006","Full Time","Female","893","0.319118463138168","0.300926176310637","0.337310749965699"
"Yes","2006","Full Time","Male","1108","0.212243941279171","0.200957417595549","0.223530464962793"
"Yes","2006","Not Working","Female","28","","",""
"Yes","2006","Not Working","Male","20","","",""
"Yes","2006","Part Time","Female","772","0.272627555128381","0.255631179412529","0.289623930844232"
"Yes","2006","Part Time","Male","124","0.153869865350528","0.128284196188879","0.179455534512177"
"No","2007","Full Time","Female","1685","0.68767121660856","0.669601892903269","0.70574054031385"
"No","2007","Full Time","Male","3986","0.796288483196781","0.785222885570817","0.807354080822744"
"No","2007","Not Working","Female","109","0.806458837735414","0.740543524079905","0.872374151390923"
"No","2007","Not Working","Male","59","0.862848561080728","0.783934547047012","0.941762575114444"
"No","2007","Part Time","Female","2032","0.757163556335721","0.741249693257649","0.773077419413793"
"No","2007","Part Time","Male","749","0.823586396500751","0.798586225488852","0.84858656751265"
"Yes","2007","Full Time","Female","842","0.31232878339144","0.294259459686149","0.330398107096731"
"Yes","2007","Full Time","Male","1103","0.203711516803219","0.192645919177256","0.214777114429183"
"Yes","2007","Not Working","Female","29","","",""
"Yes","2007","Not Working","Male","14","","",""
"Yes","2007","Part Time","Female","757","0.242836443664279","0.226922580586207","0.258750306742351"
"Yes","2007","Part Time","Male","144","0.176413603499249","0.15141343248735","0.201413774511148"
"No","2008","Full Time","Female","1592","0.708721362336305","0.690378784154267","0.727063940518343"
"No","2008","Full Time","Male","3658","0.795951025679709","0.78436897922132","0.807533072138098"
"No","2008","Not Working","Female","85","0.897354462540154","0.838743138990743","0.955965786089564"
"No","2008","Not Working","Male","57","0.826652126598901","0.737973343720337","0.915330909477464"
"No","2008","Part Time","Female","1816","0.751022466348092","0.734145977584329","0.767898955111855"
"No","2008","Part Time","Male","610","0.820641496688061","0.793092380089011","0.848190613287111"
"Yes","2008","Full Time","Female","765","0.291278637663695","0.272936059481657","0.309621215845733"
"Yes","2008","Full Time","Male","993","0.204048974320291","0.192466927861902","0.21563102077868"
"Yes","2008","Not Working","Female","18","","",""
"Yes","2008","Not Working","Male","13","","",""
"Yes","2008","Part Time","Female","706","0.248977533651908","0.232101044888145","0.265854022415671"
"Yes","2008","Part Time","Male","135","0.179358503311939","0.15180938671289","0.206907619910989"
"No","2009","Full Time","Female","1560","0.693172531830612","0.674442818196618","0.711902245464606"
"No","2009","Full Time","Male","3483","0.801559809284246","0.789782178944369","0.813337439624123"
"No","2009","Not Working","Female","74","0.711458002756298","0.619864785215851","0.803051220296744"
"No","2009","Not Working","Male","38","0.862292758738362","0.762712114022831","0.961873403453892"
"No","2009","Part Time","Female","1846","0.759290858652766","0.742687956974929","0.775893760330603"
"No","2009","Part Time","Male","671","0.868077054309938","0.844700017577967","0.89145409104191"
"Yes","2009","Full Time","Female","769","0.306827468169388","0.288097754535394","0.325557181803382"
"Yes","2009","Full Time","Male","922","0.198440190715754","0.186662560375878","0.210217821055631"
"Yes","2009","Not Working","Female","20","","",""
"Yes","2009","Not Working","Male","8","","",""
"Yes","2009","Part Time","Female","701","0.240709141347234","0.224106239669397","0.257312043025071"
"Yes","2009","Part Time","Male","134","0.131922945690062","0.108545908958091","0.155299982422033"
"No","2010","Full Time","Female","1724","0.686209294044866","0.668216401975732","0.704202186114"
"No","2010","Full Time","Male","4813","0.79654774215014","0.786363299712719","0.806732184587561"
"No","2010","Not Working","Female","186","0.802888301279758","0.752347353968736","0.853429248590781"
"No","2010","Not Working","Male","67","0.785299019615593","0.696961828399645","0.87363621083154"
"No","2010","Part Time","Female","2666","0.758226025113315","0.744263037943726","0.772189012282905"
"No","2010","Part Time","Male","839","0.832920167598999","0.809879393808524","0.855960941389475"
"Yes","2010","Full Time","Female","831","0.313790705955134","0.295797813886","0.331783598024268"
"Yes","2010","Full Time","Male","1189","0.20345225784986","0.193267815412439","0.213636700287281"
"Yes","2010","Not Working","Female","52","0.197111698720242","0.146570751409219","0.247652646031265"
"Yes","2010","Not Working","Male","16","","",""
"Yes","2010","Part Time","Female","946","0.241773974886684","0.227810987717095","0.255736962056274"
"Yes","2010","Part Time","Male","168","0.167079832401001","0.144039058610526","0.190120606191476"
"No","2011","Full Time","Female","2082","0.674627796518957","0.658341393896191","0.690914199141723"
"No","2011","Full Time","Male","5345","0.79114092173928","0.781457979088149","0.800823864390411"
"No","2011","Not Working","Female","239","0.79661465061001","0.750207687685","0.843021613535019"
"No","2011","Not Working","Male","69","0.757011768125088","0.664182462754713","0.849841073495463"
"No","2011","Part Time","Female","3394","0.758708404163792","0.74629384216036","0.771122966167224"
"No","2011","Part Time","Male","1055","0.842138151819586","0.8219011986244","0.862375105014772"
"Yes","2011","Full Time","Female","1097","0.325372203481043","0.309085800858277","0.341658606103809"
"Yes","2011","Full Time","Male","1425","0.20885907826072","0.199176135609589","0.218542020911851"
"Yes","2011","Not Working","Female","50","0.20338534938999","0.156978386464981","0.249792312315"
"Yes","2011","Not Working","Male","13","","",""
"Yes","2011","Part Time","Female","1169","0.241291595836208","0.228877033832776","0.25370615783964"
"Yes","2011","Part Time","Male","192","0.157861848180414","0.137624894985228","0.1780988013756"
"No","2012","Full Time","Female","2094","0.674049785618872","0.657761031056844","0.690338540180899"
"No","2012","Full Time","Male","5151","0.792597171656715","0.782742893648185","0.802451449665245"
"No","2012","Not Working","Female","226","0.744622035412456","0.693726089586559","0.795517981238354"
"No","2012","Not Working","Male","124","0.883503634635905","0.831104127376131","0.935903141895679"
"No","2012","Part Time","Female","3357","0.750037603061865","0.737402158216241","0.762673047907488"
"No","2012","Part Time","Male","957","0.825929257814961","0.803995579841495","0.847862935788427"
"Yes","2012","Full Time","Female","1087","0.325950214381129","0.309661459819101","0.342238968943156"
"Yes","2012","Full Time","Male","1352","0.207402828343285","0.197548550334755","0.217257106351815"
"Yes","2012","Not Working","Female","56","0.255377964587544","0.204482018761646","0.306273910413441"
"Yes","2012","Not Working","Male","20","","",""
"Yes","2012","Part Time","Female","1154","0.249962396938135","0.237326952092512","0.262597841783759"
"Yes","2012","Part Time","Male","191","0.174070742185039","0.152137064211573","0.196004420158505"
"No","2013","Full Time","Female","1905","0.645617258811275","0.628356458416497","0.662878059206053"
"No","2013","Full Time","Male","4460","0.780745320028845","0.769985548392195","0.791505091665494"
"No","2013","Not Working","Female","1306","0.780814062663219","0.760810402582528","0.80081772274391"
"No","2013","Not Working","Male","1559","0.896934222520218","0.882557031248713","0.911311413791722"
"No","2013","Part Time","Female","3153","0.730815709593178","0.717589511888649","0.744041907297706"
"No","2013","Part Time","Male","881","0.818630894483448","0.795445412958931","0.841816376007964"
"Yes","2013","Full Time","Female","1045","0.354382741188725","0.337121940793947","0.371643541583503"
"Yes","2013","Full Time","Male","1220","0.219254679971155","0.208494908334506","0.230014451607805"
"Yes","2013","Not Working","Female","337","0.219185937336781","0.19918227725609","0.239189597417472"
"Yes","2013","Not Working","Male","159","0.103065777479782","0.0886885862082779","0.117442968751287"
