"pgoeffd","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"No","1984","(2b) intermediate general qualification","Male","73","0.802532192092871","0.719827057753732","0.885237326432011"
"No","1984","(2b) intermediate general qualification","Female","95","0.681163443825943","0.603126989504417","0.759199898147469"
"No","1984","(2a) intermediate vocational","Male","342","0.696608973451621","0.65602818045703","0.737189766446213"
"No","1984","(2a) intermediate vocational","Female","316","0.699335187496196","0.65701536741452","0.741655007577872"
"No","1984","(2c_gen) general maturity certificate","Male","78","0.750669594899509","0.664575322910881","0.836763866888137"
"No","1984","(2c_gen) general maturity certificate","Female","45","0.730289399185197","0.617044515070932","0.843534283299463"
"No","1984","(2c_voc) vocational maturity certificate","Male","148","0.704697520045041","0.640995985183093","0.768399054906989"
"No","1984","(2c_voc) vocational maturity certificate","Female","72","0.63887736434283","0.54786669498385","0.729888033701811"
"No","1984","(3a) lower tertiary education","Male","119","0.76059940567414","0.693422059225743","0.827776752122537"
"No","1984","(3a) lower tertiary education","Female","21","","",""
"No","1984","(3b) higher tertiary education","Male","138","0.428794294065784","0.372791688806057","0.484796899325511"
"No","1984","(3b) higher tertiary education","Female","35","0.271828407029082","0.192556429529144","0.35110038452902"
"Yes","1985","(0) in school","Male","","","",""
"Yes","1985","(0) in school","Female","","","",""
"Yes","1985","(1a) inadequately completed","Male","20","","",""
"Yes","1985","(1a) inadequately completed","Female","27","","",""
"Yes","1985","(1b) general elementary school","Male","61","0.122953946648402","0.0972706537130116","0.148637239583793"
"Yes","1985","(1b) general elementary school","Female","100","0.209149715803246","0.174878837453718","0.243420594152773"
"Yes","1985","(1c) basic vocational qualification","Male","305","0.201612174914002","0.182506749247753","0.220717600580251"
"Yes","1985","(1c) basic vocational qualification","Female","139","0.220828096002676","0.189535614039012","0.25212057796634"
"Yes","1985","(2b) intermediate general qualification","Male","19","","",""
"Yes","1985","(2b) intermediate general qualification","Female","29","","",""
"Yes","1985","(2a) intermediate vocational","Male","149","0.321271067750984","0.278551609380696","0.363990526121271"
"Yes","1985","(2a) intermediate vocational","Female","133","0.311040493964822","0.266768532815849","0.355312455113796"
"Yes","1985","(2c_gen) general maturity certificate","Male","12","","",""
"Yes","1985","(2c_gen) general maturity certificate","Female","11","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","Male","40","0.284782803462677","0.215920432209954","0.353645174715401"
"Yes","1985","(2c_voc) vocational maturity certificate","Female","34","0.440992354315671","0.338980228282229","0.543004480349113"
"Yes","1985","(3a) lower tertiary education","Male","31","0.248178853652866","0.175847355075256","0.320510352230476"
"Yes","1985","(3a) lower tertiary education","Female","23","","",""
"Yes","1985","(3b) higher tertiary education","Male","150","0.558405834165826","0.500032791655248","0.616778876676404"
"Yes","1985","(3b) higher tertiary education","Female","79","0.674892968829802","0.588907255546642","0.760878682112962"
"No","1985","(0) in school","Male","2","","",""
"No","1985","(0) in school","Female","","","",""
"No","1985","(1a) inadequately completed","Male","283","0.928595677593666","0.899602063322242","0.957589291865089"
"No","1985","(1a) inadequately completed","Female","176","0.840786519662601","0.790455832475895","0.891117206849307"
"No","1985","(1b) general elementary school","Male","567","0.877046053351598","0.851362760416207","0.902729346286988"
"No","1985","(1b) general elementary school","Female","441","0.790850284196754","0.756579405847227","0.825121162546282"
"No","1985","(1c) basic vocational qualification","Male","1389","0.798387825085998","0.779282399419749","0.817493250752247"
"No","1985","(1c) basic vocational qualification","Female","536","0.779171903997324","0.74787942203366","0.810464385960988"
"No","1985","(2b) intermediate general qualification","Male","70","0.776963877944235","0.690478815252795","0.863448940635675"
"No","1985","(2b) intermediate general qualification","Female","89","0.756508194807621","0.679069846635961","0.833946542979282"
"No","1985","(2a) intermediate vocational","Male","310","0.678728932249017","0.636009473878729","0.721448390619304"
"No","1985","(2a) intermediate vocational","Female","287","0.688959506035178","0.644687544886204","0.733231467184151"
"No","1985","(2c_gen) general maturity certificate","Male","61","0.790349973518233","0.69697212930176","0.883727817734705"
"No","1985","(2c_gen) general maturity certificate","Female","36","0.75067754084866","0.626995519521561","0.874359562175759"
"No","1985","(2c_voc) vocational maturity certificate","Male","125","0.715217196537323","0.646354825284599","0.784079567790046"
"No","1985","(2c_voc) vocational maturity certificate","Female","57","0.559007645684329","0.456995519650887","0.661019771717771"
"No","1985","(3a) lower tertiary education","Male","106","0.751821146347134","0.679489647769524","0.824152644924744"
"No","1985","(3a) lower tertiary education","Female","18","","",""
"No","1985","(3b) higher tertiary education","Male","128","0.441594165834174","0.383221123323596","0.499967208344752"
"No","1985","(3b) higher tertiary education","Female","35","0.325107031170198","0.239121317887038","0.411092744453358"
"Yes","1986","(0) in school","Male","","","",""
"Yes","1986","(0) in school","Female","","","",""
"Yes","1986","(1a) inadequately completed","Male","19","","",""
"Yes","1986","(1a) inadequately completed","Female","24","","",""
"Yes","1986","(1b) general elementary school","Male","50","0.110388016746586","0.0852715366119518","0.13550449688122"
"Yes","1986","(1b) general elementary school","Female","90","0.210695625425858","0.174843086922394","0.246548163929321"
"Yes","1986","(1c) basic vocational qualification","Male","289","0.20467620607233","0.184863405414826","0.224489006729834"
"Yes","1986","(1c) basic vocational qualification","Female","132","0.237498764249524","0.20402895448015","0.270968574018898"
"Yes","1986","(2b) intermediate general qualification","Male","25","","",""
"Yes","1986","(2b) intermediate general qualification","Female","34","0.276131540726822","0.19679815107683","0.355464930376813"
"Yes","1986","(2a) intermediate vocational","Male","138","0.31931570534651","0.275352512822005","0.363278897871015"
"Yes","1986","(2a) intermediate vocational","Female","123","0.290286513525408","0.245694045078316","0.334878981972499"
"Yes","1986","(2c_gen) general maturity certificate","Male","14","","",""
"Yes","1986","(2c_gen) general maturity certificate","Female","12","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","Male","39","0.294069676726761","0.223025974004609","0.365113379448914"
"Yes","1986","(2c_voc) vocational maturity certificate","Female","33","0.409534080997363","0.310124874626498","0.508943287368227"
"Yes","1986","(3a) lower tertiary education","Male","29","","",""
"Yes","1986","(3a) lower tertiary education","Female","20","","",""
"Yes","1986","(3b) higher tertiary education","Male","148","0.554214196648565","0.495679934731824","0.612748458565306"
"Yes","1986","(3b) higher tertiary education","Female","76","0.69561341029667","0.609229755931124","0.781997064662215"
"No","1986","(0) in school","Male","2","","",""
"No","1986","(0) in school","Female","","","",""
"No","1986","(1a) inadequately completed","Male","244","0.902883825854836","0.867096278477162","0.938671373232511"
"No","1986","(1a) inadequately completed","Female","146","0.839257569631534","0.784045181915292","0.894469957347776"
"No","1986","(1b) general elementary school","Male","548","0.889611983253414","0.86449550311878","0.914728463388048"
"No","1986","(1b) general elementary school","Female","407","0.789304374574142","0.753451836070679","0.825156913077606"
"No","1986","(1c) basic vocational qualification","Male","1304","0.79532379392767","0.775510993270166","0.815136594585174"
"No","1986","(1c) basic vocational qualification","Female","489","0.762501235750476","0.729031425981101","0.79597104551985"
"No","1986","(2b) intermediate general qualification","Male","57","0.674975577820631","0.573597700887691","0.776353454753571"
"No","1986","(2b) intermediate general qualification","Female","88","0.723868459273179","0.644535069623188","0.80320184892317"
"No","1986","(2a) intermediate vocational","Male","294","0.68068429465349","0.636721102128985","0.724647487177995"
"No","1986","(2a) intermediate vocational","Female","275","0.709713486474592","0.665121018027501","0.754305954921684"
"No","1986","(2c_gen) general maturity certificate","Male","55","0.731497870611881","0.626928631987123","0.83606710923664"
"No","1986","(2c_gen) general maturity certificate","Female","38","0.712435301926749","0.586975791199974","0.837894812653525"
"No","1986","(2c_voc) vocational maturity certificate","Male","119","0.705930323273239","0.634886620551086","0.776974025995391"
"No","1986","(2c_voc) vocational maturity certificate","Female","61","0.590465919002637","0.491056712631773","0.689875125373502"
"No","1986","(3a) lower tertiary education","Male","103","0.763604995342817","0.691125584686136","0.836084405999498"
"No","1986","(3a) lower tertiary education","Female","15","","",""
"No","1986","(3b) higher tertiary education","Male","129","0.445785803351435","0.387251541434694","0.504320065268176"
"No","1986","(3b) higher tertiary education","Female","33","0.30438658970333","0.218002935337785","0.390770244068876"
"Yes","1987","(0) in school","Male","","","",""
"Yes","1987","(0) in school","Female","","","",""
"Yes","1987","(1a) inadequately completed","Male","18","","",""
"Yes","1987","(1a) inadequately completed","Female","23","","",""
"Yes","1987","(1b) general elementary school","Male","50","0.0999933234068821","0.075929241753838","0.124057405059926"
"Yes","1987","(1b) general elementary school","Female","92","0.209452708299349","0.174205881187605","0.244699535411093"
"Yes","1987","(1c) basic vocational qualification","Male","281","0.200780748439332","0.181066033483418","0.220495463395246"
"Yes","1987","(1c) basic vocational qualification","Female","134","0.230439440409688","0.197633987130848","0.263244893688528"
"Yes","1987","(2b) intermediate general qualification","Male","25","","",""
"Yes","1987","(2b) intermediate general qualification","Female","41","0.337138969363311","0.255876103159453","0.418401835567169"
"Yes","1987","(2a) intermediate vocational","Male","140","0.321552511600114","0.277810866925774","0.365294156274455"
"Yes","1987","(2a) intermediate vocational","Female","129","0.296734263958721","0.252783379354599","0.340685148562842"
"Yes","1987","(2c_gen) general maturity certificate","Male","18","","",""
"Yes","1987","(2c_gen) general maturity certificate","Female","15","","",""
"Yes","1987","(2c_voc) vocational maturity certificate","Male","37","0.294988307496488","0.222727479009821","0.367249135983155"
"Yes","1987","(2c_voc) vocational maturity certificate","Female","37","0.402455617287224","0.308206888297047","0.4967043462774"
"Yes","1987","(3a) lower tertiary education","Male","28","","",""
"Yes","1987","(3a) lower tertiary education","Female","20","","",""
"Yes","1987","(3b) higher tertiary education","Male","142","0.526994643636467","0.468092692661774","0.58589659461116"
"Yes","1987","(3b) higher tertiary education","Female","77","0.670901372023379","0.583878892077402","0.757923851969357"
"No","1987","(0) in school","Male","2","","",""
"No","1987","(0) in school","Female","3","","",""
"No","1987","(1a) inadequately completed","Male","236","0.915169529506789","0.880903960618123","0.949435098395454"
"No","1987","(1a) inadequately completed","Female","151","0.83897088531108","0.784357497923639","0.893584272698521"
"No","1987","(1b) general elementary school","Male","547","0.900006676593118","0.875942594940074","0.924070758246162"
"No","1987","(1b) general elementary school","Female","420","0.790547291700651","0.755300464588907","0.825794118812395"
"No","1987","(1c) basic vocational qualification","Male","1305","0.799219251560668","0.779504536604754","0.818933966516582"
"No","1987","(1c) basic vocational qualification","Female","499","0.769560559590312","0.736755106311472","0.802366012869152"
"No","1987","(2b) intermediate general qualification","Male","61","0.680142176257157","0.581564810665215","0.7787195418491"
"No","1987","(2b) intermediate general qualification","Female","89","0.662861030636689","0.581598164432831","0.744123896840547"
"No","1987","(2a) intermediate vocational","Male","298","0.678447488399886","0.634705843725545","0.722189133074226"
"No","1987","(2a) intermediate vocational","Female","286","0.703265736041279","0.659314851437158","0.747216620645401"
"No","1987","(2c_gen) general maturity certificate","Male","62","0.672606960966952","0.569777277966995","0.775436643966909"
"No","1987","(2c_gen) general maturity certificate","Female","38","0.673482196460201","0.547233573673486","0.799730819246915"
"No","1987","(2c_voc) vocational maturity certificate","Male","116","0.705011692503512","0.632750864016845","0.777272520990179"
"No","1987","(2c_voc) vocational maturity certificate","Female","67","0.597544382712777","0.5032956537226","0.691793111702953"
"No","1987","(3a) lower tertiary education","Male","100","0.761313839745069","0.687465865310227","0.835161814179911"
"No","1987","(3a) lower tertiary education","Female","18","","",""
"No","1987","(3b) higher tertiary education","Male","134","0.473005356363533","0.41410340538884","0.531907307338226"
"No","1987","(3b) higher tertiary education","Female","35","0.329098627976621","0.242076148030643","0.416121107922598"
"Yes","1988","(0) in school","Male","","","",""
"Yes","1988","(0) in school","Female","","","",""
"Yes","1988","(1a) inadequately completed","Male","17","","",""
"Yes","1988","(1a) inadequately completed","Female","22","","",""
"Yes","1988","(1b) general elementary school","Male","43","0.0972356744490527","0.0735683123548995","0.120903036543206"
"Yes","1988","(1b) general elementary school","Female","96","0.211993601051175","0.17616834220313","0.247818859899219"
"Yes","1988","(1c) basic vocational qualification","Male","260","0.200394086423171","0.180062035369442","0.220726137476899"
"Yes","1988","(1c) basic vocational qualification","Female","129","0.228484234249262","0.196182468415938","0.260786000082586"
"Yes","1988","(2b) intermediate general qualification","Male","20","","",""
"Yes","1988","(2b) intermediate general qualification","Female","43","0.298597983370912","0.222790686053437","0.374405280688386"
"Yes","1988","(2a) intermediate vocational","Male","130","0.306735561187955","0.262996880450981","0.350474241924929"
"Yes","1988","(2a) intermediate vocational","Female","127","0.302032340995133","0.257535332847497","0.346529349142768"
"Yes","1988","(2c_gen) general maturity certificate","Male","22","","",""
"Yes","1988","(2c_gen) general maturity certificate","Female","12","","",""
"Yes","1988","(2c_voc) vocational maturity certificate","Male","31","0.249773282650014","0.17832236864843","0.321224196651597"
"Yes","1988","(2c_voc) vocational maturity certificate","Female","38","0.404557658977453","0.31067972744328","0.498435590511626"
"Yes","1988","(3a) lower tertiary education","Male","26","","",""
"Yes","1988","(3a) lower tertiary education","Female","18","","",""
"Yes","1988","(3b) higher tertiary education","Male","133","0.511535754842973","0.45100838079908","0.572063128886866"
"Yes","1988","(3b) higher tertiary education","Female","70","0.630437685089545","0.540642815535774","0.720232554643316"
"No","1988","(0) in school","Male","3","","",""
"No","1988","(0) in school","Female","3","","",""
"No","1988","(1a) inadequately completed","Male","217","0.93374349404958","0.901874509803535","0.965612478295626"
"No","1988","(1a) inadequately completed","Female","138","0.878869384081594","0.828312857303874","0.929425910859314"
"No","1988","(1b) general elementary school","Male","559","0.902764325550947","0.879096963456794","0.926431687645101"
"No","1988","(1b) general elementary school","Female","404","0.788006398948825","0.752181140100781","0.82383165779687"
"No","1988","(1c) basic vocational qualification","Male","1229","0.799605913576829","0.779273862523101","0.819937964630558"
"No","1988","(1c) basic vocational qualification","Female","520","0.771515765750738","0.739213999917414","0.803817531584062"
"No","1988","(2b) intermediate general qualification","Male","77","0.721370247931563","0.632151714238756","0.810588781624371"
"No","1988","(2b) intermediate general qualification","Female","97","0.701402016629088","0.625594719311614","0.777209313946563"
"No","1988","(2a) intermediate vocational","Male","297","0.693264438812045","0.649525758075071","0.737003119549019"
"No","1988","(2a) intermediate vocational","Female","282","0.697967659004868","0.653470650857232","0.742464667152503"
"No","1988","(2c_gen) general maturity certificate","Male","61","0.631940317415564","0.528185994538533","0.735694640292595"
"No","1988","(2c_gen) general maturity certificate","Female","39","0.741869958654119","0.621769083790084","0.861970833518154"
"No","1988","(2c_voc) vocational maturity certificate","Male","110","0.750226717349986","0.678775803348403","0.82167763135157"
"No","1988","(2c_voc) vocational maturity certificate","Female","67","0.595442341022547","0.501564409488374","0.68932027255672"
"No","1988","(3a) lower tertiary education","Male","99","0.760092687408066","0.685232983568687","0.834952391247445"
"No","1988","(3a) lower tertiary education","Female","21","","",""
"No","1988","(3b) higher tertiary education","Male","129","0.488464245157027","0.427936871113134","0.54899161920092"
"No","1988","(3b) higher tertiary education","Female","41","0.369562314910455","0.279767445356684","0.459357184464226"
"Yes","1989","(0) in school","Male","1","","",""
"Yes","1989","(0) in school","Female","1","","",""
"Yes","1989","(1a) inadequately completed","Male","16","","",""
"Yes","1989","(1a) inadequately completed","Female","27","","",""
"Yes","1989","(1b) general elementary school","Male","48","0.114836266219172","0.0893678943109882","0.140304638127356"
"Yes","1989","(1b) general elementary school","Female","95","0.209224499545896","0.174230201708122","0.24421879738367"
"Yes","1989","(1c) basic vocational qualification","Male","251","0.194911366950806","0.174507887206262","0.215314846695351"
"Yes","1989","(1c) basic vocational qualification","Female","133","0.216858940672443","0.18597528489568","0.247742596449207"
"Yes","1989","(2b) intermediate general qualification","Male","16","","",""
"Yes","1989","(2b) intermediate general qualification","Female","44","0.295271147443927","0.222026399480957","0.368515895406896"
"Yes","1989","(2a) intermediate vocational","Male","131","0.304205625114864","0.260971413947084","0.347439836282644"
"Yes","1989","(2a) intermediate vocational","Female","134","0.306593393680648","0.262962427651815","0.350224359709482"
"Yes","1989","(2c_gen) general maturity certificate","Male","26","","",""
"Yes","1989","(2c_gen) general maturity certificate","Female","17","","",""
"Yes","1989","(2c_voc) vocational maturity certificate","Male","27","","",""
"Yes","1989","(2c_voc) vocational maturity certificate","Female","32","0.347604735688942","0.260188136369199","0.435021335008685"
"Yes","1989","(3a) lower tertiary education","Male","29","","",""
"Yes","1989","(3a) lower tertiary education","Female","19","","",""
"Yes","1989","(3b) higher tertiary education","Male","123","0.476994791664757","0.416858730433663","0.537130852895852"
"Yes","1989","(3b) higher tertiary education","Female","72","0.633129766660852","0.545044803911542","0.721214729410161"
"No","1989","(0) in school","Male","6","","",""
"No","1989","(0) in school","Female","4","","",""
"No","1989","(1a) inadequately completed","Male","211","0.926504155967402","0.892558028382093","0.960450283552712"
"No","1989","(1a) inadequately completed","Female","135","0.823033209073439","0.764264635304427","0.881801782842452"
"No","1989","(1b) general elementary school","Male","554","0.885163733780828","0.859695361872644","0.910632105689012"
"No","1989","(1b) general elementary school","Female","424","0.790775500454104","0.75578120261633","0.825769798291878"
"No","1989","(1c) basic vocational qualification","Male","1197","0.805088633049193","0.784685153304649","0.825492112793738"
"No","1989","(1c) basic vocational qualification","Female","551","0.783141059327557","0.752257403550794","0.81402471510432"
"No","1989","(2b) intermediate general qualification","Male","73","0.76836910092495","0.680722257426604","0.856015944423295"
"No","1989","(2b) intermediate general qualification","Female","105","0.704728852556073","0.631484104593103","0.777973600519043"
"No","1989","(2a) intermediate vocational","Male","304","0.695794374885136","0.652560163717356","0.739028586052916"
"No","1989","(2a) intermediate vocational","Female","295","0.693406606319352","0.649775640290518","0.737037572348185"
"No","1989","(2c_gen) general maturity certificate","Male","75","0.672869272686119","0.581370889104495","0.764367656267743"
"No","1989","(2c_gen) general maturity certificate","Female","41","0.686949341968216","0.567604470612821","0.806294213323612"
"No","1989","(2c_voc) vocational maturity certificate","Male","124","0.809859145394118","0.747269558721644","0.872448732066591"
"No","1989","(2c_voc) vocational maturity certificate","Female","82","0.652395264311058","0.564978664991315","0.739811863630801"
"No","1989","(3a) lower tertiary education","Male","101","0.756846656148849","0.683103709673208","0.83058960262449"
"No","1989","(3a) lower tertiary education","Female","23","","",""
"No","1989","(3b) higher tertiary education","Male","142","0.523005208335243","0.462869147104148","0.583141269566337"
"No","1989","(3b) higher tertiary education","Female","43","0.366870233339148","0.278785270589839","0.454955196088458"
"Yes","1990","(0) in school","Male","1","","",""
"Yes","1990","(0) in school","Female","","","",""
"Yes","1990","(1a) inadequately completed","Male","15","","",""
"Yes","1990","(1a) inadequately completed","Female","25","","",""
"Yes","1990","(1b) general elementary school","Male","56","0.125239789836794","0.0988433536083236","0.151636226065265"
"Yes","1990","(1b) general elementary school","Female","116","0.221757084174236","0.187889789139844","0.255624379208628"
"Yes","1990","(1c) basic vocational qualification","Male","337","0.191931987680613","0.174261174151954","0.209602801209272"
"Yes","1990","(1c) basic vocational qualification","Female","276","0.25773672227657","0.231782808718991","0.283690635834148"
"Yes","1990","(2b) intermediate general qualification","Male","28","","",""
"Yes","1990","(2b) intermediate general qualification","Female","60","0.306114244008602","0.239880794464693","0.372347693552512"
"Yes","1990","(2a) intermediate vocational","Male","276","0.270070018155114","0.243784193768782","0.296355842541446"
"Yes","1990","(2a) intermediate vocational","Female","342","0.335463007205029","0.305947297456403","0.364978716953655"
"Yes","1990","(2c_gen) general maturity certificate","Male","27","","",""
"Yes","1990","(2c_gen) general maturity certificate","Female","22","","",""
"Yes","1990","(2c_voc) vocational maturity certificate","Male","41","0.219384101382754","0.160385942281898","0.27838226048361"
"Yes","1990","(2c_voc) vocational maturity certificate","Female","41","0.318851562310291","0.242468823008028","0.395234301612555"
"Yes","1990","(3a) lower tertiary education","Male","91","0.259781946365514","0.214420678319682","0.305143214411347"
"Yes","1990","(3a) lower tertiary education","Female","211","0.558617512434999","0.507324091705908","0.609910933164091"
"Yes","1990","(3b) higher tertiary education","Male","202","0.476535373254963","0.429273526617244","0.523797219892682"
"Yes","1990","(3b) higher tertiary education","Female","148","0.646362405422553","0.584304383898295","0.708420426946811"
"No","1990","(0) in school","Male","3","","",""
"No","1990","(0) in school","Female","1","","",""
"No","1990","(1a) inadequately completed","Male","205","0.926513344123928","0.892033377860696","0.960993310387161"
"No","1990","(1a) inadequately completed","Female","133","0.829975737427397","0.771401358023502","0.888550116831291"
"No","1990","(1b) general elementary school","Male","548","0.874760210163205","0.848363773934735","0.901156646391676"
"No","1990","(1b) general elementary school","Female","462","0.778242915825764","0.744375620791372","0.812110210860156"
"No","1990","(1c) basic vocational qualification","Male","1571","0.808068012319387","0.790397198790727","0.825738825848046"
"No","1990","(1c) basic vocational qualification","Female","815","0.74226327772343","0.716309364165852","0.768217191281009"
"No","1990","(2b) intermediate general qualification","Male","124","0.769089807941921","0.70209573583783","0.836083880046011"
"No","1990","(2b) intermediate general qualification","Female","126","0.693885755991397","0.627652306447488","0.760119205535307"
"No","1990","(2a) intermediate vocational","Male","820","0.729929981844886","0.703644157458554","0.756215806231218"
"No","1990","(2a) intermediate vocational","Female","641","0.664536992794971","0.635021283046345","0.694052702543597"
"No","1990","(2c_gen) general maturity certificate","Male","68","0.681621301842955","0.587944972050969","0.775297631634941"
"No","1990","(2c_gen) general maturity certificate","Female","37","0.59562517208129","0.470397397295697","0.720852946866884"
"No","1990","(2c_voc) vocational maturity certificate","Male","148","0.780615898617246","0.721617739516389","0.839614057718102"
"No","1990","(2c_voc) vocational maturity certificate","Female","102","0.681148437689709","0.604765698387445","0.757531176991972"
"No","1990","(3a) lower tertiary education","Male","268","0.740218053634486","0.694856785588653","0.785579321680318"
"No","1990","(3a) lower tertiary education","Female","149","0.441382487565001","0.390089066835909","0.492675908294092"
"No","1990","(3b) higher tertiary education","Male","227","0.523464626745037","0.476202780107318","0.570726473382756"
"No","1990","(3b) higher tertiary education","Female","80","0.353637594577447","0.291579573053189","0.415695616101705"
"Yes","1991","(0) in school","Male","1","","",""
"Yes","1991","(0) in school","Female","","","",""
"Yes","1991","(1a) inadequately completed","Male","19","","",""
"Yes","1991","(1a) inadequately completed","Female","31","0.242422690129193","0.17837787446109","0.306467505797296"
"Yes","1991","(1b) general elementary school","Male","66","0.134815657280829","0.107465541307132","0.162165773254526"
"Yes","1991","(1b) general elementary school","Female","112","0.236651869405228","0.201574676434937","0.271729062375518"
"Yes","1991","(1c) basic vocational qualification","Male","305","0.190546734025102","0.172468923363105","0.208624544687099"
"Yes","1991","(1c) basic vocational qualification","Female","235","0.245015943999075","0.218318691127213","0.271713196870938"
"Yes","1991","(2b) intermediate general qualification","Male","28","","",""
"Yes","1991","(2b) intermediate general qualification","Female","64","0.334244512230148","0.264945409717178","0.403543614743117"
"Yes","1991","(2a) intermediate vocational","Male","244","0.254905643749533","0.228607976632059","0.281203310867007"
"Yes","1991","(2a) intermediate vocational","Female","322","0.318458880049264","0.288549125548115","0.348368634550413"
"Yes","1991","(2c_gen) general maturity certificate","Male","24","","",""
"Yes","1991","(2c_gen) general maturity certificate","Female","22","","",""
"Yes","1991","(2c_voc) vocational maturity certificate","Male","43","0.243024290221075","0.184310924869362","0.301737655572788"
"Yes","1991","(2c_voc) vocational maturity certificate","Female","50","0.337425440222745","0.26250356039007","0.412347320055419"
"Yes","1991","(3a) lower tertiary education","Male","82","0.246638114819115","0.200409936930319","0.292866292707911"
"Yes","1991","(3a) lower tertiary education","Female","193","0.522752985810536","0.47012340479044","0.575382566830632"
"Yes","1991","(3b) higher tertiary education","Male","183","0.452000613865876","0.404684052645524","0.499317175086227"
"Yes","1991","(3b) higher tertiary education","Female","144","0.657204197996192","0.594197349700401","0.720211046291984"
"No","1991","(0) in school","Male","7","","",""
"No","1991","(0) in school","Female","1","","",""
"No","1991","(1a) inadequately completed","Male","208","0.918620001687954","0.88305179661403","0.954188206761878"
"No","1991","(1a) inadequately completed","Female","141","0.757577309870807","0.693532494202704","0.82162212553891"
"No","1991","(1b) general elementary school","Male","533","0.865184342719171","0.837834226745474","0.892534458692868"
"No","1991","(1b) general elementary school","Female","452","0.763348130594772","0.728270937624482","0.798425323565063"
"No","1991","(1c) basic vocational qualification","Male","1508","0.809453265974898","0.791375455312901","0.827531076636895"
"No","1991","(1c) basic vocational qualification","Female","762","0.754984056000925","0.728286803129062","0.781681308872787"
"No","1991","(2b) intermediate general qualification","Male","108","0.749989982199541","0.677214503035953","0.822765461363128"
"No","1991","(2b) intermediate general qualification","Female","114","0.665755487769852","0.596456385256883","0.735054590282822"
"No","1991","(2a) intermediate vocational","Male","811","0.745094356250467","0.718796689132994","0.771392023367941"
"No","1991","(2a) intermediate vocational","Female","610","0.681541119950736","0.651631365449587","0.711450874451885"
"No","1991","(2c_gen) general maturity certificate","Male","79","0.762813918232886","0.680668492772832","0.84495934369294"
"No","1991","(2c_gen) general maturity certificate","Female","46","0.638159823057637","0.52394650264562","0.752373143469654"
"No","1991","(2c_voc) vocational maturity certificate","Male","162","0.756975709778925","0.698262344427212","0.815689075130638"
"No","1991","(2c_voc) vocational maturity certificate","Female","103","0.662574559777255","0.587652679944581","0.73749643960993"
"No","1991","(3a) lower tertiary education","Male","252","0.753361885180885","0.707133707292089","0.799590063069681"
"No","1991","(3a) lower tertiary education","Female","153","0.477247014189464","0.424617433169368","0.52987659520956"
"No","1991","(3b) higher tertiary education","Male","242","0.547999386134125","0.500682824913773","0.595315947354476"
"No","1991","(3b) higher tertiary education","Female","74","0.342795802003808","0.279788953708016","0.405802650299599"
"Yes","1992","(0) in school","Male","","","",""
"Yes","1992","(0) in school","Female","1","","",""
