"pgoeffd","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","1988","Not Working","West Germany","24","","","","1"
"Yes","1988","Not Working","East Germany","","","","","1"
"No","1989","Full Time","West Germany","3506","0.751820037304091","0.739085673235949","0.764554401372234","2"
"No","1989","Full Time","East Germany","","","","","2"
"No","1989","Part Time","West Germany","981","0.741705585910569","0.717921704831316","0.765489466989822","2"
"No","1989","Part Time","East Germany","","","","","2"
"No","1989","Not Working","West Germany","96","0.752260338401132","0.67502086209937","0.829499814702894","2"
"No","1989","Not Working","East Germany","","","","","2"
"Yes","1989","Full Time","West Germany","914","0.248179962695909","0.235445598627766","0.260914326764051","1"
"Yes","1989","Full Time","East Germany","","","","","1"
"Yes","1989","Part Time","West Germany","320","0.258294414089431","0.234510533010178","0.282078295168684","1"
"Yes","1989","Part Time","East Germany","","","","","1"
"Yes","1989","Not Working","West Germany","24","","","","1"
"Yes","1989","Not Working","East Germany","","","","","1"
"No","1990","Full Time","West Germany","3396","0.749591993778936","0.736615381333405","0.762568606224468","2"
"No","1990","Full Time","East Germany","","","","","2"
"No","1990","Part Time","West Germany","949","0.740347455189922","0.716233951595087","0.764460958784757","2"
"No","1990","Part Time","East Germany","","","","","2"
"No","1990","Not Working","West Germany","63","0.809920723190981","0.724474234103156","0.895367212278805","2"
"No","1990","Not Working","East Germany","","","","","2"
"Yes","1990","Full Time","West Germany","886","0.250408006221063","0.237431393775532","0.263384618666595","1"
"Yes","1990","Full Time","East Germany","","","","","1"
"Yes","1990","Part Time","West Germany","321","0.259652544810078","0.235539041215243","0.283766048404913","1"
"Yes","1990","Part Time","East Germany","","","","","1"
"Yes","1990","Not Working","West Germany","18","","","","1"
"Yes","1990","Not Working","East Germany","","","","","1"
"No","1991","Full Time","West Germany","3386","0.746939732422316","0.733984070821714","0.759895394022919","2"
"No","1991","Full Time","East Germany","","","","","2"
"No","1991","Part Time","West Germany","1040","0.734227518462652","0.710844547079406","0.757610489845898","2"
"No","1991","Part Time","East Germany","","","","","2"
"No","1991","Not Working","West Germany","109","0.827400486740327","0.762933288695607","0.891867684785047","2"
"No","1991","Not Working","East Germany","","","","","2"
"Yes","1991","Full Time","West Germany","940","0.253060267577684","0.240104605977081","0.266015929178286","1"
"Yes","1991","Part Time","West Germany","331","0.265772481537348","0.242389510154102","0.289155452920594","1"
"Yes","1991","Part Time","East Germany","","","","","1"
"Yes","1991","Not Working","West Germany","23","","","","1"
"Yes","1991","Full Time","East Germany","","","","","1"
"Yes","1991","Not Working","East Germany","","","","","1"
"No","1992","Full Time","West Germany","3318","0.744934598120906","0.731832636820251","0.758036559421561","2"
"No","1992","Full Time","East Germany","1288","0.654166183462201","0.633022641869315","0.675309725055087","2"
"No","1992","Part Time","West Germany","933","0.717066760569941","0.692245455637239","0.741888065502643","2"
"No","1992","Part Time","East Germany","241","0.565688564641721","0.519427233167548","0.611949896115894","2"
"No","1992","Not Working","West Germany","63","0.677220310453155","0.576025264521115","0.778415356385196","2"
"No","1992","Not Working","East Germany","26","","","","2"
"Yes","1992","Full Time","West Germany","934","0.255065401879094","0.241963440578439","0.268167363179749","1"
"Yes","1992","Part Time","West Germany","332","0.282933239430059","0.258111934497357","0.307754544362761","1"
"Yes","1992","Part Time","East Germany","200","0.434311435358279","0.388050103884106","0.480572766832453","1"
"Yes","1992","Not Working","West Germany","19","","","","1"
"Yes","1992","Full Time","East Germany","656","0.345833816537799","0.324690274944912","0.366977358130685","1"
"Yes","1992","Not Working","East Germany","14","","","","1"
"No","1993","Full Time","West Germany","3276","0.747378074835291","0.734215096216805","0.760541053453777","2"
"No","1993","Full Time","East Germany","1196","0.674230913572091","0.652652065374523","0.695809761769659","2"
"No","1993","Part Time","West Germany","988","0.734179705840636","0.710401910542691","0.757957501138581","2"
"No","1993","Part Time","East Germany","222","0.580014944328721","0.530061094091275","0.629968794566166","2"
"No","1993","Not Working","West Germany","92","0.732085586148871","0.651142801978677","0.813028370319064","2"
"No","1993","Not Working","East Germany","36","0.617817082739969","0.494864386284742","0.740769779195196","2"
"Yes","1993","Full Time","West Germany","910","0.252621925164709","0.239458946546223","0.265784903783195","1"
"Yes","1993","Full Time","East Germany","616","0.325769086427909","0.304190238230341","0.347347934625477","1"
"Yes","1993","Part Time","West Germany","338","0.265820294159364","0.242042498861419","0.289598089457309","1"
"Yes","1993","Part Time","East Germany","153","0.419985055671279","0.370031205433834","0.469938905908725","1"
"Yes","1993","Not Working","West Germany","23","","","","1"
"Yes","1993","Not Working","East Germany","24","","","","1"
"No","1994","Full Time","West Germany","2995","0.733808031564041","0.719905015332667","0.747711047795415","2"
"No","1994","Full Time","East Germany","1167","0.679593377037195","0.657780448986952","0.701406305087437","2"
"No","1994","Part Time","West Germany","939","0.73773779033082","0.71345035306904","0.7620252275926","2"
"No","1994","Part Time","East Germany","232","0.610676347946225","0.560447322737747","0.660905373154704","2"
"No","1994","Not Working","West Germany","78","0.816227247234435","0.739153170969579","0.893301323499292","2"
"No","1994","Not Working","East Germany","28","","","","2"
"Yes","1994","Full Time","West Germany","887","0.266191968435959","0.252288952204585","0.280094984667333","1"
"Yes","1994","Full Time","East Germany","591","0.320406622962806","0.298593694912563","0.342219551013048","1"
"Yes","1994","Part Time","West Germany","321","0.26226220966918","0.2379747724074","0.28654964693096","1"
"Yes","1994","Part Time","East Germany","130","0.389323652053775","0.339094626845296","0.439552677262253","1"
"Yes","1994","Not Working","West Germany","19","","","","1"
"Yes","1994","Not Working","East Germany","7","","","","1"
"No","1995","Full Time","West Germany","3100","0.737354132061292","0.723711305363801","0.750996958758783","2"
"No","1995","Full Time","East Germany","1160","0.677502883221305","0.655302561966605","0.699703204476005","2"
"No","1995","Part Time","West Germany","1142","0.730153426039322","0.707955213713074","0.752351638365569","2"
"No","1995","Part Time","East Germany","290","0.688416874551297","0.644844026808668","0.731989722293925","2"
"No","1995","Not Working","West Germany","103","0.835405644713111","0.769605879047629","0.901205410378592","2"
"No","1995","Not Working","East Germany","51","0.749819077580714","0.644526744150279","0.85511141101115","2"
"Yes","1995","Full Time","West Germany","897","0.262645867938708","0.249003041241217","0.276288694636199","1"
"Yes","1995","Full Time","East Germany","543","0.322497116778695","0.300296795523995","0.344697438033395","1"
"Yes","1995","Part Time","West Germany","394","0.269846573960678","0.247648361634431","0.292044786286926","1"
"Yes","1995","Part Time","East Germany","144","0.311583125448704","0.268010277706075","0.355155973191332","1"
"Yes","1995","Not Working","West Germany","19","","","","1"
"Yes","1995","Not Working","East Germany","14","","","","1"
"No","1996","Full Time","West Germany","2881","0.735998676304589","0.721896037671831","0.750101314937347","2"
"No","1996","Full Time","East Germany","1156","0.688282321855918","0.666066935053796","0.710497708658039","2"
"No","1996","Part Time","West Germany","1167","0.72969427528839","0.707556119588952","0.751832430987827","2"
"No","1996","Part Time","East Germany","247","0.682827734274781","0.635536592493357","0.730118876056206","2"
"No","1996","Not Working","West Germany","77","0.793061760061122","0.709366528253053","0.87675699186919","2"
"No","1996","Not Working","East Germany","23","","","","2"
"Yes","1996","Full Time","West Germany","872","0.264001323695411","0.249898685062653","0.278103962328169","1"
"Yes","1996","Full Time","East Germany","514","0.311717678144082","0.289502291341961","0.333933064946204","1"
"Yes","1996","Part Time","West Germany","379","0.27030572471161","0.248167569012173","0.292443880411048","1"
"Yes","1996","Part Time","East Germany","125","0.317172265725219","0.269881123943794","0.364463407506643","1"
"Yes","1996","Not Working","West Germany","13","","","","1"
"Yes","1996","Not Working","East Germany","12","","","","1"
"No","1997","Full Time","West Germany","2881","0.736636200131407","0.722529457320503","0.750742942942312","2"
"No","1997","Full Time","East Germany","1116","0.690829970981917","0.668276406693342","0.713383535270491","2"
"No","1997","Part Time","West Germany","1128","0.74220608239014","0.720092088337242","0.764320076443039","2"
"No","1997","Part Time","East Germany","272","0.690631860530102","0.64555864871859","0.735705072341613","2"
"No","1997","Not Working","West Germany","68","0.89357478641295","0.825999045552686","0.961150527273213","2"
"No","1997","Not Working","East Germany","28","","","","2"
"Yes","1997","Full Time","West Germany","864","0.263363799868593","0.249257057057688","0.277470542679497","1"
"Yes","1997","Full Time","East Germany","497","0.309170029018083","0.286616464729508","0.331723593306658","1"
"Yes","1997","Part Time","West Germany","375","0.25779391760986","0.235679923556961","0.279907911662758","1"
"Yes","1997","Part Time","East Germany","132","0.309368139469898","0.264294927658387","0.35444135128141","1"
"Yes","1997","Not Working","West Germany","12","","","","1"
"Yes","1997","Not Working","East Germany","11","","","","1"
"No","1998","Full Time","West Germany","3116","0.733050325701986","0.719496500772908","0.746604150631065","2"
"No","1998","Full Time","East Germany","1177","0.700342317722779","0.678331340587781","0.722353294857778","2"
"No","1998","Part Time","West Germany","1353","0.771022488418695","0.751414694265477","0.790630282571913","2"
"No","1998","Part Time","East Germany","303","0.660350582364047","0.617165890713378","0.703535274014715","2"
"No","1998","Not Working","West Germany","75","0.623626559045711","0.529606657678319","0.717646460413103","2"
"No","1998","Not Working","East Germany","20","","","","2"
"Yes","1998","Full Time","West Germany","976","0.266949674298014","0.253395849368935","0.280503499227092","1"
"Yes","1998","Part Time","West Germany","411","0.228977511581305","0.209369717428087","0.248585305734523","1"
"Yes","1998","Full Time","East Germany","487","0.299657682277221","0.277646705142222","0.321668659412219","1"
"Yes","1998","Part Time","East Germany","159","0.339649417635954","0.296464725985285","0.382834109286622","1"
"Yes","1998","Not Working","West Germany","27","","","","1"
"Yes","1998","Not Working","East Germany","11","","","","1"
"No","1999","Full Time","West Germany","2934","0.742402327802913","0.728534544744604","0.756270110861221","2"
"No","1999","Full Time","East Germany","1079","0.684230762461442","0.661097952011645","0.707363572911239","2"
"No","1999","Not Working","West Germany","64","0.688297099063806","0.588649362943037","0.787944835184576","2"
"No","1999","Part Time","West Germany","1188","0.765746046403106","0.744592968107473","0.786899124698739","2"
"No","1999","Part Time","East Germany","324","0.704723128735811","0.66348270301324","0.745963554458382","2"
"No","1999","Not Working","East Germany","18","","","","2"
"Yes","1999","Full Time","West Germany","886","0.257597672197087","0.243729889138779","0.271465455255396","1"
"Yes","1999","Part Time","West Germany","352","0.234253953596894","0.213100875301261","0.255407031892527","1"
"Yes","1999","Full Time","East Germany","472","0.315769237538558","0.292636427088761","0.338902047988355","1"
"Yes","1999","Part Time","East Germany","146","0.295276871264189","0.254036445541618","0.33651729698676","1"
"Yes","1999","Not Working","West Germany","19","","","","1"
"Yes","1999","Not Working","East Germany","2","","","","1"
"No","2000","Full Time","West Germany","5596","0.76537467952189","0.755647677041521","0.775101682002258","2"
"No","2000","Full Time","East Germany","1801","0.744714958777805","0.727414369326722","0.762015548228889","2"
"No","2000","Not Working","West Germany","158","0.853965355159322","0.804143773365914","0.903786936952729","2"
"No","2000","Part Time","West Germany","2398","0.775843158958087","0.7612101458928","0.790476172023374","2"
"No","2000","Part Time","East Germany","476","0.703920791555552","0.66993109199986","0.737910491111244","2"
"No","2000","Not Working","East Germany","51","0.680379216985501","0.571908642131911","0.788849791839091","2"
"Yes","2000","Full Time","West Germany","1695","0.23462532047811","0.224898317997742","0.244352322958479","1"
"Yes","2000","Part Time","West Germany","722","0.224156841041913","0.209523827976626","0.2387898541072","1"
"Yes","2000","Full Time","East Germany","639","0.255285041222194","0.237984451771111","0.272585630673278","1"
"Yes","2000","Part Time","East Germany","217","0.296079208444448","0.262089508888756","0.33006890800014","1"
"Yes","2000","Not Working","West Germany","35","0.146034644840678","0.0962130630472708","0.195856226634086","1"
"Yes","2000","Not Working","East Germany","20","","","","1"
"No","2001","Full Time","West Germany","4824","0.76968174198307","0.759247660838361","0.780115823127778","2"
"No","2001","Not Working","West Germany","104","0.877280180419326","0.819760085042152","0.9348002757965","2"
"No","2001","Full Time","East Germany","1576","0.740799088673345","0.722293891225639","0.759304286121052","2"
"No","2001","Part Time","West Germany","2014","0.761473751673915","0.745311319903599","0.777636183444232","2"
"No","2001","Part Time","East Germany","405","0.687522642142029","0.650185590778714","0.724859693505343","2"
"No","2001","Not Working","East Germany","50","0.755399811839442","0.65008852161369","0.860711102065194","2"
"Yes","2001","Full Time","West Germany","1431","0.23031825801693","0.219884176872221","0.240752339161639","1"
"Yes","2001","Part Time","West Germany","657","0.238526248326085","0.222363816555768","0.254688680096401","1"
"Yes","2001","Part Time","East Germany","187","0.312477357857971","0.275140306494657","0.349814409221286","1"
"Yes","2001","Not Working","West Germany","21","","","","1"
"Yes","2001","Full Time","East Germany","578","0.259200911326655","0.240695713878948","0.277706108774361","1"
"Yes","2001","Not Working","East Germany","14","","","","1"
"No","2002","Full Time","West Germany","5308","0.767584161694559","0.757715683674746","0.777452639714372","2"
"No","2002","Not Working","West Germany","116","0.866784933015851","0.810894655076347","0.922675210955356","2"
"No","2002","Full Time","East Germany","1607","0.753463620898923","0.735478349831787","0.771448891966059","2"
"No","2002","Part Time","West Germany","2406","0.767943811523744","0.753430460132033","0.782457162915455","2"
"No","2002","Part Time","East Germany","455","0.701714505198723","0.666837141060477","0.736591869336968","2"
"No","2002","Not Working","East Germany","54","0.840278889966958","0.751895834843588","0.928661945090327","2"
"Yes","2002","Full Time","West Germany","1729","0.232415838305441","0.222547360285628","0.242284316325254","1"
"Yes","2002","Part Time","West Germany","844","0.232056188476256","0.217542837084545","0.246569539867967","1"
"Yes","2002","Part Time","East Germany","206","0.298285494801277","0.263408130663032","0.333162858939523","1"
"Yes","2002","Not Working","West Germany","26","","","","1"
"Yes","2002","Full Time","East Germany","599","0.246536379101077","0.228551108033941","0.264521650168213","1"
"Yes","2002","Not Working","East Germany","12","","","","1"
"No","2003","Full Time","West Germany","4682","0.754031615887478","0.7433513633207","0.764711868454255","2"
"No","2003","Full Time","East Germany","1413","0.732792498110809","0.713340924916148","0.752244071305471","2"
"No","2003","Part Time","West Germany","2101","0.757580997526126","0.741897013771924","0.773264981280327","2"
"No","2003","Not Working","West Germany","88","0.824347128168864","0.751214006199569","0.897480250138159","2"
"No","2003","Part Time","East Germany","400","0.714726299360854","0.677914680125498","0.75153791859621","2"
"No","2003","Not Working","East Germany","33","0.766846879348852","0.640463836660563","0.893229922037142","2"
"Yes","2003","Full Time","West Germany","1564","0.245968384112523","0.235288131545745","0.2566486366793","1"
"Yes","2003","Part Time","West Germany","767","0.242419002473874","0.226735018719673","0.258102986228076","1"
"Yes","2003","Part Time","East Germany","178","0.285273700639146","0.24846208140379","0.322085319874502","1"
"Yes","2003","Full Time","East Germany","575","0.267207501889191","0.247755928694529","0.286659075083852","1"
"Yes","2003","Not Working","West Germany","16","","","","1"
"Yes","2003","Not Working","East Germany","10","","","","1"
"No","2004","Full Time","West Germany","4650","0.755980495812795","0.74527390620112","0.766687085424471","2"
"No","2004","Full Time","East Germany","1423","0.734946403188127","0.715461445623278","0.754431360752976","2"
"No","2004","Part Time","West Germany","2323","0.775755883229459","0.76112553344231","0.790386233016609","2"
"No","2004","Not Working","West Germany","95","0.768314693526698","0.692826977884982","0.843802409168414","2"
"No","2004","Part Time","East Germany","516","0.758626302571297","0.727304450591964","0.789948154550629","2"
"No","2004","Not Working","East Germany","48","0.846728756425266","0.754016619875101","0.939440892975431","2"
"Yes","2004","Full Time","West Germany","1532","0.244019504187205","0.233312914575529","0.25472609379888","1"
"Yes","2004","Part Time","West Germany","799","0.224244116770541","0.209613766983392","0.23887446655769","1"
"Yes","2004","Part Time","East Germany","201","0.241373697428703","0.210051845449371","0.272695549408036","1"
"Yes","2004","Full Time","East Germany","548","0.265053596811873","0.245568639247024","0.284538554376722","1"
"Yes","2004","Not Working","West Germany","25","","","","1"
"Yes","2004","Not Working","East Germany","10","","","","1"
"No","2005","Full Time","West Germany","4222","0.757489866842805","0.746310144621441","0.76866958906417","2"
"No","2005","Full Time","East Germany","1277","0.730110070189973","0.709435984124243","0.750784156255703","2"
"No","2005","Part Time","West Germany","1984","0.765718337343244","0.749700688829019","0.78173598585747","2"
"No","2005","Not Working","West Germany","84","0.907666434044635","0.849756187163855","0.965576680925415","2"
"No","2005","Part Time","East Germany","438","0.733617426253531","0.698848601121333","0.768386251385728","2"
"No","2005","Not Working","East Germany","39","0.788080965664665","0.674806116873081","0.901355814456249","2"
"Yes","2005","Full Time","West Germany","1424","0.242510133157195","0.23133041093583","0.253689855378559","1"
"Yes","2005","Full Time","East Germany","494","0.269889929810027","0.249215843744297","0.290564015875757","1"
"Yes","2005","Part Time","West Germany","702","0.234281662656755","0.21826401414253","0.250299311170981","1"
"Yes","2005","Part Time","East Germany","183","0.266382573746469","0.231613748614272","0.301151398878667","1"
"Yes","2005","Not Working","West Germany","12","","","","1"
"Yes","2005","Not Working","East Germany","11","","","","1"
"No","2006","Full Time","West Germany","4287","0.761037085247682","0.750031741076447","0.772042429418916","2"
"No","2006","Full Time","East Germany","1276","0.720512917475802","0.699759162710129","0.741266672241474","2"
"No","2006","Part Time","West Germany","2039","0.759088576883974","0.743180661044806","0.774996492723143","2"
"No","2006","Part Time","East Germany","466","0.759021633308612","0.725492356391141","0.792550910226083","2"
"No","2006","Not Working","West Germany","112","0.781640106749934","0.713927438668492","0.849352774831376","2"
"No","2006","Not Working","East Germany","44","0.776394072695795","0.671833985950657","0.880954159440933","2"
"Yes","2006","Full Time","West Germany","1481","0.238962914752318","0.227957570581084","0.249968258923552","1"
"Yes","2006","Full Time","East Germany","520","0.279487082524198","0.258733327758526","0.300240837289871","1"
"Yes","2006","Part Time","West Germany","737","0.240911423116026","0.225003507276857","0.256819338955194","1"
"Yes","2006","Part Time","East Germany","159","0.240978366691388","0.207449089773917","0.274507643608859","1"
"Yes","2006","Not Working","West Germany","31","0.218359893250066","0.150647225168624","0.286072561331508","1"
"Yes","2006","Not Working","East Germany","17","","","","1"
"No","2007","Full Time","West Germany","4293","0.764529326672296","0.753569202771561","0.77548945057303","2"
"No","2007","Full Time","East Germany","1378","0.749681594423185","0.729989440927548","0.769373747918822","2"
"No","2007","Part Time","West Germany","2252","0.779349851389054","0.764451096743814","0.794248606034293","2"
"No","2007","Part Time","East Germany","529","0.754250921020085","0.722493179142505","0.786008662897665","2"
"No","2007","Not Working","West Germany","124","0.86461660868553","0.809496290660674","0.919736926710387","2"
"No","2007","Not Working","East Germany","44","0.700960512580956","0.587905749866322","0.81401527529559","2"
"Yes","2007","Full Time","West Germany","1464","0.235470673327704","0.22451054942697","0.246430797228439","1"
"Yes","2007","Full Time","East Germany","481","0.250318405576815","0.230626252081178","0.270010559072452","1"
"Yes","2007","Part Time","West Germany","724","0.220650148610946","0.205751393965706","0.235548903256186","1"
"Yes","2007","Part Time","East Germany","177","0.245749078979915","0.213991337102335","0.277506820857495","1"
"Yes","2007","Not Working","West Germany","24","","","","1"
"Yes","2007","Not Working","East Germany","19","","","","1"
"No","2008","Full Time","West Germany","3942","0.772504064268263","0.761179347258373","0.783828781278153","2"
"No","2008","Full Time","East Germany","1308","0.746605730040296","0.726192162735491","0.7670192973451","2"
"No","2008","Part Time","West Germany","1975","0.770565064235194","0.75454413866815","0.786585989802237","2"
"No","2008","Part Time","East Germany","451","0.767082017649805","0.733837142862666","0.800326892436944","2"
"No","2008","Not Working","West Germany","100","0.856177683666862","0.794414120909421","0.917941246424303","2"
"No","2008","Not Working","East Germany","42","0.90195417118737","0.818690252250306","0.985218090124434","2"
"Yes","2008","Full Time","West Germany","1322","0.227495935731737","0.216171218721847","0.238820652741627","1"
"Yes","2008","Full Time","East Germany","436","0.253394269959704","0.2329807026549","0.273807837264509","1"
"Yes","2008","Part Time","West Germany","671","0.229434935764806","0.213414010197763","0.24545586133185","1"
"Yes","2008","Part Time","East Germany","170","0.232917982350195","0.199673107563056","0.266162857137335","1"
"Yes","2008","Not Working","West Germany","24","","","","1"
"Yes","2008","Not Working","East Germany","7","","","","1"
"No","2009","Full Time","West Germany","3742","0.768918482718054","0.757248631605172","0.780588333830936","2"
"No","2009","Full Time","East Germany","1301","0.754868000077231","0.73455065160782","0.775185348546642","2"
"No","2009","Part Time","West Germany","2032","0.79206152457477","0.776748040727573","0.807375008421968","2"
"No","2009","Part Time","East Germany","485","0.769534440391934","0.737258696200392","0.801810184583475","2"
"No","2009","Not Working","West Germany","82","0.747453561178679","0.663547717077865","0.831359405279494","2"
"No","2009","Not Working","East Germany","30","0.846282476535075","0.730066297489121","0.962498655581029","2"
"Yes","2009","Full Time","West Germany","1270","0.231081517281946","0.219411666169064","0.242751368394828","1"
"Yes","2009","Full Time","East Germany","421","0.245131999922769","0.224814651453359","0.26544934839218","1"
"Yes","2009","Part Time","West Germany","666","0.20793847542523","0.192624991578032","0.223251959272427","1"
"Yes","2009","Part Time","East Germany","169","0.230465559608066","0.198189815416525","0.262741303799608","1"
"Yes","2009","Not Working","West Germany","21","","","","1"
"Yes","2009","Not Working","East Germany","7","","","","1"
"No","2010","Full Time","West Germany","4995","0.762753680170911","0.752454876703959","0.773052483637864","2"
"No","2010","Full Time","East Germany","1542","0.744682631684387","0.725587027304005","0.763778236064768","2"
"No","2010","Part Time","West Germany","2849","0.776451131830665","0.763162649001188","0.789739614660143","2"
"No","2010","Part Time","East Germany","656","0.783087741071032","0.755266175498189","0.810909306643875","2"
"No","2010","Not Working","West Germany","188","0.772240362397915","0.719181601903041","0.825299122892788","2"
"No","2010","Not Working","East Germany","65","0.888998214921661","0.820587991700177","0.957408438143145","2"
"Yes","2010","Full Time","West Germany","1559","0.237246319829089","0.226947516362136","0.247545123296041","1"
"Yes","2010","Full Time","East Germany","461","0.255317368315613","0.236221763935232","0.274412972695995","1"
"Yes","2010","Part Time","West Germany","927","0.223548868169335","0.210260385339857","0.236837350998812","1"
"Yes","2010","Part Time","East Germany","187","0.216912258928968","0.189090693356125","0.244733824501811","1"
"Yes","2010","Not Working","West Germany","52","0.227759637602085","0.174700877107212","0.280818398096958","1"
"Yes","2010","Not Working","East Germany","16","","","","1"
"No","2011","Full Time","West Germany","5707","0.752117153103408","0.742436368465896","0.76179793774092","2"
"No","2011","Not Working","West Germany","231","0.756000540678724","0.706224475837862","0.805776605519587","2"
"No","2011","Full Time","East Germany","1720","0.74900278590824","0.731309827326703","0.766695744489776","2"
"No","2011","Part Time","West Germany","3646","0.779273047685956","0.767525599681863","0.791020495690049","2"
"No","2011","Part Time","East Germany","803","0.795602476018994","0.770879057457641","0.820325894580348","2"
"No","2011","Not Working","East Germany","77","0.876453394415268","0.806498444383117","0.946408344447419","2"
"Yes","2011","Full Time","West Germany","1935","0.247882846896592","0.23820206225908","0.257563631534104","1"
"Yes","2011","Full Time","East Germany","587","0.250997214091761","0.233304255510224","0.268690172673297","1"
"Yes","2011","Part Time","West Germany","1142","0.220726952314044","0.208979504309951","0.232474400318138","1"
"Yes","2011","Part Time","East Germany","219","0.204397523981006","0.179674105419652","0.229120942542359","1"
"Yes","2011","Not Working","West Germany","55","0.243999459321276","0.194223394480413","0.293775524162138","1"
"Yes","2011","Not Working","East Germany","8","","","","1"
"No","2012","Full Time","West Germany","5565","0.752135995439717","0.742326899115846","0.761945091763589","2"
"No","2012","Not Working","West Germany","254","0.78798642657237","0.742632802565353","0.833340050579386","2"
"No","2012","Full Time","East Germany","1680","0.752029989818145","0.734150944604455","0.769909035031835","2"
"No","2012","Part Time","West Germany","3532","0.770920658773833","0.758861415075272","0.782979902472393","2"
"No","2012","Part Time","East Germany","782","0.767006101823229","0.740726027927638","0.793286175718821","2"
"No","2012","Not Working","East Germany","96","0.879344838849963","0.819552130319233","0.939137547380692","2"
"Yes","2012","Full Time","West Germany","1878","0.247864004560283","0.238054908236411","0.257673100884154","1"
"Yes","2012","Full Time","East Germany","561","0.247970010181855","0.230090964968164","0.265849055395545","1"
"Yes","2012","Part Time","West Germany","1133","0.229079341226167","0.217020097527607","0.241138584924728","1"
"Yes","2012","Part Time","East Germany","212","0.232993898176771","0.206713824281179","0.259273972072363","1"
