"pgoeffd","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1989","West Germany","Female","1743","0.719770347284737","0.7015189022214","0.738021792348074","2"
"No","1989","East Germany","Female","","","","","2"
"No","1989","East Germany","Male","","","","","2"
"Yes","1989","West Germany","Female","583","0.280229652715263","0.261978207651926","0.2984810977786","1"
"Yes","1989","East Germany","Female","","","","","1"
"Yes","1989","West Germany","Male","675","0.230104025268033","0.216189654908263","0.244018395627802","1"
"Yes","1989","East Germany","Male","","","","","1"
"No","1990","East Germany","Female","910","0.579676074210229","0.555329280856994","0.604022867563465","2"
"No","1990","West Germany","Male","2729","0.772970210949719","0.758833033091534","0.787107388807904","2"
"No","1990","West Germany","Female","1679","0.711792174080876","0.693118775790172","0.73046557237158","2"
"No","1990","East Germany","Male","1314","0.73894471534035","0.718401990281614","0.759487440399087","2"
"Yes","1990","West Germany","Female","581","0.288207825919124","0.269534427628421","0.306881224209828","1"
"Yes","1990","East Germany","Female","669","0.42032392578977","0.395977132436534","0.444670719143006","1"
"Yes","1990","West Germany","Male","644","0.227029789050281","0.212892611192096","0.241166966908466","1"
"Yes","1990","East Germany","Male","442","0.26105528465965","0.240512559600913","0.281598009718387","1"
"No","1991","East Germany","Female","743","0.577812496763234","0.551025584527535","0.604599408998932","2"
"No","1991","West Germany","Male","2797","0.772029737295422","0.758069202499572","0.785990272091272","2"
"No","1991","West Germany","Female","1767","0.709671987851309","0.691481648331231","0.727862327371386","2"
"No","1991","East Germany","Male","1179","0.760448711402301","0.738963842391903","0.781933580412699","2"
"Yes","1991","West Germany","Female","625","0.290328012148691","0.272137672628614","0.308518351668769","1"
"Yes","1991","East Germany","Female","563","0.422187503236766","0.395400591001067","0.448974415472465","1"
"Yes","1991","West Germany","Male","672","0.227970262704578","0.214009727908728","0.241930797500428","1"
"Yes","1991","East Germany","Male","337","0.239551288597699","0.218066419587301","0.261036157608097","1"
"No","1992","West Germany","Male","2676","0.773254473368025","0.759004766198189","0.787504180537862","2"
"No","1992","West Germany","Female","1638","0.685914632258694","0.666871027602818","0.70495823691457","2"
"No","1992","East Germany","Male","989","0.726051675642374","0.7020922085905","0.750011142694247","2"
"No","1992","East Germany","Female","566","0.521606796147488","0.492005989143859","0.551207603151117","2"
"Yes","1992","West Germany","Female","644","0.314085367741306","0.29504176308543","0.333128972397182","1"
"Yes","1992","East Germany","Female","528","0.478393203852512","0.448792396848883","0.507994010856141","1"
"Yes","1992","West Germany","Male","641","0.226745526631975","0.212495819462138","0.240995233801811","1"
"Yes","1992","East Germany","Male","342","0.273948324357626","0.249988857305753","0.297907791409499","1"
"No","1993","West Germany","Male","2657","0.774276198088153","0.759988811796886","0.78856358437942","2"
"No","1993","West Germany","Female","1699","0.70086071476058","0.682300695523112","0.719420733998049","2"
"No","1993","East Germany","Male","915","0.750216387259823","0.725975121588753","0.774457652930892","2"
"No","1993","East Germany","Female","539","0.535297645292674","0.504719738946744","0.565875551638603","2"
"Yes","1993","West Germany","Male","632","0.225723801911847","0.211436415620581","0.240011188203114","1"
"Yes","1993","West Germany","Female","639","0.29913928523942","0.280579266001951","0.317699304476888","1"
"Yes","1993","East Germany","Female","483","0.464702354707326","0.434124448361397","0.495280261053256","1"
"Yes","1993","East Germany","Male","310","0.249783612740177","0.225542347069107","0.274024878411247","1"
"No","1994","West Germany","Male","2453","0.768094702092138","0.753148277596934","0.783041126587343","2"
"No","1994","West Germany","Female","1559","0.690725111679376","0.671305363342376","0.710144860016377","2"
"No","1994","East Germany","Male","897","0.761216876102827","0.73684996667976","0.785583785525894","2"
"No","1994","East Germany","Female","530","0.542429255123871","0.511221867001922","0.57363664324582","2"
"Yes","1994","East Germany","Female","449","0.457570744876129","0.42636335675418","0.488778132998078","1"
"Yes","1994","West Germany","Male","610","0.231905297907862","0.216958873412657","0.246851722403066","1"
"Yes","1994","West Germany","Female","617","0.309274888320624","0.289855139983623","0.328694636657624","1"
"Yes","1994","East Germany","Male","279","0.238783123897173","0.214416214474107","0.26315003332024","1"
"No","1995","West Germany","Female","1670","0.681914176797209","0.663139979768421","0.700688373825998","2"
"No","1995","East Germany","Male","938","0.778258779060484","0.754675988460427","0.801841569660541","2"
"No","1995","East Germany","Female","563","0.552909722086551","0.522246899486182","0.58357254468692","2"
"No","1995","West Germany","Male","2675","0.776304227919851","0.762066882771808","0.790541573067894","2"
"Yes","1995","East Germany","Female","447","0.447090277913449","0.41642745531308","0.477753100513818","1"
"Yes","1995","West Germany","Male","616","0.223695772080149","0.209458426932106","0.237933117228192","1"
"Yes","1995","West Germany","Female","694","0.318085823202791","0.299311626174002","0.336860020231579","1"
"Yes","1995","East Germany","Male","254","0.221741220939516","0.198158430339459","0.245324011539573","1"
"No","1996","West Germany","Female","1575","0.676973796217097","0.657651370868423","0.69629622156577","2"
"No","1996","East Germany","Male","883","0.786043987086634","0.761962063798653","0.810125910374614","2"
"No","1996","East Germany","Female","543","0.557270495319676","0.525898856584924","0.588642134054427","2"
"No","1996","West Germany","Male","2550","0.775698245231084","0.761106233394784","0.790290257067384","2"
"Yes","1996","West Germany","Male","589","0.224301754768916","0.209709742932616","0.238893766605216","1"
"Yes","1996","West Germany","Female","675","0.323026203782903","0.30370377843423","0.342348629131577","1"
"Yes","1996","East Germany","Male","231","0.213956012913366","0.189874089625386","0.238037936201347","1"
"Yes","1996","East Germany","Female","420","0.442729504680325","0.411357865945573","0.474101143415076","1"
"No","1997","West Germany","Female","1575","0.69153621489311","0.672396976366936","0.710675453419284","2"
"No","1997","West Germany","Male","2502","0.775247470758594","0.760532104994105","0.789962836523083","2"
"No","1997","East Germany","Male","866","0.779562614457654","0.75507634868361","0.804048880231698","2"
"No","1997","East Germany","Female","550","0.574382705970706","0.543024102318993","0.60574130962242","2"
"Yes","1997","West Germany","Male","589","0.224752529241406","0.210037163476917","0.239467895005895","1"
"Yes","1997","West Germany","Female","662","0.30846378510689","0.289324546580716","0.327603023633064","1"
"Yes","1997","East Germany","Male","235","0.220437385542346","0.195951119768302","0.24492365131639","1"
"Yes","1997","East Germany","Female","405","0.425617294029294","0.39425869037758","0.456975897681007","1"
"No","1998","West Germany","Female","1748","0.680724805560205","0.662497594434941","0.698952016685469","2"
"No","1998","East Germany","Female","560","0.54193909896219","0.510949902110411","0.57292829581397","2"
"No","1998","West Germany","Male","2796","0.785126605750308","0.771411010916736","0.79884220058388","2"
"No","1998","East Germany","Male","940","0.799978792216626","0.776998853803222","0.82295873063003","2"
"Yes","1998","West Germany","Male","649","0.214873394249692","0.20115779941612","0.228588989083264","1"
"Yes","1998","West Germany","Female","765","0.319275194439795","0.301047983314531","0.337502405565059","1"
"Yes","1998","East Germany","Male","224","0.200021207783374","0.17704126936997","0.223001146196778","1"
"Yes","1998","East Germany","Female","433","0.45806090103781","0.42707170418603","0.48905009788959","1"
"No","1999","West Germany","Female","1631","0.68764648630934","0.668734806524778","0.706558166093901","2"
"No","1999","East Germany","Female","549","0.566581913101413","0.535103380040412","0.598060446162414","2"
"No","1999","West Germany","Male","2555","0.79137627454728","0.777155166854605","0.805597382239955","2"
"No","1999","East Germany","Male","872","0.789338115622286","0.765118978239306","0.813557253005266","2"
"Yes","1999","West Germany","Female","676","0.312353513690661","0.293441833906099","0.331265193475222","1"
"Yes","1999","East Germany","Male","217","0.210661884377714","0.186442746994734","0.234881021760694","1"
"Yes","1999","East Germany","Female","403","0.433418086898587","0.401939553837586","0.464896619959588","1"
"Yes","1999","West Germany","Male","581","0.20862372545272","0.194402617760045","0.222844833145395","1"
"No","2000","West Germany","Female","3331","0.723442038711186","0.710541255415892","0.73634282200648","2"
"No","2000","East Germany","Female","952","0.646512188329237","0.622335951296266","0.670688425362208","2"
"No","2000","West Germany","Male","4821","0.804644363984879","0.794600641735047","0.814688086234711","2"
"No","2000","East Germany","Male","1377","0.803978962742385","0.785130020668837","0.822827904815933","2"
"Yes","2000","West Germany","Female","1287","0.276557961288814","0.26365717799352","0.289458744584108","1"
"Yes","2000","East Germany","Male","327","0.196021037257615","0.177172095184067","0.214869979331163","1"
"Yes","2000","East Germany","Female","550","0.353487811670763","0.329311574637792","0.377664048703734","1"
"Yes","2000","West Germany","Male","1165","0.195355636015121","0.185311913765289","0.205399358264953","1"
"No","2001","West Germany","Female","2869","0.724346625087898","0.710485205744987","0.738208044430809","2"
"No","2001","East Germany","Female","845","0.651185991827273","0.625533721225872","0.676838262428674","2"
"No","2001","West Germany","Male","4073","0.801980876845","0.790999638340439","0.812962115349562","2"
"No","2001","East Germany","Male","1186","0.793071728669197","0.772460812844642","0.813682644493751","2"
"Yes","2001","West Germany","Female","1123","0.275653374912102","0.261791955569191","0.289514794255013","1"
"Yes","2001","West Germany","Male","986","0.198019123155","0.187037884650438","0.209000361659561","1"
"Yes","2001","East Germany","Male","298","0.206928271330803","0.186317355506249","0.227539187155358","1"
"Yes","2001","East Germany","Female","481","0.348814008172727","0.323161737571327","0.374466278774128","1"
"No","2002","West Germany","Male","4517","0.802735009078789","0.792420771615214","0.813049246542364","2"
"No","2002","West Germany","Female","3313","0.726262192198081","0.713529927774151","0.738994456622012","2"
"No","2002","East Germany","Female","888","0.674945907787646","0.650322225774172","0.699569589801121","2"
"No","2002","East Germany","Male","1228","0.799237358742922","0.779250503535249","0.819224213950595","2"
"Yes","2002","West Germany","Female","1398","0.273737807801919","0.261005543377988","0.286470072225849","1"
"Yes","2002","East Germany","Female","502","0.325054092212354","0.300430410198879","0.349677774225828","1"
"Yes","2002","West Germany","Male","1201","0.197264990921211","0.186950753457636","0.207579228384786","1"
"Yes","2002","East Germany","Male","315","0.200762641257078","0.180775786049405","0.220749496464751","1"
"No","2003","East Germany","Female","782","0.659297847364593","0.632929041189948","0.685666653539238","2"
"No","2003","West Germany","Male","3957","0.793453629559233","0.782253860886089","0.804653398232378","2"
"No","2003","West Germany","Female","2914","0.70829963773843","0.694551238098221","0.72204803737864","2"
"No","2003","East Germany","Male","1064","0.784465578266622","0.762675925597399","0.806255230935844","2"
"Yes","2003","West Germany","Female","1285","0.29170036226157","0.27795196262136","0.305448761901779","1"
"Yes","2003","East Germany","Female","459","0.340702152635407","0.314333346460762","0.367070958810052","1"
"Yes","2003","West Germany","Male","1062","0.206546370440767","0.195346601767622","0.217746139113911","1"
"Yes","2003","East Germany","Male","304","0.215534421733378","0.193744769064156","0.237324074402601","1"
"No","2004","East Germany","Female","876","0.691715082277649","0.666897353602804","0.716532810952494","2"
"No","2004","West Germany","Male","4040","0.796526499893273","0.785471145649256","0.807581854137289","2"
"No","2004","West Germany","Female","3028","0.720125932899662","0.706754138273771","0.733497727525553","2"
"No","2004","East Germany","Male","1111","0.787111968468001","0.765790832214165","0.808433104721837","2"
"Yes","2004","West Germany","Female","1302","0.279874067100338","0.266502272474447","0.293245861726229","1"
"Yes","2004","East Germany","Female","454","0.308284917722351","0.283467189047506","0.333102646397196","1"
"Yes","2004","West Germany","Male","1054","0.203473500106727","0.192418145862711","0.214528854350744","1"
"Yes","2004","East Germany","Male","305","0.212888031531999","0.191566895278163","0.234209167785835","1"
"No","2005","West Germany","Male","3574","0.798896692959899","0.787203793066931","0.810589592852867","2"
"No","2005","West Germany","Female","2716","0.7156233072997","0.701490549435598","0.729756065163802","2"
"No","2005","East Germany","Male","998","0.785596536849483","0.763007165630168","0.808185908068799","2"
"No","2005","East Germany","Female","756","0.664930777725844","0.63793041931187","0.691931136139818","2"
"Yes","2005","West Germany","Female","1198","0.2843766927003","0.270243934836198","0.298509450564402","1"
"Yes","2005","East Germany","Female","418","0.335069222274156","0.308068863860182","0.36206958068813","1"
"Yes","2005","West Germany","Male","940","0.201103307040101","0.189410407147133","0.212796206933069","1"
"Yes","2005","East Germany","Male","270","0.214403463150516","0.191814091931201","0.236992834369832","1"
"No","2006","West Germany","Male","3650","0.799263416790333","0.787734519383127","0.810792314197539","2"
"No","2006","West Germany","Female","2788","0.712613304244608","0.698675932880336","0.72655067560888","2"
"No","2006","East Germany","Male","995","0.783191078369563","0.760438256910401","0.805943899828725","2"
"No","2006","East Germany","Female","791","0.669619085001356","0.643247643146128","0.695990526856585","2"
"Yes","2006","West Germany","Male","987","0.200736583209667","0.189207685802461","0.212265480616873","1"
"Yes","2006","West Germany","Female","1262","0.287386695755392","0.27344932439112","0.301324067119664","1"
"Yes","2006","East Germany","Female","431","0.330380914998643","0.304009473143415","0.356752356853872","1"
"Yes","2006","East Germany","Male","265","0.216808921630437","0.194056100171275","0.239561743089599","1"
"No","2007","West Germany","Male","3705","0.800170915451976","0.7887486935209","0.811593137383052","2"
"No","2007","West Germany","Female","2964","0.735605942634556","0.722225442154284","0.748986443114828","2"
"No","2007","East Germany","Male","1089","0.807806894307042","0.786764896393696","0.828848892220388","2"
"No","2007","East Germany","Female","862","0.678042767268071","0.652456839885775","0.703628694650368","2"
"Yes","2007","East Germany","Female","419","0.321957232731929","0.296371305349632","0.347543160114225","1"
"Yes","2007","West Germany","Male","1003","0.199829084548024","0.188406862616948","0.2112513064791","1"
"Yes","2007","West Germany","Female","1209","0.264394057365444","0.251013556885172","0.277774557845716","1"
"Yes","2007","East Germany","Male","258","0.192193105692958","0.171151107779612","0.213235103606304","1"
"No","2008","West Germany","Female","2697","0.74189317772035","0.727992784584125","0.755793570856575","2"
"No","2008","East Germany","Male","1005","0.803115742298628","0.780974244121313","0.825257240475942","2"
"No","2008","East Germany","Female","796","0.694337776861455","0.667996583960911","0.720678969761999","2"
"No","2008","West Germany","Male","3320","0.799624638584565","0.78755769700475","0.81169158016438","2"
"Yes","2008","East Germany","Female","379","0.305662223138545","0.279321030238001","0.33200341603909","1"
"Yes","2008","West Germany","Male","907","0.200375361415435","0.188308419835619","0.21244230299525","1"
"Yes","2008","West Germany","Female","1110","0.25810682227965","0.244206429143425","0.272007215415875","1"
"Yes","2008","East Germany","Male","234","0.196884257701372","0.174742759524058","0.219025755878687","1"
"No","2009","West Germany","Female","2664","0.730454714438592","0.716314941394141","0.744594487483043","2"
"No","2009","East Germany","Male","1000","0.800921518411985","0.778569847389357","0.823273189434612","2"
"No","2009","East Germany","Female","816","0.71422381733425","0.688522646332126","0.739924988336373","2"
"No","2009","West Germany","Male","3192","0.815695165832166","0.803724236267525","0.827666095396808","2"
"Yes","2009","West Germany","Male","838","0.184304834167834","0.172333904603192","0.196275763732475","1"
"Yes","2009","West Germany","Female","1119","0.269545285561408","0.255405512516957","0.283685058605859","1"
"Yes","2009","East Germany","Male","226","0.199078481588015","0.176726810565388","0.221430152610643","1"
"Yes","2009","East Germany","Female","371","0.28577618266575","0.260075011663627","0.311477353667874","1"
"No","2010","West Germany","Female","3531","0.724842884934129","0.712415613297467","0.737270156570791","2"
"No","2010","West Germany","Male","4501","0.804496376633741","0.794117632089711","0.814875121177771","2"
"No","2010","East Germany","Male","1218","0.788884100633089","0.768113713657472","0.809654487608706","2"
"No","2010","East Germany","Female","1045","0.720122421828308","0.696967052376009","0.743277791280607","2"
"Yes","2010","West Germany","Male","1108","0.195503623366259","0.185124878822229","0.205882367910289","1"
"Yes","2010","West Germany","Female","1430","0.275157115065871","0.262729843429209","0.287584386702533","1"
"Yes","2010","East Germany","Male","265","0.211115899366911","0.190345512391294","0.231886286342528","1"
"Yes","2010","East Germany","Female","399","0.279877578171692","0.256722208719393","0.303032947623991","1"
"No","2011","West Germany","Female","4465","0.718433833686079","0.707322444896223","0.729545222475935","2"
"No","2011","East Germany","Female","1250","0.718144149522901","0.696986494963749","0.739301804082053","2"
"No","2011","West Germany","Male","5119","0.798017502188125","0.788198304178228","0.807836700198021","2"
"No","2011","East Germany","Male","1350","0.802630099451741","0.78358076784592","0.821679431057563","2"
"Yes","2011","West Germany","Male","1303","0.201982497811875","0.192163299801979","0.211801695821772","1"
"Yes","2011","West Germany","Female","1829","0.281566166313921","0.270454777524065","0.292677555103777","1"
"Yes","2011","East Germany","Male","327","0.197369900548259","0.178320568942437","0.21641923215408","1"
"Yes","2011","East Germany","Female","487","0.281855850477099","0.260698195917947","0.303013505036251","1"
"No","2012","West Germany","Female","4427","0.713428107610662","0.702223629703438","0.724632585517886","2"
"No","2012","East Germany","Female","1250","0.707042049971522","0.685521083198748","0.728563016744296","2"
"No","2012","West Germany","Male","4924","0.798620324853973","0.788608925784427","0.80863172392352","2"
"No","2012","East Germany","Male","1308","0.802917549783519","0.783612071643258","0.822223027923781","2"
"Yes","2012","West Germany","Female","1829","0.286571892389338","0.275367414482114","0.297776370296562","1"
"Yes","2012","East Germany","Male","323","0.197082450216481","0.177776972076219","0.216387928356742","1"
"Yes","2012","East Germany","Female","468","0.292957950028478","0.271436983255704","0.314478916801252","1"
"Yes","2012","West Germany","Male","1240","0.201379675146027","0.19136827607648","0.211391074215573","1"
"No","2013","West Germany","Female","5166","0.699302397514207","0.688720647112835","0.709884147915579","2"
"No","2013","East Germany","Female","1198","0.693584994928188","0.671664201954529","0.715505787901847","2"
"No","2013","West Germany","Male","5659","0.800204248027536","0.79077866194976","0.809629834105311","2"
"No","2013","East Germany","Male","1241","0.797194449329971","0.777151326040837","0.817237572619105","2"
"Yes","2013","West Germany","Female","2048","0.300697602485793","0.290115852084421","0.311279352887165","1"
"Yes","2013","East Germany","Male","305","0.202805550670029","0.182762427380895","0.222848673959163","1"
"Yes","2013","East Germany","Female","501","0.306415005071812","0.284494212098153","0.328335798045471","1"
"Yes","2013","West Germany","Male","1254","0.199795751972464","0.190370165894689","0.20922133805024","1"
"No","2014","West Germany","Female","4531","0.691811675696848","0.680510607246104","0.703112744147592","2"
"No","2014","East Germany","Female","1096","0.700321242114386","0.677388623771295","0.723253860457477","2"
"No","2014","West Germany","Male","4889","0.786265521779043","0.775951894537772","0.796579149020315","2"
"No","2014","East Germany","Male","1139","0.811030259695354","0.790479335073432","0.831581184317275","2"
"Yes","2014","West Germany","Female","1882","0.308188324303152","0.296887255852408","0.319489392753896","1"
"Yes","2014","West Germany","Male","1180","0.213734478220957","0.203420850979685","0.224048105462228","1"
"Yes","2014","East Germany","Male","255","0.188969740304646","0.168418815682725","0.209520664926568","1"
"Yes","2014","East Germany","Female","437","0.299678757885614","0.276746139542523","0.322611376228705","1"
"No","2015","West Germany","Male","4966","0.800485123648245","0.790457180736974","0.810513066559516","2"
"No","2015","West Germany","Female","4513","0.688232711410906","0.676839552454465","0.699625870367346","2"
"No","2015","East Germany","Female","1070","0.720696574518553","0.697946273243795","0.743446875793311","2"
"No","2015","East Germany","Male","1090","0.818844977374297","0.798269420620012","0.839420534128582","2"
"Yes","2015","West Germany","Female","1837","0.311767288589094","0.300374129632654","0.323160447545535","1"
"Yes","2015","East Germany","Female","424","0.279303425481447","0.256553124206688","0.302053726756205","1"
"Yes","2015","West Germany","Male","1135","0.199514876351755","0.189486933440484","0.209542819263026","1"
"Yes","2015","East Germany","Male","256","0.181155022625703","0.160579465871418","0.201730579379988","1"
"No","2016","East Germany","Female","1034","0.72102835716411","0.697863850917562","0.744192863410659","2"
"No","2016","West Germany","Male","4626","0.793275598915324","0.782798575907047","0.803752621923601","2"
"No","2016","West Germany","Female","4191","0.696700455504952","0.68499568669695","0.708405224312954","2"
"No","2016","East Germany","Male","1053","0.788811533866724","0.76662455657355","0.810998511159898","2"
"Yes","2016","West Germany","Female","1734","0.303299544495048","0.291594775687046","0.31500431330305","1"
"Yes","2016","East Germany","Female","406","0.278971642835889","0.255807136589341","0.302136149082438","1"
"Yes","2016","West Germany","Male","1113","0.206724401084676","0.196247378076399","0.217201424092953","1"
"Yes","2016","East Germany","Male","247","0.211188466133276","0.189001488840102","0.23337544342645","1"
"No","2017","East Germany","Female","1168","0.711926374808256","0.689839660279702","0.734013089336809","2"
"No","2017","West Germany","Male","5403","0.795689418010858","0.786016897092323","0.805361938929393","2"
"No","2017","West Germany","Female","4671","0.696418303298235","0.685400996169598","0.707435610426871","2"
"No","2017","East Germany","Male","1254","0.800834996579523","0.780888539517131","0.820781453641916","2"
"Yes","2017","West Germany","Female","2020","0.303581696701765","0.292564389573129","0.314599003830402","1"
"Yes","2017","East Germany","Female","447","0.288073625191744","0.265986910663191","0.310160339720298","1"
"Yes","2017","West Germany","Male","1272","0.204310581989142","0.194638061070607","0.213983102907677","1"
"Yes","2017","East Germany","Male","286","0.199165003420477","0.179218546358084","0.219111460482869","1"
"No","2018","West Germany","Male","5156","0.785146082994094","0.775087532601708","0.79520463338648","2"
"No","2018","West Germany","Female","4404","0.689760085482072","0.678353487223193","0.70116668374095","2"
"No","2018","East Germany","Male","1236","0.782345785152032","0.761532409065039","0.803159161239026","2"
"No","2018","East Germany","Female","1123","0.718310888043606","0.69598204152704","0.740639734560172","2"
"Yes","2018","West Germany","Female","1914","0.310239914517928","0.29883331625905","0.321646512776807","1"
"Yes","2018","East Germany","Female","436","0.281689111956394","0.259360265439828","0.30401795847296","1"
"Yes","2018","West Germany","Male","1249","0.214853917005906","0.20479536661352","0.224912467398292","1"
"Yes","2018","East Germany","Male","274","0.217654214847968","0.196840838760974","0.238467590934961","1"
"No","2019","West Germany","Male","4984","0.786148348482908","0.775913295197175","0.796383401768642","2"
"No","2019","West Germany","Female","4269","0.688528210196453","0.676923105058012","0.700133315334894","2"
"No","2019","East Germany","Male","1155","0.784013810745153","0.762557657732631","0.805469963757675","2"
"No","2019","East Germany","Female","1098","0.708099368256365","0.685348392265534","0.730850344247197","2"
"Yes","2019","West Germany","Male","1181","0.213851651517092","0.203616598231358","0.224086704802825","1"
"Yes","2019","West Germany","Female","1848","0.311471789803547","0.299866684665106","0.323076894941988","1"
"Yes","2019","East Germany","Female","436","0.291900631743635","0.269149655752804","0.314651607734466","1"
"Yes","2019","East Germany","Male","258","0.215986189254847","0.194530036242325","0.237442342267369","1"
