"pgoeffd","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1992","secondary school degree","Couple + C. LE and GT 16","147","0.734342806957446","0.674605085155863","0.794080528759028"
"No","1992","college entrance qualification","1-pers.-HH","78","0.57613128881697","0.492771305831875","0.659491271802064"
"No","1992","college entrance qualification","(Married) couple without C. ","152","0.540471492946894","0.480469209360683","0.600473776533106"
"No","1992","college entrance qualification","Single parent ","28","","",""
"No","1992","college entrance qualification","Couple + C. LE 16 ","249","0.605362681591999","0.557819091563561","0.652906271620438"
"No","1992","college entrance qualification","Couple + C. GT 16 ","127","0.598265316276687","0.532427583586761","0.664103048966612"
"No","1992","college entrance qualification","Couple + C. LE and GT 16","32","0.471359265463642","0.350007038867868","0.592711492059417"
"No","1992","Other degree","1-pers.-HH","36","0.909992634538974","0.820172489693712","0.999812779384237"
"No","1992","Other degree","(Married) couple without C. ","102","0.834469980092215","0.766836328045799","0.90210363213863"
"No","1992","Other degree","Single parent ","27","","",""
"No","1992","Other degree","Couple + C. LE 16 ","171","0.910346056254001","0.869178964864994","0.951513147643008"
"No","1992","Other degree","Couple + C. GT 16 ","121","0.886291860415566","0.833326405688076","0.939257315143055"
"No","1992","Other degree","Couple + C. LE and GT 16","105","0.850723738372037","0.788000727231799","0.913446749512276"
"No","1992","no degree/no degree yet","1-pers.-HH","22","","",""
"No","1992","no degree/no degree yet","(Married) couple without C. ","34","0.723538056997057","0.588277300066953","0.85879881392716"
"No","1992","no degree/no degree yet","Single parent ","9","","",""
"No","1992","no degree/no degree yet","Couple + C. LE 16 ","66","0.888378275518577","0.816630975913929","0.960125575123226"
"No","1992","no degree/no degree yet","Couple + C. GT 16 ","62","0.850553201579611","0.770919522964889","0.930186880194333"
"No","1992","no degree/no degree yet","Couple + C. LE and GT 16","66","0.85269603237929","0.772487272301432","0.932904792457148"
"Yes","1993","lower secondary degree","1-pers.-HH","56","0.262448364974715","0.205087984647857","0.319808745301574"
"Yes","1993","lower secondary degree","(Married) couple without C. ","164","0.218497962769839","0.187798397576692","0.249197527962986"
"Yes","1993","lower secondary degree","Single parent ","30","0.195010553677161","0.130961373578882","0.259059733775441"
"Yes","1993","lower secondary degree","Couple + C. LE 16 ","116","0.178501702794991","0.150214742756771","0.206788662833212"
"Yes","1993","lower secondary degree","Couple + C. GT 16 ","120","0.179186178324744","0.150776019936679","0.207596336712809"
"Yes","1993","lower secondary degree","Couple + C. LE and GT 16","61","0.239483918286304","0.188859604885252","0.290108231687355"
"Yes","1993","secondary school degree","1-pers.-HH","60","0.284830287520568","0.220823055237842","0.348837519803295"
"Yes","1993","secondary school degree","(Married) couple without C. ","161","0.329628815105096","0.287663080888968","0.371594549321223"
"Yes","1993","secondary school degree","Single parent ","45","0.359989132301649","0.272640227168377","0.44733803743492"
"Yes","1993","secondary school degree","Couple + C. LE 16 ","312","0.320335126744918","0.290281818040128","0.350388435449707"
"Yes","1993","secondary school degree","Couple + C. GT 16 ","143","0.28739408464452","0.246480947086375","0.328307222202665"
"Yes","1993","secondary school degree","Couple + C. LE and GT 16","76","0.289496884186783","0.231387656600983","0.347606111772583"
"Yes","1993","college entrance qualification","1-pers.-HH","64","0.441812162370219","0.362604237488163","0.521020087252274"
"Yes","1993","college entrance qualification","(Married) couple without C. ","113","0.424908653405017","0.366799854692064","0.48301745211797"
"Yes","1993","college entrance qualification","Single parent ","24","","",""
"Yes","1993","college entrance qualification","Couple + C. LE 16 ","154","0.352106890810856","0.305590123893444","0.398623657728268"
"Yes","1993","college entrance qualification","Couple + C. GT 16 ","78","0.382212168310756","0.313117709393423","0.451306627228089"
"Yes","1993","college entrance qualification","Couple + C. LE and GT 16","43","0.477892436841073","0.374694287962129","0.581090585720017"
"Yes","1993","Other degree","1-pers.-HH","3","","",""
"Yes","1993","Other degree","(Married) couple without C. ","13","","",""
"Yes","1993","Other degree","Single parent ","1","","",""
"Yes","1993","Other degree","Couple + C. LE 16 ","16","","",""
"Yes","1993","Other degree","Couple + C. GT 16 ","16","","",""
"Yes","1993","Other degree","Couple + C. LE and GT 16","13","","",""
"Yes","1993","no degree/no degree yet","1-pers.-HH","4","","",""
"Yes","1993","no degree/no degree yet","(Married) couple without C. ","8","","",""
"Yes","1993","no degree/no degree yet","Single parent ","3","","",""
"Yes","1993","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Yes","1993","no degree/no degree yet","Couple + C. GT 16 ","16","","",""
"Yes","1993","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"No","1993","lower secondary degree","1-pers.-HH","170","0.737551635025285","0.680191254698426","0.794912015352143"
"No","1993","lower secondary degree","(Married) couple without C. ","532","0.781502037230161","0.750802472037014","0.812201602423308"
"No","1993","lower secondary degree","Single parent ","117","0.804989446322839","0.740940266224559","0.869038626421118"
"No","1993","lower secondary degree","Couple + C. LE 16 ","588","0.821498297205009","0.793211337166788","0.849785257243229"
"No","1993","lower secondary degree","Couple + C. GT 16 ","580","0.820813821675256","0.792403663287191","0.849223980063321"
"No","1993","lower secondary degree","Couple + C. LE and GT 16","212","0.760516081713696","0.709891768312645","0.811140395114748"
"No","1993","secondary school degree","1-pers.-HH","131","0.715169712479432","0.651162480196705","0.779176944762158"
"No","1993","secondary school degree","(Married) couple without C. ","321","0.670371184894904","0.628405450678777","0.712336919111031"
"No","1993","secondary school degree","Single parent ","71","0.640010867698351","0.55266196256508","0.727359772831623"
"No","1993","secondary school degree","Couple + C. LE 16 ","614","0.679664873255082","0.649611564550293","0.709718181959872"
"No","1993","secondary school degree","Couple + C. GT 16 ","327","0.71260591535548","0.671692777797335","0.753519052913625"
"No","1993","secondary school degree","Couple + C. LE and GT 16","158","0.710503115813217","0.652393888227417","0.768612343399017"
"No","1993","college entrance qualification","1-pers.-HH","87","0.558187837629781","0.478979912747726","0.637395762511837"
"No","1993","college entrance qualification","(Married) couple without C. ","165","0.575091346594983","0.51698254788203","0.633200145307936"
"No","1993","college entrance qualification","Single parent ","22","","",""
"No","1993","college entrance qualification","Couple + C. LE 16 ","251","0.647893109189144","0.601376342271732","0.694409876106556"
"No","1993","college entrance qualification","Couple + C. GT 16 ","112","0.617787831689244","0.548693372771911","0.686882290606577"
"No","1993","college entrance qualification","Couple + C. LE and GT 16","47","0.522107563158927","0.418909414279983","0.625305712037871"
"No","1993","Other degree","1-pers.-HH","40","0.855484481674989","0.750390662794945","0.960578300555032"
"No","1993","Other degree","(Married) couple without C. ","98","0.854556499671116","0.788971555757354","0.920141443584878"
"No","1993","Other degree","Single parent ","23","","",""
"No","1993","Other degree","Couple + C. LE 16 ","151","0.872821777480671","0.822290646612061","0.923352908349281"
"No","1993","Other degree","Couple + C. GT 16 ","115","0.882734893075465","0.827639917854105","0.937829868296826"
"No","1993","Other degree","Couple + C. LE and GT 16","106","0.899191089647091","0.845096968676503","0.953285210617679"
"No","1993","no degree/no degree yet","1-pers.-HH","17","","",""
"No","1993","no degree/no degree yet","(Married) couple without C. ","38","0.795354506396421","0.678767368457226","0.911941644335617"
"No","1993","no degree/no degree yet","Single parent ","9","","",""
"No","1993","no degree/no degree yet","Couple + C. LE 16 ","65","0.92476260998033","0.86297077919904","0.986554440761621"
"No","1993","no degree/no degree yet","Couple + C. GT 16 ","60","0.716208737312217","0.61485013516922","0.817567339455214"
"No","1993","no degree/no degree yet","Couple + C. LE and GT 16","62","0.807642925359726","0.71722585328641","0.898059997433042"
"Yes","1994","lower secondary degree","1-pers.-HH","44","0.220817335325395","0.163330378848657","0.278304291802133"
"Yes","1994","lower secondary degree","(Married) couple without C. ","157","0.21448691641931","0.183359937315369","0.245613895523252"
"Yes","1994","lower secondary degree","Single parent ","27","","",""
"Yes","1994","lower secondary degree","Couple + C. LE 16 ","98","0.166980680018893","0.138153427379673","0.195807932658112"
"Yes","1994","lower secondary degree","Couple + C. GT 16 ","115","0.219652208761282","0.1864419074753","0.252862510047264"
"Yes","1994","lower secondary degree","Couple + C. LE and GT 16","53","0.21753695276715","0.166292500423651","0.268781405110648"
"Yes","1994","secondary school degree","1-pers.-HH","74","0.34265118880236","0.276377821045514","0.408924556559205"
"Yes","1994","secondary school degree","(Married) couple without C. ","163","0.336893604025318","0.294477879197468","0.379309328853169"
"Yes","1994","secondary school degree","Single parent ","44","0.4068555428111","0.313775503322891","0.499935582299309"
"Yes","1994","secondary school degree","Couple + C. LE 16 ","268","0.303872912145397","0.272880657611009","0.334865166679786"
"Yes","1994","secondary school degree","Couple + C. GT 16 ","122","0.239984464300067","0.200393404406671","0.279575524193462"
"Yes","1994","secondary school degree","Couple + C. LE and GT 16","80","0.335380727196212","0.274889042638844","0.395872411753581"
"Yes","1994","college entrance qualification","1-pers.-HH","63","0.423978796565093","0.345415879414855","0.502541713715331"
"Yes","1994","college entrance qualification","(Married) couple without C. ","120","0.442272499622062","0.385209106261385","0.499335892982739"
"Yes","1994","college entrance qualification","Single parent ","19","","",""
"Yes","1994","college entrance qualification","Couple + C. LE 16 ","147","0.366250351219114","0.319095780507231","0.413404921930997"
"Yes","1994","college entrance qualification","Couple + C. GT 16 ","74","0.369461462448098","0.300650508446011","0.438272416450185"
"Yes","1994","college entrance qualification","Couple + C. LE and GT 16","46","0.449738297275227","0.351745292835016","0.547731301715438"
"Yes","1994","Other degree","1-pers.-HH","3","","",""
"Yes","1994","Other degree","(Married) couple without C. ","14","","",""
"Yes","1994","Other degree","Single parent ","1","","",""
"Yes","1994","Other degree","Couple + C. LE 16 ","12","","",""
"Yes","1994","Other degree","Couple + C. GT 16 ","15","","",""
"Yes","1994","Other degree","Couple + C. LE and GT 16","13","","",""
"Yes","1994","no degree/no degree yet","1-pers.-HH","2","","",""
"Yes","1994","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Yes","1994","no degree/no degree yet","Single parent ","3","","",""
"Yes","1994","no degree/no degree yet","Couple + C. LE 16 ","6","","",""
"Yes","1994","no degree/no degree yet","Couple + C. GT 16 ","18","","",""
"Yes","1994","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"No","1994","lower secondary degree","1-pers.-HH","156","0.779182664674605","0.721695708197867","0.836669621151343"
"No","1994","lower secondary degree","(Married) couple without C. ","511","0.78551308358069","0.754386104476749","0.816640062684632"
"No","1994","lower secondary degree","Single parent ","101","0.791333431251556","0.720937217654376","0.861729644848737"
"No","1994","lower secondary degree","Couple + C. LE 16 ","545","0.833019319981107","0.804192067341888","0.861846572620327"
"No","1994","lower secondary degree","Couple + C. GT 16 ","482","0.780347791238718","0.747137489952736","0.8135580925247"
"No","1994","lower secondary degree","Couple + C. LE and GT 16","196","0.78246304723285","0.731218594889351","0.833707499576349"
"No","1994","secondary school degree","1-pers.-HH","123","0.65734881119764","0.591075443440795","0.723622178954486"
"No","1994","secondary school degree","(Married) couple without C. ","314","0.663106395974682","0.620690671146831","0.705522120802533"
"No","1994","secondary school degree","Single parent ","63","0.5931444571889","0.500064417700691","0.686224496677109"
"No","1994","secondary school degree","Couple + C. LE 16 ","578","0.696127087854603","0.665134833320214","0.727119342388991"
"No","1994","secondary school degree","Couple + C. GT 16 ","325","0.760015535699933","0.720424475806538","0.799606595593329"
"No","1994","secondary school degree","Couple + C. LE and GT 16","154","0.664619272803788","0.60412758824642","0.725110957361156"
"No","1994","college entrance qualification","1-pers.-HH","89","0.576021203434907","0.497458286284669","0.654584120585145"
"No","1994","college entrance qualification","(Married) couple without C. ","171","0.557727500377938","0.500664107017261","0.614790893738615"
"No","1994","college entrance qualification","Single parent ","23","","",""
"No","1994","college entrance qualification","Couple + C. LE 16 ","254","0.633749648780886","0.586595078069002","0.680904219492769"
"No","1994","college entrance qualification","Couple + C. GT 16 ","115","0.630538537551902","0.561727583549815","0.699349491553989"
"No","1994","college entrance qualification","Couple + C. LE and GT 16","53","0.550261702724773","0.452268698284562","0.648254707164984"
"No","1994","Other degree","1-pers.-HH","31","0.844549060773107","0.722757344839809","0.966340776706405"
"No","1994","Other degree","(Married) couple without C. ","94","0.848214580875","0.780543345125438","0.915885816624563"
"No","1994","Other degree","Single parent ","22","","",""
"No","1994","Other degree","Couple + C. LE 16 ","129","0.897873441358673","0.847891232340933","0.947855650376413"
"No","1994","Other degree","Couple + C. GT 16 ","108","0.868908976298006","0.809264647640207","0.928553304955804"
"No","1994","Other degree","Couple + C. LE and GT 16","75","0.873754165640495","0.804362084433351","0.943146246847639"
"No","1994","no degree/no degree yet","1-pers.-HH","15","","",""
"No","1994","no degree/no degree yet","(Married) couple without C. ","38","0.843123971725576","0.7344218866388","0.951826056812352"
"No","1994","no degree/no degree yet","Single parent ","7","","",""
"No","1994","no degree/no degree yet","Couple + C. LE 16 ","48","0.898401325450191","0.817820738920527","0.978981911979854"
"No","1994","no degree/no degree yet","Couple + C. GT 16 ","55","0.656966366724791","0.548066692434355","0.765866041015226"
"No","1994","no degree/no degree yet","Couple + C. LE and GT 16","57","0.933888815572445","0.87253199141129","0.9952456397336"
"Yes","1995","lower secondary degree","1-pers.-HH","50","0.252365445095462","0.193894543825352","0.310836346365572"
"Yes","1995","lower secondary degree","(Married) couple without C. ","157","0.214274458827241","0.183986209521055","0.244562708133427"
"Yes","1995","lower secondary degree","Single parent ","27","","",""
"Yes","1995","lower secondary degree","Couple + C. LE 16 ","103","0.160976301878436","0.132959700686004","0.188992903070867"
"Yes","1995","lower secondary degree","Couple + C. GT 16 ","107","0.230574281509342","0.195595129658282","0.265553433360402"
"Yes","1995","lower secondary degree","Couple + C. LE and GT 16","42","0.190369929433106","0.140700981664166","0.240038877202045"
"Yes","1995","secondary school degree","1-pers.-HH","66","0.299169455327381","0.238105300341016","0.360233610313745"
"Yes","1995","secondary school degree","(Married) couple without C. ","170","0.311820490119574","0.272530614294408","0.35111036594474"
"Yes","1995","secondary school degree","Single parent ","50","0.391139173553951","0.303825524003206","0.478452823104697"
"Yes","1995","secondary school degree","Couple + C. LE 16 ","251","0.294145316845422","0.263531186260266","0.324759447430578"
"Yes","1995","secondary school degree","Couple + C. GT 16 ","130","0.248999984769248","0.210314583543468","0.287685385995029"
"Yes","1995","secondary school degree","Couple + C. LE and GT 16","86","0.345406828515044","0.287719685321216","0.403093971708872"
"Yes","1995","college entrance qualification","1-pers.-HH","53","0.386127739742741","0.30948222455108","0.462773254934401"
"Yes","1995","college entrance qualification","(Married) couple without C. ","124","0.397587858514635","0.344944636280055","0.450231080749215"
"Yes","1995","college entrance qualification","Single parent ","22","","",""
"Yes","1995","college entrance qualification","Couple + C. LE 16 ","142","0.377564524419433","0.330525233234665","0.424603815604202"
"Yes","1995","college entrance qualification","Couple + C. GT 16 ","87","0.399882261095161","0.333783827895224","0.465980694295098"
"Yes","1995","college entrance qualification","Couple + C. LE and GT 16","49","0.460333134161728","0.368434752304822","0.552231516018635"
"Yes","1995","Other degree","1-pers.-HH","7","","",""
"Yes","1995","Other degree","(Married) couple without C. ","22","","",""
"Yes","1995","Other degree","Single parent ","5","","",""
"Yes","1995","Other degree","Couple + C. LE 16 ","18","","",""
"Yes","1995","Other degree","Couple + C. GT 16 ","23","","",""
"Yes","1995","Other degree","Couple + C. LE and GT 16","18","","",""
"Yes","1995","no degree/no degree yet","1-pers.-HH","2","","",""
"Yes","1995","no degree/no degree yet","(Married) couple without C. ","5","","",""
"Yes","1995","no degree/no degree yet","Single parent ","2","","",""
"Yes","1995","no degree/no degree yet","Couple + C. LE 16 ","8","","",""
"Yes","1995","no degree/no degree yet","Couple + C. GT 16 ","17","","",""
"Yes","1995","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"No","1995","lower secondary degree","1-pers.-HH","162","0.747634554904538","0.689163653634428","0.806105456174648"
"No","1995","lower secondary degree","(Married) couple without C. ","548","0.785725541172759","0.755437291866573","0.816013790478945"
"No","1995","lower secondary degree","Single parent ","114","0.799515715907268","0.733432342561994","0.865599089252542"
"No","1995","lower secondary degree","Couple + C. LE 16 ","558","0.839023698121564","0.811007096929133","0.867040299313996"
"No","1995","lower secondary degree","Couple + C. GT 16 ","450","0.769425718490658","0.734446566639598","0.804404870341718"
"No","1995","lower secondary degree","Couple + C. LE and GT 16","198","0.809630070566894","0.759961122797955","0.859299018335834"
"No","1995","secondary school degree","1-pers.-HH","150","0.700830544672619","0.639766389686255","0.761894699658983"
"No","1995","secondary school degree","(Married) couple without C. ","364","0.688179509880426","0.64888963405526","0.727469385705592"
"No","1995","secondary school degree","Single parent ","70","0.608860826446049","0.521547176895303","0.696174475996794"
"No","1995","secondary school degree","Couple + C. LE 16 ","600","0.705854683154578","0.675240552569422","0.736468813739734"
"No","1995","secondary school degree","Couple + C. GT 16 ","350","0.751000015230752","0.712314614004971","0.789685416456532"
"No","1995","secondary school degree","Couple + C. LE and GT 16","175","0.654593171484956","0.596906028291128","0.712280314678784"
"No","1995","college entrance qualification","1-pers.-HH","102","0.613872260257259","0.537226745065599","0.69051777544892"
"No","1995","college entrance qualification","(Married) couple without C. ","208","0.602412141485365","0.549768919250785","0.655055363719945"
"No","1995","college entrance qualification","Single parent ","27","","",""
"No","1995","college entrance qualification","Couple + C. LE 16 ","266","0.622435475580567","0.575396184395798","0.669474766765335"
"No","1995","college entrance qualification","Couple + C. GT 16 ","124","0.600117738904839","0.534019305704902","0.666216172104776"
"No","1995","college entrance qualification","Couple + C. LE and GT 16","64","0.539666865838272","0.447768483981365","0.631565247695178"
"No","1995","Other degree","1-pers.-HH","39","0.806907629987925","0.692839678361186","0.920975581614664"
"No","1995","Other degree","(Married) couple without C. ","94","0.765947780008721","0.688897351264336","0.842998208753106"
"No","1995","Other degree","Single parent ","23","","",""
"No","1995","Other degree","Couple + C. LE 16 ","197","0.911502287850605","0.873538130539347","0.949466445161863"
"No","1995","Other degree","Couple + C. GT 16 ","143","0.842953490281579","0.787604462342371","0.898302518220786"
"No","1995","Other degree","Couple + C. LE and GT 16","94","0.843552299772499","0.776273276446204","0.910831323098793"
"No","1995","no degree/no degree yet","1-pers.-HH","14","","",""
"No","1995","no degree/no degree yet","(Married) couple without C. ","32","0.839831260908029","0.721654488251989","0.958008033564068"
"No","1995","no degree/no degree yet","Single parent ","6","","",""
"No","1995","no degree/no degree yet","Couple + C. LE 16 ","50","0.8629813019975","0.774485085116654","0.951477518878347"
"No","1995","no degree/no degree yet","Couple + C. GT 16 ","56","0.727970388368542","0.625887815202968","0.830052961534117"
"No","1995","no degree/no degree yet","Couple + C. LE and GT 16","47","0.904059196849096","0.824770685248303","0.983347708449889"
"Yes","1996","lower secondary degree","1-pers.-HH","48","0.241553059016226","0.18407168217091","0.299034435861543"
"Yes","1996","lower secondary degree","(Married) couple without C. ","151","0.225428906931198","0.193669475894456","0.25718833796794"
"Yes","1996","lower secondary degree","Single parent ","31","0.269322073030159","0.195575870935313","0.343068275125005"
"Yes","1996","lower secondary degree","Couple + C. LE 16 ","107","0.171884612601536","0.142042619028725","0.201726606174348"
"Yes","1996","lower secondary degree","Couple + C. GT 16 ","86","0.183988106078374","0.150458185294006","0.217518026862741"
"Yes","1996","lower secondary degree","Couple + C. LE and GT 16","41","0.169302691020157","0.12185710637895","0.216748275661364"
"Yes","1996","secondary school degree","1-pers.-HH","69","0.340406275793136","0.275541608172086","0.405270943414187"
"Yes","1996","secondary school degree","(Married) couple without C. ","183","0.337829908232214","0.297900990709932","0.377758825754497"
"Yes","1996","secondary school degree","Single parent ","47","0.346041657404364","0.264889445907099","0.427193868901628"
"Yes","1996","secondary school degree","Couple + C. LE 16 ","222","0.275974506804087","0.244843231488983","0.307105782119191"
"Yes","1996","secondary school degree","Couple + C. GT 16 ","121","0.290000464845681","0.246290918436851","0.333710011254512"
"Yes","1996","secondary school degree","Couple + C. LE and GT 16","88","0.298348282289119","0.245959675616697","0.350736888961541"
"Yes","1996","college entrance qualification","1-pers.-HH","57","0.378315782469844","0.304318074193783","0.452313490745904"
"Yes","1996","college entrance qualification","(Married) couple without C. ","118","0.358219601668915","0.305930072972809","0.410509130365021"
"Yes","1996","college entrance qualification","Single parent ","31","0.563197585467027","0.428388449087481","0.698006721846573"
"Yes","1996","college entrance qualification","Couple + C. LE 16 ","126","0.354060131399189","0.306597660264793","0.401522602533585"
"Yes","1996","college entrance qualification","Couple + C. GT 16 ","92","0.410330336530286","0.34518291379544","0.475477759265133"
"Yes","1996","college entrance qualification","Couple + C. LE and GT 16","39","0.388360024672119","0.299283274947402","0.477436774396835"
"Yes","1996","Other degree","1-pers.-HH","7","","",""
"Yes","1996","Other degree","(Married) couple without C. ","19","","",""
"Yes","1996","Other degree","Single parent ","4","","",""
"Yes","1996","Other degree","Couple + C. LE 16 ","16","","",""
"Yes","1996","Other degree","Couple + C. GT 16 ","19","","",""
"Yes","1996","Other degree","Couple + C. LE and GT 16","12","","",""
"Yes","1996","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","1996","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Yes","1996","no degree/no degree yet","Single parent ","3","","",""
"Yes","1996","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"Yes","1996","no degree/no degree yet","Couple + C. GT 16 ","17","","",""
"Yes","1996","no degree/no degree yet","Couple + C. LE and GT 16","5","","",""
"No","1996","lower secondary degree","1-pers.-HH","165","0.758446940983774","0.700965564138457","0.81592831782909"
"No","1996","lower secondary degree","(Married) couple without C. ","514","0.774571093068802","0.74281166203206","0.806330524105544"
"No","1996","lower secondary degree","Single parent ","108","0.730677926969841","0.656931724874995","0.804424129064687"
"No","1996","lower secondary degree","Couple + C. LE 16 ","507","0.828115387398464","0.798273393825652","0.857957380971275"
"No","1996","lower secondary degree","Couple + C. GT 16 ","427","0.816011893921626","0.782481973137259","0.849541814705994"
"No","1996","lower secondary degree","Couple + C. LE and GT 16","199","0.830697308979843","0.783251724338636","0.87814289362105"
"No","1996","secondary school degree","1-pers.-HH","136","0.659593724206864","0.594729056585813","0.724458391827914"
"No","1996","secondary school degree","(Married) couple without C. ","356","0.662170091767785","0.622241174245503","0.702099009290068"
"No","1996","secondary school degree","Single parent ","85","0.653958342595636","0.572806131098372","0.735110554092901"
"No","1996","secondary school degree","Couple + C. LE 16 ","570","0.724025493195913","0.692894217880809","0.755156768511017"
"No","1996","secondary school degree","Couple + C. GT 16 ","293","0.709999535154319","0.666289988745488","0.75370908156315"
"No","1996","secondary school degree","Couple + C. LE and GT 16","205","0.701651717710881","0.649263111038459","0.754040324383303"
"No","1996","college entrance qualification","1-pers.-HH","108","0.621684217530156","0.547686509254096","0.695681925806216"
"No","1996","college entrance qualification","(Married) couple without C. ","205","0.641780398331085","0.58949086963498","0.694069927027191"
"No","1996","college entrance qualification","Single parent ","21","","",""
"No","1996","college entrance qualification","Couple + C. LE 16 ","264","0.645939868600811","0.598477397466415","0.693402339735207"
"No","1996","college entrance qualification","Couple + C. GT 16 ","127","0.589669663469714","0.524522240734867","0.65481708620456"
"No","1996","college entrance qualification","Couple + C. LE and GT 16","76","0.611639975327881","0.522563225603165","0.700716725052598"
"No","1996","Other degree","1-pers.-HH","33","0.773913958151232","0.644285214938165","0.903542701364299"
"No","1996","Other degree","(Married) couple without C. ","86","0.766416204452309","0.685486652450898","0.847345756453721"
"No","1996","Other degree","Single parent ","20","","",""
"No","1996","Other degree","Couple + C. LE 16 ","171","0.895513730116518","0.851671460869326","0.939355999363711"
"No","1996","Other degree","Couple + C. GT 16 ","129","0.840739872628574","0.78178745977177","0.899692285485378"
"No","1996","Other degree","Couple + C. LE and GT 16","83","0.868110912414738","0.800068715414789","0.936153109414688"
"No","1996","no degree/no degree yet","1-pers.-HH","12","","",""
"No","1996","no degree/no degree yet","(Married) couple without C. ","30","0.918235736365276","0.824749003729651","1.0117224690009"
"No","1996","no degree/no degree yet","Single parent ","7","","",""
"No","1996","no degree/no degree yet","Couple + C. LE 16 ","38","0.801461764230801","0.68742033663342","0.915503191828182"
"No","1996","no degree/no degree yet","Couple + C. GT 16 ","45","0.665732364529334","0.548310425910115","0.783154303148553"
"No","1996","no degree/no degree yet","Couple + C. LE and GT 16","49","0.920067859954909","0.847737294302982","0.992398425606835"
"Yes","1997","lower secondary degree","1-pers.-HH","42","0.224430308264975","0.165107396693917","0.283753219836034"
"Yes","1997","lower secondary degree","(Married) couple without C. ","144","0.205939174966244","0.174946748000839","0.23693160193165"
"Yes","1997","lower secondary degree","Single parent ","26","","",""
"Yes","1997","lower secondary degree","Couple + C. LE 16 ","96","0.1659784041608","0.136668310451607","0.195288497869992"
"Yes","1997","lower secondary degree","Couple + C. GT 16 ","76","0.193997889945521","0.159268271486984","0.228727508404058"
"Yes","1997","lower secondary degree","Couple + C. LE and GT 16","40","0.169987722374618","0.120465173427345","0.219510271321891"
"Yes","1997","secondary school degree","1-pers.-HH","77","0.3441740325928","0.280370952650894","0.407977112534706"
"Yes","1997","secondary school degree","(Married) couple without C. ","177","0.32872122762138","0.28861534158385","0.368827113658909"
"Yes","1997","secondary school degree","Single parent ","36","0.301990754121518","0.220521153623636","0.3834603546194"
"Yes","1997","secondary school degree","Couple + C. LE 16 ","209","0.272987255633615","0.24110422051003","0.304870290757201"
"Yes","1997","secondary school degree","Couple + C. GT 16 ","126","0.256730872666536","0.21752952503341","0.295932220299663"
"Yes","1997","secondary school degree","Couple + C. LE and GT 16","94","0.313760228845674","0.260898772476963","0.366621685214386"
"Yes","1997","college entrance qualification","1-pers.-HH","61","0.316996276852974","0.247458230715492","0.386534322990457"
"Yes","1997","college entrance qualification","(Married) couple without C. ","141","0.410284648846484","0.359822526838648","0.460746770854321"
"Yes","1997","college entrance qualification","Single parent ","35","0.477018100181438","0.359166820120413","0.594869380242463"
"Yes","1997","college entrance qualification","Couple + C. LE 16 ","120","0.32822085350147","0.280567878453805","0.375873828549136"
"Yes","1997","college entrance qualification","Couple + C. GT 16 ","96","0.416594550386887","0.353019877522877","0.480169223250898"
"Yes","1997","college entrance qualification","Couple + C. LE and GT 16","45","0.407545396968736","0.316946188280844","0.498144605656629"
"Yes","1997","Other degree","1-pers.-HH","5","","",""
"Yes","1997","Other degree","(Married) couple without C. ","22","","",""
"Yes","1997","Other degree","Single parent ","3","","",""
"Yes","1997","Other degree","Couple + C. LE 16 ","16","","",""
"Yes","1997","Other degree","Couple + C. GT 16 ","13","","",""
"Yes","1997","Other degree","Couple + C. LE and GT 16","13","","",""
"Yes","1997","no degree/no degree yet","1-pers.-HH","5","","",""
"Yes","1997","no degree/no degree yet","(Married) couple without C. ","8","","",""
"Yes","1997","no degree/no degree yet","Single parent ","3","","",""
"Yes","1997","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Yes","1997","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Yes","1997","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"No","1997","lower secondary degree","1-pers.-HH","148","0.775569691735025","0.716246780163966","0.834892603306083"
"No","1997","lower secondary degree","(Married) couple without C. ","510","0.794060825033756","0.76306839806835","0.825053251999161"
"No","1997","lower secondary degree","Single parent ","107","0.777131645605644","0.706403255842649","0.847860035368639"
"No","1997","lower secondary degree","Couple + C. LE 16 ","523","0.8340215958392","0.804711502130008","0.863331689548393"
"No","1997","lower secondary degree","Couple + C. GT 16 ","422","0.806002110054479","0.771272491595942","0.840731728513016"
"No","1997","lower secondary degree","Couple + C. LE and GT 16","181","0.830012277625382","0.780489728678109","0.879534826572655"
"No","1997","secondary school degree","1-pers.-HH","136","0.6558259674072","0.592022887465294","0.719629047349106"
"No","1997","secondary school degree","(Married) couple without C. ","350","0.67127877237862","0.63117288634109","0.71138465841615"
"No","1997","secondary school degree","Single parent ","86","0.698009245878482","0.6165396453806","0.779478846376364"
"No","1997","secondary school degree","Couple + C. LE 16 ","541","0.727012744366385","0.695129709242799","0.75889577948997"
