"pgoeffd","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2001","Employed","(3a) lower tertiary education","393","0.339471365449923","0.31115135895102","0.367791371948826"
"Yes","2001","Employed","(3b) higher tertiary education","558","0.376207364378617","0.350740559614096","0.401674169143138"
"No","2001","Not Employed","(0) in school","9","","",""
"No","2001","Not Employed","(1a) inadequately completed","1","","",""
"No","2001","Not Employed","(1b) general elementary school","19","","",""
"No","2001","Not Employed","(1c) basic vocational qualification","33","0.8382337720598","0.724118281401453","0.952349262718146"
"No","2001","Not Employed","(2b) intermediate general qualification","10","","",""
"No","2001","Not Employed","(2a) intermediate vocational","40","0.789477767806877","0.679721560427064","0.899233975186689"
"No","2001","Not Employed","(2c_gen) general maturity certificate","8","","",""
"No","2001","Not Employed","(2c_voc) vocational maturity certificate","10","","",""
"No","2001","Not Employed","(3a) lower tertiary education","11","","",""
"No","2001","Not Employed","(3b) higher tertiary education","11","","",""
"No","2001","Employed","(0) in school","42","0.978463405344261","0.935570786457446","1.02135602423108"
"No","2001","Employed","(1a) inadequately completed","92","0.890169307745505","0.830645140684312","0.949693474806697"
"No","2001","Employed","(1b) general elementary school","692","0.831017664090253","0.805211030013248","0.856824298167258"
"No","2001","Employed","(1c) basic vocational qualification","2660","0.836068858144388","0.823227812571082","0.848909903717694"
"No","2001","Employed","(2b) intermediate general qualification","286","0.833742325548848","0.793992070826931","0.873492580270765"
"No","2001","Employed","(2a) intermediate vocational","2560","0.743871848121311","0.729277011662403","0.758466684580219"
"No","2001","Employed","(2c_gen) general maturity certificate","270","0.801490132953644","0.759215954407498","0.843764311499791"
"No","2001","Employed","(2c_voc) vocational maturity certificate","677","0.73649009215136","0.707867476173416","0.765112708129303"
"No","2001","Employed","(3a) lower tertiary education","681","0.660528634550077","0.632208628051174","0.68884864104898"
"No","2001","Employed","(3b) higher tertiary education","832","0.623792635621383","0.598325830856862","0.649259440385904"
"Yes","2002","Not Employed","(0) in school","1","","",""
"Yes","2002","Not Employed","(1a) inadequately completed","","","",""
"Yes","2002","Not Employed","(1b) general elementary school","1","","",""
"Yes","2002","Not Employed","(1c) basic vocational qualification","6","","",""
"Yes","2002","Not Employed","(2b) intermediate general qualification","2","","",""
"Yes","2002","Not Employed","(2a) intermediate vocational","5","","",""
"Yes","2002","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Yes","2002","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2002","Not Employed","(3a) lower tertiary education","5","","",""
"Yes","2002","Not Employed","(3b) higher tertiary education","10","","",""
"Yes","2002","Employed","(0) in school","6","","",""
"Yes","2002","Employed","(1a) inadequately completed","14","","",""
"Yes","2002","Employed","(1b) general elementary school","113","0.15244425214057","0.127520445969972","0.177368058311168"
"Yes","2002","Employed","(1c) basic vocational qualification","516","0.166456904758349","0.153419984757778","0.179493824758919"
"Yes","2002","Employed","(2b) intermediate general qualification","56","0.144908891372334","0.108697226642903","0.181120556101765"
"Yes","2002","Employed","(2a) intermediate vocational","966","0.261814034031732","0.247696322430246","0.275931745633218"
"Yes","2002","Employed","(2c_gen) general maturity certificate","98","0.226284128130297","0.186123743546873","0.266444512713721"
"Yes","2002","Employed","(2c_voc) vocational maturity certificate","261","0.251356939187404","0.225437547975989","0.277276330398819"
"Yes","2002","Employed","(3a) lower tertiary education","430","0.310596602726452","0.285076555371592","0.336116650081313"
"Yes","2002","Employed","(3b) higher tertiary education","905","0.3870696260684","0.36629160929334","0.407847642843459"
"No","2002","Not Employed","(0) in school","7","","",""
"No","2002","Not Employed","(1a) inadequately completed","3","","",""
"No","2002","Not Employed","(1b) general elementary school","20","","",""
"No","2002","Not Employed","(1c) basic vocational qualification","32","0.855185436025377","0.743295104338044","0.96707576771271"
"No","2002","Not Employed","(2b) intermediate general qualification","17","","",""
"No","2002","Not Employed","(2a) intermediate vocational","42","0.912959609072694","0.832368828813773","0.993550389331615"
"No","2002","Not Employed","(2c_gen) general maturity certificate","12","","",""
"No","2002","Not Employed","(2c_voc) vocational maturity certificate","11","","",""
"No","2002","Not Employed","(3a) lower tertiary education","8","","",""
"No","2002","Not Employed","(3b) higher tertiary education","13","","",""
"No","2002","Employed","(0) in school","56","0.889692972519992","0.811714644834369","0.967671300205615"
"No","2002","Employed","(1a) inadequately completed","89","0.909544098452447","0.854150470209674","0.964937726695219"
"No","2002","Employed","(1b) general elementary school","686","0.84755574785943","0.822631941688832","0.872479554030028"
"No","2002","Employed","(1c) basic vocational qualification","2620","0.833543095241651","0.820506175241081","0.846580015242222"
"No","2002","Employed","(2b) intermediate general qualification","307","0.855091108627666","0.818879443898235","0.891302773357097"
"No","2002","Employed","(2a) intermediate vocational","2759","0.738185965968268","0.724068254366782","0.752303677569754"
"No","2002","Employed","(2c_gen) general maturity certificate","319","0.773715871869703","0.733555487286279","0.813876256453127"
"No","2002","Employed","(2c_voc) vocational maturity certificate","815","0.748643060812596","0.722723669601181","0.774562452024011"
"No","2002","Employed","(3a) lower tertiary education","833","0.689403397273548","0.663883349918687","0.714923444628408"
"No","2002","Employed","(3b) higher tertiary education","1206","0.6129303739316","0.59215235715654","0.63370839070666"
"Yes","2003","Not Employed","(0) in school","","","",""
"Yes","2003","Not Employed","(1a) inadequately completed","","","",""
"Yes","2003","Not Employed","(1b) general elementary school","1","","",""
"Yes","2003","Not Employed","(1c) basic vocational qualification","1","","",""
"Yes","2003","Not Employed","(2b) intermediate general qualification","1","","",""
"Yes","2003","Not Employed","(2a) intermediate vocational","8","","",""
"Yes","2003","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Yes","2003","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2003","Not Employed","(3a) lower tertiary education","","","",""
"Yes","2003","Not Employed","(3b) higher tertiary education","4","","",""
"Yes","2003","Employed","(0) in school","3","","",""
"Yes","2003","Employed","(1a) inadequately completed","10","","",""
"Yes","2003","Employed","(1b) general elementary school","98","0.175649468213059","0.146486038456898","0.204812897969221"
"Yes","2003","Employed","(1c) basic vocational qualification","466","0.175795913494013","0.161525056814548","0.190066770173478"
"Yes","2003","Employed","(2b) intermediate general qualification","57","0.179421229124233","0.137959520585162","0.220882937663303"
"Yes","2003","Employed","(2a) intermediate vocational","907","0.273677264844021","0.258624463843138","0.288730065844904"
"Yes","2003","Employed","(2c_gen) general maturity certificate","82","0.265928740903909","0.219641017857608","0.31221646395021"
"Yes","2003","Employed","(2c_voc) vocational maturity certificate","255","0.26919040093904","0.241727517320417","0.296653284557664"
"Yes","2003","Employed","(3a) lower tertiary education","390","0.309246525407828","0.28238183672846","0.336111214087195"
"Yes","2003","Employed","(3b) higher tertiary education","803","0.373917785246288","0.352092956689995","0.395742613802581"
"No","2003","Not Employed","(0) in school","7","","",""
"No","2003","Not Employed","(1a) inadequately completed","","","",""
"No","2003","Not Employed","(1b) general elementary school","13","","",""
"No","2003","Not Employed","(1c) basic vocational qualification","21","","",""
"No","2003","Not Employed","(2b) intermediate general qualification","9","","",""
"No","2003","Not Employed","(2a) intermediate vocational","25","","",""
"No","2003","Not Employed","(2c_gen) general maturity certificate","12","","",""
"No","2003","Not Employed","(2c_voc) vocational maturity certificate","8","","",""
"No","2003","Not Employed","(3a) lower tertiary education","8","","",""
"No","2003","Not Employed","(3b) higher tertiary education","11","","",""
"No","2003","Employed","(0) in school","28","","",""
"No","2003","Employed","(1a) inadequately completed","76","0.923132996698107","0.86683395819125","0.979432035204965"
"No","2003","Employed","(1b) general elementary school","556","0.824350531786941","0.795187102030779","0.853513961543102"
"No","2003","Employed","(1c) basic vocational qualification","2267","0.824204086505987","0.809933229826522","0.838474943185452"
"No","2003","Employed","(2b) intermediate general qualification","272","0.820578770875767","0.779117062336697","0.862040479414838"
"No","2003","Employed","(2a) intermediate vocational","2463","0.726322735155979","0.711269934155095","0.741375536156862"
"No","2003","Employed","(2c_gen) general maturity certificate","268","0.734071259096091","0.68778353604979","0.780358982142392"
"No","2003","Employed","(2c_voc) vocational maturity certificate","747","0.73080959906096","0.703346715442336","0.758272482679583"
"No","2003","Employed","(3a) lower tertiary education","747","0.690753474592172","0.663888785912805","0.71761816327154"
"No","2003","Employed","(3b) higher tertiary education","1085","0.626082214753712","0.604257386197419","0.647907043310005"
"Yes","2004","Not Employed","(0) in school","","","",""
"Yes","2004","Not Employed","(1a) inadequately completed","","","",""
"Yes","2004","Not Employed","(1b) general elementary school","2","","",""
"Yes","2004","Not Employed","(1c) basic vocational qualification","4","","",""
"Yes","2004","Not Employed","(2b) intermediate general qualification","2","","",""
"Yes","2004","Not Employed","(2a) intermediate vocational","7","","",""
"Yes","2004","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Yes","2004","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2004","Not Employed","(3a) lower tertiary education","2","","",""
"Yes","2004","Not Employed","(3b) higher tertiary education","7","","",""
"Yes","2004","Employed","(0) in school","3","","",""
"Yes","2004","Employed","(1a) inadequately completed","11","","",""
"Yes","2004","Employed","(1b) general elementary school","93","0.172836592590071","0.143791611276292","0.20188157390385"
"Yes","2004","Employed","(1c) basic vocational qualification","446","0.169964464867369","0.155908437449244","0.184020492285494"
"Yes","2004","Employed","(2b) intermediate general qualification","59","0.150823670492775","0.112671132485516","0.188976208500034"
"Yes","2004","Employed","(2a) intermediate vocational","881","0.260002793041771","0.245321361803548","0.274684224279994"
"Yes","2004","Employed","(2c_gen) general maturity certificate","77","0.225731358568937","0.184555536276343","0.266907180861531"
"Yes","2004","Employed","(2c_voc) vocational maturity certificate","262","0.256257685935542","0.23005057276933","0.282464799101754"
"Yes","2004","Employed","(3a) lower tertiary education","408","0.313170763262071","0.286493149937325","0.339848376586817"
"Yes","2004","Employed","(3b) higher tertiary education","815","0.387689982456207","0.365964346301728","0.409415618610686"
"No","2004","Not Employed","(0) in school","8","","",""
"No","2004","Not Employed","(1a) inadequately completed","1","","",""
"No","2004","Not Employed","(1b) general elementary school","15","","",""
"No","2004","Not Employed","(1c) basic vocational qualification","21","","",""
"No","2004","Not Employed","(2b) intermediate general qualification","14","","",""
"No","2004","Not Employed","(2a) intermediate vocational","29","","",""
"No","2004","Not Employed","(2c_gen) general maturity certificate","15","","",""
"No","2004","Not Employed","(2c_voc) vocational maturity certificate","11","","",""
"No","2004","Not Employed","(3a) lower tertiary education","10","","",""
"No","2004","Not Employed","(3b) higher tertiary education","7","","",""
"No","2004","Employed","(0) in school","36","0.900225859800752","0.80616682310238","0.994284896499125"
"No","2004","Employed","(1a) inadequately completed","71","0.896789708256658","0.830940891507204","0.962638525006111"
"No","2004","Employed","(1b) general elementary school","558","0.827163407409929","0.79811842609615","0.856208388723708"
"No","2004","Employed","(1c) basic vocational qualification","2297","0.830035535132631","0.815979507714506","0.844091562550756"
"No","2004","Employed","(2b) intermediate general qualification","279","0.849176329507225","0.811023791499966","0.887328867514484"
"No","2004","Employed","(2a) intermediate vocational","2548","0.739997206958229","0.725315775720006","0.754678638196452"
"No","2004","Employed","(2c_gen) general maturity certificate","319","0.774268641431063","0.733092819138469","0.815444463723657"
"No","2004","Employed","(2c_voc) vocational maturity certificate","804","0.743742314064458","0.717535200898246","0.76994942723067"
"No","2004","Employed","(3a) lower tertiary education","753","0.686829236737929","0.660151623413183","0.713506850062675"
"No","2004","Employed","(3b) higher tertiary education","1117","0.612310017543793","0.590584381389314","0.634035653698272"
"Yes","2005","Not Employed","(0) in school","","","",""
"Yes","2005","Not Employed","(1a) inadequately completed","1","","",""
"Yes","2005","Not Employed","(1b) general elementary school","1","","",""
"Yes","2005","Not Employed","(1c) basic vocational qualification","1","","",""
"Yes","2005","Not Employed","(2b) intermediate general qualification","3","","",""
"Yes","2005","Not Employed","(2a) intermediate vocational","5","","",""
"Yes","2005","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes","2005","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2005","Not Employed","(3a) lower tertiary education","2","","",""
"Yes","2005","Not Employed","(3b) higher tertiary education","7","","",""
"Yes","2005","Employed","(0) in school","","","",""
"Yes","2005","Employed","(1a) inadequately completed","12","","",""
"Yes","2005","Employed","(1b) general elementary school","85","0.197810921059858","0.164181668597284","0.231440173522432"
"Yes","2005","Employed","(1c) basic vocational qualification","399","0.170321544474182","0.15529147786274","0.185351611085625"
"Yes","2005","Employed","(2b) intermediate general qualification","48","0.142505752925713","0.101339625640542","0.183671880210884"
"Yes","2005","Employed","(2a) intermediate vocational","805","0.261550560016564","0.246161712249752","0.276939407783376"
"Yes","2005","Employed","(2c_gen) general maturity certificate","51","0.200180795351768","0.155566301484221","0.244795289219314"
"Yes","2005","Employed","(2c_voc) vocational maturity certificate","248","0.259701364635731","0.232415806289889","0.286986922981572"
"Yes","2005","Employed","(3a) lower tertiary education","384","0.314911363662762","0.287093683861453","0.34272904346407"
"Yes","2005","Employed","(3b) higher tertiary education","745","0.384667063688495","0.361950495590007","0.407383631786983"
"No","2005","Not Employed","(0) in school","5","","",""
"No","2005","Not Employed","(1a) inadequately completed","","","",""
"No","2005","Not Employed","(1b) general elementary school","19","","",""
"No","2005","Not Employed","(1c) basic vocational qualification","18","","",""
"No","2005","Not Employed","(2b) intermediate general qualification","8","","",""
"No","2005","Not Employed","(2a) intermediate vocational","28","","",""
"No","2005","Not Employed","(2c_gen) general maturity certificate","9","","",""
"No","2005","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"No","2005","Not Employed","(3a) lower tertiary education","6","","",""
"No","2005","Not Employed","(3b) higher tertiary education","12","","",""
"No","2005","Employed","(0) in school","22","","",""
"No","2005","Employed","(1a) inadequately completed","55","0.856655594795699","0.772747436098835","0.940563753492562"
"No","2005","Employed","(1b) general elementary school","454","0.802189078940142","0.768559826477568","0.835818331402716"
"No","2005","Employed","(1c) basic vocational qualification","2004","0.829678455525818","0.814648388914375","0.84470852213726"
"No","2005","Employed","(2b) intermediate general qualification","229","0.857494247074287","0.816328119789116","0.898660374359458"
"No","2005","Employed","(2a) intermediate vocational","2328","0.738449439983436","0.723060592216624","0.753838287750248"
"No","2005","Employed","(2c_gen) general maturity certificate","258","0.799819204648232","0.755204710780686","0.844433698515779"
"No","2005","Employed","(2c_voc) vocational maturity certificate","744","0.740298635364269","0.713013077018428","0.767584193710111"
"No","2005","Employed","(3a) lower tertiary education","687","0.685088636337238","0.65727095653593","0.712906316138547"
"No","2005","Employed","(3b) higher tertiary education","1017","0.615332936311505","0.592616368213017","0.638049504409993"
"Yes","2006","Not Employed","(0) in school","","","",""
"Yes","2006","Not Employed","(1a) inadequately completed","1","","",""
"Yes","2006","Not Employed","(1b) general elementary school","3","","",""
"Yes","2006","Not Employed","(1c) basic vocational qualification","5","","",""
"Yes","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Yes","2006","Not Employed","(2a) intermediate vocational","14","","",""
"Yes","2006","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Yes","2006","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2006","Not Employed","(3a) lower tertiary education","5","","",""
"Yes","2006","Not Employed","(3b) higher tertiary education","11","","",""
"Yes","2006","Employed","(0) in school","1","","",""
"Yes","2006","Employed","(1a) inadequately completed","8","","",""
"Yes","2006","Employed","(1b) general elementary school","85","0.203746505190495","0.168582075147518","0.238910935233472"
"Yes","2006","Employed","(1c) basic vocational qualification","416","0.172129838279306","0.157206487510195","0.187053189048416"
"Yes","2006","Employed","(2b) intermediate general qualification","51","0.137238597580859","0.0964952884387273","0.17798190672299"
"Yes","2006","Employed","(2a) intermediate vocational","826","0.252389400001475","0.237348455177115","0.267430344825835"
"Yes","2006","Employed","(2c_gen) general maturity certificate","50","0.2281017832743","0.180055628063435","0.276147938485166"
"Yes","2006","Employed","(2c_voc) vocational maturity certificate","268","0.258719120984314","0.231948577007826","0.285489664960803"
"Yes","2006","Employed","(3a) lower tertiary education","395","0.317581070706698","0.290280335591618","0.344881805821778"
"Yes","2006","Employed","(3b) higher tertiary education","770","0.379150307604005","0.357041711370669","0.401258903837342"
"No","2006","Not Employed","(0) in school","4","","",""
"No","2006","Not Employed","(1a) inadequately completed","2","","",""
"No","2006","Not Employed","(1b) general elementary school","20","","",""
"No","2006","Not Employed","(1c) basic vocational qualification","27","","",""
"No","2006","Not Employed","(2b) intermediate general qualification","8","","",""
"No","2006","Not Employed","(2a) intermediate vocational","43","0.742663375660518","0.629173409457351","0.856153341863685"
"No","2006","Not Employed","(2c_gen) general maturity certificate","11","","",""
"No","2006","Not Employed","(2c_voc) vocational maturity certificate","8","","",""
"No","2006","Not Employed","(3a) lower tertiary education","7","","",""
"No","2006","Not Employed","(3b) higher tertiary education","20","","",""
"No","2006","Employed","(0) in school","23","","",""
"No","2006","Employed","(1a) inadequately completed","50","0.902394603259628","0.826016432225815","0.978772774293441"
"No","2006","Employed","(1b) general elementary school","419","0.796253494809505","0.761089064766528","0.831417924852482"
"No","2006","Employed","(1c) basic vocational qualification","2042","0.827870161720694","0.812946810951584","0.842793512489805"
"No","2006","Employed","(2b) intermediate general qualification","223","0.862761402419141","0.82201809327701","0.903504711561273"
"No","2006","Employed","(2a) intermediate vocational","2378","0.747610599998525","0.732569655174165","0.762651544822885"
"No","2006","Employed","(2c_gen) general maturity certificate","243","0.7718982167257","0.723852061514834","0.819944371936565"
"No","2006","Employed","(2c_voc) vocational maturity certificate","760","0.741280879015686","0.714510335039197","0.768051422992174"
"No","2006","Employed","(3a) lower tertiary education","722","0.682418929293302","0.655118194178222","0.709719664408382"
"No","2006","Employed","(3b) higher tertiary education","1080","0.620849692395995","0.598741096162658","0.642958288629331"
"Yes","2007","Not Employed","(0) in school","","","",""
"Yes","2007","Not Employed","(1a) inadequately completed","","","",""
"Yes","2007","Not Employed","(1b) general elementary school","7","","",""
"Yes","2007","Not Employed","(1c) basic vocational qualification","8","","",""
"Yes","2007","Not Employed","(2b) intermediate general qualification","2","","",""
"Yes","2007","Not Employed","(2a) intermediate vocational","9","","",""
"Yes","2007","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Yes","2007","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes","2007","Not Employed","(3a) lower tertiary education","3","","",""
"Yes","2007","Not Employed","(3b) higher tertiary education","9","","",""
"Yes","2007","Employed","(0) in school","","","",""
"Yes","2007","Employed","(1a) inadequately completed","13","","",""
"Yes","2007","Employed","(1b) general elementary school","76","0.156501260275986","0.124654575625828","0.188347944926145"
"Yes","2007","Employed","(1c) basic vocational qualification","387","0.149786540560407","0.135673054684454","0.163900026436361"
"Yes","2007","Employed","(2b) intermediate general qualification","54","0.157921996102836","0.114262555391487","0.201581436814186"
"Yes","2007","Employed","(2a) intermediate vocational","778","0.235106092206852","0.220672535178243","0.249539649235462"
"Yes","2007","Employed","(2c_gen) general maturity certificate","88","0.273308661126465","0.227463187066752","0.319154135186178"
"Yes","2007","Employed","(2c_voc) vocational maturity certificate","254","0.243729648122001","0.217968892390196","0.269490403853806"
"Yes","2007","Employed","(3a) lower tertiary education","376","0.295502250791666","0.268768909102533","0.322235592480799"
"Yes","2007","Employed","(3b) higher tertiary education","784","0.398452517474096","0.376357187529176","0.420547847419016"
"No","2007","Not Employed","(0) in school","2","","",""
"No","2007","Not Employed","(1a) inadequately completed","1","","",""
"No","2007","Not Employed","(1b) general elementary school","12","","",""
"No","2007","Not Employed","(1c) basic vocational qualification","31","0.728435487652755","0.588847565234909","0.8680234100706"
"No","2007","Not Employed","(2b) intermediate general qualification","9","","",""
"No","2007","Not Employed","(2a) intermediate vocational","50","0.939490153233833","0.878651270757347","1.00032903571032"
"No","2007","Not Employed","(2c_gen) general maturity certificate","14","","",""
"No","2007","Not Employed","(2c_voc) vocational maturity certificate","16","","",""
"No","2007","Not Employed","(3a) lower tertiary education","6","","",""
"No","2007","Not Employed","(3b) higher tertiary education","12","","",""
"No","2007","Employed","(0) in school","27","","",""
"No","2007","Employed","(1a) inadequately completed","50","0.772730284918913","0.669248820315733","0.876211749522093"
"No","2007","Employed","(1b) general elementary school","424","0.843498739724014","0.811652055073855","0.875345424374172"
"No","2007","Employed","(1c) basic vocational qualification","2069","0.850213459439593","0.836099973563639","0.864326945315546"
"No","2007","Employed","(2b) intermediate general qualification","214","0.842078003897164","0.798418563185814","0.885737444608513"
"No","2007","Employed","(2a) intermediate vocational","2538","0.764893907793148","0.750460350764538","0.779327464821757"
"No","2007","Employed","(2c_gen) general maturity certificate","275","0.726691338873535","0.680845864813822","0.772536812933248"
"No","2007","Employed","(2c_voc) vocational maturity certificate","813","0.756270351877999","0.730509596146194","0.782031107609804"
"No","2007","Employed","(3a) lower tertiary education","743","0.704497749208334","0.677764407519201","0.731231090897467"
"No","2007","Employed","(3b) higher tertiary education","1102","0.601547482525904","0.579452152580984","0.623642812470824"
"Yes","2008","Not Employed","(0) in school","1","","",""
"Yes","2008","Not Employed","(1a) inadequately completed","","","",""
"Yes","2008","Not Employed","(1b) general elementary school","2","","",""
"Yes","2008","Not Employed","(1c) basic vocational qualification","2","","",""
"Yes","2008","Not Employed","(2b) intermediate general qualification","1","","",""
"Yes","2008","Not Employed","(2a) intermediate vocational","7","","",""
"Yes","2008","Not Employed","(2c_gen) general maturity certificate","3","","",""
"Yes","2008","Not Employed","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2008","Not Employed","(3a) lower tertiary education","1","","",""
"Yes","2008","Not Employed","(3b) higher tertiary education","6","","",""
"Yes","2008","Employed","(0) in school","","","",""
"Yes","2008","Employed","(1a) inadequately completed","11","","",""
"Yes","2008","Employed","(1b) general elementary school","70","0.175980390980016","0.1402770970758","0.211683684884232"
"Yes","2008","Employed","(1c) basic vocational qualification","347","0.144843512228625","0.130140362129266","0.159546662327983"
"Yes","2008","Employed","(2b) intermediate general qualification","47","0.170169761124586","0.121499220240547","0.218840302008626"
"Yes","2008","Employed","(2a) intermediate vocational","738","0.240525126756051","0.225394051798288","0.255656201713814"
"Yes","2008","Employed","(2c_gen) general maturity certificate","75","0.214748871168601","0.169255758584111","0.26024198375309"
"Yes","2008","Employed","(2c_voc) vocational maturity certificate","228","0.236327416223563","0.209688812192924","0.262966020254203"
"Yes","2008","Employed","(3a) lower tertiary education","356","0.318537780299406","0.290070775793225","0.347004784805586"
"Yes","2008","Employed","(3b) higher tertiary education","696","0.370252424823746","0.347472100490661","0.393032749156832"
"No","2008","Not Employed","(0) in school","5","","",""
"No","2008","Not Employed","(1a) inadequately completed","2","","",""
"No","2008","Not Employed","(1b) general elementary school","12","","",""
"No","2008","Not Employed","(1c) basic vocational qualification","17","","",""
"No","2008","Not Employed","(2b) intermediate general qualification","9","","",""
"No","2008","Not Employed","(2a) intermediate vocational","35","0.852441353308628","0.745181294061046","0.959701412556209"
"No","2008","Not Employed","(2c_gen) general maturity certificate","12","","",""
"No","2008","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"No","2008","Not Employed","(3a) lower tertiary education","12","","",""
"No","2008","Not Employed","(3b) higher tertiary education","17","","",""
"No","2008","Employed","(0) in school","20","","",""
"No","2008","Employed","(1a) inadequately completed","47","0.786962154376434","0.681586714951665","0.892337593801202"
"No","2008","Employed","(1b) general elementary school","367","0.824019609019984","0.788316315115768","0.8597229029242"
"No","2008","Employed","(1c) basic vocational qualification","1854","0.855156487771375","0.840453337672017","0.869859637870734"
"No","2008","Employed","(2b) intermediate general qualification","182","0.829830238875414","0.781159697991374","0.878500779759453"
"No","2008","Employed","(2a) intermediate vocational","2327","0.759474873243949","0.744343798286186","0.774605948201712"
"No","2008","Employed","(2c_gen) general maturity certificate","238","0.785251128831399","0.73975801624691","0.830744241415889"
"No","2008","Employed","(2c_voc) vocational maturity certificate","749","0.763672583776437","0.737033979745797","0.790311187807076"
"No","2008","Employed","(3a) lower tertiary education","673","0.681462219700594","0.652995215194414","0.709929224206775"
"No","2008","Employed","(3b) higher tertiary education","1030","0.629747575176254","0.606967250843168","0.652527899509339"
"Yes","2009","Not Employed","(0) in school","","","",""
"Yes","2009","Not Employed","(1a) inadequately completed","","","",""
"Yes","2009","Not Employed","(1b) general elementary school","1","","",""
"Yes","2009","Not Employed","(1c) basic vocational qualification","2","","",""
"Yes","2009","Not Employed","(2b) intermediate general qualification","4","","",""
"Yes","2009","Not Employed","(2a) intermediate vocational","4","","",""
"Yes","2009","Not Employed","(2c_gen) general maturity certificate","4","","",""
"Yes","2009","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Yes","2009","Not Employed","(3a) lower tertiary education","1","","",""
"Yes","2009","Not Employed","(3b) higher tertiary education","8","","",""
"Yes","2009","Employed","(0) in school","1","","",""
"Yes","2009","Employed","(1a) inadequately completed","10","","",""
"Yes","2009","Employed","(1b) general elementary school","69","0.151819877154328","0.117541882540395","0.186097871768261"
"Yes","2009","Employed","(1c) basic vocational qualification","336","0.153148147038727","0.137675249656279","0.168621044421175"
"Yes","2009","Employed","(2b) intermediate general qualification","38","0.144200045513016","0.0998485367901199","0.188551554235912"
"Yes","2009","Employed","(2a) intermediate vocational","707","0.235188406099667","0.220067213437163","0.250309598762171"
"Yes","2009","Employed","(2c_gen) general maturity certificate","63","0.152598702281683","0.11414851717954","0.191048887383826"
"Yes","2009","Employed","(2c_voc) vocational maturity certificate","219","0.234299908960666","0.206915350392059","0.261684467529274"
"Yes","2009","Employed","(3a) lower tertiary education","355","0.31413388318736","0.285869124698057","0.342398641676663"
"Yes","2009","Employed","(3b) higher tertiary education","689","0.356663675124647","0.333873080999089","0.379454269250205"
"No","2009","Not Employed","(0) in school","6","","",""
"No","2009","Not Employed","(1a) inadequately completed","2","","",""
"No","2009","Not Employed","(1b) general elementary school","7","","",""
"No","2009","Not Employed","(1c) basic vocational qualification","15","","",""
"No","2009","Not Employed","(2b) intermediate general qualification","4","","",""
"No","2009","Not Employed","(2a) intermediate vocational","35","0.850381914260573","0.738434300161611","0.962329528359535"
"No","2009","Not Employed","(2c_gen) general maturity certificate","9","","",""
"No","2009","Not Employed","(2c_voc) vocational maturity certificate","9","","",""
"No","2009","Not Employed","(3a) lower tertiary education","6","","",""
"No","2009","Not Employed","(3b) higher tertiary education","10","","",""
"No","2009","Employed","(0) in school","30","0.976876014965435","0.92396838502728","1.02978364490359"
"No","2009","Employed","(1a) inadequately completed","44","0.832394753431761","0.732771738035854","0.932017768827668"
"No","2009","Employed","(1b) general elementary school","352","0.848180122845672","0.813902128231739","0.882458117459605"
"No","2009","Employed","(1c) basic vocational qualification","1745","0.846851852961273","0.831378955578825","0.862324750343721"
"No","2009","Employed","(2b) intermediate general qualification","203","0.855799954486984","0.811448445764087","0.90015146320988"
"No","2009","Employed","(2a) intermediate vocational","2315","0.764811593900333","0.749690401237829","0.779932786562837"
"No","2009","Employed","(2c_gen) general maturity certificate","273","0.847401297718317","0.808951112616174","0.88585148282046"
"No","2009","Employed","(2c_voc) vocational maturity certificate","700","0.765700091039334","0.738315532470726","0.793084649607941"
"No","2009","Employed","(3a) lower tertiary education","681","0.68586611681264","0.657601358323337","0.714130875301943"
"No","2009","Employed","(3b) higher tertiary education","1008","0.643336324875353","0.620545730749795","0.666126919000911"
"Yes","2010","Not Employed","(0) in school","1","","",""
"Yes","2010","Not Employed","(1a) inadequately completed","1","","",""
"Yes","2010","Not Employed","(1b) general elementary school","3","","",""
"Yes","2010","Not Employed","(1c) basic vocational qualification","3","","",""
"Yes","2010","Not Employed","(2b) intermediate general qualification","4","","",""
"Yes","2010","Not Employed","(2a) intermediate vocational","23","","",""
"Yes","2010","Not Employed","(2c_gen) general maturity certificate","5","","",""
"Yes","2010","Not Employed","(2c_voc) vocational maturity certificate","10","","",""
"Yes","2010","Not Employed","(3a) lower tertiary education","3","","",""
