"pgoeffd","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2007","1-pers.-HH","East Germany","83","0.27011432853778","0.220119163425099","0.320109493650461","1"
"Yes","2007","(Married) couple without C. ","West Germany","653","0.241987901924183","0.225165681739298","0.258810122109068","1"
"Yes","2007","Single parent ","West Germany","127","0.253444967999629","0.214077777690698","0.29281215830856","1"
"Yes","2007","Single parent ","East Germany","46","0.272825656891811","0.203809626210096","0.341841687573526","1"
"Yes","2007","Couple + C. LE 16 ","West Germany","516","0.218846846992489","0.201856758826802","0.235836935158175","1"
"Yes","2007","Couple + C. LE 16 ","East Germany","110","0.223797468750709","0.187337915328491","0.260257022172926","1"
"Yes","2007","(Married) couple without C. ","East Germany","198","0.263957824934399","0.23211381106618","0.295801838802617","1"
"Yes","2007","Couple + C. GT 16 ","East Germany","185","0.254078054972038","0.221618740942178","0.286537369001898","1"
"Yes","2007","Couple + C. GT 16 ","West Germany","409","0.207614612704549","0.187851469383829","0.227377756025268","1"
"Yes","2007","Couple + C. LE and GT 16","West Germany","176","0.201463546620318","0.172662016192326","0.23026507704831","1"
"Yes","2007","Couple + C. LE and GT 16","East Germany","42","0.229412256008322","0.168660541897791","0.290163970118853","1"
"No","2008","1-pers.-HH","West Germany","772","0.75814965612169","0.732212307704785","0.784087004538595","2"
"No","2008","1-pers.-HH","East Germany","210","0.755638818532245","0.705837789945726","0.805439847118765","2"
"No","2008","Couple + C. GT 16 ","West Germany","1135","0.799008511846076","0.778835858468957","0.819181165223195","2"
"No","2008","Couple + C. GT 16 ","East Germany","452","0.765129681442168","0.731489001370928","0.798770361513408","2"
"No","2008","(Married) couple without C. ","West Germany","1665","0.755253625912506","0.737551611868299","0.772955639956713","2"
"No","2008","(Married) couple without C. ","East Germany","519","0.715700223303981","0.68259037723032","0.748810069377642","2"
"No","2008","Single parent ","West Germany","333","0.752491092043769","0.712836956087121","0.792145228000417","2"
"No","2008","Single parent ","East Germany","110","0.738193021856359","0.667126509870058","0.809259533842661","2"
"No","2008","Couple + C. LE 16 ","West Germany","1514","0.789509812489376","0.771420829521449","0.807598795457303","2"
"No","2008","Couple + C. LE 16 ","East Germany","363","0.791081637988491","0.753971156727468","0.828192119249514","2"
"No","2008","Couple + C. LE and GT 16","West Germany","498","0.797827197394432","0.767140445043701","0.828513949745162","2"
"No","2008","Couple + C. LE and GT 16","East Germany","116","0.825744304333926","0.765638189035972","0.885850419631879","2"
"Yes","2008","1-pers.-HH","West Germany","275","0.24185034387831","0.215912995461405","0.267787692295216","1"
"Yes","2008","1-pers.-HH","East Germany","76","0.244361181467755","0.194560152881235","0.294162210054274","1"
"Yes","2008","(Married) couple without C. ","West Germany","601","0.244746374087494","0.227044360043287","0.262448388131701","1"
"Yes","2008","Single parent ","West Germany","122","0.247508907956231","0.207854771999584","0.287163043912879","1"
"Yes","2008","Single parent ","East Germany","37","0.26180697814364","0.190740466157339","0.332873490129942","1"
"Yes","2008","Couple + C. LE 16 ","West Germany","437","0.210490187510624","0.192401204542697","0.228579170478551","1"
"Yes","2008","Couple + C. LE 16 ","East Germany","98","0.208918362011509","0.171807880750486","0.246028843272532","1"
"Yes","2008","Couple + C. GT 16 ","East Germany","158","0.234870318557832","0.201229638486592","0.268510998629072","1"
"Yes","2008","(Married) couple without C. ","East Germany","194","0.284299776696019","0.251189930622358","0.31740962276968","1"
"Yes","2008","Couple + C. GT 16 ","West Germany","381","0.200991488153924","0.180818834776805","0.221164141531043","1"
"Yes","2008","Couple + C. LE and GT 16","East Germany","37","0.174255695666074","0.114149580368121","0.234361810964028","1"
"Yes","2008","Couple + C. LE and GT 16","West Germany","160","0.202172802605568","0.171486050254838","0.232859554956299","1"
"No","2009","1-pers.-HH","West Germany","728","0.75345834330809","0.726877902296805","0.780038784319375","2"
"No","2009","1-pers.-HH","East Germany","225","0.76383339489821","0.715611027977673","0.812055761818748","2"
"No","2009","Couple + C. GT 16 ","West Germany","1161","0.800982021299","0.78101514980887","0.820948892789129","2"
"No","2009","Couple + C. GT 16 ","East Germany","415","0.723891708944471","0.68728612786578","0.760497290023162","2"
"No","2009","(Married) couple without C. ","West Germany","1668","0.765353037763067","0.747881455206472","0.782824620319663","2"
"No","2009","(Married) couple without C. ","East Germany","532","0.726101411593889","0.693527089950142","0.758675733237637","2"
"No","2009","Single parent ","West Germany","348","0.765030284352702","0.726158430758714","0.803902137946689","2"
"No","2009","Single parent ","East Germany","113","0.7328118998429","0.661522978128721","0.80410082155708","2"
"No","2009","Couple + C. LE 16 ","West Germany","1338","0.77891495545509","0.759500096734322","0.798329814175858","2"
"No","2009","Couple + C. LE 16 ","East Germany","379","0.820668220702805","0.786312997758247","0.855023443647363","2"
"No","2009","Couple + C. LE and GT 16","West Germany","524","0.829421456433899","0.800982524061201","0.857860388806597","2"
"No","2009","Couple + C. LE and GT 16","East Germany","127","0.878200778666473","0.826878615072678","0.929522942260268","2"
"Yes","2009","1-pers.-HH","West Germany","282","0.24654165669191","0.219961215680625","0.273122097703195","1"
"Yes","2009","1-pers.-HH","East Germany","73","0.23616660510179","0.187944238181253","0.284388972022327","1"
"Yes","2009","(Married) couple without C. ","West Germany","592","0.234646962236933","0.217175379680337","0.252118544793528","1"
"Yes","2009","Single parent ","West Germany","109","0.234969715647298","0.196097862053311","0.273841569241285","1"
"Yes","2009","Single parent ","East Germany","35","0.2671881001571","0.195899178442921","0.338477021871279","1"
"Yes","2009","Couple + C. LE 16 ","West Germany","417","0.22108504454491","0.201670185824142","0.240499903265678","1"
"Yes","2009","Couple + C. LE 16 ","East Germany","100","0.179331779297195","0.144976556352637","0.213687002241753","1"
"Yes","2009","(Married) couple without C. ","East Germany","188","0.273898588406111","0.241324266762363","0.306472910049858","1"
"Yes","2009","Couple + C. GT 16 ","East Germany","158","0.276108291055529","0.239502709976838","0.31271387213422","1"
"Yes","2009","Couple + C. GT 16 ","West Germany","375","0.199017978701","0.179051107210871","0.21898485019113","1"
"Yes","2009","Couple + C. LE and GT 16","West Germany","148","0.170578543566101","0.142139611193403","0.199017475938799","1"
"Yes","2009","Couple + C. LE and GT 16","East Germany","29","","","","1"
"No","2010","1-pers.-HH","West Germany","630","0.723746987023315","0.694436284506877","0.753057689539752","2"
"No","2010","1-pers.-HH","East Germany","192","0.723495132868569","0.66933663099449","0.777653634742649","2"
"No","2010","Couple + C. GT 16 ","West Germany","1033","0.7924160881161","0.771079408009163","0.813752768223038","2"
"No","2010","Couple + C. GT 16 ","East Germany","349","0.724769195920299","0.684730260144685","0.764808131695912","2"
"No","2010","(Married) couple without C. ","West Germany","1500","0.759293802135271","0.740787496753532","0.77780010751701","2"
"No","2010","(Married) couple without C. ","East Germany","502","0.762379274494093","0.730246676386678","0.794511872601509","2"
"No","2010","Single parent ","West Germany","822","0.762189804759489","0.737166624770867","0.787212984748112","2"
"No","2010","Single parent ","East Germany","218","0.741090529422706","0.690588507085865","0.791592551759547","2"
"No","2010","Couple + C. LE 16 ","West Germany","3262","0.774979613603461","0.762260655172393","0.78769857203453","2"
"No","2010","Couple + C. LE 16 ","East Germany","838","0.80919140563095","0.785029797636616","0.833353013625284","2"
"No","2010","Couple + C. LE and GT 16","West Germany","682","0.853882609830564","0.83000998731608","0.877755232345047","2"
"No","2010","Couple + C. LE and GT 16","East Germany","142","0.847060323477456","0.793580406991041","0.90054023996387","2"
"Yes","2010","1-pers.-HH","West Germany","264","0.276253012976685","0.246942310460248","0.305563715493123","1"
"Yes","2010","1-pers.-HH","East Germany","70","0.276504867131431","0.222346365257351","0.33066336900551","1"
"Yes","2010","(Married) couple without C. ","West Germany","550","0.240706197864729","0.22219989248299","0.259212503246469","1"
"Yes","2010","(Married) couple without C. ","East Germany","172","0.237620725505907","0.205488127398491","0.269753323613322","1"
"Yes","2010","Single parent ","East Germany","71","0.258909470577294","0.208407448240453","0.309411492914135","1"
"Yes","2010","Couple + C. LE 16 ","West Germany","879","0.225020386396539","0.21230142796547","0.237739344827607","1"
"Yes","2010","Couple + C. LE 16 ","East Germany","178","0.19080859436905","0.166646986374716","0.214970202363384","1"
"Yes","2010","Couple + C. GT 16 ","East Germany","129","0.275230804079701","0.235191868304088","0.315269739855315","1"
"Yes","2010","Single parent ","West Germany","290","0.237810195240511","0.212787015251888","0.262833375229133","1"
"Yes","2010","Couple + C. GT 16 ","West Germany","355","0.2075839118839","0.186247231776962","0.228920591990837","1"
"Yes","2010","Couple + C. LE and GT 16","East Germany","32","0.152939676522544","0.0994597600361296","0.206419593008959","1"
"Yes","2010","Couple + C. LE and GT 16","West Germany","159","0.146117390169436","0.122244767654953","0.16999001268392","1"
"No","2011","Couple + C. GT 16 ","West Germany","1217","0.78020295458785","0.76006247541009","0.80034343376561","2"
"No","2011","Couple + C. GT 16 ","East Germany","395","0.768112713318226","0.731838553230425","0.804386873406026","2"
"No","2011","1-pers.-HH","West Germany","796","0.71557376475571","0.689396919840706","0.741750609670714","2"
"No","2011","1-pers.-HH","East Germany","277","0.759071444293691","0.715078782084579","0.803064106502802","2"
"No","2011","Couple + C. LE and GT 16","West Germany","896","0.809600684827865","0.786648022907326","0.832553346748404","2"
"No","2011","(Married) couple without C. ","West Germany","1927","0.752175262936173","0.735693364320545","0.7686571615518","2"
"No","2011","(Married) couple without C. ","East Germany","578","0.742987988936256","0.71300529730426","0.772970680568251","2"
"No","2011","Single parent ","West Germany","1078","0.77921947370509","0.75793657754974","0.80050236986044","2"
"No","2011","Single parent ","East Germany","279","0.790993435672732","0.749166005645634","0.83282086569983","2"
"No","2011","Couple + C. LE 16 ","West Germany","3533","0.780761168215241","0.768740945472568","0.792781390957913","2"
"No","2011","Couple + C. LE 16 ","East Germany","879","0.782342500700026","0.757945607537789","0.806739393862264","2"
"No","2011","Couple + C. LE and GT 16","East Germany","158","0.803457375235414","0.748657167735387","0.858257582735441","2"
"Yes","2011","1-pers.-HH","West Germany","345","0.28442623524429","0.258249390329286","0.310603080159295","1"
"Yes","2011","1-pers.-HH","East Germany","86","0.240928555706309","0.196935893497198","0.284921217915421","1"
"Yes","2011","(Married) couple without C. ","West Germany","709","0.247824737063827","0.2313428384482","0.264306635679455","1"
"Yes","2011","(Married) couple without C. ","East Germany","238","0.257012011063745","0.227029319431749","0.28699470269574","1"
"Yes","2011","Single parent ","East Germany","84","0.209006564327268","0.16717913430017","0.250833994354366","1"
"Yes","2011","Couple + C. LE 16 ","West Germany","1018","0.21923883178476","0.207218609042087","0.231259054527432","1"
"Yes","2011","Couple + C. LE 16 ","East Germany","220","0.217657499299974","0.193260606137736","0.242054392462211","1"
"Yes","2011","Couple + C. GT 16 ","East Germany","125","0.231887286681774","0.195613126593974","0.268161446769575","1"
"Yes","2011","Couple + C. GT 16 ","West Germany","407","0.21979704541215","0.19965656623439","0.23993752458991","1"
"Yes","2011","Single parent ","West Germany","381","0.22078052629491","0.19949763013956","0.24206342245026","1"
"Yes","2011","Couple + C. LE and GT 16","West Germany","228","0.190399315172135","0.167446653251596","0.213351977092674","1"
"Yes","2011","Couple + C. LE and GT 16","East Germany","44","0.196542624764586","0.141742417264559","0.251342832264613","1"
"No","2012","Couple + C. GT 16 ","West Germany","1145","0.778616894703583","0.757738199561828","0.799495589845337","2"
"No","2012","Couple + C. GT 16 ","East Germany","355","0.760176628285006","0.721738526810775","0.798614729759237","2"
"No","2012","1-pers.-HH","West Germany","836","0.714898257013266","0.689407858637649","0.740388655388882","2"
"No","2012","1-pers.-HH","East Germany","287","0.738889111511041","0.695013836575588","0.782764386446494","2"
"No","2012","Couple + C. LE and GT 16","West Germany","948","0.801188545516498","0.778397538601629","0.823979552431367","2"
"No","2012","(Married) couple without C. ","West Germany","1806","0.744828691955421","0.727756536965267","0.761900846945575","2"
"No","2012","(Married) couple without C. ","East Germany","568","0.737199883681351","0.706699275230512","0.767700492132189","2"
"No","2012","Single parent ","West Germany","1068","0.773343043357673","0.751741462074549","0.794944624640796","2"
"No","2012","Single parent ","East Germany","282","0.840808999503011","0.80269764432449","0.878920354681532","2"
"No","2012","Couple + C. LE 16 ","West Germany","3409","0.787513804301245","0.775415865772398","0.799611742830093","2"
"No","2012","Couple + C. LE 16 ","East Germany","866","0.781190577965064","0.756578688401167","0.80580246752896","2"
"No","2012","Couple + C. LE and GT 16","East Germany","160","0.827277132536699","0.774357053406377","0.88019721166702","2"
"Yes","2012","1-pers.-HH","West Germany","369","0.285101742986734","0.259611344611118","0.310592141362351","1"
"Yes","2012","1-pers.-HH","East Germany","98","0.261110888488959","0.217235613553506","0.304986163424412","1"
"Yes","2012","(Married) couple without C. ","West Germany","699","0.255171308044579","0.238099153054424","0.272243463034733","1"
"Yes","2012","(Married) couple without C. ","East Germany","232","0.262800116318649","0.232299507867811","0.293300724769487","1"
"Yes","2012","Single parent ","East Germany","72","0.159191000496989","0.121079645318468","0.19730235567551","1"
"Yes","2012","Couple + C. LE 16 ","West Germany","983","0.212486195698755","0.200388257169907","0.224584134227602","1"
"Yes","2012","Couple + C. LE 16 ","East Germany","218","0.218809422034936","0.19419753247104","0.243421311598833","1"
"Yes","2012","Couple + C. GT 16 ","East Germany","119","0.239823371714994","0.201385270240763","0.278261473189225","1"
"Yes","2012","Couple + C. GT 16 ","West Germany","374","0.221383105296417","0.200504410154663","0.242261800438172","1"
"Yes","2012","Single parent ","West Germany","375","0.226656956642327","0.205055375359204","0.24825853792545","1"
"Yes","2012","Couple + C. LE and GT 16","East Germany","36","0.172722867463301","0.11980278833298","0.225642946593623","1"
"Yes","2012","Couple + C. LE and GT 16","West Germany","230","0.198811454483502","0.176020447568633","0.221602461398371","1"
"No","2013","1-pers.-HH","West Germany","959","0.716287806772923","0.692087782810978","0.740487830734867","2"
"No","2013","1-pers.-HH","East Germany","269","0.755349513071664","0.710819420627306","0.799879605516021","2"
"No","2013","Couple + C. GT 16 ","West Germany","1378","0.765735756608639","0.7461369630588","0.785334550158479","2"
"No","2013","Couple + C. GT 16 ","East Germany","276","0.714913879556253","0.669993116017604","0.759834643094902","2"
"No","2013","(Married) couple without C. ","West Germany","1954","0.726535068992963","0.709700227735569","0.743369910250358","2"
"No","2013","(Married) couple without C. ","East Germany","564","0.727527246093655","0.696460500482695","0.758593991704616","2"
"No","2013","Single parent ","West Germany","1121","0.745124621634587","0.723187639110168","0.767061604159007","2"
"No","2013","Single parent ","East Germany","290","0.806969682953212","0.766916683322366","0.847022682584058","2"
"No","2013","Couple + C. LE 16 ","West Germany","3823","0.787931461454421","0.776425992056533","0.799436930852309","2"
"No","2013","Couple + C. LE 16 ","East Germany","814","0.779204227646839","0.754067816252198","0.804340639041481","2"
"No","2013","Couple + C. LE and GT 16","West Germany","1161","0.808533825372911","0.788240200817902","0.828827449927919","2"
"No","2013","Couple + C. LE and GT 16","East Germany","174","0.801335299247766","0.748611798206384","0.854058800289147","2"
"Yes","2013","1-pers.-HH","West Germany","374","0.283712193227077","0.259512169265133","0.307912217189022","1"
"Yes","2013","1-pers.-HH","East Germany","89","0.244650486928336","0.200120394483979","0.289180579372694","1"
"Yes","2013","(Married) couple without C. ","West Germany","739","0.273464931007037","0.256630089749642","0.290299772264431","1"
"Yes","2013","(Married) couple without C. ","East Germany","225","0.272472753906345","0.241406008295384","0.303539499517305","1"
"Yes","2013","Single parent ","East Germany","83","0.193030317046788","0.152977317415942","0.233083316677635","1"
"Yes","2013","Couple + C. LE 16 ","West Germany","1026","0.212068538545579","0.200563069147691","0.223574007943467","1"
"Yes","2013","Couple + C. LE 16 ","East Germany","232","0.220795772353161","0.195659360958519","0.245932183747803","1"
"Yes","2013","Couple + C. GT 16 ","East Germany","112","0.285086120443747","0.240165356905098","0.330006883982395","1"
"Yes","2013","Couple + C. GT 16 ","West Germany","416","0.234264243391361","0.214665449841521","0.2538630369412","1"
"Yes","2013","Single parent ","West Germany","395","0.254875378365413","0.232938395840993","0.276812360889832","1"
"Yes","2013","Couple + C. LE and GT 16","West Germany","283","0.191466174627089","0.171172550072081","0.211759799182098","1"
"Yes","2013","Couple + C. LE and GT 16","East Germany","46","0.198664700752234","0.145941199710853","0.251388201793616","1"
"No","2014","1-pers.-HH","West Germany","829","0.706547500896199","0.680621919507279","0.732473082285119","2"
"No","2014","1-pers.-HH","East Germany","256","0.741280830469293","0.695596588063365","0.786965072875221","2"
"No","2014","Couple + C. GT 16 ","West Germany","1265","0.780577572589941","0.760467999235049","0.800687145944833","2"
"No","2014","Couple + C. GT 16 ","East Germany","266","0.770410558199813","0.725706628489328","0.815114487910299","2"
"No","2014","(Married) couple without C. ","West Germany","1837","0.714639474600489","0.697159953514364","0.732118995686614","2"
"No","2014","(Married) couple without C. ","East Germany","563","0.73536075632914","0.704559932672647","0.766161579985633","2"
"No","2014","Single parent ","West Germany","936","0.754427248195024","0.73069858208645","0.778155914303598","2"
"No","2014","Single parent ","East Germany","224","0.775393588226065","0.727112247638552","0.823674928813577","2"
"No","2014","Couple + C. LE 16 ","West Germany","3194","0.755820930221175","0.74270624799648","0.76893561244587","2"
"No","2014","Couple + C. LE 16 ","East Germany","727","0.799186678723552","0.773115250371187","0.825258107075917","2"
"No","2014","Couple + C. LE and GT 16","West Germany","1016","0.778302884198752","0.755800288919966","0.800805479477539","2"
"No","2014","Couple + C. LE and GT 16","East Germany","158","0.801772685015471","0.746382995556642","0.857162374474299","2"
"Yes","2014","1-pers.-HH","West Germany","356","0.293452499103801","0.267526917714881","0.319378080492721","1"
"Yes","2014","1-pers.-HH","East Germany","97","0.258719169530707","0.21303492712478","0.304403411936635","1"
"Yes","2014","(Married) couple without C. ","West Germany","727","0.285360525399511","0.267881004313386","0.302840046485636","1"
"Yes","2014","(Married) couple without C. ","East Germany","225","0.26463924367086","0.233838420014367","0.295440067327353","1"
"Yes","2014","Single parent ","East Germany","63","0.224606411773935","0.176325071186423","0.272887752361448","1"
"Yes","2014","Couple + C. LE 16 ","West Germany","928","0.244179069778825","0.23106438755413","0.25729375200352","1"
"Yes","2014","Couple + C. LE 16 ","East Germany","180","0.200813321276448","0.174741892924083","0.226884749628813","1"
"Yes","2014","Couple + C. GT 16 ","East Germany","74","0.229589441800187","0.184885512089701","0.274293371510672","1"
"Yes","2014","Couple + C. GT 16 ","West Germany","362","0.219422427410059","0.199312854055167","0.239532000764951","1"
"Yes","2014","Single parent ","West Germany","328","0.245572751804976","0.221844085696402","0.269301417913551","1"
"Yes","2014","Couple + C. LE and GT 16","East Germany","41","0.198227314984529","0.142837625525701","0.253617004443358","1"
"Yes","2014","Couple + C. LE and GT 16","West Germany","293","0.221697115801248","0.199194520522461","0.244199711080034","1"
"No","2015","1-pers.-HH","West Germany","947","0.728874271120088","0.704473436863491","0.753275105376685","2"
"No","2015","1-pers.-HH","East Germany","270","0.752089970823102","0.707852580873832","0.796327360772371","2"
"No","2015","Couple + C. GT 16 ","West Germany","1216","0.771622704321258","0.750949896644535","0.79229551199798","2"
"No","2015","Couple + C. GT 16 ","East Germany","238","0.842659121368846","0.801727584849934","0.883590657887757","2"
"No","2015","(Married) couple without C. ","West Germany","1951","0.722473657728655","0.705441136353822","0.739506179103488","2"
"No","2015","(Married) couple without C. ","East Germany","567","0.741969900560798","0.711380909913266","0.772558891208329","2"
"No","2015","Single parent ","West Germany","882","0.75219635679846","0.727799451876257","0.776593261720663","2"
"No","2015","Single parent ","East Germany","228","0.840748673182639","0.797965838537265","0.883531507828013","2"
"No","2015","Couple + C. LE 16 ","West Germany","3132","0.751619950934441","0.738322860517697","0.764917041351186","2"
"No","2015","Couple + C. LE 16 ","East Germany","658","0.769474030436551","0.7410430906283","0.797904970244802","2"
"No","2015","Couple + C. LE and GT 16","West Germany","1017","0.798586129746524","0.776683526900246","0.820488732592802","2"
"No","2015","Couple + C. LE and GT 16","East Germany","154","0.788916658355916","0.732780509423313","0.84505280728852","2"
"Yes","2015","1-pers.-HH","West Germany","328","0.271125728879912","0.246724894623315","0.295526563136509","1"
"Yes","2015","1-pers.-HH","East Germany","96","0.247910029176898","0.203672639227629","0.292147419126168","1"
"Yes","2015","(Married) couple without C. ","West Germany","704","0.277526342271345","0.260493820896512","0.294558863646178","1"
"Yes","2015","(Married) couple without C. ","East Germany","219","0.258030099439202","0.227441108791671","0.288619090086734","1"
"Yes","2015","Single parent ","East Germany","53","0.159251326817361","0.116468492171987","0.202034161462736","1"
"Yes","2015","Single parent ","West Germany","321","0.24780364320154","0.223406738279337","0.272200548123743","1"
"Yes","2015","Couple + C. LE 16 ","West Germany","924","0.248380049065559","0.235082958648814","0.261677139482303","1"
"Yes","2015","Couple + C. LE 16 ","East Germany","185","0.230525969563449","0.202095029755197","0.2589569093717","1"
"Yes","2015","Couple + C. GT 16 ","West Germany","368","0.228377295678743","0.20770448800202","0.249050103355465","1"
"Yes","2015","Couple + C. GT 16 ","East Germany","66","0.157340878631154","0.116409342112243","0.198272415150066","1"
"Yes","2015","Couple + C. LE and GT 16","West Germany","271","0.201413870253476","0.179511267407198","0.223316473099754","1"
"Yes","2015","Couple + C. LE and GT 16","East Germany","49","0.211083341644084","0.15494719271148","0.267219490576687","1"
"No","2016","1-pers.-HH","West Germany","966","0.737912038426039","0.713876522927745","0.761947553924333","2"
"No","2016","1-pers.-HH","East Germany","282","0.707511598862321","0.661833637856765","0.753189559867876","2"
"No","2016","Couple + C. GT 16 ","West Germany","1179","0.784171247685598","0.763503132554623","0.804839362816572","2"
"No","2016","Couple + C. GT 16 ","East Germany","196","0.843109471767171","0.798025887797861","0.888193055736481","2"
"No","2016","Couple + C. LE and GT 16","West Germany","939","0.752630181553591","0.728662413921425","0.776597949185756","2"
"No","2016","Couple + C. LE and GT 16","East Germany","167","0.817943679185924","0.766951763052785","0.868935595319063","2"
"No","2016","(Married) couple without C. ","West Germany","1771","0.720503776575199","0.702784995507075","0.738222557643322","2"
"No","2016","(Married) couple without C. ","East Germany","577","0.746321880663333","0.715786356344095","0.77685740498257","2"
"No","2016","Single parent ","West Germany","828","0.751619985793744","0.726270247663454","0.776969723924033","2"
"No","2016","Single parent ","East Germany","218","0.799221369801796","0.751790062273436","0.846652677330155","2"
"No","2016","Couple + C. LE 16 ","West Germany","2853","0.758710892064005","0.744911325187628","0.772510458940383","2"
"No","2016","Couple + C. LE 16 ","East Germany","611","0.744871754258363","0.714473085168131","0.775270423348595","2"
"Yes","2016","1-pers.-HH","West Germany","320","0.262087961573961","0.238052446075667","0.286123477072256","1"
"Yes","2016","1-pers.-HH","East Germany","99","0.292488401137679","0.246810440132124","0.338166362143235","1"
"Yes","2016","(Married) couple without C. ","West Germany","693","0.279496223424801","0.261777442356678","0.297215004492925","1"
"Yes","2016","(Married) couple without C. ","East Germany","203","0.253678119336667","0.22314259501743","0.284213643655905","1"
"Yes","2016","Single parent ","East Germany","56","0.200778630198204","0.153347322669844","0.248209937726564","1"
"Yes","2016","Couple + C. LE 16 ","West Germany","840","0.241289107935995","0.227489541059617","0.255088674812372","1"
"Yes","2016","Couple + C. LE 16 ","East Germany","179","0.255128245741637","0.224729576651405","0.285526914831869","1"
"Yes","2016","Single parent ","West Germany","288","0.248380014206256","0.223030276075967","0.273729752336545","1"
"Yes","2016","Couple + C. GT 16 ","East Germany","54","0.156890528232829","0.111806944263519","0.201974112202139","1"
"Yes","2016","Couple + C. GT 16 ","West Germany","343","0.215828752314402","0.195160637183428","0.236496867445377","1"
"Yes","2016","Couple + C. LE and GT 16","East Germany","53","0.182056320814076","0.131064404680937","0.233048236947215","1"
"Yes","2016","Couple + C. LE and GT 16","West Germany","306","0.247369818446409","0.223402050814244","0.271337586078575","1"
"No","2017","1-pers.-HH","West Germany","1248","0.732318465147122","0.711058145401963","0.753578784892281","2"
"No","2017","1-pers.-HH","East Germany","371","0.728928054078228","0.68972957325388","0.768126534902576","2"
"No","2017","Couple + C. GT 16 ","West Germany","1367","0.764732897797226","0.745430483966264","0.784035311628187","2"
"No","2017","Couple + C. GT 16 ","East Germany","236","0.799997706131228","0.755470125031191","0.844525287231265","2"
"No","2017","Couple + C. LE and GT 16","West Germany","1014","0.757562115028223","0.734667416548411","0.780456813508035","2"
"No","2017","Couple + C. LE and GT 16","East Germany","195","0.836454505654328","0.790698122855009","0.882210888453646","2"
"No","2017","(Married) couple without C. ","West Germany","2156","0.729229642948103","0.713183729853109","0.745275556043097","2"
"No","2017","(Married) couple without C. ","East Germany","663","0.749195557762594","0.720828318056334","0.777562797468855","2"
"No","2017","Single parent ","West Germany","885","0.767313034643332","0.743193801019081","0.791432268267584","2"
"No","2017","Single parent ","East Germany","216","0.802244781540206","0.7544687704268","0.850020792653613","2"
"No","2017","Couple + C. LE 16 ","West Germany","3020","0.757445446597088","0.744025806925617","0.770865086268559","2"
"No","2017","Couple + C. LE 16 ","East Germany","686","0.763003672738454","0.734763123710435","0.791244221766473","2"
"Yes","2017","1-pers.-HH","West Germany","418","0.267681534852878","0.246421215107718","0.288941854598037","1"
"Yes","2017","1-pers.-HH","East Germany","123","0.271071945921772","0.231873465097424","0.31027042674612","1"
"Yes","2017","(Married) couple without C. ","West Germany","790","0.270770357051897","0.254724443956903","0.286816270146891","1"
"Yes","2017","(Married) couple without C. ","East Germany","234","0.250804442237406","0.222437202531145","0.279171681943666","1"
"Yes","2017","Single parent ","East Germany","51","0.197755218459794","0.149979207346388","0.2455312295732","1"
"Yes","2017","Couple + C. LE 16 ","West Germany","899","0.242554553402912","0.229134913731441","0.255974193074383","1"
"Yes","2017","Couple + C. LE 16 ","East Germany","185","0.236996327261546","0.208755778233527","0.265236876289565","1"
"Yes","2017","Couple + C. GT 16 ","West Germany","488","0.235267102202775","0.215964688371813","0.254569516033736","1"
"Yes","2017","Couple + C. GT 16 ","East Germany","74","0.200002293868772","0.155474712768735","0.244529874968809","1"
"Yes","2017","Single parent ","West Germany","294","0.232686965356668","0.208567731732416","0.256806198980919","1"
"Yes","2017","Couple + C. LE and GT 16","West Germany","332","0.242437884971777","0.219543186491965","0.265332583451589","1"
"Yes","2017","Couple + C. LE and GT 16","East Germany","56","0.163545494345672","0.117789111546354","0.209301877144991","1"
"No","2018","1-pers.-HH","West Germany","1306","0.719297959784565","0.698203102268798","0.740392817300332","2"
"No","2018","1-pers.-HH","East Germany","395","0.747616542336933","0.709843137867638","0.785389946806228","2"
"No","2018","(Married) couple without C. ","West Germany","1972","0.714517934799677","0.697637729426764","0.73139814017259","2"
"No","2018","(Married) couple without C. ","East Germany","628","0.72590960235097","0.696028309089466","0.755790895612474","2"
"No","2018","Single parent ","West Germany","851","0.755931835298998","0.731019644319737","0.780844026278259","2"
"No","2018","Single parent ","East Germany","208","0.753865209576501","0.702484563401414","0.805245855751589","2"
"No","2018","Couple + C. LE 16 ","West Germany","2788","0.744973901812501","0.730827595689479","0.759120207935523","2"
"No","2018","Couple + C. LE 16 ","East Germany","649","0.772469897090987","0.743965766910391","0.800974027271583","2"
"No","2018","Couple + C. GT 16 ","West Germany","1282","0.779504626558828","0.759837522316553","0.799171730801103","2"
"No","2018","Couple + C. GT 16 ","East Germany","232","0.784213153137483","0.737507494094961","0.830918812180005","2"
"No","2018","Couple + C. LE and GT 16","West Germany","1007","0.762879324536623","0.739812429644548","0.785946219428699","2"
"No","2018","Couple + C. LE and GT 16","East Germany","203","0.82258216024591","0.775415393420852","0.869748927070968","2"
"Yes","2018","1-pers.-HH","West Germany","437","0.280702040215435","0.259607182699668","0.301796897731202","1"
"Yes","2018","1-pers.-HH","East Germany","113","0.252383457663067","0.214610053193772","0.290156862132362","1"
"Yes","2018","(Married) couple without C. ","West Germany","778","0.285482065200323","0.26860185982741","0.302362270573236","1"
"Yes","2018","(Married) couple without C. ","East Germany","228","0.27409039764903","0.244209104387526","0.303971690910534","1"
