"pgoeffd","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","1984","(2a) intermediate vocational","in school","","","",""
"No","1984","(2a) intermediate vocational","inadequately","","","",""
"No","1984","(2a) intermediate vocational","general elemantary","","","",""
"No","1984","(2a) intermediate vocational","middle vocational","563","0.703834291189894","0.672196533538948","0.73547204884084"
"No","1984","(2a) intermediate vocational","vocational + Abi","","","",""
"No","1984","(2a) intermediate vocational","higher vocational","95","0.66438340313872","0.587257911213923","0.741508895063517"
"No","1984","(2a) intermediate vocational","higher education","","","",""
"No","1984","(2c_gen) general maturity certificate","in school","","","",""
"No","1984","(2c_gen) general maturity certificate","inadequately","","","",""
"No","1984","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","1984","(2c_gen) general maturity certificate","middle vocational","123","0.741731843488303","0.673049566407038","0.810414120569567"
"No","1984","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","1984","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","1984","(2c_gen) general maturity certificate","higher education","","","",""
"No","1984","(2c_voc) vocational maturity certificate","in school","","","",""
"No","1984","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","1984","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","1984","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","1984","(2c_voc) vocational maturity certificate","vocational + Abi","178","0.825938200602764","0.77501873931451","0.876857661891018"
"No","1984","(2c_voc) vocational maturity certificate","higher vocational","42","0.441026750350988","0.339013784681099","0.543039716020876"
"No","1984","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","1984","(3a) lower tertiary education","in school","","","",""
"No","1984","(3a) lower tertiary education","inadequately","","","",""
"No","1984","(3a) lower tertiary education","general elemantary","","","",""
"No","1984","(3a) lower tertiary education","middle vocational","","","",""
"No","1984","(3a) lower tertiary education","vocational + Abi","","","",""
"No","1984","(3a) lower tertiary education","higher vocational","","","",""
"No","1984","(3a) lower tertiary education","higher education","140","0.694524150945988","0.630528027242747","0.75852027464923"
"No","1984","(3b) higher tertiary education","in school","","","",""
"No","1984","(3b) higher tertiary education","inadequately","","","",""
"No","1984","(3b) higher tertiary education","general elemantary","","","",""
"No","1984","(3b) higher tertiary education","middle vocational","","","",""
"No","1984","(3b) higher tertiary education","vocational + Abi","","","",""
"No","1984","(3b) higher tertiary education","higher vocational","","","",""
"No","1984","(3b) higher tertiary education","higher education","173","0.384343775576674","0.337877688016203","0.430809863137146"
"Yes","1985","(0) in school","in school","","","",""
"Yes","1985","(0) in school","inadequately","","","",""
"Yes","1985","(0) in school","general elemantary","","","",""
"Yes","1985","(0) in school","middle vocational","","","",""
"Yes","1985","(0) in school","vocational + Abi","","","",""
"Yes","1985","(0) in school","higher vocational","","","",""
"Yes","1985","(0) in school","higher education","","","",""
"Yes","1985","(1a) inadequately completed","in school","","","",""
"Yes","1985","(1a) inadequately completed","inadequately","43","0.103333546456499","0.0750836545689288","0.131583438344069"
"Yes","1985","(1a) inadequately completed","general elemantary","","","",""
"Yes","1985","(1a) inadequately completed","middle vocational","3","","",""
"Yes","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","1985","(1a) inadequately completed","higher vocational","1","","",""
"Yes","1985","(1a) inadequately completed","higher education","","","",""
"Yes","1985","(1b) general elementary school","in school","","","",""
"Yes","1985","(1b) general elementary school","inadequately","1","","",""
"Yes","1985","(1b) general elementary school","general elemantary","160","0.170524127056428","0.148843892796038","0.192204361316817"
"Yes","1985","(1b) general elementary school","middle vocational","","","",""
"Yes","1985","(1b) general elementary school","vocational + Abi","","","",""
"Yes","1985","(1b) general elementary school","higher vocational","","","",""
"Yes","1985","(1b) general elementary school","higher education","","","",""
"Yes","1985","(1c) basic vocational qualification","in school","","","",""
"Yes","1985","(1c) basic vocational qualification","inadequately","","","",""
"Yes","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","1985","(1c) basic vocational qualification","middle vocational","390","0.201505150879509","0.184631956298575","0.218378345460442"
"Yes","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","1985","(1c) basic vocational qualification","higher vocational","54","0.262108433878424","0.200851921479089","0.323364946277758"
"Yes","1985","(1c) basic vocational qualification","higher education","","","",""
"Yes","1985","(2b) intermediate general qualification","in school","","","",""
"Yes","1985","(2b) intermediate general qualification","inadequately","","","",""
"Yes","1985","(2b) intermediate general qualification","general elemantary","48","0.235672254883667","0.177855067715057","0.293489442052277"
"Yes","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","1985","(2b) intermediate general qualification","higher education","","","",""
"Yes","1985","(2a) intermediate vocational","in school","","","",""
"Yes","1985","(2a) intermediate vocational","inadequately","","","",""
"Yes","1985","(2a) intermediate vocational","general elemantary","","","",""
"Yes","1985","(2a) intermediate vocational","middle vocational","236","0.308674583382806","0.275614103235686","0.341735063529926"
"Yes","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","1985","(2a) intermediate vocational","higher vocational","46","0.362592623679517","0.279632142793872","0.445553104565161"
"Yes","1985","(2a) intermediate vocational","higher education","","","",""
"Yes","1985","(2c_gen) general maturity certificate","in school","","","",""
"Yes","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","1985","(2c_gen) general maturity certificate","middle vocational","23","","",""
"Yes","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","vocational + Abi","27","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","higher vocational","47","0.572263650572294","0.46646147263003","0.678065828514558"
"Yes","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","1985","(3a) lower tertiary education","in school","","","",""
"Yes","1985","(3a) lower tertiary education","inadequately","","","",""
"Yes","1985","(3a) lower tertiary education","general elemantary","","","",""
"Yes","1985","(3a) lower tertiary education","middle vocational","","","",""
"Yes","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","1985","(3a) lower tertiary education","higher vocational","","","",""
"Yes","1985","(3a) lower tertiary education","higher education","54","0.323776269244794","0.255036859143803","0.392515679345784"
"Yes","1985","(3b) higher tertiary education","in school","","","",""
"Yes","1985","(3b) higher tertiary education","inadequately","","","",""
"Yes","1985","(3b) higher tertiary education","general elemantary","","","",""
"Yes","1985","(3b) higher tertiary education","middle vocational","","","",""
"Yes","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","1985","(3b) higher tertiary education","higher vocational","","","",""
"Yes","1985","(3b) higher tertiary education","higher education","229","0.592713568464145","0.544075371937651","0.641351764990639"
"No","1985","(0) in school","in school","2","","",""
"No","1985","(0) in school","inadequately","","","",""
"No","1985","(0) in school","general elemantary","","","",""
"No","1985","(0) in school","middle vocational","","","",""
"No","1985","(0) in school","vocational + Abi","","","",""
"No","1985","(0) in school","higher vocational","","","",""
"No","1985","(0) in school","higher education","","","",""
"No","1985","(1a) inadequately completed","in school","","","",""
"No","1985","(1a) inadequately completed","inadequately","403","0.896666453543501","0.868416561655931","0.924916345431071"
"No","1985","(1a) inadequately completed","general elemantary","","","",""
"No","1985","(1a) inadequately completed","middle vocational","55","0.976288172592705","0.937131514328807","1.0154448308566"
"No","1985","(1a) inadequately completed","vocational + Abi","","","",""
"No","1985","(1a) inadequately completed","higher vocational","1","","",""
"No","1985","(1a) inadequately completed","higher education","","","",""
"No","1985","(1b) general elementary school","in school","","","",""
"No","1985","(1b) general elementary school","inadequately","12","","",""
"No","1985","(1b) general elementary school","general elemantary","996","0.829475872943572","0.807795638683183","0.851156107203962"
"No","1985","(1b) general elementary school","middle vocational","","","",""
"No","1985","(1b) general elementary school","vocational + Abi","","","",""
"No","1985","(1b) general elementary school","higher vocational","","","",""
"No","1985","(1b) general elementary school","higher education","","","",""
"No","1985","(1c) basic vocational qualification","in school","","","",""
"No","1985","(1c) basic vocational qualification","inadequately","","","",""
"No","1985","(1c) basic vocational qualification","general elemantary","","","",""
"No","1985","(1c) basic vocational qualification","middle vocational","1781","0.798494849120491","0.781621654539558","0.815368043701424"
"No","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","1985","(1c) basic vocational qualification","higher vocational","144","0.737891566121576","0.676635053722242","0.799148078520911"
"No","1985","(1c) basic vocational qualification","higher education","","","",""
"No","1985","(2b) intermediate general qualification","in school","","","",""
"No","1985","(2b) intermediate general qualification","inadequately","","","",""
"No","1985","(2b) intermediate general qualification","general elemantary","159","0.764327745116333","0.706510557947723","0.822144932284943"
"No","1985","(2b) intermediate general qualification","middle vocational","","","",""
"No","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","1985","(2b) intermediate general qualification","higher vocational","","","",""
"No","1985","(2b) intermediate general qualification","higher education","","","",""
"No","1985","(2a) intermediate vocational","in school","","","",""
"No","1985","(2a) intermediate vocational","inadequately","","","",""
"No","1985","(2a) intermediate vocational","general elemantary","","","",""
"No","1985","(2a) intermediate vocational","middle vocational","514","0.691325416617194","0.658264936470074","0.724385896764314"
"No","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"No","1985","(2a) intermediate vocational","higher vocational","83","0.637407376320483","0.554446895434839","0.720367857206128"
"No","1985","(2a) intermediate vocational","higher education","","","",""
"No","1985","(2c_gen) general maturity certificate","in school","","","",""
"No","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"No","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","1985","(2c_gen) general maturity certificate","middle vocational","97","0.772946566327967","0.697992320089958","0.847900812565975"
"No","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","1985","(2c_gen) general maturity certificate","higher education","","","",""
"No","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"No","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","1985","(2c_voc) vocational maturity certificate","vocational + Abi","145","0.814038655718134","0.755892940049972","0.872184371386296"
"No","1985","(2c_voc) vocational maturity certificate","higher vocational","37","0.427736349427706","0.321934171485442","0.53353852736997"
"No","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","1985","(3a) lower tertiary education","in school","","","",""
"No","1985","(3a) lower tertiary education","inadequately","","","",""
"No","1985","(3a) lower tertiary education","general elemantary","","","",""
"No","1985","(3a) lower tertiary education","middle vocational","","","",""
"No","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"No","1985","(3a) lower tertiary education","higher vocational","","","",""
"No","1985","(3a) lower tertiary education","higher education","124","0.676223730755206","0.607484320654216","0.744963140856197"
"No","1985","(3b) higher tertiary education","in school","","","",""
"No","1985","(3b) higher tertiary education","inadequately","","","",""
"No","1985","(3b) higher tertiary education","general elemantary","","","",""
"No","1985","(3b) higher tertiary education","middle vocational","","","",""
"No","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"No","1985","(3b) higher tertiary education","higher vocational","","","",""
"No","1985","(3b) higher tertiary education","higher education","163","0.407286431535855","0.358648235009361","0.455924628062349"
"Yes","1986","(0) in school","in school","","","",""
"Yes","1986","(0) in school","inadequately","","","",""
"Yes","1986","(0) in school","general elemantary","","","",""
"Yes","1986","(0) in school","middle vocational","","","",""
"Yes","1986","(0) in school","vocational + Abi","","","",""
"Yes","1986","(0) in school","higher vocational","","","",""
"Yes","1986","(0) in school","higher education","","","",""
"Yes","1986","(1a) inadequately completed","in school","","","",""
"Yes","1986","(1a) inadequately completed","inadequately","38","0.121863416999364","0.0888420440143609","0.154884789984366"
"Yes","1986","(1a) inadequately completed","general elemantary","","","",""
"Yes","1986","(1a) inadequately completed","middle vocational","4","","",""
"Yes","1986","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","1986","(1a) inadequately completed","higher vocational","1","","",""
"Yes","1986","(1a) inadequately completed","higher education","","","",""
"Yes","1986","(1b) general elementary school","in school","","","",""
"Yes","1986","(1b) general elementary school","inadequately","1","","",""
"Yes","1986","(1b) general elementary school","general elemantary","139","0.165671864904716","0.143508889267941","0.187834840541491"
"Yes","1986","(1b) general elementary school","middle vocational","","","",""
"Yes","1986","(1b) general elementary school","vocational + Abi","","","",""
"Yes","1986","(1b) general elementary school","higher vocational","","","",""
"Yes","1986","(1b) general elementary school","higher education","","","",""
"Yes","1986","(1c) basic vocational qualification","in school","","","",""
"Yes","1986","(1c) basic vocational qualification","inadequately","","","",""
"Yes","1986","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","1986","(1c) basic vocational qualification","middle vocational","368","0.20619162286945","0.188626979009638","0.223756266729263"
"Yes","1986","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","1986","(1c) basic vocational qualification","higher vocational","53","0.293156631145347","0.225904939613343","0.36040832267735"
"Yes","1986","(1c) basic vocational qualification","higher education","","","",""
"Yes","1986","(2b) intermediate general qualification","in school","","","",""
"Yes","1986","(2b) intermediate general qualification","inadequately","","","",""
"Yes","1986","(2b) intermediate general qualification","general elemantary","59","0.294790522179211","0.23222301736015","0.357358026998272"
"Yes","1986","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","1986","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","1986","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","1986","(2b) intermediate general qualification","higher education","","","",""
"Yes","1986","(2a) intermediate vocational","in school","","","",""
"Yes","1986","(2a) intermediate vocational","inadequately","","","",""
"Yes","1986","(2a) intermediate vocational","general elemantary","","","",""
"Yes","1986","(2a) intermediate vocational","middle vocational","226","0.304475292611284","0.27079151258181","0.338159072640759"
"Yes","1986","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","1986","(2a) intermediate vocational","higher vocational","35","0.310728436764421","0.225399850525975","0.396057023002866"
"Yes","1986","(2a) intermediate vocational","higher education","","","",""
"Yes","1986","(2c_gen) general maturity certificate","in school","","","",""
"Yes","1986","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","1986","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","1986","(2c_gen) general maturity certificate","middle vocational","26","","",""
"Yes","1986","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","1986","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","1986","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","vocational + Abi","28","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","higher vocational","44","0.559940419050832","0.451165255001668","0.668715583099996"
"Yes","1986","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","1986","(3a) lower tertiary education","in school","","","",""
"Yes","1986","(3a) lower tertiary education","inadequately","","","",""
"Yes","1986","(3a) lower tertiary education","general elemantary","","","",""
"Yes","1986","(3a) lower tertiary education","middle vocational","","","",""
"Yes","1986","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","1986","(3a) lower tertiary education","higher vocational","","","",""
"Yes","1986","(3a) lower tertiary education","higher education","49","0.306035468328746","0.236140747617416","0.375930189040075"
"Yes","1986","(3b) higher tertiary education","in school","","","",""
"Yes","1986","(3b) higher tertiary education","inadequately","","","",""
"Yes","1986","(3b) higher tertiary education","general elemantary","","","",""
"Yes","1986","(3b) higher tertiary education","middle vocational","","","",""
"Yes","1986","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","1986","(3b) higher tertiary education","higher vocational","","","",""
"Yes","1986","(3b) higher tertiary education","higher education","224","0.59376757732838","0.544772779522791","0.642762375133969"
"No","1986","(0) in school","in school","2","","",""
"No","1986","(0) in school","inadequately","","","",""
"No","1986","(0) in school","general elemantary","","","",""
"No","1986","(0) in school","middle vocational","","","",""
"No","1986","(0) in school","vocational + Abi","","","",""
"No","1986","(0) in school","higher vocational","","","",""
"No","1986","(0) in school","higher education","","","",""
"No","1986","(1a) inadequately completed","in school","","","",""
"No","1986","(1a) inadequately completed","inadequately","339","0.878136583000636","0.845115210015634","0.911157955985639"
"No","1986","(1a) inadequately completed","general elemantary","","","",""
"No","1986","(1a) inadequately completed","middle vocational","51","0.968276528304776","0.921957781265653","1.0145952753439"
"No","1986","(1a) inadequately completed","vocational + Abi","","","",""
"No","1986","(1a) inadequately completed","higher vocational","","","",""
"No","1986","(1a) inadequately completed","higher education","","","",""
"No","1986","(1b) general elementary school","in school","","","",""
"No","1986","(1b) general elementary school","inadequately","13","","",""
"No","1986","(1b) general elementary school","general elemantary","942","0.834328135095284","0.812165159458509","0.856491110732059"
"No","1986","(1b) general elementary school","middle vocational","","","",""
"No","1986","(1b) general elementary school","vocational + Abi","","","",""
"No","1986","(1b) general elementary school","higher vocational","","","",""
"No","1986","(1b) general elementary school","higher education","","","",""
"No","1986","(1c) basic vocational qualification","in school","","","",""
"No","1986","(1c) basic vocational qualification","inadequately","","","",""
"No","1986","(1c) basic vocational qualification","general elemantary","","","",""
"No","1986","(1c) basic vocational qualification","middle vocational","1670","0.79380837713055","0.776243733270737","0.811373020990362"
"No","1986","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","1986","(1c) basic vocational qualification","higher vocational","123","0.706843368854653","0.63959167732265","0.774095060386657"
"No","1986","(1c) basic vocational qualification","higher education","","","",""
"No","1986","(2b) intermediate general qualification","in school","","","",""
"No","1986","(2b) intermediate general qualification","inadequately","","","",""
"No","1986","(2b) intermediate general qualification","general elemantary","145","0.705209477820789","0.642641973001728","0.76777698263985"
"No","1986","(2b) intermediate general qualification","middle vocational","","","",""
"No","1986","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","1986","(2b) intermediate general qualification","higher vocational","","","",""
"No","1986","(2b) intermediate general qualification","higher education","","","",""
"No","1986","(2a) intermediate vocational","in school","","","",""
"No","1986","(2a) intermediate vocational","inadequately","","","",""
"No","1986","(2a) intermediate vocational","general elemantary","","","",""
"No","1986","(2a) intermediate vocational","middle vocational","491","0.695524707388716","0.661840927359241","0.72920848741819"
"No","1986","(2a) intermediate vocational","vocational + Abi","","","",""
"No","1986","(2a) intermediate vocational","higher vocational","78","0.689271563235579","0.603942976997134","0.774600149474025"
"No","1986","(2a) intermediate vocational","higher education","","","",""
"No","1986","(2c_gen) general maturity certificate","in school","","","",""
"No","1986","(2c_gen) general maturity certificate","inadequately","","","",""
"No","1986","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","1986","(2c_gen) general maturity certificate","middle vocational","93","0.722293715997575","0.6418254983046","0.80276193369055"
"No","1986","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","1986","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","1986","(2c_gen) general maturity certificate","higher education","","","",""
"No","1986","(2c_voc) vocational maturity certificate","in school","","","",""
"No","1986","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","1986","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","1986","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","1986","(2c_voc) vocational maturity certificate","vocational + Abi","144","0.80399263703691","0.744666496499658","0.863318777574161"
"No","1986","(2c_voc) vocational maturity certificate","higher vocational","36","0.440059580949168","0.331284416900004","0.548834744998332"
"No","1986","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","1986","(3a) lower tertiary education","in school","","","",""
"No","1986","(3a) lower tertiary education","inadequately","","","",""
"No","1986","(3a) lower tertiary education","general elemantary","","","",""
"No","1986","(3a) lower tertiary education","middle vocational","","","",""
"No","1986","(3a) lower tertiary education","vocational + Abi","","","",""
"No","1986","(3a) lower tertiary education","higher vocational","","","",""
"No","1986","(3a) lower tertiary education","higher education","118","0.693964531671254","0.624069810959925","0.763859252382584"
"No","1986","(3b) higher tertiary education","in school","","","",""
"No","1986","(3b) higher tertiary education","inadequately","","","",""
"No","1986","(3b) higher tertiary education","general elemantary","","","",""
"No","1986","(3b) higher tertiary education","middle vocational","","","",""
