"pgoeffd","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","1992","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","1992","(2b) intermediate general qualification","higher education","","","",""
"Yes","1992","(2a) intermediate vocational","in school","","","",""
"Yes","1992","(2a) intermediate vocational","inadequately","","","",""
"Yes","1992","(2a) intermediate vocational","general elemantary","","","",""
"Yes","1992","(2a) intermediate vocational","middle vocational","508","0.31067308874612","0.288004897944752","0.333341279547489"
"Yes","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","1992","(2a) intermediate vocational","higher vocational","71","0.350908329521471","0.290275271955918","0.411541387087023"
"Yes","1992","(2a) intermediate vocational","higher education","","","",""
"Yes","1992","(2c_gen) general maturity certificate","in school","","","",""
"Yes","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","1992","(2c_gen) general maturity certificate","middle vocational","48","0.325624100749391","0.254763840772115","0.396484360726667"
"Yes","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","1992","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","1992","(2c_voc) vocational maturity certificate","vocational + Abi","48","0.237583823456305","0.184290901362207","0.290876745550402"
"Yes","1992","(2c_voc) vocational maturity certificate","higher vocational","55","0.551754394054043","0.45278676989622","0.650722018211866"
"Yes","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","1992","(3a) lower tertiary education","in school","","","",""
"Yes","1992","(3a) lower tertiary education","inadequately","","","",""
"Yes","1992","(3a) lower tertiary education","general elemantary","","","",""
"Yes","1992","(3a) lower tertiary education","middle vocational","","","",""
"Yes","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","1992","(3a) lower tertiary education","higher vocational","","","",""
"Yes","1992","(3a) lower tertiary education","higher education","264","0.384564119431159","0.346545306281","0.422582932581317"
"Yes","1992","(3b) higher tertiary education","in school","","","",""
"Yes","1992","(3b) higher tertiary education","inadequately","","","",""
"Yes","1992","(3b) higher tertiary education","general elemantary","","","",""
"Yes","1992","(3b) higher tertiary education","middle vocational","","","",""
"Yes","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","1992","(3b) higher tertiary education","higher vocational","","","",""
"Yes","1992","(3b) higher tertiary education","higher education","319","0.521234861066112","0.481785886190187","0.560683835942037"
"No","1992","(0) in school","in school","6","","",""
"No","1992","(0) in school","inadequately","","","",""
"No","1992","(0) in school","general elemantary","","","",""
"No","1992","(0) in school","middle vocational","1","","",""
"No","1992","(0) in school","vocational + Abi","","","",""
"No","1992","(0) in school","higher vocational","","","",""
"No","1992","(0) in school","higher education","","","",""
"No","1992","(1a) inadequately completed","in school","6","","",""
"No","1992","(1a) inadequately completed","inadequately","253","0.827542677217593","0.784286284369108","0.870799070066077"
"No","1992","(1a) inadequately completed","general elemantary","","","",""
"No","1992","(1a) inadequately completed","middle vocational","41","0.897087654778406","0.810221551536617","0.983953758020196"
"No","1992","(1a) inadequately completed","vocational + Abi","","","",""
"No","1992","(1a) inadequately completed","higher vocational","1","","",""
"No","1992","(1a) inadequately completed","higher education","","","",""
"No","1992","(1b) general elementary school","in school","","","",""
"No","1992","(1b) general elementary school","inadequately","10","","",""
"No","1992","(1b) general elementary school","general elemantary","887","0.822995269602109","0.799865390928982","0.846125148275236"
"No","1992","(1b) general elementary school","middle vocational","","","",""
"No","1992","(1b) general elementary school","vocational + Abi","","","",""
"No","1992","(1b) general elementary school","higher vocational","","","",""
"No","1992","(1b) general elementary school","higher education","","","",""
"No","1992","(1c) basic vocational qualification","in school","","","",""
"No","1992","(1c) basic vocational qualification","inadequately","","","",""
"No","1992","(1c) basic vocational qualification","general elemantary","","","",""
"No","1992","(1c) basic vocational qualification","middle vocational","1874","0.791639621598546","0.775170023483496","0.808109219713596"
"No","1992","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","1992","(1c) basic vocational qualification","higher vocational","156","0.735628933516642","0.675841307304595","0.79541655972869"
"No","1992","(1c) basic vocational qualification","higher education","","","",""
"No","1992","(2b) intermediate general qualification","in school","","","",""
"No","1992","(2b) intermediate general qualification","inadequately","","","",""
"No","1992","(2b) intermediate general qualification","general elemantary","228","0.735636197071875","0.687013718864458","0.784258675279293"
"No","1992","(2b) intermediate general qualification","middle vocational","","","",""
"No","1992","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","1992","(2b) intermediate general qualification","higher vocational","","","",""
"No","1992","(2b) intermediate general qualification","higher education","","","",""
"No","1992","(2a) intermediate vocational","in school","","","",""
"No","1992","(2a) intermediate vocational","inadequately","","","",""
"No","1992","(2a) intermediate vocational","general elemantary","","","",""
"No","1992","(2a) intermediate vocational","middle vocational","1093","0.68932691125388","0.666658720452511","0.711995102055248"
"No","1992","(2a) intermediate vocational","vocational + Abi","","","",""
"No","1992","(2a) intermediate vocational","higher vocational","167","0.649091670478529","0.588458612912977","0.709724728044082"
"No","1992","(2a) intermediate vocational","higher education","","","",""
"No","1992","(2c_gen) general maturity certificate","in school","","","",""
"No","1992","(2c_gen) general maturity certificate","inadequately","","","",""
"No","1992","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","1992","(2c_gen) general maturity certificate","middle vocational","120","0.674375899250609","0.603515639273333","0.745236159227885"
"No","1992","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","1992","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","1992","(2c_gen) general maturity certificate","higher education","","","",""
"No","1992","(2c_voc) vocational maturity certificate","in school","","","",""
"No","1992","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","1992","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","1992","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","1992","(2c_voc) vocational maturity certificate","vocational + Abi","197","0.762416176543695","0.709123254449598","0.815709098637793"
"No","1992","(2c_voc) vocational maturity certificate","higher vocational","42","0.448245605945957","0.349277981788134","0.54721323010378"
"No","1992","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","1992","(3a) lower tertiary education","in school","","","",""
"No","1992","(3a) lower tertiary education","inadequately","","","",""
"No","1992","(3a) lower tertiary education","general elemantary","","","",""
"No","1992","(3a) lower tertiary education","middle vocational","","","",""
"No","1992","(3a) lower tertiary education","vocational + Abi","","","",""
"No","1992","(3a) lower tertiary education","higher vocational","","","",""
"No","1992","(3a) lower tertiary education","higher education","365","0.615435880568841","0.577417067418683","0.653454693719"
"No","1992","(3b) higher tertiary education","in school","","","",""
"No","1992","(3b) higher tertiary education","inadequately","","","",""
"No","1992","(3b) higher tertiary education","general elemantary","","","",""
"No","1992","(3b) higher tertiary education","middle vocational","","","",""
"No","1992","(3b) higher tertiary education","vocational + Abi","","","",""
"No","1992","(3b) higher tertiary education","higher vocational","","","",""
"No","1992","(3b) higher tertiary education","higher education","297","0.478765138933888","0.439316164057963","0.518214113809814"
"Yes","1993","(0) in school","in school","2","","",""
"Yes","1993","(0) in school","inadequately","","","",""
"Yes","1993","(0) in school","general elemantary","","","",""
"Yes","1993","(0) in school","middle vocational","","","",""
"Yes","1993","(0) in school","vocational + Abi","","","",""
"Yes","1993","(0) in school","higher vocational","","","",""
"Yes","1993","(0) in school","higher education","","","",""
"Yes","1993","(1a) inadequately completed","in school","2","","",""
"Yes","1993","(1a) inadequately completed","inadequately","40","0.18286746804793","0.138529974147059","0.2272049619488"
"Yes","1993","(1a) inadequately completed","general elemantary","","","",""
"Yes","1993","(1a) inadequately completed","middle vocational","6","","",""
"Yes","1993","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","1993","(1a) inadequately completed","higher vocational","1","","",""
"Yes","1993","(1a) inadequately completed","higher education","","","",""
"Yes","1993","(1b) general elementary school","in school","","","",""
"Yes","1993","(1b) general elementary school","inadequately","1","","",""
"Yes","1993","(1b) general elementary school","general elemantary","141","0.168417438689461","0.145337554782821","0.191497322596101"
"Yes","1993","(1b) general elementary school","middle vocational","","","",""
"Yes","1993","(1b) general elementary school","vocational + Abi","","","",""
"Yes","1993","(1b) general elementary school","higher vocational","","","",""
"Yes","1993","(1b) general elementary school","higher education","","","",""
"Yes","1993","(1c) basic vocational qualification","in school","","","",""
"Yes","1993","(1c) basic vocational qualification","inadequately","","","",""
"Yes","1993","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","1993","(1c) basic vocational qualification","middle vocational","421","0.19796503720121","0.181374742094462","0.214555332307958"
"Yes","1993","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","1993","(1c) basic vocational qualification","higher vocational","41","0.238801623806624","0.178494996480309","0.299108251132939"
"Yes","1993","(1c) basic vocational qualification","higher education","","","",""
"Yes","1993","(2b) intermediate general qualification","in school","","","",""
"Yes","1993","(2b) intermediate general qualification","inadequately","","","",""
"Yes","1993","(2b) intermediate general qualification","general elemantary","97","0.307190678510649","0.255501663591287","0.358879693430011"
"Yes","1993","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","1993","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","1993","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","1993","(2b) intermediate general qualification","higher education","","","",""
"Yes","1993","(2a) intermediate vocational","in school","","","",""
"Yes","1993","(2a) intermediate vocational","inadequately","","","",""
"Yes","1993","(2a) intermediate vocational","general elemantary","","","",""
"Yes","1993","(2a) intermediate vocational","middle vocational","479","0.282931988455057","0.261018575070854","0.304845401839261"
"Yes","1993","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","1993","(2a) intermediate vocational","higher vocational","65","0.330288157185707","0.26976876063596","0.390807553735454"
"Yes","1993","(2a) intermediate vocational","higher education","","","",""
"Yes","1993","(2c_gen) general maturity certificate","in school","","","",""
"Yes","1993","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","1993","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","1993","(2c_gen) general maturity certificate","middle vocational","55","0.319653195424432","0.252634446138863","0.386671944710001"
"Yes","1993","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","1993","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","1993","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","vocational + Abi","53","0.222993737949983","0.172102838987831","0.273884636912135"
"Yes","1993","(2c_voc) vocational maturity certificate","higher vocational","54","0.536379705020728","0.434480319437307","0.638279090604149"
"Yes","1993","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","1993","(3a) lower tertiary education","in school","","","",""
"Yes","1993","(3a) lower tertiary education","inadequately","","","",""
"Yes","1993","(3a) lower tertiary education","general elemantary","","","",""
"Yes","1993","(3a) lower tertiary education","middle vocational","","","",""
"Yes","1993","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","1993","(3a) lower tertiary education","higher vocational","","","",""
"Yes","1993","(3a) lower tertiary education","higher education","263","0.383563160235804","0.345472047368152","0.421654273103456"
"Yes","1993","(3b) higher tertiary education","in school","","","",""
"Yes","1993","(3b) higher tertiary education","inadequately","","","",""
"Yes","1993","(3b) higher tertiary education","general elemantary","","","",""
"Yes","1993","(3b) higher tertiary education","middle vocational","","","",""
"Yes","1993","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","1993","(3b) higher tertiary education","higher vocational","","","",""
"Yes","1993","(3b) higher tertiary education","higher education","309","0.50828703489369","0.468516256477857","0.548057813309522"
"No","1993","(0) in school","in school","1","","",""
"No","1993","(0) in school","inadequately","","","",""
"No","1993","(0) in school","general elemantary","","","",""
"No","1993","(0) in school","middle vocational","","","",""
"No","1993","(0) in school","vocational + Abi","","","",""
"No","1993","(0) in school","higher vocational","","","",""
"No","1993","(0) in school","higher education","","","",""
"No","1993","(1a) inadequately completed","in school","6","","",""
"No","1993","(1a) inadequately completed","inadequately","252","0.81713253195207","0.7727950380512","0.861470025852941"
"No","1993","(1a) inadequately completed","general elemantary","","","",""
"No","1993","(1a) inadequately completed","middle vocational","37","0.788756866280399","0.666752115983097","0.910761616577701"
"No","1993","(1a) inadequately completed","vocational + Abi","","","",""
"No","1993","(1a) inadequately completed","higher vocational","1","","",""
"No","1993","(1a) inadequately completed","higher education","","","",""
"No","1993","(1b) general elementary school","in school","","","",""
"No","1993","(1b) general elementary school","inadequately","11","","",""
"No","1993","(1b) general elementary school","general elemantary","869","0.831582561310539","0.808502677403899","0.854662445217179"
"No","1993","(1b) general elementary school","middle vocational","","","",""
"No","1993","(1b) general elementary school","vocational + Abi","","","",""
"No","1993","(1b) general elementary school","higher vocational","","","",""
"No","1993","(1b) general elementary school","higher education","","","",""
"No","1993","(1c) basic vocational qualification","in school","","","",""
"No","1993","(1c) basic vocational qualification","inadequately","","","",""
"No","1993","(1c) basic vocational qualification","general elemantary","","","",""
"No","1993","(1c) basic vocational qualification","middle vocational","1795","0.80203496279879","0.785444667692042","0.818625257905538"
"No","1993","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","1993","(1c) basic vocational qualification","higher vocational","151","0.761198376193376","0.700891748867061","0.821505003519691"
"No","1993","(1c) basic vocational qualification","higher education","","","",""
"No","1993","(2b) intermediate general qualification","in school","","","",""
"No","1993","(2b) intermediate general qualification","inadequately","","","",""
"No","1993","(2b) intermediate general qualification","general elemantary","209","0.692809321489351","0.641120306569989","0.744498336408713"
"No","1993","(2b) intermediate general qualification","middle vocational","","","",""
"No","1993","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","1993","(2b) intermediate general qualification","higher vocational","","","",""
"No","1993","(2b) intermediate general qualification","higher education","","","",""
"No","1993","(2a) intermediate vocational","in school","","","",""
"No","1993","(2a) intermediate vocational","inadequately","","","",""
"No","1993","(2a) intermediate vocational","general elemantary","","","",""
"No","1993","(2a) intermediate vocational","middle vocational","1144","0.717068011544943","0.695154598160739","0.738981424929146"
"No","1993","(2a) intermediate vocational","vocational + Abi","","","",""
"No","1993","(2a) intermediate vocational","higher vocational","167","0.669711842814293","0.609192446264546","0.73023123936404"
"No","1993","(2a) intermediate vocational","higher education","","","",""
"No","1993","(2c_gen) general maturity certificate","in school","","","",""
"No","1993","(2c_gen) general maturity certificate","inadequately","","","",""
"No","1993","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","1993","(2c_gen) general maturity certificate","middle vocational","131","0.680346804575568","0.613328055289999","0.747365553861137"
"No","1993","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","1993","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","1993","(2c_gen) general maturity certificate","higher education","","","",""
"No","1993","(2c_voc) vocational maturity certificate","in school","","","",""
"No","1993","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","1993","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","1993","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","1993","(2c_voc) vocational maturity certificate","vocational + Abi","204","0.777006262050017","0.726115363087865","0.827897161012169"
"No","1993","(2c_voc) vocational maturity certificate","higher vocational","38","0.463620294979272","0.361720909395851","0.565519680562693"
"No","1993","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","1993","(3a) lower tertiary education","in school","","","",""
"No","1993","(3a) lower tertiary education","inadequately","","","",""
"No","1993","(3a) lower tertiary education","general elemantary","","","",""
"No","1993","(3a) lower tertiary education","middle vocational","","","",""
"No","1993","(3a) lower tertiary education","vocational + Abi","","","",""
"No","1993","(3a) lower tertiary education","higher vocational","","","",""
"No","1993","(3a) lower tertiary education","higher education","363","0.616436839764196","0.578345726896544","0.654527952631848"
"No","1993","(3b) higher tertiary education","in school","","","",""
"No","1993","(3b) higher tertiary education","inadequately","","","",""
"No","1993","(3b) higher tertiary education","general elemantary","","","",""
"No","1993","(3b) higher tertiary education","middle vocational","","","",""
"No","1993","(3b) higher tertiary education","vocational + Abi","","","",""
"No","1993","(3b) higher tertiary education","higher vocational","","","",""
"No","1993","(3b) higher tertiary education","higher education","298","0.49171296510631","0.451942186690478","0.531483743522143"
"Yes","1994","(0) in school","in school","1","","",""
"Yes","1994","(0) in school","inadequately","","","",""
"Yes","1994","(0) in school","general elemantary","","","",""
"Yes","1994","(0) in school","middle vocational","","","",""
"Yes","1994","(0) in school","vocational + Abi","","","",""
"Yes","1994","(0) in school","higher vocational","","","",""
"Yes","1994","(0) in school","higher education","","","",""
"Yes","1994","(1a) inadequately completed","in school","2","","",""
"Yes","1994","(1a) inadequately completed","inadequately","33","0.152370234219997","0.108086830165407","0.196653638274587"
"Yes","1994","(1a) inadequately completed","general elemantary","","","",""
"Yes","1994","(1a) inadequately completed","middle vocational","6","","",""
"Yes","1994","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","1994","(1a) inadequately completed","higher vocational","2","","",""
"Yes","1994","(1a) inadequately completed","higher education","","","",""
"Yes","1994","(1b) general elementary school","in school","","","",""
"Yes","1994","(1b) general elementary school","inadequately","1","","",""
"Yes","1994","(1b) general elementary school","general elemantary","110","0.157099563088815","0.132461775324343","0.181737350853287"
"Yes","1994","(1b) general elementary school","middle vocational","","","",""
"Yes","1994","(1b) general elementary school","vocational + Abi","","","",""
"Yes","1994","(1b) general elementary school","higher vocational","","","",""
"Yes","1994","(1b) general elementary school","higher education","","","",""
"Yes","1994","(1c) basic vocational qualification","in school","","","",""
"Yes","1994","(1c) basic vocational qualification","inadequately","","","",""
"Yes","1994","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","1994","(1c) basic vocational qualification","middle vocational","390","0.20217340001985","0.184723933753115","0.219622866286584"
"Yes","1994","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","1994","(1c) basic vocational qualification","higher vocational","42","0.226119282071925","0.164492815203754","0.287745748940096"
"Yes","1994","(1c) basic vocational qualification","higher education","","","",""
"Yes","1994","(2b) intermediate general qualification","in school","","","",""
"Yes","1994","(2b) intermediate general qualification","inadequately","","","",""
"Yes","1994","(2b) intermediate general qualification","general elemantary","79","0.321102951938337","0.26402010320415","0.378185800672524"
"Yes","1994","(2b) intermediate general qualification","middle vocational","","","",""
"Yes","1994","(2b) intermediate general qualification","vocational + Abi","","","",""
"Yes","1994","(2b) intermediate general qualification","higher vocational","","","",""
"Yes","1994","(2b) intermediate general qualification","higher education","","","",""
"Yes","1994","(2a) intermediate vocational","in school","","","",""
"Yes","1994","(2a) intermediate vocational","inadequately","","","",""
"Yes","1994","(2a) intermediate vocational","general elemantary","","","",""
"Yes","1994","(2a) intermediate vocational","middle vocational","459","0.290666819749166","0.268206231215368","0.313127408282963"
"Yes","1994","(2a) intermediate vocational","vocational + Abi","","","",""
"Yes","1994","(2a) intermediate vocational","higher vocational","70","0.321436195439201","0.262715973440276","0.380156417438127"
"Yes","1994","(2a) intermediate vocational","higher education","","","",""
"Yes","1994","(2c_gen) general maturity certificate","in school","","","",""
"Yes","1994","(2c_gen) general maturity certificate","inadequately","","","",""
"Yes","1994","(2c_gen) general maturity certificate","general elemantary","","","",""
"Yes","1994","(2c_gen) general maturity certificate","middle vocational","52","0.284113231650314","0.219817064153127","0.348409399147501"
"Yes","1994","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Yes","1994","(2c_gen) general maturity certificate","higher vocational","","","",""
"Yes","1994","(2c_gen) general maturity certificate","higher education","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","in school","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","vocational + Abi","50","0.230687181827055","0.178674285658011","0.282700077996099"
"Yes","1994","(2c_voc) vocational maturity certificate","higher vocational","54","0.584204971029207","0.48123062905742","0.687179313000994"
"Yes","1994","(2c_voc) vocational maturity certificate","higher education","","","",""
"Yes","1994","(3a) lower tertiary education","in school","","","",""
"Yes","1994","(3a) lower tertiary education","inadequately","","","",""
"Yes","1994","(3a) lower tertiary education","general elemantary","","","",""
"Yes","1994","(3a) lower tertiary education","middle vocational","","","",""
"Yes","1994","(3a) lower tertiary education","vocational + Abi","","","",""
"Yes","1994","(3a) lower tertiary education","higher vocational","","","",""
"Yes","1994","(3a) lower tertiary education","higher education","254","0.374620625283867","0.336397573913582","0.412843676654152"
"Yes","1994","(3b) higher tertiary education","in school","","","",""
"Yes","1994","(3b) higher tertiary education","inadequately","","","",""
"Yes","1994","(3b) higher tertiary education","general elemantary","","","",""
"Yes","1994","(3b) higher tertiary education","middle vocational","","","",""
"Yes","1994","(3b) higher tertiary education","vocational + Abi","","","",""
"Yes","1994","(3b) higher tertiary education","higher vocational","","","",""
"Yes","1994","(3b) higher tertiary education","higher education","312","0.506348480814175","0.467026328099275","0.545670633529075"
"No","1994","(0) in school","in school","2","","",""
"No","1994","(0) in school","inadequately","","","",""
"No","1994","(0) in school","general elemantary","","","",""
"No","1994","(0) in school","middle vocational","","","",""
"No","1994","(0) in school","vocational + Abi","","","",""
"No","1994","(0) in school","higher vocational","","","",""
"No","1994","(0) in school","higher education","","","",""
"No","1994","(1a) inadequately completed","in school","6","","",""
"No","1994","(1a) inadequately completed","inadequately","220","0.847629765780003","0.803346361725413","0.891913169834593"
"No","1994","(1a) inadequately completed","general elemantary","","","",""
"No","1994","(1a) inadequately completed","middle vocational","34","0.792480215846859","0.666807192444108","0.91815323924961"
"No","1994","(1a) inadequately completed","vocational + Abi","","","",""
"No","1994","(1a) inadequately completed","higher vocational","2","","",""
"No","1994","(1a) inadequately completed","higher education","","","",""
"No","1994","(1b) general elementary school","in school","","","",""
"No","1994","(1b) general elementary school","inadequately","9","","",""
"No","1994","(1b) general elementary school","general elemantary","728","0.842900436911185","0.818262649146713","0.867538224675658"
"No","1994","(1b) general elementary school","middle vocational","","","",""
"No","1994","(1b) general elementary school","vocational + Abi","","","",""
"No","1994","(1b) general elementary school","higher vocational","","","",""
"No","1994","(1b) general elementary school","higher education","","","",""
"No","1994","(1c) basic vocational qualification","in school","","","",""
"No","1994","(1c) basic vocational qualification","inadequately","","","",""
"No","1994","(1c) basic vocational qualification","general elemantary","","","",""
"No","1994","(1c) basic vocational qualification","middle vocational","1645","0.79782659998015","0.780377133713416","0.815276066246885"
"No","1994","(1c) basic vocational qualification","vocational + Abi","","","",""
"No","1994","(1c) basic vocational qualification","higher vocational","135","0.773880717928075","0.712254251059904","0.835507184796246"
"No","1994","(1c) basic vocational qualification","higher education","","","",""
"No","1994","(2b) intermediate general qualification","in school","","","",""
"No","1994","(2b) intermediate general qualification","inadequately","","","",""
"No","1994","(2b) intermediate general qualification","general elemantary","178","0.678897048061663","0.621814199327476","0.73597989679585"
"No","1994","(2b) intermediate general qualification","middle vocational","","","",""
"No","1994","(2b) intermediate general qualification","vocational + Abi","","","",""
"No","1994","(2b) intermediate general qualification","higher vocational","","","",""
"No","1994","(2b) intermediate general qualification","higher education","","","",""
"No","1994","(2a) intermediate vocational","in school","","","",""
"No","1994","(2a) intermediate vocational","inadequately","","","",""
"No","1994","(2a) intermediate vocational","general elemantary","","","",""
"No","1994","(2a) intermediate vocational","middle vocational","1111","0.709333180250834","0.686872591717037","0.731793768784632"
"No","1994","(2a) intermediate vocational","vocational + Abi","","","",""
"No","1994","(2a) intermediate vocational","higher vocational","173","0.678563804560799","0.619843582561873","0.737284026559724"
"No","1994","(2a) intermediate vocational","higher education","","","",""
"No","1994","(2c_gen) general maturity certificate","in school","","","",""
"No","1994","(2c_gen) general maturity certificate","inadequately","","","",""
"No","1994","(2c_gen) general maturity certificate","general elemantary","","","",""
"No","1994","(2c_gen) general maturity certificate","middle vocational","137","0.715886768349686","0.651590600852499","0.780182935846873"
"No","1994","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"No","1994","(2c_gen) general maturity certificate","higher vocational","","","",""
"No","1994","(2c_gen) general maturity certificate","higher education","","","",""
"No","1994","(2c_voc) vocational maturity certificate","in school","","","",""
"No","1994","(2c_voc) vocational maturity certificate","inadequately","","","",""
"No","1994","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"No","1994","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"No","1994","(2c_voc) vocational maturity certificate","vocational + Abi","202","0.769312818172945","0.7172999220039","0.821325714341989"
"No","1994","(2c_voc) vocational maturity certificate","higher vocational","34","0.415795028970793","0.312820686999006","0.51876937094258"
"No","1994","(2c_voc) vocational maturity certificate","higher education","","","",""
"No","1994","(3a) lower tertiary education","in school","","","",""
"No","1994","(3a) lower tertiary education","inadequately","","","",""
"No","1994","(3a) lower tertiary education","general elemantary","","","",""
"No","1994","(3a) lower tertiary education","middle vocational","","","",""
"No","1994","(3a) lower tertiary education","vocational + Abi","","","",""
"No","1994","(3a) lower tertiary education","higher vocational","","","",""
"No","1994","(3a) lower tertiary education","higher education","362","0.625379374716133","0.587156323345848","0.663602426086418"
"No","1994","(3b) higher tertiary education","in school","","","",""
"No","1994","(3b) higher tertiary education","inadequately","","","",""
"No","1994","(3b) higher tertiary education","general elemantary","","","",""
"No","1994","(3b) higher tertiary education","middle vocational","","","",""
"No","1994","(3b) higher tertiary education","vocational + Abi","","","",""
"No","1994","(3b) higher tertiary education","higher vocational","","","",""
"No","1994","(3b) higher tertiary education","higher education","309","0.493651519185825","0.454329366470925","0.532973671900725"
"Yes","1995","(0) in school","in school","","","",""
"Yes","1995","(0) in school","inadequately","","","",""
"Yes","1995","(0) in school","general elemantary","","","",""
"Yes","1995","(0) in school","middle vocational","","","",""
"Yes","1995","(0) in school","vocational + Abi","","","",""
"Yes","1995","(0) in school","higher vocational","","","",""
"Yes","1995","(0) in school","higher education","","","",""
"Yes","1995","(1a) inadequately completed","in school","3","","",""
"Yes","1995","(1a) inadequately completed","inadequately","36","0.195786745599942","0.143706512842008","0.247866978357876"
"Yes","1995","(1a) inadequately completed","general elemantary","","","",""
"Yes","1995","(1a) inadequately completed","middle vocational","4","","",""
"Yes","1995","(1a) inadequately completed","vocational + Abi","","","",""
"Yes","1995","(1a) inadequately completed","higher vocational","2","","",""
"Yes","1995","(1a) inadequately completed","higher education","","","",""
"Yes","1995","(1b) general elementary school","in school","","","",""
"Yes","1995","(1b) general elementary school","inadequately","3","","",""
"Yes","1995","(1b) general elementary school","general elemantary","110","0.154530116684616","0.130316099516422","0.178744133852811"
"Yes","1995","(1b) general elementary school","middle vocational","","","",""
"Yes","1995","(1b) general elementary school","vocational + Abi","","","",""
"Yes","1995","(1b) general elementary school","higher vocational","","","",""
"Yes","1995","(1b) general elementary school","higher education","","","",""
"Yes","1995","(1c) basic vocational qualification","in school","","","",""
"Yes","1995","(1c) basic vocational qualification","inadequately","","","",""
"Yes","1995","(1c) basic vocational qualification","general elemantary","","","",""
"Yes","1995","(1c) basic vocational qualification","middle vocational","395","0.204884644504239","0.187671076098562","0.222098212909915"
"Yes","1995","(1c) basic vocational qualification","vocational + Abi","","","",""
"Yes","1995","(1c) basic vocational qualification","higher vocational","42","0.234904824096369","0.172094249504145","0.297715398688592"
"Yes","1995","(1c) basic vocational qualification","higher education","","","",""
