"pgoeffd","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2012","Part Time","higher vocational","193","0.697580130513297","0.642996068614177","0.752164192412417"
"No","2012","Part Time","higher education","744","0.631568686070614","0.604599942643727","0.658537429497501"
"No","2012","Not Working","in school","9","","",""
"No","2012","Not Working","inadequately","10","","",""
"No","2012","Not Working","general elemantary","42","0.592198520336569","0.458629888705197","0.725767151967941"
"No","2012","Not Working","middle vocational","188","0.862172501404262","0.816412622665953","0.907932380142571"
"No","2012","Not Working","vocational + Abi","33","0.858889671913739","0.746714867752481","0.971064476074997"
"No","2012","Not Working","higher vocational","13","","",""
"No","2012","Not Working","higher education","46","0.65812873243338","0.548564558247342","0.767692906619418"
"Yes","2013","Full Time","in school","","","",""
"Yes","2013","Full Time","inadequately","6","","",""
"Yes","2013","Full Time","general elemantary","77","0.169987541324981","0.138652562613685","0.201322520036277"
"Yes","2013","Full Time","middle vocational","824","0.212094750529091","0.199399394211579","0.224790106846603"
"Yes","2013","Full Time","vocational + Abi","165","0.246780053644037","0.215089543971278","0.278470563316795"
"Yes","2013","Full Time","higher vocational","188","0.270008010726328","0.23799892691679","0.302017094535866"
"Yes","2013","Full Time","higher education","979","0.398127416953053","0.378771719008039","0.417483114898067"
"Yes","2013","Part Time","in school","3","","",""
"Yes","2013","Part Time","inadequately","5","","",""
"Yes","2013","Part Time","general elemantary","75","0.181987355290397","0.147613675612433","0.216361034968361"
"Yes","2013","Part Time","middle vocational","549","0.200819559460239","0.185908840508881","0.215730278411596"
"Yes","2013","Part Time","vocational + Abi","117","0.246441186973388","0.209753073650272","0.283129300296505"
"Yes","2013","Part Time","higher vocational","91","0.340405628810944","0.282697758676253","0.398113498945636"
"Yes","2013","Part Time","higher education","485","0.432621255083242","0.403435916352995","0.461806593813489"
"Yes","2013","Not Working","in school","4","","",""
"Yes","2013","Not Working","inadequately","10","","",""
"Yes","2013","Not Working","general elemantary","69","0.118828320420996","0.0945961089739797","0.143060531868012"
"Yes","2013","Not Working","middle vocational","160","0.129464957890212","0.110891384158304","0.148038531622119"
"Yes","2013","Not Working","vocational + Abi","68","0.12937400061821","0.0980506568776914","0.160697344358729"
"Yes","2013","Not Working","higher vocational","7","","",""
"Yes","2013","Not Working","higher education","173","0.241084583250366","0.210097980983092","0.27207118551764"
"No","2013","Full Time","in school","3","","",""
"No","2013","Full Time","inadequately","55","0.863827166680444","0.777759141251885","0.949895192109003"
"No","2013","Full Time","general elemantary","475","0.830012458675019","0.798677479963723","0.861347437386315"
"No","2013","Full Time","middle vocational","3159","0.787905249470909","0.775209893153397","0.800600605788421"
"No","2013","Full Time","vocational + Abi","546","0.753219946355963","0.721529436683205","0.784910456028722"
"No","2013","Full Time","higher vocational","551","0.729991989273672","0.697982905464134","0.76200107308321"
"No","2013","Full Time","higher education","1478","0.601872583046947","0.582516885101933","0.621228280991961"
"No","2013","Part Time","in school","54","0.889643451519402","0.808300915020528","0.970985988018277"
"No","2013","Part Time","inadequately","54","0.937352443783719","0.875518690265755","0.999186197301683"
"No","2013","Part Time","general elemantary","409","0.818012644709603","0.783638965031639","0.852386324387567"
"No","2013","Part Time","middle vocational","2224","0.799180440539761","0.784269721588404","0.814091159491119"
"No","2013","Part Time","vocational + Abi","413","0.753558813026612","0.716870699703495","0.790246926349728"
"No","2013","Part Time","higher vocational","168","0.659594371189056","0.601886501054364","0.717302241323747"
"No","2013","Part Time","higher education","622","0.567378744916758","0.538193406186511","0.596564083647005"
"No","2013","Not Working","in school","29","","",""
"No","2013","Not Working","inadequately","115","0.914247162703634","0.865162123258911","0.963332202148358"
"No","2013","Not Working","general elemantary","616","0.881171679579004","0.856939468131988","0.90540389102602"
"No","2013","Not Working","middle vocational","1095","0.870535042109788","0.851961468377881","0.889108615841696"
"No","2013","Not Working","vocational + Abi","373","0.87062599938179","0.839302655641271","0.901949343122309"
"No","2013","Not Working","higher vocational","42","0.808758112492731","0.698641995958543","0.918874229026918"
"No","2013","Not Working","higher education","559","0.758915416749634","0.727928814482359","0.789902019016908"
"Yes","2014","Full Time","in school","1","","",""
"Yes","2014","Full Time","inadequately","10","","",""
"Yes","2014","Full Time","general elemantary","82","0.125581787785099","0.101224091073905","0.149939484496294"
"Yes","2014","Full Time","middle vocational","781","0.204633254247916","0.192264738334437","0.217001770161396"
"Yes","2014","Full Time","vocational + Abi","167","0.217353148024632","0.189243123472294","0.24546317257697"
"Yes","2014","Full Time","higher vocational","176","0.259595748223366","0.226349465071811","0.292842031374921"
"Yes","2014","Full Time","higher education","974","0.393769380238713","0.37488718368911","0.412651576788316"
"Yes","2014","Part Time","in school","5","","",""
"Yes","2014","Part Time","inadequately","5","","",""
"Yes","2014","Part Time","general elemantary","87","0.150717638222575","0.122372376441565","0.179062900003585"
"Yes","2014","Part Time","middle vocational","582","0.218070967192806","0.202679390260655","0.233462544124957"
"Yes","2014","Part Time","vocational + Abi","146","0.233417846531737","0.199766679778153","0.26706901328532"
"Yes","2014","Part Time","higher vocational","86","0.336364620588479","0.279045732425279","0.393683508751679"
"Yes","2014","Part Time","higher education","491","0.4381119533029","0.410270902451595","0.465953004154205"
"Yes","2014","Not Working","in school","","","",""
"Yes","2014","Not Working","inadequately","1","","",""
"Yes","2014","Not Working","general elemantary","10","","",""
"Yes","2014","Not Working","middle vocational","50","0.204157271616232","0.154290955814286","0.254023587418178"
"Yes","2014","Not Working","vocational + Abi","7","","",""
"Yes","2014","Not Working","higher vocational","3","","",""
"Yes","2014","Not Working","higher education","33","0.482778925963518","0.377776164016457","0.587781687910579"
"No","2014","Full Time","in school","2","","",""
"No","2014","Full Time","inadequately","71","0.87755664608611","0.806171020474814","0.948942271697405"
"No","2014","Full Time","general elemantary","629","0.874418212214901","0.850060515503706","0.898775908926095"
"No","2014","Full Time","middle vocational","3306","0.795366745752084","0.782998229838604","0.807735261665563"
"No","2014","Full Time","vocational + Abi","660","0.782646851975368","0.75453682742303","0.810756876527706"
"No","2014","Full Time","higher vocational","492","0.740404251776633","0.707157968625079","0.773650534928188"
"No","2014","Full Time","higher education","1598","0.606230619761287","0.587348423211683","0.62511281631089"
"No","2014","Part Time","in school","38","0.88717812119034","0.79261627587084","0.981739966509841"
"No","2014","Part Time","inadequately","79","0.944554835375588","0.89561597245437","0.993493698296805"
"No","2014","Part Time","general elemantary","525","0.849282361777425","0.820937099996415","0.877627623558435"
"No","2014","Part Time","middle vocational","2183","0.781929032807194","0.766537455875043","0.797320609739345"
"No","2014","Part Time","vocational + Abi","461","0.766582153468263","0.73293098671468","0.800233320221847"
"No","2014","Part Time","higher vocational","175","0.663635379411521","0.606316491248321","0.720954267574721"
"No","2014","Part Time","higher education","729","0.5618880466971","0.534046995845795","0.589729097548405"
"No","2014","Not Working","in school","16","","",""
"No","2014","Not Working","inadequately","13","","",""
"No","2014","Not Working","general elemantary","90","0.888913184611372","0.827323352069257","0.950503017153488"
"No","2014","Not Working","middle vocational","201","0.795842728383768","0.745976412581822","0.845709044185714"
"No","2014","Not Working","vocational + Abi","50","0.894237552757569","0.814400800658492","0.974074304856645"
"No","2014","Not Working","higher vocational","19","","",""
"No","2014","Not Working","higher education","54","0.517221074036482","0.412218312089421","0.622223835983543"
"Yes","2015","Full Time","in school","","","",""
"Yes","2015","Full Time","inadequately","13","","",""
"Yes","2015","Full Time","general elemantary","70","0.109589063070256","0.0849608612774194","0.134217264863093"
"Yes","2015","Full Time","middle vocational","739","0.204996924666808","0.192134270164252","0.217859579169364"
"Yes","2015","Full Time","vocational + Abi","180","0.211713215641959","0.183439882270337","0.239986549013582"
"Yes","2015","Full Time","higher vocational","167","0.275460946822402","0.240983972034701","0.309937921610103"
"Yes","2015","Full Time","higher education","915","0.402172463019955","0.382583828241157","0.421761097798754"
"Yes","2015","Part Time","in school","4","","",""
"Yes","2015","Part Time","inadequately","5","","",""
"Yes","2015","Part Time","general elemantary","75","0.157467883463962","0.126100922850303","0.188834844077622"
"Yes","2015","Part Time","middle vocational","530","0.19770778835023","0.182454674253471","0.212960902446988"
"Yes","2015","Part Time","vocational + Abi","139","0.254512267495556","0.219032283123297","0.289992251867815"
"Yes","2015","Part Time","higher vocational","85","0.321269003889334","0.263842220972262","0.378695786806407"
"Yes","2015","Part Time","higher education","488","0.397379372890778","0.369242898122278","0.425515847659279"
"Yes","2015","Not Working","in school","4","","",""
"Yes","2015","Not Working","inadequately","3","","",""
"Yes","2015","Not Working","general elemantary","9","","",""
"Yes","2015","Not Working","middle vocational","54","0.163641113179389","0.129648469395866","0.197633756962912"
"Yes","2015","Not Working","vocational + Abi","19","","",""
"Yes","2015","Not Working","higher vocational","5","","",""
"Yes","2015","Not Working","higher education","93","0.240287925608464","0.200679751901571","0.279896099315358"
"No","2015","Full Time","in school","2","","",""
"No","2015","Full Time","inadequately","59","0.719436696295137","0.615661498630218","0.823211893960055"
"No","2015","Full Time","general elemantary","548","0.890410936929744","0.865782735136907","0.91503913872258"
"No","2015","Full Time","middle vocational","3045","0.795003075333192","0.782140420830636","0.807865729835748"
"No","2015","Full Time","vocational + Abi","622","0.788286784358041","0.760013450986418","0.816560117729663"
"No","2015","Full Time","higher vocational","478","0.724539053177598","0.690062078389897","0.759016027965299"
"No","2015","Full Time","higher education","1492","0.597827536980045","0.578238902201246","0.617416171758843"
"No","2015","Part Time","in school","25","","",""
"No","2015","Part Time","inadequately","56","0.946785002796095","0.890456801883645","1.00311320370855"
"No","2015","Part Time","general elemantary","443","0.842532116536038","0.811165155922378","0.873899077149697"
"No","2015","Part Time","middle vocational","2089","0.80229221164977","0.787039097553012","0.817545325746528"
"No","2015","Part Time","vocational + Abi","440","0.745487732504444","0.710007748132185","0.780967716876703"
"No","2015","Part Time","higher vocational","169","0.678730996110666","0.621304213193593","0.736157779027738"
"No","2015","Part Time","higher education","674","0.602620627109221","0.574484152340721","0.630757101877722"
"No","2015","Not Working","in school","19","","",""
"No","2015","Not Working","inadequately","63","0.766847591542334","0.664835745862897","0.868859437221771"
"No","2015","Not Working","general elemantary","213","0.89181602862067","0.850956749445805","0.932675307795535"
"No","2015","Not Working","middle vocational","401","0.836358886820611","0.802366243037088","0.870351530604134"
"No","2015","Not Working","vocational + Abi","143","0.843117026980795","0.787112592109062","0.899121461852527"
"No","2015","Not Working","higher vocational","9","","",""
"No","2015","Not Working","higher education","354","0.759712074391536","0.720103900684642","0.799320248098429"
"Yes","2016","Full Time","in school","","","",""
"Yes","2016","Full Time","inadequately","9","","",""
"Yes","2016","Full Time","general elemantary","87","0.161685514381901","0.131800542245117","0.191570486518686"
"Yes","2016","Full Time","middle vocational","686","0.201998251670022","0.188872179694498","0.215124323645546"
"Yes","2016","Full Time","vocational + Abi","182","0.194392757057021","0.167820403982611","0.22096511013143"
"Yes","2016","Full Time","higher vocational","174","0.309954928942214","0.273133572648295","0.346776285236133"
"Yes","2016","Full Time","higher education","911","0.392741592798017","0.373203476660889","0.412279708935144"
"Yes","2016","Part Time","in school","5","","",""
"Yes","2016","Part Time","inadequately","4","","",""
"Yes","2016","Part Time","general elemantary","70","0.110637405412751","0.0838560098269196","0.137418800998582"
"Yes","2016","Part Time","middle vocational","501","0.207864505251434","0.191942318222991","0.223786692279876"
"Yes","2016","Part Time","vocational + Abi","143","0.24735983323681","0.21263189263356","0.282087773840061"
"Yes","2016","Part Time","higher vocational","76","0.352661732215221","0.290230538228782","0.415092926201659"
"Yes","2016","Part Time","higher education","480","0.388657119297246","0.361135099001033","0.416179139593458"
"Yes","2016","Not Working","in school","2","","",""
"Yes","2016","Not Working","inadequately","11","","",""
"Yes","2016","Not Working","general elemantary","11","","",""
"Yes","2016","Not Working","middle vocational","47","0.160902388964269","0.117474448623745","0.204330329304794"
"Yes","2016","Not Working","vocational + Abi","5","","",""
"Yes","2016","Not Working","higher vocational","3","","",""
"Yes","2016","Not Working","higher education","41","0.430989230152801","0.355427904067695","0.506550556237907"
"No","2016","Full Time","in school","","","",""
"No","2016","Full Time","inadequately","54","0.755709632186807","0.649611322037316","0.861807942336299"
"No","2016","Full Time","general elemantary","496","0.838314485618099","0.808429513481314","0.868199457754883"
"No","2016","Full Time","middle vocational","2908","0.798001748329978","0.784875676354454","0.811127820305502"
"No","2016","Full Time","vocational + Abi","670","0.805607242942979","0.77903488986857","0.832179596017389"
"No","2016","Full Time","higher vocational","432","0.690045071057786","0.653223714763867","0.726866427351705"
"No","2016","Full Time","higher education","1489","0.607258407201983","0.587720291064856","0.626796523339111"
"No","2016","Part Time","in school","36","0.96524476262097","0.909180641406467","1.02130888383547"
"No","2016","Part Time","inadequately","77","0.972231707566619","0.936449670678846","1.00801374445439"
"No","2016","Part Time","general elemantary","457","0.889362594587249","0.862581199001418","0.91614399017308"
"No","2016","Part Time","middle vocational","1994","0.792135494748566","0.776213307720123","0.808057681777009"
"No","2016","Part Time","vocational + Abi","450","0.752640166763189","0.717912226159939","0.78736810736644"
"No","2016","Part Time","higher vocational","149","0.647338267784779","0.584907073798341","0.709769461771218"
"No","2016","Part Time","higher education","725","0.611342880702754","0.583820860406542","0.638864900998967"
"No","2016","Not Working","in school","12","","",""
"No","2016","Not Working","inadequately","130","0.666899208754268","0.589103352010842","0.744695065497695"
"No","2016","Not Working","general elemantary","144","0.915427430007112","0.871623914497968","0.959230945516256"
"No","2016","Not Working","middle vocational","228","0.839097611035731","0.795669670695206","0.882525551376255"
"No","2016","Not Working","vocational + Abi","45","0.84151372722201","0.740288323576404","0.942739130867617"
"No","2016","Not Working","higher vocational","8","","",""
"No","2016","Not Working","higher education","124","0.569010769847199","0.493449443762093","0.644572095932305"
"Yes","2017","Full Time","in school","","","",""
"Yes","2017","Full Time","inadequately","9","","",""
"Yes","2017","Full Time","general elemantary","97","0.154478609260245","0.127374557734629","0.181582660785861"
"Yes","2017","Full Time","middle vocational","804","0.191552610225073","0.179568302210811","0.203536918239336"
"Yes","2017","Full Time","vocational + Abi","207","0.217839915878357","0.191353461576369","0.244326370180346"
"Yes","2017","Full Time","higher vocational","199","0.307698243352211","0.273109859867791","0.342286626836632"
"Yes","2017","Full Time","higher education","1014","0.387013995532655","0.368719818175647","0.405308172889662"
"Yes","2017","Part Time","in school","2","","",""
"Yes","2017","Part Time","inadequately","7","","",""
"Yes","2017","Part Time","general elemantary","88","0.169261283520167","0.138770325829786","0.199752241210549"
"Yes","2017","Part Time","middle vocational","589","0.202429950212894","0.187522959686913","0.217336940738876"
"Yes","2017","Part Time","vocational + Abi","162","0.226297984143954","0.194917116581155","0.257678851706754"
"Yes","2017","Part Time","higher vocational","83","0.380957313828352","0.320395611988435","0.44151901566827"
"Yes","2017","Part Time","higher education","566","0.412929913727755","0.387064964990661","0.438794862464849"
"Yes","2017","Not Working","in school","3","","",""
"Yes","2017","Not Working","inadequately","17","","",""
"Yes","2017","Not Working","general elemantary","19","","",""
"Yes","2017","Not Working","middle vocational","53","0.177728095984472","0.136166503448168","0.219289688520776"
"Yes","2017","Not Working","vocational + Abi","5","","",""
"Yes","2017","Not Working","higher vocational","4","","",""
"Yes","2017","Not Working","higher education","49","0.384113714587416","0.318486036843942","0.44974139233089"
"No","2017","Full Time","in school","1","","",""
"No","2017","Full Time","inadequately","78","0.895829782407061","0.83163895129746","0.960020613516662"
"No","2017","Full Time","general elemantary","586","0.845521390739755","0.818417339214139","0.872625442265372"
"No","2017","Full Time","middle vocational","3338","0.808447389774926","0.796463081760664","0.820431697789189"
"No","2017","Full Time","vocational + Abi","726","0.782160084121643","0.755673629819654","0.808646538423631"
"No","2017","Full Time","higher vocational","485","0.692301756647789","0.657713373163368","0.72689014013221"
"No","2017","Full Time","higher education","1709","0.612986004467346","0.594691827110338","0.631280181824353"
"No","2017","Part Time","in school","44","0.975304068036475","0.930455156948809","1.02015297912414"
"No","2017","Part Time","inadequately","96","0.9203215516553","0.868025402716732","0.972617700593869"
"No","2017","Part Time","general elemantary","493","0.830738716479833","0.800247758789451","0.861229674170214"
"No","2017","Part Time","middle vocational","2202","0.797570049787106","0.782663059261125","0.812477040313087"
"No","2017","Part Time","vocational + Abi","521","0.773702015856046","0.742321148293246","0.805082883418845"
"No","2017","Part Time","higher vocational","164","0.619042686171648","0.55848098433173","0.679604388011565"
"No","2017","Part Time","higher education","826","0.587070086272245","0.561205137535151","0.612935035009339"
"No","2017","Not Working","in school","21","","",""
"No","2017","Not Working","inadequately","190","0.948652774069415","0.918586815715644","0.978718732423185"
"No","2017","Not Working","general elemantary","218","0.836200599811053","0.789082766771242","0.883318432850865"
"No","2017","Not Working","middle vocational","272","0.822271904015528","0.780710311479224","0.863833496551832"
"No","2017","Not Working","vocational + Abi","45","0.896532556413122","0.812112044596292","0.980953068229952"
"No","2017","Not Working","higher vocational","2","","",""
"No","2017","Not Working","higher education","162","0.615886285412584","0.55025860766911","0.681513963156058"
"Yes","2018","Full Time","in school","","","",""
"Yes","2018","Full Time","inadequately","16","","",""
"Yes","2018","Full Time","general elemantary","88","0.163155173000716","0.134255617624407","0.192054728377025"
"Yes","2018","Full Time","middle vocational","733","0.191000484127384","0.178518691352411","0.203482276902357"
"Yes","2018","Full Time","vocational + Abi","204","0.210421404261079","0.183505884087221","0.237336924434938"
"Yes","2018","Full Time","higher vocational","181","0.288922821551016","0.252654975817504","0.325190667284529"
"Yes","2018","Full Time","higher education","1034","0.409986611019182","0.391067029869755","0.42890619216861"
"Yes","2018","Part Time","in school","","","",""
"Yes","2018","Part Time","inadequately","10","","",""
"Yes","2018","Part Time","general elemantary","77","0.133824562472651","0.107447346689662","0.160201778255641"
"Yes","2018","Part Time","middle vocational","570","0.228372579947692","0.212470654591339","0.244274505304045"
"Yes","2018","Part Time","vocational + Abi","150","0.238626045492847","0.205020435443551","0.272231655542143"
"Yes","2018","Part Time","higher vocational","71","0.362933944585946","0.301972511529917","0.423895377641976"
"Yes","2018","Part Time","higher education","525","0.420745048112389","0.394062358834985","0.447427737389792"
"Yes","2018","Not Working","in school","","","",""
"Yes","2018","Not Working","inadequately","15","","",""
"Yes","2018","Not Working","general elemantary","17","","",""
"Yes","2018","Not Working","middle vocational","44","0.164786333374167","0.119864565783438","0.209708100964895"
"Yes","2018","Not Working","vocational + Abi","13","","",""
"Yes","2018","Not Working","higher vocational","2","","",""
"Yes","2018","Not Working","higher education","46","0.239013897652984","0.181055500925342","0.296972294380625"
"No","2018","Full Time","in school","1","","",""
"No","2018","Full Time","inadequately","97","0.854982332238137","0.790059434210274","0.919905230265999"
"No","2018","Full Time","general elemantary","540","0.836844826999284","0.807945271622975","0.865744382375593"
"No","2018","Full Time","middle vocational","3077","0.808999515872616","0.796517723097643","0.821481308647589"
"No","2018","Full Time","vocational + Abi","677","0.789578595738921","0.762663075565062","0.816494115912779"
"No","2018","Full Time","higher vocational","419","0.711077178448984","0.674809332715471","0.747345024182496"
"No","2018","Full Time","higher education","1562","0.590013388980818","0.57109380783139","0.608932970130245"
"No","2018","Part Time","in school","32","1","1","1"
"No","2018","Part Time","inadequately","133","0.913619554127354","0.867575825449078","0.959663282805629"
"No","2018","Part Time","general elemantary","563","0.866175437527349","0.839798221744359","0.892552653310338"
"No","2018","Part Time","middle vocational","2107","0.771627420052308","0.755725494695955","0.787529345408661"
"No","2018","Part Time","vocational + Abi","468","0.761373954507153","0.727768344457857","0.794979564556449"
"No","2018","Part Time","higher vocational","168","0.637066055414054","0.576104622358024","0.698027488470083"
"No","2018","Part Time","higher education","790","0.579254951887611","0.552572262610208","0.605937641165015"
"No","2018","Not Working","in school","12","","",""
"No","2018","Not Working","inadequately","197","0.967672055251228","0.943863485443086","0.99148062505937"
"No","2018","Not Working","general elemantary","206","0.828598274931331","0.779135865714246","0.878060684148417"
"No","2018","Not Working","middle vocational","218","0.835213666625833","0.790291899035105","0.880135434216562"
"No","2018","Not Working","vocational + Abi","47","0.780566938898092","0.67584719463201","0.885286683164175"
"No","2018","Not Working","higher vocational","4","","",""
"No","2018","Not Working","higher education","162","0.760986102347016","0.703027705619375","0.818944499074658"
"Yes","2019","Full Time","in school","1","","",""
"Yes","2019","Full Time","inadequately","10","","",""
"Yes","2019","Full Time","general elemantary","79","0.18046010888336","0.150382457207047","0.210537760559674"
"Yes","2019","Full Time","middle vocational","700","0.20226118538409","0.189051324368779","0.215471046399401"
"Yes","2019","Full Time","vocational + Abi","202","0.254810320015267","0.225481669029624","0.28413897100091"
"Yes","2019","Full Time","higher vocational","187","0.329305320498009","0.291887922510472","0.366722718485546"
"Yes","2019","Full Time","higher education","953","0.383399229081931","0.364630525137833","0.402167933026029"
"Yes","2019","Part Time","in school","","","",""
"Yes","2019","Part Time","inadequately","8","","",""
"Yes","2019","Part Time","general elemantary","70","0.151088627681726","0.121687923847997","0.180489331515456"
"Yes","2019","Part Time","middle vocational","538","0.218106897870529","0.201896437713777","0.234317358027281"
"Yes","2019","Part Time","vocational + Abi","171","0.296730922080847","0.260714877294914","0.33274696686678"
"Yes","2019","Part Time","higher vocational","70","0.306457009238817","0.247133672384498","0.365780346093136"
"Yes","2019","Part Time","higher education","524","0.381439226926509","0.355839173875985","0.407039279977033"
"Yes","2019","Not Working","in school","1","","",""
"Yes","2019","Not Working","inadequately","12","","",""
"Yes","2019","Not Working","general elemantary","15","","",""
"Yes","2019","Not Working","middle vocational","47","0.128601675616507","0.0907208760263894","0.166482475206625"
"Yes","2019","Not Working","vocational + Abi","8","","",""
"Yes","2019","Not Working","higher vocational","5","","",""
"Yes","2019","Not Working","higher education","62","0.498843230420873","0.427560220250681","0.570126240591064"
"No","2019","Full Time","in school","1","","",""
"No","2019","Full Time","inadequately","133","0.879114477812341","0.825683892236527","0.932545063388154"
"No","2019","Full Time","general elemantary","549","0.819539891116639","0.789462239440326","0.849617542792953"
"No","2019","Full Time","middle vocational","2852","0.79773881461591","0.784528953600599","0.810948675631221"
"No","2019","Full Time","vocational + Abi","646","0.745189679984733","0.71586102899909","0.774518330970376"
"No","2019","Full Time","higher vocational","419","0.670694679501991","0.633277281514454","0.708112077489529"
"No","2019","Full Time","higher education","1625","0.616600770918069","0.597832066973971","0.635369474862167"
"No","2019","Part Time","in school","42","1","1","1"
"No","2019","Part Time","inadequately","179","0.895705114448238","0.851898335558524","0.939511893337951"
"No","2019","Part Time","general elemantary","500","0.848911372318274","0.819510668484544","0.878312076152003"
"No","2019","Part Time","middle vocational","1955","0.781893102129471","0.765682641972719","0.798103562286223"
"No","2019","Part Time","vocational + Abi","447","0.703269077919153","0.667253033133219","0.739285122705086"
"No","2019","Part Time","higher vocational","162","0.693542990761183","0.634219653906864","0.752866327615502"
"No","2019","Part Time","higher education","859","0.618560773073491","0.592960720022967","0.644160826124015"
"No","2019","Not Working","in school","21","","",""
"No","2019","Not Working","inadequately","178","0.751980910519467","0.690573999290192","0.813387821748742"
"No","2019","Not Working","general elemantary","164","0.92988204486035","0.892475281899877","0.967288807820823"
"No","2019","Not Working","middle vocational","253","0.871398324383493","0.833517524793375","0.909279123973611"
"No","2019","Not Working","vocational + Abi","47","0.773152197242559","0.66247286455013","0.883831529934987"
"No","2019","Not Working","higher vocational","16","","",""
"No","2019","Not Working","higher education","127","0.501156769579127","0.429873759408936","0.572439779749319"
