"pgoeffd","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2006","Saxony","Single parent ","13","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","39","0.181422399902968","0.117126403688513","0.245718396117423","1"
"Yes","2006","Baden-Württemberg","(Married) couple without C. ","107","0.262255074360155","0.219256888755737","0.305253259964573","1"
"Yes","2006","Baden-Württemberg","Single parent ","14","","","","1"
"Yes","2006","Baden-Württemberg","Couple + C. LE 16 ","63","0.169228831312852","0.130279412851379","0.208178249774326","1"
"Yes","2006","Baden-Württemberg","Couple + C. GT 16 ","56","0.208377453416912","0.156886186070376","0.259868720763447","1"
"Yes","2006","Baden-Württemberg","Couple + C. LE and GT 16","27","","","","1"
"Yes","2006","Bavaria","1-pers.-HH","51","0.208388240455052","0.1539713242537","0.262805156656405","1"
"Yes","2006","Saxony","Couple + C. LE 16 ","31","0.255678463739148","0.18236124134522","0.328995686133075","1"
"Yes","2006","Saxony","Couple + C. GT 16 ","49","0.255318601382147","0.191261899953437","0.319375302810857","1"
"Yes","2006","Saxony","Couple + C. LE and GT 16","21","","","","1"
"Yes","2006","Saxony-Anhalt","1-pers.-HH","15","","","","1"
"Yes","2006","Saxony-Anhalt","(Married) couple without C. ","36","0.227517362498967","0.153126462765584","0.30190826223235","1"
"Yes","2006","Saxony-Anhalt","Single parent ","3","","","","1"
"Yes","2006","Saxony-Anhalt","Couple + C. LE 16 ","26","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","44","0.25863399388438","0.191616944267752","0.325651043501008","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","13","","","","1"
"Yes","2006","Baden-Württemberg","1-pers.-HH","49","0.296102425882538","0.230492834061775","0.361712017703301","1"
"Yes","2006","Saxony-Anhalt","Couple + C. GT 16 ","34","0.2575128969788","0.180858506616947","0.334167287340653","1"
"Yes","2006","Saxony-Anhalt","Couple + C. LE and GT 16","8","","","","1"
"Yes","2006","Thuringia","1-pers.-HH","14","","","","1"
"Yes","2006","Thuringia","(Married) couple without C. ","34","0.400465911360683","0.302955286036959","0.497976536684408","1"
"Yes","2006","Thuringia","Single parent ","4","","","","1"
"Yes","2006","Thuringia","Couple + C. LE 16 ","21","","","","1"
"Yes","2006","Thuringia","Couple + C. GT 16 ","25","","","","1"
"Yes","2006","Thuringia","Couple + C. LE and GT 16","5","","","","1"
"No","2007","Schleswig-Holstein","1-pers.-HH","34","0.742385679500532","0.613168116437165","0.871603242563899","2"
"No","2007","Berlin","Single parent ","18","","","","2"
"No","2007","Berlin","Couple + C. LE 16 ","51","0.652736451831752","0.544261175902381","0.761211727761124","2"
"No","2007","Berlin","Couple + C. GT 16 ","45","0.740478734936418","0.637785498462279","0.843171971410557","2"
"No","2007","Berlin","Couple + C. LE and GT 16","22","","","","2"
"No","2007","Brandenburg","1-pers.-HH","36","0.607897141736215","0.472572108130714","0.743222175341716","2"
"No","2007","Brandenburg","(Married) couple without C. ","88","0.680223033058428","0.598133742065817","0.762312324051039","2"
"No","2007","Brandenburg","Single parent ","24","","","","2"
"No","2007","Brandenburg","Couple + C. LE 16 ","57","0.698528275580544","0.598592527126067","0.798464024035021","2"
"No","2007","Schleswig-Holstein","(Married) couple without C. ","78","0.88119031787354","0.816465140418133","0.945915495328947","2"
"No","2007","Schleswig-Holstein","Single parent ","14","","","","2"
"No","2007","Schleswig-Holstein","Couple + C. LE 16 ","62","0.845095188050557","0.768177911771953","0.92201246432916","2"
"No","2007","Schleswig-Holstein","Couple + C. GT 16 ","37","0.780420740175014","0.667906762392457","0.892934717957572","2"
"No","2007","Schleswig-Holstein","Couple + C. LE and GT 16","13","","","","2"
"No","2007","Bavaria","Couple + C. LE and GT 16","110","0.805442948278749","0.740787113250931","0.870098783306568","2"
"No","2007","Berlin","1-pers.-HH","63","0.664374372791281","0.567354346469555","0.761394399113007","2"
"No","2007","Berlin","(Married) couple without C. ","92","0.669613829891791","0.590563848140567","0.748663811643015","2"
"No","2007","Brandenburg","Couple + C. GT 16 ","82","0.704446602730904","0.621051377059552","0.787841828402256","2"
"No","2007","Brandenburg","Couple + C. LE and GT 16","14","","","","2"
"No","2007","Mecklenburg-Western Pomerania","1-pers.-HH","26","","","","2"
"No","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","50","0.645136076464136","0.536849643333099","0.753422509595174","2"
"No","2007","Mecklenburg-Western Pomerania","Single parent ","6","","","","2"
"No","2007","Hamburg","1-pers.-HH","34","0.870732599549835","0.768039071936625","0.973426127163045","2"
"No","2007","Hamburg","(Married) couple without C. ","41","0.821625373095807","0.714435560624735","0.928815185566879","2"
"No","2007","Hamburg","Single parent ","6","","","","2"
"No","2007","Hamburg","Couple + C. LE 16 ","26","","","","2"
"No","2007","Hamburg","Couple + C. GT 16 ","15","","","","2"
"No","2007","Hamburg","Couple + C. LE and GT 16","8","","","","2"
"No","2007","Bavaria","Single parent ","80","0.795094058226222","0.716762902350534","0.873425214101911","2"
"No","2007","Bavaria","Couple + C. LE 16 ","368","0.768081957509385","0.730442307565804","0.805721607452967","2"
"No","2007","Bavaria","Couple + C. GT 16 ","257","0.822141044877279","0.780820962786239","0.863461126968319","2"
"No","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","43","0.811951465199018","0.706752814837043","0.917150115560992","2"
"No","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","45","0.71225007045089","0.604648775471403","0.819851365430376","2"
"No","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","13","","","","2"
"No","2007","Saxony","1-pers.-HH","75","0.819598793711016","0.742276155727559","0.896921431694473","2"
"No","2007","Saxony","(Married) couple without C. ","198","0.812197738798229","0.763977526604618","0.86041795099184","2"
"No","2007","Saxony","Single parent ","38","0.835276729936172","0.731418068757847","0.939135391114496","2"
"No","2007","Saxony","Couple + C. LE 16 ","121","0.782596073118608","0.716142282666711","0.849049863570505","2"
"No","2007","Lower Saxony","1-pers.-HH","78","0.707254435034681","0.625842051498087","0.788666818571276","2"
"No","2007","Lower Saxony","(Married) couple without C. ","204","0.72015970955396","0.668040815364374","0.772278603743545","2"
"No","2007","Lower Saxony","Single parent ","46","0.698421038703885","0.584182819783377","0.812659257624394","2"
"No","2007","Lower Saxony","Couple + C. LE 16 ","214","0.751714043696955","0.700183037973217","0.803245049420694","2"
"No","2007","Lower Saxony","Couple + C. GT 16 ","129","0.760460056483291","0.697043794107624","0.823876318858957","2"
"No","2007","Lower Saxony","Couple + C. LE and GT 16","73","0.781301501430512","0.699040412519451","0.863562590341573","2"
"No","2007","Baden-Württemberg","Couple + C. LE and GT 16","120","0.786446936795544","0.720422478210313","0.852471395380775","2"
"No","2007","Bavaria","1-pers.-HH","188","0.828774194710156","0.780508019945179","0.877040369475132","2"
"No","2007","Bavaria","(Married) couple without C. ","354","0.795835752877379","0.758509821547069","0.83316168420769","2"
"No","2007","Saxony","Couple + C. GT 16 ","143","0.715755925667062","0.651955193507013","0.779556657827112","2"
"No","2007","Bremen","1-pers.-HH","8","","","","2"
"No","2007","Bremen","(Married) couple without C. ","20","","","","2"
"No","2007","Bremen","Single parent ","6","","","","2"
"No","2007","Bremen","Couple + C. LE 16 ","14","","","","2"
"No","2007","Bremen","Couple + C. GT 16 ","7","","","","2"
"No","2007","Baden-Württemberg","Single parent ","58","0.866108655316155","0.786898410126528","0.945318900505783","2"
"No","2007","Baden-Württemberg","Couple + C. LE 16 ","293","0.832764999394849","0.793944713057072","0.871585285732626","2"
"No","2007","Baden-Württemberg","Couple + C. GT 16 ","211","0.804756119888691","0.757735578368096","0.851776661409287","2"
"No","2007","Bremen","Couple + C. LE and GT 16","2","","","","2"
"No","2007","North Rhine-Westphalia","1-pers.-HH","188","0.765565968044985","0.713971891088629","0.81716004500134","2"
"No","2007","North Rhine-Westphalia","(Married) couple without C. ","484","0.714424033155028","0.680745906714326","0.748102159595731","2"
"No","2007","North Rhine-Westphalia","Single parent ","68","0.68965548636307","0.599430767401239","0.7798802053249","2"
"No","2007","North Rhine-Westphalia","Couple + C. LE 16 ","466","0.768917822079426","0.735467033291801","0.802368610867052","2"
"No","2007","North Rhine-Westphalia","Couple + C. GT 16 ","332","0.772439198932306","0.734167432487622","0.810710965376991","2"
"No","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","139","0.720252355722847","0.656257840770927","0.784246870674766","2"
"No","2007","Hesse","1-pers.-HH","67","0.79118644975222","0.706263413331576","0.876109486172865","2"
"No","2007","Hesse","(Married) couple without C. ","211","0.810267895550737","0.763412816089667","0.857122975011806","2"
"No","2007","Hesse","Single parent ","35","0.746356043665095","0.621966335661651","0.870745751668538","2"
"No","2007","Hesse","Couple + C. LE 16 ","173","0.766218071243437","0.711160528275494","0.82127561421138","2"
"No","2007","Hesse","Couple + C. GT 16 ","98","0.826550128262707","0.760698302432417","0.892401954092998","2"
"No","2007","Hesse","Couple + C. LE and GT 16","38","0.865945425307627","0.773340838162512","0.958550012452742","2"
"No","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","59","0.689336939689186","0.588558839847283","0.790115039531088","2"
"No","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","113","0.715999327094361","0.646984539039277","0.785014115149445","2"
"No","2007","Rhineland-Palatinate,Saarland","Single parent ","20","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","118","0.82724478184916","0.768111651477857","0.886377912220463","2"
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","106","0.804532661915445","0.739307846583112","0.869757477247779","2"
"No","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","51","0.853401480927647","0.768707572052022","0.938095389803271","2"
"No","2007","Baden-Württemberg","1-pers.-HH","133","0.696829368569296","0.630236253081374","0.763422484057217","2"
"No","2007","Baden-Württemberg","(Married) couple without C. ","279","0.768500843710317","0.725980274301246","0.811021413119388","2"
"No","2007","Saxony","Couple + C. LE and GT 16","56","0.659355321281335","0.552805713056817","0.765904929505853","2"
"No","2007","Saxony-Anhalt","1-pers.-HH","32","0.735909939359165","0.609875996053678","0.861943882664653","2"
"No","2007","Saxony-Anhalt","(Married) couple without C. ","90","0.784106283156914","0.711688584890605","0.856523981423222","2"
"No","2007","Saxony-Anhalt","Single parent ","19","","","","2"
"No","2007","Saxony-Anhalt","Couple + C. LE 16 ","64","0.742171995328291","0.651291557013301","0.833052433643281","2"
"No","2007","Saxony-Anhalt","Couple + C. GT 16 ","96","0.771866969475217","0.700281242693076","0.843452696257358","2"
"No","2007","Saxony-Anhalt","Couple + C. LE and GT 16","23","","","","2"
"No","2007","Thuringia","1-pers.-HH","36","0.725732930277854","0.604471784546787","0.846994076008922","2"
"No","2007","Thuringia","(Married) couple without C. ","73","0.682234749680844","0.593176621892865","0.771292877468823","2"
"No","2007","Thuringia","Single parent ","18","","","","2"
"No","2007","Thuringia","Couple + C. LE 16 ","81","0.885083579180652","0.820952363049271","0.949214795312033","2"
"No","2007","Thuringia","Couple + C. GT 16 ","112","0.83087800981144","0.769438358098","0.89231766152488","2"
"No","2007","Thuringia","Couple + C. LE and GT 16","29","","","","2"
"Yes","2007","Hamburg","Couple + C. LE and GT 16","4","","","","1"
"Yes","2007","Lower Saxony","1-pers.-HH","42","0.292745564965319","0.211333181428724","0.374157948501913","1"
"Yes","2007","Schleswig-Holstein","1-pers.-HH","10","","","","1"
"Yes","2007","Schleswig-Holstein","(Married) couple without C. ","18","","","","1"
"Yes","2007","Schleswig-Holstein","Single parent ","5","","","","1"
"Yes","2007","Schleswig-Holstein","Couple + C. LE 16 ","23","","","","1"
"Yes","2007","Schleswig-Holstein","Couple + C. GT 16 ","15","","","","1"
"Yes","2007","Schleswig-Holstein","Couple + C. LE and GT 16","5","","","","1"
"Yes","2007","Hamburg","1-pers.-HH","7","","","","1"
"Yes","2007","Hamburg","(Married) couple without C. ","8","","","","1"
"Yes","2007","Hamburg","Single parent ","2","","","","1"
"Yes","2007","Hamburg","Couple + C. LE 16 ","5","","","","1"
"Yes","2007","Hamburg","Couple + C. GT 16 ","4","","","","1"
"Yes","2007","Lower Saxony","(Married) couple without C. ","81","0.27984029044604","0.227721396256455","0.331959184635626","1"
"Yes","2007","Lower Saxony","Single parent ","16","","","","1"
"Yes","2007","Lower Saxony","Couple + C. LE 16 ","56","0.248285956303045","0.196754950579306","0.299816962026783","1"
"Yes","2007","Lower Saxony","Couple + C. GT 16 ","45","0.239539943516709","0.176123681141043","0.302956205892376","1"
"Yes","2007","Lower Saxony","Couple + C. LE and GT 16","24","","","","1"
"Yes","2007","Bremen","1-pers.-HH","2","","","","1"
"Yes","2007","Bremen","(Married) couple without C. ","10","","","","1"
"Yes","2007","Bremen","Single parent ","","","","","1"
"Yes","2007","Bremen","Couple + C. LE 16 ","5","","","","1"
"Yes","2007","Bremen","Couple + C. GT 16 ","5","","","","1"
"Yes","2007","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2007","North Rhine-Westphalia","1-pers.-HH","71","0.234434031955015","0.18283995499866","0.286028108911371","1"
"Yes","2007","North Rhine-Westphalia","(Married) couple without C. ","207","0.285575966844972","0.251897840404269","0.319254093285674","1"
"Yes","2007","North Rhine-Westphalia","Single parent ","33","0.31034451363693","0.2201197946751","0.400569232598761","1"
"Yes","2007","North Rhine-Westphalia","Couple + C. LE 16 ","144","0.231082177920574","0.197631389132948","0.2645329667082","1"
"Yes","2007","North Rhine-Westphalia","Couple + C. GT 16 ","129","0.227560801067694","0.189289034623009","0.265832567512378","1"
"Yes","2007","North Rhine-Westphalia","Couple + C. LE and GT 16","50","0.279747644277153","0.215753129325234","0.343742159229073","1"
"Yes","2007","Hesse","1-pers.-HH","21","","","","1"
"Yes","2007","Hesse","(Married) couple without C. ","58","0.189732104449263","0.142877024988194","0.236587183910333","1"
"Yes","2007","Hesse","Single parent ","12","","","","1"
"Yes","2007","Hesse","Couple + C. LE 16 ","54","0.233781928756563","0.17872438578862","0.288839471724507","1"
"Yes","2007","Hesse","Couple + C. GT 16 ","29","","","","1"
"Yes","2007","Hesse","Couple + C. LE and GT 16","14","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","1-pers.-HH","22","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","(Married) couple without C. ","51","0.284000672905639","0.214985884850555","0.353015460960723","1"
"Yes","2007","Brandenburg","(Married) couple without C. ","36","0.319776966941572","0.237687675948961","0.401866257934183","1"
"Yes","2007","Brandenburg","Couple + C. GT 16 ","33","0.295553397269096","0.212158171597744","0.378948622940448","1"
"Yes","2007","Brandenburg","Couple + C. LE and GT 16","8","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","1-pers.-HH","9","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","(Married) couple without C. ","25","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Single parent ","15","","","","1"
"Yes","2007","Berlin","(Married) couple without C. ","44","0.330386170108209","0.251336188356984","0.409436151859433","1"
"Yes","2007","Berlin","Single parent ","18","","","","1"
"Yes","2007","Berlin","Couple + C. GT 16 ","25","","","","1"
"Yes","2007","Berlin","Couple + C. LE and GT 16","3","","","","1"
"Yes","2007","Brandenburg","1-pers.-HH","14","","","","1"
"Yes","2007","Brandenburg","Single parent ","7","","","","1"
"Yes","2007","Brandenburg","Couple + C. LE 16 ","24","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Single parent ","7","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","10","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","23","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","5","","","","1"
"Yes","2007","Saxony","1-pers.-HH","20","","","","1"
"Yes","2007","Saxony","(Married) couple without C. ","54","0.187802261201771","0.13958204900816","0.236022473395382","1"
"Yes","2007","Bavaria","(Married) couple without C. ","94","0.204164247122621","0.16683831579231","0.241490178452931","1"
"Yes","2007","Bavaria","Single parent ","22","","","","1"
"Yes","2007","Bavaria","Couple + C. GT 16 ","72","0.177858955122721","0.136538873031681","0.219179037213761","1"
"Yes","2007","Bavaria","Couple + C. LE and GT 16","34","0.194557051721251","0.129901216693433","0.259212886749069","1"
"Yes","2007","Berlin","1-pers.-HH","28","","","","1"
"Yes","2007","Berlin","Couple + C. LE 16 ","23","","","","1"
"Yes","2007","Saxony","Single parent ","11","","","","1"
"Yes","2007","Saxony","Couple + C. LE 16 ","27","","","","1"
"Yes","2007","Saxony","Couple + C. GT 16 ","49","0.284244074332938","0.220443342172888","0.348044806492987","1"
"Yes","2007","Saxony","Couple + C. LE and GT 16","20","","","","1"
"Yes","2007","Saxony-Anhalt","1-pers.-HH","15","","","","1"
"Yes","2007","Baden-Württemberg","(Married) couple without C. ","99","0.231499156289683","0.188978586880611","0.274019725698754","1"
"Yes","2007","Baden-Württemberg","Single parent ","13","","","","1"
"Yes","2007","Baden-Württemberg","Couple + C. GT 16 ","62","0.195243880111309","0.148223338590713","0.242264421631904","1"
"Yes","2007","Baden-Württemberg","Couple + C. LE and GT 16","28","","","","1"
"Yes","2007","Bavaria","1-pers.-HH","46","0.171225805289844","0.122959630524868","0.219491980054821","1"
"Yes","2007","Bavaria","Couple + C. LE 16 ","115","0.231918042490615","0.194278392547033","0.269557692434197","1"
"Yes","2007","Saxony-Anhalt","(Married) couple without C. ","34","0.215893716843086","0.143476018576777","0.288311415109395","1"
"Yes","2007","Saxony-Anhalt","Single parent ","4","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","39","0.17275521815084","0.113622087779537","0.231888348522143","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","36","0.195467338084555","0.130242522752222","0.260692153416889","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","16","","","","1"
"Yes","2007","Baden-Württemberg","1-pers.-HH","50","0.303170631430704","0.236577515942782","0.369763746918626","1"
"Yes","2007","Baden-Württemberg","Couple + C. LE 16 ","62","0.167235000605151","0.128414714267374","0.206055286942927","1"
"Yes","2007","Saxony-Anhalt","Couple + C. LE 16 ","25","","","","1"
"Yes","2007","Saxony-Anhalt","Couple + C. GT 16 ","36","0.228133030524783","0.156547303742642","0.299718757306923","1"
"Yes","2007","Saxony-Anhalt","Couple + C. LE and GT 16","5","","","","1"
"Yes","2007","Thuringia","1-pers.-HH","16","","","","1"
"Yes","2007","Thuringia","(Married) couple without C. ","32","0.317765250319156","0.228707122531177","0.406823378107135","1"
"Yes","2007","Thuringia","Single parent ","8","","","","1"
"Yes","2007","Thuringia","Couple + C. LE 16 ","14","","","","1"
"Yes","2007","Thuringia","Couple + C. GT 16 ","31","0.16912199018856","0.10768233847512","0.230561641902","1"
"Yes","2007","Thuringia","Couple + C. LE and GT 16","2","","","","1"
"No","2008","Berlin","Couple + C. LE and GT 16","19","","","","2"
"No","2008","Brandenburg","1-pers.-HH","34","0.517229680262002","0.372825031228186","0.661634329295818","2"
"No","2008","Brandenburg","(Married) couple without C. ","74","0.711812608807479","0.626785939284171","0.796839278330788","2"
"No","2008","Brandenburg","Single parent ","20","","","","2"
"No","2008","Schleswig-Holstein","1-pers.-HH","36","0.74166526457569","0.615172831171814","0.868157697979565","2"
"No","2008","Schleswig-Holstein","(Married) couple without C. ","67","0.868193196645738","0.79541753749041","0.940968855801065","2"
"No","2008","Schleswig-Holstein","Single parent ","14","","","","2"
"No","2008","Schleswig-Holstein","Couple + C. LE 16 ","43","0.859258867954707","0.770523936809507","0.947993799099906","2"
"No","2008","Schleswig-Holstein","Couple + C. GT 16 ","36","0.789606218513625","0.67774366401972","0.90146877300753","2"
"No","2008","Berlin","Single parent ","12","","","","2"
"No","2008","Berlin","Couple + C. LE 16 ","49","0.64021467984919","0.52442745180353","0.75600190789485","2"
"No","2008","Berlin","Couple + C. GT 16 ","38","0.738871360638887","0.62678990704599","0.850952814231784","2"
"No","2008","Brandenburg","Couple + C. LE 16 ","50","0.655841434520627","0.546856773476735","0.76482609556452","2"
"No","2008","Brandenburg","Couple + C. GT 16 ","62","0.645161186682398","0.547918647206721","0.742403726158074","2"
"No","2008","Brandenburg","Couple + C. LE and GT 16","15","","","","2"
"No","2008","Mecklenburg-Western Pomerania","1-pers.-HH","28","","","","2"
"No","2008","Mecklenburg-Western Pomerania","(Married) couple without C. ","49","0.587672029562259","0.479804183646011","0.695539875478507","2"
"No","2008","Schleswig-Holstein","Couple + C. LE and GT 16","13","","","","2"
"No","2008","Hamburg","1-pers.-HH","33","0.873873838886016","0.768317759654379","0.979429918117653","2"
"No","2008","Hamburg","(Married) couple without C. ","37","0.870907441425845","0.774011456830981","0.96780342602071","2"
"No","2008","Hamburg","Single parent ","5","","","","2"
"No","2008","Hamburg","Couple + C. LE 16 ","18","","","","2"
"No","2008","Bavaria","Couple + C. LE and GT 16","112","0.828190090383281","0.767002861804604","0.889377318961958","2"
"No","2008","Berlin","1-pers.-HH","71","0.746647366909226","0.660094251622182","0.83320048219627","2"
"No","2008","Berlin","(Married) couple without C. ","83","0.598752361627171","0.513839599057999","0.683665124196344","2"
"No","2008","Mecklenburg-Western Pomerania","Single parent ","8","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","33","0.762011408979451","0.634727744818848","0.889295073140054","2"
"No","2008","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","33","0.727858617075925","0.603243463031557","0.852473771120293","2"
"No","2008","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","18","","","","2"
"No","2008","Saxony","1-pers.-HH","69","0.835030850210039","0.759598221022505","0.910463479397573","2"
"No","2008","Saxony","(Married) couple without C. ","187","0.802313212154081","0.751610088875624","0.853016335432538","2"
"No","2008","Hamburg","Couple + C. GT 16 ","9","","","","2"
"No","2008","Hamburg","Couple + C. LE and GT 16","12","","","","2"
"No","2008","Lower Saxony","1-pers.-HH","73","0.718024350348221","0.63578596778894","0.800262732907502","2"
"No","2008","Lower Saxony","(Married) couple without C. ","178","0.705683592015232","0.65039442022538","0.760972763805084","2"
"No","2008","Lower Saxony","Single parent ","35","0.553749917772015","0.417320195541264","0.690179640002766","2"
"No","2008","Lower Saxony","Couple + C. LE 16 ","191","0.767903524285567","0.714268656319524","0.82153839225161","2"
"No","2008","Lower Saxony","Couple + C. GT 16 ","126","0.709614647813628","0.64235916337017","0.776870132257087","2"
"No","2008","Bavaria","Single parent ","76","0.819766539066115","0.743664225810467","0.895868852321763","2"
"No","2008","Bavaria","Couple + C. LE 16 ","304","0.755062534460182","0.713230966363036","0.796894102557329","2"
"No","2008","Bavaria","Couple + C. GT 16 ","219","0.836769330449416","0.793786730773286","0.879751930125546","2"
"No","2008","Saxony","Single parent ","35","0.815396410711799","0.69943370731313","0.931359114110469","2"
"No","2008","Saxony","Couple + C. LE 16 ","123","0.877391008147672","0.824727145768932","0.930054870526412","2"
"No","2008","Saxony","Couple + C. GT 16 ","132","0.793564795223117","0.732900505996227","0.854229084450008","2"
"No","2008","Lower Saxony","Couple + C. LE and GT 16","64","0.793645268072284","0.707613458103183","0.879677078041384","2"
"No","2008","Bremen","1-pers.-HH","6","","","","2"
"No","2008","Bremen","(Married) couple without C. ","21","","","","2"
"No","2008","Bremen","Single parent ","5","","","","2"
"No","2008","Bremen","Couple + C. LE 16 ","12","","","","2"
"No","2008","Baden-Württemberg","Couple + C. LE and GT 16","98","0.841230582362324","0.775568362250361","0.906892802474286","2"
"No","2008","Bavaria","1-pers.-HH","167","0.811724380466635","0.758976112809728","0.864472648123542","2"
"No","2008","Bavaria","(Married) couple without C. ","312","0.784910019239823","0.744744342261361","0.825075696218284","2"
"No","2008","Bremen","Couple + C. GT 16 ","5","","","","2"
"No","2008","Bremen","Couple + C. LE and GT 16","3","","","","2"
"No","2008","North Rhine-Westphalia","1-pers.-HH","160","0.763265953585687","0.708210714135255","0.818321193036119","2"
"No","2008","North Rhine-Westphalia","(Married) couple without C. ","454","0.721164159573147","0.686313508297892","0.756014810848401","2"
"No","2008","North Rhine-Westphalia","Single parent ","74","0.739532409080548","0.655584691325707","0.82348012683539","2"
"No","2008","Baden-Württemberg","Single parent ","59","0.855601794695427","0.773260856282474","0.93794273310838","2"
"No","2008","Baden-Württemberg","Couple + C. LE 16 ","265","0.851133844680144","0.812254666939692","0.890013022420596","2"
"No","2008","Baden-Württemberg","Couple + C. GT 16 ","217","0.794202817666489","0.746333390164389","0.842072245168589","2"
"No","2008","North Rhine-Westphalia","Couple + C. LE 16 ","403","0.78378895483167","0.748235403778173","0.819342505885168","2"
"No","2008","North Rhine-Westphalia","Couple + C. GT 16 ","317","0.805454378134129","0.768212255112422","0.842696501155836","2"
"No","2008","North Rhine-Westphalia","Couple + C. LE and GT 16","123","0.752472973774712","0.687212501042944","0.81773344650648","2"
"No","2008","Hesse","1-pers.-HH","58","0.776068012259661","0.68172159375959","0.870414430759733","2"
"No","2008","Hesse","(Married) couple without C. ","196","0.82686833556975","0.779683108744655","0.874053562394844","2"
"No","2008","Hesse","Single parent ","35","0.715101670959106","0.587411837719476","0.842791504198736","2"
"No","2008","Hesse","Couple + C. LE 16 ","153","0.783860784572592","0.727098657635694","0.84062291150949","2"
"No","2008","Hesse","Couple + C. GT 16 ","99","0.830019790143203","0.765201638860747","0.894837941425659","2"
"No","2008","Hesse","Couple + C. LE and GT 16","31","0.751329893410708","0.623612843806178","0.879046943015238","2"
"No","2008","Rhineland-Palatinate,Saarland","1-pers.-HH","55","0.63257214648781","0.525582473513807","0.739561819461813","2"
"No","2008","Rhineland-Palatinate,Saarland","(Married) couple without C. ","102","0.733829026486237","0.662384787711937","0.805273265260538","2"
"No","2008","Rhineland-Palatinate,Saarland","Single parent ","23","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","103","0.840929944655713","0.779686172475345","0.902173716836082","2"
"No","2008","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","96","0.811149582819688","0.743609329572482","0.878689836066893","2"
"No","2008","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","29","","","","2"
"No","2008","Baden-Württemberg","1-pers.-HH","134","0.749167383226138","0.685124158418091","0.813210608034184","2"
"No","2008","Baden-Württemberg","(Married) couple without C. ","254","0.776437717489522","0.732152252188705","0.820723182790339","2"
"No","2008","Saxony","Couple + C. LE and GT 16","46","0.804072954233302","0.703642046479139","0.904503861987465","2"
"No","2008","Saxony-Anhalt","1-pers.-HH","29","","","","2"
"No","2008","Saxony-Anhalt","(Married) couple without C. ","93","0.729939910701805","0.651793145256386","0.808086676147223","2"
"No","2008","Saxony-Anhalt","Single parent ","24","","","","2"
"No","2008","Saxony-Anhalt","Couple + C. LE 16 ","59","0.826155605890662","0.742052494636097","0.910258717145226","2"
"No","2008","Saxony-Anhalt","Couple + C. GT 16 ","95","0.783463240274583","0.712109254866557","0.85481722568261","2"
"No","2008","Saxony-Anhalt","Couple + C. LE and GT 16","14","","","","2"
"No","2008","Thuringia","1-pers.-HH","29","","","","2"
"No","2008","Thuringia","(Married) couple without C. ","77","0.682183111481963","0.593957399923787","0.770408823040138","2"
"No","2008","Thuringia","Single parent ","18","","","","2"
"No","2008","Thuringia","Couple + C. LE 16 ","71","0.771332341525453","0.681520915730159","0.861143767320747","2"
"No","2008","Thuringia","Couple + C. GT 16 ","103","0.839211889019379","0.776066855918179","0.902356922120579","2"
"No","2008","Thuringia","Couple + C. LE and GT 16","17","","","","2"
"Yes","2008","Hamburg","Couple + C. LE and GT 16","5","","","","1"
