"pgoeffd","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1984","16-34 y.","(0) in school","","","",""
"Yes","1984","16-34 y.","(1a) inadequately completed","","","",""
"Yes","1984","16-34 y.","(1b) general elementary school","48","0.0954890774972216","0.0715920556025373","0.119386099391906"
"Yes","1984","16-34 y.","(1c) basic vocational qualification","149","0.166140331740009","0.142954935913677","0.189325727566341"
"Yes","1984","16-34 y.","(2b) intermediate general qualification","46","0.260396199400374","0.197830820843493","0.322961577957256"
"Yes","1984","16-34 y.","(2a) intermediate vocational","151","0.299693287807823","0.259537722762161","0.339848852853485"
"Yes","1984","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1984","16-34 y.","(2c_voc) vocational maturity certificate","38","0.291120403454638","0.217432835398933","0.364807971510343"
"Yes","1984","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","1984","16-34 y.","(3b) higher tertiary education","88","0.636352011551067","0.558053519993841","0.714650503108292"
"Yes","1984","35-65 y.","(0) in school","","","",""
"Yes","1984","35-65 y.","(1a) inadequately completed","51","0.104262214366668","0.0773678569385181","0.131156571794818"
"Yes","1984","35-65 y.","(1b) general elementary school","133","0.197565956564849","0.170363451369775","0.224768461759923"
"Yes","1984","35-65 y.","(1c) basic vocational qualification","335","0.21230947738647","0.193067005879257","0.231551948893682"
"Yes","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","1984","35-65 y.","(2a) intermediate vocational","135","0.310304571561795","0.266930505845077","0.353678637278513"
"Yes","1984","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1984","35-65 y.","(2c_voc) vocational maturity certificate","46","0.364964200689209","0.288681402860628","0.44124699851779"
"Yes","1984","35-65 y.","(3a) lower tertiary education","44","0.314338384061093","0.237709559861424","0.390967208260762"
"Yes","1984","35-65 y.","(3b) higher tertiary education","160","0.612162370858773","0.554256589549041","0.670068152168505"
"Yes","1984","66 and older","(0) in school","","","",""
"Yes","1984","66 and older","(1a) inadequately completed","","","",""
"Yes","1984","66 and older","(1b) general elementary school","","","",""
"Yes","1984","66 and older","(1c) basic vocational qualification","","","",""
"Yes","1984","66 and older","(2b) intermediate general qualification","","","",""
"Yes","1984","66 and older","(2a) intermediate vocational","","","",""
"Yes","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","1984","66 and older","(3a) lower tertiary education","","","",""
"Yes","1984","66 and older","(3b) higher tertiary education","","","",""
"No","1984","16-34 y.","(0) in school","","","",""
"No","1984","16-34 y.","(1a) inadequately completed","160","0.888512247600376","0.84133904895128","0.935685446249473"
"No","1984","16-34 y.","(1b) general elementary school","533","0.904510922502778","0.880613900608094","0.928407944397463"
"No","1984","16-34 y.","(1c) basic vocational qualification","841","0.833859668259991","0.810674272433659","0.857045064086323"
"No","1984","16-34 y.","(2b) intermediate general qualification","143","0.739603800599626","0.677038422042744","0.802169179156508"
"No","1984","16-34 y.","(2a) intermediate vocational","349","0.700306712192177","0.660151147146515","0.740462277237839"
"No","1984","16-34 y.","(2c_gen) general maturity certificate","93","0.751679512154143","0.673727070946181","0.829631953362105"
"No","1984","16-34 y.","(2c_voc) vocational maturity certificate","108","0.708879596545362","0.635192028489656","0.782567164601067"
"No","1984","16-34 y.","(3a) lower tertiary education","40","0.702243693451916","0.581395223989645","0.823092162914186"
"No","1984","16-34 y.","(3b) higher tertiary education","57","0.363647988448933","0.285349496891708","0.441946480006159"
"No","1984","35-65 y.","(0) in school","","","",""
"No","1984","35-65 y.","(1a) inadequately completed","445","0.895737785633332","0.868843428205182","0.922632143061482"
"No","1984","35-65 y.","(1b) general elementary school","690","0.802434043435151","0.775231538240077","0.829636548630225"
"No","1984","35-65 y.","(1c) basic vocational qualification","1400","0.78769052261353","0.768448051106318","0.806932994120743"
"No","1984","35-65 y.","(2b) intermediate general qualification","","","",""
"No","1984","35-65 y.","(2a) intermediate vocational","302","0.689695428438206","0.646321362721488","0.733069494154924"
"No","1984","35-65 y.","(2c_gen) general maturity certificate","30","0.679721448674568","0.531372078236011","0.828070819113125"
"No","1984","35-65 y.","(2c_voc) vocational maturity certificate","107","0.635035799310791","0.55875300148221","0.711318597139372"
"No","1984","35-65 y.","(3a) lower tertiary education","97","0.685661615938907","0.609032791739238","0.762290440138576"
"No","1984","35-65 y.","(3b) higher tertiary education","112","0.387837629141227","0.329931847831494","0.445743410450959"
"No","1984","66 and older","(0) in school","","","",""
"No","1984","66 and older","(1a) inadequately completed","","","",""
"No","1984","66 and older","(1b) general elementary school","","","",""
"No","1984","66 and older","(1c) basic vocational qualification","","","",""
"No","1984","66 and older","(2b) intermediate general qualification","","","",""
"No","1984","66 and older","(2a) intermediate vocational","","","",""
"No","1984","66 and older","(2c_gen) general maturity certificate","","","",""
"No","1984","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No","1984","66 and older","(3a) lower tertiary education","","","",""
"No","1984","66 and older","(3b) higher tertiary education","","","",""
"Yes","1985","16-34 y.","(0) in school","","","",""
"Yes","1985","16-34 y.","(1a) inadequately completed","","","",""
"Yes","1985","16-34 y.","(1b) general elementary school","40","0.0906419122351557","0.0643197241897139","0.116964100280598"
"Yes","1985","16-34 y.","(1c) basic vocational qualification","140","0.195890108263398","0.169002676732684","0.222777539794113"
"Yes","1985","16-34 y.","(2b) intermediate general qualification","36","0.206091823444632","0.145989815000195","0.266193831889069"
"Yes","1985","16-34 y.","(2a) intermediate vocational","149","0.320659465510409","0.277914876225671","0.363404054795148"
"Yes","1985","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1985","16-34 y.","(2c_voc) vocational maturity certificate","32","0.308726028871819","0.227415090327096","0.390036967416542"
"Yes","1985","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","1985","16-34 y.","(3b) higher tertiary education","67","0.5155180133596","0.429609311896476","0.601426714822724"
"Yes","1985","35-65 y.","(0) in school","","","",""
"Yes","1985","35-65 y.","(1a) inadequately completed","39","0.0975632212695311","0.0683014236668361","0.126825018872226"
"Yes","1985","35-65 y.","(1b) general elementary school","120","0.213107589344407","0.182900917536544","0.24331426115227"
"Yes","1985","35-65 y.","(1c) basic vocational qualification","304","0.215891004490663","0.19520713500807","0.236574873973257"
"Yes","1985","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","1985","35-65 y.","(2a) intermediate vocational","133","0.316539431269295","0.271843080525665","0.361235782012926"
"Yes","1985","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","1985","35-65 y.","(2c_voc) vocational maturity certificate","42","0.401940161012836","0.317003315606075","0.486877006419597"
"Yes","1985","35-65 y.","(3a) lower tertiary education","44","0.36519518917474","0.28178372690649","0.44860665144299"
"Yes","1985","35-65 y.","(3b) higher tertiary education","162","0.639060943419795","0.580570315123969","0.697551571715622"
"Yes","1985","66 and older","(0) in school","","","",""
"Yes","1985","66 and older","(1a) inadequately completed","","","",""
"Yes","1985","66 and older","(1b) general elementary school","","","",""
"Yes","1985","66 and older","(1c) basic vocational qualification","","","",""
"Yes","1985","66 and older","(2b) intermediate general qualification","","","",""
"Yes","1985","66 and older","(2a) intermediate vocational","","","",""
"Yes","1985","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","1985","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","66 and older","(3a) lower tertiary education","","","",""
"Yes","1985","66 and older","(3b) higher tertiary education","","","",""
"No","1985","16-34 y.","(0) in school","","","",""
"No","1985","16-34 y.","(1a) inadequately completed","103","0.884083757132115","0.824530508743951","0.943637005520278"
"No","1985","16-34 y.","(1b) general elementary school","417","0.909358087764844","0.883035899719402","0.935680275810286"
