"pgoeffd","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1985","(1c) basic vocational qualification","444","0.207256030888914","0.190933570533172","0.223578491244657"
"Yes","1985","(2b) intermediate general qualification","48","0.235672254883667","0.177855067715057","0.293489442052277"
"Yes","1985","(2a) intermediate vocational","282","0.3163592637298","0.285615438815406","0.347103088644194"
"Yes","1985","(2c_gen) general maturity certificate","23","","",""
"Yes","1985","(2c_voc) vocational maturity certificate","74","0.345345514284163","0.287100186719754","0.403590841848573"
"Yes","1985","(3a) lower tertiary education","54","0.323776269244794","0.255036859143803","0.392515679345784"
"Yes","1985","(3b) higher tertiary education","229","0.592713568464145","0.544075371937651","0.641351764990639"
"No","1985","(0) in school","2","","",""
"No","1985","(1a) inadequately completed","459","0.896111998767506","0.869526998184027","0.922696999350984"
"No","1985","(1b) general elementary school","1008","0.831133212081597","0.809657465267409","0.852608958895784"
"No","1985","(1c) basic vocational qualification","1925","0.792743969111086","0.776421508755343","0.809066429466828"
"No","1985","(2b) intermediate general qualification","159","0.764327745116333","0.706510557947723","0.822144932284943"
"No","1985","(2a) intermediate vocational","597","0.6836407362702","0.652896911355806","0.714384561184594"
"No","1985","(2c_gen) general maturity certificate","97","0.772946566327967","0.697992320089958","0.847900812565975"
"No","1985","(2c_voc) vocational maturity certificate","182","0.654654485715837","0.596409158151427","0.712899813280246"
"No","1985","(3a) lower tertiary education","124","0.676223730755206","0.607484320654216","0.744963140856197"
"No","1985","(3b) higher tertiary education","163","0.407286431535855","0.358648235009361","0.455924628062349"
"Yes","1986","(0) in school","","","",""
"Yes","1986","(1a) inadequately completed","43","0.118900953465583","0.0884143405161919","0.149387566414973"
"Yes","1986","(1b) general elementary school","140","0.163917147289918","0.141990214604637","0.185844079975198"
"Yes","1986","(1c) basic vocational qualification","421","0.214019721811969","0.196935625748565","0.231103817875373"
"Yes","1986","(2b) intermediate general qualification","59","0.294790522179211","0.23222301736015","0.357358026998272"
"Yes","1986","(2a) intermediate vocational","261","0.305284323967302","0.273954002838091","0.336614645096514"
"Yes","1986","(2c_gen) general maturity certificate","26","","",""
"Yes","1986","(2c_voc) vocational maturity certificate","72","0.341102532756176","0.282569744606966","0.399635320905386"
"Yes","1986","(3a) lower tertiary education","49","0.306035468328746","0.236140747617416","0.375930189040075"
"Yes","1986","(3b) higher tertiary education","224","0.59376757732838","0.544772779522791","0.642762375133969"
"No","1986","(0) in school","2","","",""
"No","1986","(1a) inadequately completed","390","0.881099046534417","0.850612433585027","0.911585659483808"
"No","1986","(1b) general elementary school","955","0.836082852710082","0.814155920024802","0.858009785395363"
"No","1986","(1c) basic vocational qualification","1793","0.785980278188031","0.768896182124627","0.803064374251435"
"No","1986","(2b) intermediate general qualification","145","0.705209477820789","0.642641973001728","0.76777698263985"
"No","1986","(2a) intermediate vocational","569","0.694715676032697","0.663385354903486","0.726045997161909"
"No","1986","(2c_gen) general maturity certificate","93","0.722293715997575","0.6418254983046","0.80276193369055"
"No","1986","(2c_voc) vocational maturity certificate","180","0.658897467243824","0.600364679094614","0.717430255393034"
"No","1986","(3a) lower tertiary education","118","0.693964531671254","0.624069810959925","0.763859252382584"
"No","1986","(3b) higher tertiary education","162","0.40623242267162","0.357237624866031","0.455227220477209"
"Yes","1987","(0) in school","","","",""
"Yes","1987","(1a) inadequately completed","41","0.111628973210552","0.0817949471631194","0.141462999257984"
"Yes","1987","(1b) general elementary school","142","0.159869360145352","0.138299946048351","0.181438774242352"
"Yes","1987","(1c) basic vocational qualification","415","0.209282111232772","0.192356425382103","0.22620779708344"
"Yes","1987","(2b) intermediate general qualification","66","0.330412568784609","0.267685767486789","0.393139370082428"
"Yes","1987","(2a) intermediate vocational","269","0.309148378055921","0.278134972928489","0.340161783183353"
"Yes","1987","(2c_gen) general maturity certificate","33","0.327016638313354","0.247288915670363","0.406744360956345"
"Yes","1987","(2c_voc) vocational maturity certificate","74","0.34179318575675","0.283804346402117","0.399782025111384"
"Yes","1987","(3a) lower tertiary education","48","0.306394831562047","0.23626691689119","0.376522746232904"
"Yes","1987","(3b) higher tertiary education","219","0.570246952634921","0.520989358356612","0.61950454691323"
"No","1987","(0) in school","5","","",""
"No","1987","(1a) inadequately completed","387","0.888371026789448","0.858537000742016","0.918205052836881"
"No","1987","(1b) general elementary school","967","0.840130639854648","0.818561225757648","0.861700053951649"
"No","1987","(1c) basic vocational qualification","1804","0.790717888767228","0.77379220291656","0.807643574617897"
"No","1987","(2b) intermediate general qualification","150","0.669587431215391","0.606860629917571","0.732314232513211"
"No","1987","(2a) intermediate vocational","584","0.690851621944079","0.659838216816647","0.721865027071511"
"No","1987","(2c_gen) general maturity certificate","100","0.672983361686646","0.593255639043655","0.752711084329637"
"No","1987","(2c_voc) vocational maturity certificate","183","0.65820681424325","0.600217974888616","0.716195653597884"
"No","1987","(3a) lower tertiary education","118","0.693605168437953","0.623477253767096","0.76373308310881"
"No","1987","(3b) higher tertiary education","169","0.429753047365079","0.38049545308677","0.479010641643388"
"Yes","1988","(0) in school","","","",""
"Yes","1988","(1a) inadequately completed","39","0.084540059674172","0.0570705487295383","0.112009570618806"
"Yes","1988","(1b) general elementary school","139","0.158806984667876","0.137227556975046","0.180386412360706"
"Yes","1988","(1c) basic vocational qualification","389","0.208911320194806","0.191679235823387","0.226143404566224"
"Yes","1988","(2b) intermediate general qualification","63","0.291153278843362","0.233315590322714","0.348990967364009"
"Yes","1988","(2a) intermediate vocational","257","0.30442568331406","0.273232667459949","0.335618699168171"
"Yes","1988","(2c_gen) general maturity certificate","34","0.321398529213157","0.242326108827677","0.400470949598638"
"Yes","1988","(2c_voc) vocational maturity certificate","69","0.324512291940798","0.266005694911111","0.383018888970485"
"Yes","1988","(3a) lower tertiary education","44","0.294354944231674","0.224603213848625","0.364106674614723"
"Yes","1988","(3b) higher tertiary education","203","0.548576753781508","0.498075247130176","0.59907826043284"
"No","1988","(0) in school","6","","",""
"No","1988","(1a) inadequately completed","355","0.915459940325828","0.887990429381194","0.942929451270462"
"No","1988","(1b) general elementary school","963","0.841193015332124","0.819613587639294","0.862772443024954"
"No","1988","(1c) basic vocational qualification","1749","0.791088679805194","0.773856595433776","0.808320764176613"
"No","1988","(2b) intermediate general qualification","174","0.708846721156638","0.651009032635991","0.766684409677286"
"No","1988","(2a) intermediate vocational","579","0.69557431668594","0.664381300831829","0.726767332540051"
"No","1988","(2c_gen) general maturity certificate","100","0.678601470786843","0.599529050401362","0.757673891172323"
"No","1988","(2c_voc) vocational maturity certificate","177","0.675487708059202","0.616981111029515","0.733994305088888"
"No","1988","(3a) lower tertiary education","120","0.705645055768326","0.635893325385277","0.775396786151375"
"No","1988","(3b) higher tertiary education","170","0.451423246218492","0.40092173956716","0.501924752869824"
"Yes","1989","(0) in school","2","","",""
"Yes","1989","(1a) inadequately completed","43","0.110381719935781","0.0792413535558395","0.141522086315723"
"Yes","1989","(1b) general elementary school","143","0.16552354183136","0.143767383306757","0.187279700355963"
"Yes","1989","(1c) basic vocational qualification","384","0.201968901219605","0.18492744708006","0.219010355359151"
"Yes","1989","(2b) intermediate general qualification","60","0.274466677876013","0.217773199044508","0.331160156707517"
"Yes","1989","(2a) intermediate vocational","265","0.305403062742199","0.27469203531786","0.336114090166538"
"Yes","1989","(2c_gen) general maturity certificate","43","0.321563008523435","0.248962889903699","0.394163127143172"
"Yes","1989","(2c_voc) vocational maturity certificate","59","0.263965094744814","0.210895275268375","0.317034914221254"
"Yes","1989","(3a) lower tertiary education","48","0.298453692212911","0.230070319417356","0.366837065008466"
"Yes","1989","(3b) higher tertiary education","195","0.526179474797961","0.47597641596553","0.576382533630391"
"No","1989","(0) in school","10","","",""
"No","1989","(1a) inadequately completed","346","0.889618280064219","0.858477913684277","0.920758646444161"
"No","1989","(1b) general elementary school","978","0.83447645816864","0.812720299644037","0.856232616693243"
"No","1989","(1c) basic vocational qualification","1748","0.798031098780395","0.780989644640849","0.81507255291994"
"No","1989","(2b) intermediate general qualification","178","0.725533322123987","0.668839843292483","0.782226800955492"
"No","1989","(2a) intermediate vocational","599","0.694596937257801","0.663885909833462","0.72530796468214"
"No","1989","(2c_gen) general maturity certificate","116","0.678436991476565","0.605836872856828","0.751037110096301"
"No","1989","(2c_voc) vocational maturity certificate","206","0.736034905255186","0.682965085778746","0.789104724731626"
"No","1989","(3a) lower tertiary education","124","0.701546307787089","0.633162934991534","0.769929680582644"
"No","1989","(3b) higher tertiary education","185","0.473820525202039","0.423617466369609","0.52402358403447"
"Yes","1990","(0) in school","1","","",""
"Yes","1990","(1a) inadequately completed","40","0.107907992519771","0.0766303636684123","0.139185621371129"
"Yes","1990","(1b) general elementary school","172","0.177737195835548","0.155943351868425","0.199531039802672"
"Yes","1990","(1c) basic vocational qualification","613","0.215059690130565","0.200354938881655","0.229764441379475"
"Yes","1990","(2b) intermediate general qualification","88","0.276279812590021","0.228609317681016","0.323950307499026"
"Yes","1990","(2a) intermediate vocational","618","0.301246674182628","0.281524993589557","0.320968354775698"
"Yes","1990","(2c_gen) general maturity certificate","49","0.348031090298225","0.272797775962884","0.423264404633565"
"Yes","1990","(2c_voc) vocational maturity certificate","82","0.264739431597771","0.217281478474263","0.312197384721279"
"Yes","1990","(3a) lower tertiary education","302","0.383482043998998","0.347941094380224","0.419022993617773"
"Yes","1990","(3b) higher tertiary education","350","0.533348889533207","0.495201286414643","0.57149649265177"
"No","1990","(0) in school","4","","",""
"No","1990","(1a) inadequately completed","338","0.892092007480229","0.860814378628871","0.923369636331588"
"No","1990","(1b) general elementary school","1010","0.822262804164452","0.800468960197328","0.844056648131575"
"No","1990","(1c) basic vocational qualification","2386","0.784940309869435","0.770235558620525","0.799645061118345"
"No","1990","(2b) intermediate general qualification","250","0.723720187409979","0.676049692500974","0.771390682318984"
"No","1990","(2a) intermediate vocational","1461","0.698753325817372","0.679031645224301","0.718475006410443"
"No","1990","(2c_gen) general maturity certificate","105","0.651968909701775","0.576735595366435","0.727202224037116"
"No","1990","(2c_voc) vocational maturity certificate","250","0.735260568402229","0.687802615278721","0.782718521525737"
"No","1990","(3a) lower tertiary education","417","0.616517956001002","0.580977006382227","0.652058905619776"
"No","1990","(3b) higher tertiary education","307","0.466651110466793","0.42850350734823","0.504798713585357"
"Yes","1991","(0) in school","1","","",""
"Yes","1991","(1a) inadequately completed","50","0.142412149815989","0.108121597984212","0.176702701647766"
"Yes","1991","(1b) general elementary school","178","0.190738676011225","0.168158776329272","0.213318575693178"
"Yes","1991","(1c) basic vocational qualification","540","0.209845528932634","0.194789834486953","0.224901223378316"
"Yes","1991","(2b) intermediate general qualification","92","0.301080297757581","0.250341744816283","0.351818850698878"
"Yes","1991","(2a) intermediate vocational","566","0.284844250282338","0.264999154311169","0.304689346253507"
"Yes","1991","(2c_gen) general maturity certificate","46","0.281898456053804","0.214462842272094","0.349334069835514"
"Yes","1991","(2c_voc) vocational maturity certificate","93","0.285590525036192","0.238800629235205","0.332380420837178"
"Yes","1991","(3a) lower tertiary education","275","0.363979820672269","0.327816547209071","0.400143094135466"
"Yes","1991","(3b) higher tertiary education","327","0.519155880639015","0.480537536533122","0.557774224744909"
"No","1991","(0) in school","8","","",""
"No","1991","(1a) inadequately completed","349","0.857587850184011","0.823297298352234","0.891878402015788"
"No","1991","(1b) general elementary school","985","0.809261323988775","0.786681424306822","0.831841223670728"
"No","1991","(1c) basic vocational qualification","2270","0.790154471067366","0.775098776621684","0.805210165513047"
"No","1991","(2b) intermediate general qualification","222","0.698919702242419","0.648181149301122","0.749658255183717"
"No","1991","(2a) intermediate vocational","1421","0.715155749717662","0.695310653746493","0.735000845688831"
"No","1991","(2c_gen) general maturity certificate","125","0.718101543946196","0.650665930164486","0.785537157727906"
"No","1991","(2c_voc) vocational maturity certificate","265","0.714409474963808","0.667619579162822","0.761199370764795"
"No","1991","(3a) lower tertiary education","405","0.636020179327731","0.599856905864534","0.672183452790929"
"No","1991","(3b) higher tertiary education","316","0.480844119360985","0.442225775255091","0.519462463466878"
"Yes","1992","(0) in school","1","","",""
"Yes","1992","(1a) inadequately completed","49","0.173080516304673","0.133446345900234","0.212714686709111"
"Yes","1992","(1b) general elementary school","161","0.175377195881949","0.152462215572781","0.198292176191117"
"Yes","1992","(1c) basic vocational qualification","515","0.213750027117436","0.19782289404392","0.229677160190952"
"Yes","1992","(2b) intermediate general qualification","88","0.264363802928125","0.215741324720707","0.312986281135542"
"Yes","1992","(2a) intermediate vocational","579","0.316117317290574","0.294866669488533","0.337367965092615"
"Yes","1992","(2c_gen) general maturity certificate","48","0.325624100749391","0.254763840772115","0.396484360726667"
"Yes","1992","(2c_voc) vocational maturity certificate","103","0.348496158216028","0.297996024749442","0.398996291682614"
"Yes","1992","(3a) lower tertiary education","264","0.384564119431159","0.346545306281","0.422582932581317"
"Yes","1992","(3b) higher tertiary education","319","0.521234861066112","0.481785886190187","0.560683835942037"
"No","1992","(0) in school","7","","",""
"No","1992","(1a) inadequately completed","301","0.826919483695327","0.787285313290889","0.866553654099766"
"No","1992","(1b) general elementary school","897","0.824622804118051","0.801707823808883","0.847537784427219"
"No","1992","(1c) basic vocational qualification","2030","0.786249972882564","0.770322839809048","0.80217710595608"
"No","1992","(2b) intermediate general qualification","228","0.735636197071875","0.687013718864458","0.784258675279293"
"No","1992","(2a) intermediate vocational","1260","0.683882682709426","0.662632034907385","0.705133330511468"
"No","1992","(2c_gen) general maturity certificate","120","0.674375899250609","0.603515639273333","0.745236159227885"
"No","1992","(2c_voc) vocational maturity certificate","239","0.651503841783972","0.601003708317386","0.702003975250558"
"No","1992","(3a) lower tertiary education","365","0.615435880568841","0.577417067418683","0.653454693719"
"No","1992","(3b) higher tertiary education","297","0.478765138933888","0.439316164057963","0.518214113809814"
"Yes","1993","(0) in school","2","","",""
"Yes","1993","(1a) inadequately completed","49","0.195529013279331","0.15367863954142","0.237379387017242"
"Yes","1993","(1b) general elementary school","142","0.165983703454157","0.143172792104751","0.188794614803563"
"Yes","1993","(1c) basic vocational qualification","462","0.201912308247239","0.185878874073977","0.217945742420502"
"Yes","1993","(2b) intermediate general qualification","97","0.307190678510649","0.255501663591287","0.358879693430011"
"Yes","1993","(2a) intermediate vocational","544","0.288830837918684","0.268206293108789","0.309455382728578"
"Yes","1993","(2c_gen) general maturity certificate","55","0.319653195424432","0.252634446138863","0.386671944710001"
"Yes","1993","(2c_voc) vocational maturity certificate","107","0.329660978937847","0.280341736173695","0.378980221702"
"Yes","1993","(3a) lower tertiary education","263","0.383563160235804","0.345472047368152","0.421654273103456"
"Yes","1993","(3b) higher tertiary education","309","0.50828703489369","0.468516256477857","0.548057813309522"
"No","1993","(0) in school","1","","",""
"No","1993","(1a) inadequately completed","296","0.804470986720669","0.762620612982758","0.84632136045858"
"No","1993","(1b) general elementary school","880","0.834016296545843","0.811205385196437","0.856827207895249"
"No","1993","(1c) basic vocational qualification","1946","0.798087691752761","0.782054257579498","0.814121125926023"
"No","1993","(2b) intermediate general qualification","209","0.692809321489351","0.641120306569989","0.744498336408713"
"No","1993","(2a) intermediate vocational","1311","0.711169162081316","0.690544617271422","0.731793706891211"
"No","1993","(2c_gen) general maturity certificate","131","0.680346804575568","0.613328055289999","0.747365553861137"
"No","1993","(2c_voc) vocational maturity certificate","242","0.670339021062153","0.621019778298","0.719658263826305"
"No","1993","(3a) lower tertiary education","363","0.616436839764196","0.578345726896544","0.654527952631848"
"No","1993","(3b) higher tertiary education","298","0.49171296510631","0.451942186690478","0.531483743522143"
"Yes","1994","(0) in school","1","","",""
"Yes","1994","(1a) inadequately completed","43","0.173801442479471","0.131274214451394","0.216328670507548"
"Yes","1994","(1b) general elementary school","111","0.155335640742527","0.130955971672421","0.179715309812633"
"Yes","1994","(1c) basic vocational qualification","432","0.204432984910991","0.187626789887911","0.221239179934071"
"Yes","1994","(2b) intermediate general qualification","79","0.321102951938337","0.26402010320415","0.378185800672524"
"Yes","1994","(2a) intermediate vocational","529","0.294780157111703","0.273792663653611","0.315767650569795"
"Yes","1994","(2c_gen) general maturity certificate","52","0.284113231650314","0.219817064153127","0.348409399147501"
"Yes","1994","(2c_voc) vocational maturity certificate","104","0.346309337226653","0.295735387337589","0.396883287115716"
"Yes","1994","(3a) lower tertiary education","254","0.374620625283867","0.336397573913582","0.412843676654152"
"Yes","1994","(3b) higher tertiary education","312","0.506348480814175","0.467026328099275","0.545670633529075"
"No","1994","(0) in school","2","","",""
"No","1994","(1a) inadequately completed","262","0.826198557520529","0.783671329492452","0.868725785548606"
"No","1994","(1b) general elementary school","737","0.844664359257473","0.820284690187367","0.869044028327579"
"No","1994","(1c) basic vocational qualification","1780","0.795567015089009","0.778760820065929","0.812373210112089"
"No","1994","(2b) intermediate general qualification","178","0.678897048061663","0.621814199327476","0.73597989679585"
"No","1994","(2a) intermediate vocational","1284","0.705219842888297","0.684232349430205","0.726207336346389"
"No","1994","(2c_gen) general maturity certificate","137","0.715886768349686","0.651590600852499","0.780182935846873"
"No","1994","(2c_voc) vocational maturity certificate","236","0.653690662773347","0.603116712884284","0.704264612662411"
"No","1994","(3a) lower tertiary education","362","0.625379374716133","0.587156323345848","0.663602426086418"
"No","1994","(3b) higher tertiary education","309","0.493651519185825","0.454329366470925","0.532973671900725"
"Yes","1995","(0) in school","","","",""
"Yes","1995","(1a) inadequately completed","45","0.184504386583239","0.138907010087823","0.230101763078654"
"Yes","1995","(1b) general elementary school","113","0.153234826524742","0.129298985096593","0.17717066795289"
"Yes","1995","(1c) basic vocational qualification","437","0.207690747786131","0.191065392024095","0.224316103548166"
"Yes","1995","(2b) intermediate general qualification","61","0.206536192359016","0.160340792870196","0.252731591847837"
"Yes","1995","(2a) intermediate vocational","563","0.298979701402977","0.27859194530967","0.319367457496284"
"Yes","1995","(2c_gen) general maturity certificate","52","0.248193953353418","0.191751570858544","0.304636335848292"
"Yes","1995","(2c_voc) vocational maturity certificate","125","0.350986320842236","0.304388287414367","0.397584354270105"
"Yes","1995","(3a) lower tertiary education","248","0.344028256758528","0.30748010950396","0.380576404013097"
"Yes","1995","(3b) higher tertiary education","322","0.472156380419424","0.4350678999229","0.509244860915949"
"No","1995","(0) in school","6","","",""
"No","1995","(1a) inadequately completed","233","0.815495613416761","0.769898236921346","0.861092989912177"
"No","1995","(1b) general elementary school","757","0.846765173475258","0.82282933204711","0.870701014903407"
"No","1995","(1c) basic vocational qualification","1850","0.792309252213869","0.775683896451834","0.808934607975905"
"No","1995","(2b) intermediate general qualification","234","0.793463807640984","0.747268408152163","0.839659207129804"
"No","1995","(2a) intermediate vocational","1374","0.701020298597023","0.680632542503716","0.72140805469033"
"No","1995","(2c_gen) general maturity certificate","173","0.751806046646582","0.695363664151708","0.808248429141456"
"No","1995","(2c_voc) vocational maturity certificate","278","0.649013679157764","0.602415645729895","0.695611712585633"
"No","1995","(3a) lower tertiary education","401","0.655971743241472","0.619423595986904","0.69251989049604"
"No","1995","(3b) higher tertiary education","374","0.527843619580576","0.490755139084051","0.5649321000771"
"Yes","1996","(0) in school","","","",""
"Yes","1996","(1a) inadequately completed","45","0.221111925250002","0.169669468987875","0.272554381512129"
"Yes","1996","(1b) general elementary school","99","0.145634758616959","0.120896058281121","0.170373458952797"
"Yes","1996","(1c) basic vocational qualification","416","0.207876290262263","0.190799065269349","0.224953515255176"
"Yes","1996","(2b) intermediate general qualification","48","0.16973562611621","0.125527418072336","0.213943834160083"
"Yes","1996","(2a) intermediate vocational","541","0.308117837498845","0.287134908718941","0.32910076627875"
"Yes","1996","(2c_gen) general maturity certificate","52","0.263909411174089","0.203867295103578","0.3239515272446"
"Yes","1996","(2c_voc) vocational maturity certificate","124","0.32107078659104","0.275655953925756","0.366485619256324"
"Yes","1996","(3a) lower tertiary education","251","0.356322522467777","0.3192191062877","0.393425938647855"
"Yes","1996","(3b) higher tertiary education","300","0.469228770298687","0.431384000915741","0.507073539681633"
"No","1996","(0) in school","5","","",""
"No","1996","(1a) inadequately completed","205","0.778888074749998","0.727445618487871","0.830330531012125"
"No","1996","(1b) general elementary school","682","0.854365241383041","0.829626541047203","0.879103941718879"
"No","1996","(1c) basic vocational qualification","1753","0.792123709737737","0.775046484744824","0.809200934730651"
"No","1996","(2b) intermediate general qualification","229","0.83026437388379","0.786056165839917","0.874472581927664"
"No","1996","(2a) intermediate vocational","1319","0.691882162501155","0.67089923372125","0.71286509128106"
"No","1996","(2c_gen) general maturity certificate","155","0.736090588825911","0.6760484727554","0.796132704896422"
"No","1996","(2c_voc) vocational maturity certificate","282","0.67892921340896","0.633514380743676","0.724344046074244"
"No","1996","(3a) lower tertiary education","389","0.643677477532223","0.606574061352146","0.6807808937123"
"No","1996","(3b) higher tertiary education","368","0.530771229701313","0.492926460318367","0.568615999084259"
"Yes","1997","(0) in school","","","",""
"Yes","1997","(1a) inadequately completed","44","0.204843178234419","0.15234160592903","0.257344750539808"
"Yes","1997","(1b) general elementary school","92","0.15488622335206","0.128889081186441","0.180883365517678"
"Yes","1997","(1c) basic vocational qualification","373","0.192958180105963","0.175987100917924","0.209929259294002"
"Yes","1997","(2b) intermediate general qualification","53","0.206805214315492","0.160430104771441","0.253180323859543"
"Yes","1997","(2a) intermediate vocational","526","0.295231166868211","0.274434125574111","0.316028208162311"
"Yes","1997","(2c_gen) general maturity certificate","62","0.287310923710289","0.225962830567634","0.348659016852944"
"Yes","1997","(2c_voc) vocational maturity certificate","132","0.326439219802395","0.281594325257505","0.371284114347285"
"Yes","1997","(3a) lower tertiary education","254","0.343630026143878","0.307120069423515","0.380139982864241"
"Yes","1997","(3b) higher tertiary education","317","0.463283736802673","0.426184561049124","0.500382912556221"
"No","1997","(0) in school","8","","",""
"No","1997","(1a) inadequately completed","183","0.795156821765581","0.742655249460192","0.84765839407097"
"No","1997","(1b) general elementary school","652","0.84511377664794","0.819116634482322","0.871110918813559"
"No","1997","(1c) basic vocational qualification","1704","0.807041819894037","0.790070740705998","0.824012899082076"
"No","1997","(2b) intermediate general qualification","240","0.793194785684508","0.746819676140457","0.839569895228559"
"No","1997","(2a) intermediate vocational","1322","0.704768833131789","0.683971791837689","0.725565874425889"
"No","1997","(2c_gen) general maturity certificate","147","0.712689076289711","0.651340983147056","0.774037169432366"
"No","1997","(2c_voc) vocational maturity certificate","288","0.673560780197605","0.628715885652715","0.718405674742494"
"No","1997","(3a) lower tertiary education","396","0.656369973856122","0.619860017135759","0.692879930576485"
"No","1997","(3b) higher tertiary education","377","0.536716263197327","0.499617087443779","0.573815438950876"
"Yes","1998","(0) in school","","","",""
"Yes","1998","(1a) inadequately completed","32","0.169448987511257","0.118710082709644","0.22018789231287"
"Yes","1998","(1b) general elementary school","101","0.161954439007076","0.13593290043318","0.187975977580971"
"Yes","1998","(1c) basic vocational qualification","393","0.19788135418475","0.181191714793686","0.214570993575814"
"Yes","1998","(2b) intermediate general qualification","65","0.217072398868459","0.171181100096482","0.262963697640436"
"Yes","1998","(2a) intermediate vocational","567","0.285845835083568","0.266306499475651","0.305385170691485"
"Yes","1998","(2c_gen) general maturity certificate","60","0.23412562767575","0.179519001212882","0.288732254138617"
"Yes","1998","(2c_voc) vocational maturity certificate","145","0.321236959420553","0.279244323875454","0.363229594965653"
"Yes","1998","(3a) lower tertiary education","279","0.356362015323586","0.320959268049939","0.391764762597234"
"Yes","1998","(3b) higher tertiary education","343","0.473193244018902","0.437789731892724","0.50859675614508"
"No","1998","(0) in school","12","","",""
"No","1998","(1a) inadequately completed","178","0.830551012488743","0.77981210768713","0.881289917290356"
"No","1998","(1b) general elementary school","669","0.838045560992924","0.812024022419029","0.86406709956682"
"No","1998","(1c) basic vocational qualification","1796","0.80211864581525","0.785429006424186","0.818808285206314"
"No","1998","(2b) intermediate general qualification","245","0.782927601131541","0.737036302359564","0.828818899903518"
"No","1998","(2a) intermediate vocational","1487","0.714154164916432","0.694614829308515","0.733693500524349"
"No","1998","(2c_gen) general maturity certificate","171","0.76587437232425","0.711267745861383","0.820480998787118"
"No","1998","(2c_voc) vocational maturity certificate","330","0.678763040579447","0.636770405034347","0.720755676124546"
"No","1998","(3a) lower tertiary education","424","0.643637984676414","0.608235237402766","0.679040731950061"
"No","1998","(3b) higher tertiary education","421","0.526806755981098","0.49140324385492","0.562210268107276"
"Yes","1999","(0) in school","1","","",""
"Yes","1999","(1a) inadequately completed","27","","",""
"Yes","1999","(1b) general elementary school","86","0.147690607483913","0.121023942166185","0.174357272801642"
"Yes","1999","(1c) basic vocational qualification","362","0.193235210858588","0.176080536254196","0.210389885462981"
"Yes","1999","(2b) intermediate general qualification","51","0.195240608620616","0.149619357079459","0.240861860161774"
"Yes","1999","(2a) intermediate vocational","522","0.283398334002811","0.2633965681711","0.303400099834522"
"Yes","1999","(2c_gen) general maturity certificate","58","0.21158087535374","0.157974994163347","0.265186756544133"
"Yes","1999","(2c_voc) vocational maturity certificate","130","0.321094444395305","0.27766565903232","0.36452322975829"
"Yes","1999","(3a) lower tertiary education","264","0.349529673477905","0.313451661259057","0.385607685696753"
"Yes","1999","(3b) higher tertiary education","338","0.460112705889938","0.424701604958067","0.495523806821809"
"No","1999","(0) in school","19","","",""
"No","1999","(1a) inadequately completed","170","0.83195664868652","0.779743967731746","0.884169329641295"
"No","1999","(1b) general elementary school","594","0.852309392516087","0.825642727198358","0.878976057833815"
"No","1999","(1c) basic vocational qualification","1673","0.806764789141412","0.789610114537019","0.823919463745804"
"No","1999","(2b) intermediate general qualification","239","0.804759391379384","0.759138139838226","0.850380642920541"
"No","1999","(2a) intermediate vocational","1428","0.716601665997189","0.696599900165477","0.7366034318289"
"No","1999","(2c_gen) general maturity certificate","165","0.78841912464626","0.734813243455867","0.842025005836653"
