"pgoeffd","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1999","(2c_voc) vocational maturity certificate","314","0.678905555604695","0.63547677024171","0.72233434096768"
"No","1999","(3a) lower tertiary education","407","0.650470326522095","0.614392314303247","0.686548338740943"
"No","1999","(3b) higher tertiary education","423","0.539887294110062","0.504476193178191","0.575298395041933"
"Yes","2000","(0) in school","5","","",""
"Yes","2000","(1a) inadequately completed","19","","",""
"Yes","2000","(1b) general elementary school","144","0.148259858252683","0.126641895592575","0.169877820912791"
"Yes","2000","(1c) basic vocational qualification","668","0.169718666319198","0.157932832033396","0.181504500605001"
"Yes","2000","(2b) intermediate general qualification","53","0.120135908250657","0.0892622916585022","0.151009524842812"
"Yes","2000","(2a) intermediate vocational","991","0.250810533724868","0.237350159212506","0.264270908237229"
"Yes","2000","(2c_gen) general maturity certificate","76","0.197934344581444","0.157607151376216","0.238261537786672"
"Yes","2000","(2c_voc) vocational maturity certificate","281","0.278626338460868","0.251838777030924","0.305413899890811"
"Yes","2000","(3a) lower tertiary education","446","0.340115385751942","0.313299901756719","0.366930869747164"
"Yes","2000","(3b) higher tertiary education","643","0.375926266006736","0.352185586410618","0.399666945602854"
"No","2000","(0) in school","42","0.918432771173824","0.840183427816269","0.996682114531379"
"No","2000","(1a) inadequately completed","133","0.891176216240503","0.841668829586032","0.940683602894974"
"No","2000","(1b) general elementary school","894","0.851740141747317","0.830122179087209","0.873358104407425"
"No","2000","(1c) basic vocational qualification","3229","0.830281333680802","0.818495499394999","0.842067167966604"
"No","2000","(2b) intermediate general qualification","373","0.879864091749343","0.848990475157188","0.910737708341498"
"No","2000","(2a) intermediate vocational","2993","0.749189466275132","0.735729091762771","0.762649840787494"
"No","2000","(2c_gen) general maturity certificate","299","0.802065655418556","0.761738462213328","0.842392848623784"
"No","2000","(2c_voc) vocational maturity certificate","795","0.721373661539133","0.694586100109189","0.748161222969076"
"No","2000","(3a) lower tertiary education","753","0.659884614248058","0.633069130252836","0.686700098243281"
"No","2000","(3b) higher tertiary education","956","0.624073733993264","0.600333054397146","0.647814413589382"
"Yes","2001","(0) in school","2","","",""
"Yes","2001","(1a) inadequately completed","15","","",""
"Yes","2001","(1b) general elementary school","120","0.166467997968142","0.141141560944867","0.191794434991416"
"Yes","2001","(1c) basic vocational qualification","540","0.163904127475285","0.151143611852392","0.176664643098178"
"Yes","2001","(2b) intermediate general qualification","52","0.164152637584309","0.125235051935103","0.203070223233515"
"Yes","2001","(2a) intermediate vocational","889","0.255498994001554","0.241027117491088","0.26997087051202"
"Yes","2001","(2c_gen) general maturity certificate","74","0.194925043649568","0.15354139883935","0.236308688459785"
"Yes","2001","(2c_voc) vocational maturity certificate","234","0.261593702173703","0.23320930899054","0.289978095356865"
"Yes","2001","(3a) lower tertiary education","394","0.337319441104168","0.309200045655314","0.365438836553023"
"Yes","2001","(3b) higher tertiary education","563","0.374397819906162","0.349100692209516","0.399694947602808"
"No","2001","(0) in school","51","0.98139099199222","0.945008469937631","1.01777351404681"
"No","2001","(1a) inadequately completed","93","0.888903396015812","0.829636267291965","0.948170524739659"
"No","2001","(1b) general elementary school","711","0.833532002031858","0.808205565008584","0.858858439055133"
"No","2001","(1c) basic vocational qualification","2693","0.836095872524715","0.823335356901822","0.848856388147608"
"No","2001","(2b) intermediate general qualification","296","0.835847362415691","0.796929776766485","0.874764948064897"
"No","2001","(2a) intermediate vocational","2600","0.744501005998446","0.73002912948798","0.758972882508912"
"No","2001","(2c_gen) general maturity certificate","278","0.805074956350432","0.763691311540215","0.84645860116065"
"No","2001","(2c_voc) vocational maturity certificate","687","0.738406297826298","0.710021904643136","0.76679069100946"
"No","2001","(3a) lower tertiary education","692","0.662680558895831","0.634561163446977","0.690799954344685"
"No","2001","(3b) higher tertiary education","843","0.625602180093838","0.600305052397192","0.650899307790484"
"Yes","2002","(0) in school","7","","",""
"Yes","2002","(1a) inadequately completed","14","","",""
"Yes","2002","(1b) general elementary school","114","0.149855136738864","0.125425137721076","0.174285135756652"
"Yes","2002","(1c) basic vocational qualification","522","0.166192520048243","0.153242117748255","0.179142922348232"
"Yes","2002","(2b) intermediate general qualification","58","0.141764544189665","0.10678586158845","0.176743226790881"
"Yes","2002","(2a) intermediate vocational","971","0.259239482214157","0.245254827918818","0.273224136509497"
"Yes","2002","(2c_gen) general maturity certificate","103","0.22625091151972","0.186886979760385","0.265614843279055"
"Yes","2002","(2c_voc) vocational maturity certificate","264","0.249929233908109","0.22422560215228","0.275632865663938"
"Yes","2002","(3a) lower tertiary education","435","0.311975113355852","0.286554571526329","0.337395655185375"
"Yes","2002","(3b) higher tertiary education","915","0.3844100372741","0.363770782696449","0.405049291851751"
"No","2002","(0) in school","63","0.895545538904506","0.823897154028802","0.967193923780209"
"No","2002","(1a) inadequately completed","92","0.910975159023233","0.856762085581922","0.965188232464544"
"No","2002","(1b) general elementary school","706","0.850144863261136","0.825714864243348","0.874574862278925"
"No","2002","(1c) basic vocational qualification","2652","0.833807479951757","0.820857077651768","0.846757882251745"
"No","2002","(2b) intermediate general qualification","324","0.858235455810335","0.82325677320912","0.89321413841155"
"No","2002","(2a) intermediate vocational","2801","0.740760517785843","0.726775863490503","0.754745172081182"
"No","2002","(2c_gen) general maturity certificate","331","0.77374908848028","0.734385156720945","0.813113020239615"
"No","2002","(2c_voc) vocational maturity certificate","826","0.750070766091891","0.724367134336062","0.77577439784772"
"No","2002","(3a) lower tertiary education","841","0.688024886644148","0.662604344814625","0.713445428473671"
"No","2002","(3b) higher tertiary education","1219","0.6155899627259","0.594950708148249","0.636229217303551"
"Yes","2003","(0) in school","3","","",""
"Yes","2003","(1a) inadequately completed","10","","",""
"Yes","2003","(1b) general elementary school","99","0.173820732569942","0.145083311335655","0.202558153804229"
"Yes","2003","(1c) basic vocational qualification","467","0.174861086918143","0.160677129768881","0.189045044067405"
"Yes","2003","(2b) intermediate general qualification","58","0.175283548950836","0.13481001284166","0.215757085060012"
"Yes","2003","(2a) intermediate vocational","915","0.272969004684546","0.258001470876676","0.287936538492416"
"Yes","2003","(2c_gen) general maturity certificate","87","0.266329592654617","0.221104936625346","0.311554248683889"
"Yes","2003","(2c_voc) vocational maturity certificate","260","0.274715219813143","0.247254576166644","0.302175863459641"
"Yes","2003","(3a) lower tertiary education","390","0.306709445296346","0.279999895692583","0.333418994900108"
"Yes","2003","(3b) higher tertiary education","807","0.371672505734569","0.349960399931512","0.393384611537626"
"No","2003","(0) in school","35","0.96949525045764","0.914817219390477","1.0241732815248"
"No","2003","(1a) inadequately completed","76","0.923132996698107","0.86683395819125","0.979432035204965"
"No","2003","(1b) general elementary school","569","0.826179267430058","0.797441846195771","0.854916688664345"
"No","2003","(1c) basic vocational qualification","2288","0.825138913081857","0.810954955932595","0.839322870231119"
"No","2003","(2b) intermediate general qualification","281","0.824716451049164","0.784242914939988","0.86518998715834"
"No","2003","(2a) intermediate vocational","2488","0.727030995315454","0.712063461507584","0.741998529123324"
"No","2003","(2c_gen) general maturity certificate","280","0.733670407345383","0.688445751316111","0.778895063374654"
"No","2003","(2c_voc) vocational maturity certificate","755","0.725284780186857","0.697824136540359","0.752745423833356"
"No","2003","(3a) lower tertiary education","755","0.693290554703655","0.666581005099892","0.720000104307417"
"No","2003","(3b) higher tertiary education","1096","0.628327494265431","0.606615388462374","0.650039600068488"
"Yes","2004","(0) in school","3","","",""
"Yes","2004","(1a) inadequately completed","11","","",""
"Yes","2004","(1b) general elementary school","95","0.174761504412481","0.145962830759166","0.203560178065797"
"Yes","2004","(1c) basic vocational qualification","450","0.170955474906026","0.156930713461192","0.18498023635086"
"Yes","2004","(2b) intermediate general qualification","61","0.150003644162573","0.112806816993273","0.187200471331872"
"Yes","2004","(2a) intermediate vocational","888","0.259753240846773","0.245152825308453","0.274353656385093"
"Yes","2004","(2c_gen) general maturity certificate","81","0.216333325164082","0.176719074530521","0.255947575797642"
"Yes","2004","(2c_voc) vocational maturity certificate","267","0.255975844918003","0.229972604527437","0.281979085308569"
"Yes","2004","(3a) lower tertiary education","410","0.312219303554852","0.285700498449581","0.338738108660122"
"Yes","2004","(3b) higher tertiary education","822","0.389873702918761","0.368204221584283","0.411543184253239"
"No","2004","(0) in school","44","0.918861615164911","0.840800024630043","0.996923205699779"
"No","2004","(1a) inadequately completed","72","0.900361624682534","0.835925286580456","0.964797962784612"
"No","2004","(1b) general elementary school","573","0.825238495587519","0.796439821934203","0.854037169240834"
"No","2004","(1c) basic vocational qualification","2318","0.829044525093974","0.81501976364914","0.843069286538808"
"No","2004","(2b) intermediate general qualification","293","0.849996355837427","0.812799528668128","0.887193183006727"
"No","2004","(2a) intermediate vocational","2577","0.740246759153227","0.725646343614907","0.754847174691547"
"No","2004","(2c_gen) general maturity certificate","334","0.783666674835918","0.744052424202358","0.823280925469479"
"No","2004","(2c_voc) vocational maturity certificate","815","0.744024155081997","0.718020914691431","0.770027395472563"
"No","2004","(3a) lower tertiary education","763","0.687780696445148","0.661261891339878","0.714299501550419"
"No","2004","(3b) higher tertiary education","1124","0.610126297081239","0.588456815746761","0.631795778415717"
"Yes","2005","(0) in school","","","",""
"Yes","2005","(1a) inadequately completed","13","","",""
"Yes","2005","(1b) general elementary school","86","0.191187024173374","0.15858868689765","0.223785361449099"
"Yes","2005","(1c) basic vocational qualification","400","0.169904604747412","0.154948186597505","0.184861022897319"
"Yes","2005","(2b) intermediate general qualification","51","0.142547525988575","0.102170277727258","0.182924774249893"
"Yes","2005","(2a) intermediate vocational","810","0.260674793553124","0.245382947701262","0.275966639404986"
"Yes","2005","(2c_gen) general maturity certificate","53","0.19457391502501","0.15120003678456","0.23794779326546"
"Yes","2005","(2c_voc) vocational maturity certificate","249","0.258703187932528","0.231588089414771","0.285818286450285"
"Yes","2005","(3a) lower tertiary education","386","0.314072983158342","0.286378605327655","0.341767360989029"
"Yes","2005","(3b) higher tertiary education","752","0.383779320843925","0.361194063135998","0.406364578551852"
"No","2005","(0) in school","27","","",""
"No","2005","(1a) inadequately completed","55","0.84903864043812","0.763946340591773","0.934130940284466"
"No","2005","(1b) general elementary school","473","0.808812975826626","0.776214638550901","0.84141131310235"
"No","2005","(1c) basic vocational qualification","2022","0.830095395252588","0.815138977102681","0.845051813402495"
"No","2005","(2b) intermediate general qualification","237","0.857452474011425","0.817075225750107","0.897829722272742"
"No","2005","(2a) intermediate vocational","2356","0.739325206446876","0.724033360595014","0.754617052298738"
"No","2005","(2c_gen) general maturity certificate","267","0.80542608497499","0.76205220673454","0.84879996321544"
"No","2005","(2c_voc) vocational maturity certificate","753","0.741296812067472","0.714181713549715","0.768411910585229"
"No","2005","(3a) lower tertiary education","693","0.685927016841658","0.658232639010971","0.713621394672345"
"No","2005","(3b) higher tertiary education","1029","0.616220679156075","0.593635421448148","0.638805936864002"
"Yes","2006","(0) in school","1","","",""
"Yes","2006","(1a) inadequately completed","9","","",""
"Yes","2006","(1b) general elementary school","88","0.203553964654482","0.169177536991744","0.23793039231722"
"Yes","2006","(1c) basic vocational qualification","421","0.171500312743216","0.156694677353189","0.186305948133243"
"Yes","2006","(2b) intermediate general qualification","51","0.135329783677533","0.0954047325820111","0.175254834773054"
"Yes","2006","(2a) intermediate vocational","840","0.252488984022588","0.237578123506504","0.267399844538673"
"Yes","2006","(2c_gen) general maturity certificate","54","0.224717248572608","0.178102752023734","0.271331745121481"
"Yes","2006","(2c_voc) vocational maturity certificate","271","0.256013069503981","0.229475934198543","0.282550204809419"
"Yes","2006","(3a) lower tertiary education","400","0.316638711511998","0.28950505572352","0.343772367300476"
"Yes","2006","(3b) higher tertiary education","781","0.378347825828792","0.35643123281209","0.400264418845494"
"No","2006","(0) in school","27","","",""
"No","2006","(1a) inadequately completed","52","0.900111076149714","0.824863954217625","0.975358198081803"
"No","2006","(1b) general elementary school","439","0.796446035345518","0.76206960768278","0.830822463008256"
"No","2006","(1c) basic vocational qualification","2069","0.828499687256784","0.813694051866757","0.843305322646811"
"No","2006","(2b) intermediate general qualification","231","0.864670216322467","0.824745165226946","0.904595267417989"
"No","2006","(2a) intermediate vocational","2421","0.747511015977412","0.732600155461328","0.762421876493496"
"No","2006","(2c_gen) general maturity certificate","254","0.775282751427392","0.728668254878519","0.821897247976266"
"No","2006","(2c_voc) vocational maturity certificate","768","0.743986930496019","0.717449795190581","0.770524065801457"
"No","2006","(3a) lower tertiary education","729","0.683361288488002","0.656227632699524","0.71049494427648"
"No","2006","(3b) higher tertiary education","1100","0.621652174171208","0.599735581154506","0.64356876718791"
"Yes","2007","(0) in school","","","",""
"Yes","2007","(1a) inadequately completed","13","","",""
"Yes","2007","(1b) general elementary school","83","0.157542574584623","0.126199805533585","0.188885343635662"
"Yes","2007","(1c) basic vocational qualification","395","0.151328985769217","0.137267100136722","0.165390871401713"
"Yes","2007","(2b) intermediate general qualification","56","0.158696722051748","0.115821512262928","0.201571931840568"
"Yes","2007","(2a) intermediate vocational","787","0.232015431235002","0.217774254221925","0.246256608248078"
"Yes","2007","(2c_gen) general maturity certificate","91","0.268994571657179","0.224409614701643","0.313579528612716"
"Yes","2007","(2c_voc) vocational maturity certificate","255","0.240726839161392","0.215276432222474","0.266177246100311"
"Yes","2007","(3a) lower tertiary education","379","0.296420086244307","0.269769665363977","0.323070507124638"
"Yes","2007","(3b) higher tertiary education","793","0.398728998858762","0.376753093050908","0.420704904666617"
"No","2007","(0) in school","29","","",""
"No","2007","(1a) inadequately completed","51","0.776239987541026","0.674134907877522","0.878345067204529"
"No","2007","(1b) general elementary school","436","0.842457425415377","0.811114656364338","0.873800194466415"
"No","2007","(1c) basic vocational qualification","2100","0.848671014230783","0.834609128598287","0.862732899863278"
"No","2007","(2b) intermediate general qualification","223","0.841303277948252","0.798428068159432","0.884178487737072"
"No","2007","(2a) intermediate vocational","2588","0.767984568764998","0.753743391751922","0.782225745778075"
"No","2007","(2c_gen) general maturity certificate","289","0.731005428342821","0.686420471387284","0.775590385298357"
"No","2007","(2c_voc) vocational maturity certificate","829","0.759273160838608","0.733822753899689","0.784723567777526"
"No","2007","(3a) lower tertiary education","749","0.703579913755693","0.676929492875362","0.730230334636023"
"No","2007","(3b) higher tertiary education","1114","0.601271001141238","0.579295095333383","0.623246906949092"
"Yes","2008","(0) in school","1","","",""
"Yes","2008","(1a) inadequately completed","11","","",""
"Yes","2008","(1b) general elementary school","72","0.178641987562445","0.143289674038129","0.213994301086762"
"Yes","2008","(1c) basic vocational qualification","349","0.143953123418748","0.129350498722245","0.15855574811525"
"Yes","2008","(2b) intermediate general qualification","48","0.164088132900815","0.117134632717088","0.211041633084542"
"Yes","2008","(2a) intermediate vocational","745","0.239354949665156","0.224351549506946","0.254358349823365"
"Yes","2008","(2c_gen) general maturity certificate","78","0.209910591544683","0.165838215459532","0.253982967629833"
"Yes","2008","(2c_voc) vocational maturity certificate","233","0.235457399787031","0.209041325316901","0.261873474257162"
"Yes","2008","(3a) lower tertiary education","357","0.315739483179271","0.287517377163211","0.343961589195331"
"Yes","2008","(3b) higher tertiary education","702","0.368839727113339","0.346227576998811","0.391451877227868"
"No","2008","(0) in school","25","","",""
"No","2008","(1a) inadequately completed","49","0.799535462386546","0.698235307433525","0.900835617339566"
"No","2008","(1b) general elementary school","379","0.821358012437555","0.786005698913238","0.856710325961871"
"No","2008","(1c) basic vocational qualification","1871","0.856046876581252","0.84144425188475","0.870649501277754"
"No","2008","(2b) intermediate general qualification","191","0.835911867099185","0.788958366915458","0.882865367282912"
"No","2008","(2a) intermediate vocational","2362","0.760645050334844","0.745641650176635","0.775648450493054"
"No","2008","(2c_gen) general maturity certificate","250","0.790089408455317","0.746017032370167","0.834161784540467"
"No","2008","(2c_voc) vocational maturity certificate","758","0.764542600212969","0.738126525742838","0.790958674683099"
"No","2008","(3a) lower tertiary education","685","0.684260516820729","0.656038410804669","0.712482622836789"
"No","2008","(3b) higher tertiary education","1047","0.631160272886661","0.608548122772132","0.653772423001189"
"Yes","2009","(0) in school","1","","",""
"Yes","2009","(1a) inadequately completed","10","","",""
"Yes","2009","(1b) general elementary school","70","0.15096981669448","0.11709116844814","0.184848464940819"
"Yes","2009","(1c) basic vocational qualification","338","0.152626338473163","0.1372377929957","0.168014883950626"
"Yes","2009","(2b) intermediate general qualification","42","0.161269057451519","0.115588092000681","0.206950022902356"
"Yes","2009","(2a) intermediate vocational","711","0.234253203777402","0.219249385685363","0.249257021869441"
"Yes","2009","(2c_gen) general maturity certificate","67","0.147225905971142","0.11005146086616","0.184400351076124"
"Yes","2009","(2c_voc) vocational maturity certificate","222","0.233225505439824","0.20606141916197","0.260389591717677"
"Yes","2009","(3a) lower tertiary education","356","0.314036544285093","0.285869159834577","0.342203928735609"
"Yes","2009","(3b) higher tertiary education","697","0.359245808800347","0.336538921122981","0.381952696477713"
"No","2009","(0) in school","36","0.978023436105922","0.930784320869142","1.0252625513427"
"No","2009","(1a) inadequately completed","46","0.838267483717834","0.74183040207365","0.934704565362018"
"No","2009","(1b) general elementary school","359","0.84903018330552","0.815151535059181","0.88290883155186"
"No","2009","(1c) basic vocational qualification","1760","0.847373661526837","0.831985116049374","0.8627622070043"
"No","2009","(2b) intermediate general qualification","207","0.838730942548481","0.793049977097644","0.884411907999319"
"No","2009","(2a) intermediate vocational","2350","0.765746796222598","0.750742978130559","0.780750614314637"
"No","2009","(2c_gen) general maturity certificate","282","0.852774094028858","0.815599648923876","0.88994853913384"
"No","2009","(2c_voc) vocational maturity certificate","709","0.766774494560176","0.739610408282323","0.79393858083803"
"No","2009","(3a) lower tertiary education","687","0.685963455714907","0.657796071264391","0.714130840165423"
"No","2009","(3b) higher tertiary education","1018","0.640754191199653","0.618047303522287","0.66346107887702"
"Yes","2010","(0) in school","4","","",""
"Yes","2010","(1a) inadequately completed","11","","",""
"Yes","2010","(1b) general elementary school","77","0.153191304569756","0.124632685892727","0.181749923246785"
"Yes","2010","(1c) basic vocational qualification","396","0.160270772288139","0.146193845527604","0.174347699048674"
"Yes","2010","(2b) intermediate general qualification","45","0.0929460573031042","0.0610831945231546","0.124808920083054"
"Yes","2010","(2a) intermediate vocational","875","0.232889175435427","0.219987529157343","0.24579082171351"
"Yes","2010","(2c_gen) general maturity certificate","88","0.223830801402796","0.184203750483402","0.26345785232219"
"Yes","2010","(2c_voc) vocational maturity certificate","328","0.243939928703091","0.221563567245493","0.266316290160689"
"Yes","2010","(3a) lower tertiary education","417","0.298252737566263","0.27317055948576","0.323334915646767"
"Yes","2010","(3b) higher tertiary education","921","0.38807106184776","0.368318111920169","0.407824011775352"
"No","2010","(0) in school","33","0.922224867638016","0.835929790202268","1.00851994507376"
"No","2010","(1a) inadequately completed","103","0.935742476344348","0.890729696985485","0.98075525570321"
"No","2010","(1b) general elementary school","534","0.846808695430244","0.818250076753215","0.875367314107273"
"No","2010","(1c) basic vocational qualification","2213","0.839729227711861","0.825652300951326","0.853806154472395"
"No","2010","(2b) intermediate general qualification","274","0.907053942696896","0.875191079916946","0.938916805476845"
"No","2010","(2a) intermediate vocational","3248","0.767110824564573","0.75420917828649","0.780012470842657"
"No","2010","(2c_gen) general maturity certificate","337","0.776169198597204","0.73654214767781","0.815796249516598"
"No","2010","(2c_voc) vocational maturity certificate","1087","0.756060071296909","0.733683709839311","0.778436432754507"
"No","2010","(3a) lower tertiary education","861","0.701747262433737","0.676665084353233","0.72682944051424"
"No","2010","(3b) higher tertiary education","1417","0.61192893815224","0.592175988224648","0.631681888079831"
"Yes","2011","(0) in school","5","","",""
"Yes","2011","(1a) inadequately completed","16","","",""
"Yes","2011","(1b) general elementary school","85","0.161437282490816","0.134927758763349","0.187946806218283"
"Yes","2011","(1c) basic vocational qualification","481","0.159840119567527","0.146875089919155","0.172805149215899"
"Yes","2011","(2b) intermediate general qualification","60","0.124738058401967","0.093175256077132","0.156300860726801"
"Yes","2011","(2a) intermediate vocational","1115","0.238602519371584","0.226614374509581","0.250590664233587"
"Yes","2011","(2c_gen) general maturity certificate","111","0.225079262898753","0.18876204109513","0.261396484702375"
"Yes","2011","(2c_voc) vocational maturity certificate","412","0.234986873734955","0.215019065721217","0.254954681748693"
"Yes","2011","(3a) lower tertiary education","525","0.32656545277399","0.302958968844915","0.350171936703065"
"Yes","2011","(3b) higher tertiary education","1069","0.378600320820011","0.360365589608508","0.396835052031513"
"No","2011","(0) in school","44","0.949249695212397","0.887794357214081","1.01070503321071"
"No","2011","(1a) inadequately completed","146","0.871360195363391","0.8198044430946","0.922915947632182"
"No","2011","(1b) general elementary school","655","0.838562717509184","0.812053193781717","0.865072241236651"
"No","2011","(1c) basic vocational qualification","2588","0.840159880432473","0.827194850784101","0.853124910080845"
"No","2011","(2b) intermediate general qualification","361","0.875261941598033","0.843699139273199","0.906824743922868"
"No","2011","(2a) intermediate vocational","3741","0.761397480628417","0.749409335766413","0.77338562549042"
"No","2011","(2c_gen) general maturity certificate","397","0.774920737101247","0.738603515297625","0.81123795890487"
"No","2011","(2c_voc) vocational maturity certificate","1320","0.765013126265045","0.745045318251307","0.784980934278783"
"No","2011","(3a) lower tertiary education","991","0.67343454722601","0.649828063296935","0.697041031155085"
"No","2011","(3b) higher tertiary education","1649","0.621399679179989","0.603164947968487","0.639634410391492"
"Yes","2012","(0) in school","1","","",""
"Yes","2012","(1a) inadequately completed","16","","",""
"Yes","2012","(1b) general elementary school","101","0.172651288914803","0.145990766780368","0.199311811049238"
"Yes","2012","(1c) basic vocational qualification","463","0.157897768888928","0.1446786018914","0.171116935886457"
"Yes","2012","(2b) intermediate general qualification","57","0.1305500153988","0.0967647624110679","0.164335268386533"
"Yes","2012","(2a) intermediate vocational","1069","0.232694270597598","0.220700464226242","0.244688076968953"
"Yes","2012","(2c_gen) general maturity certificate","112","0.239539854800693","0.202606689608678","0.276473019992708"
"Yes","2012","(2c_voc) vocational maturity certificate","424","0.246416345156922","0.226295527286085","0.26653716302776"
"Yes","2012","(3a) lower tertiary education","509","0.346486333044867","0.32199375607597","0.370978910013765"
"Yes","2012","(3b) higher tertiary education","1052","0.375951312561263","0.357533953565359","0.394368671557167"
"No","2012","(0) in school","60","0.985504814338788","0.955511501330442","1.01549812734713"
"No","2012","(1a) inadequately completed","152","0.907151662708913","0.863266221792812","0.951037103625015"
"No","2012","(1b) general elementary school","671","0.827348711085197","0.800688188950762","0.854009233219632"
"No","2012","(1c) basic vocational qualification","2460","0.842102231111072","0.828883064113543","0.8553213981086"
"No","2012","(2b) intermediate general qualification","325","0.8694499846012","0.835664731613468","0.903235237588932"
"No","2012","(2a) intermediate vocational","3699","0.767305729402402","0.755311923031047","0.779299535773758"
"No","2012","(2c_gen) general maturity certificate","401","0.760460145199307","0.723526980007292","0.797393310391322"
"No","2012","(2c_voc) vocational maturity certificate","1338","0.753583654843078","0.73346283697224","0.773704472713915"
"No","2012","(3a) lower tertiary education","941","0.653513666955133","0.629021089986235","0.67800624392403"
"No","2012","(3b) higher tertiary education","1605","0.624048687438737","0.605631328442833","0.642466046434641"
"Yes","2013","(0) in school","7","","",""
"Yes","2013","(1a) inadequately completed","22","","",""
"Yes","2013","(1b) general elementary school","132","0.148717803657484","0.128535804466624","0.168899802848345"
"Yes","2013","(1c) basic vocational qualification","471","0.158194426205832","0.145403981702335","0.170984870709329"
"Yes","2013","(2b) intermediate general qualification","92","0.179759648888136","0.147784698496162","0.211734599280111"
"Yes","2013","(2a) intermediate vocational","1038","0.231507938297992","0.219298911202644","0.243716965393341"
"Yes","2013","(2c_gen) general maturity certificate","151","0.221649185347941","0.193168015441878","0.250130355254004"
"Yes","2013","(2c_voc) vocational maturity certificate","474","0.264485596888572","0.245232551650722","0.283738642126423"
"Yes","2013","(3a) lower tertiary education","490","0.357579900414359","0.332264941281029","0.38289485954769"
"Yes","2013","(3b) higher tertiary education","1147","0.40764258195018","0.389816219555921","0.42546894434444"
"No","2013","(0) in school","89","0.896704873615181","0.83582452154882","0.957585225681542"
"No","2013","(1a) inadequately completed","246","0.904289433944253","0.869067405408565","0.939511462479941"
"No","2013","(1b) general elementary school","1062","0.851282196342516","0.831100197151655","0.871464195533376"
"No","2013","(1c) basic vocational qualification","2656","0.841805573794168","0.829015129290671","0.854596018297665"
"No","2013","(2b) intermediate general qualification","462","0.820240351111864","0.788265400719889","0.852215301503838"
"No","2013","(2a) intermediate vocational","3547","0.768492061702008","0.756283034606659","0.780701088797356"
"No","2013","(2c_gen) general maturity certificate","666","0.778350814652059","0.749869644745996","0.806831984558122"
"No","2013","(2c_voc) vocational maturity certificate","1542","0.735514403111428","0.716261357873577","0.754767448349278"
"No","2013","(3a) lower tertiary education","887","0.64242009958564","0.61710514045231","0.66773505871897"
"No","2013","(3b) higher tertiary education","1772","0.59235741804982","0.57453105565556","0.610183780444079"
"Yes","2014","(0) in school","6","","",""
"Yes","2014","(1a) inadequately completed","18","","",""
"Yes","2014","(1b) general elementary school","112","0.144109586516935","0.122143744072632","0.166075428961238"
"Yes","2014","(1c) basic vocational qualification","440","0.169173018675424","0.155137953988643","0.183208083362204"
"Yes","2014","(2b) intermediate general qualification","68","0.112144465177944","0.0835563686563799","0.140732561699508"
"Yes","2014","(2a) intermediate vocational","934","0.231757563682732","0.218779864558737","0.244735262806727"
"Yes","2014","(2c_gen) general maturity certificate","153","0.248558143828212","0.217832359029711","0.279283928626713"
"Yes","2014","(2c_voc) vocational maturity certificate","435","0.252128623224644","0.23207394183608","0.272183304613208"
"Yes","2014","(3a) lower tertiary education","458","0.388214698359123","0.361432881130231","0.414996515588015"
"Yes","2014","(3b) higher tertiary education","1040","0.419048149901699","0.400108165858512","0.437988133944886"
"No","2014","(0) in school","59","0.909512313525192","0.839770947990911","0.979253679059473"
"No","2014","(1a) inadequately completed","174","0.914071773103677","0.874429773684958","0.953713772522397"
"No","2014","(1b) general elementary school","870","0.855890413483064","0.833924571038761","0.877856255927367"
"No","2014","(1c) basic vocational qualification","2301","0.830826981324576","0.816791916637796","0.844862046011357"
"No","2014","(2b) intermediate general qualification","400","0.887855534822056","0.859267438300492","0.91644363134362"
"No","2014","(2a) intermediate vocational","3127","0.768242436317268","0.755264737193273","0.781220135441263"
"No","2014","(2c_gen) general maturity certificate","607","0.751441856171788","0.720716071373287","0.782167640970289"
"No","2014","(2c_voc) vocational maturity certificate","1366","0.747871376775356","0.727816695386792","0.76792605816392"
"No","2014","(3a) lower tertiary education","814","0.611785301640877","0.585003484411985","0.638567118869769"
"No","2014","(3b) higher tertiary education","1567","0.580951850098301","0.562011866055114","0.599891834141488"
"Yes","2015","(0) in school","9","","",""
"Yes","2015","(1a) inadequately completed","24","","",""
"Yes","2015","(1b) general elementary school","88","0.132359433541671","0.110637941168057","0.154080925915284"
"Yes","2015","(1c) basic vocational qualification","422","0.175510659658355","0.1608774357222","0.190143883594511"
"Yes","2015","(2b) intermediate general qualification","68","0.125052675301325","0.094285044658152","0.155820305944498"
"Yes","2015","(2a) intermediate vocational","868","0.222268892577403","0.209147577944287","0.235390207210518"
"Yes","2015","(2c_gen) general maturity certificate","140","0.212765165827765","0.184667405661242","0.240862925994287"
"Yes","2015","(2c_voc) vocational maturity certificate","455","0.259604392048441","0.239610258985073","0.279598525111809"
"Yes","2015","(3a) lower tertiary education","415","0.359057937518505","0.331801677537836","0.386314197499175"
"Yes","2015","(3b) higher tertiary education","1081","0.408189516446293","0.39006842873026","0.426310604162326"
"No","2015","(0) in school","47","0.766798617701242","0.656044393750771","0.877552841651712"
"No","2015","(1a) inadequately completed","200","0.822592672872834","0.772565924387414","0.872619421358255"
"No","2015","(1b) general elementary school","847","0.867640566458329","0.845919074084716","0.889362058831943"
"No","2015","(1c) basic vocational qualification","2174","0.824489340341645","0.809856116405489","0.8391225642778"
