"pgoeffd","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","1993","Bremen","Male","5","","","","1"
"Yes","1993","Saxony-Anhalt","Male","51","0.213175684208773","0.161144066145853","0.265207302271694","1"
"Yes","1993","Saxony-Anhalt","Female","99","0.503884261149188","0.433708410703639","0.574060111594737","1"
"Yes","1993","Bremen","Female","5","","","","1"
"Yes","1993","North Rhine-Westphalia","Male","178","0.224360497904632","0.196735694566141","0.251985301243122","1"
"Yes","1993","North Rhine-Westphalia","Female","172","0.315830692962302","0.278697798303595","0.35296358762101","1"
"Yes","1993","Thuringia","Male","50","0.262892303241877","0.203354493713696","0.322430112770057","1"
"Yes","1993","Thuringia","Female","67","0.373402603552936","0.30173679079175","0.445068416314122","1"
"No","1994","Schleswig-Holstein","Male","62","0.633355054619381","0.535416635792358","0.731293473446405","2"
"No","1994","Schleswig-Holstein","Female","54","0.718069860012885","0.617571996071717","0.818567723954052","2"
"No","1994","Hamburg","Male","33","0.769831928291866","0.639383576967893","0.900280279615839","2"
"No","1994","Hamburg","Female","34","0.839477463569658","0.722761886868858","0.956193040270459","2"
"No","1994","Lower Saxony","Male","254","0.73342217500032","0.685715390057693","0.781128959942946","2"
"No","1994","Lower Saxony","Female","163","0.697036733202716","0.637387689165506","0.756685777239927","2"
"No","1994","Bremen","Male","18","","","","2"
"No","1994","Bremen","Female","9","","","","2"
"No","1994","Bavaria","Male","435","0.758486690197604","0.722846687712495","0.794126692682713","2"
"No","1994","North Rhine-Westphalia","Male","658","0.777999568660982","0.749760327965021","0.806238809356942","2"
"No","1994","Bavaria","Female","289","0.698658462787321","0.653236382647682","0.74408054292696","2"
"No","1994","North Rhine-Westphalia","Female","404","0.692855274538198","0.654817363210587","0.730893185865809","2"
"No","1994","Hesse","Male","245","0.74462690914502","0.696162287540891","0.79309153074915","2"
"No","1994","Hesse","Female","151","0.667116815392888","0.60526641262114","0.728967218164636","2"
"No","1994","Rhineland-Palatinate,Saarland","Male","161","0.798879285302707","0.742328528879234","0.855430041726179","2"
"No","1994","Rhineland-Palatinate,Saarland","Female","96","0.626860975880605","0.547032196711708","0.706689755049503","2"
"No","1994","Berlin","Male","127","0.713508223490085","0.646712704469797","0.780303742510374","2"
"No","1994","Berlin","Female","91","0.580538159752215","0.502600143870748","0.658476175633682","2"
"No","1994","Brandenburg","Male","148","0.752627679530166","0.691910320839076","0.813345038221257","2"
"No","1994","Baden-Württemberg","Male","525","0.840352406128662","0.811093252580069","0.869611559677255","2"
"No","1994","Baden-Württemberg","Female","316","0.7124375828631","0.669303816578933","0.755571349147268","2"
"No","1994","Brandenburg","Female","79","0.485922901342524","0.40672745915781","0.565118343527239","2"
"No","1994","Mecklenburg-Western Pomerania","Male","96","0.796155934363493","0.727170000483903","0.865141868243084","2"
"No","1994","Mecklenburg-Western Pomerania","Female","44","0.47126717581163","0.372938039173205","0.569596312450055","2"
"No","1994","Saxony","Male","247","0.753103437512689","0.706858979458567","0.799347895566811","2"
"No","1994","Saxony","Female","159","0.565225869378002","0.508171099900209","0.622280638855796","2"
"No","1994","Saxony-Anhalt","Male","176","0.801781419044679","0.748739601272145","0.854823236817214","2"
"No","1994","Saxony-Anhalt","Female","96","0.502376039069559","0.431652729248936","0.573099348890182","2"
"No","1994","Thuringia","Male","165","0.737501860579274","0.677850600407792","0.797153120750757","2"
"No","1994","Thuringia","Female","104","0.622038875043433","0.5482779461786","0.695799803908266","2"
"Yes","1994","Schleswig-Holstein","Male","31","0.366644945380619","0.268706526553595","0.464583364207642","1"
"Yes","1994","Schleswig-Holstein","Female","23","","","","1"
"Yes","1994","Hamburg","Male","7","","","","1"
"Yes","1994","Hamburg","Female","4","","","","1"
"Yes","1994","Hesse","Male","66","0.25537309085498","0.20690846925085","0.303837712459109","1"
"Yes","1994","Hesse","Female","72","0.332883184607112","0.271032781835364","0.39473358737886","1"
"Yes","1994","Rhineland-Palatinate,Saarland","Male","32","0.201120714697293","0.144569958273821","0.257671471120766","1"
"Yes","1994","Rhineland-Palatinate,Saarland","Female","45","0.373139024119395","0.293310244950497","0.452967803288292","1"
"Yes","1994","Baden-Württemberg","Male","77","0.159647593871338","0.130388440322745","0.188906747419931","1"
"Yes","1994","Baden-Württemberg","Female","107","0.2875624171369","0.244428650852732","0.330696183421067","1"
"Yes","1994","Bavaria","Male","119","0.241513309802396","0.205873307317287","0.277153312287505","1"
"Yes","1994","Bavaria","Female","103","0.301341537212679","0.25591945707304","0.346763617352318","1"
"Yes","1994","Berlin","Male","49","0.286491776509915","0.219696257489626","0.353287295530203","1"
"Yes","1994","Berlin","Female","63","0.419461840247785","0.341523824366318","0.497399856129252","1"
"Yes","1994","Brandenburg","Male","46","0.247372320469834","0.186654961778743","0.308089679160924","1"
"Yes","1994","Brandenburg","Female","74","0.514077098657476","0.434881656472761","0.59327254084219","1"
"Yes","1994","Mecklenburg-Western Pomerania","Male","35","0.203844065636507","0.134858131756916","0.272829999516097","1"
"Yes","1994","Mecklenburg-Western Pomerania","Female","55","0.52873282418837","0.430403687549945","0.627061960826795","1"
"Yes","1994","Lower Saxony","Male","76","0.26657782499968","0.218871040057054","0.314284609942307","1"
"Yes","1994","Lower Saxony","Female","65","0.302963266797284","0.243314222760073","0.362612310834494","1"
"Yes","1994","Saxony","Male","87","0.246896562487311","0.200652104433189","0.293141020541433","1"
"Yes","1994","Saxony","Female","131","0.434774130621998","0.377719361144204","0.491828900099791","1"
"Yes","1994","Saxony-Anhalt","Male","41","0.198218580955321","0.145176763182786","0.251260398727855","1"
"Yes","1994","Bremen","Male","5","","","","1"
"Yes","1994","Bremen","Female","5","","","","1"
"Yes","1994","Saxony-Anhalt","Female","96","0.497623960930441","0.426900651109818","0.568347270751064","1"
"Yes","1994","Thuringia","Male","44","0.262498139420726","0.202846879249243","0.322149399592208","1"
"Yes","1994","North Rhine-Westphalia","Male","174","0.222000431339018","0.193761190643058","0.250239672034979","1"
"Yes","1994","North Rhine-Westphalia","Female","161","0.307144725461802","0.269106814134191","0.345182636789413","1"
"Yes","1994","Thuringia","Female","62","0.377961124956567","0.304200196091734","0.4517220538214","1"
"No","1995","Schleswig-Holstein","Male","63","0.656167471189652","0.559631883263809","0.752703059115496","2"
"No","1995","Schleswig-Holstein","Female","52","0.733600263530122","0.630039389818096","0.837161137242147","2"
"No","1995","Hamburg","Male","31","0.648804264661258","0.504441593084999","0.793166936237517","2"
"No","1995","Hamburg","Female","26","","","","2"
"No","1995","Lower Saxony","Male","281","0.734428989591978","0.688934474095398","0.779923505088558","2"
"No","1995","Lower Saxony","Female","172","0.713401874946749","0.655955396872455","0.770848353021042","2"
"No","1995","Bremen","Female","11","","","","2"
"No","1995","Bremen","Male","18","","","","2"
"No","1995","North Rhine-Westphalia","Male","721","0.800228631472911","0.773975391739617","0.826481871206205","2"
"No","1995","Hesse","Male","262","0.758833921925368","0.712467274667412","0.805200569183324","2"
"No","1995","North Rhine-Westphalia","Female","430","0.66183392656334","0.624862832832791","0.698805020293889","2"
"No","1995","Berlin","Female","92","0.570868364240605","0.493199125935433","0.648537602545778","2"
"No","1995","Berlin","Male","129","0.690919586807068","0.62284093412151","0.758998239492626","2"
"No","1995","Hesse","Female","163","0.660618269628406","0.60007948752381","0.721157051733002","2"
"No","1995","Brandenburg","Male","158","0.796335373237068","0.740240741336195","0.852430005137941","2"
"No","1995","Brandenburg","Female","88","0.537918645663968","0.460179982333157","0.615657308994778","2"
"No","1995","Rhineland-Palatinate,Saarland","Male","190","0.840048686187379","0.791937973120759","0.888159399253998","2"
"No","1995","Rhineland-Palatinate,Saarland","Female","114","0.632145860468632","0.558567078889935","0.705724642047329","2"
"No","1995","Baden-Württemberg","Male","544","0.84020652474165","0.811410970328151","0.869002079155149","2"
"No","1995","Baden-Württemberg","Female","345","0.69756734713861","0.655909476994778","0.739225217282441","2"
"No","1995","Bavaria","Male","495","0.76296450202508","0.729189272748318","0.796739731301841","2"
"No","1995","Bavaria","Female","308","0.695665637729112","0.652226096745421","0.739105178712804","2"
"No","1995","Mecklenburg-Western Pomerania","Male","103","0.794989091440204","0.727387506638907","0.8625906762415","2"
"No","1995","Mecklenburg-Western Pomerania","Female","51","0.463662401151252","0.372121385421749","0.555203416880755","2"
"No","1995","Saxony","Male","263","0.765725448424662","0.721161624289022","0.810289272560302","2"
"No","1995","Saxony","Female","166","0.558004197497108","0.501332673927562","0.614675721066654","2"
"No","1995","Thuringia","Male","177","0.763010818368283","0.706170242463266","0.819851394273299","2"
"No","1995","Thuringia","Female","114","0.668290673851291","0.598333056741975","0.738248290960607","2"
"No","1995","Saxony-Anhalt","Male","178","0.814624634351605","0.762680843533019","0.86656842517019","2"
"No","1995","Saxony-Anhalt","Female","101","0.559771822663535","0.489371306636046","0.630172338691023","2"
"Yes","1995","Schleswig-Holstein","Male","30","0.343832528810348","0.247296940884504","0.440368116736191","1"
"Yes","1995","Schleswig-Holstein","Female","18","","","","1"
"Yes","1995","Hamburg","Male","11","","","","1"
"Yes","1995","Hamburg","Female","9","","","","1"
"Yes","1995","Hesse","Male","65","0.241166078074632","0.194799430816676","0.287532725332588","1"
"Yes","1995","Hesse","Female","72","0.339381730371594","0.278842948266998","0.39992051247619","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Male","33","0.159951313812621","0.111840600746002","0.208062026879241","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Female","51","0.367854139531368","0.294275357952671","0.441432921110065","1"
"Yes","1995","Baden-Württemberg","Male","78","0.15979347525835","0.130997920844851","0.188589029671848","1"
"Yes","1995","Baden-Württemberg","Female","122","0.30243265286139","0.260774782717559","0.344090523005222","1"
"Yes","1995","Bavaria","Male","114","0.23703549797492","0.203260268698159","0.270810727251682","1"
"Yes","1995","Bavaria","Female","123","0.304334362270888","0.260894821287196","0.347773903254579","1"
"Yes","1995","Berlin","Male","48","0.309080413192932","0.241001760507374","0.37715906587849","1"
"Yes","1995","Berlin","Female","64","0.429131635759395","0.351462397454223","0.506800874064567","1"
"Yes","1995","Brandenburg","Male","40","0.203664626762932","0.147569994862059","0.259759258663805","1"
"Yes","1995","Brandenburg","Female","70","0.462081354336032","0.384342691005222","0.539820017666843","1"
"Yes","1995","Mecklenburg-Western Pomerania","Male","34","0.205010908559796","0.1374093237585","0.272612493361093","1"
"Yes","1995","Mecklenburg-Western Pomerania","Female","63","0.536337598848748","0.444796583119245","0.627878614578251","1"
"Yes","1995","Saxony","Male","84","0.234274551575338","0.189710727439698","0.278838375710978","1"
"Yes","1995","Saxony","Female","129","0.441995802502892","0.385324278933346","0.498667326072438","1"
"Yes","1995","Lower Saxony","Male","81","0.265571010408022","0.220076494911442","0.311065525904602","1"
"Yes","1995","Lower Saxony","Female","66","0.286598125053251","0.229151646978958","0.344044603127544","1"
"Yes","1995","Bremen","Male","7","","","","1"
"Yes","1995","Saxony-Anhalt","Male","37","0.185375365648395","0.13343157482981","0.237319156466981","1"
"Yes","1995","Saxony-Anhalt","Female","90","0.440228177336465","0.369827661308977","0.510628693363954","1"
"Yes","1995","Bremen","Female","5","","","","1"
"Yes","1995","North Rhine-Westphalia","Male","170","0.199771368527089","0.173518128793795","0.226024608260383","1"
"Yes","1995","Thuringia","Male","38","0.236989181631717","0.180148605726701","0.293829757536734","1"
"Yes","1995","Thuringia","Female","60","0.331709326148709","0.261751709039393","0.401666943258025","1"
"Yes","1995","North Rhine-Westphalia","Female","199","0.33816607343666","0.301194979706111","0.375137167167209","1"
"No","1996","Schleswig-Holstein","Female","54","0.665550698884958","0.558055776751944","0.773045621017972","2"
"No","1996","Hamburg","Female","25","","","","2"
"No","1996","Schleswig-Holstein","Male","64","0.664567923562719","0.56861049534047","0.760525351784967","2"
"No","1996","Hamburg","Male","34","0.696492599128027","0.559070442756219","0.833914755499834","2"
"No","1996","Lower Saxony","Male","276","0.731999479476395","0.685860321461947","0.778138637490844","2"
"No","1996","Lower Saxony","Female","181","0.74455580277554","0.689722854053929","0.799388751497152","2"
"No","1996","Bremen","Male","17","","","","2"
"No","1996","Bremen","Female","12","","","","2"
"No","1996","North Rhine-Westphalia","Male","689","0.777205942406668","0.7493786233888","0.805033261424535","2"
"No","1996","North Rhine-Westphalia","Female","412","0.657892326703186","0.620182449381325","0.695602204025048","2"
"No","1996","Berlin","Male","115","0.683124743330196","0.61080719389382","0.755442292766573","2"
"No","1996","Hesse","Male","231","0.74319947756212","0.693091449195549","0.79330750592869","2"
"No","1996","Berlin","Female","84","0.525854343529026","0.445134921305422","0.60657376575263","2"
"No","1996","Hesse","Female","150","0.622789931800628","0.559598775697955","0.685981087903301","2"
"No","1996","Brandenburg","Male","153","0.79958679600496","0.742516101002284","0.856657491007636","2"
"No","1996","Brandenburg","Female","86","0.568391735381935","0.488594841497923","0.648188629265948","2"
"No","1996","Rhineland-Palatinate,Saarland","Male","189","0.833987742436008","0.785368661661185","0.88260682321083","2"
"No","1996","Rhineland-Palatinate,Saarland","Female","106","0.633983539050631","0.558391668630825","0.709575409470438","2"
"No","1996","Baden-Württemberg","Male","515","0.854466492270759","0.825792442041379","0.883140542500139","2"
"No","1996","Baden-Württemberg","Female","293","0.671016829466151","0.625648474714269","0.716385184218034","2"
"No","1996","Bavaria","Male","475","0.799389494111626","0.766827118658817","0.831951869564435","2"
"No","1996","Bavaria","Female","295","0.7107291815006","0.666786068186654","0.754672294814546","2"
"No","1996","Mecklenburg-Western Pomerania","Male","89","0.77715290164495","0.702382220230931","0.851923583058969","2"
"No","1996","Mecklenburg-Western Pomerania","Female","53","0.536251482639751","0.440409245721479","0.632093719558022","2"
"No","1996","Saxony","Male","256","0.767222985315496","0.722036423041028","0.812409547589963","2"
"No","1996","Saxony","Female","159","0.546826255645103","0.489334059759733","0.604318451530473","2"
"No","1996","Thuringia","Male","175","0.814065282685715","0.760937175712883","0.867193389658547","2"
"No","1996","Thuringia","Female","113","0.66592436625817","0.594601579522029","0.737247152994311","2"
"No","1996","Saxony-Anhalt","Male","155","0.806115372635533","0.749901749170728","0.862328996100338","2"
"No","1996","Saxony-Anhalt","Female","95","0.553000074243309","0.480965852825489","0.62503429566113","2"
"Yes","1996","Schleswig-Holstein","Male","29","","","","1"
"Yes","1996","Schleswig-Holstein","Female","20","","","","1"
"Yes","1996","Hamburg","Male","9","","","","1"
"Yes","1996","Hamburg","Female","7","","","","1"
"Yes","1996","Hesse","Male","61","0.25680052243788","0.20669249407131","0.306908550804451","1"
"Yes","1996","Hesse","Female","76","0.377210068199372","0.314018912096699","0.440401224302045","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Male","36","0.166012257563992","0.11739317678917","0.214631338338815","1"
"Yes","1996","Rhineland-Palatinate,Saarland","Female","50","0.366016460949369","0.290424590529562","0.441608331369175","1"
"Yes","1996","Baden-Württemberg","Male","66","0.145533507729241","0.116859457499861","0.174207557958621","1"
"Yes","1996","Baden-Württemberg","Female","119","0.328983170533849","0.283614815781966","0.374351525285732","1"
"Yes","1996","Bavaria","Male","106","0.200610505888374","0.168048130435565","0.233172881341183","1"
"Yes","1996","Bavaria","Female","114","0.2892708184994","0.245327705185454","0.333213931813346","1"
"Yes","1996","Berlin","Male","44","0.316875256669803","0.244557707233427","0.38919280610618","1"
"Yes","1996","Berlin","Female","63","0.474145656470974","0.39342623424737","0.554865078694578","1"
"Yes","1996","Brandenburg","Male","36","0.20041320399504","0.143342508992364","0.257483898997716","1"
"Yes","1996","Brandenburg","Female","62","0.431608264618065","0.351811370734052","0.511405158502077","1"
"Yes","1996","Mecklenburg-Western Pomerania","Male","30","0.22284709835505","0.148076416941032","0.297617779769069","1"
"Yes","1996","Mecklenburg-Western Pomerania","Female","51","0.463748517360249","0.367906280441978","0.559590754278521","1"
"Yes","1996","Lower Saxony","Male","78","0.268000520523605","0.221861362509156","0.314139678538053","1"
"Yes","1996","Lower Saxony","Female","62","0.255444197224459","0.200611248502848","0.310277145946071","1"
"Yes","1996","Saxony","Male","80","0.232777014684504","0.187590452410037","0.277963576958972","1"
"Yes","1996","Saxony","Female","129","0.453173744354897","0.395681548469527","0.510665940240267","1"
"Yes","1996","Saxony-Anhalt","Male","35","0.193884627364467","0.137671003899662","0.250098250829272","1"
"Yes","1996","Bremen","Male","9","","","","1"
"Yes","1996","Bremen","Female","3","","","","1"
"Yes","1996","Saxony-Anhalt","Female","88","0.446999925756691","0.37496570433887","0.519034147174511","1"
"Yes","1996","Thuringia","Male","31","0.185934717314285","0.132806610341453","0.239062824287118","1"
"Yes","1996","North Rhine-Westphalia","Male","170","0.222794057593332","0.194966738575465","0.250621376611199","1"
"Yes","1996","North Rhine-Westphalia","Female","196","0.342107673296814","0.304397795974953","0.379817550618675","1"
"Yes","1996","Thuringia","Female","55","0.33407563374183","0.262752847005689","0.405398420477971","1"
"No","1997","Schleswig-Holstein","Male","64","0.702553653542313","0.608110407818268","0.796996899266358","2"
"No","1997","Schleswig-Holstein","Female","47","0.66028082079767","0.548530720921866","0.772030920673475","2"
"No","1997","Hamburg","Male","34","0.823100709355261","0.707698803954586","0.938502614755937","2"
"No","1997","Hamburg","Female","23","","","","2"
"No","1997","Lower Saxony","Male","272","0.749991193877294","0.704626309951473","0.795356077803115","2"
"No","1997","Lower Saxony","Female","177","0.704015706442867","0.647316898985767","0.760714513899966","2"
"No","1997","Bremen","Male","18","","","","2"
"No","1997","Bremen","Female","10","","","","2"
"No","1997","North Rhine-Westphalia","Male","672","0.768929408076704","0.740525474822276","0.797333341331131","2"
"No","1997","North Rhine-Westphalia","Female","420","0.669317213634264","0.632225607039194","0.706408820229334","2"
"No","1997","Hesse","Male","222","0.740609290359654","0.689179142151255","0.792039438568053","2"
"No","1997","Hesse","Female","150","0.675985192740068","0.613281628986536","0.7386887564936","2"
"No","1997","Berlin","Male","119","0.720063311118523","0.650057385883305","0.790069236353742","2"
"No","1997","Berlin","Female","82","0.539966310537722","0.457111287633883","0.622821333441561","2"
"No","1997","Brandenburg","Male","148","0.772655298303771","0.713678317200466","0.831632279407076","2"
"No","1997","Rhineland-Palatinate,Saarland","Male","190","0.817814053081449","0.767600623576897","0.868027482586001","2"
"No","1997","Rhineland-Palatinate,Saarland","Female","108","0.672772675971688","0.59937924041264","0.746166111530737","2"
"No","1997","Brandenburg","Female","85","0.578677595587287","0.499127108265996","0.658228082908578","2"
"No","1997","Baden-Württemberg","Male","510","0.849345340095041","0.820258706260262","0.87843197392982","2"
"No","1997","Baden-Württemberg","Female","294","0.702761759324022","0.658413721300002","0.747109797348041","2"
"No","1997","Bavaria","Male","454","0.772592045940081","0.737937686548833","0.807246405331329","2"
"No","1997","Bavaria","Female","305","0.736445504448439","0.693904767900617","0.778986240996262","2"
"No","1997","Mecklenburg-Western Pomerania","Male","92","0.769523502524115","0.694793939526166","0.844253065522064","2"
"No","1997","Mecklenburg-Western Pomerania","Female","46","0.501473082850104","0.402480382165202","0.600465783535007","2"
"No","1997","Saxony","Male","248","0.755753891213239","0.709538879028466","0.801968903398013","2"
"No","1997","Saxony","Female","169","0.568810592240088","0.512007164339537","0.625614020140639","2"
"No","1997","Thuringia","Male","166","0.78932215887562","0.732232607193504","0.846411710557735","2"
"No","1997","Thuringia","Female","115","0.695253044129908","0.625855216431396","0.764650871828419","2"
"No","1997","Saxony-Anhalt","Male","159","0.851631754383479","0.800547386617168","0.902716122149791","2"
"No","1997","Saxony-Anhalt","Female","94","0.548945473314957","0.475639294017636","0.622251652612278","2"
"Yes","1997","Schleswig-Holstein","Male","26","","","","1"
"Yes","1997","Schleswig-Holstein","Female","22","","","","1"
"Yes","1997","Hamburg","Male","8","","","","1"
"Yes","1997","Hamburg","Female","5","","","","1"
"Yes","1997","Lower Saxony","Male","78","0.250008806122706","0.204643922196885","0.295373690048527","1"
"Yes","1997","Lower Saxony","Female","72","0.295984293557133","0.239285486100034","0.352683101014232","1"
"Yes","1997","Bremen","Male","9","","","","1"
"Yes","1997","Bremen","Female","4","","","","1"
"Yes","1997","Hesse","Male","57","0.259390709640346","0.207960561431947","0.310820857848745","1"
"Yes","1997","Hesse","Female","64","0.324014807259932","0.2613112435064","0.386718371013464","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Male","37","0.182185946918551","0.131972517413998","0.232399376423103","1"
"Yes","1997","Rhineland-Palatinate,Saarland","Female","49","0.327227324028312","0.253833888469263","0.40062075958736","1"
"Yes","1997","Baden-Württemberg","Male","71","0.150654659904959","0.12156802607018","0.179741293739738","1"
"Yes","1997","Baden-Württemberg","Female","114","0.297238240675978","0.252890202651959","0.341586278699998","1"
"Yes","1997","Bavaria","Male","108","0.227407954059919","0.192753594668671","0.262062313451167","1"
"Yes","1997","Bavaria","Female","107","0.263554495551561","0.221013759003738","0.306095232099384","1"
"Yes","1997","Berlin","Male","39","0.279936688881477","0.209930763646258","0.349942614116695","1"
"Yes","1997","Berlin","Female","57","0.460033689462278","0.377178666558439","0.542888712366117","1"
"Yes","1997","Brandenburg","Male","46","0.227344701696229","0.168367720592924","0.286321682799534","1"
"Yes","1997","Brandenburg","Female","63","0.421322404412713","0.341771917091422","0.500872891734004","1"
"Yes","1997","Mecklenburg-Western Pomerania","Male","30","0.230476497475885","0.155746934477936","0.305206060473834","1"
"Yes","1997","Mecklenburg-Western Pomerania","Female","52","0.498526917149896","0.399534216464993","0.597519617834798","1"
"Yes","1997","Saxony","Male","84","0.244246108786761","0.198031096601988","0.290461120971534","1"
"Yes","1997","Saxony","Female","123","0.431189407759912","0.374385979859361","0.487992835660463","1"
"Yes","1997","Saxony-Anhalt","Male","27","","","","1"
"Yes","1997","Saxony-Anhalt","Female","83","0.451054526685043","0.377748347387722","0.524360705982364","1"
"Yes","1997","North Rhine-Westphalia","Male","174","0.231070591923296","0.202666658668869","0.259474525177724","1"
"Yes","1997","Thuringia","Male","30","0.21067784112438","0.153588289442265","0.267767392806496","1"
"Yes","1997","Thuringia","Female","54","0.304746955870092","0.235349128171581","0.374144783568604","1"
"Yes","1997","North Rhine-Westphalia","Female","198","0.330682786365736","0.293591179770666","0.367774392960806","1"
"No","1998","Schleswig-Holstein","Male","86","0.760405125304398","0.681355401075252","0.839454849533545","2"
"No","1998","Schleswig-Holstein","Female","66","0.682739739601437","0.588654911994981","0.776824567207893","2"
"No","1998","Hamburg","Female","31","0.822109957493769","0.702089145348089","0.942130769639448","2"
"No","1998","Hamburg","Male","40","0.815609989317003","0.703542630150767","0.927677348483239","2"
"No","1998","Lower Saxony","Female","196","0.646038334025235","0.591189938867539","0.700886729182931","2"
"No","1998","Lower Saxony","Male","321","0.738138038273743","0.69589001172661","0.780386064820876","2"
"No","1998","Bremen","Male","22","","","","2"
"No","1998","Bremen","Female","16","","","","2"
"No","1998","North Rhine-Westphalia","Female","460","0.676876058996419","0.6416476603705","0.712104457622338","2"
"No","1998","North Rhine-Westphalia","Male","749","0.788057542916158","0.761819702733293","0.814295383099024","2"
"No","1998","Hesse","Male","262","0.806083235177021","0.762628995645123","0.849537474708919","2"
"No","1998","Hesse","Female","166","0.691514642202284","0.631824564979","0.751204719425569","2"
"No","1998","Berlin","Male","120","0.719041879657873","0.649614137742472","0.788469621573274","2"
"No","1998","Rhineland-Palatinate,Saarland","Male","211","0.784231764082856","0.734230914133512","0.8342326140322","2"
"No","1998","Berlin","Female","87","0.548333304936004","0.467884282707968","0.62878232716404","2"
"No","1998","Brandenburg","Male","151","0.810368969389939","0.754333208890654","0.866404729889224","2"
"No","1998","Brandenburg","Female","83","0.485999934666004","0.406016112459373","0.565983756872634","2"
"No","1998","Rhineland-Palatinate,Saarland","Female","112","0.614366687774527","0.541624732838046","0.687108642711008","2"
"No","1998","Baden-Württemberg","Male","539","0.82448784453194","0.794616842168677","0.854358846895202","2"
"No","1998","Baden-Württemberg","Female","315","0.692304624423529","0.649031677359639","0.735577571487418","2"
"No","1998","Bavaria","Male","499","0.786934832592155","0.754677505433123","0.819192159751188","2"
"No","1998","Bavaria","Female","337","0.715131371442374","0.674412820045359","0.755849922839389","2"
"No","1998","Mecklenburg-Western Pomerania","Male","94","0.751377570182266","0.675909701513279","0.826845438851252","2"
"No","1998","Mecklenburg-Western Pomerania","Female","51","0.52840102638219","0.431046610361497","0.625755442402883","2"
"No","1998","Saxony","Male","295","0.800473938237769","0.760078941051803","0.840868935423736","2"
"No","1998","Saxony","Female","161","0.494090719892192","0.438254963444771","0.549926476339613","2"
"No","1998","Thuringia","Male","189","0.834366753626012","0.784790527066941","0.883942980185084","2"
"No","1998","Thuringia","Female","127","0.702361569669121","0.63611743684584","0.768605702492402","2"
"No","1998","Saxony-Anhalt","Male","158","0.814616312585758","0.759066643542707","0.870165981628808","2"
"No","1998","Saxony-Anhalt","Female","100","0.562951706826494","0.491085813154815","0.634817600498174","2"
"Yes","1998","Schleswig-Holstein","Male","26","","","","1"
"Yes","1998","Schleswig-Holstein","Female","28","","","","1"
"Yes","1998","Hamburg","Male","6","","","","1"
"Yes","1998","Hamburg","Female","8","","","","1"
"Yes","1998","Lower Saxony","Male","95","0.261861961726257","0.219613935179124","0.30410998827339","1"
"Yes","1998","Lower Saxony","Female","96","0.353961665974765","0.299113270817069","0.408810061132461","1"
"Yes","1998","Bremen","Male","6","","","","1"
"Yes","1998","Bremen","Female","5","","","","1"
"Yes","1998","Hesse","Male","56","0.193916764822979","0.150462525291081","0.237371004354877","1"
"Yes","1998","Hesse","Female","64","0.308485357797716","0.248795280574431","0.368175435021","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Male","49","0.215768235917144","0.165767385967801","0.265769085866488","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Female","60","0.385633312225473","0.312891357288992","0.458375267161954","1"
"Yes","1998","Baden-Württemberg","Male","84","0.17551215546806","0.145641153104797","0.205383157831323","1"
"Yes","1998","Baden-Württemberg","Female","122","0.307695375576471","0.264422428512582","0.350968322640361","1"
"Yes","1998","Bavaria","Male","120","0.213065167407845","0.180807840248812","0.245322494566877","1"
"Yes","1998","Bavaria","Female","135","0.284868628557626","0.244150077160611","0.325587179954641","1"
"Yes","1998","Berlin","Male","41","0.280958120342127","0.211530378426726","0.350385862257528","1"
"Yes","1998","Berlin","Female","60","0.451666695063996","0.37121767283596","0.532115717292032","1"
"Yes","1998","Brandenburg","Male","37","0.189631030610061","0.133595270110776","0.245666791109346","1"
"Yes","1998","Brandenburg","Female","67","0.514000065333996","0.434016243127366","0.593983887540627","1"
"Yes","1998","Mecklenburg-Western Pomerania","Male","32","0.248622429817734","0.173154561148748","0.32409029848672","1"
"Yes","1998","Mecklenburg-Western Pomerania","Female","50","0.47159897361781","0.374244557597117","0.568953389638503","1"
"Yes","1998","Saxony","Male","81","0.199526061762231","0.159131064576264","0.239921058948197","1"
"Yes","1998","Saxony","Female","147","0.505909280107808","0.450073523660387","0.561745036555229","1"
"Yes","1998","Saxony-Anhalt","Male","30","0.185383687414242","0.129834018371192","0.240933356457293","1"
"Yes","1998","Saxony-Anhalt","Female","83","0.437048293173506","0.365182399501826","0.508914186845185","1"
"Yes","1998","Thuringia","Male","27","","","","1"
"Yes","1998","North Rhine-Westphalia","Male","183","0.211942457083842","0.185704616900976","0.238180297266707","1"
"Yes","1998","North Rhine-Westphalia","Female","217","0.323123941003581","0.287895542377662","0.3583523396295","1"
"Yes","1998","Thuringia","Female","56","0.297638430330879","0.231394297507598","0.36388256315416","1"
"No","1999","Schleswig-Holstein","Male","75","0.751981521345219","0.668171951991965","0.835791090698472","2"
"No","1999","Schleswig-Holstein","Female","58","0.679766158889179","0.579391882550965","0.780140435227394","2"
"No","1999","Hamburg","Male","35","0.857164382290071","0.745912694174566","0.968416070405575","2"
"No","1999","Lower Saxony","Male","298","0.74191615033755","0.697920056533","0.785912244142099","2"
