"pgoeffd","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"Yes","1992","Baden-Württemberg","Not Working","1","","","","1"
"Yes","1992","Bavaria","Full Time","170","0.258626127577416","0.22785714546277","0.289395109692061","1"
"Yes","1992","Bavaria","Part Time","48","0.225628269496875","0.172185905441541","0.279070633552209","1"
"Yes","1992","Bavaria","Not Working","3","","","","1"
"Yes","1992","Berlin","Full Time","111","0.390474906248383","0.334991613641603","0.445958198855163","1"
"Yes","1992","Berlin","Part Time","22","","","","1"
"Yes","1992","Berlin","Not Working","3","","","","1"
"Yes","1992","Brandenburg","Full Time","122","0.375714305630538","0.324235413754719","0.427193197506358","1"
"Yes","1992","Brandenburg","Part Time","23","","","","1"
"Yes","1992","Brandenburg","Not Working","2","","","","1"
"Yes","1992","Hamburg","Part Time","1","","","","1"
"Yes","1992","Hamburg","Not Working","","","","","1"
"Yes","1992","Lower Saxony","Full Time","107","0.277445563437591","0.235027544196533","0.31986358267865","1"
"Yes","1992","Hesse","Not Working","","","","","1"
"Yes","1992","Rhineland-Palatinate,Saarland","Full Time","57","0.232409776527496","0.18328723427646","0.281532318778532","1"
"Yes","1992","Rhineland-Palatinate,Saarland","Part Time","20","","","","1"
"Yes","1992","Mecklenburg-Western Pomerania","Full Time","73","0.351631957024327","0.284786018573497","0.418477895475158","1"
"Yes","1992","Mecklenburg-Western Pomerania","Part Time","31","0.588269772436295","0.451856153158196","0.724683391714394","1"
"Yes","1992","Mecklenburg-Western Pomerania","Not Working","4","","","","1"
"Yes","1992","Saxony","Full Time","183","0.323808687092254","0.284808690707207","0.362808683477302","1"
"Yes","1992","Saxony","Part Time","51","0.398610857870291","0.312084606504079","0.485137109236502","1"
"Yes","1992","Lower Saxony","Part Time","32","0.26556981656366","0.184141869689046","0.346997763438275","1"
"Yes","1992","Lower Saxony","Not Working","2","","","","1"
"Yes","1992","Bremen","Full Time","11","","","","1"
"Yes","1992","Bremen","Part Time","2","","","","1"
"Yes","1992","Bremen","Not Working","","","","","1"
"Yes","1992","North Rhine-Westphalia","Full Time","246","0.249540679905025","0.224117213570882","0.274964146239168","1"
"Yes","1992","North Rhine-Westphalia","Part Time","100","0.314922570707448","0.265766998649435","0.364078142765461","1"
"Yes","1992","North Rhine-Westphalia","Not Working","10","","","","1"
"Yes","1992","Hesse","Full Time","102","0.269547653345602","0.227897311682406","0.311197995008798","1"
"Yes","1992","Hesse","Part Time","43","0.356458187145331","0.276257056793072","0.43665931749759","1"
"Yes","1992","Saxony","Not Working","3","","","","1"
"Yes","1992","Saxony-Anhalt","Full Time","122","0.328146662807838","0.28106111311604","0.375232212499636","1"
"Yes","1992","Saxony-Anhalt","Part Time","52","0.555989389504283","0.45217998947805","0.659798789530517","1"
"Yes","1992","Saxony-Anhalt","Not Working","","","","","1"
"Yes","1992","Thuringia","Full Time","97","0.337976653289846","0.285823021921458","0.390130284658234","1"
"Yes","1992","Thuringia","Part Time","31","0.396446420008367","0.293063443751881","0.499829396264852","1"
"Yes","1992","Thuringia","Not Working","3","","","","1"
"No","1993","Schleswig-Holstein","Full Time","81","0.647324271750911","0.560747000860982","0.733901542640841","2"
"No","1993","Schleswig-Holstein","Part Time","37","0.7981638117972","0.683415924937794","0.912911698656606","2"
"No","1993","Schleswig-Holstein","Not Working","5","","","","2"
"No","1993","Hamburg","Full Time","49","0.776712126507475","0.673877250684902","0.879547002330047","2"
"No","1993","Hamburg","Part Time","14","","","","2"
"No","1993","Hamburg","Not Working","1","","","","2"
"No","1993","Lower Saxony","Full Time","323","0.741115177902968","0.699323672638339","0.782906683167597","2"
"No","1993","Lower Saxony","Part Time","105","0.723771559783798","0.650993739816148","0.796549379751448","2"
"No","1993","Hesse","Part Time","119","0.745979626656744","0.676776764723673","0.815182488589816","2"
"No","1993","Hesse","Not Working","7","","","","2"
"No","1993","Rhineland-Palatinate,Saarland","Part Time","57","0.690782423704729","0.588216400962659","0.7933484464468","2"
"No","1993","Rhineland-Palatinate,Saarland","Not Working","3","","","","2"
"No","1993","Baden-Württemberg","Full Time","729","0.816571658349161","0.790660427052982","0.842482889645341","2"
"No","1993","Bavaria","Full Time","606","0.745295376784634","0.714699564352411","0.775891189216857","2"
"No","1993","Lower Saxony","Not Working","5","","","","2"
"No","1993","Bremen","Full Time","27","","","","2"
"No","1993","Bremen","Part Time","4","","","","2"
"No","1993","Bremen","Not Working","","","","","2"
"No","1993","North Rhine-Westphalia","Full Time","856","0.746409031984264","0.720663604286177","0.77215445968235","2"
"No","1993","North Rhine-Westphalia","Part Time","240","0.706939428569692","0.65877007376252","0.755108783376864","2"
"No","1993","North Rhine-Westphalia","Not Working","32","0.777178460663476","0.644867672756414","0.909489248570538","2"
"No","1993","Hesse","Full Time","313","0.706335561354183","0.662726946247891","0.749944176460475","2"
"No","1993","Rhineland-Palatinate,Saarland","Full Time","210","0.766276834116982","0.715515130544858","0.817038537689107","2"
"No","1993","Baden-Württemberg","Part Time","191","0.756542594206193","0.703554779642139","0.809530408770247","2"
"No","1993","Baden-Württemberg","Not Working","24","","","","2"
"No","1993","Bavaria","Part Time","192","0.752309410190988","0.698145977753819","0.806472842628156","2"
"No","1993","Bavaria","Not Working","11","","","","2"
"No","1993","Berlin","Full Time","184","0.646464448355869","0.590568053161281","0.702360843550458","2"
"No","1993","Berlin","Part Time","49","0.711575543417309","0.604682339662479","0.818468747172139","2"
"No","1993","Berlin","Not Working","6","","","","2"
"No","1993","Brandenburg","Full Time","204","0.642895304565579","0.589728727440495","0.696061881690663","2"
"No","1993","Brandenburg","Part Time","24","","","","2"
"No","1993","Brandenburg","Not Working","9","","","","2"
"No","1993","Mecklenburg-Western Pomerania","Full Time","108","0.670785399537603","0.600961385601722","0.740609413473483","2"
"No","1993","Mecklenburg-Western Pomerania","Part Time","25","","","","2"
"No","1993","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","1993","Saxony","Full Time","342","0.657970288798048","0.617696772943959","0.698243804652138","2"
"No","1993","Saxony-Anhalt","Full Time","237","0.701846392187663","0.65378464668935","0.749908137685976","2"
"No","1993","Saxony-Anhalt","Part Time","40","0.457830105726604","0.34581897851749","0.569841232935718","2"
"No","1993","Saxony","Part Time","54","0.587689483548803","0.487645083898186","0.687733883199419","2"
"No","1993","Saxony","Not Working","13","","","","2"
"No","1993","Saxony-Anhalt","Not Working","6","","","","2"
"No","1993","Thuringia","Full Time","203","0.696700625614729","0.644065806066725","0.749335445162733","2"
"No","1993","Thuringia","Part Time","59","0.675630013852211","0.573681621936308","0.777578405768113","2"
"No","1993","Thuringia","Not Working","6","","","","2"
"Yes","1993","Schleswig-Holstein","Full Time","36","0.352675728249089","0.266098457359159","0.439252999139018","1"
"Yes","1993","Schleswig-Holstein","Part Time","10","","","","1"
"Yes","1993","Schleswig-Holstein","Not Working","","","","","1"
"Yes","1993","Hamburg","Full Time","14","","","","1"
"Yes","1993","Hamburg","Part Time","4","","","","1"
"Yes","1993","Hamburg","Not Working","","","","","1"
"Yes","1993","Lower Saxony","Full Time","99","0.258884822097032","0.217093316832403","0.300676327361661","1"
"Yes","1993","Lower Saxony","Part Time","40","0.276228440216202","0.203450620248552","0.349006260183852","1"
"Yes","1993","Rhineland-Palatinate,Saarland","Not Working","1","","","","1"
"Yes","1993","Baden-Württemberg","Full Time","128","0.183428341650839","0.157517110354659","0.209339572947018","1"
"Yes","1993","Baden-Württemberg","Part Time","61","0.243457405793807","0.190469591229753","0.296445220357861","1"
"Yes","1993","Baden-Württemberg","Not Working","6","","","","1"
"Yes","1993","Bavaria","Full Time","173","0.254704623215366","0.224108810783143","0.285300435647589","1"
"Yes","1993","Bavaria","Part Time","52","0.247690589809012","0.193527157371844","0.301854022246181","1"
"Yes","1993","Bavaria","Not Working","2","","","","1"
"Yes","1993","Berlin","Full Time","97","0.353535551644131","0.297639156449542","0.409431946838719","1"
"Yes","1993","Berlin","Part Time","20","","","","1"
"Yes","1993","Berlin","Not Working","2","","","","1"
"Yes","1993","Brandenburg","Full Time","108","0.357104695434421","0.303938118309337","0.410271272559505","1"
"Yes","1993","Brandenburg","Part Time","26","","","","1"
"Yes","1993","Brandenburg","Not Working","2","","","","1"
"Yes","1993","Lower Saxony","Not Working","6","","","","1"
"Yes","1993","Bremen","Full Time","9","","","","1"
"Yes","1993","Bremen","Part Time","1","","","","1"
"Yes","1993","Hesse","Not Working","1","","","","1"
"Yes","1993","Rhineland-Palatinate,Saarland","Full Time","57","0.233723165883018","0.182961462310893","0.284484869455142","1"
"Yes","1993","Rhineland-Palatinate,Saarland","Part Time","21","","","","1"
"Yes","1993","Mecklenburg-Western Pomerania","Full Time","66","0.329214600462397","0.259390586526517","0.399038614398278","1"
"Yes","1993","Mecklenburg-Western Pomerania","Part Time","23","","","","1"
"Yes","1993","Mecklenburg-Western Pomerania","Not Working","4","","","","1"
"Yes","1993","Saxony","Full Time","191","0.342029711201952","0.301756195347862","0.382303227056041","1"
"Yes","1993","Saxony","Part Time","39","0.412310516451197","0.312266116800581","0.512354916101814","1"
"Yes","1993","Bremen","Not Working","","","","","1"
"Yes","1993","North Rhine-Westphalia","Full Time","241","0.253590968015736","0.22784554031765","0.279336395713823","1"
"Yes","1993","North Rhine-Westphalia","Part Time","103","0.293060571430308","0.244891216623136","0.34122992623748","1"
"Yes","1993","North Rhine-Westphalia","Not Working","6","","","","1"
"Yes","1993","Hesse","Full Time","106","0.293664438645817","0.250055823539525","0.33727305375211","1"
"Yes","1993","Hesse","Part Time","33","0.254020373343256","0.184817511410184","0.323223235276327","1"
"Yes","1993","Saxony","Not Working","9","","","","1"
"Yes","1993","Saxony-Anhalt","Full Time","111","0.298153607812337","0.250091862314025","0.34621535331065","1"
"Yes","1993","Saxony-Anhalt","Part Time","36","0.542169894273396","0.430158767064282","0.65418102148251","1"
"Yes","1993","Saxony-Anhalt","Not Working","3","","","","1"
"Yes","1993","Thuringia","Full Time","90","0.303299374385271","0.250664554837267","0.355934193933275","1"
"Yes","1993","Thuringia","Part Time","22","","","","1"
"Yes","1993","Thuringia","Not Working","5","","","","1"
"No","1994","Schleswig-Holstein","Full Time","78","0.641066128477925","0.553011071481066","0.729121185474785","2"
"No","1994","Schleswig-Holstein","Part Time","36","0.762919153296446","0.646197750925872","0.87964055566702","2"
"No","1994","Schleswig-Holstein","Not Working","2","","","","2"
"No","1994","Hamburg","Full Time","47","0.810996081565398","0.70752677745004","0.914465385680756","2"
"No","1994","Hamburg","Part Time","17","","","","2"
"No","1994","Hamburg","Not Working","3","","","","2"
"No","1994","Lower Saxony","Full Time","299","0.714532304883335","0.670327922886696","0.758736686879973","2"
"No","1994","Hesse","Part Time","98","0.740680539327444","0.666751641986967","0.814609436667922","2"
"No","1994","Rhineland-Palatinate,Saarland","Part Time","47","0.657914327804198","0.543461049223363","0.772367606385032","2"
"No","1994","Rhineland-Palatinate,Saarland","Not Working","7","","","","2"
"No","1994","Bavaria","Full Time","554","0.721263535267128","0.688625577989642","0.753901492544614","2"
"No","1994","Lower Saxony","Part Time","108","0.718266726693914","0.645047348783275","0.791486104604553","2"
"No","1994","Lower Saxony","Not Working","10","","","","2"
"No","1994","Bremen","Full Time","21","","","","2"
"No","1994","Bremen","Part Time","5","","","","2"
"No","1994","Bremen","Not Working","1","","","","2"
"No","1994","North Rhine-Westphalia","Part Time","249","0.73617010188782","0.689047469316577","0.783292734459063","2"
"No","1994","North Rhine-Westphalia","Not Working","21","","","","2"
"No","1994","Hesse","Full Time","291","0.703641589255027","0.658378510461454","0.748904668048601","2"
"No","1994","Hesse","Not Working","7","","","","2"
"No","1994","Rhineland-Palatinate,Saarland","Full Time","203","0.739522426064603","0.686071030048403","0.792973822080802","2"
"No","1994","Baden-Württemberg","Full Time","636","0.79610939372422","0.767465880953375","0.824752906495065","2"
"No","1994","Baden-Württemberg","Part Time","187","0.747526693837722","0.693238971138317","0.801814416537126","2"
"No","1994","Baden-Württemberg","Not Working","18","","","","2"
"No","1994","North Rhine-Westphalia","Full Time","792","0.744719490749044","0.71811754329317","0.771321438204917","2"
"No","1994","Bavaria","Part Time","161","0.76258012007165","0.705167397303445","0.819992842839856","2"
"No","1994","Bavaria","Not Working","9","","","","2"
"No","1994","Berlin","Full Time","167","0.650453762113264","0.592270405912398","0.70863711831413","2"
"No","1994","Berlin","Part Time","49","0.663163084480253","0.551645447585532","0.774680721374974","2"
"No","1994","Berlin","Not Working","2","","","","2"
"No","1994","Brandenburg","Full Time","186","0.647170718809106","0.591886792128397","0.702454645489814","2"
"No","1994","Brandenburg","Part Time","38","0.62128145623834","0.495356112771582","0.747206799705097","2"
"No","1994","Brandenburg","Not Working","3","","","","2"
"No","1994","Mecklenburg-Western Pomerania","Full Time","106","0.689460306151432","0.620309529562484","0.75861108274038","2"
"No","1994","Mecklenburg-Western Pomerania","Part Time","30","0.594290402745196","0.460829696638487","0.727751108851904","2"
"No","1994","Mecklenburg-Western Pomerania","Not Working","4","","","","2"
"No","1994","Saxony","Full Time","344","0.676315519480488","0.6364446349799","0.716186403981076","2"
"No","1994","Saxony-Anhalt","Full Time","227","0.689262466074334","0.639405796267529","0.73911913588114","2"
"No","1994","Saxony-Anhalt","Part Time","41","0.562448350939719","0.448648249983093","0.676248451896345","2"
"No","1994","Saxony","Part Time","53","0.615728982000242","0.511707733634886","0.719750230365597","2"
"No","1994","Saxony","Not Working","9","","","","2"
"No","1994","Saxony-Anhalt","Not Working","4","","","","2"
"No","1994","Thuringia","Full Time","211","0.697503369143855","0.645438363154705","0.749568375133004","2"
"No","1994","Thuringia","Part Time","52","0.697939061832995","0.589601369199203","0.806276754466786","2"
"No","1994","Thuringia","Not Working","6","","","","2"
"Yes","1994","Schleswig-Holstein","Full Time","36","0.358933871522075","0.270878814525215","0.446988928518934","1"
"Yes","1994","Schleswig-Holstein","Part Time","15","","","","1"
"Yes","1994","Schleswig-Holstein","Not Working","3","","","","1"
"Yes","1994","Hamburg","Full Time","8","","","","1"
"Yes","1994","Hamburg","Part Time","3","","","","1"
"Yes","1994","Hamburg","Not Working","","","","","1"
"Yes","1994","Lower Saxony","Full Time","102","0.285467695116665","0.241263313120027","0.329672077113304","1"
"Yes","1994","Lower Saxony","Part Time","37","0.281733273306086","0.208513895395447","0.354952651216725","1"
"Yes","1994","Lower Saxony","Not Working","2","","","","1"
"Yes","1994","Bremen","Full Time","6","","","","1"
"Yes","1994","Rhineland-Palatinate,Saarland","Not Working","2","","","","1"
"Yes","1994","Baden-Württemberg","Full Time","124","0.20389060627578","0.175247093504935","0.232534119046625","1"
"Yes","1994","Baden-Württemberg","Part Time","59","0.252473306162278","0.198185583462874","0.306761028861683","1"
"Yes","1994","Baden-Württemberg","Not Working","1","","","","1"
"Yes","1994","Bavaria","Full Time","171","0.278736464732872","0.246098507455386","0.311374422010358","1"
"Yes","1994","Bavaria","Part Time","50","0.23741987992835","0.180007157160144","0.294832602696555","1"
"Yes","1994","Bavaria","Not Working","1","","","","1"
"Yes","1994","Berlin","Full Time","91","0.349546237886736","0.29136288168587","0.407729594087602","1"
"Yes","1994","Berlin","Part Time","20","","","","1"
"Yes","1994","Berlin","Not Working","1","","","","1"
"Yes","1994","Brandenburg","Full Time","101","0.352829281190894","0.297545354510186","0.408113207871603","1"
"Yes","1994","Brandenburg","Part Time","19","","","","1"
"Yes","1994","Brandenburg","Not Working","","","","","1"
"Yes","1994","Mecklenburg-Western Pomerania","Full Time","66","0.310539693848568","0.24138891725962","0.379690470437516","1"
"Yes","1994","Mecklenburg-Western Pomerania","Part Time","22","","","","1"
"Yes","1994","Mecklenburg-Western Pomerania","Not Working","2","","","","1"
"Yes","1994","Saxony","Full Time","185","0.323684480519512","0.283813596018924","0.3635553650201","1"
"Yes","1994","Bremen","Part Time","3","","","","1"
"Yes","1994","Bremen","Not Working","1","","","","1"
"Yes","1994","North Rhine-Westphalia","Full Time","240","0.255280509250956","0.228678561795083","0.28188245670683","1"
"Yes","1994","North Rhine-Westphalia","Part Time","87","0.26382989811218","0.216707265540937","0.310952530683423","1"
"Yes","1994","North Rhine-Westphalia","Not Working","8","","","","1"
"Yes","1994","Hesse","Not Working","1","","","","1"
"Yes","1994","Rhineland-Palatinate,Saarland","Full Time","56","0.260477573935397","0.207026177919198","0.313928969951597","1"
"Yes","1994","Rhineland-Palatinate,Saarland","Part Time","19","","","","1"
"Yes","1994","Saxony","Part Time","31","0.384271017999758","0.280249769634403","0.488292266365114","1"
"Yes","1994","Saxony","Not Working","2","","","","1"
"Yes","1994","Saxony-Anhalt","Full Time","104","0.310737533925666","0.26088086411886","0.360594203732471","1"
"Yes","1994","Saxony-Anhalt","Part Time","32","0.437551649060281","0.323751548103655","0.551351750016907","1"
"Yes","1994","Saxony-Anhalt","Not Working","1","","","","1"
"Yes","1994","Hesse","Full Time","100","0.296358410744973","0.251095331951399","0.341621489538546","1"
"Yes","1994","Hesse","Part Time","37","0.259319460672556","0.185390563332079","0.333248358013033","1"
"Yes","1994","Thuringia","Full Time","88","0.302496630856145","0.250431624866996","0.354561636845295","1"
"Yes","1994","Thuringia","Part Time","17","","","","1"
"Yes","1994","Thuringia","Not Working","1","","","","1"
"No","1995","Schleswig-Holstein","Full Time","71","0.615400709543628","0.523220129233497","0.70758128985376","2"
"No","1995","Schleswig-Holstein","Part Time","42","0.825419134026929","0.723220346378789","0.927617921675068","2"
"No","1995","Schleswig-Holstein","Not Working","2","","","","2"
"No","1995","Hamburg","Full Time","44","0.772267994921203","0.662430623537914","0.882105366304491","2"
"No","1995","Hamburg","Part Time","12","","","","2"
"No","1995","Hamburg","Not Working","1","","","","2"
"No","1995","Rhineland-Palatinate,Saarland","Part Time","77","0.729364521870464","0.643563164170598","0.81516587957033","2"
"No","1995","Rhineland-Palatinate,Saarland","Not Working","6","","","","2"
"No","1995","Baden-Württemberg","Part Time","209","0.730015709186563","0.677353130867876","0.78267828750525","2"
"No","1995","Baden-Württemberg","Not Working","21","","","","2"
"No","1995","Bavaria","Full Time","576","0.727368408707473","0.695327011562213","0.759409805852733","2"
"No","1995","Lower Saxony","Full Time","321","0.705537911784551","0.662655609121171","0.748420214447931","2"
"No","1995","Lower Saxony","Part Time","123","0.772746213055783","0.707196277050812","0.838296149060754","2"
"No","1995","Lower Saxony","Not Working","9","","","","2"
"No","1995","Bremen","Full Time","20","","","","2"
"No","1995","Bremen","Part Time","8","","","","2"
"No","1995","North Rhine-Westphalia","Part Time","310","0.721865678169423","0.679661093419728","0.764070262919118","2"
"No","1995","North Rhine-Westphalia","Not Working","27","","","","2"
"No","1995","Hesse","Full Time","291","0.725426168014759","0.680787763847986","0.770064572181532","2"
"No","1995","Hesse","Part Time","121","0.69769302810807","0.627189546809829","0.76819650940631","2"
"No","1995","Hesse","Not Working","13","","","","2"
"No","1995","Rhineland-Palatinate,Saarland","Full Time","221","0.765672157954456","0.715790419532004","0.815553896376909","2"
"No","1995","Baden-Württemberg","Full Time","659","0.795352096155003","0.76723676426211","0.823467428047897","2"
"No","1995","Bavaria","Part Time","204","0.73334457391058","0.680888471119336","0.785800676701824","2"
"No","1995","Bavaria","Not Working","23","","","","2"
"No","1995","Berlin","Full Time","162","0.626668344920411","0.566590450392928","0.686746239447894","2"
"No","1995","Berlin","Part Time","54","0.663400062112016","0.558531440584269","0.768268683639764","2"
"No","1995","Bremen","Not Working","1","","","","2"
"No","1995","North Rhine-Westphalia","Full Time","814","0.751583694386374","0.725485369716059","0.777682019056689","2"
"No","1995","Berlin","Not Working","5","","","","2"
"No","1995","Brandenburg","Full Time","195","0.683500454072882","0.629311493256664","0.7376894148891","2"
"No","1995","Brandenburg","Part Time","35","0.673737092602697","0.54983009710874","0.797644088096654","2"
"No","1995","Brandenburg","Not Working","16","","","","2"
"No","1995","Mecklenburg-Western Pomerania","Full Time","124","0.681237991026767","0.615323609103065","0.74715237295047","2"
"No","1995","Mecklenburg-Western Pomerania","Part Time","29","","","","2"
"No","1995","Mecklenburg-Western Pomerania","Not Working","1","","","","2"
"No","1995","Saxony","Full Time","324","0.664732043169127","0.623017751764073","0.706446334574181","2"
"No","1995","Saxony-Anhalt","Part Time","54","0.744394570290422","0.648206506824709","0.840582633756135","2"
"No","1995","Saxony","Part Time","91","0.704813126667627","0.627294194261208","0.782332059074046","2"
"No","1995","Saxony","Not Working","14","","","","2"
"No","1995","Saxony-Anhalt","Full Time","219","0.682096125964241","0.6309155424914","0.733276709437082","2"
"No","1995","Saxony-Anhalt","Not Working","6","","","","2"
"No","1995","Thuringia","Full Time","219","0.725767063329668","0.674857951790373","0.776676174868963","2"
"No","1995","Thuringia","Part Time","63","0.770526523890908","0.679513989410363","0.861539058371454","2"
"No","1995","Thuringia","Not Working","9","","","","2"
"Yes","1995","Schleswig-Holstein","Full Time","36","0.384599290456372","0.29241871014624","0.476779870766503","1"
"Yes","1995","Schleswig-Holstein","Part Time","11","","","","1"
"Yes","1995","Schleswig-Holstein","Not Working","1","","","","1"
"Yes","1995","Hamburg","Full Time","12","","","","1"
"Yes","1995","Hamburg","Part Time","7","","","","1"
"Yes","1995","Hamburg","Not Working","1","","","","1"
"Yes","1995","Lower Saxony","Full Time","113","0.294462088215449","0.251579785552069","0.337344390878829","1"
"Yes","1995","Lower Saxony","Part Time","34","0.227253786944217","0.161703850939246","0.292803722949188","1"
"Yes","1995","Baden-Württemberg","Not Working","4","","","","1"
"Yes","1995","Bavaria","Full Time","166","0.272631591292527","0.240590194147267","0.304672988437787","1"
"Yes","1995","Bavaria","Part Time","69","0.26665542608942","0.214199323298176","0.319111528880664","1"
"Yes","1995","Bavaria","Not Working","2","","","","1"
"Yes","1995","Berlin","Full Time","87","0.373331655079589","0.313253760552106","0.433409549607072","1"
"Yes","1995","Berlin","Part Time","24","","","","1"
"Yes","1995","Berlin","Not Working","1","","","","1"
"Yes","1995","Brandenburg","Full Time","88","0.316499545927118","0.2623105851109","0.370688506743336","1"
"Yes","1995","Brandenburg","Part Time","20","","","","1"
"Yes","1995","Brandenburg","Not Working","2","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","Full Time","68","0.318762008973233","0.25284762704953","0.384676390896935","1"
"Yes","1995","Mecklenburg-Western Pomerania","Part Time","27","","","","1"
"Yes","1995","Mecklenburg-Western Pomerania","Not Working","2","","","","1"
"Yes","1995","Lower Saxony","Not Working","","","","","1"
"Yes","1995","Bremen","Full Time","7","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Not Working","2","","","","1"
"Yes","1995","Baden-Württemberg","Full Time","132","0.204647903844997","0.176532571952103","0.23276323573789","1"
"Yes","1995","Baden-Württemberg","Part Time","64","0.269984290813437","0.21732171249475","0.322646869132124","1"
"Yes","1995","Saxony","Full Time","168","0.335267956830873","0.293553665425819","0.376982248235927","1"
"Yes","1995","Saxony","Part Time","42","0.295186873332373","0.217667940925954","0.372705805738792","1"
"Yes","1995","Saxony","Not Working","3","","","","1"
"Yes","1995","Saxony-Anhalt","Full Time","99","0.317903874035759","0.266723290562918","0.3690844575086","1"
"Yes","1995","Saxony-Anhalt","Part Time","25","","","","1"
"Yes","1995","Bremen","Part Time","5","","","","1"
"Yes","1995","Bremen","Not Working","","","","","1"
"Yes","1995","North Rhine-Westphalia","Full Time","239","0.248416305613626","0.222317980943311","0.274514630283941","1"
"Yes","1995","North Rhine-Westphalia","Part Time","123","0.278134321830577","0.235929737080882","0.320338906580272","1"
"Yes","1995","North Rhine-Westphalia","Not Working","7","","","","1"
"Yes","1995","Hesse","Not Working","2","","","","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Full Time","56","0.234327842045544","0.184446103623091","0.284209580467996","1"
"Yes","1995","Rhineland-Palatinate,Saarland","Part Time","26","","","","1"
"Yes","1995","Saxony-Anhalt","Not Working","3","","","","1"
"Yes","1995","Thuringia","Full Time","76","0.274232936670332","0.223323825131037","0.325142048209627","1"
"Yes","1995","Thuringia","Part Time","19","","","","1"
"Yes","1995","Thuringia","Not Working","3","","","","1"
"Yes","1995","Hesse","Full Time","93","0.274573831985241","0.229935427818468","0.319212236152014","1"
"Yes","1995","Hesse","Part Time","42","0.30230697189193","0.23180349059369","0.372810453190171","1"
"No","1996","Schleswig-Holstein","Full Time","80","0.666563040907421","0.580398881818562","0.75272719999628","2"
"No","1996","Schleswig-Holstein","Part Time","34","0.687986093209477","0.55552877204763","0.820443414371324","2"
"No","1996","Schleswig-Holstein","Not Working","4","","","","2"
"No","1996","Hamburg","Full Time","39","0.756148629565714","0.637126073181688","0.87517118594974","2"
"No","1996","Hamburg","Part Time","18","","","","2"
"No","1996","Hamburg","Not Working","2","","","","2"
"No","1996","Rhineland-Palatinate,Saarland","Part Time","83","0.786774449828767","0.709167440457593","0.864381459199941","2"
"No","1996","Rhineland-Palatinate,Saarland","Not Working","6","","","","2"
"No","1996","Baden-Württemberg","Part Time","228","0.720036387874039","0.668801581482724","0.771271194265354","2"
"No","1996","Baden-Württemberg","Not Working","21","","","","2"
"No","1996","Bavaria","Full Time","566","0.757363935040166","0.726116891707538","0.788610978372795","2"
"No","1996","Lower Saxony","Full Time","294","0.704590142270209","0.659768545097883","0.749411739442535","2"
"No","1996","Lower Saxony","Part Time","159","0.812520311836437","0.757598930645936","0.867441693026937","2"
"No","1996","Lower Saxony","Not Working","4","","","","2"
"No","1996","Bremen","Full Time","22","","","","2"
"No","1996","Bremen","Part Time","7","","","","2"
"No","1996","North Rhine-Westphalia","Part Time","315","0.690646270948702","0.647407698769732","0.733884843127671","2"
"No","1996","North Rhine-Westphalia","Not Working","18","","","","2"
"No","1996","Hesse","Full Time","268","0.693158705074678","0.646039557403587","0.740277852745769","2"
"No","1996","Hesse","Part Time","108","0.691975113121011","0.616829742466533","0.767120483775488","2"
"No","1996","Hesse","Not Working","5","","","","2"
"No","1996","Rhineland-Palatinate,Saarland","Full Time","206","0.748732723622151","0.696608614407141","0.800856832837161","2"
"No","1996","Baden-Württemberg","Full Time","559","0.794465313252072","0.763958406421824","0.82497222008232","2"
"No","1996","Bavaria","Part Time","191","0.77629375830585","0.724636638897447","0.827950877714253","2"
"No","1996","Bavaria","Not Working","13","","","","2"
"No","1996","Berlin","Full Time","152","0.60382197712227","0.54207165636862","0.66557229787592","2"
"No","1996","Berlin","Part Time","41","0.598392187034891","0.473304051596842","0.723480322472941","2"
"No","1996","Bremen","Not Working","","","","","2"
"No","1996","North Rhine-Westphalia","Full Time","768","0.741020727202268","0.713990469304098","0.768050985100437","2"
"No","1996","Berlin","Not Working","6","","","","2"
"No","1996","Brandenburg","Full Time","193","0.709722972968399","0.655482593926547","0.763963352010251","2"
"No","1996","Brandenburg","Part Time","43","0.707332662410931","0.596723679833226","0.817941644988636","2"
"No","1996","Brandenburg","Not Working","3","","","","2"
"No","1996","Mecklenburg-Western Pomerania","Full Time","115","0.709836293640706","0.642595982850626","0.777076604430785","2"
"No","1996","Mecklenburg-Western Pomerania","Part Time","24","","","","2"
"No","1996","Mecklenburg-Western Pomerania","Not Working","3","","","","2"
"No","1996","Saxony","Full Time","332","0.656731703899598","0.61511440139721","0.698349006401986","2"
"No","1996","Saxony-Anhalt","Part Time","38","0.671120846353792","0.557777857484408","0.784463835223176","2"
"No","1996","Saxony","Part Time","75","0.729676450152932","0.647424503422387","0.811928396883477","2"
"No","1996","Saxony","Not Working","8","","","","2"
"No","1996","Saxony-Anhalt","Full Time","209","0.691411684711059","0.639229418105362","0.743593951316757","2"
"No","1996","Saxony-Anhalt","Not Working","3","","","","2"
"No","1996","Thuringia","Full Time","234","0.768787722925591","0.721394093953722","0.81618135189746","2"
"No","1996","Thuringia","Part Time","50","0.682029472882744","0.568819048777692","0.795239896987796","2"
"No","1996","Thuringia","Not Working","4","","","","2"
