"year","age_gr","bula_h","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","16-34 y.","Baden-W?rttemberg","23.58","23","831","19","21","25","28","34","23.32","23.84","15","51","23","23"
"2002","16-34 y.","Bavaria","23.42","23","863","19","21","25","28","38","23.15","23.69","12","43","22","23"
"2002","16-34 y.","Berlin","22.84","22.33","227","18","20","25","28","33","22.39","23.29","17","40","22","23"
"2002","16-34 y.","Brandenburg","23.12","22","254","19","20","25","29","33","22.66","23.58","16","35","21","22"
"2002","16-34 y.","Bremen","23.55","23","39","19","20","26","29","33","22.26","24.84","16","33","22","26"
"2002","16-34 y.","Hamburg","22.59","22","79","19","20","24","26","33","21.91","23.27","18","33","21","22"
"2002","16-34 y.","Hesse","23.44","23","410","19","21","25","28","35","23.1","23.78","16","37","22","23"
"2002","16-34 y.","Lower Saxony","24.1","23","526","19","21","27","30","38","23.71","24.49","16","52","23","24"
"2002","16-34 y.","Mecklenburg-Western Pomerania","22.9","22","138","19","21","25","28","32","22.31","23.49","17","35","22","23"
"2002","16-34 y.","North Rhine-Westphalia","23.71","23","1280","19","21","26","29","37","23.48","23.94","13","61","23","23"
"2002","16-34 y.","Rhineland-Palatinate,Saarland","23.71","23","334","19","20","26","30","36","23.25","24.17","13","43","22","23"
"2002","16-34 y.","Saxony","23.2","23","440","19","21","25","28","32","22.9","23.5","15","34","22","23"
"2002","16-34 y.","Saxony-Anhalt","23.23","23","257","19","20","25","29","34","22.74","23.72","16","43","22","23"
"2002","16-34 y.","Schleswig-Holstein","23.38","23","164","19","21","25","28","40","22.81","23.95","16","42","22","23"
"2002","16-34 y.","Thuringia","23.32","23","279","19","20","25","28","33","22.86","23.78","15","39","22","23"
"2002","35-65 y.","Baden-W?rttemberg","25.76","25","1591","21","23","28","31","39","25.55","25.97","15","53","25","26"
"2002","35-65 y.","Bavaria","25.76","25","1887","21","23","28","31","37","25.58","25.94","16","50","25","25"
"2002","35-65 y.","Berlin","25.42","25","497","20","22","28","32","40","25","25.84","17","46","24","25"
"2002","35-65 y.","Brandenburg","26.77","26","529","22","23","29","32","42","26.4","27.14","17","47","26","27"
"2002","35-65 y.","Bremen","26.01","26","99","21","24","28","32","33","25.17","26.85","16","44","24","26"
"2002","35-65 y.","Hamburg","25.89","25","199","21","22","27","31","56","25.15","26.63","18","56","24","25"
"2002","35-65 y.","Hesse","26.22","26","974","21","23","29","32","39","25.93","26.51","17","56","25","26"
"2002","35-65 y.","Lower Saxony","25.92","25","1115","21","23","28","31","40","25.66","26.18","16","60","25","26"
"2002","35-65 y.","Mecklenburg-Western Pomerania","26.48","26","296","21","24","29","32","36","26.02","26.94","17","42","26","27"
"2002","35-65 y.","North Rhine-Westphalia","25.96","25","2801","21","23","28","31","38","25.8","26.12","17","66","25","26"
"2002","35-65 y.","Rhineland-Palatinate,Saarland","26.34","26","786","21","23","29","32","44","26.04","26.64","16","48","25","26"
"2002","35-65 y.","Saxony","26.06","25","936","21","23","28","32","39","25.79","26.33","16","55","25","26"
"2002","35-65 y.","Saxony-Anhalt","26.89","26","553","22","24","29","33","41","26.5","27.28","18","53","26","27"
"2002","35-65 y.","Schleswig-Holstein","24.89","24","418","20","22","27","30","37","24.5","25.28","13","40","24","25"
"2002","35-65 y.","Thuringia","26.57","26","535","21","24","29","32","39","26.2","26.94","17","47","26","27"
"2002","66 and older","Baden-W?rttemberg","26.16","26","384","21","24","28","31","37","25.76","26.56","16","42","26","26"
"2002","66 and older","Bavaria","26.23","26","497","21","24","29","31","37","25.89","26.57","14","48","26","26"
"2002","66 and older","Berlin","25.74","25","106","22","23","28","31","35","25.07","26.41","18","36","24","26"
"2002","66 and older","Brandenburg","27.63","27","174","22","25","30","33","47","26.94","28.32","18","47","26","28"
"2002","66 and older","Bremen","26.16","25","33","21","23","27","30","57","23.92","28.4","17","57","24","26"
"2002","66 and older","Hamburg","24.06","24","46","17","21","27","28","38","22.8","25.32","16","38","23","26"
"2002","66 and older","Hesse","26.5","26","246","22","24","29","32","39","25.99","27.01","17","41","26","27"
"2002","66 and older","Lower Saxony","25.98","26","322","21","23","28","30","38","25.57","26.39","17","40","26","26"
"2002","66 and older","Mecklenburg-Western Pomerania","26.83","26","80","23","25","29","31","36","26.12","27.54","19","36","26","27"
"2002","66 and older","North Rhine-Westphalia","26.44","26","752","22","24","29","32","38","26.15","26.73","15","41","26","26"
"2002","66 and older","Rhineland-Palatinate,Saarland","26.56","26","252","22","24","29","32","37","26.07","27.05","19","41","25","27"
"2002","66 and older","Saxony","26.71","26.2","277","22","24","29","32","37","26.24","27.18","14","39","26","27"
"2002","66 and older","Saxony-Anhalt","27.37","27","162","23","25","29","33","37","26.77","27.97","16","37","27","28"
"2002","66 and older","Schleswig-Holstein","24.8","24.42","135","20","22","27","30","33","24.15","25.45","17","37","23","25"
"2002","66 and older","Thuringia","26.63","26","146","23","25","28","30","37","26.07","27.19","17","37","26","28"
"2003","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"2003","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"2003","16-34 y.","Berlin","","","","","","","","","","","","","",""
"2003","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"2003","16-34 y.","Bremen","","","","","","","","","","","","","",""
"2003","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"2003","16-34 y.","Hesse","","","","","","","","","","","","","",""
"2003","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"2003","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"2003","16-34 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"2003","16-34 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"2003","16-34 y.","Saxony","","","","","","","","","","","","","",""
"2003","16-34 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"2003","16-34 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"2003","16-34 y.","Thuringia","","","","","","","","","","","","","",""
"2003","35-65 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"2003","35-65 y.","Bavaria","","","","","","","","","","","","","",""
"2003","35-65 y.","Berlin","","","","","","","","","","","","","",""
"2003","35-65 y.","Brandenburg","","","","","","","","","","","","","",""
"2003","35-65 y.","Bremen","","","","","","","","","","","","","",""
"2003","35-65 y.","Hamburg","","","","","","","","","","","","","",""
"2003","35-65 y.","Hesse","","","","","","","","","","","","","",""
"2003","35-65 y.","Lower Saxony","","","","","","","","","","","","","",""
"2003","35-65 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"2003","35-65 y.","North Rhine-Westphalia","","","","","","","","","","","","","",""
"2003","35-65 y.","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"2003","35-65 y.","Saxony","","","","","","","","","","","","","",""
"2003","35-65 y.","Saxony-Anhalt","","","","","","","","","","","","","",""
"2003","35-65 y.","Schleswig-Holstein","","","","","","","","","","","","","",""
"2003","35-65 y.","Thuringia","","","","","","","","","","","","","",""
"2003","66 and older","Baden-W?rttemberg","","","","","","","","","","","","","",""
"2003","66 and older","Bavaria","","","","","","","","","","","","","",""
"2003","66 and older","Berlin","","","","","","","","","","","","","",""
"2003","66 and older","Brandenburg","","","","","","","","","","","","","",""
"2003","66 and older","Bremen","","","","","","","","","","","","","",""
"2003","66 and older","Hamburg","","","","","","","","","","","","","",""
"2003","66 and older","Hesse","","","","","","","","","","","","","",""
"2003","66 and older","Lower Saxony","","","","","","","","","","","","","",""
"2003","66 and older","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
"2003","66 and older","North Rhine-Westphalia","","","","","","","","","","","","","",""
"2003","66 and older","Rhineland-Palatinate,Saarland","","","","","","","","","","","","","",""
"2003","66 and older","Saxony","","","","","","","","","","","","","",""
"2003","66 and older","Saxony-Anhalt","","","","","","","","","","","","","",""
"2003","66 and older","Schleswig-Holstein","","","","","","","","","","","","","",""
"2003","66 and older","Thuringia","","","","","","","","","","","","","",""
"2004","16-34 y.","Baden-W?rttemberg","23.69","23","744","20","21","26","28","34","23.39","23.99","14","55","23","23"
"2004","16-34 y.","Bavaria","23.49","23","786","19","21","25","28","39","23.17","23.81","14","67","22","23"
"2004","16-34 y.","Berlin","22.49","22","230","18","20","24","27","44","22.01","22.97","16","44","22","23"
"2004","16-34 y.","Brandenburg","23.54","23","223","19","21","26","29","35","23.04","24.04","16","35","22","23"
"2004","16-34 y.","Bremen","25.99","25","38","19","22","30","36","36","24.49","27.49","17","36","22","26"
"2004","16-34 y.","Hamburg","22.65","23","72","19","20","24","26","29","21.97","23.33","17","30","21","23"
"2004","16-34 y.","Hesse","23.75","23","349","19","21","26","29","36","23.37","24.13","17","42","22","23"
"2004","16-34 y.","Lower Saxony","24.24","24","486","19","21","27","30","37","23.85","24.63","15","41","23","24"
"2004","16-34 y.","Mecklenburg-Western Pomerania","22.73","22","134","18","21","24","28","32","22.15","23.31","17","33","22","23"
"2004","16-34 y.","North Rhine-Westphalia","23.77","23","1134","19","21","26","29","37","23.53","24.01","15","57","23","23"
"2004","16-34 y.","Rhineland-Palatinate,Saarland","24.25","23","286","19","21","27","30","40","23.71","24.79","13","44","22","23"
"2004","16-34 y.","Saxony","23.33","23","416","19","21","25","28","35","22.96","23.7","15","57","22","23"
"2004","16-34 y.","Saxony-Anhalt","22.7","22","256","18","20","25","27","34","22.22","23.18","16","44","22","23"
"2004","16-34 y.","Schleswig-Holstein","23.28","23","147","19","21","25","27","37","22.7","23.86","18","37","21","23"
"2004","16-34 y.","Thuringia","23.29","23","273","19","21","26","28","32","22.83","23.75","15","37","22","23"
"2004","35-65 y.","Baden-W?rttemberg","25.82","25","1484","21","23","28","31","39","25.59","26.05","15","69","25","26"
"2004","35-65 y.","Bavaria","25.99","25","1731","21","23","28","31","39","25.79","26.19","16","65","25","25"
"2004","35-65 y.","Berlin","25.57","25","459","21","23","28","32","40","25.15","25.99","17","48","24","25"
"2004","35-65 y.","Brandenburg","26.65","26","486","22","23","29","33","41","26.26","27.04","18","47","26","27"
"2004","35-65 y.","Bremen","25.86","26","94","21","24","28","32","33","25.08","26.64","19","37","24","26"
"2004","35-65 y.","Hamburg","25.86","25","178","20","22","28","33","49","25.06","26.66","18","49","24","25"
"2004","35-65 y.","Hesse","26.54","26","856","21","24","29","32","41","26.23","26.85","17","51","25","26"
"2004","35-65 y.","Lower Saxony","26.17","26","1016","21","23","29","31","42","25.9","26.44","14","51","25","26"
"2004","35-65 y.","Mecklenburg-Western Pomerania","26.78","27","288","21","24","30","32","42","26.27","27.29","18","47","26","27"
"2004","35-65 y.","North Rhine-Westphalia","26.14","26","2550","21","23","28","32","40","25.97","26.31","16","63","25","26"
"2004","35-65 y.","Rhineland-Palatinate,Saarland","26.52","26","751","21","23","29","32","44","26.2","26.84","16","49","26","26"
"2004","35-65 y.","Saxony","26.15","26","874","21","23","29","31","38","25.87","26.43","17","57","25","26"
"2004","35-65 y.","Saxony-Anhalt","27.43","27","494","22","24","30","33","43","27.01","27.85","17","45","26","27"
"2004","35-65 y.","Schleswig-Holstein","24.93","24","392","20","22","27","30","37","24.49","25.37","17","45","24","25"
"2004","35-65 y.","Thuringia","26.76","26","499","22","24","29","32","41","26.33","27.19","16","62","26","27"
"2004","66 and older","Baden-W?rttemberg","26.37","26","388","22","24","29","32","37","25.96","26.78","18","44","26","27"
"2004","66 and older","Bavaria","26.79","26","515","22","24","29","32","37","26.4","27.18","15","73","26","26"
"2004","66 and older","Berlin","26.55","25","122","21","23","29","35","41","25.65","27.45","18","49","24","27"
"2004","66 and older","Brandenburg","27.67","27","193","22","24","30","33","47","26.97","28.37","13","47","26","28"
"2004","66 and older","Bremen","25.41","24.13","35","21","23","28","31","33","24.28","26.54","19","33","23","26"
"2004","66 and older","Hamburg","24.42","24","43","20","21","26","30","36","23.26","25.58","18","36","23","26"
"2004","66 and older","Hesse","26.86","26","220","22","24","30","32","39","26.32","27.4","18","43","26","27"
"2004","66 and older","Lower Saxony","26.01","26","357","21","24","28","31","39","25.59","26.43","14","43","25","26"
"2004","66 and older","Mecklenburg-Western Pomerania","27.13","27","89","23","25","30","32","36","26.38","27.88","18","37","26","27"
"2004","66 and older","North Rhine-Westphalia","26.46","26","794","22","24","29","32","37","26.19","26.73","12","42","26","27"
"2004","66 and older","Rhineland-Palatinate,Saarland","27","26","257","22","24","29","33","37","26.53","27.47","19","40","26","27"
"2004","66 and older","Saxony","26.95","27","281","22","24","29","32","37","26.5","27.4","17","40","26","28"
"2004","66 and older","Saxony-Anhalt","27.06","27","176","22","24","29","33","39","26.48","27.64","16","40","26","28"
"2004","66 and older","Schleswig-Holstein","24.96","24","130","21","22","28","30","32","24.39","25.53","18","32","23","25"
"2004","66 and older","Thuringia","26.98","27","163","23","25","29","32","35","26.44","27.52","19","37","26","28"
"2005","16-34 y.","Baden-W?rttemberg","","","","","","","","","","","","","",""
"2005","16-34 y.","Bavaria","","","","","","","","","","","","","",""
"2005","16-34 y.","Berlin","","","","","","","","","","","","","",""
"2005","16-34 y.","Brandenburg","","","","","","","","","","","","","",""
"2005","16-34 y.","Bremen","","","","","","","","","","","","","",""
"2005","16-34 y.","Hamburg","","","","","","","","","","","","","",""
"2005","16-34 y.","Hesse","","","","","","","","","","","","","",""
"2005","16-34 y.","Lower Saxony","","","","","","","","","","","","","",""
"2005","16-34 y.","Mecklenburg-Western Pomerania","","","","","","","","","","","","","",""
