"year","education","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","college entrance qualification","(0) in school","","","","","","","","","","","","","",""
"2002","college entrance qualification","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","college entrance qualification","(1b) general elementary school","","","","","","","","","","","","","",""
"2002","college entrance qualification","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2002","college entrance qualification","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2002","college entrance qualification","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2002","college entrance qualification","(2c_gen) general maturity certificate","22.97","22","795","19","20","25","28","33","22.72","23.22","15","52","22","22"
"2002","college entrance qualification","(2c_voc) vocational maturity certificate","24.42","24","1330","20","22","26","29","38","24.19","24.65","15","60","24","24"
"2002","college entrance qualification","(3a) lower tertiary education","25.12","25","1056","21","23","27","30","40","24.88","25.36","17","46","24","25"
"2002","college entrance qualification","(3b) higher tertiary education","24.81","24","2399","21","22","27","30","35","24.67","24.95","14","41","24","25"
"2002","lower secondary degree","(0) in school","","","","","","","","","","","","","",""
"2002","lower secondary degree","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","lower secondary degree","(1b) general elementary school","26.09","26","1827","21","23","29","32","39","25.87","26.31","12","50","25","26"
"2002","lower secondary degree","(1c) basic vocational qualification","26.23","26","6196","21","24","29","32","39","26.12","26.34","15","57","26","26"
"2002","lower secondary degree","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2002","lower secondary degree","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2002","lower secondary degree","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2002","lower secondary degree","(2c_voc) vocational maturity certificate","26.99","25.4","35","23","25","28","34","42","25.09","28.89","17","42","25","28"
"2002","lower secondary degree","(3a) lower tertiary education","26.84","26","154","23","24","29","31","37","26.24","27.44","18","44","26","28"
"2002","lower secondary degree","(3b) higher tertiary education","26.55","26","45","23","24","29","30","31","25.68","27.42","22","36","25","28"
"2002","no degree/no degree yet","(0) in school","21.81","21","607","19","20","23","25","32","21.59","22.03","13","36","21","21"
"2002","no degree/no degree yet","(1a) inadequately completed","26.55","26","295","21","23","29","32","38","26.04","27.06","17","52","26","27"
"2002","no degree/no degree yet","(1b) general elementary school","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2002","no degree/no degree yet","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2002","Other degree","(0) in school","","","","","","","","","","","","","",""
"2002","Other degree","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","Other degree","(1b) general elementary school","27.06","27","437","21","24","29","33","40","26.58","27.54","16","59","26","27"
"2002","Other degree","(1c) basic vocational qualification","26.55","26","426","21","24","29","32","41","26.12","26.98","18","48","26","27"
"2002","Other degree","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2002","Other degree","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2002","Other degree","(2c_gen) general maturity certificate","24.86","25","73","19","22","27","30","43","23.88","25.84","18","43","23","25"
"2002","Other degree","(2c_voc) vocational maturity certificate","25.32","25","179","21","22","28","30","35","24.76","25.88","18","38","24","26"
"2002","Other degree","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2002","Other degree","(3b) higher tertiary education","24.82","25","181","20","22","27","30","39","24.26","25.38","17","40","24","26"
"2002","secondary school degree","(0) in school","","","","","","","","","","","","","",""
"2002","secondary school degree","(1a) inadequately completed","","","","","","","","","","","","","",""
"2002","secondary school degree","(1b) general elementary school","","","","","","","","","","","","","",""
