"year","e11103","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Full Time","direct migration background","25.6","25","1054","21","23","28","31","36","25.36","25.84","15","56","25","26"
"2002","Full Time","indirect migration background","23.86","24","329","19","21","26","28","33","23.4","24.32","16","61","23","25"
"2002","Full Time","no migration background","25.38","25","8135","21","23","28","30","37","25.29","25.47","13","66","25","25"
"2002","Not Working","direct migration background","26.09","26","1101","21","23","29","32","39","25.8","26.38","15","59","26","26"
"2002","Not Working","indirect migration background","23.3","23","237","19","20","26","29","37","22.76","23.84","13","38","22","23"
"2002","Not Working","no migration background","25.83","25","6891","21","23","28","32","38","25.72","25.94","14","57","25","25"
"2002","Part Time","direct migration background","25.4","25","649","20","22","28","31","38","25.06","25.74","16","46","24","25"
"2002","Part Time","indirect migration background","23.38","23","211","19","21","26","28","41","22.82","23.94","17","43","22","23"
"2002","Part Time","no migration background","24.8","24","4342","20","22","27","31","38","24.67","24.93","12","60","24","24"
"2003","Full Time","direct migration background","","","","","","","","","","","","","",""
"2003","Full Time","indirect migration background","","","","","","","","","","","","","",""
"2003","Full Time","no migration background","","","","","","","","","","","","","",""
"2003","Not Working","direct migration background","","","","","","","","","","","","","",""
"2003","Not Working","indirect migration background","","","","","","","","","","","","","",""
"2003","Not Working","no migration background","","","","","","","","","","","","","",""
"2003","Part Time","direct migration background","","","","","","","","","","","","","",""
"2003","Part Time","indirect migration background","","","","","","","","","","","","","",""
"2003","Part Time","no migration background","","","","","","","","","","","","","",""
"2004","Full Time","direct migration background","25.8","26","868","21","23","28","31","36","25.54","26.06","17","43","25","26"
"2004","Full Time","indirect migration background","24.13","24","308","20","22","26","29","33","23.72","24.54","17","35","23","24"
"2004","Full Time","no migration background","25.54","25","7230","21","23","28","31","38","25.44","25.64","14","65","25","25"
"2004","Not Working","direct migration background","26.33","26","1062","20","23","29","32","40","26.03","26.63","14","62","26","26"
"2004","Not Working","indirect migration background","23.58","23","257","19","21","26","29","36","23.08","24.08","13","39","22","23"
