"year","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","(0) in school","21.81","21","607","19","20","23","25","32","21.59","22.03","13","36","21","21"
"2002","(1a) inadequately completed","26.55","26","295","21","23","29","32","38","26.04","27.06","17","52","26","27"
"2002","(1b) general elementary school","26.24","26","2264","21","23","29","32","39","26.04","26.44","12","59","26","26"
"2002","(1c) basic vocational qualification","26.25","26","6622","21","24","29","32","39","26.15","26.35","15","57","26","26"
"2002","(2a) intermediate vocational","25.13","25","5295","20","22","27","31","38","25.01","25.25","15","66","24","25"
"2002","(2b) intermediate general qualification","23.31","23","654","19","20","26","29","36","23","23.62","15","43","22","22"
"2002","(2c_gen) general maturity certificate","23.24","23","886","19","20","25","28","35","22.99","23.49","15","52","22","23"
"2002","(2c_voc) vocational maturity certificate","24.66","24","1586","20","22","27","30","38","24.45","24.87","15","60","24","24"
"2002","(3a) lower tertiary education","25.44","25","1797","21","23","28","30","38","25.26","25.62","16","46","25","25"
"2002","(3b) higher tertiary education","24.9","25","2752","21","22","27","30","35","24.76","25.04","14","41","24","25"
"2003","(0) in school","","","","","","","","","","","","","",""
"2003","(1a) inadequately completed","","","","","","","","","","","","","",""
"2003","(1b) general elementary school","","","","","","","","","","","","","",""
"2003","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2003","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2003","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2003","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2003","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2003","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2003","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2004","(0) in school","21.57","21","634","18","19","23","26","32","21.33","21.81","14","35","21","21"
"2004","(1a) inadequately completed","26.71","27","263","21","23","30","33","36","26.14","27.28","18","49","26","28"
"2004","(1b) general elementary school","26.48","26","1987","21","23","29","33","41","26.26","26.7","12","73","26","26"
"2004","(1c) basic vocational qualification","26.44","26","6040","21","24","29","32","39","26.33","26.55","13","59","26","26"
"2004","(2a) intermediate vocational","25.43","25","4972","21","22","28","31","39","25.31","25.55","16","63","25","25"
"2004","(2b) intermediate general qualification","23.88","23","603","19","21","26","30","37","23.53","24.23","16","57","22","23"
"2004","(2c_gen) general maturity certificate","23.48","23","845","19","21","25","28","36","23.21","23.75","15","67","22","23"
"2004","(2c_voc) vocational maturity certificate","24.99","25","1550","20","22","27","31","38","24.77","25.21","16","69","24","25"
"2004","(3a) lower tertiary education","25.44","25","1699","21","23","28","30","39","25.24","25.64","17","58","25","25"
"2004","(3b) higher tertiary education","25.06","25","2583","20","22","27","30","36","24.91","25.21","15","57","24","25"
"2005","(0) in school","","","","","","","","","","","","","",""
"2005","(1a) inadequately completed","","","","","","","","","","","","","",""
"2005","(1b) general elementary school","","","","","","","","","","","","","",""
"2005","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2005","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2005","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2005","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2005","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2005","(3a) lower tertiary education","","","","","","","","","","","","","",""
"2005","(3b) higher tertiary education","","","","","","","","","","","","","",""
"2006","(0) in school","22.68","22","403","19","20","24","28","39","22.31","23.05","16","58","21","22"
"2006","(1a) inadequately completed","27.03","27","244","20","23","31","34","37","26.39","27.67","17","57","26","27"
"2006","(1b) general elementary school","26.78","26","1940","21","23","29","33","42","26.54","27.02","13","76","26","26"
"2006","(1c) basic vocational qualification","26.75","26","6121","22","24","29","32","40","26.63","26.87","14","64","26","26"
"2006","(2a) intermediate vocational","25.79","25","5124","21","23","28","32","39","25.66","25.92","12","65","25","25"
"2006","(2b) intermediate general qualification","24.27","23","580","20","21","27","30","40","23.91","24.63","14","51","23","23"
"2006","(2c_gen) general maturity certificate","23.27","23","825","19","21","25","28","37","23.01","23.53","16","44","22","23"
"2006","(2c_voc) vocational maturity certificate","24.98","25","1627","20","22","27","30","37","24.77","25.19","14","61","24","25"
"2006","(3a) lower tertiary education","25.56","25","1801","21","23","28","31","37","25.37","25.75","14","67","25","25"
"2006","(3b) higher tertiary education","25.14","25","2765","21","22","27","30","38","25","25.28","15","47","25","25"
"2007","(0) in school","","","","","","","","","","","","","",""
"2007","(1a) inadequately completed","","","","","","","","","","","","","",""
"2007","(1b) general elementary school","","","","","","","","","","","","","",""
"2007","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2007","(2a) intermediate vocational","","","","","","","","","","","","","",""
