"year","hgtyp1hh","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","(Married) couple without C.","East Germany","26.77","26","1809","22","24","29","32","39","26.58","26.96","16","50","26","27"
"2002","(Married) couple without C.","West Germany","25.94","26","5627","21","23","28","31","37","25.83","26.05","13","66","25","26"
"2002","1-pers.-HH","East Germany","25.51","25","726","21","23","28","31","37","25.21","25.81","14","46","25","25"
"2002","1-pers.-HH","West Germany","25.21","25","2272","20","22","27","31","38","25.03","25.39","13","61","24","25"
"2002","Couple + C. GT 16 ","East Germany","25","24","1109","20","22","28","32","37","24.74","25.26","15","53","24","25"
"2002","Couple + C. GT 16 ","West Germany","25.14","25","2867","20","22","28","31","39","24.98","25.3","12","56","24","25"
"2002","Couple + C. LE 16","East Germany","25.31","25","867","21","22","28","31","38","25.03","25.59","17","55","24","25"
"2002","Couple + C. LE 16","West Germany","25.33","25","3844","21","22","28","30","38","25.2","25.46","16","54","25","25"
"2002","Couple + C. LE and GT 16","East Germany","24.71","24","464","20","22","27","30","38","24.3","25.12","16","42","24","25"
"2002","Couple + C. LE and GT 16","West Germany","24.67","24","1471","20","22","27","30","39","24.45","24.89","15","45","24","24"
"2002","Single parent","East Germany","23.98","23","294","19","20","27","31","41","23.4","24.56","16","47","22","24"
"2002","Single parent","West Germany","24.06","23","830","19","21","26","30","39","23.76","24.36","15","48","23","24"
"2003","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"2003","(Married) couple without C.","West Germany","","","","","","","","","","","","","",""
"2003","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"2003","1-pers.-HH","West Germany","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"2003","Couple + C. GT 16 ","West Germany","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"2003","Couple + C. LE 16","West Germany","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"2003","Couple + C. LE and GT 16","West Germany","","","","","","","","","","","","","",""
"2003","Single parent","East Germany","","","","","","","","","","","","","",""
"2003","Single parent","West Germany","","","","","","","","","","","","","",""
"2004","(Married) couple without C.","East Germany","26.96","27","1814","22","24","29","32","40","26.76","27.16","13","47","26","27"
"2004","(Married) couple without C.","West Germany","26.07","26","5402","21","23","28","31","37","25.96","26.18","15","65","25","26"
"2004","1-pers.-HH","East Germany","25.54","25","715","21","23","28","31","36","25.23","25.85","16","45","25","25"
"2004","1-pers.-HH","West Germany","25.45","25","2185","20","22","28","31","39","25.26","25.64","12","65","25","25"
"2004","Couple + C. GT 16 ","East Germany","25.24","24","1114","20","22","28","31","40","24.97","25.51","15","62","24","25"
"2004","Couple + C. GT 16 ","West Germany","25.4","25","2760","20","22","28","31","40","25.22","25.58","14","73","24","25"
"2004","Couple + C. LE 16","East Germany","25.29","25","751","21","22","28","31","38","24.99","25.59","18","47","24","25"
"2004","Couple + C. LE 16","West Germany","25.5","25","3284","21","22","28","30","41","25.35","25.65","16","69","25","25"
"2004","Couple + C. LE and GT 16","East Germany","24.37","24","388","19","21","27","31","39","23.85","24.89","16","57","23","24"
"2004","Couple + C. LE and GT 16","West Germany","24.82","24","1393","20","22","28","31","39","24.58","25.06","14","43","23","24"
"2004","Single parent","East Germany","24.18","23","286","19","21","27","31","42","23.59","24.77","15","54","23","24"
"2004","Single parent","West Germany","24.38","24","798","20","21","26","30","42","24.06","24.7","16","45","23","24"
"2005","(Married) couple without C.","East Germany","","","","","","","","","","","","","",""
"2005","(Married) couple without C.","West Germany","","","","","","","","","","","","","",""
"2005","1-pers.-HH","East Germany","","","","","","","","","","","","","",""
"2005","1-pers.-HH","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. GT 16 ","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. GT 16 ","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE 16","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE 16","West Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE and GT 16","East Germany","","","","","","","","","","","","","",""
"2005","Couple + C. LE and GT 16","West Germany","","","","","","","","","","","","","",""
"2005","Single parent","East Germany","","","","","","","","","","","","","",""
"2005","Single parent","West Germany","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","East Germany","27.15","27","1957","22","24","29","33","41","26.95","27.35","16","76","26","27"
"2006","(Married) couple without C.","West Germany","26.32","26","5852","21","23","29","32","38","26.21","26.43","14","64","26","26"
"2006","1-pers.-HH","East Germany","25.59","25","825","20","23","28","32","38","25.27","25.91","14","67","25","26"
"2006","1-pers.-HH","West Germany","25.71","25","2489","20","23","28","32","41","25.53","25.89","13","61","25","25"
"2006","Couple + C. GT 16 ","East Germany","25.85","25","1056","20","23","29","32","38","25.56","26.14","15","57","25","26"
