"year","bula_h","e11102","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","Baden-W?rttemberg","Employed","25.03","25","1881","20","22","27","30","36","24.85","25.21","16","51","24","25"
"2002","Baden-W?rttemberg","Not Employed","25.61","25","925","20","23","28","31","39","25.31","25.91","15","53","25","25"
"2002","Bavaria","Employed","25.04","25","2199","20","22","28","30","37","24.87","25.21","12","46","24","25"
"2002","Bavaria","Not Employed","25.65","25","1048","20","23","28","31","37","25.39","25.91","14","50","25","25"
"2002","Berlin","Employed","24.53","24","541","20","22","27","30","37","24.17","24.89","17","46","24","24"
"2002","Berlin","Not Employed","25.2","24","289","19","22","28","32","40","24.63","25.77","17","46","24","25"
"2002","Brandenburg","Employed","25.21","25","567","20","22","28","31","37","24.87","25.55","17","47","24","25"
"2002","Brandenburg","Not Employed","27.01","27","390","21","24","30","33","44","26.5","27.52","16","47","26","27"
"2002","Bremen","Employed","24.81","25","111","20","21","27","31","33","24","25.62","16","44","24","26"
"2002","Bremen","Not Employed","26.33","25","60","22","24","28","30","57","24.97","27.69","16","57","24","26"
"2002","Hamburg","Employed","24.52","24","212","20","22","26","28","48","23.88","25.16","18","52","23","24"
"2002","Hamburg","Not Employed","25.03","24","112","19","21","27","32","56","24.05","26.01","16","56","23","24"
"2002","Hesse","Employed","25.47","25","1102","21","22","28","31","39","25.21","25.73","17","56","25","25"
"2002","Hesse","Not Employed","25.91","25","528","21","23","28","32","39","25.51","26.31","16","47","25","26"
"2002","Lower Saxony","Employed","25.35","25","1230","20","22","28","30","39","25.1","25.6","16","60","25","25"
"2002","Lower Saxony","Not Employed","25.61","26","733","20","23","28","31","39","25.29","25.93","16","43","25","26"
"2002","Mecklenburg-Western Pomerania","Employed","25.21","25","335","20","22","28","31","36","24.77","25.65","17","42","24","26"
"2002","Mecklenburg-Western Pomerania","Not Employed","26.39","26","179","21","24","29","31","36","25.79","26.99","17","36","26","27"
"2002","North Rhine-Westphalia","Employed","25.28","25","3061","21","22","27","31","38","25.13","25.43","15","66","25","25"
"2002","North Rhine-Westphalia","Not Employed","25.82","25","1772","21","23","28","31","38","25.61","26.03","13","59","25","25"
"2002","Rhineland-Palatinate,Saarland","Employed","25.5","25","836","20","22","28","31","38","25.21","25.79","17","45","25","25"
"2002","Rhineland-Palatinate,Saarland","Not Employed","26.17","25","536","21","23","29","32","43","25.77","26.57","13","48","25","26"
"2002","Saxony","Employed","25.06","25","1031","20","22","27","30","36","24.81","25.31","15","55","24","25"
"2002","Saxony","Not Employed","26.11","26","622","21","23","29","32","37","25.77","26.45","14","42","25","26"
"2002","Saxony-Anhalt","Employed","25.58","25","569","20","22","28","31","39","25.22","25.94","16","50","25","25"
"2002","Saxony-Anhalt","Not Employed","26.66","26","403","21","24","29","33","39","26.16","27.16","16","53","25","27"
"2002","Schleswig-Holstein","Employed","24.75","24","462","20","22","27","30","38","24.37","25.13","13","42","23","24"
"2002","Schleswig-Holstein","Not Employed","24.23","24","255","20","21","27","29","35","23.77","24.69","16","40","23","24"
"2002","Thuringia","Employed","25.54","25","583","21","23","28","31","39","25.19","25.89","17","44","25","25"
"2002","Thuringia","Not Employed","26.01","26","377","20","23","29","31","37","25.55","26.47","15","47","25","27"
"2003","Baden-W?rttemberg","Employed","","","","","","","","","","","","","",""
"2003","Baden-W?rttemberg","Not Employed","","","","","","","","","","","","","",""
"2003","Bavaria","Employed","","","","","","","","","","","","","",""
"2003","Bavaria","Not Employed","","","","","","","","","","","","","",""
"2003","Berlin","Employed","","","","","","","","","","","","","",""
"2003","Berlin","Not Employed","","","","","","","","","","","","","",""
"2003","Brandenburg","Employed","","","","","","","","","","","","","",""
"2003","Brandenburg","Not Employed","","","","","","","","","","","","","",""
"2003","Bremen","Employed","","","","","","","","","","","","","",""
"2003","Bremen","Not Employed","","","","","","","","","","","","","",""
"2003","Hamburg","Employed","","","","","","","","","","","","","",""
"2003","Hamburg","Not Employed","","","","","","","","","","","","","",""
"2003","Hesse","Employed","","","","","","","","","","","","","",""
"2003","Hesse","Not Employed","","","","","","","","","","","","","",""
"2003","Lower Saxony","Employed","","","","","","","","","","","","","",""
