"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","general elemantary","East Germany","25.43","25","423","19","21","28","32","41","24.92","25.94","15","46","24","25"
"2002","general elemantary","West Germany","25.74","25","2458","20","23","28","32","38","25.55","25.93","12","59","25","25"
"2002","higher education","East Germany","25.53","25","1321","21","23","28","31","37","25.32","25.74","14","44","25","25"
"2002","higher education","West Germany","25","25","3228","21","22","27","30","36","24.87","25.13","14","46","24","25"
"2002","higher vocational","East Germany","26.47","26","448","21","24","29","32","36","26.1","26.84","16","40","26","27"
"2002","higher vocational","West Germany","25.73","25","1287","21","23","28","31","39","25.5","25.96","15","48","25","26"
"2002","in school","East Germany","21.11","21","153","19","19","22","25","29","20.68","21.54","16","31","20","21"
"2002","in school","West Germany","22","22","453","19","20","24","25","32","21.74","22.26","13","36","21","21"
"2002","inadequately","East Germany","","","","","","","","","","","","","",""
"2002","inadequately","West Germany","26.72","26","268","21","24","29","33","38","26.16","27.28","16","52","26","27"
"2002","middle vocational","East Germany","25.95","25","2883","21","23","28","32","38","25.79","26.11","15","55","25","25"
"2002","middle vocational","West Germany","25.51","25","8670","21","23","28","31","38","25.42","25.6","15","66","25","25"
"2002","vocational + Abi","East Germany","24.18","24","133","19","21","27","29","41","23.41","24.95","17","46","23","25"
"2002","vocational + Abi","West Germany","24.54","24","1038","20","22","27","29","38","24.28","24.8","17","60","24","24"
"2003","general elemantary","East Germany","","","","","","","","","","","","","",""
"2003","general elemantary","West Germany","","","","","","","","","","","","","",""
"2003","higher education","East Germany","","","","","","","","","","","","","",""
"2003","higher education","West Germany","","","","","","","","","","","","","",""
"2003","higher vocational","East Germany","","","","","","","","","","","","","",""
"2003","higher vocational","West Germany","","","","","","","","","","","","","",""
"2003","in school","East Germany","","","","","","","","","","","","","",""
"2003","in school","West Germany","","","","","","","","","","","","","",""
"2003","inadequately","East Germany","","","","","","","","","","","","","",""
"2003","inadequately","West Germany","","","","","","","","","","","","","",""
"2003","middle vocational","East Germany","","","","","","","","","","","","","",""
"2003","middle vocational","West Germany","","","","","","","","","","","","","",""
"2003","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"2003","vocational + Abi","West Germany","","","","","","","","","","","","","",""
"2004","general elemantary","East Germany","25.6","25","371","20","22","29","33","41","25.04","26.16","15","57","24","25"
"2004","general elemantary","West Germany","26.08","26","2180","21","23","29","32","40","25.87","26.29","12","73","25","26"
"2004","higher education","East Germany","25.74","25","1274","21","23","28","31","38","25.51","25.97","17","57","25","26"
"2004","higher education","West Germany","25.06","25","3008","20","22","27","30","36","24.92","25.2","15","58","25","25"
"2004","higher vocational","East Germany","26.8","26","434","22","24","29","32","38","26.38","27.22","16","62","26","27"
"2004","higher vocational","West Germany","26.02","26","1197","21","23","28","32","40","25.77","26.27","16","65","25","26"
"2004","in school","East Germany","21.07","21","165","18","19","23","25","31","20.59","21.55","16","32","20","21"
"2004","in school","West Germany","21.69","21","467","18","19","23","26","32","21.4","21.98","14","35","21","21"
