"year","age_gr","e11103","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2002","16-34 y.","Full Time","23.88","23","2719","20","21","26","29","36","23.73","24.03","15","61","23","24"
"2002","16-34 y.","Not Working","23.07","22","1635","19","20","25","28","37","22.88","23.26","13","52","22","22"
"2002","16-34 y.","Part Time","23.27","23","1767","19","21","25","29","36","23.09","23.45","12","43","22","22"
"2002","35-65 y.","Full Time","26.02","26","6756","22","23","28","31","38","25.93","26.11","13","66","25","26"
"2002","35-65 y.","Not Working","26.29","26","3185","21","23","29","32","41","26.12","26.46","15","59","26","26"
"2002","35-65 y.","Part Time","25.52","25","3275","21","22","28","31","40","25.37","25.67","16","60","24","25"
"2002","66 and older","Full Time","26.79","26","43","24","25","28","31","37","25.8","27.78","21","37","26","27"
"2002","66 and older","Not Working","26.32","26","3409","21","24","29","31","37","26.18","26.46","14","57","26","26"
"2002","66 and older","Part Time","26.59","26","160","23","24","29","31","35","26.07","27.11","18","41","26","27"
"2003","16-34 y.","Full Time","","","","","","","","","","","","","",""
"2003","16-34 y.","Not Working","","","","","","","","","","","","","",""
"2003","16-34 y.","Part Time","","","","","","","","","","","","","",""
"2003","35-65 y.","Full Time","","","","","","","","","","","","","",""
"2003","35-65 y.","Not Working","","","","","","","","","","","","","",""
"2003","35-65 y.","Part Time","","","","","","","","","","","","","",""
"2003","66 and older","Full Time","","","","","","","","","","","","","",""
"2003","66 and older","Not Working","","","","","","","","","","","","","",""
"2003","66 and older","Part Time","","","","","","","","","","","","","",""
"2004","16-34 y.","Full Time","24.03","24","2290","20","21","26","29","36","23.87","24.19","14","65","23","24"
"2004","16-34 y.","Not Working","23.22","22","1668","19","20","25","29","37","23.01","23.43","13","67","22","22"
"2004","16-34 y.","Part Time","23.33","23","1616","19","21","25","28","37","23.13","23.53","15","55","22","23"
"2004","35-65 y.","Full Time","26.13","26","6072","21","23","28","31","38","26.03","26.23","16","62","26","26"
"2004","35-65 y.","Not Working","26.57","26","2908","21","23","29","33","44","26.39","26.75","14","63","26","26"
"2004","35-65 y.","Part Time","25.71","25","3172","21","22","28","32","39","25.55","25.87","15","69","25","25"
"2004","66 and older","Full Time","27.16","27","44","23","24","30","30","58","25.45","28.87","21","58","25","28"
"2004","66 and older","Not Working","26.55","26","3540","22","24","29","32","38","26.41","26.69","12","73","26","26"
