"ple0004","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Strong","2002","lower secondary degree","West Germany","995","0.169258989670946","0.160303527818512","0.17821445152338"
"Strong","2002","lower secondary degree","East Germany","365","0.241190550304904","0.220377518846944","0.262003581762864"
"Strong","2002","secondary school degree","West Germany","247","0.0805921195797491","0.0724294377449704","0.0887548014145279"
"Strong","2002","secondary school degree","East Germany","150","0.0629847508287512","0.0533355877717767","0.0726339138857258"
"Strong","2002","college entrance qualification","West Germany","190","0.0590665809746331","0.052165548282762","0.0659676136665043"
"Strong","2002","college entrance qualification","East Germany","52","0.0656301865900688","0.0511209598740073","0.0801394133061304"
"Strong","2002","Other degree","West Germany","154","0.117092299976976","0.0994365895394222","0.13474801041453"
"Strong","2002","Other degree","East Germany","12","","",""
"Strong","2002","no degree/no degree yet","West Germany","66","0.105240163519761","0.0831158466625144","0.127364480377008"
"Strong","2002","no degree/no degree yet","East Germany","2","","",""
"A little","2002","lower secondary degree","West Germany","2244","0.352122108434034","0.340715080162897","0.363529136705171"
"A little","2002","lower secondary degree","East Germany","744","0.45934662002232","0.435101822871764","0.483591417172876"
"A little","2002","secondary school degree","West Germany","1040","0.2557983752312","0.242714793047369","0.268881957415032"
"A little","2002","secondary school degree","East Germany","715","0.294978147242829","0.27686496239199","0.313091332093668"
"A little","2002","college entrance qualification","West Germany","828","0.20522386674058","0.193401618803933","0.217046114677228"
"A little","2002","college entrance qualification","East Germany","277","0.287992669050857","0.261460912921233","0.314524425180482"
"A little","2002","Other degree","West Germany","408","0.33565640199677","0.309726121087956","0.361586682905585"
"A little","2002","Other degree","East Germany","19","","",""
"A little","2002","no degree/no degree yet","West Germany","141","0.224435272017411","0.194355090532145","0.254515453502676"
"A little","2002","no degree/no degree yet","East Germany","18","","",""
"Not at all","2002","lower secondary degree","West Germany","3496","0.47861890189502","0.466688588417663","0.490549215372377"
"Not at all","2002","lower secondary degree","East Germany","514","0.299462829672776","0.277179715525536","0.321745943820017"
"Not at all","2002","secondary school degree","West Germany","2985","0.66360950518905","0.649441437408843","0.677777572969258"
"Not at all","2002","secondary school degree","East Germany","1570","0.642037101928419","0.622995754429658","0.661078449427181"
"Not at all","2002","college entrance qualification","West Germany","3465","0.735709552284786","0.72280159105347","0.748617513516103"
"Not at all","2002","college entrance qualification","East Germany","790","0.646377144359074","0.618365009597584","0.674389279120563"
"Not at all","2002","Other degree","West Germany","712","0.547251298026254","0.519918418689831","0.574584177362677"
"Not at all","2002","Other degree","East Germany","16","","",""
"Not at all","2002","no degree/no degree yet","West Germany","532","0.670324564462829","0.636431430086713","0.704217698838944"
"Not at all","2002","no degree/no degree yet","East Germany","154","0.84499857793265","0.791224955036389","0.898772200828911"
"Strong","2003","lower secondary degree","West Germany","","","",""
"Strong","2003","lower secondary degree","East Germany","","","",""
"Strong","2003","secondary school degree","West Germany","","","",""
"Strong","2003","secondary school degree","East Germany","","","",""
"Strong","2003","college entrance qualification","West Germany","","","",""
"Strong","2003","college entrance qualification","East Germany","","","",""
"Strong","2003","Other degree","West Germany","","","",""
"Strong","2003","Other degree","East Germany","","","",""
"Strong","2003","no degree/no degree yet","West Germany","","","",""
"Strong","2003","no degree/no degree yet","East Germany","","","",""
"A little","2003","lower secondary degree","West Germany","","","",""
"A little","2003","lower secondary degree","East Germany","","","",""
"A little","2003","secondary school degree","West Germany","","","",""
"A little","2003","secondary school degree","East Germany","","","",""
"A little","2003","college entrance qualification","West Germany","","","",""
"A little","2003","college entrance qualification","East Germany","","","",""
"A little","2003","Other degree","West Germany","","","",""
"A little","2003","Other degree","East Germany","","","",""
"A little","2003","no degree/no degree yet","West Germany","","","",""
"A little","2003","no degree/no degree yet","East Germany","","","",""
"Not at all","2003","lower secondary degree","West Germany","","","",""
"Not at all","2003","lower secondary degree","East Germany","","","",""
"Not at all","2003","secondary school degree","West Germany","","","",""
"Not at all","2003","secondary school degree","East Germany","","","",""
"Not at all","2003","college entrance qualification","West Germany","","","",""
"Not at all","2003","college entrance qualification","East Germany","","","",""
"Not at all","2003","Other degree","West Germany","","","",""
"Not at all","2003","Other degree","East Germany","","","",""
"Not at all","2003","no degree/no degree yet","West Germany","","","",""
"Not at all","2003","no degree/no degree yet","East Germany","","","",""
"Strong","2004","lower secondary degree","West Germany","957","0.176746425306429","0.16716528420529","0.186327566407569"
"Strong","2004","lower secondary degree","East Germany","356","0.269281366091187","0.246674401914486","0.291888330267889"
